game,2012,8,20121025,201210250min,tam,"Tampa Bay Buccaneers",36,min,"Minnesota Vikings",17
player,201210250min,tam,WillMi04,pass_rating,,,,,,
player,201210250min,tam,WillMi04,rush_att,0,,,,,
player,201210250min,tam,WillMi04,rush_yds,0,,,,,
player,201210250min,tam,WillMi04,rush_td,0,,,,,
player,201210250min,tam,WillMi04,rush_long,0,,,,,
player,201210250min,tam,WillMi04,targets,11,,,,,
player,201210250min,tam,WillMi04,rec,6,,,,,
player,201210250min,tam,WillMi04,rec_yds,68,,,,,
player,201210250min,tam,WillMi04,rec_td,1,,,,,
player,201210250min,tam,WillMi04,rec_long,34,,,,,
player,201210250min,tam,WillMi04,fumbles,0,,,,,
player,201210250min,tam,WillMi04,fumbles_lost,0,,,,,
player,201210250min,tam,JackVi00,pass_cmp,0,,,,,
player,201210250min,tam,JackVi00,pass_att,0,,,,,
player,201210250min,tam,JackVi00,pass_yds,0,,,,,
player,201210250min,tam,JackVi00,pass_td,0,,,,,
player,201210250min,tam,JackVi00,pass_int,0,,,,,
player,201210250min,tam,JackVi00,pass_sacked,0,,,,,
player,201210250min,tam,JackVi00,pass_sacked_yds,0,,,,,
player,201210250min,tam,JackVi00,pass_long,0,,,,,
player,201210250min,tam,JackVi00,pass_rating,,,,,,
player,201210250min,tam,JackVi00,rush_att,0,,,,,
player,201210250min,tam,JackVi00,rush_yds,0,,,,,
player,201210250min,tam,JackVi00,rush_td,0,,,,,
player,201210250min,tam,JackVi00,rush_long,0,,,,,
player,201210250min,tam,JackVi00,targets,6,,,,,
player,201210250min,tam,JackVi00,rec,2,,,,,
player,201210250min,tam,JackVi00,rec_yds,40,,,,,
player,201210250min,tam,JackVi00,rec_td,0,,,,,
player,201210250min,tam,JackVi00,rec_long,26,,,,,
player,201210250min,tam,JackVi00,fumbles,0,,,,,
player,201210250min,tam,JackVi00,fumbles_lost,0,,,,,
player,201210250min,tam,ClarDa00,pass_cmp,0,,,,,
player,201210250min,tam,ClarDa00,pass_att,0,,,,,
player,201210250min,tam,ClarDa00,pass_yds,0,,,,,
player,201210250min,tam,ClarDa00,pass_td,0,,,,,
player,201210250min,tam,ClarDa00,pass_int,0,,,,,
player,201210250min,tam,ClarDa00,pass_sacked,0,,,,,
player,201210250min,tam,ClarDa00,pass_sacked_yds,0,,,,,
player,201210250min,tam,ClarDa00,pass_long,0,,,,,
player,201210250min,tam,ClarDa00,pass_rating,,,,,,
player,201210250min,tam,ClarDa00,rush_att,0,,,,,
player,201210250min,tam,ClarDa00,rush_yds,0,,,,,
player,201210250min,tam,ClarDa00,rush_td,0,,,,,
player,201210250min,tam,ClarDa00,rush_long,0,,,,,
player,201210250min,tam,ClarDa00,targets,3,,,,,
player,201210250min,tam,ClarDa00,rec,3,,,,,
player,201210250min,tam,ClarDa00,rec_yds,40,,,,,
player,201210250min,tam,ClarDa00,rec_td,0,,,,,
player,201210250min,tam,ClarDa00,rec_long,17,,,,,
player,201210250min,tam,ClarDa00,fumbles,0,,,,,
player,201210250min,tam,ClarDa00,fumbles_lost,0,,,,,
player,201210250min,tam,UndeTi00,pass_cmp,0,,,,,
player,201210250min,tam,UndeTi00,pass_att,0,,,,,
player,201210250min,tam,UndeTi00,pass_yds,0,,,,,
player,201210250min,tam,UndeTi00,pass_td,0,,,,,
player,201210250min,tam,UndeTi00,pass_int,0,,,,,
player,201210250min,tam,UndeTi00,pass_sacked,0,,,,,
player,201210250min,tam,UndeTi00,pass_sacked_yds,0,,,,,
player,201210250min,tam,UndeTi00,pass_long,0,,,,,
player,201210250min,tam,UndeTi00,pass_rating,,,,,,
player,201210250min,tam,UndeTi00,rush_att,0,,,,,
player,201210250min,tam,UndeTi00,rush_yds,0,,,,,
player,201210250min,tam,UndeTi00,rush_td,0,,,,,
player,201210250min,tam,UndeTi00,rush_long,0,,,,,
player,201210250min,tam,UndeTi00,targets,5,,,,,
player,201210250min,tam,UndeTi00,rec,3,,,,,
player,201210250min,tam,UndeTi00,rec_yds,27,,,,,
player,201210250min,tam,UndeTi00,rec_td,0,,,,,
player,201210250min,tam,UndeTi00,rec_long,12,,,,,
player,201210250min,tam,UndeTi00,fumbles,0,,,,,
player,201210250min,tam,UndeTi00,fumbles_lost,0,,,,,
player,201210250min,tam,WareDa00,pass_cmp,0,,,,,
player,201210250min,tam,WareDa00,pass_att,0,,,,,
player,201210250min,tam,WareDa00,pass_yds,0,,,,,
player,201210250min,tam,WareDa00,pass_td,0,,,,,
player,201210250min,tam,WareDa00,pass_int,0,,,,,
player,201210250min,tam,WareDa00,pass_sacked,0,,,,,
player,201210250min,tam,WareDa00,pass_sacked_yds,0,,,,,
player,201210250min,tam,WareDa00,pass_long,0,,,,,
player,201210250min,tam,WareDa00,pass_rating,,,,,,
player,201210250min,tam,WareDa00,rush_att,0,,,,,
player,201210250min,tam,WareDa00,rush_yds,0,,,,,
player,201210250min,tam,WareDa00,rush_td,0,,,,,
player,201210250min,tam,WareDa00,rush_long,0,,,,,
player,201210250min,tam,WareDa00,targets,2,,,,,
player,201210250min,tam,WareDa00,rec,1,,,,,
player,201210250min,tam,WareDa00,rec_yds,7,,,,,
player,201210250min,tam,WareDa00,rec_td,0,,,,,
player,201210250min,tam,WareDa00,rec_long,7,,,,,
player,201210250min,tam,WareDa00,fumbles,0,,,,,
player,201210250min,tam,WareDa00,fumbles_lost,0,,,,,
player,201210250min,tam,LoriEr99,pass_cmp,0,,,,,
player,201210250min,tam,LoriEr99,pass_att,0,,,,,
player,201210250min,tam,LoriEr99,pass_yds,0,,,,,
player,201210250min,tam,LoriEr99,pass_td,0,,,,,
player,201210250min,tam,LoriEr99,pass_int,0,,,,,
player,201210250min,tam,LoriEr99,pass_sacked,0,,,,,
player,201210250min,tam,LoriEr99,pass_sacked_yds,0,,,,,
player,201210250min,tam,LoriEr99,pass_long,0,,,,,
player,201210250min,tam,LoriEr99,pass_rating,,,,,,
player,201210250min,tam,LoriEr99,rush_att,0,,,,,
player,201210250min,tam,LoriEr99,rush_yds,0,,,,,
player,201210250min,tam,LoriEr99,rush_td,0,,,,,
player,201210250min,tam,LoriEr99,rush_long,0,,,,,
player,201210250min,tam,LoriEr99,targets,2,,,,,
player,201210250min,tam,LoriEr99,rec,1,,,,,
player,201210250min,tam,LoriEr99,rec_yds,1,,,,,
player,201210250min,tam,LoriEr99,rec_td,1,,,,,
player,201210250min,tam,LoriEr99,rec_long,1,,,,,
player,201210250min,tam,LoriEr99,fumbles,0,,,,,
player,201210250min,tam,LoriEr99,fumbles_lost,0,,,,,
player,201210250min,min,PondCh00,pass_cmp,19,,,,,
player,201210250min,min,PondCh00,pass_att,35,,,,,
player,201210250min,min,PondCh00,pass_yds,251,,,,,
player,201210250min,min,PondCh00,pass_td,1,,,,,
player,201210250min,min,PondCh00,pass_int,1,,,,,
player,201210250min,min,PondCh00,pass_sacked,3,,,,,
player,201210250min,min,PondCh00,pass_sacked_yds,22,,,,,
player,201210250min,min,PondCh00,pass_long,33,,,,,
player,201210250min,min,PondCh00,pass_rating,74.8,,,,,
player,201210250min,min,PondCh00,rush_att,4,,,,,
player,201210250min,min,PondCh00,rush_yds,12,,,,,
player,201210250min,min,PondCh00,rush_td,0,,,,,
player,201210250min,min,PondCh00,rush_long,6,,,,,
player,201210250min,min,PondCh00,targets,0,,,,,
player,201210250min,min,PondCh00,rec,0,,,,,
player,201210250min,min,PondCh00,rec_yds,0,,,,,
player,201210250min,min,PondCh00,rec_td,0,,,,,
player,201210250min,min,PondCh00,rec_long,0,,,,,
player,201210250min,min,PondCh00,fumbles,0,,,,,
player,201210250min,min,PondCh00,fumbles_lost,0,,,,,
player,201210250min,min,PeteAd01,pass_cmp,0,,,,,
player,201210250min,min,PeteAd01,pass_att,0,,,,,
player,201210250min,min,PeteAd01,pass_yds,0,,,,,
player,201210250min,min,PeteAd01,pass_td,0,,,,,
player,201210250min,min,PeteAd01,pass_int,0,,,,,
player,201210250min,min,PeteAd01,pass_sacked,0,,,,,
player,201210250min,min,PeteAd01,pass_sacked_yds,0,,,,,
player,201210250min,min,PeteAd01,pass_long,0,,,,,
player,201210250min,min,PeteAd01,pass_rating,,,,,,
player,201210250min,min,PeteAd01,rush_att,15,,,,,
player,201210250min,min,PeteAd01,rush_yds,123,,,,,
player,201210250min,min,PeteAd01,rush_td,1,,,,,
player,201210250min,min,PeteAd01,rush_long,64,,,,,
player,201210250min,min,PeteAd01,targets,1,,,,,
player,201210250min,min,PeteAd01,rec,1,,,,,
player,201210250min,min,PeteAd01,rec_yds,4,,,,,
player,201210250min,min,PeteAd01,rec_td,0,,,,,
player,201210250min,min,PeteAd01,rec_long,4,,,,,
player,201210250min,min,PeteAd01,fumbles,1,,,,,
player,201210250min,min,PeteAd01,fumbles_lost,1,,,,,
player,201210250min,min,GerhTo00,pass_cmp,0,,,,,
player,201210250min,min,GerhTo00,pass_att,0,,,,,
player,201210250min,min,GerhTo00,pass_yds,0,,,,,
player,201210250min,min,GerhTo00,pass_td,0,,,,,
player,201210250min,min,GerhTo00,pass_int,0,,,,,
player,201210250min,min,GerhTo00,pass_sacked,0,,,,,
player,201210250min,min,GerhTo00,pass_sacked_yds,0,,,,,
player,201210250min,min,GerhTo00,pass_long,0,,,,,
player,201210250min,min,GerhTo00,pass_rating,,,,,,
player,201210250min,min,GerhTo00,rush_att,1,,,,,
player,201210250min,min,GerhTo00,rush_yds,6,,,,,
player,201210250min,min,GerhTo00,rush_td,0,,,,,
player,201210250min,min,GerhTo00,rush_long,6,,,,,
player,201210250min,min,GerhTo00,targets,2,,,,,
player,201210250min,min,GerhTo00,rec,2,,,,,
player,201210250min,min,GerhTo00,rec_yds,20,,,,,
player,201210250min,min,GerhTo00,rec_td,0,,,,,
player,201210250min,min,GerhTo00,rec_long,10,,,,,
player,201210250min,min,GerhTo00,fumbles,0,,,,,
player,201210250min,min,GerhTo00,fumbles_lost,0,,,,,
player,201210250min,min,JenkMi00,pass_cmp,0,,,,,
player,201210250min,min,JenkMi00,pass_att,0,,,,,
player,201210250min,min,JenkMi00,pass_yds,0,,,,,
player,201210250min,min,JenkMi00,pass_td,0,,,,,
player,201210250min,min,JenkMi00,pass_int,0,,,,,
player,201210250min,min,JenkMi00,pass_sacked,0,,,,,
player,201210250min,min,JenkMi00,pass_sacked_yds,0,,,,,
player,201210250min,min,JenkMi00,pass_long,0,,,,,
player,201210250min,min,JenkMi00,pass_rating,,,,,,
player,201210250min,min,JenkMi00,rush_att,0,,,,,
player,201210250min,min,JenkMi00,rush_yds,0,,,,,
player,201210250min,min,JenkMi00,rush_td,0,,,,,
player,201210250min,min,JenkMi00,rush_long,0,,,,,
player,201210250min,min,JenkMi00,targets,9,,,,,
player,201210250min,min,JenkMi00,rec,4,,,,,
player,201210250min,min,JenkMi00,rec_yds,78,,,,,
player,201210250min,min,JenkMi00,rec_td,0,,,,,
player,201210250min,min,JenkMi00,rec_long,28,,,,,
player,201210250min,min,JenkMi00,fumbles,0,,,,,
player,201210250min,min,JenkMi00,fumbles_lost,0,,,,,
player,201210250min,min,SimpJe00,pass_cmp,0,,,,,
player,201210250min,min,SimpJe00,pass_att,0,,,,,
player,201210250min,min,SimpJe00,pass_yds,0,,,,,
player,201210250min,min,SimpJe00,pass_td,0,,,,,
player,201210250min,min,SimpJe00,pass_int,0,,,,,
player,201210250min,min,SimpJe00,pass_sacked,0,,,,,
player,201210250min,min,SimpJe00,pass_sacked_yds,0,,,,,
player,201210250min,min,SimpJe00,pass_long,0,,,,,
player,201210250min,min,SimpJe00,pass_rating,,,,,,
player,201210250min,min,SimpJe00,rush_att,0,,,,,
player,201210250min,min,SimpJe00,rush_yds,0,,,,,
player,201210250min,min,SimpJe00,rush_td,0,,,,,
player,201210250min,min,SimpJe00,rush_long,0,,,,,
player,201210250min,min,SimpJe00,targets,7,,,,,
player,201210250min,min,SimpJe00,rec,2,,,,,
player,201210250min,min,SimpJe00,rec_yds,37,,,,,
player,201210250min,min,SimpJe00,rec_td,0,,,,,
player,201210250min,min,SimpJe00,rec_long,33,,,,,
player,201210250min,min,SimpJe00,fumbles,1,,,,,
player,201210250min,min,SimpJe00,fumbles_lost,1,,,,,
player,201210250min,min,RudoKy00,pass_cmp,0,,,,,
player,201210250min,min,RudoKy00,pass_att,0,,,,,
player,201210250min,min,RudoKy00,pass_yds,0,,,,,
player,201210250min,min,RudoKy00,pass_td,0,,,,,
player,201210250min,min,RudoKy00,pass_int,0,,,,,
player,201210250min,min,RudoKy00,pass_sacked,0,,,,,
player,201210250min,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201210250min,min,RudoKy00,pass_long,0,,,,,
player,201210250min,min,RudoKy00,pass_rating,,,,,,
player,201210250min,min,RudoKy00,rush_att,0,,,,,
player,201210250min,min,RudoKy00,rush_yds,0,,,,,
player,201210250min,min,RudoKy00,rush_td,0,,,,,
player,201210250min,min,RudoKy00,rush_long,0,,,,,
player,201210250min,min,RudoKy00,targets,2,,,,,
player,201210250min,min,RudoKy00,rec,2,,,,,
player,201210250min,min,RudoKy00,rec_yds,17,,,,,
player,201210250min,min,RudoKy00,rec_td,0,,,,,
player,201210250min,min,RudoKy00,rec_long,12,,,,,
player,201210250min,min,RudoKy00,fumbles,0,,,,,
player,201210250min,min,RudoKy00,fumbles_lost,0,,,,,
player,201210250min,min,ElliRh00,pass_cmp,0,,,,,
player,201210250min,min,ElliRh00,pass_att,0,,,,,
player,201210250min,min,ElliRh00,pass_yds,0,,,,,
player,201210250min,min,ElliRh00,pass_td,0,,,,,
player,201210250min,min,ElliRh00,pass_int,0,,,,,
player,201210250min,min,ElliRh00,pass_sacked,0,,,,,
player,201210250min,min,ElliRh00,pass_sacked_yds,0,,,,,
player,201210250min,min,ElliRh00,pass_long,0,,,,,
player,201210250min,min,ElliRh00,pass_rating,,,,,,
player,201210250min,min,ElliRh00,rush_att,0,,,,,
player,201210250min,min,ElliRh00,rush_yds,0,,,,,
player,201210250min,min,ElliRh00,rush_td,0,,,,,
player,201210250min,min,ElliRh00,rush_long,0,,,,,
player,201210250min,min,ElliRh00,targets,1,,,,,
player,201210250min,min,ElliRh00,rec,1,,,,,
player,201210250min,min,ElliRh00,rec_yds,5,,,,,
player,201210250min,min,ElliRh00,rec_td,0,,,,,
player,201210250min,min,ElliRh00,rec_long,5,,,,,
player,201210250min,min,ElliRh00,fumbles,0,,,,,
player,201210250min,min,ElliRh00,fumbles_lost,0,,,,,
player,201210250min,min,HarvPe00,pass_cmp,0,,,,,
player,201210250min,min,HarvPe00,pass_att,0,,,,,
player,201210250min,min,HarvPe00,pass_yds,0,,,,,
player,201210250min,min,HarvPe00,pass_td,0,,,,,
player,201210250min,min,HarvPe00,pass_int,0,,,,,
player,201210250min,min,HarvPe00,pass_sacked,0,,,,,
player,201210250min,min,HarvPe00,pass_sacked_yds,0,,,,,
player,201210250min,min,HarvPe00,pass_long,0,,,,,
player,201210250min,min,HarvPe00,pass_rating,,,,,,
player,201210250min,min,HarvPe00,rush_att,1,,,,,
player,201210250min,min,HarvPe00,rush_yds,-1,,,,,
player,201210250min,min,HarvPe00,rush_td,0,,,,,
player,201210250min,min,HarvPe00,rush_long,-1,,,,,
player,201210250min,min,HarvPe00,targets,12,,,,,
player,201210250min,min,HarvPe00,rec,7,,,,,
player,201210250min,min,HarvPe00,rec_yds,90,,,,,
player,201210250min,min,HarvPe00,rec_td,1,,,,,
player,201210250min,min,HarvPe00,rec_long,32,,,,,
player,201210250min,min,HarvPe00,fumbles,0,,,,,
player,201210250min,min,HarvPe00,fumbles_lost,0,,,,,
player,201210250min,tam,JohnLe03,def_int,1,,,,,
player,201210250min,tam,JohnLe03,def_int_yds,0,,,,,
player,201210250min,tam,JohnLe03,def_int_td,0,,,,,
player,201210250min,tam,JohnLe03,def_int_long,0,,,,,
player,201210250min,tam,JohnLe03,pass_defended,3,,,,,
player,201210250min,tam,JohnLe03,sacks,0.0,,,,,
player,201210250min,tam,JohnLe03,tackles_combined,2,,,,,
player,201210250min,tam,JohnLe03,tackles_solo,2,,,,,
player,201210250min,tam,JohnLe03,tackles_assists,0,,,,,
player,201210250min,tam,JohnLe03,tackles_loss,0,,,,,
player,201210250min,tam,JohnLe03,qb_hits,0,,,,,
player,201210250min,tam,JohnLe03,fumbles_rec,0,,,,,
player,201210250min,tam,JohnLe03,fumbles_rec_yds,0,,,,,
player,201210250min,tam,JohnLe03,fumbles_rec_td,0,,,,,
player,201210250min,tam,JohnLe03,fumbles_forced,0,,,,,
player,201210250min,tam,BennMi99,def_int,0,,,,,
player,201210250min,tam,BennMi99,def_int_yds,0,,,,,
player,201210250min,tam,BennMi99,def_int_td,0,,,,,
player,201210250min,tam,BennMi99,def_int_long,0,,,,,
player,201210250min,tam,BennMi99,pass_defended,0,,,,,
player,201210250min,tam,BennMi99,sacks,1.0,,,,,
player,201210250min,tam,BennMi99,tackles_combined,5,,,,,
player,201210250min,tam,BennMi99,tackles_solo,4,,,,,
player,201210250min,tam,BennMi99,tackles_assists,1,,,,,
player,201210250min,tam,BennMi99,tackles_loss,2,,,,,
player,201210250min,tam,BennMi99,qb_hits,1,,,,,
player,201210250min,tam,BennMi99,fumbles_rec,0,,,,,
player,201210250min,tam,BennMi99,fumbles_rec_yds,0,,,,,
player,201210250min,tam,BennMi99,fumbles_rec_td,0,,,,,
player,201210250min,tam,BennMi99,fumbles_forced,1,,,,,
player,201210250min,tam,FostMa00,def_int,0,,,,,
player,201210250min,tam,FostMa00,def_int_yds,0,,,,,
player,201210250min,tam,FostMa00,def_int_td,0,,,,,
player,201210250min,tam,FostMa00,def_int_long,0,,,,,
player,201210250min,tam,FostMa00,pass_defended,0,,,,,
player,201210250min,tam,FostMa00,sacks,1.0,,,,,
player,201210250min,tam,FostMa00,tackles_combined,5,,,,,
player,201210250min,tam,FostMa00,tackles_solo,3,,,,,
player,201210250min,tam,FostMa00,tackles_assists,2,,,,,
player,201210250min,tam,FostMa00,tackles_loss,1,,,,,
player,201210250min,tam,FostMa00,qb_hits,1,,,,,
player,201210250min,tam,FostMa00,fumbles_rec,1,,,,,
player,201210250min,tam,FostMa00,fumbles_rec_yds,4,,,,,
player,201210250min,tam,FostMa00,fumbles_rec_td,0,,,,,
player,201210250min,tam,FostMa00,fumbles_forced,0,,,,,
player,201210250min,tam,Teo-Da99,def_int,0,,,,,
player,201210250min,tam,Teo-Da99,def_int_yds,0,,,,,
player,201210250min,tam,Teo-Da99,def_int_td,0,,,,,
player,201210250min,tam,Teo-Da99,def_int_long,0,,,,,
player,201210250min,tam,Teo-Da99,pass_defended,0,,,,,
player,201210250min,tam,Teo-Da99,sacks,1.0,,,,,
player,201210250min,tam,Teo-Da99,tackles_combined,3,,,,,
player,201210250min,tam,Teo-Da99,tackles_solo,1,,,,,
player,201210250min,tam,Teo-Da99,tackles_assists,2,,,,,
player,201210250min,tam,Teo-Da99,tackles_loss,1,,,,,
player,201210250min,tam,Teo-Da99,qb_hits,2,,,,,
player,201210250min,tam,Teo-Da99,fumbles_rec,0,,,,,
player,201210250min,tam,Teo-Da99,fumbles_rec_yds,0,,,,,
player,201210250min,tam,Teo-Da99,fumbles_rec_td,0,,,,,
player,201210250min,tam,Teo-Da99,fumbles_forced,0,,,,,
player,201210250min,tam,BarbRo00,def_int,0,,,,,
player,201210250min,tam,BarbRo00,def_int_yds,0,,,,,
player,201210250min,tam,BarbRo00,def_int_td,0,,,,,
player,201210250min,tam,BarbRo00,def_int_long,0,,,,,
player,201210250min,tam,BarbRo00,pass_defended,0,,,,,
player,201210250min,tam,BarbRo00,sacks,0.0,,,,,
player,201210250min,tam,BarbRo00,tackles_combined,10,,,,,
player,201210250min,tam,BarbRo00,tackles_solo,9,,,,,
player,201210250min,tam,BarbRo00,tackles_assists,1,,,,,
player,201210250min,tam,BarbRo00,tackles_loss,1,,,,,
player,201210250min,tam,BarbRo00,qb_hits,0,,,,,
player,201210250min,tam,BarbRo00,fumbles_rec,0,,,,,
player,201210250min,tam,BarbRo00,fumbles_rec_yds,0,,,,,
player,201210250min,tam,BarbRo00,fumbles_rec_td,0,,,,,
player,201210250min,tam,BarbRo00,fumbles_forced,1,,,,,
player,201210250min,tam,BiggE.99,def_int,0,,,,,
player,201210250min,tam,BiggE.99,def_int_yds,0,,,,,
player,201210250min,tam,BiggE.99,def_int_td,0,,,,,
player,201210250min,tam,BiggE.99,def_int_long,0,,,,,
player,201210250min,tam,BiggE.99,pass_defended,0,,,,,
player,201210250min,tam,BiggE.99,sacks,0.0,,,,,
player,201210250min,tam,BiggE.99,tackles_combined,5,,,,,
player,201210250min,tam,BiggE.99,tackles_solo,3,,,,,
player,201210250min,tam,BiggE.99,tackles_assists,2,,,,,
player,201210250min,tam,BiggE.99,tackles_loss,0,,,,,
player,201210250min,tam,BiggE.99,qb_hits,0,,,,,
player,201210250min,tam,BiggE.99,fumbles_rec,0,,,,,
player,201210250min,tam,BiggE.99,fumbles_rec_yds,0,,,,,
player,201210250min,tam,BiggE.99,fumbles_rec_td,0,,,,,
player,201210250min,tam,BiggE.99,fumbles_forced,0,,,,,
player,201210250min,tam,WrigEr99,def_int,0,,,,,
player,201210250min,tam,WrigEr99,def_int_yds,0,,,,,
