game,2012,10,20121111,201211110min,det,"Detroit Lions",24,min,"Minnesota Vikings",34
team,201211110min,det,First Downs,23,,,,,,
team,201211110min,min,First Downs,18,,,,,,
team,201211110min,det,Rush-Yds-TDs,17-60-0,,,,,,
team,201211110min,min,Rush-Yds-TDs,34-196-1,,,,,,
team,201211110min,det,Cmp-Att-Yd-TD-INT,28-42-329-3-1,,,,,,
team,201211110min,min,Cmp-Att-Yd-TD-INT,24-32-221-2-0,,,,,,
team,201211110min,det,Sacked-Yards,2-21,,,,,,
team,201211110min,min,Sacked-Yards,2-14,,,,,,
team,201211110min,det,Net Pass Yards,308,,,,,,
team,201211110min,min,Net Pass Yards,207,,,,,,
team,201211110min,det,Total Yards,368,,,,,,
team,201211110min,min,Total Yards,403,,,,,,
team,201211110min,det,Fumbles-Lost,2-1,,,,,,
team,201211110min,min,Fumbles-Lost,1-0,,,,,,
team,201211110min,det,Turnovers,2,,,,,,
team,201211110min,min,Turnovers,0,,,,,,
team,201211110min,det,Penalties-Yards,6-57,,,,,,
team,201211110min,min,Penalties-Yards,7-47,,,,,,
team,201211110min,det,Third Down Conv.,1-9,,,,,,
team,201211110min,min,Third Down Conv.,4-15,,,,,,
team,201211110min,det,Fourth Down Conv.,0-0,,,,,,
team,201211110min,min,Fourth Down Conv.,0-0,,,,,,
team,201211110min,det,Time of Possession,25:36,,,,,,
team,201211110min,min,Time of Possession,34:24,,,,,,
player,201211110min,det,StafMa00,pass_cmp,28,,,,,
player,201211110min,det,StafMa00,pass_att,42,,,,,
player,201211110min,det,StafMa00,pass_yds,329,,,,,
player,201211110min,det,StafMa00,pass_td,3,,,,,
player,201211110min,det,StafMa00,pass_int,1,,,,,
player,201211110min,det,StafMa00,pass_sacked,2,,,,,
player,201211110min,det,StafMa00,pass_sacked_yds,21,,,,,
player,201211110min,det,StafMa00,pass_long,50,,,,,
player,201211110min,det,StafMa00,pass_rating,104.2,,,,,
player,201211110min,det,StafMa00,rush_att,3,,,,,
player,201211110min,det,StafMa00,rush_yds,13,,,,,
player,201211110min,det,StafMa00,rush_td,0,,,,,
player,201211110min,det,StafMa00,rush_long,9,,,,,
player,201211110min,det,StafMa00,targets,0,,,,,
player,201211110min,det,StafMa00,rec,0,,,,,
player,201211110min,det,StafMa00,rec_yds,0,,,,,
player,201211110min,det,StafMa00,rec_td,0,,,,,
player,201211110min,det,StafMa00,rec_long,0,,,,,
player,201211110min,det,StafMa00,fumbles,1,,,,,
player,201211110min,det,StafMa00,fumbles_lost,0,,,,,
player,201211110min,det,LeshMi00,pass_cmp,0,,,,,
player,201211110min,det,LeshMi00,pass_att,0,,,,,
player,201211110min,det,LeshMi00,pass_yds,0,,,,,
player,201211110min,det,LeshMi00,pass_td,0,,,,,
player,201211110min,det,LeshMi00,pass_int,0,,,,,
player,201211110min,det,LeshMi00,pass_sacked,0,,,,,
player,201211110min,det,LeshMi00,pass_sacked_yds,0,,,,,
player,201211110min,det,LeshMi00,pass_long,0,,,,,
player,201211110min,det,LeshMi00,pass_rating,,,,,,
player,201211110min,det,LeshMi00,rush_att,13,,,,,
player,201211110min,det,LeshMi00,rush_yds,43,,,,,
player,201211110min,det,LeshMi00,rush_td,0,,,,,
player,201211110min,det,LeshMi00,rush_long,14,,,,,
player,201211110min,det,LeshMi00,targets,3,,,,,
player,201211110min,det,LeshMi00,rec,1,,,,,
player,201211110min,det,LeshMi00,rec_yds,5,,,,,
player,201211110min,det,LeshMi00,rec_td,0,,,,,
player,201211110min,det,LeshMi00,rec_long,5,,,,,
player,201211110min,det,LeshMi00,fumbles,0,,,,,
player,201211110min,det,LeshMi00,fumbles_lost,0,,,,,
player,201211110min,det,BellJo01,pass_cmp,0,,,,,
player,201211110min,det,BellJo01,pass_att,0,,,,,
player,201211110min,det,BellJo01,pass_yds,0,,,,,
player,201211110min,det,BellJo01,pass_td,0,,,,,
player,201211110min,det,BellJo01,pass_int,0,,,,,
player,201211110min,det,BellJo01,pass_sacked,0,,,,,
player,201211110min,det,BellJo01,pass_sacked_yds,0,,,,,
player,201211110min,det,BellJo01,pass_long,0,,,,,
player,201211110min,det,BellJo01,pass_rating,,,,,,
player,201211110min,det,BellJo01,rush_att,1,,,,,
player,201211110min,det,BellJo01,rush_yds,4,,,,,
player,201211110min,det,BellJo01,rush_td,0,,,,,
player,201211110min,det,BellJo01,rush_long,4,,,,,
player,201211110min,det,BellJo01,targets,8,,,,,
player,201211110min,det,BellJo01,rec,7,,,,,
player,201211110min,det,BellJo01,rec_yds,44,,,,,
player,201211110min,det,BellJo01,rec_td,0,,,,,
player,201211110min,det,BellJo01,rec_long,12,,,,,
player,201211110min,det,BellJo01,fumbles,0,,,,,
player,201211110min,det,BellJo01,fumbles_lost,0,,,,,
player,201211110min,det,JohnCa00,pass_cmp,0,,,,,
player,201211110min,det,JohnCa00,pass_att,0,,,,,
player,201211110min,det,JohnCa00,pass_yds,0,,,,,
player,201211110min,det,JohnCa00,pass_td,0,,,,,
player,201211110min,det,JohnCa00,pass_int,0,,,,,
player,201211110min,det,JohnCa00,pass_sacked,0,,,,,
player,201211110min,det,JohnCa00,pass_sacked_yds,0,,,,,
player,201211110min,det,JohnCa00,pass_long,0,,,,,
player,201211110min,det,JohnCa00,pass_rating,,,,,,
player,201211110min,det,JohnCa00,rush_att,0,,,,,
player,201211110min,det,JohnCa00,rush_yds,0,,,,,
player,201211110min,det,JohnCa00,rush_td,0,,,,,
player,201211110min,det,JohnCa00,rush_long,0,,,,,
player,201211110min,det,JohnCa00,targets,13,,,,,
player,201211110min,det,JohnCa00,rec,12,,,,,
player,201211110min,det,JohnCa00,rec_yds,207,,,,,
player,201211110min,det,JohnCa00,rec_td,1,,,,,
player,201211110min,det,JohnCa00,rec_long,50,,,,,
