game,2012,16,20121223,201212230htx,min,"Minnesota Vikings",23,htx,"Houston Texans",6
player,201212230htx,htx,NadiJe00,def_int_yds,0,,,,,
player,201212230htx,htx,NadiJe00,def_int_td,0,,,,,
player,201212230htx,htx,NadiJe00,def_int_long,0,,,,,
player,201212230htx,htx,NadiJe00,pass_defended,0,,,,,
player,201212230htx,htx,NadiJe00,sacks,0.0,,,,,
player,201212230htx,htx,NadiJe00,tackles_combined,2,,,,,
player,201212230htx,htx,NadiJe00,tackles_solo,1,,,,,
player,201212230htx,htx,NadiJe00,tackles_assists,1,,,,,
player,201212230htx,htx,NadiJe00,tackles_loss,0,,,,,
player,201212230htx,htx,NadiJe00,qb_hits,0,,,,,
player,201212230htx,htx,NadiJe00,fumbles_rec,0,,,,,
player,201212230htx,htx,NadiJe00,fumbles_rec_yds,0,,,,,
player,201212230htx,htx,NadiJe00,fumbles_rec_td,0,,,,,
player,201212230htx,htx,NadiJe00,fumbles_forced,0,,,,,
player,201212230htx,htx,SharDa01,def_int,0,,,,,
player,201212230htx,htx,SharDa01,def_int_yds,0,,,,,
player,201212230htx,htx,SharDa01,def_int_td,0,,,,,
player,201212230htx,htx,SharDa01,def_int_long,0,,,,,
player,201212230htx,htx,SharDa01,pass_defended,0,,,,,
player,201212230htx,htx,SharDa01,sacks,0.0,,,,,
player,201212230htx,htx,SharDa01,tackles_combined,2,,,,,
player,201212230htx,htx,SharDa01,tackles_solo,2,,,,,
player,201212230htx,htx,SharDa01,tackles_assists,0,,,,,
player,201212230htx,htx,SharDa01,tackles_loss,0,,,,,
player,201212230htx,htx,SharDa01,qb_hits,0,,,,,
player,201212230htx,htx,SharDa01,fumbles_rec,0,,,,,
player,201212230htx,htx,SharDa01,fumbles_rec_yds,0,,,,,
player,201212230htx,htx,SharDa01,fumbles_rec_td,0,,,,,
player,201212230htx,htx,SharDa01,fumbles_forced,0,,,,,
player,201212230htx,htx,CaseJa00,def_int,0,,,,,
player,201212230htx,htx,CaseJa00,def_int_yds,0,,,,,
player,201212230htx,htx,CaseJa00,def_int_td,0,,,,,
player,201212230htx,htx,CaseJa00,def_int_long,0,,,,,
player,201212230htx,htx,CaseJa00,pass_defended,0,,,,,
player,201212230htx,htx,CaseJa00,sacks,0.0,,,,,
player,201212230htx,htx,CaseJa00,tackles_combined,1,,,,,
player,201212230htx,htx,CaseJa00,tackles_solo,1,,,,,
player,201212230htx,htx,CaseJa00,tackles_assists,0,,,,,
player,201212230htx,htx,CaseJa00,tackles_loss,0,,,,,
player,201212230htx,htx,CaseJa00,qb_hits,0,,,,,
player,201212230htx,htx,CaseJa00,fumbles_rec,0,,,,,
player,201212230htx,htx,CaseJa00,fumbles_rec_yds,0,,,,,
player,201212230htx,htx,CaseJa00,fumbles_rec_td,0,,,,,
player,201212230htx,htx,CaseJa00,fumbles_forced,0,,,,,
player,201212230htx,htx,CricJa00,def_int,0,,,,,
player,201212230htx,htx,CricJa00,def_int_yds,0,,,,,
player,201212230htx,htx,CricJa00,def_int_td,0,,,,,
player,201212230htx,htx,CricJa00,def_int_long,0,,,,,
player,201212230htx,htx,CricJa00,pass_defended,0,,,,,
player,201212230htx,htx,CricJa00,sacks,0.0,,,,,
player,201212230htx,htx,CricJa00,tackles_combined,1,,,,,
player,201212230htx,htx,CricJa00,tackles_solo,1,,,,,
player,201212230htx,htx,CricJa00,tackles_assists,0,,,,,
player,201212230htx,htx,CricJa00,tackles_loss,0,,,,,
player,201212230htx,htx,CricJa00,qb_hits,0,,,,,
player,201212230htx,htx,CricJa00,fumbles_rec,0,,,,,
player,201212230htx,htx,CricJa00,fumbles_rec_yds,0,,,,,
player,201212230htx,htx,CricJa00,fumbles_rec_td,0,,,,,
player,201212230htx,htx,CricJa00,fumbles_forced,0,,,,,
player,201212230htx,htx,KeoxSh00,def_int,0,,,,,
player,201212230htx,htx,KeoxSh00,def_int_yds,0,,,,,
player,201212230htx,htx,KeoxSh00,def_int_td,0,,,,,
player,201212230htx,htx,KeoxSh00,def_int_long,0,,,,,
player,201212230htx,htx,KeoxSh00,pass_defended,0,,,,,
player,201212230htx,htx,KeoxSh00,sacks,0.0,,,,,
player,201212230htx,htx,KeoxSh00,tackles_combined,1,,,,,
player,201212230htx,htx,KeoxSh00,tackles_solo,1,,,,,
player,201212230htx,htx,KeoxSh00,tackles_assists,0,,,,,
player,201212230htx,htx,KeoxSh00,tackles_loss,0,,,,,
player,201212230htx,htx,KeoxSh00,qb_hits,0,,,,,
player,201212230htx,htx,KeoxSh00,fumbles_rec,0,,,,,
player,201212230htx,htx,KeoxSh00,fumbles_rec_yds,0,,,,,
player,201212230htx,htx,KeoxSh00,fumbles_rec_td,0,,,,,
player,201212230htx,htx,KeoxSh00,fumbles_forced,0,,,,,
player,201212230htx,htx,MercWh00,def_int,0,,,,,
player,201212230htx,htx,MercWh00,def_int_yds,0,,,,,
player,201212230htx,htx,MercWh00,def_int_td,0,,,,,
player,201212230htx,htx,MercWh00,def_int_long,0,,,,,
player,201212230htx,htx,MercWh00,pass_defended,0,,,,,
player,201212230htx,htx,MercWh00,sacks,0.0,,,,,
player,201212230htx,htx,MercWh00,tackles_combined,1,,,,,
player,201212230htx,htx,MercWh00,tackles_solo,0,,,,,
player,201212230htx,htx,MercWh00,tackles_assists,1,,,,,
player,201212230htx,htx,MercWh00,tackles_loss,0,,,,,
player,201212230htx,htx,MercWh00,qb_hits,0,,,,,
player,201212230htx,htx,MercWh00,fumbles_rec,0,,,,,
player,201212230htx,htx,MercWh00,fumbles_rec_yds,0,,,,,
player,201212230htx,htx,MercWh00,fumbles_rec_td,0,,,,,
player,201212230htx,htx,MercWh00,fumbles_forced,0,,,,,
player,201212230htx,htx,MitcEa99,def_int,0,,,,,
player,201212230htx,htx,MitcEa99,def_int_yds,0,,,,,
player,201212230htx,htx,MitcEa99,def_int_td,0,,,,,
player,201212230htx,htx,MitcEa99,def_int_long,0,,,,,
player,201212230htx,htx,MitcEa99,pass_defended,0,,,,,
player,201212230htx,htx,MitcEa99,sacks,0.0,,,,,
player,201212230htx,htx,MitcEa99,tackles_combined,1,,,,,
player,201212230htx,htx,MitcEa99,tackles_solo,1,,,,,
player,201212230htx,htx,MitcEa99,tackles_assists,0,,,,,
player,201212230htx,htx,MitcEa99,tackles_loss,0,,,,,
player,201212230htx,htx,MitcEa99,qb_hits,0,,,,,
player,201212230htx,htx,MitcEa99,fumbles_rec,0,,,,,
player,201212230htx,htx,MitcEa99,fumbles_rec_yds,0,,,,,
player,201212230htx,htx,MitcEa99,fumbles_rec_td,0,,,,,
player,201212230htx,htx,MitcEa99,fumbles_forced,0,,,,,
player,201212230htx,htx,PleaEd00,def_int,0,,,,,
player,201212230htx,htx,PleaEd00,def_int_yds,0,,,,,
player,201212230htx,htx,PleaEd00,def_int_td,0,,,,,
player,201212230htx,htx,PleaEd00,def_int_long,0,,,,,
player,201212230htx,htx,PleaEd00,pass_defended,0,,,,,
player,201212230htx,htx,PleaEd00,sacks,0.0,,,,,
player,201212230htx,htx,PleaEd00,tackles_combined,1,,,,,
player,201212230htx,htx,PleaEd00,tackles_solo,1,,,,,
player,201212230htx,htx,PleaEd00,tackles_assists,0,,,,,
player,201212230htx,htx,PleaEd00,tackles_loss,0,,,,,
player,201212230htx,htx,PleaEd00,qb_hits,0,,,,,
player,201212230htx,htx,PleaEd00,fumbles_rec,0,,,,,
player,201212230htx,htx,PleaEd00,fumbles_rec_yds,0,,,,,
player,201212230htx,htx,PleaEd00,fumbles_rec_td,0,,,,,
player,201212230htx,htx,PleaEd00,fumbles_forced,0,,,,,
player,201212230htx,htx,PoseDe00,def_int,0,,,,,
player,201212230htx,htx,PoseDe00,def_int_yds,0,,,,,
player,201212230htx,htx,PoseDe00,def_int_td,0,,,,,
player,201212230htx,htx,PoseDe00,def_int_long,0,,,,,
player,201212230htx,htx,PoseDe00,pass_defended,0,,,,,
player,201212230htx,htx,PoseDe00,sacks,0.0,,,,,
player,201212230htx,htx,PoseDe00,tackles_combined,1,,,,,
player,201212230htx,htx,PoseDe00,tackles_solo,1,,,,,
player,201212230htx,htx,PoseDe00,tackles_assists,0,,,,,
player,201212230htx,htx,PoseDe00,tackles_loss,0,,,,,
player,201212230htx,htx,PoseDe00,qb_hits,0,,,,,
player,201212230htx,htx,PoseDe00,fumbles_rec,0,,,,,
player,201212230htx,htx,PoseDe00,fumbles_rec_yds,0,,,,,
player,201212230htx,htx,PoseDe00,fumbles_rec_td,0,,,,,
player,201212230htx,htx,PoseDe00,fumbles_forced,0,,,,,
player,201212230htx,htx,RuudBa20,def_int,0,,,,,
player,201212230htx,htx,RuudBa20,def_int_yds,0,,,,,
player,201212230htx,htx,RuudBa20,def_int_td,0,,,,,
player,201212230htx,htx,RuudBa20,def_int_long,0,,,,,
player,201212230htx,htx,RuudBa20,pass_defended,0,,,,,
player,201212230htx,htx,RuudBa20,sacks,0.0,,,,,
player,201212230htx,htx,RuudBa20,tackles_combined,1,,,,,
player,201212230htx,htx,RuudBa20,tackles_solo,0,,,,,
player,201212230htx,htx,RuudBa20,tackles_assists,1,,,,,
player,201212230htx,htx,RuudBa20,tackles_loss,0,,,,,
player,201212230htx,htx,RuudBa20,qb_hits,0,,,,,
player,201212230htx,htx,RuudBa20,fumbles_rec,0,,,,,
player,201212230htx,htx,RuudBa20,fumbles_rec_yds,0,,,,,
player,201212230htx,htx,RuudBa20,fumbles_rec_td,0,,,,,
player,201212230htx,htx,RuudBa20,fumbles_forced,0,,,,,
player,201212230htx,min,SherMa20,kick_ret,2,,,,,
player,201212230htx,min,SherMa20,kick_ret_yds,54,,,,,
player,201212230htx,min,SherMa20,kick_ret_yds_per_ret,27.0,,,,,
player,201212230htx,min,SherMa20,kick_ret_td,0,,,,,
player,201212230htx,min,SherMa20,kick_ret_long,27,,,,,
player,201212230htx,min,SherMa20,punt_ret,6,,,,,
player,201212230htx,min,SherMa20,punt_ret_yds,50,,,,,
player,201212230htx,min,SherMa20,punt_ret_yds_per_ret,8.3,,,,,
player,201212230htx,min,SherMa20,punt_ret_td,0,,,,,
player,201212230htx,min,SherMa20,punt_ret_long,19,,,,,
player,201212230htx,htx,MartKe01,kick_ret,4,,,,,
player,201212230htx,htx,MartKe01,kick_ret_yds,84,,,,,
player,201212230htx,htx,MartKe01,kick_ret_yds_per_ret,21.0,,,,,
player,201212230htx,htx,MartKe01,kick_ret_td,0,,,,,
player,201212230htx,htx,MartKe01,kick_ret_long,24,,,,,
player,201212230htx,htx,MartKe01,punt_ret,2,,,,,
player,201212230htx,htx,MartKe01,punt_ret_yds,16,,,,,
player,201212230htx,htx,MartKe01,punt_ret_yds_per_ret,8.0,,,,,
player,201212230htx,htx,MartKe01,punt_ret_td,0,,,,,
player,201212230htx,htx,MartKe01,punt_ret_long,11,,,,,
player,201212230htx,min,WalsBl00,xpm,2,,,,,
player,201212230htx,min,WalsBl00,xpa,2,,,,,
player,201212230htx,min,WalsBl00,fgm,3,,,,,
player,201212230htx,min,WalsBl00,fga,3,,,,,
player,201212230htx,min,WalsBl00,punt,0,,,,,
player,201212230htx,min,WalsBl00,punt_yds,0,,,,,
player,201212230htx,min,WalsBl00,punt_yds_per_punt,,,,,,
player,201212230htx,min,WalsBl00,punt_long,0,,,,,
player,201212230htx,min,KluwCh20,xpm,,,,,,
player,201212230htx,min,KluwCh20,xpa,,,,,,
player,201212230htx,min,KluwCh20,fgm,,,,,,
player,201212230htx,min,KluwCh20,fga,,,,,,
player,201212230htx,min,KluwCh20,punt,4,,,,,
player,201212230htx,min,KluwCh20,punt_yds,182,,,,,
player,201212230htx,min,KluwCh20,punt_yds_per_punt,45.5,,,,,
player,201212230htx,min,KluwCh20,punt_long,51,,,,,
player,201212230htx,htx,JoneDo21,xpm,,,,,,
player,201212230htx,htx,JoneDo21,xpa,,,,,,
player,201212230htx,htx,JoneDo21,fgm,,,,,,
player,201212230htx,htx,JoneDo21,fga,,,,,,
player,201212230htx,htx,JoneDo21,punt,7,,,,,
player,201212230htx,htx,JoneDo21,punt_yds,353,,,,,
player,201212230htx,htx,JoneDo21,punt_yds_per_punt,50.4,,,,,
player,201212230htx,htx,JoneDo21,punt_long,65,,,,,
player,201212230htx,htx,grahasha01,xpm,,,,,,
player,201212230htx,htx,grahasha01,xpa,,,,,,
player,201212230htx,htx,grahasha01,fgm,2,,,,,
player,201212230htx,htx,grahasha01,fga,2,,,,,
player,201212230htx,htx,grahasha01,punt,0,,,,,
player,201212230htx,htx,grahasha01,punt_yds,0,,,,,
player,201212230htx,htx,grahasha01,punt_yds_per_punt,,,,,,
player,201212230htx,htx,grahasha01,punt_long,0,,,,,
player,201212230htx,htx,MyerCh20,pos,C,,,,,
player,201212230htx,htx,MyerCh20,offense,56,,,,,
player,201212230htx,htx,MyerCh20,off_pct,100%,,,,,
player,201212230htx,htx,MyerCh20,defense,0,,,,,
player,201212230htx,htx,MyerCh20,def_pct,0%,,,,,
player,201212230htx,htx,MyerCh20,special_teams,0,,,,,
player,201212230htx,htx,MyerCh20,st_pct,0%,,,,,
player,201212230htx,htx,SmitWa21,pos,G,,,,,
player,201212230htx,htx,SmitWa21,offense,55,,,,,
player,201212230htx,htx,SmitWa21,off_pct,98%,,,,,
player,201212230htx,htx,SmitWa21,defense,0,,,,,
player,201212230htx,htx,SmitWa21,def_pct,0%,,,,,
player,201212230htx,htx,SmitWa21,special_teams,2,,,,,
player,201212230htx,htx,SmitWa21,st_pct,7%,,,,,
player,201212230htx,htx,BrowDu20,pos,T,,,,,
player,201212230htx,htx,BrowDu20,offense,55,,,,,
player,201212230htx,htx,BrowDu20,off_pct,98%,,,,,
player,201212230htx,htx,BrowDu20,defense,0,,,,,
player,201212230htx,htx,BrowDu20,def_pct,0%,,,,,
player,201212230htx,htx,BrowDu20,special_teams,2,,,,,
player,201212230htx,htx,BrowDu20,st_pct,7%,,,,,
player,201212230htx,htx,SchaMa00,pos,QB,,,,,
player,201212230htx,htx,SchaMa00,offense,53,,,,,
player,201212230htx,htx,SchaMa00,off_pct,95%,,,,,
player,201212230htx,htx,SchaMa00,defense,0,,,,,
player,201212230htx,htx,SchaMa00,def_pct,0%,,,,,
player,201212230htx,htx,SchaMa00,special_teams,0,,,,,
player,201212230htx,htx,SchaMa00,st_pct,0%,,,,,
player,201212230htx,htx,DaniOw00,pos,TE,,,,,
player,201212230htx,htx,DaniOw00,offense,51,,,,,
player,201212230htx,htx,DaniOw00,off_pct,91%,,,,,
player,201212230htx,htx,DaniOw00,defense,0,,,,,
player,201212230htx,htx,DaniOw00,def_pct,0%,,,,,
player,201212230htx,htx,DaniOw00,special_teams,2,,,,,
player,201212230htx,htx,DaniOw00,st_pct,7%,,,,,
player,201212230htx,htx,NewtDe00,pos,T,,,,,
player,201212230htx,htx,NewtDe00,offense,50,,,,,
player,201212230htx,htx,NewtDe00,off_pct,89%,,,,,
player,201212230htx,htx,NewtDe00,defense,0,,,,,
player,201212230htx,htx,NewtDe00,def_pct,0%,,,,,
player,201212230htx,htx,NewtDe00,special_teams,2,,,,,
player,201212230htx,htx,NewtDe00,st_pct,7%,,,,,
player,201212230htx,htx,JohnAn02,pos,WR,,,,,
player,201212230htx,htx,JohnAn02,offense,49,,,,,
player,201212230htx,htx,JohnAn02,off_pct,88%,,,,,
player,201212230htx,htx,JohnAn02,defense,0,,,,,
player,201212230htx,htx,JohnAn02,def_pct,0%,,,,,
player,201212230htx,htx,JohnAn02,special_teams,0,,,,,
player,201212230htx,htx,JohnAn02,st_pct,0%,,,,,
player,201212230htx,htx,WaltKe00,pos,WR,,,,,
player,201212230htx,htx,WaltKe00,offense,43,,,,,
player,201212230htx,htx,WaltKe00,off_pct,77%,,,,,
player,201212230htx,htx,WaltKe00,defense,0,,,,,
player,201212230htx,htx,WaltKe00,def_pct,0%,,,,,
player,201212230htx,htx,WaltKe00,special_teams,0,,,,,
player,201212230htx,htx,WaltKe00,st_pct,0%,,,,,
player,201212230htx,htx,GrahGa00,pos,TE,,,,,
player,201212230htx,htx,GrahGa00,offense,35,,,,,
player,201212230htx,htx,GrahGa00,off_pct,62%,,,,,
player,201212230htx,htx,GrahGa00,defense,0,,,,,
player,201212230htx,htx,GrahGa00,def_pct,0%,,,,,
player,201212230htx,htx,GrahGa00,special_teams,6,,,,,
player,201212230htx,htx,GrahGa00,st_pct,22%,,,,,
player,201212230htx,htx,JoneBe01,pos,C,,,,,
player,201212230htx,htx,JoneBe01,offense,32,,,,,
player,201212230htx,htx,JoneBe01,off_pct,57%,,,,,
player,201212230htx,htx,JoneBe01,defense,0,,,,,
player,201212230htx,htx,JoneBe01,def_pct,0%,,,,,
player,201212230htx,htx,JoneBe01,special_teams,2,,,,,
player,201212230htx,htx,JoneBe01,st_pct,7%,,,,,
player,201212230htx,htx,FostAr00,pos,RB,,,,,
player,201212230htx,htx,FostAr00,offense,31,,,,,
player,201212230htx,htx,FostAr00,off_pct,55%,,,,,
player,201212230htx,htx,FostAr00,defense,0,,,,,
player,201212230htx,htx,FostAr00,def_pct,0%,,,,,
player,201212230htx,htx,FostAr00,special_teams,0,,,,,
player,201212230htx,htx,FostAr00,st_pct,0%,,,,,
player,201212230htx,htx,PoseDe00,pos,WR,,,,,
player,201212230htx,htx,PoseDe00,offense,28,,,,,
player,201212230htx,htx,PoseDe00,off_pct,50%,,,,,
player,201212230htx,htx,PoseDe00,defense,0,,,,,
player,201212230htx,htx,PoseDe00,def_pct,0%,,,,,
player,201212230htx,htx,PoseDe00,special_teams,9,,,,,
player,201212230htx,htx,PoseDe00,st_pct,33%,,,,,
player,201212230htx,htx,BrooBr00,pos,G,,,,,
player,201212230htx,htx,BrooBr00,offense,27,,,,,
player,201212230htx,htx,BrooBr00,off_pct,48%,,,,,
player,201212230htx,htx,BrooBr00,defense,0,,,,,
player,201212230htx,htx,BrooBr00,def_pct,0%,,,,,
player,201212230htx,htx,BrooBr00,special_teams,8,,,,,
player,201212230htx,htx,BrooBr00,st_pct,30%,,,,,
player,201212230htx,htx,TateBe00,pos,RB,,,,,
player,201212230htx,htx,TateBe00,offense,17,,,,,
player,201212230htx,htx,TateBe00,off_pct,30%,,,,,
player,201212230htx,htx,TateBe00,defense,0,,,,,
player,201212230htx,htx,TateBe00,def_pct,0%,,,,,
player,201212230htx,htx,TateBe00,special_teams,0,,,,,
player,201212230htx,htx,TateBe00,st_pct,0%,,,,,
player,201212230htx,htx,CaseJa00,pos,FB,,,,,
player,201212230htx,htx,CaseJa00,offense,13,,,,,
player,201212230htx,htx,CaseJa00,off_pct,23%,,,,,
player,201212230htx,htx,CaseJa00,defense,0,,,,,
player,201212230htx,htx,CaseJa00,def_pct,0%,,,,,
player,201212230htx,htx,CaseJa00,special_teams,13,,,,,
player,201212230htx,htx,CaseJa00,st_pct,48%,,,,,
player,201212230htx,htx,ForsJu00,pos,RB,,,,,
player,201212230htx,htx,ForsJu00,offense,7,,,,,
player,201212230htx,htx,ForsJu00,off_pct,12%,,,,,
player,201212230htx,htx,ForsJu00,defense,0,,,,,
player,201212230htx,htx,ForsJu00,def_pct,0%,,,,,
player,201212230htx,htx,ForsJu00,special_teams,3,,,,,
player,201212230htx,htx,ForsJu00,st_pct,11%,,,,,
player,201212230htx,htx,HarrRy20,pos,T,,,,,
player,201212230htx,htx,HarrRy20,offense,7,,,,,
player,201212230htx,htx,HarrRy20,off_pct,12%,,,,,
player,201212230htx,htx,HarrRy20,defense,0,,,,,
player,201212230htx,htx,HarrRy20,def_pct,0%,,,,,
player,201212230htx,htx,HarrRy20,special_teams,2,,,,,
player,201212230htx,htx,HarrRy20,st_pct,7%,,,,,
player,201212230htx,htx,JeanLe01,pos,WR,,,,,
player,201212230htx,htx,JeanLe01,offense,4,,,,,
player,201212230htx,htx,JeanLe01,off_pct,7%,,,,,
player,201212230htx,htx,JeanLe01,defense,0,,,,,
player,201212230htx,htx,JeanLe01,def_pct,0%,,,,,
player,201212230htx,htx,JeanLe01,special_teams,1,,,,,
player,201212230htx,htx,JeanLe01,st_pct,4%,,,,,
player,201212230htx,htx,YateT.00,pos,QB,,,,,
player,201212230htx,htx,YateT.00,offense,3,,,,,
player,201212230htx,htx,YateT.00,off_pct,5%,,,,,
player,201212230htx,htx,YateT.00,defense,0,,,,,
player,201212230htx,htx,YateT.00,def_pct,0%,,,,,
player,201212230htx,htx,YateT.00,special_teams,0,,,,,
player,201212230htx,htx,YateT.00,st_pct,0%,,,,,
player,201212230htx,htx,QuinGl99,pos,SS,,,,,
player,201212230htx,htx,QuinGl99,offense,0,,,,,
player,201212230htx,htx,QuinGl99,off_pct,0%,,,,,
player,201212230htx,htx,QuinGl99,defense,71,,,,,
player,201212230htx,htx,QuinGl99,def_pct,96%,,,,,
player,201212230htx,htx,QuinGl99,special_teams,9,,,,,
player,201212230htx,htx,QuinGl99,st_pct,33%,,,,,
player,201212230htx,htx,MannDa21,pos,FS,,,,,
player,201212230htx,htx,MannDa21,offense,0,,,,,
player,201212230htx,htx,MannDa21,off_pct,0%,,,,,
player,201212230htx,htx,MannDa21,defense,71,,,,,
player,201212230htx,htx,MannDa21,def_pct,96%,,,,,
player,201212230htx,htx,MannDa21,special_teams,9,,,,,
player,201212230htx,htx,MannDa21,st_pct,33%,,,,,
player,201212230htx,htx,BarwCo99,pos,LB,,,,,
player,201212230htx,htx,BarwCo99,offense,0,,,,,
player,201212230htx,htx,BarwCo99,off_pct,0%,,,,,
player,201212230htx,htx,BarwCo99,defense,67,,,,,
player,201212230htx,htx,BarwCo99,def_pct,91%,,,,,
player,201212230htx,htx,BarwCo99,special_teams,7,,,,,
player,201212230htx,htx,BarwCo99,st_pct,26%,,,,,
player,201212230htx,htx,JackKa99,pos,CB,,,,,
player,201212230htx,htx,JackKa99,offense,0,,,,,
player,201212230htx,htx,JackKa99,off_pct,0%,,,,,
player,201212230htx,htx,JackKa99,defense,66,,,,,
player,201212230htx,htx,JackKa99,def_pct,89%,,,,,
player,201212230htx,htx,JackKa99,special_teams,4,,,,,
player,201212230htx,htx,JackKa99,st_pct,15%,,,,,
player,201212230htx,htx,WattJ.00,pos,DE,,,,,
player,201212230htx,htx,WattJ.00,offense,0,,,,,
player,201212230htx,htx,WattJ.00,off_pct,0%,,,,,
player,201212230htx,htx,WattJ.00,defense,63,,,,,
player,201212230htx,htx,WattJ.00,def_pct,85%,,,,,
player,201212230htx,htx,WattJ.00,special_teams,5,,,,,
player,201212230htx,htx,WattJ.00,st_pct,19%,,,,,
player,201212230htx,htx,JoseJo20,pos,CB,,,,,
player,201212230htx,htx,JoseJo20,offense,0,,,,,
player,201212230htx,htx,JoseJo20,off_pct,0%,,,,,
player,201212230htx,htx,JoseJo20,defense,63,,,,,
player,201212230htx,htx,JoseJo20,def_pct,85%,,,,,
player,201212230htx,htx,JoseJo20,special_teams,0,,,,,
player,201212230htx,htx,JoseJo20,st_pct,0%,,,,,
player,201212230htx,htx,SharDa01,pos,LB,,,,,
player,201212230htx,htx,SharDa01,offense,0,,,,,
player,201212230htx,htx,SharDa01,off_pct,0%,,,,,
player,201212230htx,htx,SharDa01,defense,58,,,,,
player,201212230htx,htx,SharDa01,def_pct,78%,,,,,
player,201212230htx,htx,SharDa01,special_teams,0,,,,,
player,201212230htx,htx,SharDa01,st_pct,0%,,,,,
player,201212230htx,htx,JameBr20,pos,LB,,,,,
player,201212230htx,htx,JameBr20,offense,0,,,,,
player,201212230htx,htx,JameBr20,off_pct,0%,,,,,
player,201212230htx,htx,JameBr20,defense,51,,,,,
player,201212230htx,htx,JameBr20,def_pct,69%,,,,,
player,201212230htx,htx,JameBr20,special_teams,5,,,,,
player,201212230htx,htx,JameBr20,st_pct,19%,,,,,
player,201212230htx,htx,SmitAn22,pos,DE,,,,,
player,201212230htx,htx,SmitAn22,offense,0,,,,,
player,201212230htx,htx,SmitAn22,off_pct,0%,,,,,
player,201212230htx,htx,SmitAn22,defense,51,,,,,
player,201212230htx,htx,SmitAn22,def_pct,69%,,,,,
player,201212230htx,htx,SmitAn22,special_teams,5,,,,,
player,201212230htx,htx,SmitAn22,st_pct,19%,,,,,
player,201212230htx,htx,MercWh00,pos,LB,,,,,
player,201212230htx,htx,MercWh00,offense,0,,,,,
player,201212230htx,htx,MercWh00,off_pct,0%,,,,,
player,201212230htx,htx,MercWh00,defense,46,,,,,
player,201212230htx,htx,MercWh00,def_pct,62%,,,,,
player,201212230htx,htx,MercWh00,special_teams,4,,,,,
player,201212230htx,htx,MercWh00,st_pct,15%,,,,,
player,201212230htx,htx,CodySh20,pos,NT,,,,,
player,201212230htx,htx,CodySh20,offense,0,,,,,
player,201212230htx,htx,CodySh20,off_pct,0%,,,,,
player,201212230htx,htx,CodySh20,defense,35,,,,,
player,201212230htx,htx,CodySh20,def_pct,47%,,,,,
player,201212230htx,htx,CodySh20,special_teams,1,,,,,
player,201212230htx,htx,CodySh20,st_pct,4%,,,,,
player,201212230htx,htx,MitcEa99,pos,NT,,,,,
player,201212230htx,htx,MitcEa99,offense,0,,,,,
player,201212230htx,htx,MitcEa99,off_pct,0%,,,,,
player,201212230htx,htx,MitcEa99,defense,33,,,,,
player,201212230htx,htx,MitcEa99,def_pct,45%,,,,,
player,201212230htx,htx,MitcEa99,special_teams,4,,,,,
player,201212230htx,htx,MitcEa99,st_pct,15%,,,,,
player,201212230htx,htx,ReedBr00,pos,LB,,,,,
player,201212230htx,htx,ReedBr00,offense,0,,,,,
player,201212230htx,htx,ReedBr00,off_pct,0%,,,,,
player,201212230htx,htx,ReedBr00,defense,28,,,,,
player,201212230htx,htx,ReedBr00,def_pct,38%,,,,,
player,201212230htx,htx,ReedBr00,special_teams,1,,,,,
player,201212230htx,htx,ReedBr00,st_pct,4%,,,,,
player,201212230htx,htx,DobbTi20,pos,LB,,,,,
player,201212230htx,htx,DobbTi20,offense,0,,,,,
player,201212230htx,htx,DobbTi20,off_pct,0%,,,,,
player,201212230htx,htx,DobbTi20,defense,26,,,,,
player,201212230htx,htx,DobbTi20,def_pct,35%,,,,,
player,201212230htx,htx,DobbTi20,special_teams,10,,,,,
player,201212230htx,htx,DobbTi20,st_pct,37%,,,,,
player,201212230htx,htx,HarrBr00,pos,CB,,,,,
player,201212230htx,htx,HarrBr00,offense,0,,,,,
player,201212230htx,htx,HarrBr00,off_pct,0%,,,,,
player,201212230htx,htx,HarrBr00,defense,25,,,,,
player,201212230htx,htx,HarrBr00,def_pct,34%,,,,,
player,201212230htx,htx,HarrBr00,special_teams,8,,,,,
player,201212230htx,htx,HarrBr00,st_pct,30%,,,,,
player,201212230htx,htx,CricJa00,pos,DE,,,,,
player,201212230htx,htx,CricJa00,offense,0,,,,,
player,201212230htx,htx,CricJa00,off_pct,0%,,,,,
player,201212230htx,htx,CricJa00,defense,24,,,,,
player,201212230htx,htx,CricJa00,def_pct,32%,,,,,
player,201212230htx,htx,CricJa00,special_teams,11,,,,,
player,201212230htx,htx,CricJa00,st_pct,41%,,,,,
player,201212230htx,htx,KeoxSh00,pos,FS,,,,,
player,201212230htx,htx,KeoxSh00,offense,0,,,,,
player,201212230htx,htx,KeoxSh00,off_pct,0%,,,,,
player,201212230htx,htx,KeoxSh00,defense,19,,,,,
player,201212230htx,htx,KeoxSh00,def_pct,26%,,,,,
player,201212230htx,htx,KeoxSh00,special_teams,20,,,,,
player,201212230htx,htx,KeoxSh00,st_pct,74%,,,,,
player,201212230htx,htx,BramBr00,pos,LB,,,,,
player,201212230htx,htx,BramBr00,offense,0,,,,,
player,201212230htx,htx,BramBr00,off_pct,0%,,,,,
player,201212230htx,htx,BramBr00,defense,7,,,,,
player,201212230htx,htx,BramBr00,def_pct,9%,,,,,
player,201212230htx,htx,BramBr00,special_teams,24,,,,,
