game,2012,2,20120916,201209160nwe,crd,"Arizona Cardinals",20,nwe,"New England Patriots",18
player,201209160nwe,nwe,ChunPa99,fumbles_rec_yds,0,,,,,
player,201209160nwe,nwe,ChunPa99,fumbles_rec_td,0,,,,,
player,201209160nwe,nwe,ChunPa99,fumbles_forced,0,,,,,
player,201209160nwe,nwe,McCoDe99,def_int,0,,,,,
player,201209160nwe,nwe,McCoDe99,def_int_yds,0,,,,,
player,201209160nwe,nwe,McCoDe99,def_int_td,0,,,,,
player,201209160nwe,nwe,McCoDe99,def_int_long,0,,,,,
player,201209160nwe,nwe,McCoDe99,pass_defended,0,,,,,
player,201209160nwe,nwe,McCoDe99,sacks,0.0,,,,,
player,201209160nwe,nwe,McCoDe99,tackles_combined,3,,,,,
player,201209160nwe,nwe,McCoDe99,tackles_solo,1,,,,,
player,201209160nwe,nwe,McCoDe99,tackles_assists,2,,,,,
player,201209160nwe,nwe,McCoDe99,tackles_loss,0,,,,,
player,201209160nwe,nwe,McCoDe99,qb_hits,0,,,,,
player,201209160nwe,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201209160nwe,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201209160nwe,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201209160nwe,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201209160nwe,nwe,CunnJe99,def_int,0,,,,,
player,201209160nwe,nwe,CunnJe99,def_int_yds,0,,,,,
player,201209160nwe,nwe,CunnJe99,def_int_td,0,,,,,
player,201209160nwe,nwe,CunnJe99,def_int_long,0,,,,,
player,201209160nwe,nwe,CunnJe99,pass_defended,0,,,,,
player,201209160nwe,nwe,CunnJe99,sacks,0.0,,,,,
player,201209160nwe,nwe,CunnJe99,tackles_combined,1,,,,,
player,201209160nwe,nwe,CunnJe99,tackles_solo,0,,,,,
player,201209160nwe,nwe,CunnJe99,tackles_assists,1,,,,,
player,201209160nwe,nwe,CunnJe99,tackles_loss,0,,,,,
player,201209160nwe,nwe,CunnJe99,qb_hits,0,,,,,
player,201209160nwe,nwe,CunnJe99,fumbles_rec,0,,,,,
player,201209160nwe,nwe,CunnJe99,fumbles_rec_yds,0,,,,,
player,201209160nwe,nwe,CunnJe99,fumbles_rec_td,0,,,,,
player,201209160nwe,nwe,CunnJe99,fumbles_forced,0,,,,,
player,201209160nwe,nwe,MoorSt00,def_int,0,,,,,
player,201209160nwe,nwe,MoorSt00,def_int_yds,0,,,,,
player,201209160nwe,nwe,MoorSt00,def_int_td,0,,,,,
player,201209160nwe,nwe,MoorSt00,def_int_long,0,,,,,
player,201209160nwe,nwe,MoorSt00,pass_defended,0,,,,,
player,201209160nwe,nwe,MoorSt00,sacks,0.0,,,,,
player,201209160nwe,nwe,MoorSt00,tackles_combined,1,,,,,
player,201209160nwe,nwe,MoorSt00,tackles_solo,1,,,,,
player,201209160nwe,nwe,MoorSt00,tackles_assists,0,,,,,
player,201209160nwe,nwe,MoorSt00,tackles_loss,0,,,,,
player,201209160nwe,nwe,MoorSt00,qb_hits,0,,,,,
player,201209160nwe,nwe,MoorSt00,fumbles_rec,0,,,,,
player,201209160nwe,nwe,MoorSt00,fumbles_rec_yds,0,,,,,
player,201209160nwe,nwe,MoorSt00,fumbles_rec_td,0,,,,,
player,201209160nwe,nwe,MoorSt00,fumbles_forced,0,,,,,
player,201209160nwe,nwe,ScotTr99,def_int,0,,,,,
player,201209160nwe,nwe,ScotTr99,def_int_yds,0,,,,,
player,201209160nwe,nwe,ScotTr99,def_int_td,0,,,,,
player,201209160nwe,nwe,ScotTr99,def_int_long,0,,,,,
player,201209160nwe,nwe,ScotTr99,pass_defended,0,,,,,
player,201209160nwe,nwe,ScotTr99,sacks,0.0,,,,,
player,201209160nwe,nwe,ScotTr99,tackles_combined,1,,,,,
player,201209160nwe,nwe,ScotTr99,tackles_solo,1,,,,,
player,201209160nwe,nwe,ScotTr99,tackles_assists,0,,,,,
player,201209160nwe,nwe,ScotTr99,tackles_loss,0,,,,,
player,201209160nwe,nwe,ScotTr99,qb_hits,0,,,,,
player,201209160nwe,nwe,ScotTr99,fumbles_rec,0,,,,,
player,201209160nwe,nwe,ScotTr99,fumbles_rec_yds,0,,,,,
player,201209160nwe,nwe,ScotTr99,fumbles_rec_td,0,,,,,
player,201209160nwe,nwe,ScotTr99,fumbles_forced,0,,,,,
player,201209160nwe,nwe,WilsTa00,def_int,0,,,,,
player,201209160nwe,nwe,WilsTa00,def_int_yds,0,,,,,
player,201209160nwe,nwe,WilsTa00,def_int_td,0,,,,,
player,201209160nwe,nwe,WilsTa00,def_int_long,0,,,,,
player,201209160nwe,nwe,WilsTa00,pass_defended,0,,,,,
player,201209160nwe,nwe,WilsTa00,sacks,0.0,,,,,
player,201209160nwe,nwe,WilsTa00,tackles_combined,0,,,,,
player,201209160nwe,nwe,WilsTa00,tackles_solo,0,,,,,
player,201209160nwe,nwe,WilsTa00,tackles_assists,0,,,,,
player,201209160nwe,nwe,WilsTa00,tackles_loss,0,,,,,
player,201209160nwe,nwe,WilsTa00,qb_hits,0,,,,,
player,201209160nwe,nwe,WilsTa00,fumbles_rec,1,,,,,
player,201209160nwe,nwe,WilsTa00,fumbles_rec_yds,0,,,,,
player,201209160nwe,nwe,WilsTa00,fumbles_rec_td,0,,,,,
player,201209160nwe,nwe,WilsTa00,fumbles_forced,0,,,,,
player,201209160nwe,crd,PetePa00,kick_ret,0,,,,,
player,201209160nwe,crd,PetePa00,kick_ret_yds,0,,,,,
player,201209160nwe,crd,PetePa00,kick_ret_yds_per_ret,,,,,,
player,201209160nwe,crd,PetePa00,kick_ret_td,0,,,,,
player,201209160nwe,crd,PetePa00,kick_ret_long,0,,,,,
player,201209160nwe,crd,PetePa00,punt_ret,1,,,,,
player,201209160nwe,crd,PetePa00,punt_ret_yds,3,,,,,
player,201209160nwe,crd,PetePa00,punt_ret_yds_per_ret,3.0,,,,,
player,201209160nwe,crd,PetePa00,punt_ret_td,0,,,,,
player,201209160nwe,crd,PetePa00,punt_ret_long,3,,,,,
player,201209160nwe,crd,DoucEa00,kick_ret,1,,,,,
player,201209160nwe,crd,DoucEa00,kick_ret_yds,18,,,,,
player,201209160nwe,crd,DoucEa00,kick_ret_yds_per_ret,18.0,,,,,
player,201209160nwe,crd,DoucEa00,kick_ret_td,0,,,,,
player,201209160nwe,crd,DoucEa00,kick_ret_long,18,,,,,
player,201209160nwe,crd,DoucEa00,punt_ret,0,,,,,
player,201209160nwe,crd,DoucEa00,punt_ret_yds,0,,,,,
player,201209160nwe,crd,DoucEa00,punt_ret_yds_per_ret,,,,,,
player,201209160nwe,crd,DoucEa00,punt_ret_td,0,,,,,
player,201209160nwe,crd,DoucEa00,punt_ret_long,0,,,,,
player,201209160nwe,crd,StepLa00,kick_ret,1,,,,,
player,201209160nwe,crd,StepLa00,kick_ret_yds,32,,,,,
player,201209160nwe,crd,StepLa00,kick_ret_yds_per_ret,32.0,,,,,
player,201209160nwe,crd,StepLa00,kick_ret_td,0,,,,,
player,201209160nwe,crd,StepLa00,kick_ret_long,32,,,,,
player,201209160nwe,crd,StepLa00,punt_ret,0,,,,,
player,201209160nwe,crd,StepLa00,punt_ret_yds,0,,,,,
player,201209160nwe,crd,StepLa00,punt_ret_yds_per_ret,,,,,,
player,201209160nwe,crd,StepLa00,punt_ret_td,0,,,,,
player,201209160nwe,crd,StepLa00,punt_ret_long,0,,,,,
player,201209160nwe,nwe,EdelJu00,kick_ret,0,,,,,
player,201209160nwe,nwe,EdelJu00,kick_ret_yds,0,,,,,
player,201209160nwe,nwe,EdelJu00,kick_ret_yds_per_ret,,,,,,
player,201209160nwe,nwe,EdelJu00,kick_ret_td,0,,,,,
player,201209160nwe,nwe,EdelJu00,kick_ret_long,0,,,,,
player,201209160nwe,nwe,EdelJu00,punt_ret,2,,,,,
player,201209160nwe,nwe,EdelJu00,punt_ret_yds,25,,,,,
player,201209160nwe,nwe,EdelJu00,punt_ret_yds_per_ret,12.5,,,,,
player,201209160nwe,nwe,EdelJu00,punt_ret_td,0,,,,,
player,201209160nwe,nwe,EdelJu00,punt_ret_long,22,,,,,
player,201209160nwe,nwe,McCoDe99,kick_ret,2,,,,,
player,201209160nwe,nwe,McCoDe99,kick_ret_yds,46,,,,,
player,201209160nwe,nwe,McCoDe99,kick_ret_yds_per_ret,23.0,,,,,
player,201209160nwe,nwe,McCoDe99,kick_ret_td,0,,,,,
player,201209160nwe,nwe,McCoDe99,kick_ret_long,25,,,,,
player,201209160nwe,nwe,McCoDe99,punt_ret,0,,,,,
player,201209160nwe,nwe,McCoDe99,punt_ret_yds,0,,,,,
player,201209160nwe,nwe,McCoDe99,punt_ret_yds_per_ret,,,,,,
player,201209160nwe,nwe,McCoDe99,punt_ret_td,0,,,,,
player,201209160nwe,nwe,McCoDe99,punt_ret_long,0,,,,,
player,201209160nwe,crd,feelyjay01,xpm,2,,,,,
player,201209160nwe,crd,feelyjay01,xpa,2,,,,,
player,201209160nwe,crd,feelyjay01,fgm,2,,,,,
player,201209160nwe,crd,feelyjay01,fga,2,,,,,
player,201209160nwe,crd,feelyjay01,punt,0,,,,,
player,201209160nwe,crd,feelyjay01,punt_yds,0,,,,,
player,201209160nwe,crd,feelyjay01,punt_yds_per_punt,,,,,,
player,201209160nwe,crd,feelyjay01,punt_long,0,,,,,
player,201209160nwe,crd,ZastDa20,xpm,,,,,,
player,201209160nwe,crd,ZastDa20,xpa,,,,,,
player,201209160nwe,crd,ZastDa20,fgm,,,,,,
player,201209160nwe,crd,ZastDa20,fga,,,,,,
player,201209160nwe,crd,ZastDa20,punt,6,,,,,
player,201209160nwe,crd,ZastDa20,punt_yds,280,,,,,
player,201209160nwe,crd,ZastDa20,punt_yds_per_punt,46.7,,,,,
player,201209160nwe,crd,ZastDa20,punt_long,59,,,,,
player,201209160nwe,nwe,MeskZo99,xpm,,,,,,
player,201209160nwe,nwe,MeskZo99,xpa,,,,,,
player,201209160nwe,nwe,MeskZo99,fgm,,,,,,
player,201209160nwe,nwe,MeskZo99,fga,,,,,,
player,201209160nwe,nwe,MeskZo99,punt,5,,,,,
player,201209160nwe,nwe,MeskZo99,punt_yds,172,,,,,
player,201209160nwe,nwe,MeskZo99,punt_yds_per_punt,34.4,,,,,
player,201209160nwe,nwe,MeskZo99,punt_long,40,,,,,
player,201209160nwe,nwe,GostSt20,xpm,,,,,,
player,201209160nwe,nwe,GostSt20,xpa,,,,,,
player,201209160nwe,nwe,GostSt20,fgm,4,,,,,
player,201209160nwe,nwe,GostSt20,fga,5,,,,,
player,201209160nwe,nwe,GostSt20,punt,0,,,,,
player,201209160nwe,nwe,GostSt20,punt_yds,0,,,,,
player,201209160nwe,nwe,GostSt20,punt_yds_per_punt,,,,,,
player,201209160nwe,nwe,GostSt20,punt_long,0,,,,,
player,201209160nwe,nwe,WendRy20,pos,C,,,,,
player,201209160nwe,nwe,WendRy20,offense,80,,,,,
player,201209160nwe,nwe,WendRy20,off_pct,100%,,,,,
player,201209160nwe,nwe,WendRy20,defense,0,,,,,
player,201209160nwe,nwe,WendRy20,def_pct,0%,,,,,
player,201209160nwe,nwe,WendRy20,special_teams,10,,,,,
player,201209160nwe,nwe,WendRy20,st_pct,31%,,,,,
player,201209160nwe,nwe,MankLo20,pos,G,,,,,
player,201209160nwe,nwe,MankLo20,offense,80,,,,,
player,201209160nwe,nwe,MankLo20,off_pct,100%,,,,,
player,201209160nwe,nwe,MankLo20,defense,0,,,,,
player,201209160nwe,nwe,MankLo20,def_pct,0%,,,,,
player,201209160nwe,nwe,MankLo20,special_teams,5,,,,,
player,201209160nwe,nwe,MankLo20,st_pct,16%,,,,,
player,201209160nwe,nwe,SoldNa00,pos,T,,,,,
player,201209160nwe,nwe,SoldNa00,offense,80,,,,,
player,201209160nwe,nwe,SoldNa00,off_pct,100%,,,,,
player,201209160nwe,nwe,SoldNa00,defense,0,,,,,
player,201209160nwe,nwe,SoldNa00,def_pct,0%,,,,,
player,201209160nwe,nwe,SoldNa00,special_teams,5,,,,,
player,201209160nwe,nwe,SoldNa00,st_pct,16%,,,,,
player,201209160nwe,nwe,ThomDo26,pos,G,,,,,
player,201209160nwe,nwe,ThomDo26,offense,80,,,,,
player,201209160nwe,nwe,ThomDo26,off_pct,100%,,,,,
player,201209160nwe,nwe,ThomDo26,defense,0,,,,,
player,201209160nwe,nwe,ThomDo26,def_pct,0%,,,,,
player,201209160nwe,nwe,ThomDo26,special_teams,5,,,,,
player,201209160nwe,nwe,ThomDo26,st_pct,16%,,,,,
player,201209160nwe,nwe,LloyBr00,pos,WR,,,,,
player,201209160nwe,nwe,LloyBr00,offense,80,,,,,
player,201209160nwe,nwe,LloyBr00,off_pct,100%,,,,,
player,201209160nwe,nwe,LloyBr00,defense,0,,,,,
player,201209160nwe,nwe,LloyBr00,def_pct,0%,,,,,
player,201209160nwe,nwe,LloyBr00,special_teams,0,,,,,
player,201209160nwe,nwe,LloyBr00,st_pct,0%,,,,,
player,201209160nwe,nwe,BradTo00,pos,QB,,,,,
player,201209160nwe,nwe,BradTo00,offense,80,,,,,
player,201209160nwe,nwe,BradTo00,off_pct,100%,,,,,
player,201209160nwe,nwe,BradTo00,defense,0,,,,,
player,201209160nwe,nwe,BradTo00,def_pct,0%,,,,,
player,201209160nwe,nwe,BradTo00,special_teams,0,,,,,
player,201209160nwe,nwe,BradTo00,st_pct,0%,,,,,
player,201209160nwe,nwe,GronRo00,pos,TE,,,,,
player,201209160nwe,nwe,GronRo00,offense,79,,,,,
player,201209160nwe,nwe,GronRo00,off_pct,99%,,,,,
player,201209160nwe,nwe,GronRo00,defense,0,,,,,
player,201209160nwe,nwe,GronRo00,def_pct,0%,,,,,
player,201209160nwe,nwe,GronRo00,special_teams,10,,,,,
player,201209160nwe,nwe,GronRo00,st_pct,31%,,,,,
player,201209160nwe,nwe,EdelJu00,pos,WR,,,,,
player,201209160nwe,nwe,EdelJu00,offense,73,,,,,
player,201209160nwe,nwe,EdelJu00,off_pct,91%,,,,,
player,201209160nwe,nwe,EdelJu00,defense,0,,,,,
player,201209160nwe,nwe,EdelJu00,def_pct,0%,,,,,
player,201209160nwe,nwe,EdelJu00,special_teams,5,,,,,
player,201209160nwe,nwe,EdelJu00,st_pct,16%,,,,,
player,201209160nwe,nwe,WelkWe00,pos,WR,,,,,
player,201209160nwe,nwe,WelkWe00,offense,62,,,,,
player,201209160nwe,nwe,WelkWe00,off_pct,78%,,,,,
player,201209160nwe,nwe,WelkWe00,defense,0,,,,,
player,201209160nwe,nwe,WelkWe00,def_pct,0%,,,,,
player,201209160nwe,nwe,WelkWe00,special_teams,1,,,,,
player,201209160nwe,nwe,WelkWe00,st_pct,3%,,,,,
player,201209160nwe,nwe,VollSe20,pos,T,,,,,
player,201209160nwe,nwe,VollSe20,offense,61,,,,,
player,201209160nwe,nwe,VollSe20,off_pct,76%,,,,,
player,201209160nwe,nwe,VollSe20,defense,0,,,,,
player,201209160nwe,nwe,VollSe20,def_pct,0%,,,,,
player,201209160nwe,nwe,VollSe20,special_teams,5,,,,,
player,201209160nwe,nwe,VollSe20,st_pct,16%,,,,,
player,201209160nwe,nwe,RidlSt00,pos,RB,,,,,
player,201209160nwe,nwe,RidlSt00,offense,43,,,,,
player,201209160nwe,nwe,RidlSt00,off_pct,54%,,,,,
player,201209160nwe,nwe,RidlSt00,defense,0,,,,,
player,201209160nwe,nwe,RidlSt00,def_pct,0%,,,,,
player,201209160nwe,nwe,RidlSt00,special_teams,0,,,,,
player,201209160nwe,nwe,RidlSt00,st_pct,0%,,,,,
player,201209160nwe,nwe,WoodDa02,pos,RB,,,,,
player,201209160nwe,nwe,WoodDa02,offense,37,,,,,
player,201209160nwe,nwe,WoodDa02,off_pct,46%,,,,,
player,201209160nwe,nwe,WoodDa02,defense,0,,,,,
player,201209160nwe,nwe,WoodDa02,def_pct,0%,,,,,
player,201209160nwe,nwe,WoodDa02,special_teams,0,,,,,
player,201209160nwe,nwe,WoodDa02,st_pct,0%,,,,,
player,201209160nwe,nwe,CannMa00,pos,T,,,,,
player,201209160nwe,nwe,CannMa00,offense,19,,,,,
player,201209160nwe,nwe,CannMa00,off_pct,24%,,,,,
player,201209160nwe,nwe,CannMa00,defense,0,,,,,
player,201209160nwe,nwe,CannMa00,def_pct,0%,,,,,
player,201209160nwe,nwe,CannMa00,special_teams,5,,,,,
player,201209160nwe,nwe,CannMa00,st_pct,16%,,,,,
player,201209160nwe,nwe,HoomMi00,pos,TE,,,,,
player,201209160nwe,nwe,HoomMi00,offense,19,,,,,
player,201209160nwe,nwe,HoomMi00,off_pct,24%,,,,,
player,201209160nwe,nwe,HoomMi00,defense,0,,,,,
player,201209160nwe,nwe,HoomMi00,def_pct,0%,,,,,
player,201209160nwe,nwe,HoomMi00,special_teams,0,,,,,
player,201209160nwe,nwe,HoomMi00,st_pct,0%,,,,,
player,201209160nwe,nwe,HillLe00,pos,RB,,,,,
player,201209160nwe,nwe,HillLe00,offense,4,,,,,
player,201209160nwe,nwe,HillLe00,off_pct,5%,,,,,
player,201209160nwe,nwe,HillLe00,defense,0,,,,,
player,201209160nwe,nwe,HillLe00,def_pct,0%,,,,,
player,201209160nwe,nwe,HillLe00,special_teams,5,,,,,
player,201209160nwe,nwe,HillLe00,st_pct,16%,,,,,
player,201209160nwe,nwe,HernAa00,pos,TE,,,,,
player,201209160nwe,nwe,HernAa00,offense,3,,,,,
player,201209160nwe,nwe,HernAa00,off_pct,4%,,,,,
player,201209160nwe,nwe,HernAa00,defense,0,,,,,
player,201209160nwe,nwe,HernAa00,def_pct,0%,,,,,
player,201209160nwe,nwe,HernAa00,special_teams,0,,,,,
player,201209160nwe,nwe,HernAa00,st_pct,0%,,,,,
player,201209160nwe,nwe,McCoDe99,pos,CB,,,,,
player,201209160nwe,nwe,McCoDe99,offense,0,,,,,
player,201209160nwe,nwe,McCoDe99,off_pct,0%,,,,,
player,201209160nwe,nwe,McCoDe99,defense,63,,,,,
player,201209160nwe,nwe,McCoDe99,def_pct,100%,,,,,
player,201209160nwe,nwe,McCoDe99,special_teams,20,,,,,
player,201209160nwe,nwe,McCoDe99,st_pct,62%,,,,,
player,201209160nwe,nwe,MayoJe99,pos,LB,,,,,
player,201209160nwe,nwe,MayoJe99,offense,0,,,,,
player,201209160nwe,nwe,MayoJe99,off_pct,0%,,,,,
player,201209160nwe,nwe,MayoJe99,defense,61,,,,,
player,201209160nwe,nwe,MayoJe99,def_pct,97%,,,,,
player,201209160nwe,nwe,MayoJe99,special_teams,5,,,,,
player,201209160nwe,nwe,MayoJe99,st_pct,16%,,,,,
player,201209160nwe,nwe,NinkRo20,pos,DE,,,,,
player,201209160nwe,nwe,NinkRo20,offense,0,,,,,
player,201209160nwe,nwe,NinkRo20,off_pct,0%,,,,,
player,201209160nwe,nwe,NinkRo20,defense,59,,,,,
player,201209160nwe,nwe,NinkRo20,def_pct,94%,,,,,
player,201209160nwe,nwe,NinkRo20,special_teams,10,,,,,
player,201209160nwe,nwe,NinkRo20,st_pct,31%,,,,,
player,201209160nwe,nwe,ArriKy00,pos,CB,,,,,
player,201209160nwe,nwe,ArriKy00,offense,0,,,,,
player,201209160nwe,nwe,ArriKy00,off_pct,0%,,,,,
player,201209160nwe,nwe,ArriKy00,defense,58,,,,,
player,201209160nwe,nwe,ArriKy00,def_pct,92%,,,,,
player,201209160nwe,nwe,ArriKy00,special_teams,15,,,,,
player,201209160nwe,nwe,ArriKy00,st_pct,47%,,,,,
player,201209160nwe,nwe,ChunPa99,pos,SS,,,,,
player,201209160nwe,nwe,ChunPa99,offense,0,,,,,
player,201209160nwe,nwe,ChunPa99,off_pct,0%,,,,,
player,201209160nwe,nwe,ChunPa99,defense,57,,,,,
player,201209160nwe,nwe,ChunPa99,def_pct,90%,,,,,
player,201209160nwe,nwe,ChunPa99,special_teams,16,,,,,
player,201209160nwe,nwe,ChunPa99,st_pct,50%,,,,,
player,201209160nwe,nwe,JoneCh03,pos,DE,,,,,
player,201209160nwe,nwe,JoneCh03,offense,0,,,,,
player,201209160nwe,nwe,JoneCh03,off_pct,0%,,,,,
player,201209160nwe,nwe,JoneCh03,defense,57,,,,,
player,201209160nwe,nwe,JoneCh03,def_pct,90%,,,,,
player,201209160nwe,nwe,JoneCh03,special_teams,5,,,,,
player,201209160nwe,nwe,JoneCh03,st_pct,16%,,,,,
player,201209160nwe,nwe,WilfVi20,pos,DT,,,,,
player,201209160nwe,nwe,WilfVi20,offense,0,,,,,
player,201209160nwe,nwe,WilfVi20,off_pct,0%,,,,,
player,201209160nwe,nwe,WilfVi20,defense,56,,,,,
player,201209160nwe,nwe,WilfVi20,def_pct,89%,,,,,
player,201209160nwe,nwe,WilfVi20,special_teams,5,,,,,
player,201209160nwe,nwe,WilfVi20,st_pct,16%,,,,,
player,201209160nwe,nwe,GregSt20,pos,SS,,,,,
player,201209160nwe,nwe,GregSt20,offense,0,,,,,
player,201209160nwe,nwe,GregSt20,off_pct,0%,,,,,
player,201209160nwe,nwe,GregSt20,defense,55,,,,,
player,201209160nwe,nwe,GregSt20,def_pct,87%,,,,,
player,201209160nwe,nwe,GregSt20,special_teams,0,,,,,
player,201209160nwe,nwe,GregSt20,st_pct,0%,,,,,
player,201209160nwe,nwe,LoveKy00,pos,DT,,,,,
player,201209160nwe,nwe,LoveKy00,offense,0,,,,,
player,201209160nwe,nwe,LoveKy00,off_pct,0%,,,,,
player,201209160nwe,nwe,LoveKy00,defense,50,,,,,
player,201209160nwe,nwe,LoveKy00,def_pct,79%,,,,,
player,201209160nwe,nwe,LoveKy00,special_teams,5,,,,,
player,201209160nwe,nwe,LoveKy00,st_pct,16%,,,,,
player,201209160nwe,nwe,SpikBr99,pos,LB,,,,,
player,201209160nwe,nwe,SpikBr99,offense,0,,,,,
player,201209160nwe,nwe,SpikBr99,off_pct,0%,,,,,
player,201209160nwe,nwe,SpikBr99,defense,50,,,,,
player,201209160nwe,nwe,SpikBr99,def_pct,79%,,,,,
player,201209160nwe,nwe,SpikBr99,special_teams,0,,,,,
player,201209160nwe,nwe,SpikBr99,st_pct,0%,,,,,
player,201209160nwe,nwe,HighDo01,pos,LB,,,,,
player,201209160nwe,nwe,HighDo01,offense,0,,,,,
player,201209160nwe,nwe,HighDo01,off_pct,0%,,,,,
player,201209160nwe,nwe,HighDo01,defense,41,,,,,
player,201209160nwe,nwe,HighDo01,def_pct,65%,,,,,
player,201209160nwe,nwe,HighDo01,special_teams,11,,,,,
player,201209160nwe,nwe,HighDo01,st_pct,34%,,,,,
player,201209160nwe,nwe,MoorSt00,pos,CB,,,,,
player,201209160nwe,nwe,MoorSt00,offense,0,,,,,
player,201209160nwe,nwe,MoorSt00,off_pct,0%,,,,,
player,201209160nwe,nwe,MoorSt00,defense,29,,,,,
player,201209160nwe,nwe,MoorSt00,def_pct,46%,,,,,
player,201209160nwe,nwe,MoorSt00,special_teams,0,,,,,
player,201209160nwe,nwe,MoorSt00,st_pct,0%,,,,,
player,201209160nwe,nwe,WilsTa00,pos,SS,,,,,
player,201209160nwe,nwe,WilsTa00,offense,0,,,,,
player,201209160nwe,nwe,WilsTa00,off_pct,0%,,,,,
player,201209160nwe,nwe,WilsTa00,defense,17,,,,,
player,201209160nwe,nwe,WilsTa00,def_pct,27%,,,,,
player,201209160nwe,nwe,WilsTa00,special_teams,12,,,,,
player,201209160nwe,nwe,WilsTa00,st_pct,38%,,,,,
player,201209160nwe,nwe,CunnJe99,pos,DE,,,,,
player,201209160nwe,nwe,CunnJe99,offense,0,,,,,
player,201209160nwe,nwe,CunnJe99,off_pct,0%,,,,,
player,201209160nwe,nwe,CunnJe99,defense,14,,,,,
player,201209160nwe,nwe,CunnJe99,def_pct,22%,,,,,
player,201209160nwe,nwe,CunnJe99,special_teams,0,,,,,
player,201209160nwe,nwe,CunnJe99,st_pct,0%,,,,,
player,201209160nwe,nwe,DeadBr99,pos,DE,,,,,
player,201209160nwe,nwe,DeadBr99,offense,0,,,,,
player,201209160nwe,nwe,DeadBr99,off_pct,0%,,,,,
player,201209160nwe,nwe,DeadBr99,defense,13,,,,,
player,201209160nwe,nwe,DeadBr99,def_pct,21%,,,,,
player,201209160nwe,nwe,DeadBr99,special_teams,5,,,,,
player,201209160nwe,nwe,DeadBr99,st_pct,16%,,,,,
player,201209160nwe,nwe,BracRo99,pos,DT,,,,,
player,201209160nwe,nwe,BracRo99,offense,0,,,,,
player,201209160nwe,nwe,BracRo99,off_pct,0%,,,,,
player,201209160nwe,nwe,BracRo99,defense,13,,,,,
player,201209160nwe,nwe,BracRo99,def_pct,21%,,,,,
player,201209160nwe,nwe,BracRo99,special_teams,0,,,,,
player,201209160nwe,nwe,BracRo99,st_pct,0%,,,,,
player,201209160nwe,nwe,EbneNa00,pos,SS,,,,,
player,201209160nwe,nwe,EbneNa00,offense,0,,,,,
player,201209160nwe,nwe,EbneNa00,off_pct,0%,,,,,
player,201209160nwe,nwe,EbneNa00,defense,0,,,,,
player,201209160nwe,nwe,EbneNa00,def_pct,0%,,,,,
player,201209160nwe,nwe,EbneNa00,special_teams,26,,,,,
player,201209160nwe,nwe,EbneNa00,st_pct,81%,,,,,
player,201209160nwe,nwe,BoldBr00,pos,RB,,,,,
player,201209160nwe,nwe,BoldBr00,offense,0,,,,,
player,201209160nwe,nwe,BoldBr00,off_pct,0%,,,,,
player,201209160nwe,nwe,BoldBr00,defense,0,,,,,
player,201209160nwe,nwe,BoldBr00,def_pct,0%,,,,,
player,201209160nwe,nwe,BoldBr00,special_teams,22,,,,,
player,201209160nwe,nwe,BoldBr00,st_pct,69%,,,,,
player,201209160nwe,nwe,WhitTr20,pos,LB,,,,,
player,201209160nwe,nwe,WhitTr20,offense,0,,,,,
player,201209160nwe,nwe,WhitTr20,off_pct,0%,,,,,
player,201209160nwe,nwe,WhitTr20,defense,0,,,,,
player,201209160nwe,nwe,WhitTr20,def_pct,0%,,,,,
player,201209160nwe,nwe,WhitTr20,special_teams,22,,,,,
player,201209160nwe,nwe,WhitTr20,st_pct,69%,,,,,
player,201209160nwe,nwe,SlatMa00,pos,WR,,,,,
player,201209160nwe,nwe,SlatMa00,offense,0,,,,,
player,201209160nwe,nwe,SlatMa00,off_pct,0%,,,,,
player,201209160nwe,nwe,SlatMa00,defense,0,,,,,
player,201209160nwe,nwe,SlatMa00,def_pct,0%,,,,,
player,201209160nwe,nwe,SlatMa00,special_teams,22,,,,,
player,201209160nwe,nwe,SlatMa00,st_pct,69%,,,,,
player,201209160nwe,nwe,RiveMi00,pos,LB,,,,,
player,201209160nwe,nwe,RiveMi00,offense,0,,,,,
player,201209160nwe,nwe,RiveMi00,off_pct,0%,,,,,
player,201209160nwe,nwe,RiveMi00,defense,0,,,,,
player,201209160nwe,nwe,RiveMi00,def_pct,0%,,,,,
player,201209160nwe,nwe,RiveMi00,special_teams,22,,,,,
player,201209160nwe,nwe,RiveMi00,st_pct,69%,,,,,
player,201209160nwe,nwe,ColeMa01,pos,CB,,,,,
player,201209160nwe,nwe,ColeMa01,offense,0,,,,,
player,201209160nwe,nwe,ColeMa01,off_pct,0%,,,,,
player,201209160nwe,nwe,ColeMa01,defense,0,,,,,
player,201209160nwe,nwe,ColeMa01,def_pct,0%,,,,,
player,201209160nwe,nwe,ColeMa01,special_teams,17,,,,,
player,201209160nwe,nwe,ColeMa01,st_pct,53%,,,,,
player,201209160nwe,nwe,ScotTr99,pos,DE,,,,,
player,201209160nwe,nwe,ScotTr99,offense,0,,,,,
player,201209160nwe,nwe,ScotTr99,off_pct,0%,,,,,
player,201209160nwe,nwe,ScotTr99,defense,0,,,,,
player,201209160nwe,nwe,ScotTr99,def_pct,0%,,,,,
