game,2012,14,20121209,201212090tam,phi,"Philadelphia Eagles",23,tam,"Tampa Bay Buccaneers",21
player,201212090tam,phi,AlleNa99,def_int_yds,0,,,,,
player,201212090tam,phi,AlleNa99,def_int_td,0,,,,,
player,201212090tam,phi,AlleNa99,def_int_long,0,,,,,
player,201212090tam,phi,AlleNa99,pass_defended,0,,,,,
player,201212090tam,phi,AlleNa99,sacks,0.0,,,,,
player,201212090tam,phi,AlleNa99,tackles_combined,7,,,,,
player,201212090tam,phi,AlleNa99,tackles_solo,6,,,,,
player,201212090tam,phi,AlleNa99,tackles_assists,1,,,,,
player,201212090tam,phi,AlleNa99,tackles_loss,0,,,,,
player,201212090tam,phi,AlleNa99,qb_hits,0,,,,,
player,201212090tam,phi,AlleNa99,fumbles_rec,0,,,,,
player,201212090tam,phi,AlleNa99,fumbles_rec_yds,0,,,,,
player,201212090tam,phi,AlleNa99,fumbles_rec_td,0,,,,,
player,201212090tam,phi,AlleNa99,fumbles_forced,0,,,,,
player,201212090tam,phi,KendMy00,def_int,0,,,,,
player,201212090tam,phi,KendMy00,def_int_yds,0,,,,,
player,201212090tam,phi,KendMy00,def_int_td,0,,,,,
player,201212090tam,phi,KendMy00,def_int_long,0,,,,,
player,201212090tam,phi,KendMy00,pass_defended,2,,,,,
player,201212090tam,phi,KendMy00,sacks,0.0,,,,,
player,201212090tam,phi,KendMy00,tackles_combined,7,,,,,
player,201212090tam,phi,KendMy00,tackles_solo,5,,,,,
player,201212090tam,phi,KendMy00,tackles_assists,2,,,,,
player,201212090tam,phi,KendMy00,tackles_loss,1,,,,,
player,201212090tam,phi,KendMy00,qb_hits,0,,,,,
player,201212090tam,phi,KendMy00,fumbles_rec,0,,,,,
player,201212090tam,phi,KendMy00,fumbles_rec_yds,0,,,,,
player,201212090tam,phi,KendMy00,fumbles_rec_td,0,,,,,
player,201212090tam,phi,KendMy00,fumbles_forced,0,,,,,
player,201212090tam,phi,RyanDe20,def_int,0,,,,,
player,201212090tam,phi,RyanDe20,def_int_yds,0,,,,,
player,201212090tam,phi,RyanDe20,def_int_td,0,,,,,
player,201212090tam,phi,RyanDe20,def_int_long,0,,,,,
player,201212090tam,phi,RyanDe20,pass_defended,0,,,,,
player,201212090tam,phi,RyanDe20,sacks,0.0,,,,,
player,201212090tam,phi,RyanDe20,tackles_combined,7,,,,,
player,201212090tam,phi,RyanDe20,tackles_solo,6,,,,,
player,201212090tam,phi,RyanDe20,tackles_assists,1,,,,,
player,201212090tam,phi,RyanDe20,tackles_loss,0,,,,,
player,201212090tam,phi,RyanDe20,qb_hits,0,,,,,
player,201212090tam,phi,RyanDe20,fumbles_rec,0,,,,,
player,201212090tam,phi,RyanDe20,fumbles_rec_yds,0,,,,,
player,201212090tam,phi,RyanDe20,fumbles_rec_td,0,,,,,
player,201212090tam,phi,RyanDe20,fumbles_forced,0,,,,,
player,201212090tam,phi,AndeCo01,def_int,0,,,,,
player,201212090tam,phi,AndeCo01,def_int_yds,0,,,,,
player,201212090tam,phi,AndeCo01,def_int_td,0,,,,,
player,201212090tam,phi,AndeCo01,def_int_long,0,,,,,
player,201212090tam,phi,AndeCo01,pass_defended,0,,,,,
player,201212090tam,phi,AndeCo01,sacks,0.0,,,,,
player,201212090tam,phi,AndeCo01,tackles_combined,6,,,,,
player,201212090tam,phi,AndeCo01,tackles_solo,5,,,,,
player,201212090tam,phi,AndeCo01,tackles_assists,1,,,,,
player,201212090tam,phi,AndeCo01,tackles_loss,0,,,,,
player,201212090tam,phi,AndeCo01,qb_hits,0,,,,,
player,201212090tam,phi,AndeCo01,fumbles_rec,0,,,,,
player,201212090tam,phi,AndeCo01,fumbles_rec_yds,0,,,,,
player,201212090tam,phi,AndeCo01,fumbles_rec_td,0,,,,,
player,201212090tam,phi,AndeCo01,fumbles_forced,0,,,,,
player,201212090tam,phi,AsomNn20,def_int,0,,,,,
player,201212090tam,phi,AsomNn20,def_int_yds,0,,,,,
player,201212090tam,phi,AsomNn20,def_int_td,0,,,,,
player,201212090tam,phi,AsomNn20,def_int_long,0,,,,,
player,201212090tam,phi,AsomNn20,pass_defended,1,,,,,
player,201212090tam,phi,AsomNn20,sacks,0.0,,,,,
player,201212090tam,phi,AsomNn20,tackles_combined,6,,,,,
player,201212090tam,phi,AsomNn20,tackles_solo,6,,,,,
player,201212090tam,phi,AsomNn20,tackles_assists,0,,,,,
player,201212090tam,phi,AsomNn20,tackles_loss,0,,,,,
player,201212090tam,phi,AsomNn20,qb_hits,0,,,,,
player,201212090tam,phi,AsomNn20,fumbles_rec,0,,,,,
player,201212090tam,phi,AsomNn20,fumbles_rec_yds,0,,,,,
player,201212090tam,phi,AsomNn20,fumbles_rec_td,0,,,,,
player,201212090tam,phi,AsomNn20,fumbles_forced,0,,,,,
player,201212090tam,phi,ChanJa98,def_int,0,,,,,
player,201212090tam,phi,ChanJa98,def_int_yds,0,,,,,
player,201212090tam,phi,ChanJa98,def_int_td,0,,,,,
player,201212090tam,phi,ChanJa98,def_int_long,0,,,,,
player,201212090tam,phi,ChanJa98,pass_defended,1,,,,,
player,201212090tam,phi,ChanJa98,sacks,0.0,,,,,
player,201212090tam,phi,ChanJa98,tackles_combined,4,,,,,
player,201212090tam,phi,ChanJa98,tackles_solo,2,,,,,
player,201212090tam,phi,ChanJa98,tackles_assists,2,,,,,
player,201212090tam,phi,ChanJa98,tackles_loss,0,,,,,
player,201212090tam,phi,ChanJa98,qb_hits,0,,,,,
player,201212090tam,phi,ChanJa98,fumbles_rec,0,,,,,
player,201212090tam,phi,ChanJa98,fumbles_rec_yds,0,,,,,
player,201212090tam,phi,ChanJa98,fumbles_rec_td,0,,,,,
player,201212090tam,phi,ChanJa98,fumbles_forced,0,,,,,
player,201212090tam,phi,RodgDo99,def_int,0,,,,,
player,201212090tam,phi,RodgDo99,def_int_yds,0,,,,,
player,201212090tam,phi,RodgDo99,def_int_td,0,,,,,
player,201212090tam,phi,RodgDo99,def_int_long,0,,,,,
player,201212090tam,phi,RodgDo99,pass_defended,3,,,,,
player,201212090tam,phi,RodgDo99,sacks,0.0,,,,,
player,201212090tam,phi,RodgDo99,tackles_combined,3,,,,,
player,201212090tam,phi,RodgDo99,tackles_solo,3,,,,,
player,201212090tam,phi,RodgDo99,tackles_assists,0,,,,,
player,201212090tam,phi,RodgDo99,tackles_loss,0,,,,,
player,201212090tam,phi,RodgDo99,qb_hits,0,,,,,
player,201212090tam,phi,RodgDo99,fumbles_rec,0,,,,,
player,201212090tam,phi,RodgDo99,fumbles_rec_yds,0,,,,,
player,201212090tam,phi,RodgDo99,fumbles_rec_td,0,,,,,
player,201212090tam,phi,RodgDo99,fumbles_forced,0,,,,,
player,201212090tam,phi,CurrVi00,def_int,0,,,,,
player,201212090tam,phi,CurrVi00,def_int_yds,0,,,,,
player,201212090tam,phi,CurrVi00,def_int_td,0,,,,,
player,201212090tam,phi,CurrVi00,def_int_long,0,,,,,
player,201212090tam,phi,CurrVi00,pass_defended,0,,,,,
player,201212090tam,phi,CurrVi00,sacks,0.0,,,,,
player,201212090tam,phi,CurrVi00,tackles_combined,2,,,,,
player,201212090tam,phi,CurrVi00,tackles_solo,1,,,,,
player,201212090tam,phi,CurrVi00,tackles_assists,1,,,,,
player,201212090tam,phi,CurrVi00,tackles_loss,1,,,,,
player,201212090tam,phi,CurrVi00,qb_hits,0,,,,,
player,201212090tam,phi,CurrVi00,fumbles_rec,0,,,,,
player,201212090tam,phi,CurrVi00,fumbles_rec_yds,0,,,,,
player,201212090tam,phi,CurrVi00,fumbles_rec_td,0,,,,,
player,201212090tam,phi,CurrVi00,fumbles_forced,0,,,,,
player,201212090tam,phi,GrahBr99,def_int,0,,,,,
player,201212090tam,phi,GrahBr99,def_int_yds,0,,,,,
player,201212090tam,phi,GrahBr99,def_int_td,0,,,,,
player,201212090tam,phi,GrahBr99,def_int_long,0,,,,,
player,201212090tam,phi,GrahBr99,pass_defended,0,,,,,
player,201212090tam,phi,GrahBr99,sacks,0.0,,,,,
player,201212090tam,phi,GrahBr99,tackles_combined,2,,,,,
player,201212090tam,phi,GrahBr99,tackles_solo,2,,,,,
player,201212090tam,phi,GrahBr99,tackles_assists,0,,,,,
player,201212090tam,phi,GrahBr99,tackles_loss,1,,,,,
player,201212090tam,phi,GrahBr99,qb_hits,0,,,,,
player,201212090tam,phi,GrahBr99,fumbles_rec,0,,,,,
player,201212090tam,phi,GrahBr99,fumbles_rec_yds,0,,,,,
player,201212090tam,phi,GrahBr99,fumbles_rec_td,0,,,,,
player,201212090tam,phi,GrahBr99,fumbles_forced,0,,,,,
player,201212090tam,phi,JordAk99,def_int,0,,,,,
player,201212090tam,phi,JordAk99,def_int_yds,0,,,,,
player,201212090tam,phi,JordAk99,def_int_td,0,,,,,
player,201212090tam,phi,JordAk99,def_int_long,0,,,,,
player,201212090tam,phi,JordAk99,pass_defended,0,,,,,
player,201212090tam,phi,JordAk99,sacks,0.0,,,,,
player,201212090tam,phi,JordAk99,tackles_combined,2,,,,,
player,201212090tam,phi,JordAk99,tackles_solo,1,,,,,
player,201212090tam,phi,JordAk99,tackles_assists,1,,,,,
player,201212090tam,phi,JordAk99,tackles_loss,0,,,,,
player,201212090tam,phi,JordAk99,qb_hits,0,,,,,
player,201212090tam,phi,JordAk99,fumbles_rec,0,,,,,
player,201212090tam,phi,JordAk99,fumbles_rec_yds,0,,,,,
player,201212090tam,phi,JordAk99,fumbles_rec_td,0,,,,,
player,201212090tam,phi,JordAk99,fumbles_forced,0,,,,,
player,201212090tam,phi,MarsCu01,def_int,0,,,,,
player,201212090tam,phi,MarsCu01,def_int_yds,0,,,,,
player,201212090tam,phi,MarsCu01,def_int_td,0,,,,,
player,201212090tam,phi,MarsCu01,def_int_long,0,,,,,
player,201212090tam,phi,MarsCu01,pass_defended,1,,,,,
player,201212090tam,phi,MarsCu01,sacks,0.0,,,,,
player,201212090tam,phi,MarsCu01,tackles_combined,2,,,,,
player,201212090tam,phi,MarsCu01,tackles_solo,2,,,,,
player,201212090tam,phi,MarsCu01,tackles_assists,0,,,,,
player,201212090tam,phi,MarsCu01,tackles_loss,0,,,,,
player,201212090tam,phi,MarsCu01,qb_hits,0,,,,,
player,201212090tam,phi,MarsCu01,fumbles_rec,0,,,,,
player,201212090tam,phi,MarsCu01,fumbles_rec_yds,0,,,,,
player,201212090tam,phi,MarsCu01,fumbles_rec_td,0,,,,,
player,201212090tam,phi,MarsCu01,fumbles_forced,0,,,,,
player,201212090tam,phi,ThorCe00,def_int,0,,,,,
player,201212090tam,phi,ThorCe00,def_int_yds,0,,,,,
player,201212090tam,phi,ThorCe00,def_int_td,0,,,,,
player,201212090tam,phi,ThorCe00,def_int_long,0,,,,,
player,201212090tam,phi,ThorCe00,pass_defended,0,,,,,
player,201212090tam,phi,ThorCe00,sacks,0.0,,,,,
player,201212090tam,phi,ThorCe00,tackles_combined,2,,,,,
player,201212090tam,phi,ThorCe00,tackles_solo,2,,,,,
player,201212090tam,phi,ThorCe00,tackles_assists,0,,,,,
player,201212090tam,phi,ThorCe00,tackles_loss,0,,,,,
player,201212090tam,phi,ThorCe00,qb_hits,1,,,,,
player,201212090tam,phi,ThorCe00,fumbles_rec,0,,,,,
player,201212090tam,phi,ThorCe00,fumbles_rec_yds,0,,,,,
player,201212090tam,phi,ThorCe00,fumbles_rec_td,0,,,,,
player,201212090tam,phi,ThorCe00,fumbles_forced,0,,,,,
player,201212090tam,phi,AvanJa00,def_int,0,,,,,
player,201212090tam,phi,AvanJa00,def_int_yds,0,,,,,
player,201212090tam,phi,AvanJa00,def_int_td,0,,,,,
player,201212090tam,phi,AvanJa00,def_int_long,0,,,,,
player,201212090tam,phi,AvanJa00,pass_defended,0,,,,,
player,201212090tam,phi,AvanJa00,sacks,0.0,,,,,
player,201212090tam,phi,AvanJa00,tackles_combined,1,,,,,
player,201212090tam,phi,AvanJa00,tackles_solo,1,,,,,
player,201212090tam,phi,AvanJa00,tackles_assists,0,,,,,
player,201212090tam,phi,AvanJa00,tackles_loss,0,,,,,
player,201212090tam,phi,AvanJa00,qb_hits,0,,,,,
player,201212090tam,phi,AvanJa00,fumbles_rec,0,,,,,
player,201212090tam,phi,AvanJa00,fumbles_rec_yds,0,,,,,
player,201212090tam,phi,AvanJa00,fumbles_rec_td,0,,,,,
player,201212090tam,phi,AvanJa00,fumbles_forced,0,,,,,
player,201212090tam,phi,BoykBr00,def_int,0,,,,,
player,201212090tam,phi,BoykBr00,def_int_yds,0,,,,,
player,201212090tam,phi,BoykBr00,def_int_td,0,,,,,
player,201212090tam,phi,BoykBr00,def_int_long,0,,,,,
player,201212090tam,phi,BoykBr00,pass_defended,0,,,,,
player,201212090tam,phi,BoykBr00,sacks,0.0,,,,,
player,201212090tam,phi,BoykBr00,tackles_combined,1,,,,,
player,201212090tam,phi,BoykBr00,tackles_solo,1,,,,,
player,201212090tam,phi,BoykBr00,tackles_assists,0,,,,,
player,201212090tam,phi,BoykBr00,tackles_loss,0,,,,,
player,201212090tam,phi,BoykBr00,qb_hits,0,,,,,
player,201212090tam,phi,BoykBr00,fumbles_rec,0,,,,,
player,201212090tam,phi,BoykBr00,fumbles_rec_yds,0,,,,,
player,201212090tam,phi,BoykBr00,fumbles_rec_td,0,,,,,
player,201212090tam,phi,BoykBr00,fumbles_forced,0,,,,,
player,201212090tam,phi,ColeTr20,def_int,0,,,,,
player,201212090tam,phi,ColeTr20,def_int_yds,0,,,,,
player,201212090tam,phi,ColeTr20,def_int_td,0,,,,,
player,201212090tam,phi,ColeTr20,def_int_long,0,,,,,
player,201212090tam,phi,ColeTr20,pass_defended,0,,,,,
player,201212090tam,phi,ColeTr20,sacks,0.0,,,,,
player,201212090tam,phi,ColeTr20,tackles_combined,1,,,,,
player,201212090tam,phi,ColeTr20,tackles_solo,0,,,,,
player,201212090tam,phi,ColeTr20,tackles_assists,1,,,,,
player,201212090tam,phi,ColeTr20,tackles_loss,0,,,,,
player,201212090tam,phi,ColeTr20,qb_hits,0,,,,,
player,201212090tam,phi,ColeTr20,fumbles_rec,0,,,,,
player,201212090tam,phi,ColeTr20,fumbles_rec_yds,0,,,,,
player,201212090tam,phi,ColeTr20,fumbles_rec_td,0,,,,,
player,201212090tam,phi,ColeTr20,fumbles_forced,0,,,,,
player,201212090tam,phi,LandDe99,def_int,0,,,,,
player,201212090tam,phi,LandDe99,def_int_yds,0,,,,,
player,201212090tam,phi,LandDe99,def_int_td,0,,,,,
player,201212090tam,phi,LandDe99,def_int_long,0,,,,,
player,201212090tam,phi,LandDe99,pass_defended,0,,,,,
player,201212090tam,phi,LandDe99,sacks,0.0,,,,,
player,201212090tam,phi,LandDe99,tackles_combined,1,,,,,
player,201212090tam,phi,LandDe99,tackles_solo,1,,,,,
player,201212090tam,phi,LandDe99,tackles_assists,0,,,,,
player,201212090tam,phi,LandDe99,tackles_loss,0,,,,,
player,201212090tam,phi,LandDe99,qb_hits,0,,,,,
player,201212090tam,phi,LandDe99,fumbles_rec,0,,,,,
player,201212090tam,phi,LandDe99,fumbles_rec_yds,0,,,,,
player,201212090tam,phi,LandDe99,fumbles_rec_td,0,,,,,
player,201212090tam,phi,LandDe99,fumbles_forced,0,,,,,
player,201212090tam,phi,RauxRy00,def_int,0,,,,,
player,201212090tam,phi,RauxRy00,def_int_yds,0,,,,,
player,201212090tam,phi,RauxRy00,def_int_td,0,,,,,
player,201212090tam,phi,RauxRy00,def_int_long,0,,,,,
player,201212090tam,phi,RauxRy00,pass_defended,0,,,,,
player,201212090tam,phi,RauxRy00,sacks,0.0,,,,,
player,201212090tam,phi,RauxRy00,tackles_combined,1,,,,,
player,201212090tam,phi,RauxRy00,tackles_solo,1,,,,,
player,201212090tam,phi,RauxRy00,tackles_assists,0,,,,,
player,201212090tam,phi,RauxRy00,tackles_loss,0,,,,,
player,201212090tam,phi,RauxRy00,qb_hits,0,,,,,
player,201212090tam,phi,RauxRy00,fumbles_rec,0,,,,,
player,201212090tam,phi,RauxRy00,fumbles_rec_yds,0,,,,,
player,201212090tam,phi,RauxRy00,fumbles_rec_td,0,,,,,
player,201212090tam,phi,RauxRy00,fumbles_forced,0,,,,,
player,201212090tam,phi,TappDa20,def_int,,,,,,
player,201212090tam,phi,TappDa20,def_int_yds,,,,,,
player,201212090tam,phi,TappDa20,def_int_td,,,,,,
player,201212090tam,phi,TappDa20,def_int_long,,,,,,
player,201212090tam,phi,TappDa20,pass_defended,0,,,,,
player,201212090tam,phi,TappDa20,sacks,0.0,,,,,
player,201212090tam,phi,TappDa20,tackles_combined,1,,,,,
player,201212090tam,phi,TappDa20,tackles_solo,0,,,,,
player,201212090tam,phi,TappDa20,tackles_assists,1,,,,,
player,201212090tam,phi,TappDa20,tackles_loss,0,,,,,
player,201212090tam,phi,TappDa20,qb_hits,0,,,,,
player,201212090tam,phi,TappDa20,fumbles_rec,0,,,,,
player,201212090tam,phi,TappDa20,fumbles_rec_yds,,,,,,
player,201212090tam,phi,TappDa20,fumbles_rec_td,,,,,,
player,201212090tam,phi,TappDa20,fumbles_forced,0,,,,,
player,201212090tam,tam,McCoGe99,def_int,0,,,,,
player,201212090tam,tam,McCoGe99,def_int_yds,0,,,,,
player,201212090tam,tam,McCoGe99,def_int_td,0,,,,,
player,201212090tam,tam,McCoGe99,def_int_long,0,,,,,
player,201212090tam,tam,McCoGe99,pass_defended,0,,,,,
player,201212090tam,tam,McCoGe99,sacks,2.0,,,,,
player,201212090tam,tam,McCoGe99,tackles_combined,5,,,,,
player,201212090tam,tam,McCoGe99,tackles_solo,4,,,,,
player,201212090tam,tam,McCoGe99,tackles_assists,1,,,,,
player,201212090tam,tam,McCoGe99,tackles_loss,3,,,,,
player,201212090tam,tam,McCoGe99,qb_hits,3,,,,,
player,201212090tam,tam,McCoGe99,fumbles_rec,0,,,,,
player,201212090tam,tam,McCoGe99,fumbles_rec_yds,0,,,,,
player,201212090tam,tam,McCoGe99,fumbles_rec_td,0,,,,,
player,201212090tam,tam,McCoGe99,fumbles_forced,0,,,,,
player,201212090tam,tam,BennMi99,def_int,0,,,,,
player,201212090tam,tam,BennMi99,def_int_yds,0,,,,,
player,201212090tam,tam,BennMi99,def_int_td,0,,,,,
player,201212090tam,tam,BennMi99,def_int_long,0,,,,,
player,201212090tam,tam,BennMi99,pass_defended,0,,,,,
player,201212090tam,tam,BennMi99,sacks,2.0,,,,,
player,201212090tam,tam,BennMi99,tackles_combined,4,,,,,
player,201212090tam,tam,BennMi99,tackles_solo,4,,,,,
player,201212090tam,tam,BennMi99,tackles_assists,0,,,,,
player,201212090tam,tam,BennMi99,tackles_loss,4,,,,,
player,201212090tam,tam,BennMi99,qb_hits,4,,,,,
player,201212090tam,tam,BennMi99,fumbles_rec,0,,,,,
player,201212090tam,tam,BennMi99,fumbles_rec_yds,0,,,,,
player,201212090tam,tam,BennMi99,fumbles_rec_td,0,,,,,
player,201212090tam,tam,BennMi99,fumbles_forced,0,,,,,
player,201212090tam,tam,DaviLa00,def_int,0,,,,,
player,201212090tam,tam,DaviLa00,def_int_yds,0,,,,,
player,201212090tam,tam,DaviLa00,def_int_td,0,,,,,
player,201212090tam,tam,DaviLa00,def_int_long,0,,,,,
player,201212090tam,tam,DaviLa00,pass_defended,0,,,,,
player,201212090tam,tam,DaviLa00,sacks,1.0,,,,,
player,201212090tam,tam,DaviLa00,tackles_combined,9,,,,,
player,201212090tam,tam,DaviLa00,tackles_solo,7,,,,,
player,201212090tam,tam,DaviLa00,tackles_assists,2,,,,,
player,201212090tam,tam,DaviLa00,tackles_loss,0,,,,,
player,201212090tam,tam,DaviLa00,qb_hits,2,,,,,
player,201212090tam,tam,DaviLa00,fumbles_rec,0,,,,,
player,201212090tam,tam,DaviLa00,fumbles_rec_yds,0,,,,,
player,201212090tam,tam,DaviLa00,fumbles_rec_td,0,,,,,
player,201212090tam,tam,DaviLa00,fumbles_forced,0,,,,,
player,201212090tam,tam,Teo-Da99,def_int,0,,,,,
player,201212090tam,tam,Teo-Da99,def_int_yds,0,,,,,
player,201212090tam,tam,Teo-Da99,def_int_td,0,,,,,
player,201212090tam,tam,Teo-Da99,def_int_long,0,,,,,
player,201212090tam,tam,Teo-Da99,pass_defended,0,,,,,
player,201212090tam,tam,Teo-Da99,sacks,1.0,,,,,
player,201212090tam,tam,Teo-Da99,tackles_combined,2,,,,,
player,201212090tam,tam,Teo-Da99,tackles_solo,2,,,,,
player,201212090tam,tam,Teo-Da99,tackles_assists,0,,,,,
player,201212090tam,tam,Teo-Da99,tackles_loss,1,,,,,
player,201212090tam,tam,Teo-Da99,qb_hits,2,,,,,
player,201212090tam,tam,Teo-Da99,fumbles_rec,0,,,,,
player,201212090tam,tam,Teo-Da99,fumbles_rec_yds,0,,,,,
player,201212090tam,tam,Teo-Da99,fumbles_rec_td,0,,,,,
player,201212090tam,tam,Teo-Da99,fumbles_forced,0,,,,,
player,201212090tam,tam,BarbRo00,def_int,0,,,,,
player,201212090tam,tam,BarbRo00,def_int_yds,0,,,,,
player,201212090tam,tam,BarbRo00,def_int_td,0,,,,,
player,201212090tam,tam,BarbRo00,def_int_long,0,,,,,
player,201212090tam,tam,BarbRo00,pass_defended,0,,,,,
player,201212090tam,tam,BarbRo00,sacks,0.0,,,,,
player,201212090tam,tam,BarbRo00,tackles_combined,9,,,,,
player,201212090tam,tam,BarbRo00,tackles_solo,9,,,,,
player,201212090tam,tam,BarbRo00,tackles_assists,0,,,,,
player,201212090tam,tam,BarbRo00,tackles_loss,1,,,,,
player,201212090tam,tam,BarbRo00,qb_hits,0,,,,,
player,201212090tam,tam,BarbRo00,fumbles_rec,0,,,,,
player,201212090tam,tam,BarbRo00,fumbles_rec_yds,0,,,,,
player,201212090tam,tam,BarbRo00,fumbles_rec_td,0,,,,,
player,201212090tam,tam,BarbRo00,fumbles_forced,0,,,,,
player,201212090tam,tam,BiggE.99,def_int,0,,,,,
player,201212090tam,tam,BiggE.99,def_int_yds,0,,,,,
player,201212090tam,tam,BiggE.99,def_int_td,0,,,,,
player,201212090tam,tam,BiggE.99,def_int_long,0,,,,,
player,201212090tam,tam,BiggE.99,pass_defended,2,,,,,
player,201212090tam,tam,BiggE.99,sacks,0.0,,,,,
player,201212090tam,tam,BiggE.99,tackles_combined,7,,,,,
player,201212090tam,tam,BiggE.99,tackles_solo,6,,,,,
player,201212090tam,tam,BiggE.99,tackles_assists,1,,,,,
player,201212090tam,tam,BiggE.99,tackles_loss,0,,,,,
player,201212090tam,tam,BiggE.99,qb_hits,0,,,,,
player,201212090tam,tam,BiggE.99,fumbles_rec,0,,,,,
player,201212090tam,tam,BiggE.99,fumbles_rec_yds,0,,,,,
player,201212090tam,tam,BiggE.99,fumbles_rec_td,0,,,,,
player,201212090tam,tam,BiggE.99,fumbles_forced,0,,,,,
player,201212090tam,tam,BlacAh00,def_int,0,,,,,
player,201212090tam,tam,BlacAh00,def_int_yds,0,,,,,
player,201212090tam,tam,BlacAh00,def_int_td,0,,,,,
player,201212090tam,tam,BlacAh00,def_int_long,0,,,,,
player,201212090tam,tam,BlacAh00,pass_defended,0,,,,,
player,201212090tam,tam,BlacAh00,sacks,0.0,,,,,
player,201212090tam,tam,BlacAh00,tackles_combined,7,,,,,
player,201212090tam,tam,BlacAh00,tackles_solo,7,,,,,
player,201212090tam,tam,BlacAh00,tackles_assists,0,,,,,
player,201212090tam,tam,BlacAh00,tackles_loss,0,,,,,
player,201212090tam,tam,BlacAh00,qb_hits,0,,,,,
player,201212090tam,tam,BlacAh00,fumbles_rec,0,,,,,
player,201212090tam,tam,BlacAh00,fumbles_rec_yds,0,,,,,
player,201212090tam,tam,BlacAh00,fumbles_rec_td,0,,,,,
player,201212090tam,tam,BlacAh00,fumbles_forced,0,,,,,
player,201212090tam,tam,JohnLe03,def_int,0,,,,,
player,201212090tam,tam,JohnLe03,def_int_yds,0,,,,,
player,201212090tam,tam,JohnLe03,def_int_td,0,,,,,
player,201212090tam,tam,JohnLe03,def_int_long,0,,,,,
player,201212090tam,tam,JohnLe03,pass_defended,0,,,,,
player,201212090tam,tam,JohnLe03,sacks,0.0,,,,,
player,201212090tam,tam,JohnLe03,tackles_combined,4,,,,,
player,201212090tam,tam,JohnLe03,tackles_solo,4,,,,,
player,201212090tam,tam,JohnLe03,tackles_assists,0,,,,,
player,201212090tam,tam,JohnLe03,tackles_loss,1,,,,,
player,201212090tam,tam,JohnLe03,qb_hits,0,,,,,
player,201212090tam,tam,JohnLe03,fumbles_rec,0,,,,,
player,201212090tam,tam,JohnLe03,fumbles_rec_yds,0,,,,,
player,201212090tam,tam,JohnLe03,fumbles_rec_td,0,,,,,
player,201212090tam,tam,JohnLe03,fumbles_forced,0,,,,,
player,201212090tam,tam,BarrMa00,def_int,0,,,,,
player,201212090tam,tam,BarrMa00,def_int_yds,0,,,,,
player,201212090tam,tam,BarrMa00,def_int_td,0,,,,,
player,201212090tam,tam,BarrMa00,def_int_long,0,,,,,
player,201212090tam,tam,BarrMa00,pass_defended,0,,,,,
player,201212090tam,tam,BarrMa00,sacks,0.0,,,,,
player,201212090tam,tam,BarrMa00,tackles_combined,3,,,,,
player,201212090tam,tam,BarrMa00,tackles_solo,2,,,,,
player,201212090tam,tam,BarrMa00,tackles_assists,1,,,,,
player,201212090tam,tam,BarrMa00,tackles_loss,0,,,,,
player,201212090tam,tam,BarrMa00,qb_hits,0,,,,,
player,201212090tam,tam,BarrMa00,fumbles_rec,0,,,,,
player,201212090tam,tam,BarrMa00,fumbles_rec_yds,0,,,,,
player,201212090tam,tam,BarrMa00,fumbles_rec_td,0,,,,,
player,201212090tam,tam,BarrMa00,fumbles_forced,0,,,,,
player,201212090tam,tam,FostMa00,def_int,0,,,,,
player,201212090tam,tam,FostMa00,def_int_yds,0,,,,,
player,201212090tam,tam,FostMa00,def_int_td,0,,,,,
player,201212090tam,tam,FostMa00,def_int_long,0,,,,,
player,201212090tam,tam,FostMa00,pass_defended,0,,,,,
player,201212090tam,tam,FostMa00,sacks,0.0,,,,,
player,201212090tam,tam,FostMa00,tackles_combined,3,,,,,
player,201212090tam,tam,FostMa00,tackles_solo,2,,,,,
player,201212090tam,tam,FostMa00,tackles_assists,1,,,,,
player,201212090tam,tam,FostMa00,tackles_loss,0,,,,,
player,201212090tam,tam,FostMa00,qb_hits,0,,,,,
player,201212090tam,tam,FostMa00,fumbles_rec,0,,,,,
player,201212090tam,tam,FostMa00,fumbles_rec_yds,0,,,,,
player,201212090tam,tam,FostMa00,fumbles_rec_td,0,,,,,
player,201212090tam,tam,FostMa00,fumbles_forced,0,,,,,
player,201212090tam,tam,GaitAn00,def_int,0,,,,,
player,201212090tam,tam,GaitAn00,def_int_yds,0,,,,,
player,201212090tam,tam,GaitAn00,def_int_td,0,,,,,
player,201212090tam,tam,GaitAn00,def_int_long,0,,,,,
player,201212090tam,tam,GaitAn00,pass_defended,2,,,,,
player,201212090tam,tam,GaitAn00,sacks,0.0,,,,,
player,201212090tam,tam,GaitAn00,tackles_combined,3,,,,,
player,201212090tam,tam,GaitAn00,tackles_solo,2,,,,,
player,201212090tam,tam,GaitAn00,tackles_assists,1,,,,,
player,201212090tam,tam,GaitAn00,tackles_loss,0,,,,,
player,201212090tam,tam,GaitAn00,qb_hits,0,,,,,
player,201212090tam,tam,GaitAn00,fumbles_rec,0,,,,,
player,201212090tam,tam,GaitAn00,fumbles_rec_yds,0,,,,,
player,201212090tam,tam,GaitAn00,fumbles_rec_td,0,,,,,
player,201212090tam,tam,GaitAn00,fumbles_forced,0,,,,,
player,201212090tam,tam,EconAn20,def_int,0,,,,,
player,201212090tam,tam,EconAn20,def_int_yds,0,,,,,
player,201212090tam,tam,EconAn20,def_int_td,0,,,,,
