game,2012,13,20121202,201212020rai,cle,"Cleveland Browns",20,rai,"Oakland Raiders",17
player,201212020rai,cle,HardMo00,rush_td,0,,,,,
player,201212020rai,cle,HardMo00,rush_long,19,,,,,
player,201212020rai,cle,HardMo00,targets,1,,,,,
player,201212020rai,cle,HardMo00,rec,0,,,,,
player,201212020rai,cle,HardMo00,rec_yds,0,,,,,
player,201212020rai,cle,HardMo00,rec_td,0,,,,,
player,201212020rai,cle,HardMo00,rec_long,0,,,,,
player,201212020rai,cle,HardMo00,fumbles,0,,,,,
player,201212020rai,cle,HardMo00,fumbles_lost,0,,,,,
player,201212020rai,cle,GordJo02,pass_cmp,0,,,,,
player,201212020rai,cle,GordJo02,pass_att,0,,,,,
player,201212020rai,cle,GordJo02,pass_yds,0,,,,,
player,201212020rai,cle,GordJo02,pass_td,0,,,,,
player,201212020rai,cle,GordJo02,pass_int,0,,,,,
player,201212020rai,cle,GordJo02,pass_sacked,0,,,,,
player,201212020rai,cle,GordJo02,pass_sacked_yds,0,,,,,
player,201212020rai,cle,GordJo02,pass_long,0,,,,,
player,201212020rai,cle,GordJo02,pass_rating,,,,,,
player,201212020rai,cle,GordJo02,rush_att,0,,,,,
player,201212020rai,cle,GordJo02,rush_yds,0,,,,,
player,201212020rai,cle,GordJo02,rush_td,0,,,,,
player,201212020rai,cle,GordJo02,rush_long,0,,,,,
player,201212020rai,cle,GordJo02,targets,7,,,,,
player,201212020rai,cle,GordJo02,rec,6,,,,,
player,201212020rai,cle,GordJo02,rec_yds,116,,,,,
player,201212020rai,cle,GordJo02,rec_td,1,,,,,
player,201212020rai,cle,GordJo02,rec_long,44,,,,,
player,201212020rai,cle,GordJo02,fumbles,0,,,,,
player,201212020rai,cle,GordJo02,fumbles_lost,0,,,,,
player,201212020rai,cle,WatsBe00,pass_cmp,0,,,,,
player,201212020rai,cle,WatsBe00,pass_att,0,,,,,
player,201212020rai,cle,WatsBe00,pass_yds,0,,,,,
player,201212020rai,cle,WatsBe00,pass_td,0,,,,,
player,201212020rai,cle,WatsBe00,pass_int,0,,,,,
player,201212020rai,cle,WatsBe00,pass_sacked,0,,,,,
player,201212020rai,cle,WatsBe00,pass_sacked_yds,0,,,,,
player,201212020rai,cle,WatsBe00,pass_long,0,,,,,
player,201212020rai,cle,WatsBe00,pass_rating,,,,,,
player,201212020rai,cle,WatsBe00,rush_att,0,,,,,
player,201212020rai,cle,WatsBe00,rush_yds,0,,,,,
player,201212020rai,cle,WatsBe00,rush_td,0,,,,,
player,201212020rai,cle,WatsBe00,rush_long,0,,,,,
player,201212020rai,cle,WatsBe00,targets,9,,,,,
player,201212020rai,cle,WatsBe00,rec,6,,,,,
player,201212020rai,cle,WatsBe00,rec_yds,80,,,,,
player,201212020rai,cle,WatsBe00,rec_td,0,,,,,
player,201212020rai,cle,WatsBe00,rec_long,22,,,,,
player,201212020rai,cle,WatsBe00,fumbles,0,,,,,
player,201212020rai,cle,WatsBe00,fumbles_lost,0,,,,,
player,201212020rai,cle,MassMo00,pass_cmp,0,,,,,
player,201212020rai,cle,MassMo00,pass_att,0,,,,,
player,201212020rai,cle,MassMo00,pass_yds,0,,,,,
player,201212020rai,cle,MassMo00,pass_td,0,,,,,
player,201212020rai,cle,MassMo00,pass_int,0,,,,,
player,201212020rai,cle,MassMo00,pass_sacked,0,,,,,
player,201212020rai,cle,MassMo00,pass_sacked_yds,0,,,,,
player,201212020rai,cle,MassMo00,pass_long,0,,,,,
player,201212020rai,cle,MassMo00,pass_rating,,,,,,
player,201212020rai,cle,MassMo00,rush_att,0,,,,,
player,201212020rai,cle,MassMo00,rush_yds,0,,,,,
player,201212020rai,cle,MassMo00,rush_td,0,,,,,
player,201212020rai,cle,MassMo00,rush_long,0,,,,,
player,201212020rai,cle,MassMo00,targets,2,,,,,
player,201212020rai,cle,MassMo00,rec,2,,,,,
player,201212020rai,cle,MassMo00,rec_yds,60,,,,,
player,201212020rai,cle,MassMo00,rec_td,0,,,,,
player,201212020rai,cle,MassMo00,rec_long,54,,,,,
player,201212020rai,cle,MassMo00,fumbles,0,,,,,
player,201212020rai,cle,MassMo00,fumbles_lost,0,,,,,
player,201212020rai,cle,LittGr00,pass_cmp,0,,,,,
player,201212020rai,cle,LittGr00,pass_att,0,,,,,
player,201212020rai,cle,LittGr00,pass_yds,0,,,,,
player,201212020rai,cle,LittGr00,pass_td,0,,,,,
player,201212020rai,cle,LittGr00,pass_int,0,,,,,
player,201212020rai,cle,LittGr00,pass_sacked,0,,,,,
player,201212020rai,cle,LittGr00,pass_sacked_yds,0,,,,,
player,201212020rai,cle,LittGr00,pass_long,0,,,,,
player,201212020rai,cle,LittGr00,pass_rating,,,,,,
player,201212020rai,cle,LittGr00,rush_att,0,,,,,
player,201212020rai,cle,LittGr00,rush_yds,0,,,,,
player,201212020rai,cle,LittGr00,rush_td,0,,,,,
player,201212020rai,cle,LittGr00,rush_long,0,,,,,
player,201212020rai,cle,LittGr00,targets,5,,,,,
player,201212020rai,cle,LittGr00,rec,4,,,,,
player,201212020rai,cle,LittGr00,rec_yds,48,,,,,
player,201212020rai,cle,LittGr00,rec_td,0,,,,,
player,201212020rai,cle,LittGr00,rec_long,18,,,,,
player,201212020rai,cle,LittGr00,fumbles,0,,,,,
player,201212020rai,cle,LittGr00,fumbles_lost,0,,,,,
player,201212020rai,cle,CameJo00,pass_cmp,0,,,,,
player,201212020rai,cle,CameJo00,pass_att,0,,,,,
player,201212020rai,cle,CameJo00,pass_yds,0,,,,,
player,201212020rai,cle,CameJo00,pass_td,0,,,,,
player,201212020rai,cle,CameJo00,pass_int,0,,,,,
player,201212020rai,cle,CameJo00,pass_sacked,0,,,,,
player,201212020rai,cle,CameJo00,pass_sacked_yds,0,,,,,
player,201212020rai,cle,CameJo00,pass_long,0,,,,,
player,201212020rai,cle,CameJo00,pass_rating,,,,,,
player,201212020rai,cle,CameJo00,rush_att,0,,,,,
player,201212020rai,cle,CameJo00,rush_yds,0,,,,,
player,201212020rai,cle,CameJo00,rush_td,0,,,,,
player,201212020rai,cle,CameJo00,rush_long,0,,,,,
player,201212020rai,cle,CameJo00,targets,5,,,,,
player,201212020rai,cle,CameJo00,rec,2,,,,,
player,201212020rai,cle,CameJo00,rec_yds,30,,,,,
player,201212020rai,cle,CameJo00,rec_td,0,,,,,
player,201212020rai,cle,CameJo00,rec_long,23,,,,,
player,201212020rai,cle,CameJo00,fumbles,0,,,,,
player,201212020rai,cle,CameJo00,fumbles_lost,0,,,,,
player,201212020rai,cle,BenjTr00,pass_cmp,0,,,,,
player,201212020rai,cle,BenjTr00,pass_att,0,,,,,
player,201212020rai,cle,BenjTr00,pass_yds,0,,,,,
player,201212020rai,cle,BenjTr00,pass_td,0,,,,,
player,201212020rai,cle,BenjTr00,pass_int,0,,,,,
player,201212020rai,cle,BenjTr00,pass_sacked,0,,,,,
player,201212020rai,cle,BenjTr00,pass_sacked_yds,0,,,,,
player,201212020rai,cle,BenjTr00,pass_long,0,,,,,
player,201212020rai,cle,BenjTr00,pass_rating,,,,,,
player,201212020rai,cle,BenjTr00,rush_att,0,,,,,
player,201212020rai,cle,BenjTr00,rush_yds,0,,,,,
player,201212020rai,cle,BenjTr00,rush_td,0,,,,,
player,201212020rai,cle,BenjTr00,rush_long,0,,,,,
player,201212020rai,cle,BenjTr00,targets,1,,,,,
player,201212020rai,cle,BenjTr00,rec,1,,,,,
player,201212020rai,cle,BenjTr00,rec_yds,6,,,,,
player,201212020rai,cle,BenjTr00,rec_td,0,,,,,
player,201212020rai,cle,BenjTr00,rec_long,6,,,,,
player,201212020rai,cle,BenjTr00,fumbles,0,,,,,
player,201212020rai,cle,BenjTr00,fumbles_lost,0,,,,,
player,201212020rai,cle,SmitAl02,pass_cmp,0,,,,,
player,201212020rai,cle,SmitAl02,pass_att,0,,,,,
player,201212020rai,cle,SmitAl02,pass_yds,0,,,,,
player,201212020rai,cle,SmitAl02,pass_td,0,,,,,
player,201212020rai,cle,SmitAl02,pass_int,0,,,,,
player,201212020rai,cle,SmitAl02,pass_sacked,0,,,,,
player,201212020rai,cle,SmitAl02,pass_sacked_yds,0,,,,,
player,201212020rai,cle,SmitAl02,pass_long,0,,,,,
player,201212020rai,cle,SmitAl02,pass_rating,,,,,,
player,201212020rai,cle,SmitAl02,rush_att,0,,,,,
player,201212020rai,cle,SmitAl02,rush_yds,0,,,,,
player,201212020rai,cle,SmitAl02,rush_td,0,,,,,
player,201212020rai,cle,SmitAl02,rush_long,0,,,,,
player,201212020rai,cle,SmitAl02,targets,1,,,,,
player,201212020rai,cle,SmitAl02,rec,1,,,,,
player,201212020rai,cle,SmitAl02,rec_yds,1,,,,,
player,201212020rai,cle,SmitAl02,rec_td,0,,,,,
player,201212020rai,cle,SmitAl02,rec_long,1,,,,,
player,201212020rai,cle,SmitAl02,fumbles,0,,,,,
player,201212020rai,cle,SmitAl02,fumbles_lost,0,,,,,
player,201212020rai,rai,PalmCa00,pass_cmp,34,,,,,
player,201212020rai,rai,PalmCa00,pass_att,54,,,,,
player,201212020rai,rai,PalmCa00,pass_yds,351,,,,,
player,201212020rai,rai,PalmCa00,pass_td,2,,,,,
player,201212020rai,rai,PalmCa00,pass_int,1,,,,,
player,201212020rai,rai,PalmCa00,pass_sacked,1,,,,,
player,201212020rai,rai,PalmCa00,pass_sacked_yds,7,,,,,
player,201212020rai,rai,PalmCa00,pass_long,64,,,,,
player,201212020rai,rai,PalmCa00,pass_rating,86.3,,,,,
player,201212020rai,rai,PalmCa00,rush_att,1,,,,,
player,201212020rai,rai,PalmCa00,rush_yds,3,,,,,
player,201212020rai,rai,PalmCa00,rush_td,0,,,,,
player,201212020rai,rai,PalmCa00,rush_long,3,,,,,
player,201212020rai,rai,PalmCa00,targets,0,,,,,
player,201212020rai,rai,PalmCa00,rec,0,,,,,
player,201212020rai,rai,PalmCa00,rec_yds,0,,,,,
player,201212020rai,rai,PalmCa00,rec_td,0,,,,,
player,201212020rai,rai,PalmCa00,rec_long,0,,,,,
player,201212020rai,rai,PalmCa00,fumbles,0,,,,,
player,201212020rai,rai,PalmCa00,fumbles_lost,0,,,,,
player,201212020rai,rai,StewJe00,pass_cmp,0,,,,,
player,201212020rai,rai,StewJe00,pass_att,0,,,,,
player,201212020rai,rai,StewJe00,pass_yds,0,,,,,
player,201212020rai,rai,StewJe00,pass_td,0,,,,,
player,201212020rai,rai,StewJe00,pass_int,0,,,,,
player,201212020rai,rai,StewJe00,pass_sacked,,,,,,
player,201212020rai,rai,StewJe00,pass_sacked_yds,0,,,,,
player,201212020rai,rai,StewJe00,pass_long,0,,,,,
player,201212020rai,rai,StewJe00,pass_rating,,,,,,
player,201212020rai,rai,StewJe00,rush_att,9,,,,,
player,201212020rai,rai,StewJe00,rush_yds,46,,,,,
player,201212020rai,rai,StewJe00,rush_td,0,,,,,
player,201212020rai,rai,StewJe00,rush_long,14,,,,,
player,201212020rai,rai,StewJe00,targets,1,,,,,
player,201212020rai,rai,StewJe00,rec,1,,,,,
player,201212020rai,rai,StewJe00,rec_yds,2,,,,,
player,201212020rai,rai,StewJe00,rec_td,0,,,,,
player,201212020rai,rai,StewJe00,rec_long,2,,,,,
player,201212020rai,rai,StewJe00,fumbles,0,,,,,
player,201212020rai,rai,StewJe00,fumbles_lost,0,,,,,
player,201212020rai,rai,ReecMa00,pass_cmp,0,,,,,
player,201212020rai,rai,ReecMa00,pass_att,0,,,,,
player,201212020rai,rai,ReecMa00,pass_yds,0,,,,,
player,201212020rai,rai,ReecMa00,pass_td,0,,,,,
player,201212020rai,rai,ReecMa00,pass_int,0,,,,,
player,201212020rai,rai,ReecMa00,pass_sacked,,,,,,
player,201212020rai,rai,ReecMa00,pass_sacked_yds,0,,,,,
player,201212020rai,rai,ReecMa00,pass_long,0,,,,,
player,201212020rai,rai,ReecMa00,pass_rating,,,,,,
player,201212020rai,rai,ReecMa00,rush_att,7,,,,,
player,201212020rai,rai,ReecMa00,rush_yds,36,,,,,
player,201212020rai,rai,ReecMa00,rush_td,0,,,,,
player,201212020rai,rai,ReecMa00,rush_long,12,,,,,
player,201212020rai,rai,ReecMa00,targets,6,,,,,
player,201212020rai,rai,ReecMa00,rec,5,,,,,
player,201212020rai,rai,ReecMa00,rec_yds,20,,,,,
player,201212020rai,rai,ReecMa00,rec_td,0,,,,,
player,201212020rai,rai,ReecMa00,rec_long,11,,,,,
player,201212020rai,rai,ReecMa00,fumbles,0,,,,,
player,201212020rai,rai,ReecMa00,fumbles_lost,0,,,,,
player,201212020rai,rai,MyerBr00,pass_cmp,0,,,,,
player,201212020rai,rai,MyerBr00,pass_att,0,,,,,
player,201212020rai,rai,MyerBr00,pass_yds,0,,,,,
player,201212020rai,rai,MyerBr00,pass_td,0,,,,,
player,201212020rai,rai,MyerBr00,pass_int,0,,,,,
player,201212020rai,rai,MyerBr00,pass_sacked,,,,,,
player,201212020rai,rai,MyerBr00,pass_sacked_yds,0,,,,,
player,201212020rai,rai,MyerBr00,pass_long,0,,,,,
player,201212020rai,rai,MyerBr00,pass_rating,,,,,,
player,201212020rai,rai,MyerBr00,rush_att,0,,,,,
player,201212020rai,rai,MyerBr00,rush_yds,0,,,,,
player,201212020rai,rai,MyerBr00,rush_td,0,,,,,
player,201212020rai,rai,MyerBr00,rush_long,0,,,,,
player,201212020rai,rai,MyerBr00,targets,15,,,,,
player,201212020rai,rai,MyerBr00,rec,14,,,,,
player,201212020rai,rai,MyerBr00,rec_yds,130,,,,,
player,201212020rai,rai,MyerBr00,rec_td,1,,,,,
player,201212020rai,rai,MyerBr00,rec_long,21,,,,,
player,201212020rai,rai,MyerBr00,fumbles,0,,,,,
player,201212020rai,rai,MyerBr00,fumbles_lost,0,,,,,
player,201212020rai,rai,StreRo00,pass_cmp,0,,,,,
player,201212020rai,rai,StreRo00,pass_att,0,,,,,
player,201212020rai,rai,StreRo00,pass_yds,0,,,,,
player,201212020rai,rai,StreRo00,pass_td,0,,,,,
player,201212020rai,rai,StreRo00,pass_int,0,,,,,
player,201212020rai,rai,StreRo00,pass_sacked,,,,,,
player,201212020rai,rai,StreRo00,pass_sacked_yds,0,,,,,
player,201212020rai,rai,StreRo00,pass_long,0,,,,,
player,201212020rai,rai,StreRo00,pass_rating,,,,,,
player,201212020rai,rai,StreRo00,rush_att,0,,,,,
player,201212020rai,rai,StreRo00,rush_yds,0,,,,,
player,201212020rai,rai,StreRo00,rush_td,0,,,,,
player,201212020rai,rai,StreRo00,rush_long,0,,,,,
player,201212020rai,rai,StreRo00,targets,4,,,,,
player,201212020rai,rai,StreRo00,rec,3,,,,,
player,201212020rai,rai,StreRo00,rec_yds,96,,,,,
player,201212020rai,rai,StreRo00,rec_td,1,,,,,
player,201212020rai,rai,StreRo00,rec_long,64,,,,,
player,201212020rai,rai,StreRo00,fumbles,0,,,,,
player,201212020rai,rai,StreRo00,fumbles_lost,0,,,,,
player,201212020rai,rai,HeywDa00,pass_cmp,0,,,,,
player,201212020rai,rai,HeywDa00,pass_att,0,,,,,
player,201212020rai,rai,HeywDa00,pass_yds,0,,,,,
player,201212020rai,rai,HeywDa00,pass_td,0,,,,,
player,201212020rai,rai,HeywDa00,pass_int,0,,,,,
player,201212020rai,rai,HeywDa00,pass_sacked,,,,,,
player,201212020rai,rai,HeywDa00,pass_sacked_yds,0,,,,,
player,201212020rai,rai,HeywDa00,pass_long,0,,,,,
player,201212020rai,rai,HeywDa00,pass_rating,,,,,,
player,201212020rai,rai,HeywDa00,rush_att,0,,,,,
player,201212020rai,rai,HeywDa00,rush_yds,0,,,,,
player,201212020rai,rai,HeywDa00,rush_td,0,,,,,
player,201212020rai,rai,HeywDa00,rush_long,0,,,,,
player,201212020rai,rai,HeywDa00,targets,6,,,,,
player,201212020rai,rai,HeywDa00,rec,4,,,,,
player,201212020rai,rai,HeywDa00,rec_yds,40,,,,,
player,201212020rai,rai,HeywDa00,rec_td,0,,,,,
player,201212020rai,rai,HeywDa00,rec_long,11,,,,,
player,201212020rai,rai,HeywDa00,fumbles,0,,,,,
player,201212020rai,rai,HeywDa00,fumbles_lost,0,,,,,
player,201212020rai,rai,MoorDe02,pass_cmp,0,,,,,
player,201212020rai,rai,MoorDe02,pass_att,0,,,,,
player,201212020rai,rai,MoorDe02,pass_yds,0,,,,,
player,201212020rai,rai,MoorDe02,pass_td,0,,,,,
player,201212020rai,rai,MoorDe02,pass_int,0,,,,,
player,201212020rai,rai,MoorDe02,pass_sacked,,,,,,
player,201212020rai,rai,MoorDe02,pass_sacked_yds,0,,,,,
player,201212020rai,rai,MoorDe02,pass_long,0,,,,,
player,201212020rai,rai,MoorDe02,pass_rating,,,,,,
player,201212020rai,rai,MoorDe02,rush_att,0,,,,,
player,201212020rai,rai,MoorDe02,rush_yds,0,,,,,
player,201212020rai,rai,MoorDe02,rush_td,0,,,,,
player,201212020rai,rai,MoorDe02,rush_long,0,,,,,
player,201212020rai,rai,MoorDe02,targets,8,,,,,
player,201212020rai,rai,MoorDe02,rec,2,,,,,
player,201212020rai,rai,MoorDe02,rec_yds,31,,,,,
player,201212020rai,rai,MoorDe02,rec_td,0,,,,,
player,201212020rai,rai,MoorDe02,rec_long,20,,,,,
player,201212020rai,rai,MoorDe02,fumbles,0,,,,,
player,201212020rai,rai,MoorDe02,fumbles_lost,0,,,,,
player,201212020rai,rai,CrinJu00,pass_cmp,0,,,,,
player,201212020rai,rai,CrinJu00,pass_att,0,,,,,
player,201212020rai,rai,CrinJu00,pass_yds,0,,,,,
player,201212020rai,rai,CrinJu00,pass_td,0,,,,,
player,201212020rai,rai,CrinJu00,pass_int,0,,,,,
player,201212020rai,rai,CrinJu00,pass_sacked,,,,,,
player,201212020rai,rai,CrinJu00,pass_sacked_yds,0,,,,,
player,201212020rai,rai,CrinJu00,pass_long,0,,,,,
player,201212020rai,rai,CrinJu00,pass_rating,,,,,,
player,201212020rai,rai,CrinJu00,rush_att,0,,,,,
player,201212020rai,rai,CrinJu00,rush_yds,0,,,,,
player,201212020rai,rai,CrinJu00,rush_td,0,,,,,
player,201212020rai,rai,CrinJu00,rush_long,0,,,,,
player,201212020rai,rai,CrinJu00,targets,10,,,,,
player,201212020rai,rai,CrinJu00,rec,4,,,,,
player,201212020rai,rai,CrinJu00,rec_yds,26,,,,,
player,201212020rai,rai,CrinJu00,rec_td,0,,,,,
player,201212020rai,rai,CrinJu00,rec_long,8,,,,,
player,201212020rai,rai,CrinJu00,fumbles,1,,,,,
player,201212020rai,rai,CrinJu00,fumbles_lost,0,,,,,
player,201212020rai,rai,HagaDe00,pass_cmp,0,,,,,
player,201212020rai,rai,HagaDe00,pass_att,0,,,,,
player,201212020rai,rai,HagaDe00,pass_yds,0,,,,,
player,201212020rai,rai,HagaDe00,pass_td,0,,,,,
player,201212020rai,rai,HagaDe00,pass_int,0,,,,,
player,201212020rai,rai,HagaDe00,pass_sacked,,,,,,
player,201212020rai,rai,HagaDe00,pass_sacked_yds,0,,,,,
player,201212020rai,rai,HagaDe00,pass_long,0,,,,,
player,201212020rai,rai,HagaDe00,pass_rating,,,,,,
player,201212020rai,rai,HagaDe00,rush_att,0,,,,,
player,201212020rai,rai,HagaDe00,rush_yds,0,,,,,
player,201212020rai,rai,HagaDe00,rush_td,0,,,,,
player,201212020rai,rai,HagaDe00,rush_long,0,,,,,
player,201212020rai,rai,HagaDe00,targets,1,,,,,
player,201212020rai,rai,HagaDe00,rec,1,,,,,
player,201212020rai,rai,HagaDe00,rec_yds,6,,,,,
player,201212020rai,rai,HagaDe00,rec_td,0,,,,,
player,201212020rai,rai,HagaDe00,rec_long,6,,,,,
player,201212020rai,rai,HagaDe00,fumbles,0,,,,,
player,201212020rai,rai,HagaDe00,fumbles_lost,0,,,,,
player,201212020rai,cle,BrowSh20,def_int,1,,,,,
player,201212020rai,cle,BrowSh20,def_int_yds,0,,,,,
player,201212020rai,cle,BrowSh20,def_int_td,0,,,,,
player,201212020rai,cle,BrowSh20,def_int_long,0,,,,,
player,201212020rai,cle,BrowSh20,pass_defended,4,,,,,
player,201212020rai,cle,BrowSh20,sacks,0.0,,,,,
player,201212020rai,cle,BrowSh20,tackles_combined,5,,,,,
player,201212020rai,cle,BrowSh20,tackles_solo,5,,,,,
player,201212020rai,cle,BrowSh20,tackles_assists,0,,,,,
player,201212020rai,cle,BrowSh20,tackles_loss,0,,,,,
player,201212020rai,cle,BrowSh20,qb_hits,0,,,,,
player,201212020rai,cle,BrowSh20,fumbles_rec,0,,,,,
player,201212020rai,cle,BrowSh20,fumbles_rec_yds,0,,,,,
player,201212020rai,cle,BrowSh20,fumbles_rec_td,0,,,,,
player,201212020rai,cle,BrowSh20,fumbles_forced,0,,,,,
player,201212020rai,cle,ThomJu20,def_int,0,,,,,
player,201212020rai,cle,ThomJu20,def_int_yds,0,,,,,
player,201212020rai,cle,ThomJu20,def_int_td,0,,,,,
player,201212020rai,cle,ThomJu20,def_int_long,0,,,,,
player,201212020rai,cle,ThomJu20,pass_defended,0,,,,,
player,201212020rai,cle,ThomJu20,sacks,1.0,,,,,
player,201212020rai,cle,ThomJu20,tackles_combined,1,,,,,
player,201212020rai,cle,ThomJu20,tackles_solo,1,,,,,
player,201212020rai,cle,ThomJu20,tackles_assists,0,,,,,
player,201212020rai,cle,ThomJu20,tackles_loss,1,,,,,
player,201212020rai,cle,ThomJu20,qb_hits,1,,,,,
player,201212020rai,cle,ThomJu20,fumbles_rec,0,,,,,
player,201212020rai,cle,ThomJu20,fumbles_rec_yds,0,,,,,
player,201212020rai,cle,ThomJu20,fumbles_rec_td,0,,,,,
player,201212020rai,cle,ThomJu20,fumbles_forced,0,,,,,
player,201212020rai,cle,GipsTa00,def_int,0,,,,,
player,201212020rai,cle,GipsTa00,def_int_yds,0,,,,,
player,201212020rai,cle,GipsTa00,def_int_td,0,,,,,
player,201212020rai,cle,GipsTa00,def_int_long,0,,,,,
player,201212020rai,cle,GipsTa00,pass_defended,0,,,,,
player,201212020rai,cle,GipsTa00,sacks,0.0,,,,,
player,201212020rai,cle,GipsTa00,tackles_combined,8,,,,,
player,201212020rai,cle,GipsTa00,tackles_solo,7,,,,,
player,201212020rai,cle,GipsTa00,tackles_assists,1,,,,,
player,201212020rai,cle,GipsTa00,tackles_loss,0,,,,,
player,201212020rai,cle,GipsTa00,qb_hits,0,,,,,
player,201212020rai,cle,GipsTa00,fumbles_rec,0,,,,,
player,201212020rai,cle,GipsTa00,fumbles_rec_yds,0,,,,,
player,201212020rai,cle,GipsTa00,fumbles_rec_td,0,,,,,
player,201212020rai,cle,GipsTa00,fumbles_forced,0,,,,,
player,201212020rai,cle,HaggEr00,def_int,0,,,,,
player,201212020rai,cle,HaggEr00,def_int_yds,0,,,,,
player,201212020rai,cle,HaggEr00,def_int_td,0,,,,,
player,201212020rai,cle,HaggEr00,def_int_long,0,,,,,
player,201212020rai,cle,HaggEr00,pass_defended,0,,,,,
player,201212020rai,cle,HaggEr00,sacks,0.0,,,,,
player,201212020rai,cle,HaggEr00,tackles_combined,7,,,,,
player,201212020rai,cle,HaggEr00,tackles_solo,7,,,,,
player,201212020rai,cle,HaggEr00,tackles_assists,0,,,,,
