game,2012,13,20121202,201212020det,clt,"Indianapolis Colts",35,det,"Detroit Lions",33
player,201212020det,clt,BrowDo00,pass_rating,,,,,,
player,201212020det,clt,BrowDo00,rush_att,6,,,,,
player,201212020det,clt,BrowDo00,rush_yds,13,,,,,
player,201212020det,clt,BrowDo00,rush_td,0,,,,,
player,201212020det,clt,BrowDo00,rush_long,7,,,,,
player,201212020det,clt,BrowDo00,targets,2,,,,,
player,201212020det,clt,BrowDo00,rec,2,,,,,
player,201212020det,clt,BrowDo00,rec_yds,10,,,,,
player,201212020det,clt,BrowDo00,rec_td,0,,,,,
player,201212020det,clt,BrowDo00,rec_long,5,,,,,
player,201212020det,clt,BrowDo00,fumbles,0,,,,,
player,201212020det,clt,BrowDo00,fumbles_lost,0,,,,,
player,201212020det,clt,HiltT.00,pass_cmp,0,,,,,
player,201212020det,clt,HiltT.00,pass_att,0,,,,,
player,201212020det,clt,HiltT.00,pass_yds,0,,,,,
player,201212020det,clt,HiltT.00,pass_td,0,,,,,
player,201212020det,clt,HiltT.00,pass_int,0,,,,,
player,201212020det,clt,HiltT.00,pass_sacked,0,,,,,
player,201212020det,clt,HiltT.00,pass_sacked_yds,0,,,,,
player,201212020det,clt,HiltT.00,pass_long,0,,,,,
player,201212020det,clt,HiltT.00,pass_rating,,,,,,
player,201212020det,clt,HiltT.00,rush_att,0,,,,,
player,201212020det,clt,HiltT.00,rush_yds,0,,,,,
player,201212020det,clt,HiltT.00,rush_td,0,,,,,
player,201212020det,clt,HiltT.00,rush_long,0,,,,,
player,201212020det,clt,HiltT.00,targets,12,,,,,
player,201212020det,clt,HiltT.00,rec,6,,,,,
player,201212020det,clt,HiltT.00,rec_yds,100,,,,,
player,201212020det,clt,HiltT.00,rec_td,0,,,,,
player,201212020det,clt,HiltT.00,rec_long,60,,,,,
player,201212020det,clt,HiltT.00,fumbles,0,,,,,
player,201212020det,clt,HiltT.00,fumbles_lost,0,,,,,
player,201212020det,clt,AverDo00,pass_cmp,0,,,,,
player,201212020det,clt,AverDo00,pass_att,0,,,,,
player,201212020det,clt,AverDo00,pass_yds,0,,,,,
player,201212020det,clt,AverDo00,pass_td,0,,,,,
player,201212020det,clt,AverDo00,pass_int,0,,,,,
player,201212020det,clt,AverDo00,pass_sacked,0,,,,,
player,201212020det,clt,AverDo00,pass_sacked_yds,0,,,,,
player,201212020det,clt,AverDo00,pass_long,0,,,,,
player,201212020det,clt,AverDo00,pass_rating,,,,,,
player,201212020det,clt,AverDo00,rush_att,0,,,,,
player,201212020det,clt,AverDo00,rush_yds,0,,,,,
player,201212020det,clt,AverDo00,rush_td,0,,,,,
player,201212020det,clt,AverDo00,rush_long,0,,,,,
player,201212020det,clt,AverDo00,targets,14,,,,,
player,201212020det,clt,AverDo00,rec,5,,,,,
player,201212020det,clt,AverDo00,rec_yds,91,,,,,
player,201212020det,clt,AverDo00,rec_td,2,,,,,
player,201212020det,clt,AverDo00,rec_long,42,,,,,
player,201212020det,clt,AverDo00,fumbles,0,,,,,
player,201212020det,clt,AverDo00,fumbles_lost,0,,,,,
player,201212020det,clt,WaynRe00,pass_cmp,0,,,,,
player,201212020det,clt,WaynRe00,pass_att,0,,,,,
player,201212020det,clt,WaynRe00,pass_yds,0,,,,,
player,201212020det,clt,WaynRe00,pass_td,0,,,,,
player,201212020det,clt,WaynRe00,pass_int,0,,,,,
player,201212020det,clt,WaynRe00,pass_sacked,0,,,,,
player,201212020det,clt,WaynRe00,pass_sacked_yds,0,,,,,
player,201212020det,clt,WaynRe00,pass_long,0,,,,,
player,201212020det,clt,WaynRe00,pass_rating,,,,,,
player,201212020det,clt,WaynRe00,rush_att,0,,,,,
player,201212020det,clt,WaynRe00,rush_yds,0,,,,,
player,201212020det,clt,WaynRe00,rush_td,0,,,,,
player,201212020det,clt,WaynRe00,rush_long,0,,,,,
player,201212020det,clt,WaynRe00,targets,9,,,,,
player,201212020det,clt,WaynRe00,rec,4,,,,,
player,201212020det,clt,WaynRe00,rec_yds,51,,,,,
player,201212020det,clt,WaynRe00,rec_td,0,,,,,
player,201212020det,clt,WaynRe00,rec_long,26,,,,,
player,201212020det,clt,WaynRe00,fumbles,0,,,,,
player,201212020det,clt,WaynRe00,fumbles_lost,0,,,,,
player,201212020det,clt,AlleDw00,pass_cmp,0,,,,,
player,201212020det,clt,AlleDw00,pass_att,0,,,,,
player,201212020det,clt,AlleDw00,pass_yds,0,,,,,
player,201212020det,clt,AlleDw00,pass_td,0,,,,,
player,201212020det,clt,AlleDw00,pass_int,0,,,,,
player,201212020det,clt,AlleDw00,pass_sacked,0,,,,,
player,201212020det,clt,AlleDw00,pass_sacked_yds,0,,,,,
player,201212020det,clt,AlleDw00,pass_long,0,,,,,
player,201212020det,clt,AlleDw00,pass_rating,,,,,,
player,201212020det,clt,AlleDw00,rush_att,0,,,,,
player,201212020det,clt,AlleDw00,rush_yds,0,,,,,
player,201212020det,clt,AlleDw00,rush_td,0,,,,,
player,201212020det,clt,AlleDw00,rush_long,0,,,,,
player,201212020det,clt,AlleDw00,targets,5,,,,,
player,201212020det,clt,AlleDw00,rec,2,,,,,
player,201212020det,clt,AlleDw00,rec_yds,50,,,,,
player,201212020det,clt,AlleDw00,rec_td,0,,,,,
player,201212020det,clt,AlleDw00,rec_long,40,,,,,
player,201212020det,clt,AlleDw00,fumbles,0,,,,,
player,201212020det,clt,AlleDw00,fumbles_lost,0,,,,,
player,201212020det,clt,BrazLa00,pass_cmp,0,,,,,
player,201212020det,clt,BrazLa00,pass_att,0,,,,,
player,201212020det,clt,BrazLa00,pass_yds,0,,,,,
player,201212020det,clt,BrazLa00,pass_td,0,,,,,
player,201212020det,clt,BrazLa00,pass_int,0,,,,,
player,201212020det,clt,BrazLa00,pass_sacked,0,,,,,
player,201212020det,clt,BrazLa00,pass_sacked_yds,0,,,,,
player,201212020det,clt,BrazLa00,pass_long,0,,,,,
player,201212020det,clt,BrazLa00,pass_rating,,,,,,
player,201212020det,clt,BrazLa00,rush_att,0,,,,,
player,201212020det,clt,BrazLa00,rush_yds,0,,,,,
player,201212020det,clt,BrazLa00,rush_td,0,,,,,
player,201212020det,clt,BrazLa00,rush_long,0,,,,,
player,201212020det,clt,BrazLa00,targets,4,,,,,
player,201212020det,clt,BrazLa00,rec,1,,,,,
player,201212020det,clt,BrazLa00,rec_yds,42,,,,,
player,201212020det,clt,BrazLa00,rec_td,1,,,,,
player,201212020det,clt,BrazLa00,rec_long,42,,,,,
player,201212020det,clt,BrazLa00,fumbles,0,,,,,
player,201212020det,clt,BrazLa00,fumbles_lost,0,,,,,
player,201212020det,clt,FleeCo00,pass_cmp,0,,,,,
player,201212020det,clt,FleeCo00,pass_att,0,,,,,
player,201212020det,clt,FleeCo00,pass_yds,0,,,,,
player,201212020det,clt,FleeCo00,pass_td,0,,,,,
player,201212020det,clt,FleeCo00,pass_int,0,,,,,
player,201212020det,clt,FleeCo00,pass_sacked,0,,,,,
player,201212020det,clt,FleeCo00,pass_sacked_yds,0,,,,,
player,201212020det,clt,FleeCo00,pass_long,0,,,,,
player,201212020det,clt,FleeCo00,pass_rating,,,,,,
player,201212020det,clt,FleeCo00,rush_att,0,,,,,
player,201212020det,clt,FleeCo00,rush_yds,0,,,,,
player,201212020det,clt,FleeCo00,rush_td,0,,,,,
player,201212020det,clt,FleeCo00,rush_long,0,,,,,
player,201212020det,clt,FleeCo00,targets,2,,,,,
player,201212020det,clt,FleeCo00,rec,1,,,,,
player,201212020det,clt,FleeCo00,rec_yds,26,,,,,
player,201212020det,clt,FleeCo00,rec_td,1,,,,,
player,201212020det,clt,FleeCo00,rec_long,26,,,,,
player,201212020det,clt,FleeCo00,fumbles,0,,,,,
player,201212020det,clt,FleeCo00,fumbles_lost,0,,,,,
player,201212020det,det,StafMa00,pass_cmp,27,,,,,
player,201212020det,det,StafMa00,pass_att,46,,,,,
player,201212020det,det,StafMa00,pass_yds,313,,,,,
player,201212020det,det,StafMa00,pass_td,2,,,,,
player,201212020det,det,StafMa00,pass_int,1,,,,,
player,201212020det,det,StafMa00,pass_sacked,0,,,,,
player,201212020det,det,StafMa00,pass_sacked_yds,0,,,,,
player,201212020det,det,StafMa00,pass_long,46,,,,,
player,201212020det,det,StafMa00,pass_rating,84.8,,,,,
player,201212020det,det,StafMa00,rush_att,1,,,,,
player,201212020det,det,StafMa00,rush_yds,0,,,,,
player,201212020det,det,StafMa00,rush_td,0,,,,,
player,201212020det,det,StafMa00,rush_long,0,,,,,
player,201212020det,det,StafMa00,targets,0,,,,,
player,201212020det,det,StafMa00,rec,0,,,,,
player,201212020det,det,StafMa00,rec_yds,0,,,,,
player,201212020det,det,StafMa00,rec_td,0,,,,,
player,201212020det,det,StafMa00,rec_long,0,,,,,
player,201212020det,det,StafMa00,fumbles,1,,,,,
player,201212020det,det,StafMa00,fumbles_lost,0,,,,,
player,201212020det,det,BellJo01,pass_cmp,0,,,,,
player,201212020det,det,BellJo01,pass_att,0,,,,,
player,201212020det,det,BellJo01,pass_yds,0,,,,,
player,201212020det,det,BellJo01,pass_td,0,,,,,
player,201212020det,det,BellJo01,pass_int,0,,,,,
player,201212020det,det,BellJo01,pass_sacked,0,,,,,
player,201212020det,det,BellJo01,pass_sacked_yds,0,,,,,
player,201212020det,det,BellJo01,pass_long,0,,,,,
player,201212020det,det,BellJo01,pass_rating,,,,,,
player,201212020det,det,BellJo01,rush_att,7,,,,,
player,201212020det,det,BellJo01,rush_yds,81,,,,,
player,201212020det,det,BellJo01,rush_td,0,,,,,
player,201212020det,det,BellJo01,rush_long,67,,,,,
player,201212020det,det,BellJo01,targets,3,,,,,
player,201212020det,det,BellJo01,rec,3,,,,,
player,201212020det,det,BellJo01,rec_yds,21,,,,,
player,201212020det,det,BellJo01,rec_td,0,,,,,
player,201212020det,det,BellJo01,rec_long,15,,,,,
player,201212020det,det,BellJo01,fumbles,0,,,,,
player,201212020det,det,BellJo01,fumbles_lost,0,,,,,
player,201212020det,det,LeshMi00,pass_cmp,0,,,,,
player,201212020det,det,LeshMi00,pass_att,0,,,,,
player,201212020det,det,LeshMi00,pass_yds,0,,,,,
player,201212020det,det,LeshMi00,pass_td,0,,,,,
player,201212020det,det,LeshMi00,pass_int,0,,,,,
player,201212020det,det,LeshMi00,pass_sacked,0,,,,,
player,201212020det,det,LeshMi00,pass_sacked_yds,0,,,,,
player,201212020det,det,LeshMi00,pass_long,0,,,,,
player,201212020det,det,LeshMi00,pass_rating,,,,,,
player,201212020det,det,LeshMi00,rush_att,21,,,,,
player,201212020det,det,LeshMi00,rush_yds,57,,,,,
player,201212020det,det,LeshMi00,rush_td,1,,,,,
player,201212020det,det,LeshMi00,rush_long,7,,,,,
player,201212020det,det,LeshMi00,targets,3,,,,,
player,201212020det,det,LeshMi00,rec,2,,,,,
player,201212020det,det,LeshMi00,rec_yds,16,,,,,
player,201212020det,det,LeshMi00,rec_td,0,,,,,
player,201212020det,det,LeshMi00,rec_long,13,,,,,
player,201212020det,det,LeshMi00,fumbles,0,,,,,
player,201212020det,det,LeshMi00,fumbles_lost,0,,,,,
player,201212020det,det,JohnCa00,pass_cmp,0,,,,,
player,201212020det,det,JohnCa00,pass_att,0,,,,,
player,201212020det,det,JohnCa00,pass_yds,0,,,,,
player,201212020det,det,JohnCa00,pass_td,0,,,,,
player,201212020det,det,JohnCa00,pass_int,0,,,,,
player,201212020det,det,JohnCa00,pass_sacked,0,,,,,
player,201212020det,det,JohnCa00,pass_sacked_yds,0,,,,,
player,201212020det,det,JohnCa00,pass_long,0,,,,,
player,201212020det,det,JohnCa00,pass_rating,,,,,,
player,201212020det,det,JohnCa00,rush_att,0,,,,,
player,201212020det,det,JohnCa00,rush_yds,0,,,,,
player,201212020det,det,JohnCa00,rush_td,0,,,,,
player,201212020det,det,JohnCa00,rush_long,0,,,,,
player,201212020det,det,JohnCa00,targets,20,,,,,
player,201212020det,det,JohnCa00,rec,13,,,,,
player,201212020det,det,JohnCa00,rec_yds,171,,,,,
player,201212020det,det,JohnCa00,rec_td,1,,,,,
player,201212020det,det,JohnCa00,rec_long,46,,,,,
player,201212020det,det,JohnCa00,fumbles,0,,,,,
player,201212020det,det,JohnCa00,fumbles_lost,0,,,,,
player,201212020det,det,ScheTo00,pass_cmp,0,,,,,
player,201212020det,det,ScheTo00,pass_att,0,,,,,
player,201212020det,det,ScheTo00,pass_yds,0,,,,,
player,201212020det,det,ScheTo00,pass_td,0,,,,,
player,201212020det,det,ScheTo00,pass_int,0,,,,,
player,201212020det,det,ScheTo00,pass_sacked,0,,,,,
player,201212020det,det,ScheTo00,pass_sacked_yds,0,,,,,
player,201212020det,det,ScheTo00,pass_long,0,,,,,
player,201212020det,det,ScheTo00,pass_rating,,,,,,
player,201212020det,det,ScheTo00,rush_att,0,,,,,
player,201212020det,det,ScheTo00,rush_yds,0,,,,,
player,201212020det,det,ScheTo00,rush_td,0,,,,,
player,201212020det,det,ScheTo00,rush_long,0,,,,,
player,201212020det,det,ScheTo00,targets,5,,,,,
player,201212020det,det,ScheTo00,rec,3,,,,,
player,201212020det,det,ScheTo00,rec_yds,55,,,,,
player,201212020det,det,ScheTo00,rec_td,0,,,,,
player,201212020det,det,ScheTo00,rec_long,39,,,,,
player,201212020det,det,ScheTo00,fumbles,0,,,,,
player,201212020det,det,ScheTo00,fumbles_lost,0,,,,,
player,201212020det,det,PettBr00,pass_cmp,0,,,,,
player,201212020det,det,PettBr00,pass_att,0,,,,,
player,201212020det,det,PettBr00,pass_yds,0,,,,,
player,201212020det,det,PettBr00,pass_td,0,,,,,
player,201212020det,det,PettBr00,pass_int,0,,,,,
player,201212020det,det,PettBr00,pass_sacked,0,,,,,
player,201212020det,det,PettBr00,pass_sacked_yds,0,,,,,
player,201212020det,det,PettBr00,pass_long,0,,,,,
player,201212020det,det,PettBr00,pass_rating,,,,,,
player,201212020det,det,PettBr00,rush_att,0,,,,,
player,201212020det,det,PettBr00,rush_yds,0,,,,,
player,201212020det,det,PettBr00,rush_td,0,,,,,
player,201212020det,det,PettBr00,rush_long,0,,,,,
player,201212020det,det,PettBr00,targets,8,,,,,
player,201212020det,det,PettBr00,rec,3,,,,,
player,201212020det,det,PettBr00,rec_yds,43,,,,,
player,201212020det,det,PettBr00,rec_td,1,,,,,
player,201212020det,det,PettBr00,rec_long,17,,,,,
player,201212020det,det,PettBr00,fumbles,0,,,,,
player,201212020det,det,PettBr00,fumbles_lost,0,,,,,
player,201212020det,det,HellWi00,pass_cmp,0,,,,,
player,201212020det,det,HellWi00,pass_att,0,,,,,
player,201212020det,det,HellWi00,pass_yds,0,,,,,
player,201212020det,det,HellWi00,pass_td,0,,,,,
player,201212020det,det,HellWi00,pass_int,0,,,,,
player,201212020det,det,HellWi00,pass_sacked,0,,,,,
player,201212020det,det,HellWi00,pass_sacked_yds,0,,,,,
player,201212020det,det,HellWi00,pass_long,0,,,,,
player,201212020det,det,HellWi00,pass_rating,,,,,,
player,201212020det,det,HellWi00,rush_att,0,,,,,
player,201212020det,det,HellWi00,rush_yds,0,,,,,
player,201212020det,det,HellWi00,rush_td,0,,,,,
player,201212020det,det,HellWi00,rush_long,0,,,,,
player,201212020det,det,HellWi00,targets,1,,,,,
player,201212020det,det,HellWi00,rec,1,,,,,
player,201212020det,det,HellWi00,rec_yds,5,,,,,
player,201212020det,det,HellWi00,rec_td,0,,,,,
player,201212020det,det,HellWi00,rec_long,5,,,,,
player,201212020det,det,HellWi00,fumbles,0,,,,,
player,201212020det,det,HellWi00,fumbles_lost,0,,,,,
player,201212020det,det,BroyRy00,pass_cmp,0,,,,,
player,201212020det,det,BroyRy00,pass_att,0,,,,,
player,201212020det,det,BroyRy00,pass_yds,0,,,,,
player,201212020det,det,BroyRy00,pass_td,0,,,,,
player,201212020det,det,BroyRy00,pass_int,0,,,,,
player,201212020det,det,BroyRy00,pass_sacked,0,,,,,
player,201212020det,det,BroyRy00,pass_sacked_yds,0,,,,,
player,201212020det,det,BroyRy00,pass_long,0,,,,,
player,201212020det,det,BroyRy00,pass_rating,,,,,,
player,201212020det,det,BroyRy00,rush_att,0,,,,,
player,201212020det,det,BroyRy00,rush_yds,0,,,,,
player,201212020det,det,BroyRy00,rush_td,0,,,,,
player,201212020det,det,BroyRy00,rush_long,0,,,,,
player,201212020det,det,BroyRy00,targets,1,,,,,
player,201212020det,det,BroyRy00,rec,1,,,,,
player,201212020det,det,BroyRy00,rec_yds,3,,,,,
player,201212020det,det,BroyRy00,rec_td,0,,,,,
player,201212020det,det,BroyRy00,rec_long,3,,,,,
player,201212020det,det,BroyRy00,fumbles,0,,,,,
player,201212020det,det,BroyRy00,fumbles_lost,0,,,,,
player,201212020det,det,SmitKe02,pass_cmp,0,,,,,
player,201212020det,det,SmitKe02,pass_att,0,,,,,
player,201212020det,det,SmitKe02,pass_yds,0,,,,,
player,201212020det,det,SmitKe02,pass_td,0,,,,,
player,201212020det,det,SmitKe02,pass_int,0,,,,,
player,201212020det,det,SmitKe02,pass_sacked,0,,,,,
player,201212020det,det,SmitKe02,pass_sacked_yds,0,,,,,
player,201212020det,det,SmitKe02,pass_long,0,,,,,
player,201212020det,det,SmitKe02,pass_rating,,,,,,
player,201212020det,det,SmitKe02,rush_att,0,,,,,
player,201212020det,det,SmitKe02,rush_yds,0,,,,,
player,201212020det,det,SmitKe02,rush_td,0,,,,,
player,201212020det,det,SmitKe02,rush_long,0,,,,,
player,201212020det,det,SmitKe02,targets,1,,,,,
player,201212020det,det,SmitKe02,rec,0,,,,,
player,201212020det,det,SmitKe02,rec_yds,0,,,,,
player,201212020det,det,SmitKe02,rec_td,0,,,,,
player,201212020det,det,SmitKe02,rec_long,0,,,,,
player,201212020det,det,SmitKe02,fumbles,0,,,,,
player,201212020det,det,SmitKe02,fumbles_lost,0,,,,,
player,201212020det,det,ThomMi01,pass_cmp,0,,,,,
player,201212020det,det,ThomMi01,pass_att,0,,,,,
player,201212020det,det,ThomMi01,pass_yds,0,,,,,
player,201212020det,det,ThomMi01,pass_td,0,,,,,
player,201212020det,det,ThomMi01,pass_int,0,,,,,
player,201212020det,det,ThomMi01,pass_sacked,0,,,,,
player,201212020det,det,ThomMi01,pass_sacked_yds,0,,,,,
player,201212020det,det,ThomMi01,pass_long,0,,,,,
player,201212020det,det,ThomMi01,pass_rating,,,,,,
player,201212020det,det,ThomMi01,rush_att,0,,,,,
player,201212020det,det,ThomMi01,rush_yds,0,,,,,
player,201212020det,det,ThomMi01,rush_td,0,,,,,
player,201212020det,det,ThomMi01,rush_long,0,,,,,
player,201212020det,det,ThomMi01,targets,4,,,,,
player,201212020det,det,ThomMi01,rec,1,,,,,
player,201212020det,det,ThomMi01,rec_yds,-1,,,,,
player,201212020det,det,ThomMi01,rec_td,0,,,,,
player,201212020det,det,ThomMi01,rec_long,-1,,,,,
player,201212020det,det,ThomMi01,fumbles,0,,,,,
player,201212020det,det,ThomMi01,fumbles_lost,0,,,,,
player,201212020det,clt,MathRo20,def_int,1,,,,,
player,201212020det,clt,MathRo20,def_int_yds,1,,,,,
player,201212020det,clt,MathRo20,def_int_td,0,,,,,
player,201212020det,clt,MathRo20,def_int_long,1,,,,,
player,201212020det,clt,MathRo20,pass_defended,1,,,,,
player,201212020det,clt,MathRo20,sacks,0.0,,,,,
player,201212020det,clt,MathRo20,tackles_combined,1,,,,,
player,201212020det,clt,MathRo20,tackles_solo,1,,,,,
player,201212020det,clt,MathRo20,tackles_assists,0,,,,,
player,201212020det,clt,MathRo20,tackles_loss,0,,,,,
player,201212020det,clt,MathRo20,qb_hits,1,,,,,
player,201212020det,clt,MathRo20,fumbles_rec,0,,,,,
player,201212020det,clt,MathRo20,fumbles_rec_yds,0,,,,,
player,201212020det,clt,MathRo20,fumbles_rec_td,0,,,,,
player,201212020det,clt,MathRo20,fumbles_forced,0,,,,,
player,201212020det,clt,VaugCa00,def_int,0,,,,,
player,201212020det,clt,VaugCa00,def_int_yds,0,,,,,
player,201212020det,clt,VaugCa00,def_int_td,0,,,,,
player,201212020det,clt,VaugCa00,def_int_long,0,,,,,
player,201212020det,clt,VaugCa00,pass_defended,2,,,,,
player,201212020det,clt,VaugCa00,sacks,0.0,,,,,
player,201212020det,clt,VaugCa00,tackles_combined,9,,,,,
player,201212020det,clt,VaugCa00,tackles_solo,8,,,,,
player,201212020det,clt,VaugCa00,tackles_assists,1,,,,,
player,201212020det,clt,VaugCa00,tackles_loss,0,,,,,
player,201212020det,clt,VaugCa00,qb_hits,0,,,,,
player,201212020det,clt,VaugCa00,fumbles_rec,0,,,,,
player,201212020det,clt,VaugCa00,fumbles_rec_yds,0,,,,,
player,201212020det,clt,VaugCa00,fumbles_rec_td,0,,,,,
player,201212020det,clt,VaugCa00,fumbles_forced,0,,,,,
player,201212020det,clt,FokoMo99,def_int,0,,,,,
player,201212020det,clt,FokoMo99,def_int_yds,0,,,,,
player,201212020det,clt,FokoMo99,def_int_td,0,,,,,
player,201212020det,clt,FokoMo99,def_int_long,0,,,,,
player,201212020det,clt,FokoMo99,pass_defended,0,,,,,
player,201212020det,clt,FokoMo99,sacks,0.0,,,,,
player,201212020det,clt,FokoMo99,tackles_combined,7,,,,,
player,201212020det,clt,FokoMo99,tackles_solo,4,,,,,
player,201212020det,clt,FokoMo99,tackles_assists,3,,,,,
player,201212020det,clt,FokoMo99,tackles_loss,0,,,,,
player,201212020det,clt,FokoMo99,qb_hits,1,,,,,
player,201212020det,clt,FokoMo99,fumbles_rec,0,,,,,
player,201212020det,clt,FokoMo99,fumbles_rec_yds,0,,,,,
player,201212020det,clt,FokoMo99,fumbles_rec_td,0,,,,,
player,201212020det,clt,FokoMo99,fumbles_forced,0,,,,,
player,201212020det,clt,BethAn20,def_int,0,,,,,
player,201212020det,clt,BethAn20,def_int_yds,0,,,,,
player,201212020det,clt,BethAn20,def_int_td,0,,,,,
player,201212020det,clt,BethAn20,def_int_long,0,,,,,
player,201212020det,clt,BethAn20,pass_defended,2,,,,,
player,201212020det,clt,BethAn20,sacks,0.0,,,,,
player,201212020det,clt,BethAn20,tackles_combined,6,,,,,
player,201212020det,clt,BethAn20,tackles_solo,5,,,,,
player,201212020det,clt,BethAn20,tackles_assists,1,,,,,
player,201212020det,clt,BethAn20,tackles_loss,0,,,,,
player,201212020det,clt,BethAn20,qb_hits,0,,,,,
player,201212020det,clt,BethAn20,fumbles_rec,0,,,,,
player,201212020det,clt,BethAn20,fumbles_rec_yds,0,,,,,
player,201212020det,clt,BethAn20,fumbles_rec_td,0,,,,,
player,201212020det,clt,BethAn20,fumbles_forced,0,,,,,
player,201212020det,clt,DaviVo99,def_int,0,,,,,
player,201212020det,clt,DaviVo99,def_int_yds,0,,,,,
player,201212020det,clt,DaviVo99,def_int_td,0,,,,,
player,201212020det,clt,DaviVo99,def_int_long,0,,,,,
player,201212020det,clt,DaviVo99,pass_defended,0,,,,,
player,201212020det,clt,DaviVo99,sacks,0.0,,,,,
player,201212020det,clt,DaviVo99,tackles_combined,6,,,,,
player,201212020det,clt,DaviVo99,tackles_solo,6,,,,,
player,201212020det,clt,DaviVo99,tackles_assists,0,,,,,
player,201212020det,clt,DaviVo99,tackles_loss,1,,,,,
player,201212020det,clt,DaviVo99,qb_hits,0,,,,,
player,201212020det,clt,DaviVo99,fumbles_rec,0,,,,,
player,201212020det,clt,DaviVo99,fumbles_rec_yds,0,,,,,
