game,2012,4,20120930,201209300crd,mia,"Miami Dolphins",21,crd,"Arizona Cardinals",24
player,201209300crd,mia,DansKa20,tackles_loss,2,,,,,
player,201209300crd,mia,DansKa20,qb_hits,1,,,,,
player,201209300crd,mia,DansKa20,fumbles_rec,0,,,,,
player,201209300crd,mia,DansKa20,fumbles_rec_yds,0,,,,,
player,201209300crd,mia,DansKa20,fumbles_rec_td,0,,,,,
player,201209300crd,mia,DansKa20,fumbles_forced,0,,,,,
player,201209300crd,mia,OdriJa99,def_int,0,,,,,
player,201209300crd,mia,OdriJa99,def_int_yds,0,,,,,
player,201209300crd,mia,OdriJa99,def_int_td,0,,,,,
player,201209300crd,mia,OdriJa99,def_int_long,0,,,,,
player,201209300crd,mia,OdriJa99,pass_defended,0,,,,,
player,201209300crd,mia,OdriJa99,sacks,1.0,,,,,
player,201209300crd,mia,OdriJa99,tackles_combined,3,,,,,
player,201209300crd,mia,OdriJa99,tackles_solo,3,,,,,
player,201209300crd,mia,OdriJa99,tackles_assists,0,,,,,
player,201209300crd,mia,OdriJa99,tackles_loss,1,,,,,
player,201209300crd,mia,OdriJa99,qb_hits,1,,,,,
player,201209300crd,mia,OdriJa99,fumbles_rec,0,,,,,
player,201209300crd,mia,OdriJa99,fumbles_rec_yds,0,,,,,
player,201209300crd,mia,OdriJa99,fumbles_rec_td,0,,,,,
player,201209300crd,mia,OdriJa99,fumbles_forced,0,,,,,
player,201209300crd,mia,BurnKe20,def_int,0,,,,,
player,201209300crd,mia,BurnKe20,def_int_yds,0,,,,,
player,201209300crd,mia,BurnKe20,def_int_td,0,,,,,
player,201209300crd,mia,BurnKe20,def_int_long,0,,,,,
player,201209300crd,mia,BurnKe20,pass_defended,0,,,,,
player,201209300crd,mia,BurnKe20,sacks,0.0,,,,,
player,201209300crd,mia,BurnKe20,tackles_combined,8,,,,,
player,201209300crd,mia,BurnKe20,tackles_solo,8,,,,,
player,201209300crd,mia,BurnKe20,tackles_assists,0,,,,,
player,201209300crd,mia,BurnKe20,tackles_loss,0,,,,,
player,201209300crd,mia,BurnKe20,qb_hits,0,,,,,
player,201209300crd,mia,BurnKe20,fumbles_rec,0,,,,,
player,201209300crd,mia,BurnKe20,fumbles_rec_yds,0,,,,,
player,201209300crd,mia,BurnKe20,fumbles_rec_td,0,,,,,
player,201209300crd,mia,BurnKe20,fumbles_forced,0,,,,,
player,201209300crd,mia,CarrNo00,def_int,0,,,,,
player,201209300crd,mia,CarrNo00,def_int_yds,0,,,,,
player,201209300crd,mia,CarrNo00,def_int_td,0,,,,,
player,201209300crd,mia,CarrNo00,def_int_long,0,,,,,
player,201209300crd,mia,CarrNo00,pass_defended,0,,,,,
player,201209300crd,mia,CarrNo00,sacks,0.0,,,,,
player,201209300crd,mia,CarrNo00,tackles_combined,8,,,,,
player,201209300crd,mia,CarrNo00,tackles_solo,7,,,,,
player,201209300crd,mia,CarrNo00,tackles_assists,1,,,,,
player,201209300crd,mia,CarrNo00,tackles_loss,0,,,,,
player,201209300crd,mia,CarrNo00,qb_hits,0,,,,,
player,201209300crd,mia,CarrNo00,fumbles_rec,0,,,,,
player,201209300crd,mia,CarrNo00,fumbles_rec_yds,0,,,,,
player,201209300crd,mia,CarrNo00,fumbles_rec_td,0,,,,,
player,201209300crd,mia,CarrNo00,fumbles_forced,0,,,,,
player,201209300crd,mia,JoneRe99,def_int,0,,,,,
player,201209300crd,mia,JoneRe99,def_int_yds,0,,,,,
player,201209300crd,mia,JoneRe99,def_int_td,0,,,,,
player,201209300crd,mia,JoneRe99,def_int_long,0,,,,,
player,201209300crd,mia,JoneRe99,pass_defended,0,,,,,
player,201209300crd,mia,JoneRe99,sacks,0.0,,,,,
player,201209300crd,mia,JoneRe99,tackles_combined,4,,,,,
player,201209300crd,mia,JoneRe99,tackles_solo,3,,,,,
player,201209300crd,mia,JoneRe99,tackles_assists,1,,,,,
player,201209300crd,mia,JoneRe99,tackles_loss,0,,,,,
player,201209300crd,mia,JoneRe99,qb_hits,0,,,,,
player,201209300crd,mia,JoneRe99,fumbles_rec,0,,,,,
player,201209300crd,mia,JoneRe99,fumbles_rec_yds,0,,,,,
player,201209300crd,mia,JoneRe99,fumbles_rec_td,0,,,,,
player,201209300crd,mia,JoneRe99,fumbles_forced,0,,,,,
player,201209300crd,mia,MarsRi20,def_int,0,,,,,
player,201209300crd,mia,MarsRi20,def_int_yds,0,,,,,
player,201209300crd,mia,MarsRi20,def_int_td,0,,,,,
player,201209300crd,mia,MarsRi20,def_int_long,0,,,,,
player,201209300crd,mia,MarsRi20,pass_defended,2,,,,,
player,201209300crd,mia,MarsRi20,sacks,0.0,,,,,
player,201209300crd,mia,MarsRi20,tackles_combined,4,,,,,
player,201209300crd,mia,MarsRi20,tackles_solo,4,,,,,
player,201209300crd,mia,MarsRi20,tackles_assists,0,,,,,
player,201209300crd,mia,MarsRi20,tackles_loss,0,,,,,
player,201209300crd,mia,MarsRi20,qb_hits,0,,,,,
player,201209300crd,mia,MarsRi20,fumbles_rec,0,,,,,
player,201209300crd,mia,MarsRi20,fumbles_rec_yds,0,,,,,
player,201209300crd,mia,MarsRi20,fumbles_rec_td,0,,,,,
player,201209300crd,mia,MarsRi20,fumbles_forced,0,,,,,
player,201209300crd,mia,WilsJi00,def_int,0,,,,,
player,201209300crd,mia,WilsJi00,def_int_yds,0,,,,,
player,201209300crd,mia,WilsJi00,def_int_td,0,,,,,
player,201209300crd,mia,WilsJi00,def_int_long,0,,,,,
player,201209300crd,mia,WilsJi00,pass_defended,0,,,,,
player,201209300crd,mia,WilsJi00,sacks,0.0,,,,,
player,201209300crd,mia,WilsJi00,tackles_combined,3,,,,,
player,201209300crd,mia,WilsJi00,tackles_solo,3,,,,,
player,201209300crd,mia,WilsJi00,tackles_assists,0,,,,,
player,201209300crd,mia,WilsJi00,tackles_loss,0,,,,,
player,201209300crd,mia,WilsJi00,qb_hits,0,,,,,
player,201209300crd,mia,WilsJi00,fumbles_rec,0,,,,,
player,201209300crd,mia,WilsJi00,fumbles_rec_yds,0,,,,,
player,201209300crd,mia,WilsJi00,fumbles_rec_td,0,,,,,
player,201209300crd,mia,WilsJi00,fumbles_forced,0,,,,,
player,201209300crd,mia,CarpDa44,def_int,0,,,,,
player,201209300crd,mia,CarpDa44,def_int_yds,0,,,,,
player,201209300crd,mia,CarpDa44,def_int_td,0,,,,,
player,201209300crd,mia,CarpDa44,def_int_long,0,,,,,
player,201209300crd,mia,CarpDa44,pass_defended,0,,,,,
player,201209300crd,mia,CarpDa44,sacks,0.0,,,,,
player,201209300crd,mia,CarpDa44,tackles_combined,2,,,,,
player,201209300crd,mia,CarpDa44,tackles_solo,1,,,,,
player,201209300crd,mia,CarpDa44,tackles_assists,1,,,,,
player,201209300crd,mia,CarpDa44,tackles_loss,0,,,,,
player,201209300crd,mia,CarpDa44,qb_hits,0,,,,,
player,201209300crd,mia,CarpDa44,fumbles_rec,0,,,,,
player,201209300crd,mia,CarpDa44,fumbles_rec_yds,0,,,,,
player,201209300crd,mia,CarpDa44,fumbles_rec_td,0,,,,,
player,201209300crd,mia,CarpDa44,fumbles_forced,0,,,,,
player,201209300crd,mia,ClemCh97,def_int,0,,,,,
player,201209300crd,mia,ClemCh97,def_int_yds,0,,,,,
player,201209300crd,mia,ClemCh97,def_int_td,0,,,,,
player,201209300crd,mia,ClemCh97,def_int_long,0,,,,,
player,201209300crd,mia,ClemCh97,pass_defended,1,,,,,
player,201209300crd,mia,ClemCh97,sacks,0.0,,,,,
player,201209300crd,mia,ClemCh97,tackles_combined,2,,,,,
player,201209300crd,mia,ClemCh97,tackles_solo,2,,,,,
player,201209300crd,mia,ClemCh97,tackles_assists,0,,,,,
player,201209300crd,mia,ClemCh97,tackles_loss,0,,,,,
player,201209300crd,mia,ClemCh97,qb_hits,0,,,,,
player,201209300crd,mia,ClemCh97,fumbles_rec,0,,,,,
player,201209300crd,mia,ClemCh97,fumbles_rec_yds,0,,,,,
player,201209300crd,mia,ClemCh97,fumbles_rec_td,0,,,,,
player,201209300crd,mia,ClemCh97,fumbles_forced,0,,,,,
player,201209300crd,mia,SoliPa99,def_int,0,,,,,
player,201209300crd,mia,SoliPa99,def_int_yds,0,,,,,
player,201209300crd,mia,SoliPa99,def_int_td,0,,,,,
player,201209300crd,mia,SoliPa99,def_int_long,0,,,,,
player,201209300crd,mia,SoliPa99,pass_defended,0,,,,,
player,201209300crd,mia,SoliPa99,sacks,0.0,,,,,
player,201209300crd,mia,SoliPa99,tackles_combined,2,,,,,
player,201209300crd,mia,SoliPa99,tackles_solo,1,,,,,
player,201209300crd,mia,SoliPa99,tackles_assists,1,,,,,
player,201209300crd,mia,SoliPa99,tackles_loss,1,,,,,
player,201209300crd,mia,SoliPa99,qb_hits,0,,,,,
player,201209300crd,mia,SoliPa99,fumbles_rec,0,,,,,
player,201209300crd,mia,SoliPa99,fumbles_rec_yds,0,,,,,
player,201209300crd,mia,SoliPa99,fumbles_rec_td,0,,,,,
player,201209300crd,mia,SoliPa99,fumbles_forced,0,,,,,
player,201209300crd,mia,DennJo20,def_int,0,,,,,
player,201209300crd,mia,DennJo20,def_int_yds,0,,,,,
player,201209300crd,mia,DennJo20,def_int_td,0,,,,,
player,201209300crd,mia,DennJo20,def_int_long,0,,,,,
player,201209300crd,mia,DennJo20,pass_defended,0,,,,,
player,201209300crd,mia,DennJo20,sacks,0.0,,,,,
player,201209300crd,mia,DennJo20,tackles_combined,1,,,,,
player,201209300crd,mia,DennJo20,tackles_solo,1,,,,,
player,201209300crd,mia,DennJo20,tackles_assists,0,,,,,
player,201209300crd,mia,DennJo20,tackles_loss,0,,,,,
player,201209300crd,mia,DennJo20,qb_hits,0,,,,,
player,201209300crd,mia,DennJo20,fumbles_rec,0,,,,,
player,201209300crd,mia,DennJo20,fumbles_rec_yds,0,,,,,
player,201209300crd,mia,DennJo20,fumbles_rec_td,0,,,,,
player,201209300crd,mia,DennJo20,fumbles_forced,0,,,,,
player,201209300crd,mia,FreeJo01,def_int,0,,,,,
player,201209300crd,mia,FreeJo01,def_int_yds,0,,,,,
player,201209300crd,mia,FreeJo01,def_int_td,0,,,,,
player,201209300crd,mia,FreeJo01,def_int_long,0,,,,,
player,201209300crd,mia,FreeJo01,pass_defended,0,,,,,
player,201209300crd,mia,FreeJo01,sacks,0.0,,,,,
player,201209300crd,mia,FreeJo01,tackles_combined,1,,,,,
player,201209300crd,mia,FreeJo01,tackles_solo,1,,,,,
player,201209300crd,mia,FreeJo01,tackles_assists,0,,,,,
player,201209300crd,mia,FreeJo01,tackles_loss,0,,,,,
player,201209300crd,mia,FreeJo01,qb_hits,0,,,,,
player,201209300crd,mia,FreeJo01,fumbles_rec,0,,,,,
player,201209300crd,mia,FreeJo01,fumbles_rec_yds,0,,,,,
player,201209300crd,mia,FreeJo01,fumbles_rec_td,0,,,,,
player,201209300crd,mia,FreeJo01,fumbles_forced,0,,,,,
player,201209300crd,mia,RandKh00,def_int,0,,,,,
player,201209300crd,mia,RandKh00,def_int_yds,0,,,,,
player,201209300crd,mia,RandKh00,def_int_td,0,,,,,
player,201209300crd,mia,RandKh00,def_int_long,0,,,,,
player,201209300crd,mia,RandKh00,pass_defended,0,,,,,
player,201209300crd,mia,RandKh00,sacks,0.0,,,,,
player,201209300crd,mia,RandKh00,tackles_combined,1,,,,,
player,201209300crd,mia,RandKh00,tackles_solo,1,,,,,
player,201209300crd,mia,RandKh00,tackles_assists,0,,,,,
player,201209300crd,mia,RandKh00,tackles_loss,0,,,,,
player,201209300crd,mia,RandKh00,qb_hits,0,,,,,
player,201209300crd,mia,RandKh00,fumbles_rec,0,,,,,
player,201209300crd,mia,RandKh00,fumbles_rec_yds,0,,,,,
player,201209300crd,mia,RandKh00,fumbles_rec_td,0,,,,,
player,201209300crd,mia,RandKh00,fumbles_forced,0,,,,,
player,201209300crd,mia,StarRa20,def_int,0,,,,,
player,201209300crd,mia,StarRa20,def_int_yds,0,,,,,
player,201209300crd,mia,StarRa20,def_int_td,0,,,,,
player,201209300crd,mia,StarRa20,def_int_long,0,,,,,
player,201209300crd,mia,StarRa20,pass_defended,0,,,,,
player,201209300crd,mia,StarRa20,sacks,0.0,,,,,
player,201209300crd,mia,StarRa20,tackles_combined,1,,,,,
player,201209300crd,mia,StarRa20,tackles_solo,0,,,,,
player,201209300crd,mia,StarRa20,tackles_assists,1,,,,,
player,201209300crd,mia,StarRa20,tackles_loss,0,,,,,
player,201209300crd,mia,StarRa20,qb_hits,1,,,,,
player,201209300crd,mia,StarRa20,fumbles_rec,0,,,,,
player,201209300crd,mia,StarRa20,fumbles_rec_yds,0,,,,,
player,201209300crd,mia,StarRa20,fumbles_rec_td,0,,,,,
player,201209300crd,mia,StarRa20,fumbles_forced,0,,,,,
player,201209300crd,mia,VernOl00,def_int,0,,,,,
player,201209300crd,mia,VernOl00,def_int_yds,0,,,,,
player,201209300crd,mia,VernOl00,def_int_td,0,,,,,
player,201209300crd,mia,VernOl00,def_int_long,0,,,,,
player,201209300crd,mia,VernOl00,pass_defended,0,,,,,
player,201209300crd,mia,VernOl00,sacks,0.0,,,,,
player,201209300crd,mia,VernOl00,tackles_combined,1,,,,,
player,201209300crd,mia,VernOl00,tackles_solo,1,,,,,
player,201209300crd,mia,VernOl00,tackles_assists,0,,,,,
player,201209300crd,mia,VernOl00,tackles_loss,0,,,,,
player,201209300crd,mia,VernOl00,qb_hits,0,,,,,
player,201209300crd,mia,VernOl00,fumbles_rec,0,,,,,
player,201209300crd,mia,VernOl00,fumbles_rec_yds,0,,,,,
player,201209300crd,mia,VernOl00,fumbles_rec_td,0,,,,,
player,201209300crd,mia,VernOl00,fumbles_forced,1,,,,,
player,201209300crd,crd,ToleGr99,def_int,1,,,,,
player,201209300crd,crd,ToleGr99,def_int_yds,0,,,,,
player,201209300crd,crd,ToleGr99,def_int_td,0,,,,,
player,201209300crd,crd,ToleGr99,def_int_long,0,,,,,
player,201209300crd,crd,ToleGr99,pass_defended,2,,,,,
player,201209300crd,crd,ToleGr99,sacks,0.0,,,,,
player,201209300crd,crd,ToleGr99,tackles_combined,7,,,,,
player,201209300crd,crd,ToleGr99,tackles_solo,7,,,,,
player,201209300crd,crd,ToleGr99,tackles_assists,0,,,,,
player,201209300crd,crd,ToleGr99,tackles_loss,1,,,,,
player,201209300crd,crd,ToleGr99,qb_hits,0,,,,,
player,201209300crd,crd,ToleGr99,fumbles_rec,0,,,,,
player,201209300crd,crd,ToleGr99,fumbles_rec_yds,0,,,,,
player,201209300crd,crd,ToleGr99,fumbles_rec_td,0,,,,,
player,201209300crd,crd,ToleGr99,fumbles_forced,0,,,,,
player,201209300crd,crd,RhodKe20,def_int,1,,,,,
player,201209300crd,crd,RhodKe20,def_int_yds,5,,,,,
player,201209300crd,crd,RhodKe20,def_int_td,0,,,,,
player,201209300crd,crd,RhodKe20,def_int_long,5,,,,,
player,201209300crd,crd,RhodKe20,pass_defended,2,,,,,
player,201209300crd,crd,RhodKe20,sacks,0.0,,,,,
player,201209300crd,crd,RhodKe20,tackles_combined,5,,,,,
player,201209300crd,crd,RhodKe20,tackles_solo,5,,,,,
player,201209300crd,crd,RhodKe20,tackles_assists,0,,,,,
player,201209300crd,crd,RhodKe20,tackles_loss,0,,,,,
player,201209300crd,crd,RhodKe20,qb_hits,0,,,,,
player,201209300crd,crd,RhodKe20,fumbles_rec,0,,,,,
player,201209300crd,crd,RhodKe20,fumbles_rec_yds,0,,,,,
player,201209300crd,crd,RhodKe20,fumbles_rec_td,0,,,,,
player,201209300crd,crd,RhodKe20,fumbles_forced,0,,,,,
player,201209300crd,crd,WilsAd99,def_int,0,,,,,
player,201209300crd,crd,WilsAd99,def_int_yds,0,,,,,
player,201209300crd,crd,WilsAd99,def_int_td,0,,,,,
player,201209300crd,crd,WilsAd99,def_int_long,0,,,,,
player,201209300crd,crd,WilsAd99,pass_defended,3,,,,,
player,201209300crd,crd,WilsAd99,sacks,1.0,,,,,
player,201209300crd,crd,WilsAd99,tackles_combined,10,,,,,
player,201209300crd,crd,WilsAd99,tackles_solo,8,,,,,
player,201209300crd,crd,WilsAd99,tackles_assists,2,,,,,
player,201209300crd,crd,WilsAd99,tackles_loss,2,,,,,
player,201209300crd,crd,WilsAd99,qb_hits,2,,,,,
player,201209300crd,crd,WilsAd99,fumbles_rec,0,,,,,
player,201209300crd,crd,WilsAd99,fumbles_rec_yds,0,,,,,
player,201209300crd,crd,WilsAd99,fumbles_rec_td,0,,,,,
player,201209300crd,crd,WilsAd99,fumbles_forced,1,,,,,
player,201209300crd,crd,WashDa99,def_int,0,,,,,
player,201209300crd,crd,WashDa99,def_int_yds,0,,,,,
player,201209300crd,crd,WashDa99,def_int_td,0,,,,,
player,201209300crd,crd,WashDa99,def_int_long,0,,,,,
player,201209300crd,crd,WashDa99,pass_defended,0,,,,,
player,201209300crd,crd,WashDa99,sacks,1.0,,,,,
player,201209300crd,crd,WashDa99,tackles_combined,5,,,,,
player,201209300crd,crd,WashDa99,tackles_solo,4,,,,,
player,201209300crd,crd,WashDa99,tackles_assists,1,,,,,
player,201209300crd,crd,WashDa99,tackles_loss,0,,,,,
player,201209300crd,crd,WashDa99,qb_hits,1,,,,,
player,201209300crd,crd,WashDa99,fumbles_rec,0,,,,,
player,201209300crd,crd,WashDa99,fumbles_rec_yds,0,,,,,
player,201209300crd,crd,WashDa99,fumbles_rec_td,0,,,,,
player,201209300crd,crd,WashDa99,fumbles_forced,1,,,,,
player,201209300crd,crd,AchoSa00,def_int,0,,,,,
player,201209300crd,crd,AchoSa00,def_int_yds,0,,,,,
player,201209300crd,crd,AchoSa00,def_int_td,0,,,,,
player,201209300crd,crd,AchoSa00,def_int_long,0,,,,,
player,201209300crd,crd,AchoSa00,pass_defended,0,,,,,
player,201209300crd,crd,AchoSa00,sacks,1.0,,,,,
player,201209300crd,crd,AchoSa00,tackles_combined,4,,,,,
player,201209300crd,crd,AchoSa00,tackles_solo,2,,,,,
player,201209300crd,crd,AchoSa00,tackles_assists,2,,,,,
player,201209300crd,crd,AchoSa00,tackles_loss,2,,,,,
player,201209300crd,crd,AchoSa00,qb_hits,2,,,,,
player,201209300crd,crd,AchoSa00,fumbles_rec,0,,,,,
player,201209300crd,crd,AchoSa00,fumbles_rec_yds,0,,,,,
player,201209300crd,crd,AchoSa00,fumbles_rec_td,0,,,,,
player,201209300crd,crd,AchoSa00,fumbles_forced,0,,,,,
player,201209300crd,crd,SchoOB99,def_int,0,,,,,
player,201209300crd,crd,SchoOB99,def_int_yds,0,,,,,
player,201209300crd,crd,SchoOB99,def_int_td,0,,,,,
player,201209300crd,crd,SchoOB99,def_int_long,0,,,,,
player,201209300crd,crd,SchoOB99,pass_defended,0,,,,,
player,201209300crd,crd,SchoOB99,sacks,1.0,,,,,
player,201209300crd,crd,SchoOB99,tackles_combined,4,,,,,
player,201209300crd,crd,SchoOB99,tackles_solo,4,,,,,
player,201209300crd,crd,SchoOB99,tackles_assists,0,,,,,
player,201209300crd,crd,SchoOB99,tackles_loss,1,,,,,
player,201209300crd,crd,SchoOB99,qb_hits,2,,,,,
player,201209300crd,crd,SchoOB99,fumbles_rec,0,,,,,
player,201209300crd,crd,SchoOB99,fumbles_rec_yds,0,,,,,
player,201209300crd,crd,SchoOB99,fumbles_rec_td,0,,,,,
player,201209300crd,crd,SchoOB99,fumbles_forced,0,,,,,
player,201209300crd,crd,LenoPa20,def_int,0,,,,,
player,201209300crd,crd,LenoPa20,def_int_yds,0,,,,,
player,201209300crd,crd,LenoPa20,def_int_td,0,,,,,
player,201209300crd,crd,LenoPa20,def_int_long,0,,,,,
player,201209300crd,crd,LenoPa20,pass_defended,0,,,,,
player,201209300crd,crd,LenoPa20,sacks,0.0,,,,,
player,201209300crd,crd,LenoPa20,tackles_combined,8,,,,,
player,201209300crd,crd,LenoPa20,tackles_solo,6,,,,,
player,201209300crd,crd,LenoPa20,tackles_assists,2,,,,,
player,201209300crd,crd,LenoPa20,tackles_loss,0,,,,,
player,201209300crd,crd,LenoPa20,qb_hits,1,,,,,
player,201209300crd,crd,LenoPa20,fumbles_rec,0,,,,,
player,201209300crd,crd,LenoPa20,fumbles_rec_yds,0,,,,,
player,201209300crd,crd,LenoPa20,fumbles_rec_td,0,,,,,
player,201209300crd,crd,LenoPa20,fumbles_forced,0,,,,,
player,201209300crd,crd,CampCa99,def_int,0,,,,,
player,201209300crd,crd,CampCa99,def_int_yds,0,,,,,
player,201209300crd,crd,CampCa99,def_int_td,0,,,,,
player,201209300crd,crd,CampCa99,def_int_long,0,,,,,
player,201209300crd,crd,CampCa99,pass_defended,1,,,,,
player,201209300crd,crd,CampCa99,sacks,0.0,,,,,
player,201209300crd,crd,CampCa99,tackles_combined,5,,,,,
player,201209300crd,crd,CampCa99,tackles_solo,4,,,,,
player,201209300crd,crd,CampCa99,tackles_assists,1,,,,,
player,201209300crd,crd,CampCa99,tackles_loss,1,,,,,
player,201209300crd,crd,CampCa99,qb_hits,0,,,,,
player,201209300crd,crd,CampCa99,fumbles_rec,0,,,,,
player,201209300crd,crd,CampCa99,fumbles_rec_yds,0,,,,,
player,201209300crd,crd,CampCa99,fumbles_rec_td,0,,,,,
player,201209300crd,crd,CampCa99,fumbles_forced,0,,,,,
player,201209300crd,crd,PetePa00,def_int,0,,,,,
player,201209300crd,crd,PetePa00,def_int_yds,0,,,,,
player,201209300crd,crd,PetePa00,def_int_td,0,,,,,
player,201209300crd,crd,PetePa00,def_int_long,0,,,,,
player,201209300crd,crd,PetePa00,pass_defended,1,,,,,
player,201209300crd,crd,PetePa00,sacks,0.0,,,,,
player,201209300crd,crd,PetePa00,tackles_combined,5,,,,,
player,201209300crd,crd,PetePa00,tackles_solo,5,,,,,
player,201209300crd,crd,PetePa00,tackles_assists,0,,,,,
player,201209300crd,crd,PetePa00,tackles_loss,0,,,,,
player,201209300crd,crd,PetePa00,qb_hits,0,,,,,
player,201209300crd,crd,PetePa00,fumbles_rec,4,,,,,
player,201209300crd,crd,PetePa00,fumbles_rec_yds,60,,,,,
player,201209300crd,crd,PetePa00,fumbles_rec_td,0,,,,,
player,201209300crd,crd,PetePa00,fumbles_forced,0,,,,,
player,201209300crd,crd,FlemJa00,def_int,0,,,,,
player,201209300crd,crd,FlemJa00,def_int_yds,0,,,,,
player,201209300crd,crd,FlemJa00,def_int_td,0,,,,,
player,201209300crd,crd,FlemJa00,def_int_long,0,,,,,
player,201209300crd,crd,FlemJa00,pass_defended,0,,,,,
player,201209300crd,crd,FlemJa00,sacks,0.0,,,,,
player,201209300crd,crd,FlemJa00,tackles_combined,3,,,,,
player,201209300crd,crd,FlemJa00,tackles_solo,2,,,,,
player,201209300crd,crd,FlemJa00,tackles_assists,1,,,,,
player,201209300crd,crd,FlemJa00,tackles_loss,0,,,,,
player,201209300crd,crd,FlemJa00,qb_hits,0,,,,,
player,201209300crd,crd,FlemJa00,fumbles_rec,0,,,,,
player,201209300crd,crd,FlemJa00,fumbles_rec_yds,0,,,,,
player,201209300crd,crd,FlemJa00,fumbles_rec_td,0,,,,,
player,201209300crd,crd,FlemJa00,fumbles_forced,0,,,,,
player,201209300crd,crd,GayxWi99,def_int,0,,,,,
player,201209300crd,crd,GayxWi99,def_int_yds,0,,,,,
player,201209300crd,crd,GayxWi99,def_int_td,0,,,,,
player,201209300crd,crd,GayxWi99,def_int_long,0,,,,,
player,201209300crd,crd,GayxWi99,pass_defended,0,,,,,
player,201209300crd,crd,GayxWi99,sacks,0.0,,,,,
player,201209300crd,crd,GayxWi99,tackles_combined,3,,,,,
player,201209300crd,crd,GayxWi99,tackles_solo,2,,,,,
player,201209300crd,crd,GayxWi99,tackles_assists,1,,,,,
player,201209300crd,crd,GayxWi99,tackles_loss,0,,,,,
player,201209300crd,crd,GayxWi99,qb_hits,0,,,,,
player,201209300crd,crd,GayxWi99,fumbles_rec,0,,,,,
player,201209300crd,crd,GayxWi99,fumbles_rec_yds,0,,,,,
player,201209300crd,crd,GayxWi99,fumbles_rec_td,0,,,,,
player,201209300crd,crd,GayxWi99,fumbles_forced,0,,,,,
player,201209300crd,crd,WillDa99,def_int,0,,,,,
player,201209300crd,crd,WillDa99,def_int_yds,0,,,,,
player,201209300crd,crd,WillDa99,def_int_td,0,,,,,
player,201209300crd,crd,WillDa99,def_int_long,0,,,,,
player,201209300crd,crd,WillDa99,pass_defended,0,,,,,
player,201209300crd,crd,WillDa99,sacks,0.0,,,,,
player,201209300crd,crd,WillDa99,tackles_combined,2,,,,,
player,201209300crd,crd,WillDa99,tackles_solo,2,,,,,
player,201209300crd,crd,WillDa99,tackles_assists,0,,,,,
player,201209300crd,crd,WillDa99,tackles_loss,0,,,,,
player,201209300crd,crd,WillDa99,qb_hits,1,,,,,
player,201209300crd,crd,WillDa99,fumbles_rec,0,,,,,
player,201209300crd,crd,WillDa99,fumbles_rec_yds,0,,,,,
player,201209300crd,crd,WillDa99,fumbles_rec_td,0,,,,,
player,201209300crd,crd,WillDa99,fumbles_forced,0,,,,,
player,201209300crd,crd,BethJu00,def_int,0,,,,,
player,201209300crd,crd,BethJu00,def_int_yds,0,,,,,
player,201209300crd,crd,BethJu00,def_int_td,0,,,,,
player,201209300crd,crd,BethJu00,def_int_long,0,,,,,
player,201209300crd,crd,BethJu00,pass_defended,0,,,,,
player,201209300crd,crd,BethJu00,sacks,0.0,,,,,
player,201209300crd,crd,BethJu00,tackles_combined,1,,,,,
player,201209300crd,crd,BethJu00,tackles_solo,1,,,,,
player,201209300crd,crd,BethJu00,tackles_assists,0,,,,,
player,201209300crd,crd,BethJu00,tackles_loss,0,,,,,
player,201209300crd,crd,BethJu00,qb_hits,0,,,,,
player,201209300crd,crd,BethJu00,fumbles_rec,0,,,,,
player,201209300crd,crd,BethJu00,fumbles_rec_yds,0,,,,,
player,201209300crd,crd,BethJu00,fumbles_rec_td,0,,,,,
player,201209300crd,crd,BethJu00,fumbles_forced,0,,,,,
player,201209300crd,crd,EasoNi20,def_int,0,,,,,
player,201209300crd,crd,EasoNi20,def_int_yds,0,,,,,
player,201209300crd,crd,EasoNi20,def_int_td,0,,,,,
player,201209300crd,crd,EasoNi20,def_int_long,0,,,,,
player,201209300crd,crd,EasoNi20,pass_defended,0,,,,,
player,201209300crd,crd,EasoNi20,sacks,0.0,,,,,
player,201209300crd,crd,EasoNi20,tackles_combined,1,,,,,
player,201209300crd,crd,EasoNi20,tackles_solo,1,,,,,
player,201209300crd,crd,EasoNi20,tackles_assists,0,,,,,
player,201209300crd,crd,EasoNi20,tackles_loss,0,,,,,
player,201209300crd,crd,EasoNi20,qb_hits,0,,,,,
player,201209300crd,crd,EasoNi20,fumbles_rec,0,,,,,
player,201209300crd,crd,EasoNi20,fumbles_rec_yds,0,,,,,
player,201209300crd,crd,EasoNi20,fumbles_rec_td,0,,,,,
player,201209300crd,crd,EasoNi20,fumbles_forced,0,,,,,
player,201209300crd,crd,GrovQu99,def_int,0,,,,,
player,201209300crd,crd,GrovQu99,def_int_yds,0,,,,,
player,201209300crd,crd,GrovQu99,def_int_td,0,,,,,
player,201209300crd,crd,GrovQu99,def_int_long,0,,,,,
player,201209300crd,crd,GrovQu99,pass_defended,0,,,,,
player,201209300crd,crd,GrovQu99,sacks,0.0,,,,,
player,201209300crd,crd,GrovQu99,tackles_combined,1,,,,,
player,201209300crd,crd,GrovQu99,tackles_solo,1,,,,,
player,201209300crd,crd,GrovQu99,tackles_assists,0,,,,,
player,201209300crd,crd,GrovQu99,tackles_loss,0,,,,,
player,201209300crd,crd,GrovQu99,qb_hits,0,,,,,
player,201209300crd,crd,GrovQu99,fumbles_rec,0,,,,,
player,201209300crd,crd,GrovQu99,fumbles_rec_yds,0,,,,,
