game,2012,9,20121104,201211040cle,rav,"Baltimore Ravens",25,cle,"Cleveland Browns",15
player,201211040cle,rav,RiceRa00,pass_sacked_yds,0,,,,,
player,201211040cle,rav,RiceRa00,pass_long,0,,,,,
player,201211040cle,rav,RiceRa00,pass_rating,,,,,,
player,201211040cle,rav,RiceRa00,rush_att,25,,,,,
player,201211040cle,rav,RiceRa00,rush_yds,98,,,,,
player,201211040cle,rav,RiceRa00,rush_td,1,,,,,
player,201211040cle,rav,RiceRa00,rush_long,11,,,,,
player,201211040cle,rav,RiceRa00,targets,2,,,,,
player,201211040cle,rav,RiceRa00,rec,2,,,,,
player,201211040cle,rav,RiceRa00,rec_yds,6,,,,,
player,201211040cle,rav,RiceRa00,rec_td,0,,,,,
player,201211040cle,rav,RiceRa00,rec_long,4,,,,,
player,201211040cle,rav,RiceRa00,fumbles,0,,,,,
player,201211040cle,rav,RiceRa00,fumbles_lost,0,,,,,
player,201211040cle,rav,PierBe00,pass_cmp,0,,,,,
player,201211040cle,rav,PierBe00,pass_att,0,,,,,
player,201211040cle,rav,PierBe00,pass_yds,0,,,,,
player,201211040cle,rav,PierBe00,pass_td,0,,,,,
player,201211040cle,rav,PierBe00,pass_int,0,,,,,
player,201211040cle,rav,PierBe00,pass_sacked,0,,,,,
player,201211040cle,rav,PierBe00,pass_sacked_yds,0,,,,,
player,201211040cle,rav,PierBe00,pass_long,0,,,,,
player,201211040cle,rav,PierBe00,pass_rating,,,,,,
player,201211040cle,rav,PierBe00,rush_att,7,,,,,
player,201211040cle,rav,PierBe00,rush_yds,26,,,,,
player,201211040cle,rav,PierBe00,rush_td,1,,,,,
player,201211040cle,rav,PierBe00,rush_long,12,,,,,
player,201211040cle,rav,PierBe00,targets,0,,,,,
player,201211040cle,rav,PierBe00,rec,0,,,,,
player,201211040cle,rav,PierBe00,rec_yds,0,,,,,
player,201211040cle,rav,PierBe00,rec_td,0,,,,,
player,201211040cle,rav,PierBe00,rec_long,0,,,,,
player,201211040cle,rav,PierBe00,fumbles,0,,,,,
player,201211040cle,rav,PierBe00,fumbles_lost,0,,,,,
player,201211040cle,rav,LeacVo00,pass_cmp,0,,,,,
player,201211040cle,rav,LeacVo00,pass_att,0,,,,,
player,201211040cle,rav,LeacVo00,pass_yds,0,,,,,
player,201211040cle,rav,LeacVo00,pass_td,0,,,,,
player,201211040cle,rav,LeacVo00,pass_int,0,,,,,
player,201211040cle,rav,LeacVo00,pass_sacked,0,,,,,
player,201211040cle,rav,LeacVo00,pass_sacked_yds,0,,,,,
player,201211040cle,rav,LeacVo00,pass_long,0,,,,,
player,201211040cle,rav,LeacVo00,pass_rating,,,,,,
player,201211040cle,rav,LeacVo00,rush_att,2,,,,,
player,201211040cle,rav,LeacVo00,rush_yds,8,,,,,
player,201211040cle,rav,LeacVo00,rush_td,0,,,,,
player,201211040cle,rav,LeacVo00,rush_long,5,,,,,
player,201211040cle,rav,LeacVo00,targets,0,,,,,
player,201211040cle,rav,LeacVo00,rec,0,,,,,
player,201211040cle,rav,LeacVo00,rec_yds,0,,,,,
player,201211040cle,rav,LeacVo00,rec_td,0,,,,,
player,201211040cle,rav,LeacVo00,rec_long,0,,,,,
player,201211040cle,rav,LeacVo00,fumbles,0,,,,,
player,201211040cle,rav,LeacVo00,fumbles_lost,0,,,,,
player,201211040cle,rav,TaylTy00,pass_cmp,0,,,,,
player,201211040cle,rav,TaylTy00,pass_att,0,,,,,
player,201211040cle,rav,TaylTy00,pass_yds,0,,,,,
player,201211040cle,rav,TaylTy00,pass_td,0,,,,,
player,201211040cle,rav,TaylTy00,pass_int,0,,,,,
player,201211040cle,rav,TaylTy00,pass_sacked,0,,,,,
player,201211040cle,rav,TaylTy00,pass_sacked_yds,0,,,,,
player,201211040cle,rav,TaylTy00,pass_long,0,,,,,
player,201211040cle,rav,TaylTy00,pass_rating,,,,,,
player,201211040cle,rav,TaylTy00,rush_att,1,,,,,
player,201211040cle,rav,TaylTy00,rush_yds,4,,,,,
player,201211040cle,rav,TaylTy00,rush_td,0,,,,,
player,201211040cle,rav,TaylTy00,rush_long,4,,,,,
player,201211040cle,rav,TaylTy00,targets,0,,,,,
player,201211040cle,rav,TaylTy00,rec,0,,,,,
player,201211040cle,rav,TaylTy00,rec_yds,0,,,,,
player,201211040cle,rav,TaylTy00,rec_td,0,,,,,
player,201211040cle,rav,TaylTy00,rec_long,0,,,,,
player,201211040cle,rav,TaylTy00,fumbles,0,,,,,
player,201211040cle,rav,TaylTy00,fumbles_lost,0,,,,,
player,201211040cle,rav,BoldAn00,pass_cmp,0,,,,,
player,201211040cle,rav,BoldAn00,pass_att,0,,,,,
player,201211040cle,rav,BoldAn00,pass_yds,0,,,,,
player,201211040cle,rav,BoldAn00,pass_td,0,,,,,
player,201211040cle,rav,BoldAn00,pass_int,0,,,,,
player,201211040cle,rav,BoldAn00,pass_sacked,0,,,,,
player,201211040cle,rav,BoldAn00,pass_sacked_yds,0,,,,,
player,201211040cle,rav,BoldAn00,pass_long,0,,,,,
player,201211040cle,rav,BoldAn00,pass_rating,,,,,,
player,201211040cle,rav,BoldAn00,rush_att,0,,,,,
player,201211040cle,rav,BoldAn00,rush_yds,0,,,,,
player,201211040cle,rav,BoldAn00,rush_td,0,,,,,
player,201211040cle,rav,BoldAn00,rush_long,0,,,,,
player,201211040cle,rav,BoldAn00,targets,5,,,,,
player,201211040cle,rav,BoldAn00,rec,5,,,,,
player,201211040cle,rav,BoldAn00,rec_yds,57,,,,,
player,201211040cle,rav,BoldAn00,rec_td,0,,,,,
player,201211040cle,rav,BoldAn00,rec_long,21,,,,,
player,201211040cle,rav,BoldAn00,fumbles,0,,,,,
player,201211040cle,rav,BoldAn00,fumbles_lost,0,,,,,
player,201211040cle,rav,SmitTo02,pass_cmp,0,,,,,
player,201211040cle,rav,SmitTo02,pass_att,0,,,,,
player,201211040cle,rav,SmitTo02,pass_yds,0,,,,,
player,201211040cle,rav,SmitTo02,pass_td,0,,,,,
player,201211040cle,rav,SmitTo02,pass_int,0,,,,,
player,201211040cle,rav,SmitTo02,pass_sacked,0,,,,,
player,201211040cle,rav,SmitTo02,pass_sacked_yds,0,,,,,
player,201211040cle,rav,SmitTo02,pass_long,0,,,,,
player,201211040cle,rav,SmitTo02,pass_rating,,,,,,
player,201211040cle,rav,SmitTo02,rush_att,0,,,,,
player,201211040cle,rav,SmitTo02,rush_yds,0,,,,,
player,201211040cle,rav,SmitTo02,rush_td,0,,,,,
player,201211040cle,rav,SmitTo02,rush_long,0,,,,,
player,201211040cle,rav,SmitTo02,targets,9,,,,,
player,201211040cle,rav,SmitTo02,rec,4,,,,,
player,201211040cle,rav,SmitTo02,rec_yds,46,,,,,
player,201211040cle,rav,SmitTo02,rec_td,1,,,,,
player,201211040cle,rav,SmitTo02,rec_long,26,,,,,
player,201211040cle,rav,SmitTo02,fumbles,0,,,,,
player,201211040cle,rav,SmitTo02,fumbles_lost,0,,,,,
player,201211040cle,rav,PittDe00,pass_cmp,0,,,,,
player,201211040cle,rav,PittDe00,pass_att,0,,,,,
player,201211040cle,rav,PittDe00,pass_yds,0,,,,,
player,201211040cle,rav,PittDe00,pass_td,0,,,,,
player,201211040cle,rav,PittDe00,pass_int,0,,,,,
player,201211040cle,rav,PittDe00,pass_sacked,0,,,,,
player,201211040cle,rav,PittDe00,pass_sacked_yds,0,,,,,
player,201211040cle,rav,PittDe00,pass_long,0,,,,,
player,201211040cle,rav,PittDe00,pass_rating,,,,,,
player,201211040cle,rav,PittDe00,rush_att,0,,,,,
player,201211040cle,rav,PittDe00,rush_yds,0,,,,,
player,201211040cle,rav,PittDe00,rush_td,0,,,,,
player,201211040cle,rav,PittDe00,rush_long,0,,,,,
player,201211040cle,rav,PittDe00,targets,3,,,,,
player,201211040cle,rav,PittDe00,rec,2,,,,,
player,201211040cle,rav,PittDe00,rec_yds,33,,,,,
player,201211040cle,rav,PittDe00,rec_td,0,,,,,
player,201211040cle,rav,PittDe00,rec_long,27,,,,,
player,201211040cle,rav,PittDe00,fumbles,0,,,,,
player,201211040cle,rav,PittDe00,fumbles_lost,0,,,,,
player,201211040cle,rav,DickEd00,pass_cmp,0,,,,,
player,201211040cle,rav,DickEd00,pass_att,0,,,,,
player,201211040cle,rav,DickEd00,pass_yds,0,,,,,
player,201211040cle,rav,DickEd00,pass_td,0,,,,,
player,201211040cle,rav,DickEd00,pass_int,0,,,,,
player,201211040cle,rav,DickEd00,pass_sacked,0,,,,,
player,201211040cle,rav,DickEd00,pass_sacked_yds,0,,,,,
player,201211040cle,rav,DickEd00,pass_long,0,,,,,
player,201211040cle,rav,DickEd00,pass_rating,,,,,,
player,201211040cle,rav,DickEd00,rush_att,0,,,,,
player,201211040cle,rav,DickEd00,rush_yds,0,,,,,
player,201211040cle,rav,DickEd00,rush_td,0,,,,,
player,201211040cle,rav,DickEd00,rush_long,0,,,,,
player,201211040cle,rav,DickEd00,targets,3,,,,,
player,201211040cle,rav,DickEd00,rec,2,,,,,
player,201211040cle,rav,DickEd00,rec_yds,11,,,,,
player,201211040cle,rav,DickEd00,rec_td,0,,,,,
player,201211040cle,rav,DickEd00,rec_long,8,,,,,
player,201211040cle,rav,DickEd00,fumbles,0,,,,,
player,201211040cle,rav,DickEd00,fumbles_lost,0,,,,,
player,201211040cle,rav,JoneJa03,pass_cmp,0,,,,,
player,201211040cle,rav,JoneJa03,pass_att,0,,,,,
player,201211040cle,rav,JoneJa03,pass_yds,0,,,,,
player,201211040cle,rav,JoneJa03,pass_td,0,,,,,
player,201211040cle,rav,JoneJa03,pass_int,0,,,,,
player,201211040cle,rav,JoneJa03,pass_sacked,0,,,,,
player,201211040cle,rav,JoneJa03,pass_sacked_yds,0,,,,,
player,201211040cle,rav,JoneJa03,pass_long,0,,,,,
player,201211040cle,rav,JoneJa03,pass_rating,,,,,,
player,201211040cle,rav,JoneJa03,rush_att,0,,,,,
player,201211040cle,rav,JoneJa03,rush_yds,0,,,,,
player,201211040cle,rav,JoneJa03,rush_td,0,,,,,
player,201211040cle,rav,JoneJa03,rush_long,0,,,,,
player,201211040cle,rav,JoneJa03,targets,2,,,,,
player,201211040cle,rav,JoneJa03,rec,0,,,,,
player,201211040cle,rav,JoneJa03,rec_yds,0,,,,,
player,201211040cle,rav,JoneJa03,rec_td,0,,,,,
player,201211040cle,rav,JoneJa03,rec_long,0,,,,,
player,201211040cle,rav,JoneJa03,fumbles,0,,,,,
player,201211040cle,rav,JoneJa03,fumbles_lost,0,,,,,
player,201211040cle,cle,WeedBr00,pass_cmp,20,,,,,
player,201211040cle,cle,WeedBr00,pass_att,37,,,,,
player,201211040cle,cle,WeedBr00,pass_yds,176,,,,,
player,201211040cle,cle,WeedBr00,pass_td,0,,,,,
player,201211040cle,cle,WeedBr00,pass_int,2,,,,,
player,201211040cle,cle,WeedBr00,pass_sacked,1,,,,,
player,201211040cle,cle,WeedBr00,pass_sacked_yds,2,,,,,
player,201211040cle,cle,WeedBr00,pass_long,26,,,,,
player,201211040cle,cle,WeedBr00,pass_rating,44.4,,,,,
player,201211040cle,cle,WeedBr00,rush_att,2,,,,,
player,201211040cle,cle,WeedBr00,rush_yds,11,,,,,
player,201211040cle,cle,WeedBr00,rush_td,0,,,,,
player,201211040cle,cle,WeedBr00,rush_long,6,,,,,
player,201211040cle,cle,WeedBr00,targets,0,,,,,
player,201211040cle,cle,WeedBr00,rec,0,,,,,
player,201211040cle,cle,WeedBr00,rec_yds,0,,,,,
player,201211040cle,cle,WeedBr00,rec_td,0,,,,,
player,201211040cle,cle,WeedBr00,rec_long,0,,,,,
player,201211040cle,cle,WeedBr00,fumbles,0,,,,,
player,201211040cle,cle,WeedBr00,fumbles_lost,0,,,,,
player,201211040cle,cle,RichTr00,pass_cmp,0,,,,,
player,201211040cle,cle,RichTr00,pass_att,0,,,,,
player,201211040cle,cle,RichTr00,pass_yds,0,,,,,
player,201211040cle,cle,RichTr00,pass_td,0,,,,,
player,201211040cle,cle,RichTr00,pass_int,0,,,,,
player,201211040cle,cle,RichTr00,pass_sacked,0,,,,,
player,201211040cle,cle,RichTr00,pass_sacked_yds,0,,,,,
player,201211040cle,cle,RichTr00,pass_long,0,,,,,
player,201211040cle,cle,RichTr00,pass_rating,,,,,,
player,201211040cle,cle,RichTr00,rush_att,25,,,,,
player,201211040cle,cle,RichTr00,rush_yds,105,,,,,
player,201211040cle,cle,RichTr00,rush_td,0,,,,,
player,201211040cle,cle,RichTr00,rush_long,19,,,,,
player,201211040cle,cle,RichTr00,targets,9,,,,,
player,201211040cle,cle,RichTr00,rec,6,,,,,
player,201211040cle,cle,RichTr00,rec_yds,31,,,,,
player,201211040cle,cle,RichTr00,rec_td,0,,,,,
player,201211040cle,cle,RichTr00,rec_long,9,,,,,
player,201211040cle,cle,RichTr00,fumbles,1,,,,,
player,201211040cle,cle,RichTr00,fumbles_lost,0,,,,,
player,201211040cle,cle,LittGr00,pass_cmp,0,,,,,
player,201211040cle,cle,LittGr00,pass_att,0,,,,,
player,201211040cle,cle,LittGr00,pass_yds,0,,,,,
player,201211040cle,cle,LittGr00,pass_td,0,,,,,
player,201211040cle,cle,LittGr00,pass_int,0,,,,,
player,201211040cle,cle,LittGr00,pass_sacked,0,,,,,
player,201211040cle,cle,LittGr00,pass_sacked_yds,0,,,,,
player,201211040cle,cle,LittGr00,pass_long,0,,,,,
player,201211040cle,cle,LittGr00,pass_rating,,,,,,
player,201211040cle,cle,LittGr00,rush_att,0,,,,,
player,201211040cle,cle,LittGr00,rush_yds,0,,,,,
player,201211040cle,cle,LittGr00,rush_td,0,,,,,
player,201211040cle,cle,LittGr00,rush_long,0,,,,,
player,201211040cle,cle,LittGr00,targets,7,,,,,
player,201211040cle,cle,LittGr00,rec,5,,,,,
player,201211040cle,cle,LittGr00,rec_yds,52,,,,,
player,201211040cle,cle,LittGr00,rec_td,0,,,,,
player,201211040cle,cle,LittGr00,rec_long,23,,,,,
player,201211040cle,cle,LittGr00,fumbles,0,,,,,
player,201211040cle,cle,LittGr00,fumbles_lost,0,,,,,
player,201211040cle,cle,GordJo02,pass_cmp,0,,,,,
player,201211040cle,cle,GordJo02,pass_att,0,,,,,
player,201211040cle,cle,GordJo02,pass_yds,0,,,,,
player,201211040cle,cle,GordJo02,pass_td,0,,,,,
player,201211040cle,cle,GordJo02,pass_int,0,,,,,
player,201211040cle,cle,GordJo02,pass_sacked,0,,,,,
player,201211040cle,cle,GordJo02,pass_sacked_yds,0,,,,,
player,201211040cle,cle,GordJo02,pass_long,0,,,,,
player,201211040cle,cle,GordJo02,pass_rating,,,,,,
player,201211040cle,cle,GordJo02,rush_att,0,,,,,
player,201211040cle,cle,GordJo02,rush_yds,0,,,,,
player,201211040cle,cle,GordJo02,rush_td,0,,,,,
player,201211040cle,cle,GordJo02,rush_long,0,,,,,
player,201211040cle,cle,GordJo02,targets,3,,,,,
player,201211040cle,cle,GordJo02,rec,2,,,,,
player,201211040cle,cle,GordJo02,rec_yds,38,,,,,
player,201211040cle,cle,GordJo02,rec_td,0,,,,,
player,201211040cle,cle,GordJo02,rec_long,26,,,,,
player,201211040cle,cle,GordJo02,fumbles,0,,,,,
player,201211040cle,cle,GordJo02,fumbles_lost,0,,,,,
player,201211040cle,cle,WatsBe00,pass_cmp,0,,,,,
player,201211040cle,cle,WatsBe00,pass_att,0,,,,,
player,201211040cle,cle,WatsBe00,pass_yds,0,,,,,
player,201211040cle,cle,WatsBe00,pass_td,0,,,,,
player,201211040cle,cle,WatsBe00,pass_int,0,,,,,
player,201211040cle,cle,WatsBe00,pass_sacked,0,,,,,
player,201211040cle,cle,WatsBe00,pass_sacked_yds,0,,,,,
player,201211040cle,cle,WatsBe00,pass_long,0,,,,,
player,201211040cle,cle,WatsBe00,pass_rating,,,,,,
player,201211040cle,cle,WatsBe00,rush_att,0,,,,,
player,201211040cle,cle,WatsBe00,rush_yds,0,,,,,
player,201211040cle,cle,WatsBe00,rush_td,0,,,,,
player,201211040cle,cle,WatsBe00,rush_long,0,,,,,
player,201211040cle,cle,WatsBe00,targets,3,,,,,
player,201211040cle,cle,WatsBe00,rec,2,,,,,
player,201211040cle,cle,WatsBe00,rec_yds,22,,,,,
player,201211040cle,cle,WatsBe00,rec_td,0,,,,,
player,201211040cle,cle,WatsBe00,rec_long,11,,,,,
player,201211040cle,cle,WatsBe00,fumbles,0,,,,,
player,201211040cle,cle,WatsBe00,fumbles_lost,0,,,,,
player,201211040cle,cle,BenjTr00,pass_cmp,0,,,,,
player,201211040cle,cle,BenjTr00,pass_att,0,,,,,
player,201211040cle,cle,BenjTr00,pass_yds,0,,,,,
player,201211040cle,cle,BenjTr00,pass_td,0,,,,,
player,201211040cle,cle,BenjTr00,pass_int,0,,,,,
player,201211040cle,cle,BenjTr00,pass_sacked,0,,,,,
player,201211040cle,cle,BenjTr00,pass_sacked_yds,0,,,,,
player,201211040cle,cle,BenjTr00,pass_long,0,,,,,
player,201211040cle,cle,BenjTr00,pass_rating,,,,,,
player,201211040cle,cle,BenjTr00,rush_att,0,,,,,
player,201211040cle,cle,BenjTr00,rush_yds,0,,,,,
player,201211040cle,cle,BenjTr00,rush_td,0,,,,,
player,201211040cle,cle,BenjTr00,rush_long,0,,,,,
player,201211040cle,cle,BenjTr00,targets,3,,,,,
player,201211040cle,cle,BenjTr00,rec,1,,,,,
player,201211040cle,cle,BenjTr00,rec_yds,19,,,,,
player,201211040cle,cle,BenjTr00,rec_td,0,,,,,
player,201211040cle,cle,BenjTr00,rec_long,19,,,,,
player,201211040cle,cle,BenjTr00,fumbles,0,,,,,
player,201211040cle,cle,BenjTr00,fumbles_lost,0,,,,,
player,201211040cle,cle,SmitAl02,pass_cmp,0,,,,,
player,201211040cle,cle,SmitAl02,pass_att,0,,,,,
player,201211040cle,cle,SmitAl02,pass_yds,0,,,,,
player,201211040cle,cle,SmitAl02,pass_td,0,,,,,
player,201211040cle,cle,SmitAl02,pass_int,0,,,,,
player,201211040cle,cle,SmitAl02,pass_sacked,0,,,,,
player,201211040cle,cle,SmitAl02,pass_sacked_yds,0,,,,,
player,201211040cle,cle,SmitAl02,pass_long,0,,,,,
player,201211040cle,cle,SmitAl02,pass_rating,,,,,,
player,201211040cle,cle,SmitAl02,rush_att,0,,,,,
player,201211040cle,cle,SmitAl02,rush_yds,0,,,,,
player,201211040cle,cle,SmitAl02,rush_td,0,,,,,
player,201211040cle,cle,SmitAl02,rush_long,0,,,,,
player,201211040cle,cle,SmitAl02,targets,4,,,,,
player,201211040cle,cle,SmitAl02,rec,3,,,,,
player,201211040cle,cle,SmitAl02,rec_yds,8,,,,,
player,201211040cle,cle,SmitAl02,rec_td,0,,,,,
player,201211040cle,cle,SmitAl02,rec_long,4,,,,,
player,201211040cle,cle,SmitAl02,fumbles,0,,,,,
player,201211040cle,cle,SmitAl02,fumbles_lost,0,,,,,
player,201211040cle,cle,MassMo00,pass_cmp,0,,,,,
player,201211040cle,cle,MassMo00,pass_att,0,,,,,
player,201211040cle,cle,MassMo00,pass_yds,0,,,,,
player,201211040cle,cle,MassMo00,pass_td,0,,,,,
player,201211040cle,cle,MassMo00,pass_int,0,,,,,
player,201211040cle,cle,MassMo00,pass_sacked,0,,,,,
player,201211040cle,cle,MassMo00,pass_sacked_yds,0,,,,,
player,201211040cle,cle,MassMo00,pass_long,0,,,,,
player,201211040cle,cle,MassMo00,pass_rating,,,,,,
player,201211040cle,cle,MassMo00,rush_att,0,,,,,
player,201211040cle,cle,MassMo00,rush_yds,0,,,,,
player,201211040cle,cle,MassMo00,rush_td,0,,,,,
player,201211040cle,cle,MassMo00,rush_long,0,,,,,
player,201211040cle,cle,MassMo00,targets,3,,,,,
player,201211040cle,cle,MassMo00,rec,1,,,,,
player,201211040cle,cle,MassMo00,rec_yds,6,,,,,
player,201211040cle,cle,MassMo00,rec_td,0,,,,,
player,201211040cle,cle,MassMo00,rec_long,6,,,,,
player,201211040cle,cle,MassMo00,fumbles,0,,,,,
player,201211040cle,cle,MassMo00,fumbles_lost,0,,,,,
player,201211040cle,cle,CameJo00,pass_cmp,0,,,,,
player,201211040cle,cle,CameJo00,pass_att,0,,,,,
player,201211040cle,cle,CameJo00,pass_yds,0,,,,,
player,201211040cle,cle,CameJo00,pass_td,0,,,,,
player,201211040cle,cle,CameJo00,pass_int,0,,,,,
player,201211040cle,cle,CameJo00,pass_sacked,0,,,,,
player,201211040cle,cle,CameJo00,pass_sacked_yds,0,,,,,
player,201211040cle,cle,CameJo00,pass_long,0,,,,,
player,201211040cle,cle,CameJo00,pass_rating,,,,,,
player,201211040cle,cle,CameJo00,rush_att,0,,,,,
player,201211040cle,cle,CameJo00,rush_yds,0,,,,,
player,201211040cle,cle,CameJo00,rush_td,0,,,,,
player,201211040cle,cle,CameJo00,rush_long,0,,,,,
player,201211040cle,cle,CameJo00,targets,2,,,,,
player,201211040cle,cle,CameJo00,rec,0,,,,,
player,201211040cle,cle,CameJo00,rec_yds,0,,,,,
player,201211040cle,cle,CameJo00,rec_td,0,,,,,
player,201211040cle,cle,CameJo00,rec_long,0,,,,,
player,201211040cle,cle,CameJo00,fumbles,0,,,,,
player,201211040cle,cle,CameJo00,fumbles_lost,0,,,,,
player,201211040cle,cle,OgboCh00,pass_cmp,0,,,,,
player,201211040cle,cle,OgboCh00,pass_att,0,,,,,
player,201211040cle,cle,OgboCh00,pass_yds,0,,,,,
player,201211040cle,cle,OgboCh00,pass_td,0,,,,,
player,201211040cle,cle,OgboCh00,pass_int,0,,,,,
player,201211040cle,cle,OgboCh00,pass_sacked,0,,,,,
player,201211040cle,cle,OgboCh00,pass_sacked_yds,0,,,,,
player,201211040cle,cle,OgboCh00,pass_long,0,,,,,
player,201211040cle,cle,OgboCh00,pass_rating,,,,,,
player,201211040cle,cle,OgboCh00,rush_att,0,,,,,
player,201211040cle,cle,OgboCh00,rush_yds,0,,,,,
player,201211040cle,cle,OgboCh00,rush_td,0,,,,,
player,201211040cle,cle,OgboCh00,rush_long,0,,,,,
player,201211040cle,cle,OgboCh00,targets,2,,,,,
player,201211040cle,cle,OgboCh00,rec,0,,,,,
player,201211040cle,cle,OgboCh00,rec_yds,0,,,,,
player,201211040cle,cle,OgboCh00,rec_td,0,,,,,
player,201211040cle,cle,OgboCh00,rec_long,0,,,,,
player,201211040cle,cle,OgboCh00,fumbles,0,,,,,
player,201211040cle,cle,OgboCh00,fumbles_lost,0,,,,,
player,201211040cle,rav,WillCa99,def_int,1,,,,,
player,201211040cle,rav,WillCa99,def_int_yds,26,,,,,
player,201211040cle,rav,WillCa99,def_int_td,0,,,,,
player,201211040cle,rav,WillCa99,def_int_long,26,,,,,
player,201211040cle,rav,WillCa99,pass_defended,1,,,,,
player,201211040cle,rav,WillCa99,sacks,0.0,,,,,
player,201211040cle,rav,WillCa99,tackles_combined,6,,,,,
player,201211040cle,rav,WillCa99,tackles_solo,6,,,,,
player,201211040cle,rav,WillCa99,tackles_assists,0,,,,,
player,201211040cle,rav,WillCa99,tackles_loss,0,,,,,
player,201211040cle,rav,WillCa99,qb_hits,0,,,,,
player,201211040cle,rav,WillCa99,fumbles_rec,0,,,,,
player,201211040cle,rav,WillCa99,fumbles_rec_yds,0,,,,,
player,201211040cle,rav,WillCa99,fumbles_rec_td,0,,,,,
player,201211040cle,rav,WillCa99,fumbles_forced,0,,,,,
player,201211040cle,rav,ReedEd00,def_int,1,,,,,
player,201211040cle,rav,ReedEd00,def_int_yds,1,,,,,
player,201211040cle,rav,ReedEd00,def_int_td,0,,,,,
player,201211040cle,rav,ReedEd00,def_int_long,1,,,,,
player,201211040cle,rav,ReedEd00,pass_defended,3,,,,,
player,201211040cle,rav,ReedEd00,sacks,0.0,,,,,
player,201211040cle,rav,ReedEd00,tackles_combined,5,,,,,
player,201211040cle,rav,ReedEd00,tackles_solo,4,,,,,
player,201211040cle,rav,ReedEd00,tackles_assists,1,,,,,
player,201211040cle,rav,ReedEd00,tackles_loss,0,,,,,
player,201211040cle,rav,ReedEd00,qb_hits,0,,,,,
player,201211040cle,rav,ReedEd00,fumbles_rec,0,,,,,
player,201211040cle,rav,ReedEd00,fumbles_rec_yds,0,,,,,
player,201211040cle,rav,ReedEd00,fumbles_rec_td,0,,,,,
player,201211040cle,rav,ReedEd00,fumbles_forced,0,,,,,
player,201211040cle,rav,ElleDa99,def_int,0,,,,,
player,201211040cle,rav,ElleDa99,def_int_yds,0,,,,,
player,201211040cle,rav,ElleDa99,def_int_td,0,,,,,
player,201211040cle,rav,ElleDa99,def_int_long,0,,,,,
player,201211040cle,rav,ElleDa99,pass_defended,0,,,,,
