game,2012,3,20120923,201209230oti,det,"Detroit Lions",41,oti,"Tennessee Titans",44
player,201209230oti,det,StafMa00,fumbles_lost,0,,,,,
player,201209230oti,det,HillSh00,pass_cmp,10,,,,,
player,201209230oti,det,HillSh00,pass_att,13,,,,,
player,201209230oti,det,HillSh00,pass_yds,172,,,,,
player,201209230oti,det,HillSh00,pass_td,2,,,,,
player,201209230oti,det,HillSh00,pass_int,0,,,,,
player,201209230oti,det,HillSh00,pass_sacked,0,,,,,
player,201209230oti,det,HillSh00,pass_sacked_yds,0,,,,,
player,201209230oti,det,HillSh00,pass_long,46,,,,,
player,201209230oti,det,HillSh00,pass_rating,157.9,,,,,
player,201209230oti,det,HillSh00,rush_att,1,,,,,
player,201209230oti,det,HillSh00,rush_yds,-1,,,,,
player,201209230oti,det,HillSh00,rush_td,0,,,,,
player,201209230oti,det,HillSh00,rush_long,-1,,,,,
player,201209230oti,det,HillSh00,targets,0,,,,,
player,201209230oti,det,HillSh00,rec,0,,,,,
player,201209230oti,det,HillSh00,rec_yds,0,,,,,
player,201209230oti,det,HillSh00,rec_td,0,,,,,
player,201209230oti,det,HillSh00,rec_long,0,,,,,
player,201209230oti,det,HillSh00,fumbles,0,,,,,
player,201209230oti,det,HillSh00,fumbles_lost,0,,,,,
player,201209230oti,det,LeshMi00,pass_cmp,0,,,,,
player,201209230oti,det,LeshMi00,pass_att,0,,,,,
player,201209230oti,det,LeshMi00,pass_yds,0,,,,,
player,201209230oti,det,LeshMi00,pass_td,0,,,,,
player,201209230oti,det,LeshMi00,pass_int,0,,,,,
player,201209230oti,det,LeshMi00,pass_sacked,0,,,,,
player,201209230oti,det,LeshMi00,pass_sacked_yds,0,,,,,
player,201209230oti,det,LeshMi00,pass_long,0,,,,,
player,201209230oti,det,LeshMi00,pass_rating,,,,,,
player,201209230oti,det,LeshMi00,rush_att,26,,,,,
player,201209230oti,det,LeshMi00,rush_yds,100,,,,,
player,201209230oti,det,LeshMi00,rush_td,1,,,,,
player,201209230oti,det,LeshMi00,rush_long,12,,,,,
player,201209230oti,det,LeshMi00,targets,4,,,,,
player,201209230oti,det,LeshMi00,rec,4,,,,,
player,201209230oti,det,LeshMi00,rec_yds,34,,,,,
player,201209230oti,det,LeshMi00,rec_td,0,,,,,
player,201209230oti,det,LeshMi00,rec_long,13,,,,,
player,201209230oti,det,LeshMi00,fumbles,0,,,,,
player,201209230oti,det,LeshMi00,fumbles_lost,0,,,,,
player,201209230oti,det,BellJo01,pass_cmp,0,,,,,
player,201209230oti,det,BellJo01,pass_att,0,,,,,
player,201209230oti,det,BellJo01,pass_yds,0,,,,,
player,201209230oti,det,BellJo01,pass_td,0,,,,,
player,201209230oti,det,BellJo01,pass_int,0,,,,,
player,201209230oti,det,BellJo01,pass_sacked,0,,,,,
player,201209230oti,det,BellJo01,pass_sacked_yds,0,,,,,
player,201209230oti,det,BellJo01,pass_long,0,,,,,
player,201209230oti,det,BellJo01,pass_rating,,,,,,
player,201209230oti,det,BellJo01,rush_att,5,,,,,
player,201209230oti,det,BellJo01,rush_yds,23,,,,,
player,201209230oti,det,BellJo01,rush_td,0,,,,,
player,201209230oti,det,BellJo01,rush_long,9,,,,,
player,201209230oti,det,BellJo01,targets,5,,,,,
player,201209230oti,det,BellJo01,rec,4,,,,,
player,201209230oti,det,BellJo01,rec_yds,44,,,,,
player,201209230oti,det,BellJo01,rec_td,0,,,,,
player,201209230oti,det,BellJo01,rec_long,13,,,,,
player,201209230oti,det,BellJo01,fumbles,0,,,,,
player,201209230oti,det,BellJo01,fumbles_lost,0,,,,,
player,201209230oti,det,BurlNa00,pass_cmp,0,,,,,
player,201209230oti,det,BurlNa00,pass_att,0,,,,,
player,201209230oti,det,BurlNa00,pass_yds,0,,,,,
player,201209230oti,det,BurlNa00,pass_td,0,,,,,
player,201209230oti,det,BurlNa00,pass_int,0,,,,,
player,201209230oti,det,BurlNa00,pass_sacked,0,,,,,
player,201209230oti,det,BurlNa00,pass_sacked_yds,0,,,,,
player,201209230oti,det,BurlNa00,pass_long,0,,,,,
player,201209230oti,det,BurlNa00,pass_rating,,,,,,
player,201209230oti,det,BurlNa00,rush_att,2,,,,,
player,201209230oti,det,BurlNa00,rush_yds,7,,,,,
player,201209230oti,det,BurlNa00,rush_td,0,,,,,
player,201209230oti,det,BurlNa00,rush_long,4,,,,,
player,201209230oti,det,BurlNa00,targets,12,,,,,
player,201209230oti,det,BurlNa00,rec,10,,,,,
player,201209230oti,det,BurlNa00,rec_yds,69,,,,,
player,201209230oti,det,BurlNa00,rec_td,1,,,,,
player,201209230oti,det,BurlNa00,rec_long,15,,,,,
player,201209230oti,det,BurlNa00,fumbles,0,,,,,
player,201209230oti,det,BurlNa00,fumbles_lost,0,,,,,
player,201209230oti,det,JohnCa00,pass_cmp,0,,,,,
player,201209230oti,det,JohnCa00,pass_att,0,,,,,
player,201209230oti,det,JohnCa00,pass_yds,0,,,,,
player,201209230oti,det,JohnCa00,pass_td,0,,,,,
player,201209230oti,det,JohnCa00,pass_int,0,,,,,
player,201209230oti,det,JohnCa00,pass_sacked,0,,,,,
player,201209230oti,det,JohnCa00,pass_sacked_yds,0,,,,,
player,201209230oti,det,JohnCa00,pass_long,0,,,,,
player,201209230oti,det,JohnCa00,pass_rating,,,,,,
player,201209230oti,det,JohnCa00,rush_att,0,,,,,
player,201209230oti,det,JohnCa00,rush_yds,0,,,,,
player,201209230oti,det,JohnCa00,rush_td,0,,,,,
player,201209230oti,det,JohnCa00,rush_long,0,,,,,
player,201209230oti,det,JohnCa00,targets,12,,,,,
player,201209230oti,det,JohnCa00,rec,10,,,,,
player,201209230oti,det,JohnCa00,rec_yds,164,,,,,
player,201209230oti,det,JohnCa00,rec_td,1,,,,,
player,201209230oti,det,JohnCa00,rec_long,28,,,,,
player,201209230oti,det,JohnCa00,fumbles,0,,,,,
player,201209230oti,det,JohnCa00,fumbles_lost,0,,,,,
player,201209230oti,det,YounTi00,pass_cmp,0,,,,,
player,201209230oti,det,YounTi00,pass_att,0,,,,,
player,201209230oti,det,YounTi00,pass_yds,0,,,,,
player,201209230oti,det,YounTi00,pass_td,0,,,,,
player,201209230oti,det,YounTi00,pass_int,0,,,,,
player,201209230oti,det,YounTi00,pass_sacked,0,,,,,
player,201209230oti,det,YounTi00,pass_sacked_yds,0,,,,,
player,201209230oti,det,YounTi00,pass_long,0,,,,,
player,201209230oti,det,YounTi00,pass_rating,,,,,,
player,201209230oti,det,YounTi00,rush_att,0,,,,,
player,201209230oti,det,YounTi00,rush_yds,0,,,,,
player,201209230oti,det,YounTi00,rush_td,0,,,,,
player,201209230oti,det,YounTi00,rush_long,0,,,,,
player,201209230oti,det,YounTi00,targets,7,,,,,
player,201209230oti,det,YounTi00,rec,6,,,,,
player,201209230oti,det,YounTi00,rec_yds,75,,,,,
player,201209230oti,det,YounTi00,rec_td,1,,,,,
player,201209230oti,det,YounTi00,rec_long,46,,,,,
player,201209230oti,det,YounTi00,fumbles,0,,,,,
player,201209230oti,det,YounTi00,fumbles_lost,0,,,,,
player,201209230oti,det,PettBr00,pass_cmp,0,,,,,
player,201209230oti,det,PettBr00,pass_att,0,,,,,
player,201209230oti,det,PettBr00,pass_yds,0,,,,,
player,201209230oti,det,PettBr00,pass_td,0,,,,,
player,201209230oti,det,PettBr00,pass_int,0,,,,,
player,201209230oti,det,PettBr00,pass_sacked,0,,,,,
player,201209230oti,det,PettBr00,pass_sacked_yds,0,,,,,
player,201209230oti,det,PettBr00,pass_long,0,,,,,
player,201209230oti,det,PettBr00,pass_rating,,,,,,
player,201209230oti,det,PettBr00,rush_att,0,,,,,
player,201209230oti,det,PettBr00,rush_yds,0,,,,,
player,201209230oti,det,PettBr00,rush_td,0,,,,,
player,201209230oti,det,PettBr00,rush_long,0,,,,,
player,201209230oti,det,PettBr00,targets,12,,,,,
player,201209230oti,det,PettBr00,rec,8,,,,,
player,201209230oti,det,PettBr00,rec_yds,61,,,,,
player,201209230oti,det,PettBr00,rec_td,0,,,,,
player,201209230oti,det,PettBr00,rec_long,17,,,,,
player,201209230oti,det,PettBr00,fumbles,1,,,,,
player,201209230oti,det,PettBr00,fumbles_lost,1,,,,,
player,201209230oti,det,LogaSt00,pass_cmp,0,,,,,
player,201209230oti,det,LogaSt00,pass_att,0,,,,,
player,201209230oti,det,LogaSt00,pass_yds,0,,,,,
player,201209230oti,det,LogaSt00,pass_td,0,,,,,
player,201209230oti,det,LogaSt00,pass_int,0,,,,,
player,201209230oti,det,LogaSt00,pass_sacked,0,,,,,
player,201209230oti,det,LogaSt00,pass_sacked_yds,0,,,,,
player,201209230oti,det,LogaSt00,pass_long,0,,,,,
player,201209230oti,det,LogaSt00,pass_rating,,,,,,
player,201209230oti,det,LogaSt00,rush_att,0,,,,,
player,201209230oti,det,LogaSt00,rush_yds,0,,,,,
player,201209230oti,det,LogaSt00,rush_td,0,,,,,
player,201209230oti,det,LogaSt00,rush_long,0,,,,,
player,201209230oti,det,LogaSt00,targets,1,,,,,
player,201209230oti,det,LogaSt00,rec,1,,,,,
player,201209230oti,det,LogaSt00,rec_yds,3,,,,,
player,201209230oti,det,LogaSt00,rec_td,0,,,,,
player,201209230oti,det,LogaSt00,rec_long,3,,,,,
player,201209230oti,det,LogaSt00,fumbles,0,,,,,
player,201209230oti,det,LogaSt00,fumbles_lost,0,,,,,
player,201209230oti,det,HellWi00,pass_cmp,0,,,,,
player,201209230oti,det,HellWi00,pass_att,0,,,,,
player,201209230oti,det,HellWi00,pass_yds,0,,,,,
player,201209230oti,det,HellWi00,pass_td,0,,,,,
player,201209230oti,det,HellWi00,pass_int,0,,,,,
player,201209230oti,det,HellWi00,pass_sacked,0,,,,,
player,201209230oti,det,HellWi00,pass_sacked_yds,0,,,,,
player,201209230oti,det,HellWi00,pass_long,0,,,,,
player,201209230oti,det,HellWi00,pass_rating,,,,,,
player,201209230oti,det,HellWi00,rush_att,0,,,,,
player,201209230oti,det,HellWi00,rush_yds,0,,,,,
player,201209230oti,det,HellWi00,rush_td,0,,,,,
player,201209230oti,det,HellWi00,rush_long,0,,,,,
player,201209230oti,det,HellWi00,targets,1,,,,,
player,201209230oti,det,HellWi00,rec,0,,,,,
player,201209230oti,det,HellWi00,rec_yds,0,,,,,
player,201209230oti,det,HellWi00,rec_td,0,,,,,
player,201209230oti,det,HellWi00,rec_long,0,,,,,
player,201209230oti,det,HellWi00,fumbles,0,,,,,
player,201209230oti,det,HellWi00,fumbles_lost,0,,,,,
player,201209230oti,oti,LockJa00,pass_cmp,29,,,,,
player,201209230oti,oti,LockJa00,pass_att,42,,,,,
player,201209230oti,oti,LockJa00,pass_yds,378,,,,,
player,201209230oti,oti,LockJa00,pass_td,2,,,,,
player,201209230oti,oti,LockJa00,pass_int,0,,,,,
player,201209230oti,oti,LockJa00,pass_sacked,0,,,,,
player,201209230oti,oti,LockJa00,pass_sacked_yds,0,,,,,
player,201209230oti,oti,LockJa00,pass_long,71,,,,,
player,201209230oti,oti,LockJa00,pass_rating,113.0,,,,,
player,201209230oti,oti,LockJa00,rush_att,4,,,,,
player,201209230oti,oti,LockJa00,rush_yds,35,,,,,
player,201209230oti,oti,LockJa00,rush_td,0,,,,,
player,201209230oti,oti,LockJa00,rush_long,31,,,,,
player,201209230oti,oti,LockJa00,targets,0,,,,,
player,201209230oti,oti,LockJa00,rec,0,,,,,
player,201209230oti,oti,LockJa00,rec_yds,0,,,,,
player,201209230oti,oti,LockJa00,rec_td,0,,,,,
player,201209230oti,oti,LockJa00,rec_long,0,,,,,
player,201209230oti,oti,LockJa00,fumbles,1,,,,,
player,201209230oti,oti,LockJa00,fumbles_lost,1,,,,,
player,201209230oti,oti,JohnCh04,pass_cmp,0,,,,,
player,201209230oti,oti,JohnCh04,pass_att,0,,,,,
player,201209230oti,oti,JohnCh04,pass_yds,0,,,,,
player,201209230oti,oti,JohnCh04,pass_td,0,,,,,
player,201209230oti,oti,JohnCh04,pass_int,0,,,,,
player,201209230oti,oti,JohnCh04,pass_sacked,0,,,,,
player,201209230oti,oti,JohnCh04,pass_sacked_yds,0,,,,,
player,201209230oti,oti,JohnCh04,pass_long,0,,,,,
player,201209230oti,oti,JohnCh04,pass_rating,,,,,,
player,201209230oti,oti,JohnCh04,rush_att,14,,,,,
player,201209230oti,oti,JohnCh04,rush_yds,24,,,,,
player,201209230oti,oti,JohnCh04,rush_td,0,,,,,
player,201209230oti,oti,JohnCh04,rush_long,13,,,,,
player,201209230oti,oti,JohnCh04,targets,2,,,,,
player,201209230oti,oti,JohnCh04,rec,1,,,,,
player,201209230oti,oti,JohnCh04,rec_yds,5,,,,,
player,201209230oti,oti,JohnCh04,rec_td,0,,,,,
player,201209230oti,oti,JohnCh04,rec_long,5,,,,,
player,201209230oti,oti,JohnCh04,fumbles,0,,,,,
player,201209230oti,oti,JohnCh04,fumbles_lost,0,,,,,
player,201209230oti,oti,WashNa00,pass_cmp,0,,,,,
player,201209230oti,oti,WashNa00,pass_att,0,,,,,
player,201209230oti,oti,WashNa00,pass_yds,0,,,,,
player,201209230oti,oti,WashNa00,pass_td,0,,,,,
player,201209230oti,oti,WashNa00,pass_int,0,,,,,
player,201209230oti,oti,WashNa00,pass_sacked,0,,,,,
player,201209230oti,oti,WashNa00,pass_sacked_yds,0,,,,,
player,201209230oti,oti,WashNa00,pass_long,0,,,,,
player,201209230oti,oti,WashNa00,pass_rating,,,,,,
player,201209230oti,oti,WashNa00,rush_att,0,,,,,
player,201209230oti,oti,WashNa00,rush_yds,0,,,,,
player,201209230oti,oti,WashNa00,rush_td,0,,,,,
player,201209230oti,oti,WashNa00,rush_long,0,,,,,
player,201209230oti,oti,WashNa00,targets,3,,,,,
player,201209230oti,oti,WashNa00,rec,3,,,,,
player,201209230oti,oti,WashNa00,rec_yds,112,,,,,
player,201209230oti,oti,WashNa00,rec_td,1,,,,,
player,201209230oti,oti,WashNa00,rec_long,71,,,,,
player,201209230oti,oti,WashNa00,fumbles,0,,,,,
player,201209230oti,oti,WashNa00,fumbles_lost,0,,,,,
player,201209230oti,oti,CookJa02,pass_cmp,0,,,,,
player,201209230oti,oti,CookJa02,pass_att,0,,,,,
player,201209230oti,oti,CookJa02,pass_yds,0,,,,,
player,201209230oti,oti,CookJa02,pass_td,0,,,,,
player,201209230oti,oti,CookJa02,pass_int,0,,,,,
player,201209230oti,oti,CookJa02,pass_sacked,0,,,,,
player,201209230oti,oti,CookJa02,pass_sacked_yds,0,,,,,
player,201209230oti,oti,CookJa02,pass_long,0,,,,,
player,201209230oti,oti,CookJa02,pass_rating,,,,,,
player,201209230oti,oti,CookJa02,rush_att,0,,,,,
player,201209230oti,oti,CookJa02,rush_yds,0,,,,,
player,201209230oti,oti,CookJa02,rush_td,0,,,,,
player,201209230oti,oti,CookJa02,rush_long,0,,,,,
player,201209230oti,oti,CookJa02,targets,4,,,,,
player,201209230oti,oti,CookJa02,rec,4,,,,,
player,201209230oti,oti,CookJa02,rec_yds,77,,,,,
player,201209230oti,oti,CookJa02,rec_td,1,,,,,
player,201209230oti,oti,CookJa02,rec_long,61,,,,,
player,201209230oti,oti,CookJa02,fumbles,0,,,,,
player,201209230oti,oti,CookJa02,fumbles_lost,0,,,,,
player,201209230oti,oti,StevCr00,pass_cmp,0,,,,,
player,201209230oti,oti,StevCr00,pass_att,0,,,,,
player,201209230oti,oti,StevCr00,pass_yds,0,,,,,
player,201209230oti,oti,StevCr00,pass_td,0,,,,,
player,201209230oti,oti,StevCr00,pass_int,0,,,,,
player,201209230oti,oti,StevCr00,pass_sacked,0,,,,,
player,201209230oti,oti,StevCr00,pass_sacked_yds,0,,,,,
player,201209230oti,oti,StevCr00,pass_long,0,,,,,
player,201209230oti,oti,StevCr00,pass_rating,,,,,,
player,201209230oti,oti,StevCr00,rush_att,0,,,,,
player,201209230oti,oti,StevCr00,rush_yds,0,,,,,
player,201209230oti,oti,StevCr00,rush_td,0,,,,,
player,201209230oti,oti,StevCr00,rush_long,0,,,,,
player,201209230oti,oti,StevCr00,targets,7,,,,,
player,201209230oti,oti,StevCr00,rec,5,,,,,
player,201209230oti,oti,StevCr00,rec_yds,63,,,,,
player,201209230oti,oti,StevCr00,rec_td,0,,,,,
player,201209230oti,oti,StevCr00,rec_long,24,,,,,
player,201209230oti,oti,StevCr00,fumbles,0,,,,,
player,201209230oti,oti,StevCr00,fumbles_lost,0,,,,,
player,201209230oti,oti,BritKe00,pass_cmp,0,,,,,
player,201209230oti,oti,BritKe00,pass_att,0,,,,,
player,201209230oti,oti,BritKe00,pass_yds,0,,,,,
player,201209230oti,oti,BritKe00,pass_td,0,,,,,
player,201209230oti,oti,BritKe00,pass_int,0,,,,,
player,201209230oti,oti,BritKe00,pass_sacked,0,,,,,
player,201209230oti,oti,BritKe00,pass_sacked_yds,0,,,,,
player,201209230oti,oti,BritKe00,pass_long,0,,,,,
player,201209230oti,oti,BritKe00,pass_rating,,,,,,
player,201209230oti,oti,BritKe00,rush_att,0,,,,,
player,201209230oti,oti,BritKe00,rush_yds,0,,,,,
player,201209230oti,oti,BritKe00,rush_td,0,,,,,
player,201209230oti,oti,BritKe00,rush_long,0,,,,,
player,201209230oti,oti,BritKe00,targets,11,,,,,
player,201209230oti,oti,BritKe00,rec,6,,,,,
player,201209230oti,oti,BritKe00,rec_yds,55,,,,,
player,201209230oti,oti,BritKe00,rec_td,0,,,,,
player,201209230oti,oti,BritKe00,rec_long,17,,,,,
player,201209230oti,oti,BritKe00,fumbles,0,,,,,
player,201209230oti,oti,BritKe00,fumbles_lost,0,,,,,
player,201209230oti,oti,WrigKe01,pass_cmp,0,,,,,
player,201209230oti,oti,WrigKe01,pass_att,0,,,,,
player,201209230oti,oti,WrigKe01,pass_yds,0,,,,,
player,201209230oti,oti,WrigKe01,pass_td,0,,,,,
player,201209230oti,oti,WrigKe01,pass_int,0,,,,,
player,201209230oti,oti,WrigKe01,pass_sacked,0,,,,,
player,201209230oti,oti,WrigKe01,pass_sacked_yds,0,,,,,
player,201209230oti,oti,WrigKe01,pass_long,0,,,,,
player,201209230oti,oti,WrigKe01,pass_rating,,,,,,
player,201209230oti,oti,WrigKe01,rush_att,0,,,,,
player,201209230oti,oti,WrigKe01,rush_yds,0,,,,,
player,201209230oti,oti,WrigKe01,rush_td,0,,,,,
player,201209230oti,oti,WrigKe01,rush_long,0,,,,,
player,201209230oti,oti,WrigKe01,targets,11,,,,,
player,201209230oti,oti,WrigKe01,rec,7,,,,,
player,201209230oti,oti,WrigKe01,rec_yds,41,,,,,
player,201209230oti,oti,WrigKe01,rec_td,0,,,,,
player,201209230oti,oti,WrigKe01,rec_long,17,,,,,
player,201209230oti,oti,WrigKe01,fumbles,1,,,,,
player,201209230oti,oti,WrigKe01,fumbles_lost,1,,,,,
player,201209230oti,oti,WillDa04,pass_cmp,0,,,,,
player,201209230oti,oti,WillDa04,pass_att,0,,,,,
player,201209230oti,oti,WillDa04,pass_yds,0,,,,,
player,201209230oti,oti,WillDa04,pass_td,0,,,,,
player,201209230oti,oti,WillDa04,pass_int,0,,,,,
player,201209230oti,oti,WillDa04,pass_sacked,0,,,,,
player,201209230oti,oti,WillDa04,pass_sacked_yds,0,,,,,
player,201209230oti,oti,WillDa04,pass_long,0,,,,,
player,201209230oti,oti,WillDa04,pass_rating,,,,,,
player,201209230oti,oti,WillDa04,rush_att,0,,,,,
player,201209230oti,oti,WillDa04,rush_yds,0,,,,,
player,201209230oti,oti,WillDa04,rush_td,0,,,,,
player,201209230oti,oti,WillDa04,rush_long,0,,,,,
player,201209230oti,oti,WillDa04,targets,3,,,,,
player,201209230oti,oti,WillDa04,rec,2,,,,,
player,201209230oti,oti,WillDa04,rec_yds,20,,,,,
player,201209230oti,oti,WillDa04,rec_td,0,,,,,
player,201209230oti,oti,WillDa04,rec_long,13,,,,,
player,201209230oti,oti,WillDa04,fumbles,0,,,,,
player,201209230oti,oti,WillDa04,fumbles_lost,0,,,,,
player,201209230oti,oti,JohnQu00,pass_cmp,0,,,,,
player,201209230oti,oti,JohnQu00,pass_att,0,,,,,
player,201209230oti,oti,JohnQu00,pass_yds,0,,,,,
player,201209230oti,oti,JohnQu00,pass_td,0,,,,,
player,201209230oti,oti,JohnQu00,pass_int,0,,,,,
player,201209230oti,oti,JohnQu00,pass_sacked,0,,,,,
player,201209230oti,oti,JohnQu00,pass_sacked_yds,0,,,,,
player,201209230oti,oti,JohnQu00,pass_long,0,,,,,
player,201209230oti,oti,JohnQu00,pass_rating,,,,,,
player,201209230oti,oti,JohnQu00,rush_att,0,,,,,
player,201209230oti,oti,JohnQu00,rush_yds,0,,,,,
player,201209230oti,oti,JohnQu00,rush_td,0,,,,,
player,201209230oti,oti,JohnQu00,rush_long,0,,,,,
player,201209230oti,oti,JohnQu00,targets,1,,,,,
player,201209230oti,oti,JohnQu00,rec,1,,,,,
player,201209230oti,oti,JohnQu00,rec_yds,5,,,,,
player,201209230oti,oti,JohnQu00,rec_td,0,,,,,
player,201209230oti,oti,JohnQu00,rec_long,5,,,,,
player,201209230oti,oti,JohnQu00,fumbles,0,,,,,
player,201209230oti,oti,JohnQu00,fumbles_lost,0,,,,,
player,201209230oti,oti,ReynDa00,pass_cmp,0,,,,,
player,201209230oti,oti,ReynDa00,pass_att,0,,,,,
player,201209230oti,oti,ReynDa00,pass_yds,0,,,,,
player,201209230oti,oti,ReynDa00,pass_td,0,,,,,
player,201209230oti,oti,ReynDa00,pass_int,0,,,,,
player,201209230oti,oti,ReynDa00,pass_sacked,0,,,,,
player,201209230oti,oti,ReynDa00,pass_sacked_yds,0,,,,,
player,201209230oti,oti,ReynDa00,pass_long,0,,,,,
player,201209230oti,oti,ReynDa00,pass_rating,,,,,,
player,201209230oti,oti,ReynDa00,rush_att,1,,,,,
player,201209230oti,oti,ReynDa00,rush_yds,0,,,,,
player,201209230oti,oti,ReynDa00,rush_td,0,,,,,
player,201209230oti,oti,ReynDa00,rush_long,0,,,,,
player,201209230oti,oti,ReynDa00,targets,0,,,,,
player,201209230oti,oti,ReynDa00,rec,0,,,,,
player,201209230oti,oti,ReynDa00,rec_yds,0,,,,,
player,201209230oti,oti,ReynDa00,rec_td,0,,,,,
player,201209230oti,oti,ReynDa00,rec_long,0,,,,,
player,201209230oti,oti,ReynDa00,fumbles,0,,,,,
player,201209230oti,oti,ReynDa00,fumbles_lost,0,,,,,
player,201209230oti,det,BentBi00,def_int,0,,,,,
player,201209230oti,det,BentBi00,def_int_yds,0,,,,,
player,201209230oti,det,BentBi00,def_int_td,0,,,,,
player,201209230oti,det,BentBi00,def_int_long,0,,,,,
player,201209230oti,det,BentBi00,pass_defended,0,,,,,
player,201209230oti,det,BentBi00,sacks,0.0,,,,,
player,201209230oti,det,BentBi00,tackles_combined,6,,,,,
player,201209230oti,det,BentBi00,tackles_solo,5,,,,,
player,201209230oti,det,BentBi00,tackles_assists,1,,,,,
player,201209230oti,det,BentBi00,tackles_loss,,,,,,
player,201209230oti,det,BentBi00,qb_hits,,,,,,
player,201209230oti,det,BentBi00,fumbles_rec,0,,,,,
player,201209230oti,det,BentBi00,fumbles_rec_yds,0,,,,,
player,201209230oti,det,BentBi00,fumbles_rec_td,0,,,,,
player,201209230oti,det,BentBi00,fumbles_forced,0,,,,,
player,201209230oti,det,LevyDe99,def_int,0,,,,,
player,201209230oti,det,LevyDe99,def_int_yds,0,,,,,
player,201209230oti,det,LevyDe99,def_int_td,0,,,,,
player,201209230oti,det,LevyDe99,def_int_long,0,,,,,
player,201209230oti,det,LevyDe99,pass_defended,0,,,,,
player,201209230oti,det,LevyDe99,sacks,0.0,,,,,
player,201209230oti,det,LevyDe99,tackles_combined,6,,,,,
player,201209230oti,det,LevyDe99,tackles_solo,3,,,,,
player,201209230oti,det,LevyDe99,tackles_assists,3,,,,,
player,201209230oti,det,LevyDe99,tackles_loss,1,,,,,
player,201209230oti,det,LevyDe99,qb_hits,0,,,,,
player,201209230oti,det,LevyDe99,fumbles_rec,1,,,,,
player,201209230oti,det,LevyDe99,fumbles_rec_yds,0,,,,,
player,201209230oti,det,LevyDe99,fumbles_rec_td,0,,,,,
player,201209230oti,det,LevyDe99,fumbles_forced,0,,,,,
player,201209230oti,det,TullSt20,def_int,0,,,,,
player,201209230oti,det,TullSt20,def_int_yds,0,,,,,
player,201209230oti,det,TullSt20,def_int_td,0,,,,,
player,201209230oti,det,TullSt20,def_int_long,0,,,,,
player,201209230oti,det,TullSt20,pass_defended,1,,,,,
player,201209230oti,det,TullSt20,sacks,0.0,,,,,
player,201209230oti,det,TullSt20,tackles_combined,6,,,,,
player,201209230oti,det,TullSt20,tackles_solo,3,,,,,
player,201209230oti,det,TullSt20,tackles_assists,3,,,,,
player,201209230oti,det,TullSt20,tackles_loss,1,,,,,
player,201209230oti,det,TullSt20,qb_hits,0,,,,,
player,201209230oti,det,TullSt20,fumbles_rec,0,,,,,
player,201209230oti,det,TullSt20,fumbles_rec_yds,0,,,,,
player,201209230oti,det,TullSt20,fumbles_rec_td,0,,,,,
player,201209230oti,det,TullSt20,fumbles_forced,0,,,,,
player,201209230oti,det,WendJo99,def_int,0,,,,,
