game,2012,17,20121230,201212300nwe,mia,"Miami Dolphins",0,nwe,"New England Patriots",28
team,201212300nwe,mia,First Downs,16,,,,,,
team,201212300nwe,nwe,First Downs,28,,,,,,
team,201212300nwe,mia,Rush-Yds-TDs,15-47-0,,,,,,
team,201212300nwe,nwe,Rush-Yds-TDs,38-167-2,,,,,,
team,201212300nwe,mia,Cmp-Att-Yd-TD-INT,20-35-235-0-1,,,,,,
team,201212300nwe,nwe,Cmp-Att-Yd-TD-INT,22-36-284-2-0,,,,,,
team,201212300nwe,mia,Sacked-Yards,7-26,,,,,,
team,201212300nwe,nwe,Sacked-Yards,1-8,,,,,,
team,201212300nwe,mia,Net Pass Yards,209,,,,,,
team,201212300nwe,nwe,Net Pass Yards,276,,,,,,
team,201212300nwe,mia,Total Yards,256,,,,,,
team,201212300nwe,nwe,Total Yards,443,,,,,,
team,201212300nwe,mia,Fumbles-Lost,1-1,,,,,,
team,201212300nwe,nwe,Fumbles-Lost,1-0,,,,,,
team,201212300nwe,mia,Turnovers,2,,,,,,
team,201212300nwe,nwe,Turnovers,0,,,,,,
team,201212300nwe,mia,Penalties-Yards,3-23,,,,,,
team,201212300nwe,nwe,Penalties-Yards,6-48,,,,,,
team,201212300nwe,mia,Third Down Conv.,5-13,,,,,,
team,201212300nwe,nwe,Third Down Conv.,8-16,,,,,,
team,201212300nwe,mia,Fourth Down Conv.,0-1,,,,,,
team,201212300nwe,nwe,Fourth Down Conv.,2-3,,,,,,
team,201212300nwe,mia,Time of Possession,24:22,,,,,,
team,201212300nwe,nwe,Time of Possession,35:38,,,,,,
player,201212300nwe,mia,TannRy00,pass_cmp,20,,,,,
player,201212300nwe,mia,TannRy00,pass_att,35,,,,,
player,201212300nwe,mia,TannRy00,pass_yds,235,,,,,
player,201212300nwe,mia,TannRy00,pass_td,0,,,,,
player,201212300nwe,mia,TannRy00,pass_int,1,,,,,
player,201212300nwe,mia,TannRy00,pass_sacked,7,,,,,
player,201212300nwe,mia,TannRy00,pass_sacked_yds,26,,,,,
player,201212300nwe,mia,TannRy00,pass_long,22,,,,,
player,201212300nwe,mia,TannRy00,pass_rating,65.8,,,,,
player,201212300nwe,mia,TannRy00,rush_att,2,,,,,
player,201212300nwe,mia,TannRy00,rush_yds,8,,,,,
player,201212300nwe,mia,TannRy00,rush_td,0,,,,,
player,201212300nwe,mia,TannRy00,rush_long,8,,,,,
player,201212300nwe,mia,TannRy00,targets,0,,,,,
player,201212300nwe,mia,TannRy00,rec,0,,,,,
player,201212300nwe,mia,TannRy00,rec_yds,0,,,,,
player,201212300nwe,mia,TannRy00,rec_td,0,,,,,
player,201212300nwe,mia,TannRy00,rec_long,0,,,,,
player,201212300nwe,mia,TannRy00,fumbles,1,,,,,
player,201212300nwe,mia,TannRy00,fumbles_lost,1,,,,,
player,201212300nwe,mia,BushRe00,pass_cmp,0,,,,,
player,201212300nwe,mia,BushRe00,pass_att,0,,,,,
player,201212300nwe,mia,BushRe00,pass_yds,0,,,,,
player,201212300nwe,mia,BushRe00,pass_td,0,,,,,
player,201212300nwe,mia,BushRe00,pass_int,0,,,,,
player,201212300nwe,mia,BushRe00,pass_sacked,0,,,,,
player,201212300nwe,mia,BushRe00,pass_sacked_yds,0,,,,,
player,201212300nwe,mia,BushRe00,pass_long,0,,,,,
player,201212300nwe,mia,BushRe00,pass_rating,,,,,,
player,201212300nwe,mia,BushRe00,rush_att,8,,,,,
player,201212300nwe,mia,BushRe00,rush_yds,26,,,,,
player,201212300nwe,mia,BushRe00,rush_td,0,,,,,
player,201212300nwe,mia,BushRe00,rush_long,18,,,,,
player,201212300nwe,mia,BushRe00,targets,5,,,,,
player,201212300nwe,mia,BushRe00,rec,2,,,,,
player,201212300nwe,mia,BushRe00,rec_yds,23,,,,,
player,201212300nwe,mia,BushRe00,rec_td,0,,,,,
player,201212300nwe,mia,BushRe00,rec_long,19,,,,,
player,201212300nwe,mia,BushRe00,fumbles,0,,,,,
player,201212300nwe,mia,BushRe00,fumbles_lost,0,,,,,
player,201212300nwe,mia,MillLa01,pass_cmp,0,,,,,
player,201212300nwe,mia,MillLa01,pass_att,0,,,,,
player,201212300nwe,mia,MillLa01,pass_yds,0,,,,,
player,201212300nwe,mia,MillLa01,pass_td,0,,,,,
player,201212300nwe,mia,MillLa01,pass_int,0,,,,,
player,201212300nwe,mia,MillLa01,pass_sacked,0,,,,,
player,201212300nwe,mia,MillLa01,pass_sacked_yds,0,,,,,
player,201212300nwe,mia,MillLa01,pass_long,0,,,,,
player,201212300nwe,mia,MillLa01,pass_rating,,,,,,
player,201212300nwe,mia,MillLa01,rush_att,5,,,,,
player,201212300nwe,mia,MillLa01,rush_yds,13,,,,,
player,201212300nwe,mia,MillLa01,rush_td,0,,,,,
player,201212300nwe,mia,MillLa01,rush_long,4,,,,,
player,201212300nwe,mia,MillLa01,targets,2,,,,,
player,201212300nwe,mia,MillLa01,rec,2,,,,,
player,201212300nwe,mia,MillLa01,rec_yds,22,,,,,
player,201212300nwe,mia,MillLa01,rec_td,0,,,,,
player,201212300nwe,mia,MillLa01,rec_long,12,,,,,
player,201212300nwe,mia,MillLa01,fumbles,0,,,,,
player,201212300nwe,mia,MillLa01,fumbles_lost,0,,,,,
player,201212300nwe,mia,HartBr00,pass_cmp,0,,,,,
player,201212300nwe,mia,HartBr00,pass_att,0,,,,,
player,201212300nwe,mia,HartBr00,pass_yds,0,,,,,
player,201212300nwe,mia,HartBr00,pass_td,0,,,,,
player,201212300nwe,mia,HartBr00,pass_int,0,,,,,
player,201212300nwe,mia,HartBr00,pass_sacked,0,,,,,
player,201212300nwe,mia,HartBr00,pass_sacked_yds,0,,,,,
player,201212300nwe,mia,HartBr00,pass_long,0,,,,,
player,201212300nwe,mia,HartBr00,pass_rating,,,,,,
player,201212300nwe,mia,HartBr00,rush_att,0,,,,,
player,201212300nwe,mia,HartBr00,rush_yds,0,,,,,
player,201212300nwe,mia,HartBr00,rush_td,0,,,,,
player,201212300nwe,mia,HartBr00,rush_long,0,,,,,
player,201212300nwe,mia,HartBr00,targets,7,,,,,
player,201212300nwe,mia,HartBr00,rec,5,,,,,
player,201212300nwe,mia,HartBr00,rec_yds,69,,,,,
player,201212300nwe,mia,HartBr00,rec_td,0,,,,,
player,201212300nwe,mia,HartBr00,rec_long,22,,,,,
player,201212300nwe,mia,HartBr00,fumbles,0,,,,,
player,201212300nwe,mia,HartBr00,fumbles_lost,0,,,,,
player,201212300nwe,mia,BinnAr00,pass_cmp,0,,,,,
player,201212300nwe,mia,BinnAr00,pass_att,0,,,,,
player,201212300nwe,mia,BinnAr00,pass_yds,0,,,,,
player,201212300nwe,mia,BinnAr00,pass_td,0,,,,,
player,201212300nwe,mia,BinnAr00,pass_int,0,,,,,
player,201212300nwe,mia,BinnAr00,pass_sacked,0,,,,,
player,201212300nwe,mia,BinnAr00,pass_sacked_yds,0,,,,,
player,201212300nwe,mia,BinnAr00,pass_long,0,,,,,
player,201212300nwe,mia,BinnAr00,pass_rating,,,,,,
player,201212300nwe,mia,BinnAr00,rush_att,0,,,,,
player,201212300nwe,mia,BinnAr00,rush_yds,0,,,,,
player,201212300nwe,mia,BinnAr00,rush_td,0,,,,,
player,201212300nwe,mia,BinnAr00,rush_long,0,,,,,
player,201212300nwe,mia,BinnAr00,targets,7,,,,,
player,201212300nwe,mia,BinnAr00,rec,3,,,,,
player,201212300nwe,mia,BinnAr00,rec_yds,40,,,,,
player,201212300nwe,mia,BinnAr00,rec_td,0,,,,,
player,201212300nwe,mia,BinnAr00,rec_long,21,,,,,
player,201212300nwe,mia,BinnAr00,fumbles,0,,,,,
player,201212300nwe,mia,BinnAr00,fumbles_lost,0,,,,,
player,201212300nwe,mia,MattRi00,pass_cmp,0,,,,,
player,201212300nwe,mia,MattRi00,pass_att,0,,,,,
player,201212300nwe,mia,MattRi00,pass_yds,0,,,,,
player,201212300nwe,mia,MattRi00,pass_td,0,,,,,
player,201212300nwe,mia,MattRi00,pass_int,0,,,,,
player,201212300nwe,mia,MattRi00,pass_sacked,0,,,,,
player,201212300nwe,mia,MattRi00,pass_sacked_yds,0,,,,,
player,201212300nwe,mia,MattRi00,pass_long,0,,,,,
player,201212300nwe,mia,MattRi00,pass_rating,,,,,,
player,201212300nwe,mia,MattRi00,rush_att,0,,,,,
player,201212300nwe,mia,MattRi00,rush_yds,0,,,,,
player,201212300nwe,mia,MattRi00,rush_td,0,,,,,
player,201212300nwe,mia,MattRi00,rush_long,0,,,,,
player,201212300nwe,mia,MattRi00,targets,6,,,,,
player,201212300nwe,mia,MattRi00,rec,3,,,,,
player,201212300nwe,mia,MattRi00,rec_yds,36,,,,,
player,201212300nwe,mia,MattRi00,rec_td,0,,,,,
player,201212300nwe,mia,MattRi00,rec_long,20,,,,,
player,201212300nwe,mia,MattRi00,fumbles,0,,,,,
player,201212300nwe,mia,MattRi00,fumbles_lost,0,,,,,
player,201212300nwe,mia,FasaAn00,pass_cmp,0,,,,,
player,201212300nwe,mia,FasaAn00,pass_att,0,,,,,
player,201212300nwe,mia,FasaAn00,pass_yds,0,,,,,
player,201212300nwe,mia,FasaAn00,pass_td,0,,,,,
player,201212300nwe,mia,FasaAn00,pass_int,0,,,,,
player,201212300nwe,mia,FasaAn00,pass_sacked,0,,,,,
player,201212300nwe,mia,FasaAn00,pass_sacked_yds,0,,,,,
player,201212300nwe,mia,FasaAn00,pass_long,0,,,,,
player,201212300nwe,mia,FasaAn00,pass_rating,,,,,,
player,201212300nwe,mia,FasaAn00,rush_att,0,,,,,
player,201212300nwe,mia,FasaAn00,rush_yds,0,,,,,
player,201212300nwe,mia,FasaAn00,rush_td,0,,,,,
player,201212300nwe,mia,FasaAn00,rush_long,0,,,,,
player,201212300nwe,mia,FasaAn00,targets,6,,,,,
player,201212300nwe,mia,FasaAn00,rec,3,,,,,
player,201212300nwe,mia,FasaAn00,rec_yds,31,,,,,
player,201212300nwe,mia,FasaAn00,rec_td,0,,,,,
player,201212300nwe,mia,FasaAn00,rec_long,13,,,,,
player,201212300nwe,mia,FasaAn00,fumbles,0,,,,,
player,201212300nwe,mia,FasaAn00,fumbles_lost,0,,,,,
player,201212300nwe,mia,LaneJo00,pass_cmp,0,,,,,
player,201212300nwe,mia,LaneJo00,pass_att,0,,,,,
player,201212300nwe,mia,LaneJo00,pass_yds,0,,,,,
player,201212300nwe,mia,LaneJo00,pass_td,0,,,,,
player,201212300nwe,mia,LaneJo00,pass_int,0,,,,,
player,201212300nwe,mia,LaneJo00,pass_sacked,0,,,,,
player,201212300nwe,mia,LaneJo00,pass_sacked_yds,0,,,,,
player,201212300nwe,mia,LaneJo00,pass_long,0,,,,,
player,201212300nwe,mia,LaneJo00,pass_rating,,,,,,
player,201212300nwe,mia,LaneJo00,rush_att,0,,,,,
player,201212300nwe,mia,LaneJo00,rush_yds,0,,,,,
player,201212300nwe,mia,LaneJo00,rush_td,0,,,,,
player,201212300nwe,mia,LaneJo00,rush_long,0,,,,,
player,201212300nwe,mia,LaneJo00,targets,2,,,,,
player,201212300nwe,mia,LaneJo00,rec,2,,,,,
player,201212300nwe,mia,LaneJo00,rec_yds,14,,,,,
player,201212300nwe,mia,LaneJo00,rec_td,0,,,,,
player,201212300nwe,mia,LaneJo00,rec_long,8,,,,,
player,201212300nwe,mia,LaneJo00,fumbles,0,,,,,
player,201212300nwe,mia,LaneJo00,fumbles_lost,0,,,,,
player,201212300nwe,nwe,BradTo00,pass_cmp,22,,,,,
player,201212300nwe,nwe,BradTo00,pass_att,36,,,,,
player,201212300nwe,nwe,BradTo00,pass_yds,284,,,,,
player,201212300nwe,nwe,BradTo00,pass_td,2,,,,,
player,201212300nwe,nwe,BradTo00,pass_int,0,,,,,
player,201212300nwe,nwe,BradTo00,pass_sacked,1,,,,,
player,201212300nwe,nwe,BradTo00,pass_sacked_yds,8,,,,,
player,201212300nwe,nwe,BradTo00,pass_long,25,,,,,
player,201212300nwe,nwe,BradTo00,pass_rating,104.4,,,,,
player,201212300nwe,nwe,BradTo00,rush_att,0,,,,,
player,201212300nwe,nwe,BradTo00,rush_yds,0,,,,,
player,201212300nwe,nwe,BradTo00,rush_td,0,,,,,
player,201212300nwe,nwe,BradTo00,rush_long,0,,,,,
player,201212300nwe,nwe,BradTo00,targets,0,,,,,
player,201212300nwe,nwe,BradTo00,rec,0,,,,,
player,201212300nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201212300nwe,nwe,BradTo00,rec_td,0,,,,,
player,201212300nwe,nwe,BradTo00,rec_long,0,,,,,
player,201212300nwe,nwe,BradTo00,fumbles,0,,,,,
player,201212300nwe,nwe,BradTo00,fumbles_lost,0,,,,,
player,201212300nwe,nwe,RidlSt00,pass_cmp,0,,,,,
player,201212300nwe,nwe,RidlSt00,pass_att,0,,,,,
player,201212300nwe,nwe,RidlSt00,pass_yds,0,,,,,
player,201212300nwe,nwe,RidlSt00,pass_td,0,,,,,
player,201212300nwe,nwe,RidlSt00,pass_int,0,,,,,
player,201212300nwe,nwe,RidlSt00,pass_sacked,0,,,,,
player,201212300nwe,nwe,RidlSt00,pass_sacked_yds,0,,,,,
player,201212300nwe,nwe,RidlSt00,pass_long,0,,,,,
player,201212300nwe,nwe,RidlSt00,pass_rating,,,,,,
player,201212300nwe,nwe,RidlSt00,rush_att,20,,,,,
player,201212300nwe,nwe,RidlSt00,rush_yds,74,,,,,
player,201212300nwe,nwe,RidlSt00,rush_td,2,,,,,
player,201212300nwe,nwe,RidlSt00,rush_long,13,,,,,
player,201212300nwe,nwe,RidlSt00,targets,0,,,,,
player,201212300nwe,nwe,RidlSt00,rec,0,,,,,
player,201212300nwe,nwe,RidlSt00,rec_yds,0,,,,,
player,201212300nwe,nwe,RidlSt00,rec_td,0,,,,,
player,201212300nwe,nwe,RidlSt00,rec_long,0,,,,,
player,201212300nwe,nwe,RidlSt00,fumbles,0,,,,,
player,201212300nwe,nwe,RidlSt00,fumbles_lost,0,,,,,
player,201212300nwe,nwe,VereSh00,pass_cmp,0,,,,,
player,201212300nwe,nwe,VereSh00,pass_att,0,,,,,
player,201212300nwe,nwe,VereSh00,pass_yds,0,,,,,
player,201212300nwe,nwe,VereSh00,pass_td,0,,,,,
player,201212300nwe,nwe,VereSh00,pass_int,0,,,,,
player,201212300nwe,nwe,VereSh00,pass_sacked,0,,,,,
player,201212300nwe,nwe,VereSh00,pass_sacked_yds,0,,,,,
player,201212300nwe,nwe,VereSh00,pass_long,0,,,,,
player,201212300nwe,nwe,VereSh00,pass_rating,,,,,,
player,201212300nwe,nwe,VereSh00,rush_att,8,,,,,
player,201212300nwe,nwe,VereSh00,rush_yds,38,,,,,
player,201212300nwe,nwe,VereSh00,rush_td,0,,,,,
player,201212300nwe,nwe,VereSh00,rush_long,9,,,,,
player,201212300nwe,nwe,VereSh00,targets,0,,,,,
player,201212300nwe,nwe,VereSh00,rec,0,,,,,
player,201212300nwe,nwe,VereSh00,rec_yds,0,,,,,
player,201212300nwe,nwe,VereSh00,rec_td,0,,,,,
player,201212300nwe,nwe,VereSh00,rec_long,0,,,,,
player,201212300nwe,nwe,VereSh00,fumbles,0,,,,,
player,201212300nwe,nwe,VereSh00,fumbles_lost,0,,,,,
player,201212300nwe,nwe,BoldBr00,pass_cmp,0,,,,,
player,201212300nwe,nwe,BoldBr00,pass_att,0,,,,,
