game,2012,6,20121014,201210140atl,rai,"Oakland Raiders",20,atl,"Atlanta Falcons",23
player,201210140atl,rai,HansJo20,fumbles_forced,0,,,,,
player,201210140atl,rai,HuffMi20,def_int,1,,,,,
player,201210140atl,rai,HuffMi20,def_int_yds,0,,,,,
player,201210140atl,rai,HuffMi20,def_int_td,0,,,,,
player,201210140atl,rai,HuffMi20,def_int_long,0,,,,,
player,201210140atl,rai,HuffMi20,pass_defended,4,,,,,
player,201210140atl,rai,HuffMi20,sacks,0.0,,,,,
player,201210140atl,rai,HuffMi20,tackles_combined,3,,,,,
player,201210140atl,rai,HuffMi20,tackles_solo,2,,,,,
player,201210140atl,rai,HuffMi20,tackles_assists,1,,,,,
player,201210140atl,rai,HuffMi20,tackles_loss,0,,,,,
player,201210140atl,rai,HuffMi20,qb_hits,0,,,,,
player,201210140atl,rai,HuffMi20,fumbles_rec,0,,,,,
player,201210140atl,rai,HuffMi20,fumbles_rec_yds,0,,,,,
player,201210140atl,rai,HuffMi20,fumbles_rec_td,0,,,,,
player,201210140atl,rai,HuffMi20,fumbles_forced,0,,,,,
player,201210140atl,rai,ShauMa99,def_int,0,,,,,
player,201210140atl,rai,ShauMa99,def_int_yds,0,,,,,
player,201210140atl,rai,ShauMa99,def_int_td,0,,,,,
player,201210140atl,rai,ShauMa99,def_int_long,0,,,,,
player,201210140atl,rai,ShauMa99,pass_defended,0,,,,,
player,201210140atl,rai,ShauMa99,sacks,1.0,,,,,
player,201210140atl,rai,ShauMa99,tackles_combined,5,,,,,
player,201210140atl,rai,ShauMa99,tackles_solo,4,,,,,
player,201210140atl,rai,ShauMa99,tackles_assists,1,,,,,
player,201210140atl,rai,ShauMa99,tackles_loss,3,,,,,
player,201210140atl,rai,ShauMa99,qb_hits,3,,,,,
player,201210140atl,rai,ShauMa99,fumbles_rec,0,,,,,
player,201210140atl,rai,ShauMa99,fumbles_rec_yds,0,,,,,
player,201210140atl,rai,ShauMa99,fumbles_rec_td,0,,,,,
player,201210140atl,rai,ShauMa99,fumbles_forced,0,,,,,
player,201210140atl,rai,WheePh99,def_int,0,,,,,
player,201210140atl,rai,WheePh99,def_int_yds,0,,,,,
player,201210140atl,rai,WheePh99,def_int_td,0,,,,,
player,201210140atl,rai,WheePh99,def_int_long,0,,,,,
player,201210140atl,rai,WheePh99,pass_defended,0,,,,,
player,201210140atl,rai,WheePh99,sacks,0.0,,,,,
player,201210140atl,rai,WheePh99,tackles_combined,10,,,,,
player,201210140atl,rai,WheePh99,tackles_solo,8,,,,,
player,201210140atl,rai,WheePh99,tackles_assists,2,,,,,
player,201210140atl,rai,WheePh99,tackles_loss,0,,,,,
player,201210140atl,rai,WheePh99,qb_hits,2,,,,,
player,201210140atl,rai,WheePh99,fumbles_rec,0,,,,,
player,201210140atl,rai,WheePh99,fumbles_rec_yds,0,,,,,
player,201210140atl,rai,WheePh99,fumbles_rec_td,0,,,,,
player,201210140atl,rai,WheePh99,fumbles_forced,0,,,,,
player,201210140atl,rai,BurrMi00,def_int,0,,,,,
player,201210140atl,rai,BurrMi00,def_int_yds,0,,,,,
player,201210140atl,rai,BurrMi00,def_int_td,0,,,,,
player,201210140atl,rai,BurrMi00,def_int_long,0,,,,,
player,201210140atl,rai,BurrMi00,pass_defended,0,,,,,
player,201210140atl,rai,BurrMi00,sacks,0.0,,,,,
player,201210140atl,rai,BurrMi00,tackles_combined,4,,,,,
player,201210140atl,rai,BurrMi00,tackles_solo,2,,,,,
player,201210140atl,rai,BurrMi00,tackles_assists,2,,,,,
player,201210140atl,rai,BurrMi00,tackles_loss,0,,,,,
player,201210140atl,rai,BurrMi00,qb_hits,0,,,,,
player,201210140atl,rai,BurrMi00,fumbles_rec,0,,,,,
player,201210140atl,rai,BurrMi00,fumbles_rec_yds,0,,,,,
player,201210140atl,rai,BurrMi00,fumbles_rec_td,0,,,,,
player,201210140atl,rai,BurrMi00,fumbles_forced,0,,,,,
player,201210140atl,rai,GiorMa20,def_int,0,,,,,
player,201210140atl,rai,GiorMa20,def_int_yds,0,,,,,
player,201210140atl,rai,GiorMa20,def_int_td,0,,,,,
player,201210140atl,rai,GiorMa20,def_int_long,0,,,,,
player,201210140atl,rai,GiorMa20,pass_defended,0,,,,,
player,201210140atl,rai,GiorMa20,sacks,0.0,,,,,
player,201210140atl,rai,GiorMa20,tackles_combined,3,,,,,
player,201210140atl,rai,GiorMa20,tackles_solo,3,,,,,
player,201210140atl,rai,GiorMa20,tackles_assists,0,,,,,
player,201210140atl,rai,GiorMa20,tackles_loss,0,,,,,
player,201210140atl,rai,GiorMa20,qb_hits,0,,,,,
player,201210140atl,rai,GiorMa20,fumbles_rec,0,,,,,
player,201210140atl,rai,GiorMa20,fumbles_rec_yds,0,,,,,
player,201210140atl,rai,GiorMa20,fumbles_rec_td,0,,,,,
player,201210140atl,rai,GiorMa20,fumbles_forced,0,,,,,
player,201210140atl,rai,McClRo00,def_int,0,,,,,
player,201210140atl,rai,McClRo00,def_int_yds,0,,,,,
player,201210140atl,rai,McClRo00,def_int_td,0,,,,,
player,201210140atl,rai,McClRo00,def_int_long,0,,,,,
player,201210140atl,rai,McClRo00,pass_defended,0,,,,,
player,201210140atl,rai,McClRo00,sacks,0.0,,,,,
player,201210140atl,rai,McClRo00,tackles_combined,3,,,,,
player,201210140atl,rai,McClRo00,tackles_solo,2,,,,,
player,201210140atl,rai,McClRo00,tackles_assists,1,,,,,
player,201210140atl,rai,McClRo00,tackles_loss,1,,,,,
player,201210140atl,rai,McClRo00,qb_hits,0,,,,,
player,201210140atl,rai,McClRo00,fumbles_rec,0,,,,,
player,201210140atl,rai,McClRo00,fumbles_rec_yds,0,,,,,
player,201210140atl,rai,McClRo00,fumbles_rec_td,0,,,,,
player,201210140atl,rai,McClRo00,fumbles_forced,0,,,,,
player,201210140atl,rai,LeexPa99,def_int,0,,,,,
player,201210140atl,rai,LeexPa99,def_int_yds,0,,,,,
player,201210140atl,rai,LeexPa99,def_int_td,0,,,,,
player,201210140atl,rai,LeexPa99,def_int_long,0,,,,,
player,201210140atl,rai,LeexPa99,pass_defended,0,,,,,
player,201210140atl,rai,LeexPa99,sacks,0.0,,,,,
player,201210140atl,rai,LeexPa99,tackles_combined,2,,,,,
player,201210140atl,rai,LeexPa99,tackles_solo,2,,,,,
player,201210140atl,rai,LeexPa99,tackles_assists,0,,,,,
player,201210140atl,rai,LeexPa99,tackles_loss,0,,,,,
player,201210140atl,rai,LeexPa99,qb_hits,0,,,,,
player,201210140atl,rai,LeexPa99,fumbles_rec,0,,,,,
player,201210140atl,rai,LeexPa99,fumbles_rec_yds,0,,,,,
player,201210140atl,rai,LeexPa99,fumbles_rec_td,0,,,,,
player,201210140atl,rai,LeexPa99,fumbles_forced,0,,,,,
player,201210140atl,rai,AdamPh00,def_int,0,,,,,
player,201210140atl,rai,AdamPh00,def_int_yds,0,,,,,
player,201210140atl,rai,AdamPh00,def_int_td,0,,,,,
player,201210140atl,rai,AdamPh00,def_int_long,0,,,,,
player,201210140atl,rai,AdamPh00,pass_defended,0,,,,,
player,201210140atl,rai,AdamPh00,sacks,0.0,,,,,
player,201210140atl,rai,AdamPh00,tackles_combined,1,,,,,
player,201210140atl,rai,AdamPh00,tackles_solo,0,,,,,
player,201210140atl,rai,AdamPh00,tackles_assists,1,,,,,
player,201210140atl,rai,AdamPh00,tackles_loss,0,,,,,
player,201210140atl,rai,AdamPh00,qb_hits,0,,,,,
player,201210140atl,rai,AdamPh00,fumbles_rec,0,,,,,
player,201210140atl,rai,AdamPh00,fumbles_rec_yds,0,,,,,
player,201210140atl,rai,AdamPh00,fumbles_rec_td,0,,,,,
player,201210140atl,rai,AdamPh00,fumbles_forced,0,,,,,
player,201210140atl,rai,CartAn20,def_int,0,,,,,
player,201210140atl,rai,CartAn20,def_int_yds,0,,,,,
player,201210140atl,rai,CartAn20,def_int_td,0,,,,,
player,201210140atl,rai,CartAn20,def_int_long,0,,,,,
player,201210140atl,rai,CartAn20,pass_defended,0,,,,,
player,201210140atl,rai,CartAn20,sacks,0.0,,,,,
player,201210140atl,rai,CartAn20,tackles_combined,1,,,,,
player,201210140atl,rai,CartAn20,tackles_solo,0,,,,,
player,201210140atl,rai,CartAn20,tackles_assists,1,,,,,
player,201210140atl,rai,CartAn20,tackles_loss,0,,,,,
player,201210140atl,rai,CartAn20,qb_hits,0,,,,,
player,201210140atl,rai,CartAn20,fumbles_rec,0,,,,,
player,201210140atl,rai,CartAn20,fumbles_rec_yds,0,,,,,
player,201210140atl,rai,CartAn20,fumbles_rec_td,0,,,,,
player,201210140atl,rai,CartAn20,fumbles_forced,0,,,,,
player,201210140atl,rai,FranCo99,def_int,0,,,,,
player,201210140atl,rai,FranCo99,def_int_yds,0,,,,,
player,201210140atl,rai,FranCo99,def_int_td,0,,,,,
player,201210140atl,rai,FranCo99,def_int_long,0,,,,,
player,201210140atl,rai,FranCo99,pass_defended,0,,,,,
player,201210140atl,rai,FranCo99,sacks,0.0,,,,,
player,201210140atl,rai,FranCo99,tackles_combined,1,,,,,
player,201210140atl,rai,FranCo99,tackles_solo,1,,,,,
player,201210140atl,rai,FranCo99,tackles_assists,0,,,,,
player,201210140atl,rai,FranCo99,tackles_loss,0,,,,,
player,201210140atl,rai,FranCo99,qb_hits,0,,,,,
player,201210140atl,rai,FranCo99,fumbles_rec,0,,,,,
player,201210140atl,rai,FranCo99,fumbles_rec_yds,0,,,,,
player,201210140atl,rai,FranCo99,fumbles_rec_td,0,,,,,
player,201210140atl,rai,FranCo99,fumbles_forced,0,,,,,
player,201210140atl,rai,HousLa99,def_int,0,,,,,
player,201210140atl,rai,HousLa99,def_int_yds,0,,,,,
player,201210140atl,rai,HousLa99,def_int_td,0,,,,,
player,201210140atl,rai,HousLa99,def_int_long,0,,,,,
player,201210140atl,rai,HousLa99,pass_defended,0,,,,,
player,201210140atl,rai,HousLa99,sacks,0.0,,,,,
player,201210140atl,rai,HousLa99,tackles_combined,1,,,,,
player,201210140atl,rai,HousLa99,tackles_solo,1,,,,,
player,201210140atl,rai,HousLa99,tackles_assists,0,,,,,
player,201210140atl,rai,HousLa99,tackles_loss,0,,,,,
player,201210140atl,rai,HousLa99,qb_hits,2,,,,,
player,201210140atl,rai,HousLa99,fumbles_rec,0,,,,,
player,201210140atl,rai,HousLa99,fumbles_rec_yds,0,,,,,
player,201210140atl,rai,HousLa99,fumbles_rec_td,0,,,,,
player,201210140atl,rai,HousLa99,fumbles_forced,0,,,,,
player,201210140atl,rai,SeymRi00,def_int,0,,,,,
player,201210140atl,rai,SeymRi00,def_int_yds,0,,,,,
player,201210140atl,rai,SeymRi00,def_int_td,0,,,,,
player,201210140atl,rai,SeymRi00,def_int_long,0,,,,,
player,201210140atl,rai,SeymRi00,pass_defended,0,,,,,
player,201210140atl,rai,SeymRi00,sacks,0.0,,,,,
player,201210140atl,rai,SeymRi00,tackles_combined,1,,,,,
player,201210140atl,rai,SeymRi00,tackles_solo,1,,,,,
player,201210140atl,rai,SeymRi00,tackles_assists,0,,,,,
player,201210140atl,rai,SeymRi00,tackles_loss,1,,,,,
player,201210140atl,rai,SeymRi00,qb_hits,1,,,,,
player,201210140atl,rai,SeymRi00,fumbles_rec,0,,,,,
player,201210140atl,rai,SeymRi00,fumbles_rec_yds,0,,,,,
player,201210140atl,rai,SeymRi00,fumbles_rec_td,0,,,,,
player,201210140atl,rai,SeymRi00,fumbles_forced,0,,,,,
player,201210140atl,rai,KellTo21,def_int,0,,,,,
player,201210140atl,rai,KellTo21,def_int_yds,0,,,,,
player,201210140atl,rai,KellTo21,def_int_td,0,,,,,
player,201210140atl,rai,KellTo21,def_int_long,0,,,,,
player,201210140atl,rai,KellTo21,pass_defended,0,,,,,
player,201210140atl,rai,KellTo21,sacks,0.0,,,,,
player,201210140atl,rai,KellTo21,tackles_combined,0,,,,,
player,201210140atl,rai,KellTo21,tackles_solo,0,,,,,
player,201210140atl,rai,KellTo21,tackles_assists,0,,,,,
player,201210140atl,rai,KellTo21,tackles_loss,0,,,,,
player,201210140atl,rai,KellTo21,qb_hits,2,,,,,
player,201210140atl,rai,KellTo21,fumbles_rec,0,,,,,
player,201210140atl,rai,KellTo21,fumbles_rec_yds,0,,,,,
player,201210140atl,rai,KellTo21,fumbles_rec_td,0,,,,,
player,201210140atl,rai,KellTo21,fumbles_forced,0,,,,,
player,201210140atl,atl,SamuAs20,def_int,1,,,,,
player,201210140atl,atl,SamuAs20,def_int_yds,79,,,,,
player,201210140atl,atl,SamuAs20,def_int_td,1,,,,,
player,201210140atl,atl,SamuAs20,def_int_long,79,,,,,
player,201210140atl,atl,SamuAs20,pass_defended,1,,,,,
player,201210140atl,atl,SamuAs20,sacks,0.0,,,,,
player,201210140atl,atl,SamuAs20,tackles_combined,4,,,,,
player,201210140atl,atl,SamuAs20,tackles_solo,4,,,,,
player,201210140atl,atl,SamuAs20,tackles_assists,0,,,,,
player,201210140atl,atl,SamuAs20,tackles_loss,0,,,,,
player,201210140atl,atl,SamuAs20,qb_hits,0,,,,,
player,201210140atl,atl,SamuAs20,fumbles_rec,0,,,,,
player,201210140atl,atl,SamuAs20,fumbles_rec_yds,0,,,,,
player,201210140atl,atl,SamuAs20,fumbles_rec_td,0,,,,,
player,201210140atl,atl,SamuAs20,fumbles_forced,0,,,,,
player,201210140atl,atl,AbraJo00,def_int,0,,,,,
player,201210140atl,atl,AbraJo00,def_int_yds,0,,,,,
player,201210140atl,atl,AbraJo00,def_int_td,0,,,,,
player,201210140atl,atl,AbraJo00,def_int_long,0,,,,,
player,201210140atl,atl,AbraJo00,pass_defended,1,,,,,
player,201210140atl,atl,AbraJo00,sacks,3.0,,,,,
player,201210140atl,atl,AbraJo00,tackles_combined,5,,,,,
player,201210140atl,atl,AbraJo00,tackles_solo,5,,,,,
player,201210140atl,atl,AbraJo00,tackles_assists,0,,,,,
player,201210140atl,atl,AbraJo00,tackles_loss,3,,,,,
player,201210140atl,atl,AbraJo00,qb_hits,3,,,,,
player,201210140atl,atl,AbraJo00,fumbles_rec,0,,,,,
player,201210140atl,atl,AbraJo00,fumbles_rec_yds,0,,,,,
player,201210140atl,atl,AbraJo00,fumbles_rec_td,0,,,,,
player,201210140atl,atl,AbraJo00,fumbles_forced,1,,,,,
player,201210140atl,atl,RobiDu20,def_int,0,,,,,
player,201210140atl,atl,RobiDu20,def_int_yds,0,,,,,
player,201210140atl,atl,RobiDu20,def_int_td,0,,,,,
player,201210140atl,atl,RobiDu20,def_int_long,0,,,,,
player,201210140atl,atl,RobiDu20,pass_defended,0,,,,,
player,201210140atl,atl,RobiDu20,sacks,0.0,,,,,
player,201210140atl,atl,RobiDu20,tackles_combined,9,,,,,
player,201210140atl,atl,RobiDu20,tackles_solo,8,,,,,
player,201210140atl,atl,RobiDu20,tackles_assists,1,,,,,
player,201210140atl,atl,RobiDu20,tackles_loss,1,,,,,
player,201210140atl,atl,RobiDu20,qb_hits,0,,,,,
player,201210140atl,atl,RobiDu20,fumbles_rec,0,,,,,
player,201210140atl,atl,RobiDu20,fumbles_rec_yds,0,,,,,
player,201210140atl,atl,RobiDu20,fumbles_rec_td,0,,,,,
player,201210140atl,atl,RobiDu20,fumbles_forced,0,,,,,
player,201210140atl,atl,WeatSe99,def_int,0,,,,,
player,201210140atl,atl,WeatSe99,def_int_yds,0,,,,,
player,201210140atl,atl,WeatSe99,def_int_td,0,,,,,
player,201210140atl,atl,WeatSe99,def_int_long,0,,,,,
player,201210140atl,atl,WeatSe99,pass_defended,0,,,,,
player,201210140atl,atl,WeatSe99,sacks,0.0,,,,,
player,201210140atl,atl,WeatSe99,tackles_combined,9,,,,,
player,201210140atl,atl,WeatSe99,tackles_solo,7,,,,,
player,201210140atl,atl,WeatSe99,tackles_assists,2,,,,,
player,201210140atl,atl,WeatSe99,tackles_loss,0,,,,,
player,201210140atl,atl,WeatSe99,qb_hits,0,,,,,
player,201210140atl,atl,WeatSe99,fumbles_rec,0,,,,,
player,201210140atl,atl,WeatSe99,fumbles_rec_yds,0,,,,,
player,201210140atl,atl,WeatSe99,fumbles_rec_td,0,,,,,
player,201210140atl,atl,WeatSe99,fumbles_forced,0,,,,,
player,201210140atl,atl,DentAk00,def_int,0,,,,,
player,201210140atl,atl,DentAk00,def_int_yds,0,,,,,
player,201210140atl,atl,DentAk00,def_int_td,0,,,,,
player,201210140atl,atl,DentAk00,def_int_long,0,,,,,
player,201210140atl,atl,DentAk00,pass_defended,0,,,,,
player,201210140atl,atl,DentAk00,sacks,0.0,,,,,
player,201210140atl,atl,DentAk00,tackles_combined,8,,,,,
player,201210140atl,atl,DentAk00,tackles_solo,6,,,,,
player,201210140atl,atl,DentAk00,tackles_assists,2,,,,,
player,201210140atl,atl,DentAk00,tackles_loss,0,,,,,
player,201210140atl,atl,DentAk00,qb_hits,0,,,,,
player,201210140atl,atl,DentAk00,fumbles_rec,0,,,,,
player,201210140atl,atl,DentAk00,fumbles_rec_yds,0,,,,,
player,201210140atl,atl,DentAk00,fumbles_rec_td,0,,,,,
player,201210140atl,atl,DentAk00,fumbles_forced,0,,,,,
player,201210140atl,atl,MoorWi99,def_int,0,,,,,
player,201210140atl,atl,MoorWi99,def_int_yds,0,,,,,
player,201210140atl,atl,MoorWi99,def_int_td,0,,,,,
player,201210140atl,atl,MoorWi99,def_int_long,0,,,,,
player,201210140atl,atl,MoorWi99,pass_defended,1,,,,,
player,201210140atl,atl,MoorWi99,sacks,0.0,,,,,
player,201210140atl,atl,MoorWi99,tackles_combined,6,,,,,
player,201210140atl,atl,MoorWi99,tackles_solo,5,,,,,
player,201210140atl,atl,MoorWi99,tackles_assists,1,,,,,
player,201210140atl,atl,MoorWi99,tackles_loss,0,,,,,
player,201210140atl,atl,MoorWi99,qb_hits,0,,,,,
player,201210140atl,atl,MoorWi99,fumbles_rec,0,,,,,
player,201210140atl,atl,MoorWi99,fumbles_rec_yds,0,,,,,
player,201210140atl,atl,MoorWi99,fumbles_rec_td,0,,,,,
player,201210140atl,atl,MoorWi99,fumbles_forced,0,,,,,
player,201210140atl,atl,BabiJo20,def_int,0,,,,,
player,201210140atl,atl,BabiJo20,def_int_yds,0,,,,,
player,201210140atl,atl,BabiJo20,def_int_td,0,,,,,
player,201210140atl,atl,BabiJo20,def_int_long,0,,,,,
player,201210140atl,atl,BabiJo20,pass_defended,0,,,,,
player,201210140atl,atl,BabiJo20,sacks,0.0,,,,,
player,201210140atl,atl,BabiJo20,tackles_combined,5,,,,,
player,201210140atl,atl,BabiJo20,tackles_solo,5,,,,,
player,201210140atl,atl,BabiJo20,tackles_assists,0,,,,,
player,201210140atl,atl,BabiJo20,tackles_loss,3,,,,,
player,201210140atl,atl,BabiJo20,qb_hits,0,,,,,
player,201210140atl,atl,BabiJo20,fumbles_rec,0,,,,,
player,201210140atl,atl,BabiJo20,fumbles_rec_yds,0,,,,,
player,201210140atl,atl,BabiJo20,fumbles_rec_td,0,,,,,
player,201210140atl,atl,BabiJo20,fumbles_forced,1,,,,,
player,201210140atl,atl,DeCoTh99,def_int,0,,,,,
player,201210140atl,atl,DeCoTh99,def_int_yds,0,,,,,
player,201210140atl,atl,DeCoTh99,def_int_td,0,,,,,
player,201210140atl,atl,DeCoTh99,def_int_long,0,,,,,
player,201210140atl,atl,DeCoTh99,pass_defended,1,,,,,
player,201210140atl,atl,DeCoTh99,sacks,0.0,,,,,
player,201210140atl,atl,DeCoTh99,tackles_combined,5,,,,,
player,201210140atl,atl,DeCoTh99,tackles_solo,5,,,,,
player,201210140atl,atl,DeCoTh99,tackles_assists,0,,,,,
player,201210140atl,atl,DeCoTh99,tackles_loss,0,,,,,
player,201210140atl,atl,DeCoTh99,qb_hits,0,,,,,
player,201210140atl,atl,DeCoTh99,fumbles_rec,0,,,,,
player,201210140atl,atl,DeCoTh99,fumbles_rec_yds,0,,,,,
player,201210140atl,atl,DeCoTh99,fumbles_rec_td,0,,,,,
player,201210140atl,atl,DeCoTh99,fumbles_forced,0,,,,,
player,201210140atl,atl,BierKr99,def_int,0,,,,,
player,201210140atl,atl,BierKr99,def_int_yds,0,,,,,
player,201210140atl,atl,BierKr99,def_int_td,0,,,,,
player,201210140atl,atl,BierKr99,def_int_long,0,,,,,
player,201210140atl,atl,BierKr99,pass_defended,0,,,,,
player,201210140atl,atl,BierKr99,sacks,0.0,,,,,
player,201210140atl,atl,BierKr99,tackles_combined,3,,,,,
player,201210140atl,atl,BierKr99,tackles_solo,2,,,,,
player,201210140atl,atl,BierKr99,tackles_assists,1,,,,,
player,201210140atl,atl,BierKr99,tackles_loss,0,,,,,
player,201210140atl,atl,BierKr99,qb_hits,1,,,,,
player,201210140atl,atl,BierKr99,fumbles_rec,0,,,,,
player,201210140atl,atl,BierKr99,fumbles_rec_yds,0,,,,,
player,201210140atl,atl,BierKr99,fumbles_rec_td,0,,,,,
player,201210140atl,atl,BierKr99,fumbles_forced,0,,,,,
player,201210140atl,atl,EdwaRa21,def_int,0,,,,,
player,201210140atl,atl,EdwaRa21,def_int_yds,0,,,,,
player,201210140atl,atl,EdwaRa21,def_int_td,0,,,,,
player,201210140atl,atl,EdwaRa21,def_int_long,0,,,,,
player,201210140atl,atl,EdwaRa21,pass_defended,0,,,,,
player,201210140atl,atl,EdwaRa21,sacks,0.0,,,,,
player,201210140atl,atl,EdwaRa21,tackles_combined,2,,,,,
player,201210140atl,atl,EdwaRa21,tackles_solo,1,,,,,
player,201210140atl,atl,EdwaRa21,tackles_assists,1,,,,,
player,201210140atl,atl,EdwaRa21,tackles_loss,0,,,,,
player,201210140atl,atl,EdwaRa21,qb_hits,0,,,,,
player,201210140atl,atl,EdwaRa21,fumbles_rec,1,,,,,
player,201210140atl,atl,EdwaRa21,fumbles_rec_yds,26,,,,,
player,201210140atl,atl,EdwaRa21,fumbles_rec_td,0,,,,,
player,201210140atl,atl,EdwaRa21,fumbles_forced,0,,,,,
player,201210140atl,atl,JerrPe99,def_int,0,,,,,
player,201210140atl,atl,JerrPe99,def_int_yds,0,,,,,
player,201210140atl,atl,JerrPe99,def_int_td,0,,,,,
player,201210140atl,atl,JerrPe99,def_int_long,0,,,,,
player,201210140atl,atl,JerrPe99,pass_defended,0,,,,,
player,201210140atl,atl,JerrPe99,sacks,0.0,,,,,
player,201210140atl,atl,JerrPe99,tackles_combined,2,,,,,
player,201210140atl,atl,JerrPe99,tackles_solo,1,,,,,
player,201210140atl,atl,JerrPe99,tackles_assists,1,,,,,
player,201210140atl,atl,JerrPe99,tackles_loss,0,,,,,
player,201210140atl,atl,JerrPe99,qb_hits,0,,,,,
player,201210140atl,atl,JerrPe99,fumbles_rec,0,,,,,
player,201210140atl,atl,JerrPe99,fumbles_rec_yds,0,,,,,
player,201210140atl,atl,JerrPe99,fumbles_rec_td,0,,,,,
player,201210140atl,atl,JerrPe99,fumbles_forced,0,,,,,
player,201210140atl,atl,McClRo98,def_int,0,,,,,
player,201210140atl,atl,McClRo98,def_int_yds,0,,,,,
player,201210140atl,atl,McClRo98,def_int_td,0,,,,,
player,201210140atl,atl,McClRo98,def_int_long,0,,,,,
player,201210140atl,atl,McClRo98,pass_defended,1,,,,,
player,201210140atl,atl,McClRo98,sacks,0.0,,,,,
player,201210140atl,atl,McClRo98,tackles_combined,2,,,,,
player,201210140atl,atl,McClRo98,tackles_solo,1,,,,,
player,201210140atl,atl,McClRo98,tackles_assists,1,,,,,
player,201210140atl,atl,McClRo98,tackles_loss,0,,,,,
player,201210140atl,atl,McClRo98,qb_hits,0,,,,,
player,201210140atl,atl,McClRo98,fumbles_rec,1,,,,,
player,201210140atl,atl,McClRo98,fumbles_rec_yds,13,,,,,
player,201210140atl,atl,McClRo98,fumbles_rec_td,0,,,,,
player,201210140atl,atl,McClRo98,fumbles_forced,0,,,,,
player,201210140atl,atl,HopeCh21,def_int,0,,,,,
player,201210140atl,atl,HopeCh21,def_int_yds,0,,,,,
player,201210140atl,atl,HopeCh21,def_int_td,0,,,,,
player,201210140atl,atl,HopeCh21,def_int_long,0,,,,,
player,201210140atl,atl,HopeCh21,pass_defended,0,,,,,
player,201210140atl,atl,HopeCh21,sacks,0.0,,,,,
player,201210140atl,atl,HopeCh21,tackles_combined,1,,,,,
player,201210140atl,atl,HopeCh21,tackles_solo,1,,,,,
player,201210140atl,atl,HopeCh21,tackles_assists,0,,,,,
player,201210140atl,atl,HopeCh21,tackles_loss,0,,,,,
player,201210140atl,atl,HopeCh21,qb_hits,0,,,,,
player,201210140atl,atl,HopeCh21,fumbles_rec,0,,,,,
player,201210140atl,atl,HopeCh21,fumbles_rec_yds,0,,,,,
player,201210140atl,atl,HopeCh21,fumbles_rec_td,0,,,,,
player,201210140atl,atl,HopeCh21,fumbles_forced,0,,,,,
player,201210140atl,atl,PeteMi20,def_int,0,,,,,
player,201210140atl,atl,PeteMi20,def_int_yds,0,,,,,
player,201210140atl,atl,PeteMi20,def_int_td,0,,,,,
player,201210140atl,atl,PeteMi20,def_int_long,0,,,,,
player,201210140atl,atl,PeteMi20,pass_defended,0,,,,,
player,201210140atl,atl,PeteMi20,sacks,0.0,,,,,
player,201210140atl,atl,PeteMi20,tackles_combined,1,,,,,
player,201210140atl,atl,PeteMi20,tackles_solo,1,,,,,
player,201210140atl,atl,PeteMi20,tackles_assists,0,,,,,
player,201210140atl,atl,PeteMi20,tackles_loss,0,,,,,
player,201210140atl,atl,PeteMi20,qb_hits,0,,,,,
player,201210140atl,atl,PeteMi20,fumbles_rec,0,,,,,
player,201210140atl,atl,PeteMi20,fumbles_rec_yds,0,,,,,
player,201210140atl,atl,PeteMi20,fumbles_rec_td,0,,,,,
player,201210140atl,atl,PeteMi20,fumbles_forced,0,,,,,
player,201210140atl,atl,WalkVa99,def_int,0,,,,,
player,201210140atl,atl,WalkVa99,def_int_yds,0,,,,,
player,201210140atl,atl,WalkVa99,def_int_td,0,,,,,
player,201210140atl,atl,WalkVa99,def_int_long,0,,,,,
player,201210140atl,atl,WalkVa99,pass_defended,0,,,,,
player,201210140atl,atl,WalkVa99,sacks,0.0,,,,,
player,201210140atl,atl,WalkVa99,tackles_combined,0,,,,,
player,201210140atl,atl,WalkVa99,tackles_solo,0,,,,,
player,201210140atl,atl,WalkVa99,tackles_assists,0,,,,,
player,201210140atl,atl,WalkVa99,tackles_loss,0,,,,,
player,201210140atl,atl,WalkVa99,qb_hits,1,,,,,
player,201210140atl,atl,WalkVa99,fumbles_rec,0,,,,,
player,201210140atl,atl,WalkVa99,fumbles_rec_yds,0,,,,,
player,201210140atl,atl,WalkVa99,fumbles_rec_td,0,,,,,
player,201210140atl,atl,WalkVa99,fumbles_forced,0,,,,,
player,201210140atl,rai,AdamPh00,kick_ret,0,,,,,
player,201210140atl,rai,AdamPh00,kick_ret_yds,0,,,,,
player,201210140atl,rai,AdamPh00,kick_ret_yds_per_ret,,,,,,
player,201210140atl,rai,AdamPh00,kick_ret_td,0,,,,,
player,201210140atl,rai,AdamPh00,kick_ret_long,0,,,,,
player,201210140atl,rai,AdamPh00,punt_ret,1,,,,,
player,201210140atl,rai,AdamPh00,punt_ret_yds,0,,,,,
player,201210140atl,rai,AdamPh00,punt_ret_yds_per_ret,0.0,,,,,
player,201210140atl,rai,AdamPh00,punt_ret_td,0,,,,,
player,201210140atl,rai,AdamPh00,punt_ret_long,0,,,,,
player,201210140atl,rai,MoorDe02,kick_ret,0,,,,,
player,201210140atl,rai,MoorDe02,kick_ret_yds,0,,,,,
player,201210140atl,rai,MoorDe02,kick_ret_yds_per_ret,,,,,,
player,201210140atl,rai,MoorDe02,kick_ret_td,0,,,,,
player,201210140atl,rai,MoorDe02,kick_ret_long,0,,,,,
player,201210140atl,rai,MoorDe02,punt_ret,1,,,,,
