game,2012,5,20121007,201210070kan,rav,"Baltimore Ravens",9,kan,"Kansas City Chiefs",6
player,201210070kan,rav,RiceRa00,rush_td,0,,,,,
player,201210070kan,rav,RiceRa00,rush_long,37,,,,,
player,201210070kan,rav,RiceRa00,targets,3,,,,,
player,201210070kan,rav,RiceRa00,rec,1,,,,,
player,201210070kan,rav,RiceRa00,rec_yds,16,,,,,
player,201210070kan,rav,RiceRa00,rec_td,0,,,,,
player,201210070kan,rav,RiceRa00,rec_long,16,,,,,
player,201210070kan,rav,RiceRa00,fumbles,0,,,,,
player,201210070kan,rav,RiceRa00,fumbles_lost,0,,,,,
player,201210070kan,rav,PierBe00,pass_cmp,0,,,,,
player,201210070kan,rav,PierBe00,pass_att,0,,,,,
player,201210070kan,rav,PierBe00,pass_yds,0,,,,,
player,201210070kan,rav,PierBe00,pass_td,0,,,,,
player,201210070kan,rav,PierBe00,pass_int,0,,,,,
player,201210070kan,rav,PierBe00,pass_sacked,0,,,,,
player,201210070kan,rav,PierBe00,pass_sacked_yds,0,,,,,
player,201210070kan,rav,PierBe00,pass_long,0,,,,,
player,201210070kan,rav,PierBe00,pass_rating,,,,,,
player,201210070kan,rav,PierBe00,rush_att,2,,,,,
player,201210070kan,rav,PierBe00,rush_yds,13,,,,,
player,201210070kan,rav,PierBe00,rush_td,0,,,,,
player,201210070kan,rav,PierBe00,rush_long,12,,,,,
player,201210070kan,rav,PierBe00,targets,0,,,,,
player,201210070kan,rav,PierBe00,rec,0,,,,,
player,201210070kan,rav,PierBe00,rec_yds,0,,,,,
player,201210070kan,rav,PierBe00,rec_td,0,,,,,
player,201210070kan,rav,PierBe00,rec_long,0,,,,,
player,201210070kan,rav,PierBe00,fumbles,0,,,,,
player,201210070kan,rav,PierBe00,fumbles_lost,0,,,,,
player,201210070kan,rav,LeacVo00,pass_cmp,0,,,,,
player,201210070kan,rav,LeacVo00,pass_att,0,,,,,
player,201210070kan,rav,LeacVo00,pass_yds,0,,,,,
player,201210070kan,rav,LeacVo00,pass_td,0,,,,,
player,201210070kan,rav,LeacVo00,pass_int,0,,,,,
player,201210070kan,rav,LeacVo00,pass_sacked,0,,,,,
player,201210070kan,rav,LeacVo00,pass_sacked_yds,0,,,,,
player,201210070kan,rav,LeacVo00,pass_long,0,,,,,
player,201210070kan,rav,LeacVo00,pass_rating,,,,,,
player,201210070kan,rav,LeacVo00,rush_att,1,,,,,
player,201210070kan,rav,LeacVo00,rush_yds,4,,,,,
player,201210070kan,rav,LeacVo00,rush_td,0,,,,,
player,201210070kan,rav,LeacVo00,rush_long,4,,,,,
player,201210070kan,rav,LeacVo00,targets,2,,,,,
player,201210070kan,rav,LeacVo00,rec,1,,,,,
player,201210070kan,rav,LeacVo00,rec_yds,18,,,,,
player,201210070kan,rav,LeacVo00,rec_td,0,,,,,
player,201210070kan,rav,LeacVo00,rec_long,18,,,,,
player,201210070kan,rav,LeacVo00,fumbles,0,,,,,
player,201210070kan,rav,LeacVo00,fumbles_lost,0,,,,,
player,201210070kan,rav,BoldAn00,pass_cmp,0,,,,,
player,201210070kan,rav,BoldAn00,pass_att,0,,,,,
player,201210070kan,rav,BoldAn00,pass_yds,0,,,,,
player,201210070kan,rav,BoldAn00,pass_td,0,,,,,
player,201210070kan,rav,BoldAn00,pass_int,0,,,,,
player,201210070kan,rav,BoldAn00,pass_sacked,0,,,,,
player,201210070kan,rav,BoldAn00,pass_sacked_yds,0,,,,,
player,201210070kan,rav,BoldAn00,pass_long,0,,,,,
player,201210070kan,rav,BoldAn00,pass_rating,,,,,,
player,201210070kan,rav,BoldAn00,rush_att,0,,,,,
player,201210070kan,rav,BoldAn00,rush_yds,0,,,,,
player,201210070kan,rav,BoldAn00,rush_td,0,,,,,
player,201210070kan,rav,BoldAn00,rush_long,0,,,,,
player,201210070kan,rav,BoldAn00,targets,10,,,,,
player,201210070kan,rav,BoldAn00,rec,4,,,,,
player,201210070kan,rav,BoldAn00,rec_yds,82,,,,,
player,201210070kan,rav,BoldAn00,rec_td,0,,,,,
player,201210070kan,rav,BoldAn00,rec_long,43,,,,,
player,201210070kan,rav,BoldAn00,fumbles,0,,,,,
player,201210070kan,rav,BoldAn00,fumbles_lost,0,,,,,
player,201210070kan,rav,SmitTo02,pass_cmp,0,,,,,
player,201210070kan,rav,SmitTo02,pass_att,0,,,,,
player,201210070kan,rav,SmitTo02,pass_yds,0,,,,,
player,201210070kan,rav,SmitTo02,pass_td,0,,,,,
player,201210070kan,rav,SmitTo02,pass_int,0,,,,,
player,201210070kan,rav,SmitTo02,pass_sacked,0,,,,,
player,201210070kan,rav,SmitTo02,pass_sacked_yds,0,,,,,
player,201210070kan,rav,SmitTo02,pass_long,0,,,,,
player,201210070kan,rav,SmitTo02,pass_rating,,,,,,
player,201210070kan,rav,SmitTo02,rush_att,0,,,,,
player,201210070kan,rav,SmitTo02,rush_yds,0,,,,,
player,201210070kan,rav,SmitTo02,rush_td,0,,,,,
player,201210070kan,rav,SmitTo02,rush_long,0,,,,,
player,201210070kan,rav,SmitTo02,targets,4,,,,,
player,201210070kan,rav,SmitTo02,rec,3,,,,,
player,201210070kan,rav,SmitTo02,rec_yds,38,,,,,
player,201210070kan,rav,SmitTo02,rec_td,0,,,,,
player,201210070kan,rav,SmitTo02,rec_long,26,,,,,
player,201210070kan,rav,SmitTo02,fumbles,0,,,,,
player,201210070kan,rav,SmitTo02,fumbles_lost,0,,,,,
player,201210070kan,rav,PittDe00,pass_cmp,0,,,,,
player,201210070kan,rav,PittDe00,pass_att,0,,,,,
player,201210070kan,rav,PittDe00,pass_yds,0,,,,,
player,201210070kan,rav,PittDe00,pass_td,0,,,,,
player,201210070kan,rav,PittDe00,pass_int,0,,,,,
player,201210070kan,rav,PittDe00,pass_sacked,0,,,,,
player,201210070kan,rav,PittDe00,pass_sacked_yds,0,,,,,
player,201210070kan,rav,PittDe00,pass_long,0,,,,,
player,201210070kan,rav,PittDe00,pass_rating,,,,,,
player,201210070kan,rav,PittDe00,rush_att,0,,,,,
player,201210070kan,rav,PittDe00,rush_yds,0,,,,,
player,201210070kan,rav,PittDe00,rush_td,0,,,,,
player,201210070kan,rav,PittDe00,rush_long,0,,,,,
player,201210070kan,rav,PittDe00,targets,4,,,,,
player,201210070kan,rav,PittDe00,rec,3,,,,,
player,201210070kan,rav,PittDe00,rec_yds,22,,,,,
player,201210070kan,rav,PittDe00,rec_td,0,,,,,
player,201210070kan,rav,PittDe00,rec_long,11,,,,,
player,201210070kan,rav,PittDe00,fumbles,0,,,,,
player,201210070kan,rav,PittDe00,fumbles_lost,0,,,,,
player,201210070kan,rav,DickEd00,pass_cmp,0,,,,,
player,201210070kan,rav,DickEd00,pass_att,0,,,,,
player,201210070kan,rav,DickEd00,pass_yds,0,,,,,
player,201210070kan,rav,DickEd00,pass_td,0,,,,,
player,201210070kan,rav,DickEd00,pass_int,0,,,,,
player,201210070kan,rav,DickEd00,pass_sacked,0,,,,,
player,201210070kan,rav,DickEd00,pass_sacked_yds,0,,,,,
player,201210070kan,rav,DickEd00,pass_long,0,,,,,
player,201210070kan,rav,DickEd00,pass_rating,,,,,,
player,201210070kan,rav,DickEd00,rush_att,0,,,,,
player,201210070kan,rav,DickEd00,rush_yds,0,,,,,
player,201210070kan,rav,DickEd00,rush_td,0,,,,,
player,201210070kan,rav,DickEd00,rush_long,0,,,,,
player,201210070kan,rav,DickEd00,targets,1,,,,,
player,201210070kan,rav,DickEd00,rec,1,,,,,
player,201210070kan,rav,DickEd00,rec_yds,11,,,,,
player,201210070kan,rav,DickEd00,rec_td,0,,,,,
player,201210070kan,rav,DickEd00,rec_long,11,,,,,
player,201210070kan,rav,DickEd00,fumbles,0,,,,,
player,201210070kan,rav,DickEd00,fumbles_lost,0,,,,,
player,201210070kan,rav,AlleAn01,pass_cmp,0,,,,,
player,201210070kan,rav,AlleAn01,pass_att,0,,,,,
player,201210070kan,rav,AlleAn01,pass_yds,0,,,,,
player,201210070kan,rav,AlleAn01,pass_td,0,,,,,
player,201210070kan,rav,AlleAn01,pass_int,0,,,,,
player,201210070kan,rav,AlleAn01,pass_sacked,0,,,,,
player,201210070kan,rav,AlleAn01,pass_sacked_yds,0,,,,,
player,201210070kan,rav,AlleAn01,pass_long,0,,,,,
player,201210070kan,rav,AlleAn01,pass_rating,,,,,,
player,201210070kan,rav,AlleAn01,rush_att,1,,,,,
player,201210070kan,rav,AlleAn01,rush_yds,0,,,,,
player,201210070kan,rav,AlleAn01,rush_td,0,,,,,
player,201210070kan,rav,AlleAn01,rush_long,0,,,,,
player,201210070kan,rav,AlleAn01,targets,0,,,,,
player,201210070kan,rav,AlleAn01,rec,0,,,,,
player,201210070kan,rav,AlleAn01,rec_yds,0,,,,,
player,201210070kan,rav,AlleAn01,rec_td,0,,,,,
player,201210070kan,rav,AlleAn01,rec_long,0,,,,,
player,201210070kan,rav,AlleAn01,fumbles,0,,,,,
player,201210070kan,rav,AlleAn01,fumbles_lost,0,,,,,
player,201210070kan,rav,JoneJa03,pass_cmp,0,,,,,
player,201210070kan,rav,JoneJa03,pass_att,0,,,,,
player,201210070kan,rav,JoneJa03,pass_yds,0,,,,,
player,201210070kan,rav,JoneJa03,pass_td,0,,,,,
player,201210070kan,rav,JoneJa03,pass_int,0,,,,,
player,201210070kan,rav,JoneJa03,pass_sacked,0,,,,,
player,201210070kan,rav,JoneJa03,pass_sacked_yds,0,,,,,
player,201210070kan,rav,JoneJa03,pass_long,0,,,,,
player,201210070kan,rav,JoneJa03,pass_rating,,,,,,
player,201210070kan,rav,JoneJa03,rush_att,0,,,,,
player,201210070kan,rav,JoneJa03,rush_yds,0,,,,,
player,201210070kan,rav,JoneJa03,rush_td,0,,,,,
player,201210070kan,rav,JoneJa03,rush_long,0,,,,,
player,201210070kan,rav,JoneJa03,targets,2,,,,,
player,201210070kan,rav,JoneJa03,rec,0,,,,,
player,201210070kan,rav,JoneJa03,rec_yds,0,,,,,
player,201210070kan,rav,JoneJa03,rec_td,0,,,,,
player,201210070kan,rav,JoneJa03,rec_long,0,,,,,
player,201210070kan,rav,JoneJa03,fumbles,0,,,,,
player,201210070kan,rav,JoneJa03,fumbles_lost,0,,,,,
player,201210070kan,rav,DossTa00,pass_cmp,0,,,,,
player,201210070kan,rav,DossTa00,pass_att,0,,,,,
player,201210070kan,rav,DossTa00,pass_yds,0,,,,,
player,201210070kan,rav,DossTa00,pass_td,0,,,,,
player,201210070kan,rav,DossTa00,pass_int,0,,,,,
player,201210070kan,rav,DossTa00,pass_sacked,0,,,,,
player,201210070kan,rav,DossTa00,pass_sacked_yds,0,,,,,
player,201210070kan,rav,DossTa00,pass_long,0,,,,,
player,201210070kan,rav,DossTa00,pass_rating,,,,,,
player,201210070kan,rav,DossTa00,rush_att,0,,,,,
player,201210070kan,rav,DossTa00,rush_yds,0,,,,,
player,201210070kan,rav,DossTa00,rush_td,0,,,,,
player,201210070kan,rav,DossTa00,rush_long,0,,,,,
player,201210070kan,rav,DossTa00,targets,1,,,,,
player,201210070kan,rav,DossTa00,rec,0,,,,,
player,201210070kan,rav,DossTa00,rec_yds,0,,,,,
player,201210070kan,rav,DossTa00,rec_td,0,,,,,
player,201210070kan,rav,DossTa00,rec_long,0,,,,,
player,201210070kan,rav,DossTa00,fumbles,0,,,,,
player,201210070kan,rav,DossTa00,fumbles_lost,0,,,,,
player,201210070kan,kan,CassMa00,pass_cmp,9,,,,,
player,201210070kan,kan,CassMa00,pass_att,15,,,,,
player,201210070kan,kan,CassMa00,pass_yds,92,,,,,
player,201210070kan,kan,CassMa00,pass_td,0,,,,,
player,201210070kan,kan,CassMa00,pass_int,2,,,,,
player,201210070kan,kan,CassMa00,pass_sacked,0,,,,,
player,201210070kan,kan,CassMa00,pass_sacked_yds,0,,,,,
player,201210070kan,kan,CassMa00,pass_long,26,,,,,
player,201210070kan,kan,CassMa00,pass_rating,38.1,,,,,
player,201210070kan,kan,CassMa00,rush_att,4,,,,,
player,201210070kan,kan,CassMa00,rush_yds,14,,,,,
player,201210070kan,kan,CassMa00,rush_td,0,,,,,
player,201210070kan,kan,CassMa00,rush_long,12,,,,,
player,201210070kan,kan,CassMa00,targets,0,,,,,
player,201210070kan,kan,CassMa00,rec,0,,,,,
player,201210070kan,kan,CassMa00,rec_yds,0,,,,,
player,201210070kan,kan,CassMa00,rec_td,0,,,,,
player,201210070kan,kan,CassMa00,rec_long,0,,,,,
player,201210070kan,kan,CassMa00,fumbles,2,,,,,
player,201210070kan,kan,CassMa00,fumbles_lost,2,,,,,
player,201210070kan,kan,QuinBr00,pass_cmp,2,,,,,
player,201210070kan,kan,QuinBr00,pass_att,2,,,,,
player,201210070kan,kan,QuinBr00,pass_yds,32,,,,,
player,201210070kan,kan,QuinBr00,pass_td,0,,,,,
player,201210070kan,kan,QuinBr00,pass_int,0,,,,,
player,201210070kan,kan,QuinBr00,pass_sacked,0,,,,,
player,201210070kan,kan,QuinBr00,pass_sacked_yds,0,,,,,
player,201210070kan,kan,QuinBr00,pass_long,20,,,,,
player,201210070kan,kan,QuinBr00,pass_rating,118.7,,,,,
player,201210070kan,kan,QuinBr00,rush_att,0,,,,,
player,201210070kan,kan,QuinBr00,rush_yds,0,,,,,
player,201210070kan,kan,QuinBr00,rush_td,0,,,,,
player,201210070kan,kan,QuinBr00,rush_long,0,,,,,
player,201210070kan,kan,QuinBr00,targets,0,,,,,
player,201210070kan,kan,QuinBr00,rec,0,,,,,
player,201210070kan,kan,QuinBr00,rec_yds,0,,,,,
player,201210070kan,kan,QuinBr00,rec_td,0,,,,,
player,201210070kan,kan,QuinBr00,rec_long,0,,,,,
player,201210070kan,kan,QuinBr00,fumbles,0,,,,,
player,201210070kan,kan,QuinBr00,fumbles_lost,0,,,,,
player,201210070kan,kan,CharJa00,pass_cmp,0,,,,,
player,201210070kan,kan,CharJa00,pass_att,0,,,,,
player,201210070kan,kan,CharJa00,pass_yds,0,,,,,
player,201210070kan,kan,CharJa00,pass_td,0,,,,,
player,201210070kan,kan,CharJa00,pass_int,0,,,,,
player,201210070kan,kan,CharJa00,pass_sacked,0,,,,,
player,201210070kan,kan,CharJa00,pass_sacked_yds,0,,,,,
player,201210070kan,kan,CharJa00,pass_long,0,,,,,
player,201210070kan,kan,CharJa00,pass_rating,,,,,,
player,201210070kan,kan,CharJa00,rush_att,31,,,,,
player,201210070kan,kan,CharJa00,rush_yds,140,,,,,
player,201210070kan,kan,CharJa00,rush_td,0,,,,,
player,201210070kan,kan,CharJa00,rush_long,25,,,,,
player,201210070kan,kan,CharJa00,targets,3,,,,,
player,201210070kan,kan,CharJa00,rec,2,,,,,
player,201210070kan,kan,CharJa00,rec_yds,21,,,,,
player,201210070kan,kan,CharJa00,rec_td,0,,,,,
player,201210070kan,kan,CharJa00,rec_long,16,,,,,
player,201210070kan,kan,CharJa00,fumbles,1,,,,,
player,201210070kan,kan,CharJa00,fumbles_lost,0,,,,,
player,201210070kan,kan,DrauSh00,pass_cmp,0,,,,,
player,201210070kan,kan,DrauSh00,pass_att,0,,,,,
player,201210070kan,kan,DrauSh00,pass_yds,0,,,,,
player,201210070kan,kan,DrauSh00,pass_td,0,,,,,
player,201210070kan,kan,DrauSh00,pass_int,0,,,,,
player,201210070kan,kan,DrauSh00,pass_sacked,0,,,,,
player,201210070kan,kan,DrauSh00,pass_sacked_yds,0,,,,,
player,201210070kan,kan,DrauSh00,pass_long,0,,,,,
player,201210070kan,kan,DrauSh00,pass_rating,,,,,,
player,201210070kan,kan,DrauSh00,rush_att,12,,,,,
player,201210070kan,kan,DrauSh00,rush_yds,40,,,,,
player,201210070kan,kan,DrauSh00,rush_td,0,,,,,
player,201210070kan,kan,DrauSh00,rush_long,10,,,,,
player,201210070kan,kan,DrauSh00,targets,1,,,,,
player,201210070kan,kan,DrauSh00,rec,1,,,,,
player,201210070kan,kan,DrauSh00,rec_yds,5,,,,,
player,201210070kan,kan,DrauSh00,rec_td,0,,,,,
player,201210070kan,kan,DrauSh00,rec_long,5,,,,,
player,201210070kan,kan,DrauSh00,fumbles,0,,,,,
player,201210070kan,kan,DrauSh00,fumbles_lost,0,,,,,
player,201210070kan,kan,GrayCy00,pass_cmp,0,,,,,
player,201210070kan,kan,GrayCy00,pass_att,0,,,,,
player,201210070kan,kan,GrayCy00,pass_yds,0,,,,,
player,201210070kan,kan,GrayCy00,pass_td,0,,,,,
player,201210070kan,kan,GrayCy00,pass_int,0,,,,,
player,201210070kan,kan,GrayCy00,pass_sacked,0,,,,,
player,201210070kan,kan,GrayCy00,pass_sacked_yds,0,,,,,
player,201210070kan,kan,GrayCy00,pass_long,0,,,,,
player,201210070kan,kan,GrayCy00,pass_rating,,,,,,
player,201210070kan,kan,GrayCy00,rush_att,4,,,,,
player,201210070kan,kan,GrayCy00,rush_yds,20,,,,,
player,201210070kan,kan,GrayCy00,rush_td,0,,,,,
player,201210070kan,kan,GrayCy00,rush_long,11,,,,,
player,201210070kan,kan,GrayCy00,targets,1,,,,,
player,201210070kan,kan,GrayCy00,rec,1,,,,,
player,201210070kan,kan,GrayCy00,rec_yds,12,,,,,
player,201210070kan,kan,GrayCy00,rec_td,0,,,,,
player,201210070kan,kan,GrayCy00,rec_long,12,,,,,
player,201210070kan,kan,GrayCy00,fumbles,0,,,,,
player,201210070kan,kan,GrayCy00,fumbles_lost,0,,,,,
player,201210070kan,kan,BoweDw00,pass_cmp,0,,,,,
player,201210070kan,kan,BoweDw00,pass_att,0,,,,,
player,201210070kan,kan,BoweDw00,pass_yds,0,,,,,
player,201210070kan,kan,BoweDw00,pass_td,0,,,,,
player,201210070kan,kan,BoweDw00,pass_int,0,,,,,
player,201210070kan,kan,BoweDw00,pass_sacked,0,,,,,
player,201210070kan,kan,BoweDw00,pass_sacked_yds,0,,,,,
player,201210070kan,kan,BoweDw00,pass_long,0,,,,,
player,201210070kan,kan,BoweDw00,pass_rating,,,,,,
player,201210070kan,kan,BoweDw00,rush_att,0,,,,,
player,201210070kan,kan,BoweDw00,rush_yds,0,,,,,
player,201210070kan,kan,BoweDw00,rush_td,0,,,,,
player,201210070kan,kan,BoweDw00,rush_long,0,,,,,
player,201210070kan,kan,BoweDw00,targets,8,,,,,
player,201210070kan,kan,BoweDw00,rec,6,,,,,
player,201210070kan,kan,BoweDw00,rec_yds,60,,,,,
player,201210070kan,kan,BoweDw00,rec_td,0,,,,,
player,201210070kan,kan,BoweDw00,rec_long,20,,,,,
player,201210070kan,kan,BoweDw00,fumbles,0,,,,,
player,201210070kan,kan,BoweDw00,fumbles_lost,0,,,,,
player,201210070kan,kan,BaldJo00,pass_cmp,0,,,,,
player,201210070kan,kan,BaldJo00,pass_att,0,,,,,
player,201210070kan,kan,BaldJo00,pass_yds,0,,,,,
player,201210070kan,kan,BaldJo00,pass_td,0,,,,,
player,201210070kan,kan,BaldJo00,pass_int,0,,,,,
player,201210070kan,kan,BaldJo00,pass_sacked,0,,,,,
player,201210070kan,kan,BaldJo00,pass_sacked_yds,0,,,,,
player,201210070kan,kan,BaldJo00,pass_long,0,,,,,
player,201210070kan,kan,BaldJo00,pass_rating,,,,,,
player,201210070kan,kan,BaldJo00,rush_att,0,,,,,
player,201210070kan,kan,BaldJo00,rush_yds,0,,,,,
player,201210070kan,kan,BaldJo00,rush_td,0,,,,,
player,201210070kan,kan,BaldJo00,rush_long,0,,,,,
player,201210070kan,kan,BaldJo00,targets,3,,,,,
player,201210070kan,kan,BaldJo00,rec,1,,,,,
player,201210070kan,kan,BaldJo00,rec_yds,26,,,,,
player,201210070kan,kan,BaldJo00,rec_td,0,,,,,
player,201210070kan,kan,BaldJo00,rec_long,26,,,,,
player,201210070kan,kan,BaldJo00,fumbles,0,,,,,
player,201210070kan,kan,BaldJo00,fumbles_lost,0,,,,,
player,201210070kan,kan,MoeaTo00,pass_cmp,0,,,,,
player,201210070kan,kan,MoeaTo00,pass_att,0,,,,,
player,201210070kan,kan,MoeaTo00,pass_yds,0,,,,,
player,201210070kan,kan,MoeaTo00,pass_td,0,,,,,
player,201210070kan,kan,MoeaTo00,pass_int,0,,,,,
player,201210070kan,kan,MoeaTo00,pass_sacked,0,,,,,
player,201210070kan,kan,MoeaTo00,pass_sacked_yds,0,,,,,
player,201210070kan,kan,MoeaTo00,pass_long,0,,,,,
player,201210070kan,kan,MoeaTo00,pass_rating,,,,,,
player,201210070kan,kan,MoeaTo00,rush_att,0,,,,,
player,201210070kan,kan,MoeaTo00,rush_yds,0,,,,,
player,201210070kan,kan,MoeaTo00,rush_td,0,,,,,
player,201210070kan,kan,MoeaTo00,rush_long,0,,,,,
player,201210070kan,kan,MoeaTo00,targets,1,,,,,
player,201210070kan,kan,MoeaTo00,rec,0,,,,,
player,201210070kan,kan,MoeaTo00,rec_yds,0,,,,,
player,201210070kan,kan,MoeaTo00,rec_td,0,,,,,
player,201210070kan,kan,MoeaTo00,rec_long,0,,,,,
player,201210070kan,kan,MoeaTo00,fumbles,0,,,,,
player,201210070kan,kan,MoeaTo00,fumbles_lost,0,,,,,
player,201210070kan,rav,WillCa99,def_int,1,,,,,
player,201210070kan,rav,WillCa99,def_int_yds,1,,,,,
player,201210070kan,rav,WillCa99,def_int_td,0,,,,,
player,201210070kan,rav,WillCa99,def_int_long,1,,,,,
player,201210070kan,rav,WillCa99,pass_defended,1,,,,,
player,201210070kan,rav,WillCa99,sacks,0.0,,,,,
player,201210070kan,rav,WillCa99,tackles_combined,4,,,,,
player,201210070kan,rav,WillCa99,tackles_solo,3,,,,,
player,201210070kan,rav,WillCa99,tackles_assists,1,,,,,
player,201210070kan,rav,WillCa99,tackles_loss,0,,,,,
player,201210070kan,rav,WillCa99,qb_hits,0,,,,,
player,201210070kan,rav,WillCa99,fumbles_rec,0,,,,,
player,201210070kan,rav,WillCa99,fumbles_rec_yds,0,,,,,
player,201210070kan,rav,WillCa99,fumbles_rec_td,0,,,,,
player,201210070kan,rav,WillCa99,fumbles_forced,0,,,,,
player,201210070kan,rav,WebbLa99,def_int,1,,,,,
player,201210070kan,rav,WebbLa99,def_int_yds,8,,,,,
player,201210070kan,rav,WebbLa99,def_int_td,0,,,,,
player,201210070kan,rav,WebbLa99,def_int_long,8,,,,,
player,201210070kan,rav,WebbLa99,pass_defended,1,,,,,
player,201210070kan,rav,WebbLa99,sacks,0.0,,,,,
player,201210070kan,rav,WebbLa99,tackles_combined,3,,,,,
player,201210070kan,rav,WebbLa99,tackles_solo,3,,,,,
player,201210070kan,rav,WebbLa99,tackles_assists,0,,,,,
player,201210070kan,rav,WebbLa99,tackles_loss,0,,,,,
player,201210070kan,rav,WebbLa99,qb_hits,0,,,,,
player,201210070kan,rav,WebbLa99,fumbles_rec,0,,,,,
player,201210070kan,rav,WebbLa99,fumbles_rec_yds,0,,,,,
player,201210070kan,rav,WebbLa99,fumbles_rec_td,0,,,,,
player,201210070kan,rav,WebbLa99,fumbles_forced,0,,,,,
player,201210070kan,rav,LewiRa00,def_int,0,,,,,
player,201210070kan,rav,LewiRa00,def_int_yds,0,,,,,
player,201210070kan,rav,LewiRa00,def_int_td,0,,,,,
player,201210070kan,rav,LewiRa00,def_int_long,0,,,,,
player,201210070kan,rav,LewiRa00,pass_defended,0,,,,,
player,201210070kan,rav,LewiRa00,sacks,0.0,,,,,
player,201210070kan,rav,LewiRa00,tackles_combined,10,,,,,
player,201210070kan,rav,LewiRa00,tackles_solo,10,,,,,
player,201210070kan,rav,LewiRa00,tackles_assists,0,,,,,
player,201210070kan,rav,LewiRa00,tackles_loss,1,,,,,
player,201210070kan,rav,LewiRa00,qb_hits,0,,,,,
player,201210070kan,rav,LewiRa00,fumbles_rec,0,,,,,
player,201210070kan,rav,LewiRa00,fumbles_rec_yds,0,,,,,
player,201210070kan,rav,LewiRa00,fumbles_rec_td,0,,,,,
player,201210070kan,rav,LewiRa00,fumbles_forced,0,,,,,
player,201210070kan,rav,PollBe20,def_int,0,,,,,
player,201210070kan,rav,PollBe20,def_int_yds,0,,,,,
player,201210070kan,rav,PollBe20,def_int_td,0,,,,,
player,201210070kan,rav,PollBe20,def_int_long,0,,,,,
player,201210070kan,rav,PollBe20,pass_defended,0,,,,,
player,201210070kan,rav,PollBe20,sacks,0.0,,,,,
player,201210070kan,rav,PollBe20,tackles_combined,10,,,,,
