game,2012,16,20121223,201212230den,cle,"Cleveland Browns",12,den,"Denver Broncos",34
player,201212230den,cle,CribJo01,pass_int,0,,,,,
player,201212230den,cle,CribJo01,pass_sacked,0,,,,,
player,201212230den,cle,CribJo01,pass_sacked_yds,0,,,,,
player,201212230den,cle,CribJo01,pass_long,0,,,,,
player,201212230den,cle,CribJo01,pass_rating,,,,,,
player,201212230den,cle,CribJo01,rush_att,1,,,,,
player,201212230den,cle,CribJo01,rush_yds,3,,,,,
player,201212230den,cle,CribJo01,rush_td,0,,,,,
player,201212230den,cle,CribJo01,rush_long,3,,,,,
player,201212230den,cle,CribJo01,targets,0,,,,,
player,201212230den,cle,CribJo01,rec,0,,,,,
player,201212230den,cle,CribJo01,rec_yds,0,,,,,
player,201212230den,cle,CribJo01,rec_td,0,,,,,
player,201212230den,cle,CribJo01,rec_long,0,,,,,
player,201212230den,cle,CribJo01,fumbles,1,,,,,
player,201212230den,cle,CribJo01,fumbles_lost,1,,,,,
player,201212230den,cle,LittGr00,pass_cmp,0,,,,,
player,201212230den,cle,LittGr00,pass_att,0,,,,,
player,201212230den,cle,LittGr00,pass_yds,0,,,,,
player,201212230den,cle,LittGr00,pass_td,0,,,,,
player,201212230den,cle,LittGr00,pass_int,0,,,,,
player,201212230den,cle,LittGr00,pass_sacked,0,,,,,
player,201212230den,cle,LittGr00,pass_sacked_yds,0,,,,,
player,201212230den,cle,LittGr00,pass_long,0,,,,,
player,201212230den,cle,LittGr00,pass_rating,,,,,,
player,201212230den,cle,LittGr00,rush_att,0,,,,,
player,201212230den,cle,LittGr00,rush_yds,0,,,,,
player,201212230den,cle,LittGr00,rush_td,0,,,,,
player,201212230den,cle,LittGr00,rush_long,0,,,,,
player,201212230den,cle,LittGr00,targets,7,,,,,
player,201212230den,cle,LittGr00,rec,6,,,,,
player,201212230den,cle,LittGr00,rec_yds,58,,,,,
player,201212230den,cle,LittGr00,rec_td,1,,,,,
player,201212230den,cle,LittGr00,rec_long,21,,,,,
player,201212230den,cle,LittGr00,fumbles,0,,,,,
player,201212230den,cle,LittGr00,fumbles_lost,0,,,,,
player,201212230den,cle,WatsBe00,pass_cmp,0,,,,,
player,201212230den,cle,WatsBe00,pass_att,0,,,,,
player,201212230den,cle,WatsBe00,pass_yds,0,,,,,
player,201212230den,cle,WatsBe00,pass_td,0,,,,,
player,201212230den,cle,WatsBe00,pass_int,0,,,,,
player,201212230den,cle,WatsBe00,pass_sacked,0,,,,,
player,201212230den,cle,WatsBe00,pass_sacked_yds,0,,,,,
player,201212230den,cle,WatsBe00,pass_long,0,,,,,
player,201212230den,cle,WatsBe00,pass_rating,,,,,,
player,201212230den,cle,WatsBe00,rush_att,0,,,,,
player,201212230den,cle,WatsBe00,rush_yds,0,,,,,
player,201212230den,cle,WatsBe00,rush_td,0,,,,,
player,201212230den,cle,WatsBe00,rush_long,0,,,,,
player,201212230den,cle,WatsBe00,targets,10,,,,,
player,201212230den,cle,WatsBe00,rec,3,,,,,
player,201212230den,cle,WatsBe00,rec_yds,47,,,,,
player,201212230den,cle,WatsBe00,rec_td,0,,,,,
player,201212230den,cle,WatsBe00,rec_long,19,,,,,
player,201212230den,cle,WatsBe00,fumbles,0,,,,,
player,201212230den,cle,WatsBe00,fumbles_lost,0,,,,,
player,201212230den,cle,BenjTr00,pass_cmp,0,,,,,
player,201212230den,cle,BenjTr00,pass_att,0,,,,,
player,201212230den,cle,BenjTr00,pass_yds,0,,,,,
player,201212230den,cle,BenjTr00,pass_td,0,,,,,
player,201212230den,cle,BenjTr00,pass_int,0,,,,,
player,201212230den,cle,BenjTr00,pass_sacked,0,,,,,
player,201212230den,cle,BenjTr00,pass_sacked_yds,0,,,,,
player,201212230den,cle,BenjTr00,pass_long,0,,,,,
player,201212230den,cle,BenjTr00,pass_rating,,,,,,
player,201212230den,cle,BenjTr00,rush_att,0,,,,,
player,201212230den,cle,BenjTr00,rush_yds,0,,,,,
player,201212230den,cle,BenjTr00,rush_td,0,,,,,
player,201212230den,cle,BenjTr00,rush_long,0,,,,,
player,201212230den,cle,BenjTr00,targets,5,,,,,
player,201212230den,cle,BenjTr00,rec,3,,,,,
player,201212230den,cle,BenjTr00,rec_yds,46,,,,,
player,201212230den,cle,BenjTr00,rec_td,0,,,,,
player,201212230den,cle,BenjTr00,rec_long,21,,,,,
player,201212230den,cle,BenjTr00,fumbles,0,,,,,
player,201212230den,cle,BenjTr00,fumbles_lost,0,,,,,
player,201212230den,cle,GordJo02,pass_cmp,0,,,,,
player,201212230den,cle,GordJo02,pass_att,0,,,,,
player,201212230den,cle,GordJo02,pass_yds,0,,,,,
player,201212230den,cle,GordJo02,pass_td,0,,,,,
player,201212230den,cle,GordJo02,pass_int,0,,,,,
player,201212230den,cle,GordJo02,pass_sacked,0,,,,,
player,201212230den,cle,GordJo02,pass_sacked_yds,0,,,,,
player,201212230den,cle,GordJo02,pass_long,0,,,,,
player,201212230den,cle,GordJo02,pass_rating,,,,,,
player,201212230den,cle,GordJo02,rush_att,0,,,,,
player,201212230den,cle,GordJo02,rush_yds,0,,,,,
player,201212230den,cle,GordJo02,rush_td,0,,,,,
player,201212230den,cle,GordJo02,rush_long,0,,,,,
player,201212230den,cle,GordJo02,targets,3,,,,,
player,201212230den,cle,GordJo02,rec,1,,,,,
player,201212230den,cle,GordJo02,rec_yds,7,,,,,
player,201212230den,cle,GordJo02,rec_td,0,,,,,
player,201212230den,cle,GordJo02,rec_long,7,,,,,
player,201212230den,cle,GordJo02,fumbles,0,,,,,
player,201212230den,cle,GordJo02,fumbles_lost,0,,,,,
player,201212230den,cle,SmelBr00,pass_cmp,0,,,,,
player,201212230den,cle,SmelBr00,pass_att,0,,,,,
player,201212230den,cle,SmelBr00,pass_yds,0,,,,,
player,201212230den,cle,SmelBr00,pass_td,0,,,,,
player,201212230den,cle,SmelBr00,pass_int,0,,,,,
player,201212230den,cle,SmelBr00,pass_sacked,0,,,,,
player,201212230den,cle,SmelBr00,pass_sacked_yds,0,,,,,
player,201212230den,cle,SmelBr00,pass_long,0,,,,,
player,201212230den,cle,SmelBr00,pass_rating,,,,,,
player,201212230den,cle,SmelBr00,rush_att,0,,,,,
player,201212230den,cle,SmelBr00,rush_yds,0,,,,,
player,201212230den,cle,SmelBr00,rush_td,0,,,,,
player,201212230den,cle,SmelBr00,rush_long,0,,,,,
player,201212230den,cle,SmelBr00,targets,1,,,,,
player,201212230den,cle,SmelBr00,rec,1,,,,,
player,201212230den,cle,SmelBr00,rec_yds,3,,,,,
player,201212230den,cle,SmelBr00,rec_td,0,,,,,
player,201212230den,cle,SmelBr00,rec_long,3,,,,,
player,201212230den,cle,SmelBr00,fumbles,0,,,,,
player,201212230den,cle,SmelBr00,fumbles_lost,0,,,,,
player,201212230den,cle,OgboCh00,pass_cmp,0,,,,,
player,201212230den,cle,OgboCh00,pass_att,0,,,,,
player,201212230den,cle,OgboCh00,pass_yds,0,,,,,
player,201212230den,cle,OgboCh00,pass_td,0,,,,,
player,201212230den,cle,OgboCh00,pass_int,0,,,,,
player,201212230den,cle,OgboCh00,pass_sacked,0,,,,,
player,201212230den,cle,OgboCh00,pass_sacked_yds,0,,,,,
player,201212230den,cle,OgboCh00,pass_long,0,,,,,
player,201212230den,cle,OgboCh00,pass_rating,,,,,,
player,201212230den,cle,OgboCh00,rush_att,0,,,,,
player,201212230den,cle,OgboCh00,rush_yds,0,,,,,
player,201212230den,cle,OgboCh00,rush_td,0,,,,,
player,201212230den,cle,OgboCh00,rush_long,0,,,,,
player,201212230den,cle,OgboCh00,targets,2,,,,,
player,201212230den,cle,OgboCh00,rec,2,,,,,
player,201212230den,cle,OgboCh00,rec_yds,2,,,,,
player,201212230den,cle,OgboCh00,rec_td,0,,,,,
player,201212230den,cle,OgboCh00,rec_long,2,,,,,
player,201212230den,cle,OgboCh00,fumbles,0,,,,,
player,201212230den,cle,OgboCh00,fumbles_lost,0,,,,,
player,201212230den,cle,CoopJo00,pass_cmp,0,,,,,
player,201212230den,cle,CoopJo00,pass_att,0,,,,,
player,201212230den,cle,CoopJo00,pass_yds,0,,,,,
player,201212230den,cle,CoopJo00,pass_td,0,,,,,
player,201212230den,cle,CoopJo00,pass_int,0,,,,,
player,201212230den,cle,CoopJo00,pass_sacked,0,,,,,
player,201212230den,cle,CoopJo00,pass_sacked_yds,0,,,,,
player,201212230den,cle,CoopJo00,pass_long,0,,,,,
player,201212230den,cle,CoopJo00,pass_rating,,,,,,
player,201212230den,cle,CoopJo00,rush_att,0,,,,,
player,201212230den,cle,CoopJo00,rush_yds,0,,,,,
player,201212230den,cle,CoopJo00,rush_td,0,,,,,
player,201212230den,cle,CoopJo00,rush_long,0,,,,,
player,201212230den,cle,CoopJo00,targets,2,,,,,
player,201212230den,cle,CoopJo00,rec,0,,,,,
player,201212230den,cle,CoopJo00,rec_yds,0,,,,,
player,201212230den,cle,CoopJo00,rec_td,0,,,,,
player,201212230den,cle,CoopJo00,rec_long,0,,,,,
player,201212230den,cle,CoopJo00,fumbles,0,,,,,
player,201212230den,cle,CoopJo00,fumbles_lost,0,,,,,
player,201212230den,cle,SmitAl02,pass_cmp,0,,,,,
player,201212230den,cle,SmitAl02,pass_att,0,,,,,
player,201212230den,cle,SmitAl02,pass_yds,0,,,,,
player,201212230den,cle,SmitAl02,pass_td,0,,,,,
player,201212230den,cle,SmitAl02,pass_int,0,,,,,
player,201212230den,cle,SmitAl02,pass_sacked,0,,,,,
player,201212230den,cle,SmitAl02,pass_sacked_yds,0,,,,,
player,201212230den,cle,SmitAl02,pass_long,0,,,,,
player,201212230den,cle,SmitAl02,pass_rating,,,,,,
player,201212230den,cle,SmitAl02,rush_att,0,,,,,
player,201212230den,cle,SmitAl02,rush_yds,0,,,,,
player,201212230den,cle,SmitAl02,rush_td,0,,,,,
player,201212230den,cle,SmitAl02,rush_long,0,,,,,
player,201212230den,cle,SmitAl02,targets,1,,,,,
player,201212230den,cle,SmitAl02,rec,1,,,,,
player,201212230den,cle,SmitAl02,rec_yds,-2,,,,,
player,201212230den,cle,SmitAl02,rec_td,0,,,,,
player,201212230den,cle,SmitAl02,rec_long,-2,,,,,
player,201212230den,cle,SmitAl02,fumbles,0,,,,,
player,201212230den,cle,SmitAl02,fumbles_lost,0,,,,,
player,201212230den,den,MannPe00,pass_cmp,30,,,,,
player,201212230den,den,MannPe00,pass_att,43,,,,,
player,201212230den,den,MannPe00,pass_yds,339,,,,,
player,201212230den,den,MannPe00,pass_td,3,,,,,
player,201212230den,den,MannPe00,pass_int,1,,,,,
player,201212230den,den,MannPe00,pass_sacked,0,,,,,
player,201212230den,den,MannPe00,pass_sacked_yds,0,,,,,
player,201212230den,den,MannPe00,pass_long,36,,,,,
player,201212230den,den,MannPe00,pass_rating,106.6,,,,,
player,201212230den,den,MannPe00,rush_att,0,,,,,
player,201212230den,den,MannPe00,rush_yds,0,,,,,
player,201212230den,den,MannPe00,rush_td,0,,,,,
player,201212230den,den,MannPe00,rush_long,0,,,,,
player,201212230den,den,MannPe00,targets,0,,,,,
player,201212230den,den,MannPe00,rec,0,,,,,
player,201212230den,den,MannPe00,rec_yds,0,,,,,
player,201212230den,den,MannPe00,rec_td,0,,,,,
player,201212230den,den,MannPe00,rec_long,0,,,,,
player,201212230den,den,MannPe00,fumbles,0,,,,,
player,201212230den,den,MannPe00,fumbles_lost,0,,,,,
player,201212230den,den,MoreKn00,pass_cmp,0,,,,,
player,201212230den,den,MoreKn00,pass_att,0,,,,,
player,201212230den,den,MoreKn00,pass_yds,0,,,,,
player,201212230den,den,MoreKn00,pass_td,0,,,,,
player,201212230den,den,MoreKn00,pass_int,0,,,,,
player,201212230den,den,MoreKn00,pass_sacked,0,,,,,
player,201212230den,den,MoreKn00,pass_sacked_yds,0,,,,,
player,201212230den,den,MoreKn00,pass_long,0,,,,,
player,201212230den,den,MoreKn00,pass_rating,,,,,,
player,201212230den,den,MoreKn00,rush_att,22,,,,,
player,201212230den,den,MoreKn00,rush_yds,78,,,,,
player,201212230den,den,MoreKn00,rush_td,0,,,,,
player,201212230den,den,MoreKn00,rush_long,19,,,,,
player,201212230den,den,MoreKn00,targets,7,,,,,
player,201212230den,den,MoreKn00,rec,5,,,,,
player,201212230den,den,MoreKn00,rec_yds,49,,,,,
player,201212230den,den,MoreKn00,rec_td,0,,,,,
player,201212230den,den,MoreKn00,rec_long,14,,,,,
player,201212230den,den,MoreKn00,fumbles,0,,,,,
player,201212230den,den,MoreKn00,fumbles_lost,0,,,,,
player,201212230den,den,HillRo00,pass_cmp,0,,,,,
player,201212230den,den,HillRo00,pass_att,0,,,,,
player,201212230den,den,HillRo00,pass_yds,0,,,,,
player,201212230den,den,HillRo00,pass_td,0,,,,,
player,201212230den,den,HillRo00,pass_int,0,,,,,
player,201212230den,den,HillRo00,pass_sacked,0,,,,,
player,201212230den,den,HillRo00,pass_sacked_yds,0,,,,,
player,201212230den,den,HillRo00,pass_long,0,,,,,
player,201212230den,den,HillRo00,pass_rating,,,,,,
player,201212230den,den,HillRo00,rush_att,6,,,,,
player,201212230den,den,HillRo00,rush_yds,35,,,,,
player,201212230den,den,HillRo00,rush_td,0,,,,,
player,201212230den,den,HillRo00,rush_long,12,,,,,
player,201212230den,den,HillRo00,targets,1,,,,,
player,201212230den,den,HillRo00,rec,0,,,,,
player,201212230den,den,HillRo00,rec_yds,0,,,,,
player,201212230den,den,HillRo00,rec_td,0,,,,,
player,201212230den,den,HillRo00,rec_long,0,,,,,
player,201212230den,den,HillRo00,fumbles,0,,,,,
player,201212230den,den,HillRo00,fumbles_lost,0,,,,,
player,201212230den,den,HestJa00,pass_cmp,0,,,,,
player,201212230den,den,HestJa00,pass_att,0,,,,,
player,201212230den,den,HestJa00,pass_yds,0,,,,,
player,201212230den,den,HestJa00,pass_td,0,,,,,
player,201212230den,den,HestJa00,pass_int,0,,,,,
player,201212230den,den,HestJa00,pass_sacked,0,,,,,
player,201212230den,den,HestJa00,pass_sacked_yds,0,,,,,
player,201212230den,den,HestJa00,pass_long,0,,,,,
player,201212230den,den,HestJa00,pass_rating,,,,,,
player,201212230den,den,HestJa00,rush_att,3,,,,,
player,201212230den,den,HestJa00,rush_yds,6,,,,,
player,201212230den,den,HestJa00,rush_td,1,,,,,
player,201212230den,den,HestJa00,rush_long,4,,,,,
player,201212230den,den,HestJa00,targets,0,,,,,
player,201212230den,den,HestJa00,rec,0,,,,,
player,201212230den,den,HestJa00,rec_yds,0,,,,,
player,201212230den,den,HestJa00,rec_td,0,,,,,
player,201212230den,den,HestJa00,rec_long,0,,,,,
player,201212230den,den,HestJa00,fumbles,0,,,,,
player,201212230den,den,HestJa00,fumbles_lost,0,,,,,
player,201212230den,den,ThomDe03,pass_cmp,0,,,,,
player,201212230den,den,ThomDe03,pass_att,0,,,,,
player,201212230den,den,ThomDe03,pass_yds,0,,,,,
player,201212230den,den,ThomDe03,pass_td,0,,,,,
player,201212230den,den,ThomDe03,pass_int,0,,,,,
player,201212230den,den,ThomDe03,pass_sacked,0,,,,,
player,201212230den,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201212230den,den,ThomDe03,pass_long,0,,,,,
player,201212230den,den,ThomDe03,pass_rating,,,,,,
player,201212230den,den,ThomDe03,rush_att,0,,,,,
player,201212230den,den,ThomDe03,rush_yds,0,,,,,
player,201212230den,den,ThomDe03,rush_td,0,,,,,
player,201212230den,den,ThomDe03,rush_long,0,,,,,
player,201212230den,den,ThomDe03,targets,14,,,,,
player,201212230den,den,ThomDe03,rec,9,,,,,
player,201212230den,den,ThomDe03,rec_yds,102,,,,,
player,201212230den,den,ThomDe03,rec_td,1,,,,,
player,201212230den,den,ThomDe03,rec_long,23,,,,,
player,201212230den,den,ThomDe03,fumbles,0,,,,,
player,201212230den,den,ThomDe03,fumbles_lost,0,,,,,
player,201212230den,den,TammJa00,pass_cmp,0,,,,,
player,201212230den,den,TammJa00,pass_att,0,,,,,
player,201212230den,den,TammJa00,pass_yds,0,,,,,
player,201212230den,den,TammJa00,pass_td,0,,,,,
player,201212230den,den,TammJa00,pass_int,0,,,,,
player,201212230den,den,TammJa00,pass_sacked,0,,,,,
player,201212230den,den,TammJa00,pass_sacked_yds,0,,,,,
player,201212230den,den,TammJa00,pass_long,0,,,,,
player,201212230den,den,TammJa00,pass_rating,,,,,,
player,201212230den,den,TammJa00,rush_att,0,,,,,
player,201212230den,den,TammJa00,rush_yds,0,,,,,
player,201212230den,den,TammJa00,rush_td,0,,,,,
player,201212230den,den,TammJa00,rush_long,0,,,,,
player,201212230den,den,TammJa00,targets,3,,,,,
player,201212230den,den,TammJa00,rec,2,,,,,
player,201212230den,den,TammJa00,rec_yds,69,,,,,
player,201212230den,den,TammJa00,rec_td,0,,,,,
player,201212230den,den,TammJa00,rec_long,36,,,,,
player,201212230den,den,TammJa00,fumbles,0,,,,,
player,201212230den,den,TammJa00,fumbles_lost,0,,,,,
player,201212230den,den,DeckEr00,pass_cmp,0,,,,,
player,201212230den,den,DeckEr00,pass_att,0,,,,,
player,201212230den,den,DeckEr00,pass_yds,0,,,,,
player,201212230den,den,DeckEr00,pass_td,0,,,,,
player,201212230den,den,DeckEr00,pass_int,0,,,,,
player,201212230den,den,DeckEr00,pass_sacked,0,,,,,
player,201212230den,den,DeckEr00,pass_sacked_yds,0,,,,,
player,201212230den,den,DeckEr00,pass_long,0,,,,,
player,201212230den,den,DeckEr00,pass_rating,,,,,,
player,201212230den,den,DeckEr00,rush_att,0,,,,,
player,201212230den,den,DeckEr00,rush_yds,0,,,,,
player,201212230den,den,DeckEr00,rush_td,0,,,,,
player,201212230den,den,DeckEr00,rush_long,0,,,,,
player,201212230den,den,DeckEr00,targets,6,,,,,
player,201212230den,den,DeckEr00,rec,6,,,,,
player,201212230den,den,DeckEr00,rec_yds,65,,,,,
player,201212230den,den,DeckEr00,rec_td,2,,,,,
player,201212230den,den,DeckEr00,rec_long,15,,,,,
player,201212230den,den,DeckEr00,fumbles,0,,,,,
player,201212230den,den,DeckEr00,fumbles_lost,0,,,,,
player,201212230den,den,StokBr00,pass_cmp,0,,,,,
player,201212230den,den,StokBr00,pass_att,0,,,,,
player,201212230den,den,StokBr00,pass_yds,0,,,,,
player,201212230den,den,StokBr00,pass_td,0,,,,,
player,201212230den,den,StokBr00,pass_int,0,,,,,
player,201212230den,den,StokBr00,pass_sacked,0,,,,,
player,201212230den,den,StokBr00,pass_sacked_yds,0,,,,,
player,201212230den,den,StokBr00,pass_long,0,,,,,
player,201212230den,den,StokBr00,pass_rating,,,,,,
player,201212230den,den,StokBr00,rush_att,0,,,,,
player,201212230den,den,StokBr00,rush_yds,0,,,,,
player,201212230den,den,StokBr00,rush_td,0,,,,,
player,201212230den,den,StokBr00,rush_long,0,,,,,
player,201212230den,den,StokBr00,targets,6,,,,,
player,201212230den,den,StokBr00,rec,5,,,,,
player,201212230den,den,StokBr00,rec_yds,32,,,,,
player,201212230den,den,StokBr00,rec_td,0,,,,,
player,201212230den,den,StokBr00,rec_long,12,,,,,
player,201212230den,den,StokBr00,fumbles,0,,,,,
player,201212230den,den,StokBr00,fumbles_lost,0,,,,,
player,201212230den,den,DreeJo00,pass_cmp,0,,,,,
player,201212230den,den,DreeJo00,pass_att,0,,,,,
player,201212230den,den,DreeJo00,pass_yds,0,,,,,
player,201212230den,den,DreeJo00,pass_td,0,,,,,
player,201212230den,den,DreeJo00,pass_int,0,,,,,
player,201212230den,den,DreeJo00,pass_sacked,0,,,,,
player,201212230den,den,DreeJo00,pass_sacked_yds,0,,,,,
player,201212230den,den,DreeJo00,pass_long,0,,,,,
player,201212230den,den,DreeJo00,pass_rating,,,,,,
player,201212230den,den,DreeJo00,rush_att,0,,,,,
player,201212230den,den,DreeJo00,rush_yds,0,,,,,
player,201212230den,den,DreeJo00,rush_td,0,,,,,
player,201212230den,den,DreeJo00,rush_long,0,,,,,
player,201212230den,den,DreeJo00,targets,4,,,,,
player,201212230den,den,DreeJo00,rec,3,,,,,
player,201212230den,den,DreeJo00,rec_yds,22,,,,,
player,201212230den,den,DreeJo00,rec_td,0,,,,,
player,201212230den,den,DreeJo00,rec_long,13,,,,,
player,201212230den,den,DreeJo00,fumbles,0,,,,,
player,201212230den,den,DreeJo00,fumbles_lost,0,,,,,
player,201212230den,den,WillMa00,pass_cmp,0,,,,,
player,201212230den,den,WillMa00,pass_att,0,,,,,
player,201212230den,den,WillMa00,pass_yds,0,,,,,
player,201212230den,den,WillMa00,pass_td,0,,,,,
player,201212230den,den,WillMa00,pass_int,0,,,,,
player,201212230den,den,WillMa00,pass_sacked,0,,,,,
player,201212230den,den,WillMa00,pass_sacked_yds,0,,,,,
player,201212230den,den,WillMa00,pass_long,0,,,,,
player,201212230den,den,WillMa00,pass_rating,,,,,,
player,201212230den,den,WillMa00,rush_att,0,,,,,
player,201212230den,den,WillMa00,rush_yds,0,,,,,
player,201212230den,den,WillMa00,rush_td,0,,,,,
player,201212230den,den,WillMa00,rush_long,0,,,,,
player,201212230den,den,WillMa00,targets,2,,,,,
player,201212230den,den,WillMa00,rec,0,,,,,
player,201212230den,den,WillMa00,rec_yds,0,,,,,
player,201212230den,den,WillMa00,rec_td,0,,,,,
player,201212230den,den,WillMa00,rec_long,0,,,,,
player,201212230den,den,WillMa00,fumbles,0,,,,,
player,201212230den,den,WillMa00,fumbles_lost,0,,,,,
player,201212230den,den,OsweBr00,pass_cmp,0,,,,,
