game,2012,9,20121104,201211040oti,chi,"Chicago Bears",51,oti,"Tennessee Titans",20
team,201211040oti,chi,First Downs,21,,,,,,
team,201211040oti,oti,First Downs,12,,,,,,
team,201211040oti,chi,Rush-Yds-TDs,36-160-1,,,,,,
team,201211040oti,oti,Rush-Yds-TDs,18-159-1,,,,,,
team,201211040oti,chi,Cmp-Att-Yd-TD-INT,19-26-229-3-0,,,,,,
team,201211040oti,oti,Cmp-Att-Yd-TD-INT,20-35-200-1-1,,,,,,
team,201211040oti,chi,Sacked-Yards,3-24,,,,,,
team,201211040oti,oti,Sacked-Yards,2-20,,,,,,
team,201211040oti,chi,Net Pass Yards,205,,,,,,
team,201211040oti,oti,Net Pass Yards,180,,,,,,
team,201211040oti,chi,Total Yards,365,,,,,,
team,201211040oti,oti,Total Yards,339,,,,,,
team,201211040oti,chi,Fumbles-Lost,1-1,,,,,,
team,201211040oti,oti,Fumbles-Lost,6-4,,,,,,
team,201211040oti,chi,Turnovers,1,,,,,,
team,201211040oti,oti,Turnovers,5,,,,,,
team,201211040oti,chi,Penalties-Yards,5-37,,,,,,
team,201211040oti,oti,Penalties-Yards,9-68,,,,,,
team,201211040oti,chi,Third Down Conv.,6-14,,,,,,
team,201211040oti,oti,Third Down Conv.,3-12,,,,,,
team,201211040oti,chi,Fourth Down Conv.,0-1,,,,,,
team,201211040oti,oti,Fourth Down Conv.,0-1,,,,,,
team,201211040oti,chi,Time of Possession,37:01,,,,,,
team,201211040oti,oti,Time of Possession,22:59,,,,,,
player,201211040oti,chi,CutlJa00,pass_cmp,19,,,,,
player,201211040oti,chi,CutlJa00,pass_att,26,,,,,
player,201211040oti,chi,CutlJa00,pass_yds,229,,,,,
player,201211040oti,chi,CutlJa00,pass_td,3,,,,,
player,201211040oti,chi,CutlJa00,pass_int,0,,,,,
player,201211040oti,chi,CutlJa00,pass_sacked,3,,,,,
player,201211040oti,chi,CutlJa00,pass_sacked_yds,24,,,,,
player,201211040oti,chi,CutlJa00,pass_long,47,,,,,
player,201211040oti,chi,CutlJa00,pass_rating,138.1,,,,,
player,201211040oti,chi,CutlJa00,rush_att,1,,,,,
player,201211040oti,chi,CutlJa00,rush_yds,12,,,,,
player,201211040oti,chi,CutlJa00,rush_td,0,,,,,
player,201211040oti,chi,CutlJa00,rush_long,12,,,,,
player,201211040oti,chi,CutlJa00,targets,0,,,,,
player,201211040oti,chi,CutlJa00,rec,0,,,,,
player,201211040oti,chi,CutlJa00,rec_yds,0,,,,,
player,201211040oti,chi,CutlJa00,rec_td,0,,,,,
player,201211040oti,chi,CutlJa00,rec_long,0,,,,,
player,201211040oti,chi,CutlJa00,fumbles,1,,,,,
player,201211040oti,chi,CutlJa00,fumbles_lost,1,,,,,
player,201211040oti,chi,FortMa00,pass_cmp,0,,,,,
player,201211040oti,chi,FortMa00,pass_att,0,,,,,
player,201211040oti,chi,FortMa00,pass_yds,0,,,,,
player,201211040oti,chi,FortMa00,pass_td,0,,,,,
player,201211040oti,chi,FortMa00,pass_int,0,,,,,
player,201211040oti,chi,FortMa00,pass_sacked,0,,,,,
player,201211040oti,chi,FortMa00,pass_sacked_yds,0,,,,,
player,201211040oti,chi,FortMa00,pass_long,0,,,,,
player,201211040oti,chi,FortMa00,pass_rating,,,,,,
player,201211040oti,chi,FortMa00,rush_att,12,,,,,
player,201211040oti,chi,FortMa00,rush_yds,103,,,,,
player,201211040oti,chi,FortMa00,rush_td,1,,,,,
player,201211040oti,chi,FortMa00,rush_long,46,,,,,
player,201211040oti,chi,FortMa00,targets,2,,,,,
player,201211040oti,chi,FortMa00,rec,2,,,,,
player,201211040oti,chi,FortMa00,rec_yds,45,,,,,
player,201211040oti,chi,FortMa00,rec_td,0,,,,,
player,201211040oti,chi,FortMa00,rec_long,47,,,,,
player,201211040oti,chi,FortMa00,fumbles,0,,,,,
player,201211040oti,chi,FortMa00,fumbles_lost,0,,,,,
player,201211040oti,chi,AlleAr00,pass_cmp,0,,,,,
player,201211040oti,chi,AlleAr00,pass_att,0,,,,,
player,201211040oti,chi,AlleAr00,pass_yds,0,,,,,
player,201211040oti,chi,AlleAr00,pass_td,0,,,,,
player,201211040oti,chi,AlleAr00,pass_int,0,,,,,
player,201211040oti,chi,AlleAr00,pass_sacked,0,,,,,
player,201211040oti,chi,AlleAr00,pass_sacked_yds,0,,,,,
player,201211040oti,chi,AlleAr00,pass_long,0,,,,,
player,201211040oti,chi,AlleAr00,pass_rating,,,,,,
player,201211040oti,chi,AlleAr00,rush_att,10,,,,,
player,201211040oti,chi,AlleAr00,rush_yds,32,,,,,
player,201211040oti,chi,AlleAr00,rush_td,0,,,,,
player,201211040oti,chi,AlleAr00,rush_long,10,,,,,
player,201211040oti,chi,AlleAr00,targets,0,,,,,
player,201211040oti,chi,AlleAr00,rec,0,,,,,
player,201211040oti,chi,AlleAr00,rec_yds,0,,,,,
player,201211040oti,chi,AlleAr00,rec_td,0,,,,,
player,201211040oti,chi,AlleAr00,rec_long,0,,,,,
player,201211040oti,chi,AlleAr00,fumbles,0,,,,,
player,201211040oti,chi,AlleAr00,fumbles_lost,0,,,,,
player,201211040oti,chi,BushMi00,pass_cmp,0,,,,,
player,201211040oti,chi,BushMi00,pass_att,0,,,,,
player,201211040oti,chi,BushMi00,pass_yds,0,,,,,
player,201211040oti,chi,BushMi00,pass_td,0,,,,,
player,201211040oti,chi,BushMi00,pass_int,0,,,,,
player,201211040oti,chi,BushMi00,pass_sacked,0,,,,,
player,201211040oti,chi,BushMi00,pass_sacked_yds,0,,,,,
player,201211040oti,chi,BushMi00,pass_long,0,,,,,
player,201211040oti,chi,BushMi00,pass_rating,,,,,,
player,201211040oti,chi,BushMi00,rush_att,10,,,,,
player,201211040oti,chi,BushMi00,rush_yds,16,,,,,
player,201211040oti,chi,BushMi00,rush_td,0,,,,,
player,201211040oti,chi,BushMi00,rush_long,9,,,,,
player,201211040oti,chi,BushMi00,targets,1,,,,,
player,201211040oti,chi,BushMi00,rec,1,,,,,
player,201211040oti,chi,BushMi00,rec_yds,17,,,,,
player,201211040oti,chi,BushMi00,rec_td,0,,,,,
player,201211040oti,chi,BushMi00,rec_long,17,,,,,
player,201211040oti,chi,BushMi00,fumbles,0,,,,,
player,201211040oti,chi,BushMi00,fumbles_lost,0,,,,,
player,201211040oti,chi,MarsBr00,pass_cmp,0,,,,,
player,201211040oti,chi,MarsBr00,pass_att,0,,,,,
player,201211040oti,chi,MarsBr00,pass_yds,0,,,,,
player,201211040oti,chi,MarsBr00,pass_td,0,,,,,
player,201211040oti,chi,MarsBr00,pass_int,0,,,,,
player,201211040oti,chi,MarsBr00,pass_sacked,0,,,,,
player,201211040oti,chi,MarsBr00,pass_sacked_yds,0,,,,,
player,201211040oti,chi,MarsBr00,pass_long,0,,,,,
player,201211040oti,chi,MarsBr00,pass_rating,,,,,,
player,201211040oti,chi,MarsBr00,rush_att,0,,,,,
player,201211040oti,chi,MarsBr00,rush_yds,0,,,,,
player,201211040oti,chi,MarsBr00,rush_td,0,,,,,
player,201211040oti,chi,MarsBr00,rush_long,0,,,,,
player,201211040oti,chi,MarsBr00,targets,10,,,,,
player,201211040oti,chi,MarsBr00,rec,9,,,,,
player,201211040oti,chi,MarsBr00,rec_yds,122,,,,,
player,201211040oti,chi,MarsBr00,rec_td,3,,,,,
player,201211040oti,chi,MarsBr00,rec_long,39,,,,,
player,201211040oti,chi,MarsBr00,fumbles,0,,,,,
player,201211040oti,chi,MarsBr00,fumbles_lost,0,,,,,
player,201211040oti,chi,BennEa00,pass_cmp,0,,,,,
player,201211040oti,chi,BennEa00,pass_att,0,,,,,
player,201211040oti,chi,BennEa00,pass_yds,0,,,,,
player,201211040oti,chi,BennEa00,pass_td,0,,,,,
player,201211040oti,chi,BennEa00,pass_int,0,,,,,
player,201211040oti,chi,BennEa00,pass_sacked,0,,,,,
player,201211040oti,chi,BennEa00,pass_sacked_yds,0,,,,,
player,201211040oti,chi,BennEa00,pass_long,0,,,,,
player,201211040oti,chi,BennEa00,pass_rating,,,,,,
player,201211040oti,chi,BennEa00,rush_att,0,,,,,
player,201211040oti,chi,BennEa00,rush_yds,0,,,,,
player,201211040oti,chi,BennEa00,rush_td,0,,,,,
player,201211040oti,chi,BennEa00,rush_long,0,,,,,
player,201211040oti,chi,BennEa00,targets,8,,,,,
player,201211040oti,chi,BennEa00,rec,4,,,,,
player,201211040oti,chi,BennEa00,rec_yds,22,,,,,
player,201211040oti,chi,BennEa00,rec_td,0,,,,,
player,201211040oti,chi,BennEa00,rec_long,9,,,,,
player,201211040oti,chi,BennEa00,fumbles,0,,,,,
player,201211040oti,chi,BennEa00,fumbles_lost,0,,,,,
player,201211040oti,chi,HestDe99,pass_cmp,0,,,,,
player,201211040oti,chi,HestDe99,pass_att,0,,,,,
player,201211040oti,chi,HestDe99,pass_yds,0,,,,,
player,201211040oti,chi,HestDe99,pass_td,0,,,,,
player,201211040oti,chi,HestDe99,pass_int,0,,,,,
player,201211040oti,chi,HestDe99,pass_sacked,0,,,,,
player,201211040oti,chi,HestDe99,pass_sacked_yds,0,,,,,
player,201211040oti,chi,HestDe99,pass_long,0,,,,,
player,201211040oti,chi,HestDe99,pass_rating,,,,,,
player,201211040oti,chi,HestDe99,rush_att,0,,,,,
player,201211040oti,chi,HestDe99,rush_yds,0,,,,,
player,201211040oti,chi,HestDe99,rush_td,0,,,,,
player,201211040oti,chi,HestDe99,rush_long,0,,,,,
player,201211040oti,chi,HestDe99,targets,2,,,,,
player,201211040oti,chi,HestDe99,rec,2,,,,,
player,201211040oti,chi,HestDe99,rec_yds,19,,,,,
player,201211040oti,chi,HestDe99,rec_td,0,,,,,
player,201211040oti,chi,HestDe99,rec_long,14,,,,,
player,201211040oti,chi,HestDe99,fumbles,0,,,,,
player,201211040oti,chi,HestDe99,fumbles_lost,0,,,,,
player,201211040oti,chi,LouiLa20,pass_cmp,0,,,,,
player,201211040oti,chi,LouiLa20,pass_att,0,,,,,
player,201211040oti,chi,LouiLa20,pass_yds,0,,,,,
player,201211040oti,chi,LouiLa20,pass_td,0,,,,,
player,201211040oti,chi,LouiLa20,pass_int,0,,,,,
player,201211040oti,chi,LouiLa20,pass_sacked,0,,,,,
player,201211040oti,chi,LouiLa20,pass_sacked_yds,0,,,,,
player,201211040oti,chi,LouiLa20,pass_long,0,,,,,
player,201211040oti,chi,LouiLa20,pass_rating,,,,,,
player,201211040oti,chi,LouiLa20,rush_att,0,,,,,
player,201211040oti,chi,LouiLa20,rush_yds,0,,,,,
player,201211040oti,chi,LouiLa20,rush_td,0,,,,,
player,201211040oti,chi,LouiLa20,rush_long,0,,,,,
player,201211040oti,chi,LouiLa20,targets,1,,,,,
player,201211040oti,chi,LouiLa20,rec,1,,,,,
player,201211040oti,chi,LouiLa20,rec_yds,4,,,,,
player,201211040oti,chi,LouiLa20,rec_td,0,,,,,
player,201211040oti,chi,LouiLa20,rec_long,4,,,,,
player,201211040oti,chi,LouiLa20,fumbles,0,,,,,
player,201211040oti,chi,LouiLa20,fumbles_lost,0,,,,,
player,201211040oti,chi,RodrEv00,pass_cmp,0,,,,,
player,201211040oti,chi,RodrEv00,pass_att,0,,,,,
player,201211040oti,chi,RodrEv00,pass_yds,0,,,,,
player,201211040oti,chi,RodrEv00,pass_td,0,,,,,
player,201211040oti,chi,RodrEv00,pass_int,0,,,,,
player,201211040oti,chi,RodrEv00,pass_sacked,0,,,,,
player,201211040oti,chi,RodrEv00,pass_sacked_yds,0,,,,,
player,201211040oti,chi,RodrEv00,pass_long,0,,,,,
player,201211040oti,chi,RodrEv00,pass_rating,,,,,,
player,201211040oti,chi,RodrEv00,rush_att,0,,,,,
player,201211040oti,chi,RodrEv00,rush_yds,0,,,,,
player,201211040oti,chi,RodrEv00,rush_td,0,,,,,
player,201211040oti,chi,RodrEv00,rush_long,0,,,,,
player,201211040oti,chi,RodrEv00,targets,1,,,,,
player,201211040oti,chi,RodrEv00,rec,0,,,,,
player,201211040oti,chi,RodrEv00,rec_yds,0,,,,,
player,201211040oti,chi,RodrEv00,rec_td,0,,,,,
player,201211040oti,chi,RodrEv00,rec_long,0,,,,,
player,201211040oti,chi,RodrEv00,fumbles,0,,,,,
player,201211040oti,chi,RodrEv00,fumbles_lost,0,,,,,
player,201211040oti,chi,WeemEr00,pass_cmp,0,,,,,
player,201211040oti,chi,WeemEr00,pass_att,0,,,,,
player,201211040oti,chi,WeemEr00,pass_yds,0,,,,,
player,201211040oti,chi,WeemEr00,pass_td,0,,,,,
player,201211040oti,chi,WeemEr00,pass_int,0,,,,,
player,201211040oti,chi,WeemEr00,pass_sacked,0,,,,,
player,201211040oti,chi,WeemEr00,pass_sacked_yds,0,,,,,
player,201211040oti,chi,WeemEr00,pass_long,0,,,,,
player,201211040oti,chi,WeemEr00,pass_rating,,,,,,
player,201211040oti,chi,WeemEr00,rush_att,0,,,,,
player,201211040oti,chi,WeemEr00,rush_yds,0,,,,,
player,201211040oti,chi,WeemEr00,rush_td,0,,,,,
player,201211040oti,chi,WeemEr00,rush_long,0,,,,,
player,201211040oti,chi,WeemEr00,targets,1,,,,,
player,201211040oti,chi,WeemEr00,rec,0,,,,,
player,201211040oti,chi,WeemEr00,rec_yds,0,,,,,
player,201211040oti,chi,WeemEr00,rec_td,0,,,,,
player,201211040oti,chi,WeemEr00,rec_long,0,,,,,
player,201211040oti,chi,WeemEr00,fumbles,0,,,,,
player,201211040oti,chi,WeemEr00,fumbles_lost,0,,,,,
player,201211040oti,chi,CampJa00,pass_cmp,0,,,,,
player,201211040oti,chi,CampJa00,pass_att,0,,,,,
player,201211040oti,chi,CampJa00,pass_yds,0,,,,,
player,201211040oti,chi,CampJa00,pass_td,0,,,,,
player,201211040oti,chi,CampJa00,pass_int,0,,,,,
player,201211040oti,chi,CampJa00,pass_sacked,0,,,,,
player,201211040oti,chi,CampJa00,pass_sacked_yds,0,,,,,
player,201211040oti,chi,CampJa00,pass_long,0,,,,,
player,201211040oti,chi,CampJa00,pass_rating,,,,,,
player,201211040oti,chi,CampJa00,rush_att,3,,,,,
player,201211040oti,chi,CampJa00,rush_yds,-3,,,,,
player,201211040oti,chi,CampJa00,rush_td,0,,,,,
player,201211040oti,chi,CampJa00,rush_long,-1,,,,,
player,201211040oti,chi,CampJa00,targets,0,,,,,
player,201211040oti,chi,CampJa00,rec,0,,,,,
player,201211040oti,chi,CampJa00,rec_yds,0,,,,,
player,201211040oti,chi,CampJa00,rec_td,0,,,,,
player,201211040oti,chi,CampJa00,rec_long,0,,,,,
player,201211040oti,chi,CampJa00,fumbles,0,,,,,
player,201211040oti,chi,CampJa00,fumbles_lost,0,,,,,
player,201211040oti,oti,HassMa00,pass_cmp,20,,,,,
player,201211040oti,oti,HassMa00,pass_att,35,,,,,
player,201211040oti,oti,HassMa00,pass_yds,200,,,,,
player,201211040oti,oti,HassMa00,pass_td,1,,,,,
player,201211040oti,oti,HassMa00,pass_int,1,,,,,
player,201211040oti,oti,HassMa00,pass_sacked,2,,,,,
player,201211040oti,oti,HassMa00,pass_sacked_yds,20,,,,,
player,201211040oti,oti,HassMa00,pass_long,30,,,,,
player,201211040oti,oti,HassMa00,pass_rating,71.1,,,,,
player,201211040oti,oti,HassMa00,rush_att,2,,,,,
player,201211040oti,oti,HassMa00,rush_yds,18,,,,,
player,201211040oti,oti,HassMa00,rush_td,0,,,,,
player,201211040oti,oti,HassMa00,rush_long,16,,,,,
player,201211040oti,oti,HassMa00,targets,0,,,,,
player,201211040oti,oti,HassMa00,rec,0,,,,,
player,201211040oti,oti,HassMa00,rec_yds,0,,,,,
player,201211040oti,oti,HassMa00,rec_td,0,,,,,
player,201211040oti,oti,HassMa00,rec_long,0,,,,,
player,201211040oti,oti,HassMa00,fumbles,0,,,,,
player,201211040oti,oti,HassMa00,fumbles_lost,0,,,,,
player,201211040oti,oti,JohnCh04,pass_cmp,0,,,,,
player,201211040oti,oti,JohnCh04,pass_att,0,,,,,
player,201211040oti,oti,JohnCh04,pass_yds,0,,,,,
player,201211040oti,oti,JohnCh04,pass_td,0,,,,,
player,201211040oti,oti,JohnCh04,pass_int,0,,,,,
player,201211040oti,oti,JohnCh04,pass_sacked,0,,,,,
player,201211040oti,oti,JohnCh04,pass_sacked_yds,0,,,,,
player,201211040oti,oti,JohnCh04,pass_long,0,,,,,
player,201211040oti,oti,JohnCh04,pass_rating,,,,,,
player,201211040oti,oti,JohnCh04,rush_att,16,,,,,
player,201211040oti,oti,JohnCh04,rush_yds,141,,,,,
player,201211040oti,oti,JohnCh04,rush_td,1,,,,,
player,201211040oti,oti,JohnCh04,rush_long,80,,,,,
player,201211040oti,oti,JohnCh04,targets,6,,,,,
player,201211040oti,oti,JohnCh04,rec,4,,,,,
player,201211040oti,oti,JohnCh04,rec_yds,10,,,,,
player,201211040oti,oti,JohnCh04,rec_td,0,,,,,
player,201211040oti,oti,JohnCh04,rec_long,8,,,,,
player,201211040oti,oti,JohnCh04,fumbles,2,,,,,
player,201211040oti,oti,JohnCh04,fumbles_lost,2,,,,,
player,201211040oti,oti,BritKe00,pass_cmp,0,,,,,
player,201211040oti,oti,BritKe00,pass_att,0,,,,,
player,201211040oti,oti,BritKe00,pass_yds,0,,,,,
player,201211040oti,oti,BritKe00,pass_td,0,,,,,
player,201211040oti,oti,BritKe00,pass_int,0,,,,,
player,201211040oti,oti,BritKe00,pass_sacked,0,,,,,
player,201211040oti,oti,BritKe00,pass_sacked_yds,0,,,,,
player,201211040oti,oti,BritKe00,pass_long,0,,,,,
player,201211040oti,oti,BritKe00,pass_rating,,,,,,
player,201211040oti,oti,BritKe00,rush_att,0,,,,,
player,201211040oti,oti,BritKe00,rush_yds,0,,,,,
player,201211040oti,oti,BritKe00,rush_td,0,,,,,
player,201211040oti,oti,BritKe00,rush_long,0,,,,,
player,201211040oti,oti,BritKe00,targets,8,,,,,
player,201211040oti,oti,BritKe00,rec,5,,,,,
player,201211040oti,oti,BritKe00,rec_yds,67,,,,,
player,201211040oti,oti,BritKe00,rec_td,0,,,,,
player,201211040oti,oti,BritKe00,rec_long,23,,,,,
player,201211040oti,oti,BritKe00,fumbles,1,,,,,
player,201211040oti,oti,BritKe00,fumbles_lost,1,,,,,
player,201211040oti,oti,WashNa00,pass_cmp,0,,,,,
player,201211040oti,oti,WashNa00,pass_att,0,,,,,
player,201211040oti,oti,WashNa00,pass_yds,0,,,,,
player,201211040oti,oti,WashNa00,pass_td,0,,,,,
player,201211040oti,oti,WashNa00,pass_int,0,,,,,
player,201211040oti,oti,WashNa00,pass_sacked,0,,,,,
player,201211040oti,oti,WashNa00,pass_sacked_yds,0,,,,,
player,201211040oti,oti,WashNa00,pass_long,0,,,,,
player,201211040oti,oti,WashNa00,pass_rating,,,,,,
player,201211040oti,oti,WashNa00,rush_att,0,,,,,
player,201211040oti,oti,WashNa00,rush_yds,0,,,,,
player,201211040oti,oti,WashNa00,rush_td,0,,,,,
player,201211040oti,oti,WashNa00,rush_long,0,,,,,
player,201211040oti,oti,WashNa00,targets,2,,,,,
player,201211040oti,oti,WashNa00,rec,2,,,,,
player,201211040oti,oti,WashNa00,rec_yds,35,,,,,
player,201211040oti,oti,WashNa00,rec_td,1,,,,,
player,201211040oti,oti,WashNa00,rec_long,30,,,,,
player,201211040oti,oti,WashNa00,fumbles,0,,,,,
player,201211040oti,oti,WashNa00,fumbles_lost,0,,,,,
player,201211040oti,oti,WrigKe01,pass_cmp,0,,,,,
player,201211040oti,oti,WrigKe01,pass_att,0,,,,,
player,201211040oti,oti,WrigKe01,pass_yds,0,,,,,
player,201211040oti,oti,WrigKe01,pass_td,0,,,,,
player,201211040oti,oti,WrigKe01,pass_int,0,,,,,
player,201211040oti,oti,WrigKe01,pass_sacked,0,,,,,
player,201211040oti,oti,WrigKe01,pass_sacked_yds,0,,,,,
player,201211040oti,oti,WrigKe01,pass_long,0,,,,,
player,201211040oti,oti,WrigKe01,pass_rating,,,,,,
player,201211040oti,oti,WrigKe01,rush_att,0,,,,,
player,201211040oti,oti,WrigKe01,rush_yds,0,,,,,
player,201211040oti,oti,WrigKe01,rush_td,0,,,,,
player,201211040oti,oti,WrigKe01,rush_long,0,,,,,
player,201211040oti,oti,WrigKe01,targets,7,,,,,
player,201211040oti,oti,WrigKe01,rec,2,,,,,
player,201211040oti,oti,WrigKe01,rec_yds,30,,,,,
player,201211040oti,oti,WrigKe01,rec_td,0,,,,,
player,201211040oti,oti,WrigKe01,rec_long,18,,,,,
player,201211040oti,oti,WrigKe01,fumbles,0,,,,,
player,201211040oti,oti,WrigKe01,fumbles_lost,0,,,,,
player,201211040oti,oti,StevCr00,pass_cmp,0,,,,,
player,201211040oti,oti,StevCr00,pass_att,0,,,,,
player,201211040oti,oti,StevCr00,pass_yds,0,,,,,
player,201211040oti,oti,StevCr00,pass_td,0,,,,,
player,201211040oti,oti,StevCr00,pass_int,0,,,,,
player,201211040oti,oti,StevCr00,pass_sacked,0,,,,,
player,201211040oti,oti,StevCr00,pass_sacked_yds,0,,,,,
player,201211040oti,oti,StevCr00,pass_long,0,,,,,
player,201211040oti,oti,StevCr00,pass_rating,,,,,,
player,201211040oti,oti,StevCr00,rush_att,0,,,,,
player,201211040oti,oti,StevCr00,rush_yds,0,,,,,
player,201211040oti,oti,StevCr00,rush_td,0,,,,,
player,201211040oti,oti,StevCr00,rush_long,0,,,,,
player,201211040oti,oti,StevCr00,targets,3,,,,,
player,201211040oti,oti,StevCr00,rec,2,,,,,
player,201211040oti,oti,StevCr00,rec_yds,26,,,,,
player,201211040oti,oti,StevCr00,rec_td,0,,,,,
player,201211040oti,oti,StevCr00,rec_long,14,,,,,
player,201211040oti,oti,StevCr00,fumbles,1,,,,,
player,201211040oti,oti,StevCr00,fumbles_lost,0,,,,,
player,201211040oti,oti,WillDa04,pass_cmp,0,,,,,
player,201211040oti,oti,WillDa04,pass_att,0,,,,,
player,201211040oti,oti,WillDa04,pass_yds,0,,,,,
player,201211040oti,oti,WillDa04,pass_td,0,,,,,
player,201211040oti,oti,WillDa04,pass_int,0,,,,,
player,201211040oti,oti,WillDa04,pass_sacked,0,,,,,
player,201211040oti,oti,WillDa04,pass_sacked_yds,0,,,,,
player,201211040oti,oti,WillDa04,pass_long,0,,,,,
player,201211040oti,oti,WillDa04,pass_rating,,,,,,
player,201211040oti,oti,WillDa04,rush_att,0,,,,,
player,201211040oti,oti,WillDa04,rush_yds,0,,,,,
player,201211040oti,oti,WillDa04,rush_td,0,,,,,
player,201211040oti,oti,WillDa04,rush_long,0,,,,,
player,201211040oti,oti,WillDa04,targets,3,,,,,
player,201211040oti,oti,WillDa04,rec,2,,,,,
player,201211040oti,oti,WillDa04,rec_yds,19,,,,,
player,201211040oti,oti,WillDa04,rec_td,0,,,,,
player,201211040oti,oti,WillDa04,rec_long,19,,,,,
player,201211040oti,oti,WillDa04,fumbles,0,,,,,
player,201211040oti,oti,WillDa04,fumbles_lost,0,,,,,
player,201211040oti,oti,ThomTa00,pass_cmp,0,,,,,
player,201211040oti,oti,ThomTa00,pass_att,0,,,,,
player,201211040oti,oti,ThomTa00,pass_yds,0,,,,,
player,201211040oti,oti,ThomTa00,pass_td,0,,,,,
player,201211040oti,oti,ThomTa00,pass_int,0,,,,,
player,201211040oti,oti,ThomTa00,pass_sacked,0,,,,,
player,201211040oti,oti,ThomTa00,pass_sacked_yds,0,,,,,
player,201211040oti,oti,ThomTa00,pass_long,0,,,,,
player,201211040oti,oti,ThomTa00,pass_rating,,,,,,
player,201211040oti,oti,ThomTa00,rush_att,0,,,,,
player,201211040oti,oti,ThomTa00,rush_yds,0,,,,,
