game,2012,17,20121230,201212300atl,tam,"Tampa Bay Buccaneers",22,atl,"Atlanta Falcons",17
team,201212300atl,tam,First Downs,18,,,,,,
team,201212300atl,atl,First Downs,15,,,,,,
team,201212300atl,tam,Rush-Yds-TDs,30-144-1,,,,,,
team,201212300atl,atl,Rush-Yds-TDs,16-65-1,,,,,,
team,201212300atl,tam,Cmp-Att-Yd-TD-INT,19-35-222-1-1,,,,,,
team,201212300atl,atl,Cmp-Att-Yd-TD-INT,28-44-238-1-0,,,,,,
team,201212300atl,tam,Sacked-Yards,0-0,,,,,,
team,201212300atl,atl,Sacked-Yards,2-25,,,,,,
team,201212300atl,tam,Net Pass Yards,222,,,,,,
team,201212300atl,atl,Net Pass Yards,213,,,,,,
team,201212300atl,tam,Total Yards,366,,,,,,
team,201212300atl,atl,Total Yards,278,,,,,,
team,201212300atl,tam,Fumbles-Lost,0-0,,,,,,
team,201212300atl,atl,Fumbles-Lost,0-0,,,,,,
team,201212300atl,tam,Turnovers,1,,,,,,
team,201212300atl,atl,Turnovers,0,,,,,,
team,201212300atl,tam,Penalties-Yards,2-15,,,,,,
team,201212300atl,atl,Penalties-Yards,2-15,,,,,,
team,201212300atl,tam,Third Down Conv.,7-16,,,,,,
team,201212300atl,atl,Third Down Conv.,3-14,,,,,,
team,201212300atl,tam,Fourth Down Conv.,0-0,,,,,,
team,201212300atl,atl,Fourth Down Conv.,1-3,,,,,,
team,201212300atl,tam,Time of Possession,32:05,,,,,,
team,201212300atl,atl,Time of Possession,27:55,,,,,,
player,201212300atl,tam,FreeJo00,pass_cmp,19,,,,,
player,201212300atl,tam,FreeJo00,pass_att,35,,,,,
player,201212300atl,tam,FreeJo00,pass_yds,222,,,,,
player,201212300atl,tam,FreeJo00,pass_td,1,,,,,
player,201212300atl,tam,FreeJo00,pass_int,1,,,,,
player,201212300atl,tam,FreeJo00,pass_sacked,0,,,,,
player,201212300atl,tam,FreeJo00,pass_sacked_yds,0,,,,,
player,201212300atl,tam,FreeJo00,pass_long,27,,,,,
player,201212300atl,tam,FreeJo00,pass_rating,71.4,,,,,
player,201212300atl,tam,FreeJo00,rush_att,1,,,,,
player,201212300atl,tam,FreeJo00,rush_yds,1,,,,,
player,201212300atl,tam,FreeJo00,rush_td,0,,,,,
player,201212300atl,tam,FreeJo00,rush_long,1,,,,,
player,201212300atl,tam,FreeJo00,targets,0,,,,,
player,201212300atl,tam,FreeJo00,rec,0,,,,,
player,201212300atl,tam,FreeJo00,rec_yds,0,,,,,
player,201212300atl,tam,FreeJo00,rec_td,0,,,,,
player,201212300atl,tam,FreeJo00,rec_long,0,,,,,
player,201212300atl,tam,FreeJo00,fumbles,0,,,,,
player,201212300atl,tam,FreeJo00,fumbles_lost,0,,,,,
player,201212300atl,tam,MartDo00,pass_cmp,0,,,,,
player,201212300atl,tam,MartDo00,pass_att,0,,,,,
player,201212300atl,tam,MartDo00,pass_yds,0,,,,,
player,201212300atl,tam,MartDo00,pass_td,0,,,,,
player,201212300atl,tam,MartDo00,pass_int,0,,,,,
player,201212300atl,tam,MartDo00,pass_sacked,0,,,,,
player,201212300atl,tam,MartDo00,pass_sacked_yds,0,,,,,
player,201212300atl,tam,MartDo00,pass_long,0,,,,,
player,201212300atl,tam,MartDo00,pass_rating,,,,,,
player,201212300atl,tam,MartDo00,rush_att,28,,,,,
player,201212300atl,tam,MartDo00,rush_yds,142,,,,,
player,201212300atl,tam,MartDo00,rush_td,1,,,,,
player,201212300atl,tam,MartDo00,rush_long,40,,,,,
player,201212300atl,tam,MartDo00,targets,5,,,,,
player,201212300atl,tam,MartDo00,rec,4,,,,,
player,201212300atl,tam,MartDo00,rec_yds,18,,,,,
player,201212300atl,tam,MartDo00,rec_td,0,,,,,
player,201212300atl,tam,MartDo00,rec_long,12,,,,,
player,201212300atl,tam,MartDo00,fumbles,0,,,,,
player,201212300atl,tam,MartDo00,fumbles_lost,0,,,,,
player,201212300atl,tam,UndeTi00,pass_cmp,0,,,,,
player,201212300atl,tam,UndeTi00,pass_att,0,,,,,
player,201212300atl,tam,UndeTi00,pass_yds,0,,,,,
player,201212300atl,tam,UndeTi00,pass_td,0,,,,,
player,201212300atl,tam,UndeTi00,pass_int,0,,,,,
player,201212300atl,tam,UndeTi00,pass_sacked,0,,,,,
player,201212300atl,tam,UndeTi00,pass_sacked_yds,0,,,,,
player,201212300atl,tam,UndeTi00,pass_long,0,,,,,
player,201212300atl,tam,UndeTi00,pass_rating,,,,,,
player,201212300atl,tam,UndeTi00,rush_att,1,,,,,
player,201212300atl,tam,UndeTi00,rush_yds,1,,,,,
player,201212300atl,tam,UndeTi00,rush_td,0,,,,,
player,201212300atl,tam,UndeTi00,rush_long,1,,,,,
player,201212300atl,tam,UndeTi00,targets,4,,,,,
player,201212300atl,tam,UndeTi00,rec,2,,,,,
player,201212300atl,tam,UndeTi00,rec_yds,27,,,,,
player,201212300atl,tam,UndeTi00,rec_td,0,,,,,
player,201212300atl,tam,UndeTi00,rec_long,17,,,,,
player,201212300atl,tam,UndeTi00,fumbles,0,,,,,
player,201212300atl,tam,UndeTi00,fumbles_lost,0,,,,,
player,201212300atl,tam,WillMi04,pass_cmp,0,,,,,
player,201212300atl,tam,WillMi04,pass_att,0,,,,,
player,201212300atl,tam,WillMi04,pass_yds,0,,,,,
player,201212300atl,tam,WillMi04,pass_td,0,,,,,
player,201212300atl,tam,WillMi04,pass_int,0,,,,,
player,201212300atl,tam,WillMi04,pass_sacked,0,,,,,
player,201212300atl,tam,WillMi04,pass_sacked_yds,0,,,,,
player,201212300atl,tam,WillMi04,pass_long,0,,,,,
player,201212300atl,tam,WillMi04,pass_rating,,,,,,
player,201212300atl,tam,WillMi04,rush_att,0,,,,,
player,201212300atl,tam,WillMi04,rush_yds,0,,,,,
player,201212300atl,tam,WillMi04,rush_td,0,,,,,
player,201212300atl,tam,WillMi04,rush_long,0,,,,,
player,201212300atl,tam,WillMi04,targets,10,,,,,
player,201212300atl,tam,WillMi04,rec,6,,,,,
player,201212300atl,tam,WillMi04,rec_yds,65,,,,,
player,201212300atl,tam,WillMi04,rec_td,1,,,,,
player,201212300atl,tam,WillMi04,rec_long,23,,,,,
player,201212300atl,tam,WillMi04,fumbles,0,,,,,
player,201212300atl,tam,WillMi04,fumbles_lost,0,,,,,
player,201212300atl,tam,StocLu00,pass_cmp,0,,,,,
player,201212300atl,tam,StocLu00,pass_att,0,,,,,
player,201212300atl,tam,StocLu00,pass_yds,0,,,,,
player,201212300atl,tam,StocLu00,pass_td,0,,,,,
player,201212300atl,tam,StocLu00,pass_int,0,,,,,
player,201212300atl,tam,StocLu00,pass_sacked,0,,,,,
player,201212300atl,tam,StocLu00,pass_sacked_yds,0,,,,,
player,201212300atl,tam,StocLu00,pass_long,0,,,,,
player,201212300atl,tam,StocLu00,pass_rating,,,,,,
player,201212300atl,tam,StocLu00,rush_att,0,,,,,
player,201212300atl,tam,StocLu00,rush_yds,0,,,,,
player,201212300atl,tam,StocLu00,rush_td,0,,,,,
player,201212300atl,tam,StocLu00,rush_long,0,,,,,
player,201212300atl,tam,StocLu00,targets,5,,,,,
player,201212300atl,tam,StocLu00,rec,3,,,,,
player,201212300atl,tam,StocLu00,rec_yds,50,,,,,
player,201212300atl,tam,StocLu00,rec_td,0,,,,,
player,201212300atl,tam,StocLu00,rec_long,26,,,,,
player,201212300atl,tam,StocLu00,fumbles,0,,,,,
player,201212300atl,tam,StocLu00,fumbles_lost,0,,,,,
player,201212300atl,tam,JackVi00,pass_cmp,0,,,,,
player,201212300atl,tam,JackVi00,pass_att,0,,,,,
player,201212300atl,tam,JackVi00,pass_yds,0,,,,,
player,201212300atl,tam,JackVi00,pass_td,0,,,,,
player,201212300atl,tam,JackVi00,pass_int,0,,,,,
player,201212300atl,tam,JackVi00,pass_sacked,0,,,,,
player,201212300atl,tam,JackVi00,pass_sacked_yds,0,,,,,
player,201212300atl,tam,JackVi00,pass_long,0,,,,,
player,201212300atl,tam,JackVi00,pass_rating,,,,,,
player,201212300atl,tam,JackVi00,rush_att,0,,,,,
player,201212300atl,tam,JackVi00,rush_yds,0,,,,,
player,201212300atl,tam,JackVi00,rush_td,0,,,,,
player,201212300atl,tam,JackVi00,rush_long,0,,,,,
player,201212300atl,tam,JackVi00,targets,7,,,,,
player,201212300atl,tam,JackVi00,rec,3,,,,,
player,201212300atl,tam,JackVi00,rec_yds,50,,,,,
player,201212300atl,tam,JackVi00,rec_td,0,,,,,
player,201212300atl,tam,JackVi00,rec_long,27,,,,,
player,201212300atl,tam,JackVi00,fumbles,0,,,,,
player,201212300atl,tam,JackVi00,fumbles_lost,0,,,,,
player,201212300atl,tam,LoriEr99,pass_cmp,0,,,,,
player,201212300atl,tam,LoriEr99,pass_att,0,,,,,
player,201212300atl,tam,LoriEr99,pass_yds,0,,,,,
player,201212300atl,tam,LoriEr99,pass_td,0,,,,,
player,201212300atl,tam,LoriEr99,pass_int,0,,,,,
