game,2012,1,20120909,201209090chi,clt,"Indianapolis Colts",21,chi,"Chicago Bears",41
player,201209090chi,clt,BethAn20,pass_defended,2,,,,,
player,201209090chi,clt,BethAn20,sacks,0.0,,,,,
player,201209090chi,clt,BethAn20,tackles_combined,9,,,,,
player,201209090chi,clt,BethAn20,tackles_solo,9,,,,,
player,201209090chi,clt,BethAn20,tackles_assists,0,,,,,
player,201209090chi,clt,BethAn20,tackles_loss,0,,,,,
player,201209090chi,clt,BethAn20,qb_hits,0,,,,,
player,201209090chi,clt,BethAn20,fumbles_rec,0,,,,,
player,201209090chi,clt,BethAn20,fumbles_rec_yds,0,,,,,
player,201209090chi,clt,BethAn20,fumbles_rec_td,0,,,,,
player,201209090chi,clt,BethAn20,fumbles_forced,0,,,,,
player,201209090chi,clt,PoweJe99,def_int,0,,,,,
player,201209090chi,clt,PoweJe99,def_int_yds,0,,,,,
player,201209090chi,clt,PoweJe99,def_int_td,0,,,,,
player,201209090chi,clt,PoweJe99,def_int_long,0,,,,,
player,201209090chi,clt,PoweJe99,pass_defended,2,,,,,
player,201209090chi,clt,PoweJe99,sacks,0.0,,,,,
player,201209090chi,clt,PoweJe99,tackles_combined,6,,,,,
player,201209090chi,clt,PoweJe99,tackles_solo,6,,,,,
player,201209090chi,clt,PoweJe99,tackles_assists,0,,,,,
player,201209090chi,clt,PoweJe99,tackles_loss,1,,,,,
player,201209090chi,clt,PoweJe99,qb_hits,0,,,,,
player,201209090chi,clt,PoweJe99,fumbles_rec,0,,,,,
player,201209090chi,clt,PoweJe99,fumbles_rec_yds,0,,,,,
player,201209090chi,clt,PoweJe99,fumbles_rec_td,0,,,,,
player,201209090chi,clt,PoweJe99,fumbles_forced,0,,,,,
player,201209090chi,clt,ConnKa99,def_int,0,,,,,
player,201209090chi,clt,ConnKa99,def_int_yds,0,,,,,
player,201209090chi,clt,ConnKa99,def_int_td,0,,,,,
player,201209090chi,clt,ConnKa99,def_int_long,0,,,,,
player,201209090chi,clt,ConnKa99,pass_defended,0,,,,,
player,201209090chi,clt,ConnKa99,sacks,0.0,,,,,
player,201209090chi,clt,ConnKa99,tackles_combined,5,,,,,
player,201209090chi,clt,ConnKa99,tackles_solo,5,,,,,
player,201209090chi,clt,ConnKa99,tackles_assists,0,,,,,
player,201209090chi,clt,ConnKa99,tackles_loss,1,,,,,
player,201209090chi,clt,ConnKa99,qb_hits,1,,,,,
player,201209090chi,clt,ConnKa99,fumbles_rec,0,,,,,
player,201209090chi,clt,ConnKa99,fumbles_rec_yds,0,,,,,
player,201209090chi,clt,ConnKa99,fumbles_rec_td,0,,,,,
player,201209090chi,clt,ConnKa99,fumbles_forced,0,,,,,
player,201209090chi,clt,DaviVo99,def_int,0,,,,,
player,201209090chi,clt,DaviVo99,def_int_yds,0,,,,,
player,201209090chi,clt,DaviVo99,def_int_td,0,,,,,
player,201209090chi,clt,DaviVo99,def_int_long,0,,,,,
player,201209090chi,clt,DaviVo99,pass_defended,0,,,,,
player,201209090chi,clt,DaviVo99,sacks,0.0,,,,,
player,201209090chi,clt,DaviVo99,tackles_combined,5,,,,,
player,201209090chi,clt,DaviVo99,tackles_solo,5,,,,,
player,201209090chi,clt,DaviVo99,tackles_assists,0,,,,,
player,201209090chi,clt,DaviVo99,tackles_loss,0,,,,,
player,201209090chi,clt,DaviVo99,qb_hits,0,,,,,
player,201209090chi,clt,DaviVo99,fumbles_rec,0,,,,,
player,201209090chi,clt,DaviVo99,fumbles_rec_yds,0,,,,,
player,201209090chi,clt,DaviVo99,fumbles_rec_td,0,,,,,
player,201209090chi,clt,DaviVo99,fumbles_forced,0,,,,,
player,201209090chi,clt,ZbikTo99,def_int,0,,,,,
player,201209090chi,clt,ZbikTo99,def_int_yds,0,,,,,
player,201209090chi,clt,ZbikTo99,def_int_td,0,,,,,
player,201209090chi,clt,ZbikTo99,def_int_long,0,,,,,
player,201209090chi,clt,ZbikTo99,pass_defended,1,,,,,
player,201209090chi,clt,ZbikTo99,sacks,0.0,,,,,
player,201209090chi,clt,ZbikTo99,tackles_combined,4,,,,,
player,201209090chi,clt,ZbikTo99,tackles_solo,4,,,,,
player,201209090chi,clt,ZbikTo99,tackles_assists,0,,,,,
player,201209090chi,clt,ZbikTo99,tackles_loss,0,,,,,
player,201209090chi,clt,ZbikTo99,qb_hits,0,,,,,
player,201209090chi,clt,ZbikTo99,fumbles_rec,0,,,,,
player,201209090chi,clt,ZbikTo99,fumbles_rec_yds,0,,,,,
player,201209090chi,clt,ZbikTo99,fumbles_rec_td,0,,,,,
player,201209090chi,clt,ZbikTo99,fumbles_forced,0,,,,,
player,201209090chi,clt,FokoMo99,def_int,0,,,,,
player,201209090chi,clt,FokoMo99,def_int_yds,0,,,,,
player,201209090chi,clt,FokoMo99,def_int_td,0,,,,,
player,201209090chi,clt,FokoMo99,def_int_long,0,,,,,
player,201209090chi,clt,FokoMo99,pass_defended,0,,,,,
player,201209090chi,clt,FokoMo99,sacks,0.0,,,,,
player,201209090chi,clt,FokoMo99,tackles_combined,3,,,,,
player,201209090chi,clt,FokoMo99,tackles_solo,2,,,,,
player,201209090chi,clt,FokoMo99,tackles_assists,1,,,,,
player,201209090chi,clt,FokoMo99,tackles_loss,0,,,,,
player,201209090chi,clt,FokoMo99,qb_hits,0,,,,,
player,201209090chi,clt,FokoMo99,fumbles_rec,0,,,,,
player,201209090chi,clt,FokoMo99,fumbles_rec_yds,0,,,,,
player,201209090chi,clt,FokoMo99,fumbles_rec_td,0,,,,,
player,201209090chi,clt,FokoMo99,fumbles_forced,0,,,,,
player,201209090chi,clt,HarvMa00,def_int,0,,,,,
player,201209090chi,clt,HarvMa00,def_int_yds,0,,,,,
player,201209090chi,clt,HarvMa00,def_int_td,0,,,,,
player,201209090chi,clt,HarvMa00,def_int_long,0,,,,,
player,201209090chi,clt,HarvMa00,pass_defended,0,,,,,
player,201209090chi,clt,HarvMa00,sacks,0.0,,,,,
player,201209090chi,clt,HarvMa00,tackles_combined,3,,,,,
player,201209090chi,clt,HarvMa00,tackles_solo,3,,,,,
player,201209090chi,clt,HarvMa00,tackles_assists,0,,,,,
player,201209090chi,clt,HarvMa00,tackles_loss,1,,,,,
player,201209090chi,clt,HarvMa00,qb_hits,0,,,,,
player,201209090chi,clt,HarvMa00,fumbles_rec,0,,,,,
player,201209090chi,clt,HarvMa00,fumbles_rec_yds,0,,,,,
player,201209090chi,clt,HarvMa00,fumbles_rec_td,0,,,,,
player,201209090chi,clt,HarvMa00,fumbles_forced,0,,,,,
player,201209090chi,clt,KingJu99,def_int,0,,,,,
player,201209090chi,clt,KingJu99,def_int_yds,0,,,,,
player,201209090chi,clt,KingJu99,def_int_td,0,,,,,
player,201209090chi,clt,KingJu99,def_int_long,0,,,,,
player,201209090chi,clt,KingJu99,pass_defended,2,,,,,
player,201209090chi,clt,KingJu99,sacks,0.0,,,,,
player,201209090chi,clt,KingJu99,tackles_combined,2,,,,,
player,201209090chi,clt,KingJu99,tackles_solo,1,,,,,
player,201209090chi,clt,KingJu99,tackles_assists,1,,,,,
player,201209090chi,clt,KingJu99,tackles_loss,0,,,,,
player,201209090chi,clt,KingJu99,qb_hits,0,,,,,
player,201209090chi,clt,KingJu99,fumbles_rec,0,,,,,
player,201209090chi,clt,KingJu99,fumbles_rec_yds,0,,,,,
player,201209090chi,clt,KingJu99,fumbles_rec_td,0,,,,,
player,201209090chi,clt,KingJu99,fumbles_forced,0,,,,,
player,201209090chi,clt,HickJu00,def_int,0,,,,,
player,201209090chi,clt,HickJu00,def_int_yds,0,,,,,
player,201209090chi,clt,HickJu00,def_int_td,0,,,,,
player,201209090chi,clt,HickJu00,def_int_long,0,,,,,
player,201209090chi,clt,HickJu00,pass_defended,0,,,,,
player,201209090chi,clt,HickJu00,sacks,0.0,,,,,
player,201209090chi,clt,HickJu00,tackles_combined,1,,,,,
player,201209090chi,clt,HickJu00,tackles_solo,1,,,,,
player,201209090chi,clt,HickJu00,tackles_assists,0,,,,,
player,201209090chi,clt,HickJu00,tackles_loss,0,,,,,
player,201209090chi,clt,HickJu00,qb_hits,0,,,,,
player,201209090chi,clt,HickJu00,fumbles_rec,0,,,,,
player,201209090chi,clt,HickJu00,fumbles_rec_yds,0,,,,,
player,201209090chi,clt,HickJu00,fumbles_rec_td,0,,,,,
player,201209090chi,clt,HickJu00,fumbles_forced,0,,,,,
player,201209090chi,clt,LefeJo00,def_int,0,,,,,
player,201209090chi,clt,LefeJo00,def_int_yds,0,,,,,
player,201209090chi,clt,LefeJo00,def_int_td,0,,,,,
player,201209090chi,clt,LefeJo00,def_int_long,0,,,,,
player,201209090chi,clt,LefeJo00,pass_defended,0,,,,,
player,201209090chi,clt,LefeJo00,sacks,0.0,,,,,
player,201209090chi,clt,LefeJo00,tackles_combined,1,,,,,
player,201209090chi,clt,LefeJo00,tackles_solo,1,,,,,
player,201209090chi,clt,LefeJo00,tackles_assists,0,,,,,
player,201209090chi,clt,LefeJo00,tackles_loss,,,,,,
player,201209090chi,clt,LefeJo00,qb_hits,,,,,,
player,201209090chi,clt,LefeJo00,fumbles_rec,0,,,,,
player,201209090chi,clt,LefeJo00,fumbles_rec_yds,0,,,,,
player,201209090chi,clt,LefeJo00,fumbles_rec_td,0,,,,,
player,201209090chi,clt,LefeJo00,fumbles_forced,0,,,,,
player,201209090chi,clt,McAfPa44,def_int,0,,,,,
player,201209090chi,clt,McAfPa44,def_int_yds,0,,,,,
player,201209090chi,clt,McAfPa44,def_int_td,0,,,,,
player,201209090chi,clt,McAfPa44,def_int_long,0,,,,,
player,201209090chi,clt,McAfPa44,pass_defended,0,,,,,
player,201209090chi,clt,McAfPa44,sacks,0.0,,,,,
player,201209090chi,clt,McAfPa44,tackles_combined,1,,,,,
player,201209090chi,clt,McAfPa44,tackles_solo,0,,,,,
player,201209090chi,clt,McAfPa44,tackles_assists,1,,,,,
player,201209090chi,clt,McAfPa44,tackles_loss,,,,,,
player,201209090chi,clt,McAfPa44,qb_hits,,,,,,
player,201209090chi,clt,McAfPa44,fumbles_rec,0,,,,,
player,201209090chi,clt,McAfPa44,fumbles_rec_yds,0,,,,,
player,201209090chi,clt,McAfPa44,fumbles_rec_td,0,,,,,
player,201209090chi,clt,McAfPa44,fumbles_forced,0,,,,,
player,201209090chi,clt,NeviDr00,def_int,0,,,,,
player,201209090chi,clt,NeviDr00,def_int_yds,0,,,,,
player,201209090chi,clt,NeviDr00,def_int_td,0,,,,,
player,201209090chi,clt,NeviDr00,def_int_long,0,,,,,
player,201209090chi,clt,NeviDr00,pass_defended,0,,,,,
player,201209090chi,clt,NeviDr00,sacks,0.0,,,,,
player,201209090chi,clt,NeviDr00,tackles_combined,1,,,,,
player,201209090chi,clt,NeviDr00,tackles_solo,1,,,,,
player,201209090chi,clt,NeviDr00,tackles_assists,0,,,,,
player,201209090chi,clt,NeviDr00,tackles_loss,0,,,,,
player,201209090chi,clt,NeviDr00,qb_hits,0,,,,,
player,201209090chi,clt,NeviDr00,fumbles_rec,0,,,,,
player,201209090chi,clt,NeviDr00,fumbles_rec_yds,0,,,,,
player,201209090chi,clt,NeviDr00,fumbles_rec_td,0,,,,,
player,201209090chi,clt,NeviDr00,fumbles_forced,0,,,,,
player,201209090chi,clt,ReddCo20,def_int,0,,,,,
player,201209090chi,clt,ReddCo20,def_int_yds,0,,,,,
player,201209090chi,clt,ReddCo20,def_int_td,0,,,,,
player,201209090chi,clt,ReddCo20,def_int_long,0,,,,,
player,201209090chi,clt,ReddCo20,pass_defended,1,,,,,
player,201209090chi,clt,ReddCo20,sacks,0.0,,,,,
player,201209090chi,clt,ReddCo20,tackles_combined,1,,,,,
player,201209090chi,clt,ReddCo20,tackles_solo,1,,,,,
player,201209090chi,clt,ReddCo20,tackles_assists,0,,,,,
player,201209090chi,clt,ReddCo20,tackles_loss,0,,,,,
player,201209090chi,clt,ReddCo20,qb_hits,0,,,,,
player,201209090chi,clt,ReddCo20,fumbles_rec,0,,,,,
player,201209090chi,clt,ReddCo20,fumbles_rec_yds,0,,,,,
player,201209090chi,clt,ReddCo20,fumbles_rec_td,0,,,,,
player,201209090chi,clt,ReddCo20,fumbles_forced,0,,,,,
player,201209090chi,chi,JennTi20,def_int,2,,,,,
player,201209090chi,chi,JennTi20,def_int_yds,28,,,,,
player,201209090chi,chi,JennTi20,def_int_td,0,,,,,
player,201209090chi,chi,JennTi20,def_int_long,17,,,,,
player,201209090chi,chi,JennTi20,pass_defended,4,,,,,
player,201209090chi,chi,JennTi20,sacks,0.0,,,,,
player,201209090chi,chi,JennTi20,tackles_combined,4,,,,,
player,201209090chi,chi,JennTi20,tackles_solo,2,,,,,
player,201209090chi,chi,JennTi20,tackles_assists,2,,,,,
player,201209090chi,chi,JennTi20,tackles_loss,0,,,,,
player,201209090chi,chi,JennTi20,qb_hits,0,,,,,
player,201209090chi,chi,JennTi20,fumbles_rec,0,,,,,
player,201209090chi,chi,JennTi20,fumbles_rec_yds,0,,,,,
player,201209090chi,chi,JennTi20,fumbles_rec_td,0,,,,,
player,201209090chi,chi,JennTi20,fumbles_forced,0,,,,,
player,201209090chi,chi,ContCh00,def_int,1,,,,,
player,201209090chi,chi,ContCh00,def_int_yds,35,,,,,
player,201209090chi,chi,ContCh00,def_int_td,0,,,,,
player,201209090chi,chi,ContCh00,def_int_long,35,,,,,
player,201209090chi,chi,ContCh00,pass_defended,2,,,,,
player,201209090chi,chi,ContCh00,sacks,0.0,,,,,
player,201209090chi,chi,ContCh00,tackles_combined,4,,,,,
player,201209090chi,chi,ContCh00,tackles_solo,3,,,,,
player,201209090chi,chi,ContCh00,tackles_assists,1,,,,,
player,201209090chi,chi,ContCh00,tackles_loss,0,,,,,
player,201209090chi,chi,ContCh00,qb_hits,0,,,,,
player,201209090chi,chi,ContCh00,fumbles_rec,0,,,,,
player,201209090chi,chi,ContCh00,fumbles_rec_yds,0,,,,,
player,201209090chi,chi,ContCh00,fumbles_rec_td,0,,,,,
player,201209090chi,chi,ContCh00,fumbles_forced,0,,,,,
player,201209090chi,chi,MeltHe99,def_int,0,,,,,
player,201209090chi,chi,MeltHe99,def_int_yds,0,,,,,
player,201209090chi,chi,MeltHe99,def_int_td,0,,,,,
player,201209090chi,chi,MeltHe99,def_int_long,0,,,,,
player,201209090chi,chi,MeltHe99,pass_defended,0,,,,,
player,201209090chi,chi,MeltHe99,sacks,2.0,,,,,
player,201209090chi,chi,MeltHe99,tackles_combined,5,,,,,
player,201209090chi,chi,MeltHe99,tackles_solo,4,,,,,
player,201209090chi,chi,MeltHe99,tackles_assists,1,,,,,
player,201209090chi,chi,MeltHe99,tackles_loss,3,,,,,
player,201209090chi,chi,MeltHe99,qb_hits,2,,,,,
player,201209090chi,chi,MeltHe99,fumbles_rec,0,,,,,
player,201209090chi,chi,MeltHe99,fumbles_rec_yds,0,,,,,
player,201209090chi,chi,MeltHe99,fumbles_rec_td,0,,,,,
player,201209090chi,chi,MeltHe99,fumbles_forced,0,,,,,
player,201209090chi,chi,WootCo99,def_int,0,,,,,
player,201209090chi,chi,WootCo99,def_int_yds,0,,,,,
player,201209090chi,chi,WootCo99,def_int_td,0,,,,,
player,201209090chi,chi,WootCo99,def_int_long,0,,,,,
player,201209090chi,chi,WootCo99,pass_defended,0,,,,,
player,201209090chi,chi,WootCo99,sacks,1.0,,,,,
player,201209090chi,chi,WootCo99,tackles_combined,1,,,,,
player,201209090chi,chi,WootCo99,tackles_solo,1,,,,,
player,201209090chi,chi,WootCo99,tackles_assists,0,,,,,
player,201209090chi,chi,WootCo99,tackles_loss,0,,,,,
player,201209090chi,chi,WootCo99,qb_hits,1,,,,,
player,201209090chi,chi,WootCo99,fumbles_rec,0,,,,,
player,201209090chi,chi,WootCo99,fumbles_rec_yds,0,,,,,
player,201209090chi,chi,WootCo99,fumbles_rec_td,0,,,,,
player,201209090chi,chi,WootCo99,fumbles_forced,1,,,,,
player,201209090chi,chi,HaydKe20,def_int,0,,,,,
player,201209090chi,chi,HaydKe20,def_int_yds,0,,,,,
player,201209090chi,chi,HaydKe20,def_int_td,0,,,,,
player,201209090chi,chi,HaydKe20,def_int_long,0,,,,,
player,201209090chi,chi,HaydKe20,pass_defended,1,,,,,
player,201209090chi,chi,HaydKe20,sacks,0.0,,,,,
player,201209090chi,chi,HaydKe20,tackles_combined,7,,,,,
player,201209090chi,chi,HaydKe20,tackles_solo,5,,,,,
player,201209090chi,chi,HaydKe20,tackles_assists,2,,,,,
player,201209090chi,chi,HaydKe20,tackles_loss,0,,,,,
player,201209090chi,chi,HaydKe20,qb_hits,0,,,,,
player,201209090chi,chi,HaydKe20,fumbles_rec,1,,,,,
player,201209090chi,chi,HaydKe20,fumbles_rec_yds,0,,,,,
player,201209090chi,chi,HaydKe20,fumbles_rec_td,0,,,,,
player,201209090chi,chi,HaydKe20,fumbles_forced,0,,,,,
player,201209090chi,chi,WrigMa99,def_int,0,,,,,
player,201209090chi,chi,WrigMa99,def_int_yds,0,,,,,
player,201209090chi,chi,WrigMa99,def_int_td,0,,,,,
player,201209090chi,chi,WrigMa99,def_int_long,0,,,,,
player,201209090chi,chi,WrigMa99,pass_defended,0,,,,,
player,201209090chi,chi,WrigMa99,sacks,0.0,,,,,
player,201209090chi,chi,WrigMa99,tackles_combined,7,,,,,
player,201209090chi,chi,WrigMa99,tackles_solo,6,,,,,
player,201209090chi,chi,WrigMa99,tackles_assists,1,,,,,
player,201209090chi,chi,WrigMa99,tackles_loss,0,,,,,
player,201209090chi,chi,WrigMa99,qb_hits,0,,,,,
player,201209090chi,chi,WrigMa99,fumbles_rec,0,,,,,
player,201209090chi,chi,WrigMa99,fumbles_rec_yds,0,,,,,
player,201209090chi,chi,WrigMa99,fumbles_rec_td,0,,,,,
player,201209090chi,chi,WrigMa99,fumbles_forced,0,,,,,
player,201209090chi,chi,MoorDJ99,def_int,0,,,,,
player,201209090chi,chi,MoorDJ99,def_int_yds,0,,,,,
player,201209090chi,chi,MoorDJ99,def_int_td,0,,,,,
player,201209090chi,chi,MoorDJ99,def_int_long,0,,,,,
player,201209090chi,chi,MoorDJ99,pass_defended,2,,,,,
player,201209090chi,chi,MoorDJ99,sacks,0.0,,,,,
player,201209090chi,chi,MoorDJ99,tackles_combined,3,,,,,
player,201209090chi,chi,MoorDJ99,tackles_solo,3,,,,,
player,201209090chi,chi,MoorDJ99,tackles_assists,0,,,,,
player,201209090chi,chi,MoorDJ99,tackles_loss,0,,,,,
player,201209090chi,chi,MoorDJ99,qb_hits,0,,,,,
player,201209090chi,chi,MoorDJ99,fumbles_rec,0,,,,,
player,201209090chi,chi,MoorDJ99,fumbles_rec_yds,0,,,,,
player,201209090chi,chi,MoorDJ99,fumbles_rec_td,0,,,,,
player,201209090chi,chi,MoorDJ99,fumbles_forced,0,,,,,
player,201209090chi,chi,PeppJu99,def_int,0,,,,,
player,201209090chi,chi,PeppJu99,def_int_yds,0,,,,,
player,201209090chi,chi,PeppJu99,def_int_td,0,,,,,
player,201209090chi,chi,PeppJu99,def_int_long,0,,,,,
player,201209090chi,chi,PeppJu99,pass_defended,0,,,,,
player,201209090chi,chi,PeppJu99,sacks,0.0,,,,,
player,201209090chi,chi,PeppJu99,tackles_combined,3,,,,,
player,201209090chi,chi,PeppJu99,tackles_solo,3,,,,,
player,201209090chi,chi,PeppJu99,tackles_assists,0,,,,,
player,201209090chi,chi,PeppJu99,tackles_loss,0,,,,,
player,201209090chi,chi,PeppJu99,qb_hits,0,,,,,
player,201209090chi,chi,PeppJu99,fumbles_rec,1,,,,,
player,201209090chi,chi,PeppJu99,fumbles_rec_yds,0,,,,,
player,201209090chi,chi,PeppJu99,fumbles_rec_td,0,,,,,
player,201209090chi,chi,PeppJu99,fumbles_forced,0,,,,,
player,201209090chi,chi,RoacNi99,def_int,0,,,,,
player,201209090chi,chi,RoacNi99,def_int_yds,0,,,,,
player,201209090chi,chi,RoacNi99,def_int_td,0,,,,,
player,201209090chi,chi,RoacNi99,def_int_long,0,,,,,
player,201209090chi,chi,RoacNi99,pass_defended,0,,,,,
player,201209090chi,chi,RoacNi99,sacks,0.0,,,,,
player,201209090chi,chi,RoacNi99,tackles_combined,3,,,,,
player,201209090chi,chi,RoacNi99,tackles_solo,1,,,,,
player,201209090chi,chi,RoacNi99,tackles_assists,2,,,,,
player,201209090chi,chi,RoacNi99,tackles_loss,0,,,,,
player,201209090chi,chi,RoacNi99,qb_hits,0,,,,,
player,201209090chi,chi,RoacNi99,fumbles_rec,0,,,,,
player,201209090chi,chi,RoacNi99,fumbles_rec_yds,0,,,,,
player,201209090chi,chi,RoacNi99,fumbles_rec_td,0,,,,,
player,201209090chi,chi,RoacNi99,fumbles_forced,0,,,,,
player,201209090chi,chi,BrigLa99,def_int,0,,,,,
player,201209090chi,chi,BrigLa99,def_int_yds,0,,,,,
player,201209090chi,chi,BrigLa99,def_int_td,0,,,,,
player,201209090chi,chi,BrigLa99,def_int_long,0,,,,,
player,201209090chi,chi,BrigLa99,pass_defended,0,,,,,
player,201209090chi,chi,BrigLa99,sacks,0.0,,,,,
player,201209090chi,chi,BrigLa99,tackles_combined,2,,,,,
player,201209090chi,chi,BrigLa99,tackles_solo,2,,,,,
player,201209090chi,chi,BrigLa99,tackles_assists,0,,,,,
player,201209090chi,chi,BrigLa99,tackles_loss,0,,,,,
player,201209090chi,chi,BrigLa99,qb_hits,0,,,,,
player,201209090chi,chi,BrigLa99,fumbles_rec,0,,,,,
player,201209090chi,chi,BrigLa99,fumbles_rec_yds,0,,,,,
player,201209090chi,chi,BrigLa99,fumbles_rec_td,0,,,,,
player,201209090chi,chi,BrigLa99,fumbles_forced,0,,,,,
player,201209090chi,chi,CostBl20,def_int,0,,,,,
player,201209090chi,chi,CostBl20,def_int_yds,0,,,,,
player,201209090chi,chi,CostBl20,def_int_td,0,,,,,
player,201209090chi,chi,CostBl20,def_int_long,0,,,,,
player,201209090chi,chi,CostBl20,pass_defended,0,,,,,
player,201209090chi,chi,CostBl20,sacks,0.0,,,,,
player,201209090chi,chi,CostBl20,tackles_combined,2,,,,,
player,201209090chi,chi,CostBl20,tackles_solo,2,,,,,
player,201209090chi,chi,CostBl20,tackles_assists,0,,,,,
player,201209090chi,chi,CostBl20,tackles_loss,0,,,,,
player,201209090chi,chi,CostBl20,qb_hits,0,,,,,
player,201209090chi,chi,CostBl20,fumbles_rec,0,,,,,
player,201209090chi,chi,CostBl20,fumbles_rec_yds,0,,,,,
player,201209090chi,chi,CostBl20,fumbles_rec_td,0,,,,,
player,201209090chi,chi,CostBl20,fumbles_forced,0,,,,,
player,201209090chi,chi,HayeGe98,def_int,0,,,,,
player,201209090chi,chi,HayeGe98,def_int_yds,0,,,,,
player,201209090chi,chi,HayeGe98,def_int_td,0,,,,,
player,201209090chi,chi,HayeGe98,def_int_long,0,,,,,
player,201209090chi,chi,HayeGe98,pass_defended,0,,,,,
player,201209090chi,chi,HayeGe98,sacks,0.0,,,,,
player,201209090chi,chi,HayeGe98,tackles_combined,2,,,,,
player,201209090chi,chi,HayeGe98,tackles_solo,1,,,,,
player,201209090chi,chi,HayeGe98,tackles_assists,1,,,,,
player,201209090chi,chi,HayeGe98,tackles_loss,0,,,,,
player,201209090chi,chi,HayeGe98,qb_hits,0,,,,,
player,201209090chi,chi,HayeGe98,fumbles_rec,0,,,,,
player,201209090chi,chi,HayeGe98,fumbles_rec_yds,0,,,,,
player,201209090chi,chi,HayeGe98,fumbles_rec_td,0,,,,,
player,201209090chi,chi,HayeGe98,fumbles_forced,0,,,,,
player,201209090chi,chi,ToeaMa99,def_int,0,,,,,
player,201209090chi,chi,ToeaMa99,def_int_yds,0,,,,,
player,201209090chi,chi,ToeaMa99,def_int_td,0,,,,,
player,201209090chi,chi,ToeaMa99,def_int_long,0,,,,,
player,201209090chi,chi,ToeaMa99,pass_defended,0,,,,,
player,201209090chi,chi,ToeaMa99,sacks,0.0,,,,,
player,201209090chi,chi,ToeaMa99,tackles_combined,2,,,,,
player,201209090chi,chi,ToeaMa99,tackles_solo,1,,,,,
player,201209090chi,chi,ToeaMa99,tackles_assists,1,,,,,
player,201209090chi,chi,ToeaMa99,tackles_loss,0,,,,,
player,201209090chi,chi,ToeaMa99,qb_hits,1,,,,,
player,201209090chi,chi,ToeaMa99,fumbles_rec,0,,,,,
player,201209090chi,chi,ToeaMa99,fumbles_rec_yds,0,,,,,
player,201209090chi,chi,ToeaMa99,fumbles_rec_td,0,,,,,
player,201209090chi,chi,ToeaMa99,fumbles_forced,0,,,,,
player,201209090chi,chi,UrlaBr00,def_int,0,,,,,
player,201209090chi,chi,UrlaBr00,def_int_yds,0,,,,,
player,201209090chi,chi,UrlaBr00,def_int_td,0,,,,,
player,201209090chi,chi,UrlaBr00,def_int_long,0,,,,,
player,201209090chi,chi,UrlaBr00,pass_defended,1,,,,,
player,201209090chi,chi,UrlaBr00,sacks,0.0,,,,,
player,201209090chi,chi,UrlaBr00,tackles_combined,2,,,,,
player,201209090chi,chi,UrlaBr00,tackles_solo,1,,,,,
player,201209090chi,chi,UrlaBr00,tackles_assists,1,,,,,
player,201209090chi,chi,UrlaBr00,tackles_loss,0,,,,,
player,201209090chi,chi,UrlaBr00,qb_hits,0,,,,,
player,201209090chi,chi,UrlaBr00,fumbles_rec,0,,,,,
player,201209090chi,chi,UrlaBr00,fumbles_rec_yds,0,,,,,
player,201209090chi,chi,UrlaBr00,fumbles_rec_td,0,,,,,
player,201209090chi,chi,UrlaBr00,fumbles_forced,0,,,,,
player,201209090chi,chi,IdonIs20,def_int,0,,,,,
player,201209090chi,chi,IdonIs20,def_int_yds,0,,,,,
player,201209090chi,chi,IdonIs20,def_int_td,0,,,,,
player,201209090chi,chi,IdonIs20,def_int_long,0,,,,,
player,201209090chi,chi,IdonIs20,pass_defended,0,,,,,
player,201209090chi,chi,IdonIs20,sacks,0.0,,,,,
player,201209090chi,chi,IdonIs20,tackles_combined,1,,,,,
player,201209090chi,chi,IdonIs20,tackles_solo,1,,,,,
player,201209090chi,chi,IdonIs20,tackles_assists,0,,,,,
player,201209090chi,chi,IdonIs20,tackles_loss,1,,,,,
player,201209090chi,chi,IdonIs20,qb_hits,0,,,,,
player,201209090chi,chi,IdonIs20,fumbles_rec,0,,,,,
player,201209090chi,chi,IdonIs20,fumbles_rec_yds,0,,,,,
player,201209090chi,chi,IdonIs20,fumbles_rec_td,0,,,,,
player,201209090chi,chi,IdonIs20,fumbles_forced,0,,,,,
player,201209090chi,chi,McMaSh99,def_int,0,,,,,
player,201209090chi,chi,McMaSh99,def_int_yds,0,,,,,
player,201209090chi,chi,McMaSh99,def_int_td,0,,,,,
player,201209090chi,chi,McMaSh99,def_int_long,0,,,,,
player,201209090chi,chi,McMaSh99,pass_defended,0,,,,,
player,201209090chi,chi,McMaSh99,sacks,0.0,,,,,
player,201209090chi,chi,McMaSh99,tackles_combined,1,,,,,
player,201209090chi,chi,McMaSh99,tackles_solo,1,,,,,
player,201209090chi,chi,McMaSh99,tackles_assists,0,,,,,
player,201209090chi,chi,McMaSh99,tackles_loss,0,,,,,
player,201209090chi,chi,McMaSh99,qb_hits,0,,,,,
player,201209090chi,chi,McMaSh99,fumbles_rec,0,,,,,
player,201209090chi,chi,McMaSh99,fumbles_rec_yds,0,,,,,
player,201209090chi,chi,McMaSh99,fumbles_rec_td,0,,,,,
player,201209090chi,chi,McMaSh99,fumbles_forced,0,,,,,
player,201209090chi,chi,ThomJ.02,def_int,0,,,,,
player,201209090chi,chi,ThomJ.02,def_int_yds,0,,,,,
player,201209090chi,chi,ThomJ.02,def_int_td,0,,,,,
player,201209090chi,chi,ThomJ.02,def_int_long,0,,,,,
player,201209090chi,chi,ThomJ.02,pass_defended,0,,,,,
