game,2012,7,20121021,201210210ram,gnb,"Green Bay Packers",30,ram,"St. Louis Rams",20
player,201210210ram,ram,LangKe98,fumbles_rec_td,0,,,,,
player,201210210ram,ram,LangKe98,fumbles_forced,0,,,,,
player,201210210ram,ram,LongCh99,def_int,0,,,,,
player,201210210ram,ram,LongCh99,def_int_yds,0,,,,,
player,201210210ram,ram,LongCh99,def_int_td,0,,,,,
player,201210210ram,ram,LongCh99,def_int_long,0,,,,,
player,201210210ram,ram,LongCh99,pass_defended,0,,,,,
player,201210210ram,ram,LongCh99,sacks,0.0,,,,,
player,201210210ram,ram,LongCh99,tackles_combined,1,,,,,
player,201210210ram,ram,LongCh99,tackles_solo,0,,,,,
player,201210210ram,ram,LongCh99,tackles_assists,1,,,,,
player,201210210ram,ram,LongCh99,tackles_loss,0,,,,,
player,201210210ram,ram,LongCh99,qb_hits,0,,,,,
player,201210210ram,ram,LongCh99,fumbles_rec,0,,,,,
player,201210210ram,ram,LongCh99,fumbles_rec_yds,0,,,,,
player,201210210ram,ram,LongCh99,fumbles_rec_td,0,,,,,
player,201210210ram,ram,LongCh99,fumbles_forced,0,,,,,
player,201210210ram,ram,StewDa00,def_int,0,,,,,
player,201210210ram,ram,StewDa00,def_int_yds,0,,,,,
player,201210210ram,ram,StewDa00,def_int_td,0,,,,,
player,201210210ram,ram,StewDa00,def_int_long,0,,,,,
player,201210210ram,ram,StewDa00,pass_defended,0,,,,,
player,201210210ram,ram,StewDa00,sacks,0.0,,,,,
player,201210210ram,ram,StewDa00,tackles_combined,1,,,,,
player,201210210ram,ram,StewDa00,tackles_solo,1,,,,,
player,201210210ram,ram,StewDa00,tackles_assists,0,,,,,
player,201210210ram,ram,StewDa00,tackles_loss,0,,,,,
player,201210210ram,ram,StewDa00,qb_hits,0,,,,,
player,201210210ram,ram,StewDa00,fumbles_rec,0,,,,,
player,201210210ram,ram,StewDa00,fumbles_rec_yds,0,,,,,
player,201210210ram,ram,StewDa00,fumbles_rec_td,0,,,,,
player,201210210ram,ram,StewDa00,fumbles_forced,0,,,,,
player,201210210ram,ram,JohnTr05,def_int,0,,,,,
player,201210210ram,ram,JohnTr05,def_int_yds,0,,,,,
player,201210210ram,ram,JohnTr05,def_int_td,0,,,,,
player,201210210ram,ram,JohnTr05,def_int_long,0,,,,,
player,201210210ram,ram,JohnTr05,pass_defended,1,,,,,
player,201210210ram,ram,JohnTr05,sacks,0.0,,,,,
player,201210210ram,ram,JohnTr05,tackles_combined,0,,,,,
player,201210210ram,ram,JohnTr05,tackles_solo,0,,,,,
player,201210210ram,ram,JohnTr05,tackles_assists,0,,,,,
player,201210210ram,ram,JohnTr05,tackles_loss,0,,,,,
player,201210210ram,ram,JohnTr05,qb_hits,0,,,,,
player,201210210ram,ram,JohnTr05,fumbles_rec,0,,,,,
player,201210210ram,ram,JohnTr05,fumbles_rec_yds,0,,,,,
player,201210210ram,ram,JohnTr05,fumbles_rec_td,0,,,,,
player,201210210ram,ram,JohnTr05,fumbles_forced,0,,,,,
player,201210210ram,gnb,CobbRa00,kick_ret,1,,,,,
player,201210210ram,gnb,CobbRa00,kick_ret_yds,23,,,,,
player,201210210ram,gnb,CobbRa00,kick_ret_yds_per_ret,23.0,,,,,
player,201210210ram,gnb,CobbRa00,kick_ret_td,0,,,,,
player,201210210ram,gnb,CobbRa00,kick_ret_long,23,,,,,
player,201210210ram,gnb,CobbRa00,punt_ret,1,,,,,
player,201210210ram,gnb,CobbRa00,punt_ret_yds,15,,,,,
player,201210210ram,gnb,CobbRa00,punt_ret_yds_per_ret,15.0,,,,,
player,201210210ram,gnb,CobbRa00,punt_ret_td,0,,,,,
player,201210210ram,gnb,CobbRa00,punt_ret_long,15,,,,,
player,201210210ram,ram,GiveCh00,kick_ret,2,,,,,
player,201210210ram,ram,GiveCh00,kick_ret_yds,50,,,,,
player,201210210ram,ram,GiveCh00,kick_ret_yds_per_ret,25.0,,,,,
player,201210210ram,ram,GiveCh00,kick_ret_td,0,,,,,
player,201210210ram,ram,GiveCh00,kick_ret_long,27,,,,,
player,201210210ram,ram,GiveCh00,punt_ret,0,,,,,
player,201210210ram,ram,GiveCh00,punt_ret_yds,0,,,,,
player,201210210ram,ram,GiveCh00,punt_ret_yds_per_ret,,,,,,
player,201210210ram,ram,GiveCh00,punt_ret_td,0,,,,,
player,201210210ram,ram,GiveCh00,punt_ret_long,0,,,,,
player,201210210ram,ram,PeadIs00,kick_ret,1,,,,,
player,201210210ram,ram,PeadIs00,kick_ret_yds,32,,,,,
player,201210210ram,ram,PeadIs00,kick_ret_yds_per_ret,32.0,,,,,
player,201210210ram,ram,PeadIs00,kick_ret_td,0,,,,,
player,201210210ram,ram,PeadIs00,kick_ret_long,32,,,,,
player,201210210ram,ram,PeadIs00,punt_ret,0,,,,,
player,201210210ram,ram,PeadIs00,punt_ret_yds,0,,,,,
player,201210210ram,ram,PeadIs00,punt_ret_yds_per_ret,,,,,,
player,201210210ram,ram,PeadIs00,punt_ret_td,0,,,,,
player,201210210ram,ram,PeadIs00,punt_ret_long,0,,,,,
player,201210210ram,gnb,CrosMa20,xpm,3,,,,,
player,201210210ram,gnb,CrosMa20,xpa,3,,,,,
player,201210210ram,gnb,CrosMa20,fgm,3,,,,,
player,201210210ram,gnb,CrosMa20,fga,4,,,,,
player,201210210ram,gnb,CrosMa20,punt,0,,,,,
player,201210210ram,gnb,CrosMa20,punt_yds,0,,,,,
player,201210210ram,gnb,CrosMa20,punt_yds_per_punt,,,,,,
player,201210210ram,gnb,CrosMa20,punt_long,0,,,,,
player,201210210ram,gnb,MastTi99,xpm,,,,,,
player,201210210ram,gnb,MastTi99,xpa,,,,,,
player,201210210ram,gnb,MastTi99,fgm,,,,,,
player,201210210ram,gnb,MastTi99,fga,,,,,,
player,201210210ram,gnb,MastTi99,punt,3,,,,,
player,201210210ram,gnb,MastTi99,punt_yds,116,,,,,
player,201210210ram,gnb,MastTi99,punt_yds_per_punt,38.7,,,,,
player,201210210ram,gnb,MastTi99,punt_long,42,,,,,
player,201210210ram,ram,ZuerGr00,xpm,2,,,,,
player,201210210ram,ram,ZuerGr00,xpa,2,,,,,
player,201210210ram,ram,ZuerGr00,fgm,2,,,,,
player,201210210ram,ram,ZuerGr00,fga,2,,,,,
player,201210210ram,ram,ZuerGr00,punt,0,,,,,
player,201210210ram,ram,ZuerGr00,punt_yds,0,,,,,
player,201210210ram,ram,ZuerGr00,punt_yds_per_punt,,,,,,
player,201210210ram,ram,ZuerGr00,punt_long,0,,,,,
player,201210210ram,ram,HekkJo00,xpm,,,,,,
player,201210210ram,ram,HekkJo00,xpa,,,,,,
player,201210210ram,ram,HekkJo00,fgm,,,,,,
player,201210210ram,ram,HekkJo00,fga,,,,,,
player,201210210ram,ram,HekkJo00,punt,2,,,,,
player,201210210ram,ram,HekkJo00,punt_yds,99,,,,,
player,201210210ram,ram,HekkJo00,punt_yds_per_punt,49.5,,,,,
player,201210210ram,ram,HekkJo00,punt_long,55,,,,,
player,201210210ram,ram,BarkJo00,pos,T,,,,,
player,201210210ram,ram,BarkJo00,offense,60,,,,,
player,201210210ram,ram,BarkJo00,off_pct,100%,,,,,
player,201210210ram,ram,BarkJo00,defense,0,,,,,
player,201210210ram,ram,BarkJo00,def_pct,0%,,,,,
player,201210210ram,ram,BarkJo00,special_teams,4,,,,,
player,201210210ram,ram,BarkJo00,st_pct,14%,,,,,
player,201210210ram,ram,DahlHa20,pos,G,,,,,
player,201210210ram,ram,DahlHa20,offense,60,,,,,
player,201210210ram,ram,DahlHa20,off_pct,100%,,,,,
player,201210210ram,ram,DahlHa20,defense,0,,,,,
player,201210210ram,ram,DahlHa20,def_pct,0%,,,,,
player,201210210ram,ram,DahlHa20,special_teams,4,,,,,
player,201210210ram,ram,DahlHa20,st_pct,14%,,,,,
player,201210210ram,ram,RichBa20,pos,T,,,,,
player,201210210ram,ram,RichBa20,offense,60,,,,,
player,201210210ram,ram,RichBa20,off_pct,100%,,,,,
player,201210210ram,ram,RichBa20,defense,0,,,,,
player,201210210ram,ram,RichBa20,def_pct,0%,,,,,
player,201210210ram,ram,RichBa20,special_teams,4,,,,,
player,201210210ram,ram,RichBa20,st_pct,14%,,,,,
player,201210210ram,ram,TurnRo22,pos,C,,,,,
player,201210210ram,ram,TurnRo22,offense,60,,,,,
player,201210210ram,ram,TurnRo22,off_pct,100%,,,,,
player,201210210ram,ram,TurnRo22,defense,0,,,,,
player,201210210ram,ram,TurnRo22,def_pct,0%,,,,,
player,201210210ram,ram,TurnRo22,special_teams,0,,,,,
player,201210210ram,ram,TurnRo22,st_pct,0%,,,,,
player,201210210ram,ram,BradSa00,pos,QB,,,,,
player,201210210ram,ram,BradSa00,offense,60,,,,,
player,201210210ram,ram,BradSa00,off_pct,100%,,,,,
player,201210210ram,ram,BradSa00,defense,0,,,,,
player,201210210ram,ram,BradSa00,def_pct,0%,,,,,
player,201210210ram,ram,BradSa00,special_teams,0,,,,,
player,201210210ram,ram,BradSa00,st_pct,0%,,,,,
player,201210210ram,ram,SmitSh22,pos,G,,,,,
player,201210210ram,ram,SmitSh22,offense,58,,,,,
player,201210210ram,ram,SmitSh22,off_pct,97%,,,,,
player,201210210ram,ram,SmitSh22,defense,0,,,,,
player,201210210ram,ram,SmitSh22,def_pct,0%,,,,,
player,201210210ram,ram,SmitSh22,special_teams,0,,,,,
player,201210210ram,ram,SmitSh22,st_pct,0%,,,,,
player,201210210ram,ram,KendLa00,pos,TE,,,,,
player,201210210ram,ram,KendLa00,offense,56,,,,,
player,201210210ram,ram,KendLa00,off_pct,93%,,,,,
player,201210210ram,ram,KendLa00,defense,0,,,,,
player,201210210ram,ram,KendLa00,def_pct,0%,,,,,
player,201210210ram,ram,KendLa00,special_teams,6,,,,,
player,201210210ram,ram,KendLa00,st_pct,21%,,,,,
player,201210210ram,ram,GibsBr00,pos,WR,,,,,
player,201210210ram,ram,GibsBr00,offense,43,,,,,
player,201210210ram,ram,GibsBr00,off_pct,72%,,,,,
player,201210210ram,ram,GibsBr00,defense,0,,,,,
player,201210210ram,ram,GibsBr00,def_pct,0%,,,,,
player,201210210ram,ram,GibsBr00,special_teams,0,,,,,
player,201210210ram,ram,GibsBr00,st_pct,0%,,,,,
player,201210210ram,ram,GiveCh00,pos,WR,,,,,
player,201210210ram,ram,GiveCh00,offense,38,,,,,
player,201210210ram,ram,GiveCh00,off_pct,63%,,,,,
player,201210210ram,ram,GiveCh00,defense,0,,,,,
player,201210210ram,ram,GiveCh00,def_pct,0%,,,,,
player,201210210ram,ram,GiveCh00,special_teams,6,,,,,
player,201210210ram,ram,GiveCh00,st_pct,21%,,,,,
player,201210210ram,ram,JackSt00,pos,RB,,,,,
player,201210210ram,ram,JackSt00,offense,33,,,,,
player,201210210ram,ram,JackSt00,off_pct,55%,,,,,
player,201210210ram,ram,JackSt00,defense,0,,,,,
player,201210210ram,ram,JackSt00,def_pct,0%,,,,,
player,201210210ram,ram,JackSt00,special_teams,0,,,,,
player,201210210ram,ram,JackSt00,st_pct,0%,,,,,
player,201210210ram,ram,SmitSt02,pos,WR,,,,,
player,201210210ram,ram,SmitSt02,offense,31,,,,,
player,201210210ram,ram,SmitSt02,off_pct,52%,,,,,
player,201210210ram,ram,SmitSt02,defense,0,,,,,
player,201210210ram,ram,SmitSt02,def_pct,0%,,,,,
player,201210210ram,ram,SmitSt02,special_teams,0,,,,,
player,201210210ram,ram,SmitSt02,st_pct,0%,,,,,
player,201210210ram,ram,PettAu00,pos,WR,,,,,
player,201210210ram,ram,PettAu00,offense,29,,,,,
player,201210210ram,ram,PettAu00,off_pct,48%,,,,,
player,201210210ram,ram,PettAu00,defense,0,,,,,
player,201210210ram,ram,PettAu00,def_pct,0%,,,,,
player,201210210ram,ram,PettAu00,special_teams,8,,,,,
player,201210210ram,ram,PettAu00,st_pct,28%,,,,,
player,201210210ram,ram,RichDa00,pos,RB,,,,,
player,201210210ram,ram,RichDa00,offense,23,,,,,
player,201210210ram,ram,RichDa00,off_pct,38%,,,,,
player,201210210ram,ram,RichDa00,defense,0,,,,,
player,201210210ram,ram,RichDa00,def_pct,0%,,,,,
player,201210210ram,ram,RichDa00,special_teams,0,,,,,
player,201210210ram,ram,RichDa00,st_pct,0%,,,,,
player,201210210ram,ram,MullMa00,pos,TE,,,,,
player,201210210ram,ram,MullMa00,offense,21,,,,,
player,201210210ram,ram,MullMa00,off_pct,35%,,,,,
player,201210210ram,ram,MullMa00,defense,0,,,,,
player,201210210ram,ram,MullMa00,def_pct,0%,,,,,
player,201210210ram,ram,MullMa00,special_teams,13,,,,,
player,201210210ram,ram,MullMa00,st_pct,45%,,,,,
player,201210210ram,ram,QuicBr00,pos,WR,,,,,
player,201210210ram,ram,QuicBr00,offense,10,,,,,
player,201210210ram,ram,QuicBr00,off_pct,17%,,,,,
player,201210210ram,ram,QuicBr00,defense,0,,,,,
player,201210210ram,ram,QuicBr00,def_pct,0%,,,,,
player,201210210ram,ram,QuicBr00,special_teams,1,,,,,
player,201210210ram,ram,QuicBr00,st_pct,3%,,,,,
player,201210210ram,ram,McNeMi00,pos,TE,,,,,
player,201210210ram,ram,McNeMi00,offense,10,,,,,
player,201210210ram,ram,McNeMi00,off_pct,17%,,,,,
player,201210210ram,ram,McNeMi00,defense,0,,,,,
player,201210210ram,ram,McNeMi00,def_pct,0%,,,,,
player,201210210ram,ram,McNeMi00,special_teams,0,,,,,
player,201210210ram,ram,McNeMi00,st_pct,0%,,,,,
player,201210210ram,ram,MillBr01,pos,FB,,,,,
player,201210210ram,ram,MillBr01,offense,3,,,,,
player,201210210ram,ram,MillBr01,off_pct,5%,,,,,
player,201210210ram,ram,MillBr01,defense,0,,,,,
player,201210210ram,ram,MillBr01,def_pct,0%,,,,,
player,201210210ram,ram,MillBr01,special_teams,9,,,,,
player,201210210ram,ram,MillBr01,st_pct,31%,,,,,
player,201210210ram,ram,PeadIs00,pos,RB,,,,,
player,201210210ram,ram,PeadIs00,offense,3,,,,,
player,201210210ram,ram,PeadIs00,off_pct,5%,,,,,
player,201210210ram,ram,PeadIs00,defense,0,,,,,
player,201210210ram,ram,PeadIs00,def_pct,0%,,,,,
player,201210210ram,ram,PeadIs00,special_teams,8,,,,,
player,201210210ram,ram,PeadIs00,st_pct,28%,,,,,
player,201210210ram,ram,OjinQu20,pos,G,,,,,
player,201210210ram,ram,OjinQu20,offense,2,,,,,
player,201210210ram,ram,OjinQu20,off_pct,3%,,,,,
player,201210210ram,ram,OjinQu20,defense,0,,,,,
player,201210210ram,ram,OjinQu20,def_pct,0%,,,,,
player,201210210ram,ram,OjinQu20,special_teams,4,,,,,
player,201210210ram,ram,OjinQu20,st_pct,14%,,,,,
player,201210210ram,ram,MikeQu20,pos,FS,,,,,
player,201210210ram,ram,MikeQu20,offense,0,,,,,
player,201210210ram,ram,MikeQu20,off_pct,0%,,,,,
player,201210210ram,ram,MikeQu20,defense,68,,,,,
player,201210210ram,ram,MikeQu20,def_pct,100%,,,,,
player,201210210ram,ram,MikeQu20,special_teams,14,,,,,
player,201210210ram,ram,MikeQu20,st_pct,48%,,,,,
player,201210210ram,ram,DahlCr99,pos,SS,,,,,
player,201210210ram,ram,DahlCr99,offense,0,,,,,
player,201210210ram,ram,DahlCr99,off_pct,0%,,,,,
player,201210210ram,ram,DahlCr99,defense,68,,,,,
player,201210210ram,ram,DahlCr99,def_pct,100%,,,,,
player,201210210ram,ram,DahlCr99,special_teams,14,,,,,
player,201210210ram,ram,DahlCr99,st_pct,48%,,,,,
player,201210210ram,ram,JenkJa03,pos,CB,,,,,
player,201210210ram,ram,JenkJa03,offense,0,,,,,
player,201210210ram,ram,JenkJa03,off_pct,0%,,,,,
player,201210210ram,ram,JenkJa03,defense,68,,,,,
player,201210210ram,ram,JenkJa03,def_pct,100%,,,,,
player,201210210ram,ram,JenkJa03,special_teams,11,,,,,
player,201210210ram,ram,JenkJa03,st_pct,38%,,,,,
player,201210210ram,ram,LaurJa99,pos,LB,,,,,
player,201210210ram,ram,LaurJa99,offense,0,,,,,
player,201210210ram,ram,LaurJa99,off_pct,0%,,,,,
player,201210210ram,ram,LaurJa99,defense,68,,,,,
player,201210210ram,ram,LaurJa99,def_pct,100%,,,,,
player,201210210ram,ram,LaurJa99,special_teams,9,,,,,
player,201210210ram,ram,LaurJa99,st_pct,31%,,,,,
player,201210210ram,ram,FinnCo20,pos,CB,,,,,
player,201210210ram,ram,FinnCo20,offense,0,,,,,
player,201210210ram,ram,FinnCo20,off_pct,0%,,,,,
player,201210210ram,ram,FinnCo20,defense,68,,,,,
player,201210210ram,ram,FinnCo20,def_pct,100%,,,,,
player,201210210ram,ram,FinnCo20,special_teams,9,,,,,
player,201210210ram,ram,FinnCo20,st_pct,31%,,,,,
player,201210210ram,ram,DunbJo20,pos,LB,,,,,
player,201210210ram,ram,DunbJo20,offense,0,,,,,
player,201210210ram,ram,DunbJo20,off_pct,0%,,,,,
player,201210210ram,ram,DunbJo20,defense,66,,,,,
player,201210210ram,ram,DunbJo20,def_pct,97%,,,,,
player,201210210ram,ram,DunbJo20,special_teams,11,,,,,
player,201210210ram,ram,DunbJo20,st_pct,38%,,,,,
player,201210210ram,ram,QuinRo00,pos,DE,,,,,
player,201210210ram,ram,QuinRo00,offense,0,,,,,
player,201210210ram,ram,QuinRo00,off_pct,0%,,,,,
player,201210210ram,ram,QuinRo00,defense,61,,,,,
player,201210210ram,ram,QuinRo00,def_pct,90%,,,,,
player,201210210ram,ram,QuinRo00,special_teams,9,,,,,
player,201210210ram,ram,QuinRo00,st_pct,31%,,,,,
player,201210210ram,ram,LongCh99,pos,DE,,,,,
player,201210210ram,ram,LongCh99,offense,0,,,,,
player,201210210ram,ram,LongCh99,off_pct,0%,,,,,
player,201210210ram,ram,LongCh99,defense,53,,,,,
player,201210210ram,ram,LongCh99,def_pct,78%,,,,,
player,201210210ram,ram,LongCh99,special_teams,9,,,,,
player,201210210ram,ram,LongCh99,st_pct,31%,,,,,
player,201210210ram,ram,FletBr99,pos,CB,,,,,
player,201210210ram,ram,FletBr99,offense,0,,,,,
player,201210210ram,ram,FletBr99,off_pct,0%,,,,,
player,201210210ram,ram,FletBr99,defense,51,,,,,
player,201210210ram,ram,FletBr99,def_pct,75%,,,,,
player,201210210ram,ram,FletBr99,special_teams,8,,,,,
player,201210210ram,ram,FletBr99,st_pct,28%,,,,,
player,201210210ram,ram,LangKe98,pos,DT,,,,,
player,201210210ram,ram,LangKe98,offense,0,,,,,
player,201210210ram,ram,LangKe98,off_pct,0%,,,,,
player,201210210ram,ram,LangKe98,defense,49,,,,,
player,201210210ram,ram,LangKe98,def_pct,72%,,,,,
player,201210210ram,ram,LangKe98,special_teams,8,,,,,
player,201210210ram,ram,LangKe98,st_pct,28%,,,,,
player,201210210ram,ram,BrocMi00,pos,DT,,,,,
player,201210210ram,ram,BrocMi00,offense,0,,,,,
player,201210210ram,ram,BrocMi00,off_pct,0%,,,,,
player,201210210ram,ram,BrocMi00,defense,45,,,,,
player,201210210ram,ram,BrocMi00,def_pct,66%,,,,,
player,201210210ram,ram,BrocMi00,special_teams,8,,,,,
player,201210210ram,ram,BrocMi00,st_pct,28%,,,,,
player,201210210ram,ram,HearKe00,pos,DT,,,,,
player,201210210ram,ram,HearKe00,offense,0,,,,,
player,201210210ram,ram,HearKe00,off_pct,0%,,,,,
player,201210210ram,ram,HearKe00,defense,20,,,,,
player,201210210ram,ram,HearKe00,def_pct,29%,,,,,
player,201210210ram,ram,HearKe00,special_teams,5,,,,,
player,201210210ram,ram,HearKe00,st_pct,17%,,,,,
player,201210210ram,ram,CudjJe00,pos,DT,,,,,
player,201210210ram,ram,CudjJe00,offense,0,,,,,
player,201210210ram,ram,CudjJe00,off_pct,0%,,,,,
player,201210210ram,ram,CudjJe00,defense,18,,,,,
player,201210210ram,ram,CudjJe00,def_pct,26%,,,,,
player,201210210ram,ram,CudjJe00,special_teams,8,,,,,
player,201210210ram,ram,CudjJe00,st_pct,28%,,,,,
player,201210210ram,ram,McInRo20,pos,LB,,,,,
player,201210210ram,ram,McInRo20,offense,0,,,,,
player,201210210ram,ram,McInRo20,off_pct,0%,,,,,
player,201210210ram,ram,McInRo20,defense,17,,,,,
player,201210210ram,ram,McInRo20,def_pct,25%,,,,,
player,201210210ram,ram,McInRo20,special_teams,16,,,,,
player,201210210ram,ram,McInRo20,st_pct,55%,,,,,
player,201210210ram,ram,HayeWi99,pos,DE,,,,,
player,201210210ram,ram,HayeWi99,offense,0,,,,,
player,201210210ram,ram,HayeWi99,off_pct,0%,,,,,
player,201210210ram,ram,HayeWi99,defense,17,,,,,
player,201210210ram,ram,HayeWi99,def_pct,25%,,,,,
player,201210210ram,ram,HayeWi99,special_teams,0,,,,,
player,201210210ram,ram,HayeWi99,st_pct,0%,,,,,
player,201210210ram,ram,SimsEu99,pos,DE,,,,,
player,201210210ram,ram,SimsEu99,offense,0,,,,,
player,201210210ram,ram,SimsEu99,off_pct,0%,,,,,
player,201210210ram,ram,SimsEu99,defense,5,,,,,
player,201210210ram,ram,SimsEu99,def_pct,7%,,,,,
player,201210210ram,ram,SimsEu99,special_teams,3,,,,,
player,201210210ram,ram,SimsEu99,st_pct,10%,,,,,
player,201210210ram,ram,ColeJu00,pos,LB,,,,,
player,201210210ram,ram,ColeJu00,offense,0,,,,,
player,201210210ram,ram,ColeJu00,off_pct,0%,,,,,
player,201210210ram,ram,ColeJu00,defense,4,,,,,
player,201210210ram,ram,ColeJu00,def_pct,6%,,,,,
player,201210210ram,ram,ColeJu00,special_teams,16,,,,,
player,201210210ram,ram,ColeJu00,st_pct,55%,,,,,
player,201210210ram,ram,JohnTr05,pos,CB,,,,,
player,201210210ram,ram,JohnTr05,offense,0,,,,,
player,201210210ram,ram,JohnTr05,off_pct,0%,,,,,
player,201210210ram,ram,JohnTr05,defense,2,,,,,
player,201210210ram,ram,JohnTr05,def_pct,3%,,,,,
player,201210210ram,ram,JohnTr05,special_teams,10,,,,,
player,201210210ram,ram,JohnTr05,st_pct,34%,,,,,
player,201210210ram,ram,McLeRo00,pos,FS,,,,,
player,201210210ram,ram,McLeRo00,offense,0,,,,,
player,201210210ram,ram,McLeRo00,off_pct,0%,,,,,
player,201210210ram,ram,McLeRo00,defense,0,,,,,
player,201210210ram,ram,McLeRo00,def_pct,0%,,,,,
player,201210210ram,ram,McLeRo00,special_teams,16,,,,,
player,201210210ram,ram,McLeRo00,st_pct,55%,,,,,
player,201210210ram,ram,HullJo99,pos,LB,,,,,
player,201210210ram,ram,HullJo99,offense,0,,,,,
player,201210210ram,ram,HullJo99,off_pct,0%,,,,,
player,201210210ram,ram,HullJo99,defense,0,,,,,
player,201210210ram,ram,HullJo99,def_pct,0%,,,,,
player,201210210ram,ram,HullJo99,special_teams,16,,,,,
player,201210210ram,ram,HullJo99,st_pct,55%,,,,,
player,201210210ram,ram,DaniMa00,pos,SS,,,,,
player,201210210ram,ram,DaniMa00,offense,0,,,,,
player,201210210ram,ram,DaniMa00,off_pct,0%,,,,,
player,201210210ram,ram,DaniMa00,defense,0,,,,,
player,201210210ram,ram,DaniMa00,def_pct,0%,,,,,
player,201210210ram,ram,DaniMa00,special_teams,13,,,,,
player,201210210ram,ram,DaniMa00,st_pct,45%,,,,,
player,201210210ram,ram,BarnTi01,pos,C,,,,,
player,201210210ram,ram,BarnTi01,offense,0,,,,,
player,201210210ram,ram,BarnTi01,off_pct,0%,,,,,
player,201210210ram,ram,BarnTi01,defense,0,,,,,
player,201210210ram,ram,BarnTi01,def_pct,0%,,,,,
player,201210210ram,ram,BarnTi01,special_teams,11,,,,,
player,201210210ram,ram,BarnTi01,st_pct,38%,,,,,
player,201210210ram,ram,ZuerGr00,pos,K,,,,,
player,201210210ram,ram,ZuerGr00,offense,0,,,,,
player,201210210ram,ram,ZuerGr00,off_pct,0%,,,,,
player,201210210ram,ram,ZuerGr00,defense,0,,,,,
player,201210210ram,ram,ZuerGr00,def_pct,0%,,,,,
player,201210210ram,ram,ZuerGr00,special_teams,9,,,,,
player,201210210ram,ram,ZuerGr00,st_pct,31%,,,,,
player,201210210ram,ram,StewDa00,pos,SS,,,,,
player,201210210ram,ram,StewDa00,offense,0,,,,,
player,201210210ram,ram,StewDa00,off_pct,0%,,,,,
player,201210210ram,ram,StewDa00,defense,0,,,,,
player,201210210ram,ram,StewDa00,def_pct,0%,,,,,
player,201210210ram,ram,StewDa00,special_teams,7,,,,,
player,201210210ram,ram,StewDa00,st_pct,24%,,,,,
player,201210210ram,ram,HekkJo00,pos,P,,,,,
player,201210210ram,ram,HekkJo00,offense,0,,,,,
player,201210210ram,ram,HekkJo00,off_pct,0%,,,,,
player,201210210ram,ram,HekkJo00,defense,0,,,,,
player,201210210ram,ram,HekkJo00,def_pct,0%,,,,,
player,201210210ram,ram,HekkJo00,special_teams,6,,,,,
player,201210210ram,ram,HekkJo00,st_pct,21%,,,,,
player,201210210ram,ram,McQuJa00,pos,LS,,,,,
player,201210210ram,ram,McQuJa00,offense,0,,,,,
player,201210210ram,ram,McQuJa00,off_pct,0%,,,,,
player,201210210ram,ram,McQuJa00,defense,0,,,,,
player,201210210ram,ram,McQuJa00,def_pct,0%,,,,,
player,201210210ram,ram,McQuJa00,special_teams,6,,,,,
player,201210210ram,ram,McQuJa00,st_pct,21%,,,,,
player,201210210ram,gnb,NewhMa20,pos,T,,,,,
player,201210210ram,gnb,NewhMa20,offense,68,,,,,
player,201210210ram,gnb,NewhMa20,off_pct,100%,,,,,
player,201210210ram,gnb,NewhMa20,defense,0,,,,,
player,201210210ram,gnb,NewhMa20,def_pct,0%,,,,,
player,201210210ram,gnb,NewhMa20,special_teams,7,,,,,
player,201210210ram,gnb,NewhMa20,st_pct,24%,,,,,
player,201210210ram,gnb,SittJo20,pos,G,,,,,
player,201210210ram,gnb,SittJo20,offense,68,,,,,
player,201210210ram,gnb,SittJo20,off_pct,100%,,,,,
player,201210210ram,gnb,SittJo20,defense,0,,,,,
player,201210210ram,gnb,SittJo20,def_pct,0%,,,,,
player,201210210ram,gnb,SittJo20,special_teams,7,,,,,
player,201210210ram,gnb,SittJo20,st_pct,24%,,,,,
player,201210210ram,gnb,BulaBr20,pos,T,,,,,
player,201210210ram,gnb,BulaBr20,offense,68,,,,,
player,201210210ram,gnb,BulaBr20,off_pct,100%,,,,,
player,201210210ram,gnb,BulaBr20,defense,0,,,,,
player,201210210ram,gnb,BulaBr20,def_pct,0%,,,,,
player,201210210ram,gnb,BulaBr20,special_teams,7,,,,,
player,201210210ram,gnb,BulaBr20,st_pct,24%,,,,,
player,201210210ram,gnb,LangT.20,pos,G,,,,,
player,201210210ram,gnb,LangT.20,offense,68,,,,,
player,201210210ram,gnb,LangT.20,off_pct,100%,,,,,
player,201210210ram,gnb,LangT.20,defense,0,,,,,
player,201210210ram,gnb,LangT.20,def_pct,0%,,,,,
player,201210210ram,gnb,LangT.20,special_teams,7,,,,,
player,201210210ram,gnb,LangT.20,st_pct,24%,,,,,
player,201210210ram,gnb,RodgAa00,pos,QB,,,,,
player,201210210ram,gnb,RodgAa00,offense,68,,,,,
player,201210210ram,gnb,RodgAa00,off_pct,100%,,,,,
player,201210210ram,gnb,RodgAa00,defense,0,,,,,
player,201210210ram,gnb,RodgAa00,def_pct,0%,,,,,
player,201210210ram,gnb,RodgAa00,special_teams,0,,,,,
player,201210210ram,gnb,RodgAa00,st_pct,0%,,,,,
player,201210210ram,gnb,SatuJe55,pos,C,,,,,
player,201210210ram,gnb,SatuJe55,offense,68,,,,,
player,201210210ram,gnb,SatuJe55,off_pct,100%,,,,,
player,201210210ram,gnb,SatuJe55,defense,0,,,,,
player,201210210ram,gnb,SatuJe55,def_pct,0%,,,,,
