game,2012,3,20120923,201209230den,htx,"Houston Texans",31,den,"Denver Broncos",25
player,201209230den,htx,JohnAn02,rush_yds,0,,,,,
player,201209230den,htx,JohnAn02,rush_td,0,,,,,
player,201209230den,htx,JohnAn02,rush_long,0,,,,,
player,201209230den,htx,JohnAn02,targets,4,,,,,
player,201209230den,htx,JohnAn02,rec,2,,,,,
player,201209230den,htx,JohnAn02,rec_yds,72,,,,,
player,201209230den,htx,JohnAn02,rec_td,1,,,,,
player,201209230den,htx,JohnAn02,rec_long,60,,,,,
player,201209230den,htx,JohnAn02,fumbles,0,,,,,
player,201209230den,htx,JohnAn02,fumbles_lost,0,,,,,
player,201209230den,htx,JeanLe01,pass_cmp,0,,,,,
player,201209230den,htx,JeanLe01,pass_att,0,,,,,
player,201209230den,htx,JeanLe01,pass_yds,0,,,,,
player,201209230den,htx,JeanLe01,pass_td,0,,,,,
player,201209230den,htx,JeanLe01,pass_int,0,,,,,
player,201209230den,htx,JeanLe01,pass_sacked,0,,,,,
player,201209230den,htx,JeanLe01,pass_sacked_yds,0,,,,,
player,201209230den,htx,JeanLe01,pass_long,0,,,,,
player,201209230den,htx,JeanLe01,pass_rating,,,,,,
player,201209230den,htx,JeanLe01,rush_att,0,,,,,
player,201209230den,htx,JeanLe01,rush_yds,0,,,,,
player,201209230den,htx,JeanLe01,rush_td,0,,,,,
player,201209230den,htx,JeanLe01,rush_long,0,,,,,
player,201209230den,htx,JeanLe01,targets,1,,,,,
player,201209230den,htx,JeanLe01,rec,1,,,,,
player,201209230den,htx,JeanLe01,rec_yds,46,,,,,
player,201209230den,htx,JeanLe01,rec_td,0,,,,,
player,201209230den,htx,JeanLe01,rec_long,46,,,,,
player,201209230den,htx,JeanLe01,fumbles,0,,,,,
player,201209230den,htx,JeanLe01,fumbles_lost,0,,,,,
player,201209230den,htx,GrahGa00,pass_cmp,0,,,,,
player,201209230den,htx,GrahGa00,pass_att,0,,,,,
player,201209230den,htx,GrahGa00,pass_yds,0,,,,,
player,201209230den,htx,GrahGa00,pass_td,0,,,,,
player,201209230den,htx,GrahGa00,pass_int,0,,,,,
player,201209230den,htx,GrahGa00,pass_sacked,0,,,,,
player,201209230den,htx,GrahGa00,pass_sacked_yds,0,,,,,
player,201209230den,htx,GrahGa00,pass_long,0,,,,,
player,201209230den,htx,GrahGa00,pass_rating,,,,,,
player,201209230den,htx,GrahGa00,rush_att,0,,,,,
player,201209230den,htx,GrahGa00,rush_yds,0,,,,,
player,201209230den,htx,GrahGa00,rush_td,0,,,,,
player,201209230den,htx,GrahGa00,rush_long,0,,,,,
player,201209230den,htx,GrahGa00,targets,4,,,,,
player,201209230den,htx,GrahGa00,rec,2,,,,,
player,201209230den,htx,GrahGa00,rec_yds,39,,,,,
player,201209230den,htx,GrahGa00,rec_td,0,,,,,
player,201209230den,htx,GrahGa00,rec_long,27,,,,,
player,201209230den,htx,GrahGa00,fumbles,0,,,,,
player,201209230den,htx,GrahGa00,fumbles_lost,0,,,,,
player,201209230den,htx,DaniOw00,pass_cmp,0,,,,,
player,201209230den,htx,DaniOw00,pass_att,0,,,,,
player,201209230den,htx,DaniOw00,pass_yds,0,,,,,
player,201209230den,htx,DaniOw00,pass_td,0,,,,,
player,201209230den,htx,DaniOw00,pass_int,0,,,,,
player,201209230den,htx,DaniOw00,pass_sacked,0,,,,,
player,201209230den,htx,DaniOw00,pass_sacked_yds,0,,,,,
player,201209230den,htx,DaniOw00,pass_long,0,,,,,
player,201209230den,htx,DaniOw00,pass_rating,,,,,,
player,201209230den,htx,DaniOw00,rush_att,0,,,,,
player,201209230den,htx,DaniOw00,rush_yds,0,,,,,
player,201209230den,htx,DaniOw00,rush_td,0,,,,,
player,201209230den,htx,DaniOw00,rush_long,0,,,,,
player,201209230den,htx,DaniOw00,targets,5,,,,,
player,201209230den,htx,DaniOw00,rec,3,,,,,
player,201209230den,htx,DaniOw00,rec_yds,26,,,,,
player,201209230den,htx,DaniOw00,rec_td,1,,,,,
player,201209230den,htx,DaniOw00,rec_long,14,,,,,
player,201209230den,htx,DaniOw00,fumbles,0,,,,,
player,201209230den,htx,DaniOw00,fumbles_lost,0,,,,,
player,201209230den,htx,CaseJa00,pass_cmp,0,,,,,
player,201209230den,htx,CaseJa00,pass_att,0,,,,,
player,201209230den,htx,CaseJa00,pass_yds,0,,,,,
player,201209230den,htx,CaseJa00,pass_td,0,,,,,
player,201209230den,htx,CaseJa00,pass_int,0,,,,,
player,201209230den,htx,CaseJa00,pass_sacked,0,,,,,
player,201209230den,htx,CaseJa00,pass_sacked_yds,0,,,,,
player,201209230den,htx,CaseJa00,pass_long,0,,,,,
player,201209230den,htx,CaseJa00,pass_rating,,,,,,
player,201209230den,htx,CaseJa00,rush_att,0,,,,,
player,201209230den,htx,CaseJa00,rush_yds,0,,,,,
player,201209230den,htx,CaseJa00,rush_td,0,,,,,
player,201209230den,htx,CaseJa00,rush_long,0,,,,,
player,201209230den,htx,CaseJa00,targets,3,,,,,
player,201209230den,htx,CaseJa00,rec,3,,,,,
player,201209230den,htx,CaseJa00,rec_yds,11,,,,,
player,201209230den,htx,CaseJa00,rec_td,0,,,,,
player,201209230den,htx,CaseJa00,rec_long,12,,,,,
player,201209230den,htx,CaseJa00,fumbles,0,,,,,
player,201209230den,htx,CaseJa00,fumbles_lost,0,,,,,
player,201209230den,den,MannPe00,pass_cmp,26,,,,,
player,201209230den,den,MannPe00,pass_att,52,,,,,
player,201209230den,den,MannPe00,pass_yds,330,,,,,
player,201209230den,den,MannPe00,pass_td,2,,,,,
player,201209230den,den,MannPe00,pass_int,0,,,,,
player,201209230den,den,MannPe00,pass_sacked,3,,,,,
player,201209230den,den,MannPe00,pass_sacked_yds,14,,,,,
player,201209230den,den,MannPe00,pass_long,38,,,,,
player,201209230den,den,MannPe00,pass_rating,83.0,,,,,
player,201209230den,den,MannPe00,rush_att,0,,,,,
player,201209230den,den,MannPe00,rush_yds,0,,,,,
player,201209230den,den,MannPe00,rush_td,0,,,,,
player,201209230den,den,MannPe00,rush_long,0,,,,,
player,201209230den,den,MannPe00,targets,0,,,,,
player,201209230den,den,MannPe00,rec,0,,,,,
player,201209230den,den,MannPe00,rec_yds,0,,,,,
player,201209230den,den,MannPe00,rec_td,0,,,,,
player,201209230den,den,MannPe00,rec_long,0,,,,,
player,201209230den,den,MannPe00,fumbles,0,,,,,
player,201209230den,den,MannPe00,fumbles_lost,0,,,,,
player,201209230den,den,McGaWi00,pass_cmp,0,,,,,
player,201209230den,den,McGaWi00,pass_att,0,,,,,
player,201209230den,den,McGaWi00,pass_yds,0,,,,,
player,201209230den,den,McGaWi00,pass_td,0,,,,,
player,201209230den,den,McGaWi00,pass_int,0,,,,,
player,201209230den,den,McGaWi00,pass_sacked,0,,,,,
player,201209230den,den,McGaWi00,pass_sacked_yds,0,,,,,
player,201209230den,den,McGaWi00,pass_long,0,,,,,
player,201209230den,den,McGaWi00,pass_rating,,,,,,
player,201209230den,den,McGaWi00,rush_att,12,,,,,
player,201209230den,den,McGaWi00,rush_yds,36,,,,,
player,201209230den,den,McGaWi00,rush_td,0,,,,,
player,201209230den,den,McGaWi00,rush_long,15,,,,,
player,201209230den,den,McGaWi00,targets,2,,,,,
player,201209230den,den,McGaWi00,rec,1,,,,,
player,201209230den,den,McGaWi00,rec_yds,6,,,,,
player,201209230den,den,McGaWi00,rec_td,0,,,,,
player,201209230den,den,McGaWi00,rec_long,6,,,,,
player,201209230den,den,McGaWi00,fumbles,0,,,,,
player,201209230den,den,McGaWi00,fumbles_lost,0,,,,,
player,201209230den,den,BallLa00,pass_cmp,0,,,,,
player,201209230den,den,BallLa00,pass_att,0,,,,,
player,201209230den,den,BallLa00,pass_yds,0,,,,,
player,201209230den,den,BallLa00,pass_td,0,,,,,
player,201209230den,den,BallLa00,pass_int,0,,,,,
player,201209230den,den,BallLa00,pass_sacked,0,,,,,
player,201209230den,den,BallLa00,pass_sacked_yds,0,,,,,
player,201209230den,den,BallLa00,pass_long,0,,,,,
player,201209230den,den,BallLa00,pass_rating,,,,,,
player,201209230den,den,BallLa00,rush_att,7,,,,,
player,201209230den,den,BallLa00,rush_yds,16,,,,,
player,201209230den,den,BallLa00,rush_td,0,,,,,
player,201209230den,den,BallLa00,rush_long,11,,,,,
player,201209230den,den,BallLa00,targets,4,,,,,
player,201209230den,den,BallLa00,rec,1,,,,,
player,201209230den,den,BallLa00,rec_yds,2,,,,,
player,201209230den,den,BallLa00,rec_td,0,,,,,
player,201209230den,den,BallLa00,rec_long,3,,,,,
player,201209230den,den,BallLa00,fumbles,0,,,,,
player,201209230den,den,BallLa00,fumbles_lost,0,,,,,
player,201209230den,den,HillRo00,pass_cmp,0,,,,,
player,201209230den,den,HillRo00,pass_att,0,,,,,
player,201209230den,den,HillRo00,pass_yds,0,,,,,
player,201209230den,den,HillRo00,pass_td,0,,,,,
player,201209230den,den,HillRo00,pass_int,0,,,,,
player,201209230den,den,HillRo00,pass_sacked,0,,,,,
player,201209230den,den,HillRo00,pass_sacked_yds,0,,,,,
player,201209230den,den,HillRo00,pass_long,0,,,,,
player,201209230den,den,HillRo00,pass_rating,,,,,,
player,201209230den,den,HillRo00,rush_att,2,,,,,
player,201209230den,den,HillRo00,rush_yds,7,,,,,
player,201209230den,den,HillRo00,rush_td,0,,,,,
player,201209230den,den,HillRo00,rush_long,4,,,,,
player,201209230den,den,HillRo00,targets,1,,,,,
player,201209230den,den,HillRo00,rec,1,,,,,
player,201209230den,den,HillRo00,rec_yds,1,,,,,
player,201209230den,den,HillRo00,rec_td,0,,,,,
player,201209230den,den,HillRo00,rec_long,1,,,,,
player,201209230den,den,HillRo00,fumbles,0,,,,,
player,201209230den,den,HillRo00,fumbles_lost,0,,,,,
player,201209230den,den,DeckEr00,pass_cmp,0,,,,,
player,201209230den,den,DeckEr00,pass_att,0,,,,,
player,201209230den,den,DeckEr00,pass_yds,0,,,,,
player,201209230den,den,DeckEr00,pass_td,0,,,,,
player,201209230den,den,DeckEr00,pass_int,0,,,,,
player,201209230den,den,DeckEr00,pass_sacked,0,,,,,
player,201209230den,den,DeckEr00,pass_sacked_yds,0,,,,,
player,201209230den,den,DeckEr00,pass_long,0,,,,,
player,201209230den,den,DeckEr00,pass_rating,,,,,,
player,201209230den,den,DeckEr00,rush_att,0,,,,,
player,201209230den,den,DeckEr00,rush_yds,0,,,,,
player,201209230den,den,DeckEr00,rush_td,0,,,,,
player,201209230den,den,DeckEr00,rush_long,0,,,,,
player,201209230den,den,DeckEr00,targets,11,,,,,
player,201209230den,den,DeckEr00,rec,8,,,,,
player,201209230den,den,DeckEr00,rec_yds,136,,,,,
player,201209230den,den,DeckEr00,rec_td,0,,,,,
player,201209230den,den,DeckEr00,rec_long,35,,,,,
player,201209230den,den,DeckEr00,fumbles,0,,,,,
player,201209230den,den,DeckEr00,fumbles_lost,0,,,,,
player,201209230den,den,StokBr00,pass_cmp,0,,,,,
player,201209230den,den,StokBr00,pass_att,0,,,,,
player,201209230den,den,StokBr00,pass_yds,0,,,,,
player,201209230den,den,StokBr00,pass_td,0,,,,,
player,201209230den,den,StokBr00,pass_int,0,,,,,
player,201209230den,den,StokBr00,pass_sacked,0,,,,,
player,201209230den,den,StokBr00,pass_sacked_yds,0,,,,,
player,201209230den,den,StokBr00,pass_long,0,,,,,
player,201209230den,den,StokBr00,pass_rating,,,,,,
player,201209230den,den,StokBr00,rush_att,0,,,,,
player,201209230den,den,StokBr00,rush_yds,0,,,,,
player,201209230den,den,StokBr00,rush_td,0,,,,,
player,201209230den,den,StokBr00,rush_long,0,,,,,
player,201209230den,den,StokBr00,targets,6,,,,,
player,201209230den,den,StokBr00,rec,6,,,,,
player,201209230den,den,StokBr00,rec_yds,73,,,,,
player,201209230den,den,StokBr00,rec_td,1,,,,,
player,201209230den,den,StokBr00,rec_long,38,,,,,
player,201209230den,den,StokBr00,fumbles,0,,,,,
player,201209230den,den,StokBr00,fumbles_lost,0,,,,,
player,201209230den,den,DreeJo00,pass_cmp,0,,,,,
player,201209230den,den,DreeJo00,pass_att,0,,,,,
player,201209230den,den,DreeJo00,pass_yds,0,,,,,
player,201209230den,den,DreeJo00,pass_td,0,,,,,
player,201209230den,den,DreeJo00,pass_int,0,,,,,
player,201209230den,den,DreeJo00,pass_sacked,0,,,,,
player,201209230den,den,DreeJo00,pass_sacked_yds,0,,,,,
player,201209230den,den,DreeJo00,pass_long,0,,,,,
player,201209230den,den,DreeJo00,pass_rating,,,,,,
player,201209230den,den,DreeJo00,rush_att,0,,,,,
player,201209230den,den,DreeJo00,rush_yds,0,,,,,
player,201209230den,den,DreeJo00,rush_td,0,,,,,
player,201209230den,den,DreeJo00,rush_long,0,,,,,
player,201209230den,den,DreeJo00,targets,5,,,,,
player,201209230den,den,DreeJo00,rec,2,,,,,
player,201209230den,den,DreeJo00,rec_yds,36,,,,,
player,201209230den,den,DreeJo00,rec_td,1,,,,,
player,201209230den,den,DreeJo00,rec_long,30,,,,,
player,201209230den,den,DreeJo00,fumbles,0,,,,,
player,201209230den,den,DreeJo00,fumbles_lost,0,,,,,
player,201209230den,den,ThomDe03,pass_cmp,0,,,,,
player,201209230den,den,ThomDe03,pass_att,0,,,,,
player,201209230den,den,ThomDe03,pass_yds,0,,,,,
player,201209230den,den,ThomDe03,pass_td,0,,,,,
player,201209230den,den,ThomDe03,pass_int,0,,,,,
player,201209230den,den,ThomDe03,pass_sacked,0,,,,,
player,201209230den,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201209230den,den,ThomDe03,pass_long,0,,,,,
player,201209230den,den,ThomDe03,pass_rating,,,,,,
player,201209230den,den,ThomDe03,rush_att,0,,,,,
player,201209230den,den,ThomDe03,rush_yds,0,,,,,
player,201209230den,den,ThomDe03,rush_td,0,,,,,
player,201209230den,den,ThomDe03,rush_long,0,,,,,
player,201209230den,den,ThomDe03,targets,13,,,,,
player,201209230den,den,ThomDe03,rec,3,,,,,
player,201209230den,den,ThomDe03,rec_yds,34,,,,,
player,201209230den,den,ThomDe03,rec_td,0,,,,,
player,201209230den,den,ThomDe03,rec_long,23,,,,,
player,201209230den,den,ThomDe03,fumbles,1,,,,,
player,201209230den,den,ThomDe03,fumbles_lost,1,,,,,
player,201209230den,den,TammJa00,pass_cmp,0,,,,,
player,201209230den,den,TammJa00,pass_att,0,,,,,
player,201209230den,den,TammJa00,pass_yds,0,,,,,
player,201209230den,den,TammJa00,pass_td,0,,,,,
player,201209230den,den,TammJa00,pass_int,0,,,,,
player,201209230den,den,TammJa00,pass_sacked,0,,,,,
player,201209230den,den,TammJa00,pass_sacked_yds,0,,,,,
player,201209230den,den,TammJa00,pass_long,0,,,,,
player,201209230den,den,TammJa00,pass_rating,,,,,,
player,201209230den,den,TammJa00,rush_att,0,,,,,
player,201209230den,den,TammJa00,rush_yds,0,,,,,
player,201209230den,den,TammJa00,rush_td,0,,,,,
player,201209230den,den,TammJa00,rush_long,0,,,,,
player,201209230den,den,TammJa00,targets,10,,,,,
player,201209230den,den,TammJa00,rec,3,,,,,
player,201209230den,den,TammJa00,rec_yds,31,,,,,
player,201209230den,den,TammJa00,rec_td,0,,,,,
player,201209230den,den,TammJa00,rec_long,14,,,,,
player,201209230den,den,TammJa00,fumbles,0,,,,,
player,201209230den,den,TammJa00,fumbles_lost,0,,,,,
player,201209230den,den,GronCh00,pass_cmp,0,,,,,
player,201209230den,den,GronCh00,pass_att,0,,,,,
player,201209230den,den,GronCh00,pass_yds,0,,,,,
player,201209230den,den,GronCh00,pass_td,0,,,,,
player,201209230den,den,GronCh00,pass_int,0,,,,,
player,201209230den,den,GronCh00,pass_sacked,0,,,,,
player,201209230den,den,GronCh00,pass_sacked_yds,0,,,,,
player,201209230den,den,GronCh00,pass_long,0,,,,,
player,201209230den,den,GronCh00,pass_rating,,,,,,
player,201209230den,den,GronCh00,rush_att,0,,,,,
player,201209230den,den,GronCh00,rush_yds,0,,,,,
player,201209230den,den,GronCh00,rush_td,0,,,,,
player,201209230den,den,GronCh00,rush_long,0,,,,,
player,201209230den,den,GronCh00,targets,1,,,,,
player,201209230den,den,GronCh00,rec,1,,,,,
player,201209230den,den,GronCh00,rec_yds,11,,,,,
player,201209230den,den,GronCh00,rec_td,0,,,,,
player,201209230den,den,GronCh00,rec_long,11,,,,,
player,201209230den,den,GronCh00,fumbles,0,,,,,
player,201209230den,den,GronCh00,fumbles_lost,0,,,,,
player,201209230den,den,WillMa00,pass_cmp,0,,,,,
player,201209230den,den,WillMa00,pass_att,0,,,,,
player,201209230den,den,WillMa00,pass_yds,0,,,,,
player,201209230den,den,WillMa00,pass_td,0,,,,,
player,201209230den,den,WillMa00,pass_int,0,,,,,
player,201209230den,den,WillMa00,pass_sacked,0,,,,,
player,201209230den,den,WillMa00,pass_sacked_yds,0,,,,,
player,201209230den,den,WillMa00,pass_long,0,,,,,
player,201209230den,den,WillMa00,pass_rating,,,,,,
player,201209230den,den,WillMa00,rush_att,0,,,,,
player,201209230den,den,WillMa00,rush_yds,0,,,,,
player,201209230den,den,WillMa00,rush_td,0,,,,,
player,201209230den,den,WillMa00,rush_long,0,,,,,
player,201209230den,den,WillMa00,targets,1,,,,,
player,201209230den,den,WillMa00,rec,0,,,,,
player,201209230den,den,WillMa00,rec_yds,0,,,,,
player,201209230den,den,WillMa00,rec_td,0,,,,,
player,201209230den,den,WillMa00,rec_long,0,,,,,
player,201209230den,den,WillMa00,fumbles,0,,,,,
player,201209230den,den,WillMa00,fumbles_lost,0,,,,,
player,201209230den,htx,WattJ.00,def_int,0,,,,,
player,201209230den,htx,WattJ.00,def_int_yds,0,,,,,
player,201209230den,htx,WattJ.00,def_int_td,0,,,,,
player,201209230den,htx,WattJ.00,def_int_long,0,,,,,
player,201209230den,htx,WattJ.00,pass_defended,0,,,,,
player,201209230den,htx,WattJ.00,sacks,2.5,,,,,
player,201209230den,htx,WattJ.00,tackles_combined,7,,,,,
player,201209230den,htx,WattJ.00,tackles_solo,6,,,,,
player,201209230den,htx,WattJ.00,tackles_assists,1,,,,,
player,201209230den,htx,WattJ.00,tackles_loss,4,,,,,
player,201209230den,htx,WattJ.00,qb_hits,3,,,,,
player,201209230den,htx,WattJ.00,fumbles_rec,0,,,,,
player,201209230den,htx,WattJ.00,fumbles_rec_yds,0,,,,,
player,201209230den,htx,WattJ.00,fumbles_rec_td,0,,,,,
player,201209230den,htx,WattJ.00,fumbles_forced,0,,,,,
player,201209230den,htx,ReedBr00,def_int,0,,,,,
player,201209230den,htx,ReedBr00,def_int_yds,0,,,,,
player,201209230den,htx,ReedBr00,def_int_td,0,,,,,
player,201209230den,htx,ReedBr00,def_int_long,0,,,,,
player,201209230den,htx,ReedBr00,pass_defended,1,,,,,
player,201209230den,htx,ReedBr00,sacks,0.5,,,,,
player,201209230den,htx,ReedBr00,tackles_combined,2,,,,,
player,201209230den,htx,ReedBr00,tackles_solo,0,,,,,
player,201209230den,htx,ReedBr00,tackles_assists,2,,,,,
player,201209230den,htx,ReedBr00,tackles_loss,0,,,,,
player,201209230den,htx,ReedBr00,qb_hits,1,,,,,
player,201209230den,htx,ReedBr00,fumbles_rec,0,,,,,
player,201209230den,htx,ReedBr00,fumbles_rec_yds,0,,,,,
player,201209230den,htx,ReedBr00,fumbles_rec_td,0,,,,,
player,201209230den,htx,ReedBr00,fumbles_forced,0,,,,,
player,201209230den,htx,JackKa99,def_int,0,,,,,
player,201209230den,htx,JackKa99,def_int_yds,0,,,,,
player,201209230den,htx,JackKa99,def_int_td,0,,,,,
player,201209230den,htx,JackKa99,def_int_long,0,,,,,
player,201209230den,htx,JackKa99,pass_defended,1,,,,,
player,201209230den,htx,JackKa99,sacks,0.0,,,,,
player,201209230den,htx,JackKa99,tackles_combined,8,,,,,
player,201209230den,htx,JackKa99,tackles_solo,7,,,,,
player,201209230den,htx,JackKa99,tackles_assists,1,,,,,
player,201209230den,htx,JackKa99,tackles_loss,0,,,,,
