game,2012,16,20121222,201212220det,atl,"Atlanta Falcons",31,det,"Detroit Lions",18
team,201212220det,atl,First Downs,19,,,,,,
team,201212220det,det,First Downs,25,,,,,,
team,201212220det,atl,Rush-Yds-TDs,22-73-0,,,,,,
team,201212220det,det,Rush-Yds-TDs,22-79-1,,,,,,
team,201212220det,atl,Cmp-Att-Yd-TD-INT,25-32-279-4-0,,,,,,
team,201212220det,det,Cmp-Att-Yd-TD-INT,37-56-443-0-1,,,,,,
team,201212220det,atl,Sacked-Yards,1-8,,,,,,
team,201212220det,det,Sacked-Yards,0-0,,,,,,
team,201212220det,atl,Net Pass Yards,271,,,,,,
team,201212220det,det,Net Pass Yards,443,,,,,,
team,201212220det,atl,Total Yards,344,,,,,,
team,201212220det,det,Total Yards,522,,,,,,
team,201212220det,atl,Fumbles-Lost,0-0,,,,,,
team,201212220det,det,Fumbles-Lost,2-2,,,,,,
team,201212220det,atl,Turnovers,0,,,,,,
team,201212220det,det,Turnovers,3,,,,,,
team,201212220det,atl,Penalties-Yards,3-20,,,,,,
team,201212220det,det,Penalties-Yards,2-20,,,,,,
team,201212220det,atl,Third Down Conv.,6-11,,,,,,
team,201212220det,det,Third Down Conv.,5-14,,,,,,
team,201212220det,atl,Fourth Down Conv.,0-0,,,,,,
team,201212220det,det,Fourth Down Conv.,3-4,,,,,,
team,201212220det,atl,Time of Possession,28:52,,,,,,
team,201212220det,det,Time of Possession,31:08,,,,,,
player,201212220det,atl,RyanMa00,pass_cmp,25,,,,,
player,201212220det,atl,RyanMa00,pass_att,32,,,,,
player,201212220det,atl,RyanMa00,pass_yds,279,,,,,
player,201212220det,atl,RyanMa00,pass_td,4,,,,,
player,201212220det,atl,RyanMa00,pass_int,0,,,,,
player,201212220det,atl,RyanMa00,pass_sacked,1,,,,,
player,201212220det,atl,RyanMa00,pass_sacked_yds,8,,,,,
player,201212220det,atl,RyanMa00,pass_long,44,,,,,
player,201212220det,atl,RyanMa00,pass_rating,142.6,,,,,
player,201212220det,atl,RyanMa00,rush_att,2,,,,,
player,201212220det,atl,RyanMa00,rush_yds,25,,,,,
player,201212220det,atl,RyanMa00,rush_td,0,,,,,
player,201212220det,atl,RyanMa00,rush_long,16,,,,,
player,201212220det,atl,RyanMa00,targets,0,,,,,
player,201212220det,atl,RyanMa00,rec,0,,,,,
player,201212220det,atl,RyanMa00,rec_yds,0,,,,,
player,201212220det,atl,RyanMa00,rec_td,0,,,,,
player,201212220det,atl,RyanMa00,rec_long,0,,,,,
player,201212220det,atl,RyanMa00,fumbles,0,,,,,
player,201212220det,atl,RyanMa00,fumbles_lost,0,,,,,
player,201212220det,atl,TurnMi00,pass_cmp,0,,,,,
player,201212220det,atl,TurnMi00,pass_att,0,,,,,
player,201212220det,atl,TurnMi00,pass_yds,0,,,,,
player,201212220det,atl,TurnMi00,pass_td,0,,,,,
player,201212220det,atl,TurnMi00,pass_int,0,,,,,
player,201212220det,atl,TurnMi00,pass_sacked,0,,,,,
player,201212220det,atl,TurnMi00,pass_sacked_yds,0,,,,,
player,201212220det,atl,TurnMi00,pass_long,0,,,,,
player,201212220det,atl,TurnMi00,pass_rating,,,,,,
player,201212220det,atl,TurnMi00,rush_att,13,,,,,
player,201212220det,atl,TurnMi00,rush_yds,41,,,,,
player,201212220det,atl,TurnMi00,rush_td,0,,,,,
player,201212220det,atl,TurnMi00,rush_long,22,,,,,
player,201212220det,atl,TurnMi00,targets,4,,,,,
player,201212220det,atl,TurnMi00,rec,4,,,,,
player,201212220det,atl,TurnMi00,rec_yds,16,,,,,
player,201212220det,atl,TurnMi00,rec_td,0,,,,,
player,201212220det,atl,TurnMi00,rec_long,12,,,,,
player,201212220det,atl,TurnMi00,fumbles,0,,,,,
player,201212220det,atl,TurnMi00,fumbles_lost,0,,,,,
player,201212220det,atl,RodgJa00,pass_cmp,0,,,,,
player,201212220det,atl,RodgJa00,pass_att,0,,,,,
player,201212220det,atl,RodgJa00,pass_yds,0,,,,,
player,201212220det,atl,RodgJa00,pass_td,0,,,,,
player,201212220det,atl,RodgJa00,pass_int,0,,,,,
player,201212220det,atl,RodgJa00,pass_sacked,0,,,,,
player,201212220det,atl,RodgJa00,pass_sacked_yds,0,,,,,
player,201212220det,atl,RodgJa00,pass_long,0,,,,,
player,201212220det,atl,RodgJa00,pass_rating,,,,,,
player,201212220det,atl,RodgJa00,rush_att,6,,,,,
player,201212220det,atl,RodgJa00,rush_yds,14,,,,,
player,201212220det,atl,RodgJa00,rush_td,0,,,,,
player,201212220det,atl,RodgJa00,rush_long,5,,,,,
player,201212220det,atl,RodgJa00,targets,1,,,,,
player,201212220det,atl,RodgJa00,rec,1,,,,,
player,201212220det,atl,RodgJa00,rec_yds,11,,,,,
player,201212220det,atl,RodgJa00,rec_td,0,,,,,
player,201212220det,atl,RodgJa00,rec_long,11,,,,,
player,201212220det,atl,RodgJa00,fumbles,0,,,,,
player,201212220det,atl,RodgJa00,fumbles_lost,0,,,,,
player,201212220det,atl,WhitRo00,pass_cmp,0,,,,,
player,201212220det,atl,WhitRo00,pass_att,0,,,,,
player,201212220det,atl,WhitRo00,pass_yds,0,,,,,
player,201212220det,atl,WhitRo00,pass_td,0,,,,,
player,201212220det,atl,WhitRo00,pass_int,0,,,,,
player,201212220det,atl,WhitRo00,pass_sacked,0,,,,,
player,201212220det,atl,WhitRo00,pass_sacked_yds,0,,,,,
player,201212220det,atl,WhitRo00,pass_long,0,,,,,
player,201212220det,atl,WhitRo00,pass_rating,,,,,,
player,201212220det,atl,WhitRo00,rush_att,0,,,,,
