game,2012,15,20121216,201212160nwe,sfo,"San Francisco 49ers",41,nwe,"New England Patriots",34
player,201212160nwe,nwe,VereSh00,def_pct,0%,,,,,
player,201212160nwe,nwe,VereSh00,special_teams,0,,,,,
player,201212160nwe,nwe,VereSh00,st_pct,0%,,,,,
player,201212160nwe,nwe,CannMa00,pos,T,,,,,
player,201212160nwe,nwe,CannMa00,offense,1,,,,,
player,201212160nwe,nwe,CannMa00,off_pct,1%,,,,,
player,201212160nwe,nwe,CannMa00,defense,0,,,,,
player,201212160nwe,nwe,CannMa00,def_pct,0%,,,,,
player,201212160nwe,nwe,CannMa00,special_teams,6,,,,,
player,201212160nwe,nwe,CannMa00,st_pct,15%,,,,,
player,201212160nwe,nwe,McCoDe99,pos,CB,,,,,
player,201212160nwe,nwe,McCoDe99,offense,0,,,,,
player,201212160nwe,nwe,McCoDe99,off_pct,0%,,,,,
player,201212160nwe,nwe,McCoDe99,defense,68,,,,,
player,201212160nwe,nwe,McCoDe99,def_pct,100%,,,,,
player,201212160nwe,nwe,McCoDe99,special_teams,22,,,,,
player,201212160nwe,nwe,McCoDe99,st_pct,56%,,,,,
player,201212160nwe,nwe,NinkRo20,pos,DE,,,,,
player,201212160nwe,nwe,NinkRo20,offense,0,,,,,
player,201212160nwe,nwe,NinkRo20,off_pct,0%,,,,,
player,201212160nwe,nwe,NinkRo20,defense,68,,,,,
player,201212160nwe,nwe,NinkRo20,def_pct,100%,,,,,
player,201212160nwe,nwe,NinkRo20,special_teams,13,,,,,
player,201212160nwe,nwe,NinkRo20,st_pct,33%,,,,,
player,201212160nwe,nwe,MayoJe99,pos,LB,,,,,
player,201212160nwe,nwe,MayoJe99,offense,0,,,,,
player,201212160nwe,nwe,MayoJe99,off_pct,0%,,,,,
player,201212160nwe,nwe,MayoJe99,defense,68,,,,,
player,201212160nwe,nwe,MayoJe99,def_pct,100%,,,,,
player,201212160nwe,nwe,MayoJe99,special_teams,8,,,,,
player,201212160nwe,nwe,MayoJe99,st_pct,21%,,,,,
player,201212160nwe,nwe,WilfVi20,pos,DT,,,,,
player,201212160nwe,nwe,WilfVi20,offense,0,,,,,
player,201212160nwe,nwe,WilfVi20,off_pct,0%,,,,,
player,201212160nwe,nwe,WilfVi20,defense,67,,,,,
player,201212160nwe,nwe,WilfVi20,def_pct,99%,,,,,
player,201212160nwe,nwe,WilfVi20,special_teams,8,,,,,
player,201212160nwe,nwe,WilfVi20,st_pct,21%,,,,,
player,201212160nwe,nwe,HighDo01,pos,LB,,,,,
player,201212160nwe,nwe,HighDo01,offense,0,,,,,
player,201212160nwe,nwe,HighDo01,off_pct,0%,,,,,
player,201212160nwe,nwe,HighDo01,defense,65,,,,,
player,201212160nwe,nwe,HighDo01,def_pct,96%,,,,,
player,201212160nwe,nwe,HighDo01,special_teams,0,,,,,
player,201212160nwe,nwe,HighDo01,st_pct,0%,,,,,
player,201212160nwe,nwe,TaliAq99,pos,CB,,,,,
player,201212160nwe,nwe,TaliAq99,offense,0,,,,,
player,201212160nwe,nwe,TaliAq99,off_pct,0%,,,,,
player,201212160nwe,nwe,TaliAq99,defense,64,,,,,
player,201212160nwe,nwe,TaliAq99,def_pct,94%,,,,,
player,201212160nwe,nwe,TaliAq99,special_teams,5,,,,,
player,201212160nwe,nwe,TaliAq99,st_pct,13%,,,,,
player,201212160nwe,nwe,SpikBr99,pos,LB,,,,,
player,201212160nwe,nwe,SpikBr99,offense,0,,,,,
player,201212160nwe,nwe,SpikBr99,off_pct,0%,,,,,
player,201212160nwe,nwe,SpikBr99,defense,51,,,,,
player,201212160nwe,nwe,SpikBr99,def_pct,75%,,,,,
player,201212160nwe,nwe,SpikBr99,special_teams,0,,,,,
player,201212160nwe,nwe,SpikBr99,st_pct,0%,,,,,
player,201212160nwe,nwe,DeadBr99,pos,DE,,,,,
player,201212160nwe,nwe,DeadBr99,offense,0,,,,,
player,201212160nwe,nwe,DeadBr99,off_pct,0%,,,,,
player,201212160nwe,nwe,DeadBr99,defense,48,,,,,
player,201212160nwe,nwe,DeadBr99,def_pct,71%,,,,,
player,201212160nwe,nwe,DeadBr99,special_teams,8,,,,,
player,201212160nwe,nwe,DeadBr99,st_pct,21%,,,,,
player,201212160nwe,nwe,GregSt20,pos,SS,,,,,
player,201212160nwe,nwe,GregSt20,offense,0,,,,,
player,201212160nwe,nwe,GregSt20,off_pct,0%,,,,,
player,201212160nwe,nwe,GregSt20,defense,48,,,,,
player,201212160nwe,nwe,GregSt20,def_pct,71%,,,,,
player,201212160nwe,nwe,GregSt20,special_teams,0,,,,,
player,201212160nwe,nwe,GregSt20,st_pct,0%,,,,,
player,201212160nwe,nwe,LoveKy00,pos,DT,,,,,
player,201212160nwe,nwe,LoveKy00,offense,0,,,,,
player,201212160nwe,nwe,LoveKy00,off_pct,0%,,,,,
player,201212160nwe,nwe,LoveKy00,defense,39,,,,,
player,201212160nwe,nwe,LoveKy00,def_pct,57%,,,,,
player,201212160nwe,nwe,LoveKy00,special_teams,8,,,,,
player,201212160nwe,nwe,LoveKy00,st_pct,21%,,,,,
player,201212160nwe,nwe,DennAl00,pos,CB,,,,,
player,201212160nwe,nwe,DennAl00,offense,0,,,,,
player,201212160nwe,nwe,DennAl00,off_pct,0%,,,,,
player,201212160nwe,nwe,DennAl00,defense,38,,,,,
player,201212160nwe,nwe,DennAl00,def_pct,56%,,,,,
player,201212160nwe,nwe,DennAl00,special_teams,0,,,,,
player,201212160nwe,nwe,DennAl00,st_pct,0%,,,,,
player,201212160nwe,nwe,JoneCh03,pos,DE,,,,,
player,201212160nwe,nwe,JoneCh03,offense,0,,,,,
player,201212160nwe,nwe,JoneCh03,off_pct,0%,,,,,
player,201212160nwe,nwe,JoneCh03,defense,34,,,,,
player,201212160nwe,nwe,JoneCh03,def_pct,50%,,,,,
player,201212160nwe,nwe,JoneCh03,special_teams,8,,,,,
player,201212160nwe,nwe,JoneCh03,st_pct,21%,,,,,
player,201212160nwe,nwe,ArriKy00,pos,CB,,,,,
player,201212160nwe,nwe,ArriKy00,offense,0,,,,,
player,201212160nwe,nwe,ArriKy00,off_pct,0%,,,,,
player,201212160nwe,nwe,ArriKy00,defense,32,,,,,
player,201212160nwe,nwe,ArriKy00,def_pct,47%,,,,,
player,201212160nwe,nwe,ArriKy00,special_teams,21,,,,,
player,201212160nwe,nwe,ArriKy00,st_pct,54%,,,,,
player,201212160nwe,nwe,FranJu00,pos,DT,,,,,
player,201212160nwe,nwe,FranJu00,offense,0,,,,,
player,201212160nwe,nwe,FranJu00,off_pct,0%,,,,,
player,201212160nwe,nwe,FranJu00,defense,22,,,,,
player,201212160nwe,nwe,FranJu00,def_pct,32%,,,,,
player,201212160nwe,nwe,FranJu00,special_teams,6,,,,,
player,201212160nwe,nwe,FranJu00,st_pct,15%,,,,,
player,201212160nwe,nwe,ChunPa99,pos,SS,,,,,
player,201212160nwe,nwe,ChunPa99,offense,0,,,,,
player,201212160nwe,nwe,ChunPa99,off_pct,0%,,,,,
player,201212160nwe,nwe,ChunPa99,defense,19,,,,,
player,201212160nwe,nwe,ChunPa99,def_pct,28%,,,,,
player,201212160nwe,nwe,ChunPa99,special_teams,24,,,,,
player,201212160nwe,nwe,ChunPa99,st_pct,62%,,,,,
player,201212160nwe,nwe,RiveMi00,pos,LB,,,,,
player,201212160nwe,nwe,RiveMi00,offense,0,,,,,
player,201212160nwe,nwe,RiveMi00,off_pct,0%,,,,,
player,201212160nwe,nwe,RiveMi00,defense,5,,,,,
player,201212160nwe,nwe,RiveMi00,def_pct,7%,,,,,
player,201212160nwe,nwe,RiveMi00,special_teams,11,,,,,
player,201212160nwe,nwe,RiveMi00,st_pct,28%,,,,,
player,201212160nwe,nwe,WilsTa00,pos,SS,,,,,
player,201212160nwe,nwe,WilsTa00,offense,0,,,,,
player,201212160nwe,nwe,WilsTa00,off_pct,0%,,,,,
player,201212160nwe,nwe,WilsTa00,defense,4,,,,,
player,201212160nwe,nwe,WilsTa00,def_pct,6%,,,,,
player,201212160nwe,nwe,WilsTa00,special_teams,26,,,,,
player,201212160nwe,nwe,WilsTa00,st_pct,67%,,,,,
player,201212160nwe,nwe,ColeMa01,pos,CB,,,,,
player,201212160nwe,nwe,ColeMa01,offense,0,,,,,
player,201212160nwe,nwe,ColeMa01,off_pct,0%,,,,,
player,201212160nwe,nwe,ColeMa01,defense,4,,,,,
player,201212160nwe,nwe,ColeMa01,def_pct,6%,,,,,
player,201212160nwe,nwe,ColeMa01,special_teams,18,,,,,
player,201212160nwe,nwe,ColeMa01,st_pct,46%,,,,,
player,201212160nwe,nwe,ScotTr99,pos,DE,,,,,
player,201212160nwe,nwe,ScotTr99,offense,0,,,,,
player,201212160nwe,nwe,ScotTr99,off_pct,0%,,,,,
player,201212160nwe,nwe,ScotTr99,defense,3,,,,,
player,201212160nwe,nwe,ScotTr99,def_pct,4%,,,,,
player,201212160nwe,nwe,ScotTr99,special_teams,18,,,,,
player,201212160nwe,nwe,ScotTr99,st_pct,46%,,,,,
player,201212160nwe,nwe,KoutNi20,pos,LB,,,,,
player,201212160nwe,nwe,KoutNi20,offense,0,,,,,
player,201212160nwe,nwe,KoutNi20,off_pct,0%,,,,,
player,201212160nwe,nwe,KoutNi20,defense,1,,,,,
player,201212160nwe,nwe,KoutNi20,def_pct,1%,,,,,
player,201212160nwe,nwe,KoutNi20,special_teams,25,,,,,
player,201212160nwe,nwe,KoutNi20,st_pct,64%,,,,,
player,201212160nwe,nwe,SlatMa00,pos,WR,,,,,
player,201212160nwe,nwe,SlatMa00,offense,0,,,,,
player,201212160nwe,nwe,SlatMa00,off_pct,0%,,,,,
player,201212160nwe,nwe,SlatMa00,defense,0,,,,,
player,201212160nwe,nwe,SlatMa00,def_pct,0%,,,,,
player,201212160nwe,nwe,SlatMa00,special_teams,25,,,,,
player,201212160nwe,nwe,SlatMa00,st_pct,64%,,,,,
player,201212160nwe,nwe,BoldBr00,pos,RB,,,,,
player,201212160nwe,nwe,BoldBr00,offense,0,,,,,
player,201212160nwe,nwe,BoldBr00,off_pct,0%,,,,,
player,201212160nwe,nwe,BoldBr00,defense,0,,,,,
player,201212160nwe,nwe,BoldBr00,def_pct,0%,,,,,
player,201212160nwe,nwe,BoldBr00,special_teams,25,,,,,
player,201212160nwe,nwe,BoldBr00,st_pct,64%,,,,,
player,201212160nwe,nwe,EbneNa00,pos,SS,,,,,
player,201212160nwe,nwe,EbneNa00,offense,0,,,,,
player,201212160nwe,nwe,EbneNa00,off_pct,0%,,,,,
player,201212160nwe,nwe,EbneNa00,defense,0,,,,,
player,201212160nwe,nwe,EbneNa00,def_pct,0%,,,,,
player,201212160nwe,nwe,EbneNa00,special_teams,20,,,,,
player,201212160nwe,nwe,EbneNa00,st_pct,51%,,,,,
player,201212160nwe,nwe,GostSt20,pos,K,,,,,
player,201212160nwe,nwe,GostSt20,offense,0,,,,,
player,201212160nwe,nwe,GostSt20,off_pct,0%,,,,,
player,201212160nwe,nwe,GostSt20,defense,0,,,,,
player,201212160nwe,nwe,GostSt20,def_pct,0%,,,,,
player,201212160nwe,nwe,GostSt20,special_teams,13,,,,,
player,201212160nwe,nwe,GostSt20,st_pct,33%,,,,,
player,201212160nwe,nwe,MeskZo99,pos,P,,,,,
player,201212160nwe,nwe,MeskZo99,offense,0,,,,,
player,201212160nwe,nwe,MeskZo99,off_pct,0%,,,,,
player,201212160nwe,nwe,MeskZo99,defense,0,,,,,
player,201212160nwe,nwe,MeskZo99,def_pct,0%,,,,,
player,201212160nwe,nwe,MeskZo99,special_teams,12,,,,,
player,201212160nwe,nwe,MeskZo99,st_pct,31%,,,,,
player,201212160nwe,nwe,DeveJa00,pos,RB,,,,,
player,201212160nwe,nwe,DeveJa00,offense,0,,,,,
player,201212160nwe,nwe,DeveJa00,off_pct,0%,,,,,
player,201212160nwe,nwe,DeveJa00,defense,0,,,,,
player,201212160nwe,nwe,DeveJa00,def_pct,0%,,,,,
player,201212160nwe,nwe,DeveJa00,special_teams,12,,,,,
player,201212160nwe,nwe,DeveJa00,st_pct,31%,,,,,
player,201212160nwe,nwe,AikeDa00,pos,LS,,,,,
player,201212160nwe,nwe,AikeDa00,offense,0,,,,,
player,201212160nwe,nwe,AikeDa00,off_pct,0%,,,,,
player,201212160nwe,nwe,AikeDa00,defense,0,,,,,
player,201212160nwe,nwe,AikeDa00,def_pct,0%,,,,,
player,201212160nwe,nwe,AikeDa00,special_teams,11,,,,,
player,201212160nwe,nwe,AikeDa00,st_pct,28%,,,,,
player,201212160nwe,nwe,ThomDo26,pos,G,,,,,
player,201212160nwe,nwe,ThomDo26,offense,0,,,,,
player,201212160nwe,nwe,ThomDo26,off_pct,0%,,,,,
player,201212160nwe,nwe,ThomDo26,defense,0,,,,,
player,201212160nwe,nwe,ThomDo26,def_pct,0%,,,,,
player,201212160nwe,nwe,ThomDo26,special_teams,6,,,,,
player,201212160nwe,nwe,ThomDo26,st_pct,15%,,,,,
player,201212160nwe,nwe,McDoNi00,pos,C,,,,,
player,201212160nwe,nwe,McDoNi00,offense,0,,,,,
player,201212160nwe,nwe,McDoNi00,off_pct,0%,,,,,
player,201212160nwe,nwe,McDoNi00,defense,0,,,,,
player,201212160nwe,nwe,McDoNi00,def_pct,0%,,,,,
player,201212160nwe,nwe,McDoNi00,special_teams,6,,,,,
player,201212160nwe,nwe,McDoNi00,st_pct,15%,,,,,
player,201212160nwe,sfo,GoodJo23,pos,C,,,,,
player,201212160nwe,sfo,GoodJo23,offense,68,,,,,
player,201212160nwe,sfo,GoodJo23,off_pct,100%,,,,,
player,201212160nwe,sfo,GoodJo23,defense,0,,,,,
player,201212160nwe,sfo,GoodJo23,def_pct,0%,,,,,
player,201212160nwe,sfo,GoodJo23,special_teams,8,,,,,
player,201212160nwe,sfo,GoodJo23,st_pct,21%,,,,,
player,201212160nwe,sfo,BoonAl21,pos,G,,,,,
player,201212160nwe,sfo,BoonAl21,offense,68,,,,,
player,201212160nwe,sfo,BoonAl21,off_pct,100%,,,,,
player,201212160nwe,sfo,BoonAl21,defense,0,,,,,
player,201212160nwe,sfo,BoonAl21,def_pct,0%,,,,,
player,201212160nwe,sfo,BoonAl21,special_teams,8,,,,,
player,201212160nwe,sfo,BoonAl21,st_pct,21%,,,,,
player,201212160nwe,sfo,StalJo20,pos,T,,,,,
player,201212160nwe,sfo,StalJo20,offense,68,,,,,
player,201212160nwe,sfo,StalJo20,off_pct,100%,,,,,
player,201212160nwe,sfo,StalJo20,defense,0,,,,,
player,201212160nwe,sfo,StalJo20,def_pct,0%,,,,,
player,201212160nwe,sfo,StalJo20,special_teams,8,,,,,
player,201212160nwe,sfo,StalJo20,st_pct,21%,,,,,
player,201212160nwe,sfo,DaviAn27,pos,T,,,,,
player,201212160nwe,sfo,DaviAn27,offense,68,,,,,
player,201212160nwe,sfo,DaviAn27,off_pct,100%,,,,,
player,201212160nwe,sfo,DaviAn27,defense,0,,,,,
player,201212160nwe,sfo,DaviAn27,def_pct,0%,,,,,
player,201212160nwe,sfo,DaviAn27,special_teams,8,,,,,
player,201212160nwe,sfo,DaviAn27,st_pct,21%,,,,,
player,201212160nwe,sfo,KaepCo00,pos,QB,,,,,
player,201212160nwe,sfo,KaepCo00,offense,68,,,,,
player,201212160nwe,sfo,KaepCo00,off_pct,100%,,,,,
player,201212160nwe,sfo,KaepCo00,defense,0,,,,,
player,201212160nwe,sfo,KaepCo00,def_pct,0%,,,,,
player,201212160nwe,sfo,KaepCo00,special_teams,0,,,,,
player,201212160nwe,sfo,KaepCo00,st_pct,0%,,,,,
player,201212160nwe,sfo,DaviVe00,pos,TE,,,,,
player,201212160nwe,sfo,DaviVe00,offense,67,,,,,
player,201212160nwe,sfo,DaviVe00,off_pct,99%,,,,,
player,201212160nwe,sfo,DaviVe00,defense,0,,,,,
player,201212160nwe,sfo,DaviVe00,def_pct,0%,,,,,
player,201212160nwe,sfo,DaviVe00,special_teams,0,,,,,
player,201212160nwe,sfo,DaviVe00,st_pct,0%,,,,,
player,201212160nwe,sfo,IupaMi20,pos,G,,,,,
player,201212160nwe,sfo,IupaMi20,offense,55,,,,,
player,201212160nwe,sfo,IupaMi20,off_pct,81%,,,,,
player,201212160nwe,sfo,IupaMi20,defense,0,,,,,
player,201212160nwe,sfo,IupaMi20,def_pct,0%,,,,,
player,201212160nwe,sfo,IupaMi20,special_teams,7,,,,,
player,201212160nwe,sfo,IupaMi20,st_pct,18%,,,,,
player,201212160nwe,sfo,GoreFr00,pos,RB,,,,,
player,201212160nwe,sfo,GoreFr00,offense,53,,,,,
player,201212160nwe,sfo,GoreFr00,off_pct,78%,,,,,
player,201212160nwe,sfo,GoreFr00,defense,0,,,,,
player,201212160nwe,sfo,GoreFr00,def_pct,0%,,,,,
player,201212160nwe,sfo,GoreFr00,special_teams,0,,,,,
player,201212160nwe,sfo,GoreFr00,st_pct,0%,,,,,
player,201212160nwe,sfo,WalkHu00,pos,TE,,,,,
player,201212160nwe,sfo,WalkHu00,offense,48,,,,,
player,201212160nwe,sfo,WalkHu00,off_pct,71%,,,,,
player,201212160nwe,sfo,WalkHu00,defense,0,,,,,
player,201212160nwe,sfo,WalkHu00,def_pct,0%,,,,,
player,201212160nwe,sfo,WalkHu00,special_teams,14,,,,,
player,201212160nwe,sfo,WalkHu00,st_pct,36%,,,,,
player,201212160nwe,sfo,MossRa00,pos,WR,,,,,
player,201212160nwe,sfo,MossRa00,offense,47,,,,,
player,201212160nwe,sfo,MossRa00,off_pct,69%,,,,,
player,201212160nwe,sfo,MossRa00,defense,0,,,,,
player,201212160nwe,sfo,MossRa00,def_pct,0%,,,,,
player,201212160nwe,sfo,MossRa00,special_teams,1,,,,,
player,201212160nwe,sfo,MossRa00,st_pct,3%,,,,,
player,201212160nwe,sfo,CrabMi00,pos,WR,,,,,
player,201212160nwe,sfo,CrabMi00,offense,43,,,,,
player,201212160nwe,sfo,CrabMi00,off_pct,63%,,,,,
player,201212160nwe,sfo,CrabMi00,defense,0,,,,,
player,201212160nwe,sfo,CrabMi00,def_pct,0%,,,,,
player,201212160nwe,sfo,CrabMi00,special_teams,0,,,,,
player,201212160nwe,sfo,CrabMi00,st_pct,0%,,,,,
player,201212160nwe,sfo,MillBr02,pos,FB,,,,,
player,201212160nwe,sfo,MillBr02,offense,37,,,,,
player,201212160nwe,sfo,MillBr02,off_pct,54%,,,,,
player,201212160nwe,sfo,MillBr02,defense,0,,,,,
player,201212160nwe,sfo,MillBr02,def_pct,0%,,,,,
player,201212160nwe,sfo,MillBr02,special_teams,24,,,,,
player,201212160nwe,sfo,MillBr02,st_pct,62%,,,,,
player,201212160nwe,sfo,DaviLe21,pos,G,,,,,
player,201212160nwe,sfo,DaviLe21,offense,15,,,,,
player,201212160nwe,sfo,DaviLe21,off_pct,22%,,,,,
player,201212160nwe,sfo,DaviLe21,defense,0,,,,,
player,201212160nwe,sfo,DaviLe21,def_pct,0%,,,,,
player,201212160nwe,sfo,DaviLe21,special_teams,8,,,,,
player,201212160nwe,sfo,DaviLe21,st_pct,21%,,,,,
player,201212160nwe,sfo,JameLa00,pos,RB,,,,,
player,201212160nwe,sfo,JameLa00,offense,13,,,,,
player,201212160nwe,sfo,JameLa00,off_pct,19%,,,,,
player,201212160nwe,sfo,JameLa00,defense,0,,,,,
player,201212160nwe,sfo,JameLa00,def_pct,0%,,,,,
player,201212160nwe,sfo,JameLa00,special_teams,6,,,,,
player,201212160nwe,sfo,JameLa00,st_pct,15%,,,,,
player,201212160nwe,sfo,CeleGa00,pos,TE,,,,,
player,201212160nwe,sfo,CeleGa00,offense,9,,,,,
player,201212160nwe,sfo,CeleGa00,off_pct,13%,,,,,
player,201212160nwe,sfo,CeleGa00,defense,0,,,,,
player,201212160nwe,sfo,CeleGa00,def_pct,0%,,,,,
player,201212160nwe,sfo,CeleGa00,special_teams,15,,,,,
player,201212160nwe,sfo,CeleGa00,st_pct,38%,,,,,
player,201212160nwe,sfo,JenkA.00,pos,WR,,,,,
player,201212160nwe,sfo,JenkA.00,offense,8,,,,,
player,201212160nwe,sfo,JenkA.00,off_pct,12%,,,,,
player,201212160nwe,sfo,JenkA.00,defense,0,,,,,
player,201212160nwe,sfo,JenkA.00,def_pct,0%,,,,,
player,201212160nwe,sfo,JenkA.00,special_teams,0,,,,,
player,201212160nwe,sfo,JenkA.00,st_pct,0%,,,,,
player,201212160nwe,sfo,GinnTe00,pos,WR,,,,,
player,201212160nwe,sfo,GinnTe00,offense,5,,,,,
player,201212160nwe,sfo,GinnTe00,off_pct,7%,,,,,
player,201212160nwe,sfo,GinnTe00,defense,0,,,,,
player,201212160nwe,sfo,GinnTe00,def_pct,0%,,,,,
player,201212160nwe,sfo,GinnTe00,special_teams,6,,,,,
player,201212160nwe,sfo,GinnTe00,st_pct,15%,,,,,
player,201212160nwe,sfo,TukuWi00,pos,DT,,,,,
player,201212160nwe,sfo,TukuWi00,offense,4,,,,,
player,201212160nwe,sfo,TukuWi00,off_pct,6%,,,,,
player,201212160nwe,sfo,TukuWi00,defense,7,,,,,
player,201212160nwe,sfo,TukuWi00,def_pct,7%,,,,,
player,201212160nwe,sfo,TukuWi00,special_teams,14,,,,,
player,201212160nwe,sfo,TukuWi00,st_pct,36%,,,,,
player,201212160nwe,sfo,DixoAn00,pos,RB,,,,,
player,201212160nwe,sfo,DixoAn00,offense,3,,,,,
player,201212160nwe,sfo,DixoAn00,off_pct,4%,,,,,
player,201212160nwe,sfo,DixoAn00,defense,0,,,,,
player,201212160nwe,sfo,DixoAn00,def_pct,0%,,,,,
player,201212160nwe,sfo,DixoAn00,special_teams,24,,,,,
player,201212160nwe,sfo,DixoAn00,st_pct,62%,,,,,
player,201212160nwe,sfo,KilgDa00,pos,G,,,,,
player,201212160nwe,sfo,KilgDa00,offense,1,,,,,
player,201212160nwe,sfo,KilgDa00,off_pct,1%,,,,,
player,201212160nwe,sfo,KilgDa00,defense,0,,,,,
player,201212160nwe,sfo,KilgDa00,def_pct,0%,,,,,
player,201212160nwe,sfo,KilgDa00,special_teams,8,,,,,
player,201212160nwe,sfo,KilgDa00,st_pct,21%,,,,,
player,201212160nwe,sfo,WillPa98,pos,LB,,,,,
player,201212160nwe,sfo,WillPa98,offense,0,,,,,
player,201212160nwe,sfo,WillPa98,off_pct,0%,,,,,
player,201212160nwe,sfo,WillPa98,defense,94,,,,,
player,201212160nwe,sfo,WillPa98,def_pct,100%,,,,,
player,201212160nwe,sfo,WillPa98,special_teams,13,,,,,
player,201212160nwe,sfo,WillPa98,st_pct,33%,,,,,
player,201212160nwe,sfo,GoldDa99,pos,FS,,,,,
player,201212160nwe,sfo,GoldDa99,offense,0,,,,,
player,201212160nwe,sfo,GoldDa99,off_pct,0%,,,,,
player,201212160nwe,sfo,GoldDa99,defense,94,,,,,
player,201212160nwe,sfo,GoldDa99,def_pct,100%,,,,,
player,201212160nwe,sfo,GoldDa99,special_teams,12,,,,,
player,201212160nwe,sfo,GoldDa99,st_pct,31%,,,,,
player,201212160nwe,sfo,BowmNa99,pos,LB,,,,,
player,201212160nwe,sfo,BowmNa99,offense,0,,,,,
player,201212160nwe,sfo,BowmNa99,off_pct,0%,,,,,
player,201212160nwe,sfo,BowmNa99,defense,94,,,,,
player,201212160nwe,sfo,BowmNa99,def_pct,100%,,,,,
player,201212160nwe,sfo,BowmNa99,special_teams,7,,,,,
player,201212160nwe,sfo,BowmNa99,st_pct,18%,,,,,
player,201212160nwe,sfo,WhitDo20,pos,SS,,,,,
player,201212160nwe,sfo,WhitDo20,offense,0,,,,,
player,201212160nwe,sfo,WhitDo20,off_pct,0%,,,,,
player,201212160nwe,sfo,WhitDo20,defense,94,,,,,
player,201212160nwe,sfo,WhitDo20,def_pct,100%,,,,,
player,201212160nwe,sfo,WhitDo20,special_teams,0,,,,,
player,201212160nwe,sfo,WhitDo20,st_pct,0%,,,,,
player,201212160nwe,sfo,RogeCa20,pos,CB,,,,,
player,201212160nwe,sfo,RogeCa20,offense,0,,,,,
player,201212160nwe,sfo,RogeCa20,off_pct,0%,,,,,
player,201212160nwe,sfo,RogeCa20,defense,93,,,,,
player,201212160nwe,sfo,RogeCa20,def_pct,99%,,,,,
player,201212160nwe,sfo,RogeCa20,special_teams,0,,,,,
player,201212160nwe,sfo,RogeCa20,st_pct,0%,,,,,
player,201212160nwe,sfo,BrowTa99,pos,CB,,,,,
player,201212160nwe,sfo,BrowTa99,offense,0,,,,,
player,201212160nwe,sfo,BrowTa99,off_pct,0%,,,,,
player,201212160nwe,sfo,BrowTa99,defense,92,,,,,
player,201212160nwe,sfo,BrowTa99,def_pct,98%,,,,,
player,201212160nwe,sfo,BrowTa99,special_teams,7,,,,,
player,201212160nwe,sfo,BrowTa99,st_pct,18%,,,,,
player,201212160nwe,sfo,SmitAl04,pos,LB,,,,,
player,201212160nwe,sfo,SmitAl04,offense,0,,,,,
player,201212160nwe,sfo,SmitAl04,off_pct,0%,,,,,
player,201212160nwe,sfo,SmitAl04,defense,88,,,,,
player,201212160nwe,sfo,SmitAl04,def_pct,94%,,,,,
player,201212160nwe,sfo,SmitAl04,special_teams,7,,,,,
player,201212160nwe,sfo,SmitAl04,st_pct,18%,,,,,
player,201212160nwe,sfo,BrooAh21,pos,LB,,,,,
player,201212160nwe,sfo,BrooAh21,offense,0,,,,,
player,201212160nwe,sfo,BrooAh21,off_pct,0%,,,,,
player,201212160nwe,sfo,BrooAh21,defense,84,,,,,
player,201212160nwe,sfo,BrooAh21,def_pct,89%,,,,,
player,201212160nwe,sfo,BrooAh21,special_teams,7,,,,,
player,201212160nwe,sfo,BrooAh21,st_pct,18%,,,,,
player,201212160nwe,sfo,McDoRa99,pos,DT,,,,,
player,201212160nwe,sfo,McDoRa99,offense,0,,,,,
player,201212160nwe,sfo,McDoRa99,off_pct,0%,,,,,
player,201212160nwe,sfo,McDoRa99,defense,83,,,,,
player,201212160nwe,sfo,McDoRa99,def_pct,88%,,,,,
player,201212160nwe,sfo,McDoRa99,special_teams,7,,,,,
player,201212160nwe,sfo,McDoRa99,st_pct,18%,,,,,
player,201212160nwe,sfo,CullCh00,pos,CB,,,,,
player,201212160nwe,sfo,CullCh00,offense,0,,,,,
player,201212160nwe,sfo,CullCh00,off_pct,0%,,,,,
player,201212160nwe,sfo,CullCh00,defense,80,,,,,
player,201212160nwe,sfo,CullCh00,def_pct,85%,,,,,
player,201212160nwe,sfo,CullCh00,special_teams,5,,,,,
player,201212160nwe,sfo,CullCh00,st_pct,13%,,,,,
player,201212160nwe,sfo,JeanRi99,pos,DT,,,,,
player,201212160nwe,sfo,JeanRi99,offense,0,,,,,
player,201212160nwe,sfo,JeanRi99,off_pct,0%,,,,,
player,201212160nwe,sfo,JeanRi99,defense,48,,,,,
player,201212160nwe,sfo,JeanRi99,def_pct,51%,,,,,
player,201212160nwe,sfo,JeanRi99,special_teams,7,,,,,
player,201212160nwe,sfo,JeanRi99,st_pct,18%,,,,,
player,201212160nwe,sfo,SmitJu20,pos,DT,,,,,
player,201212160nwe,sfo,SmitJu20,offense,0,,,,,
player,201212160nwe,sfo,SmitJu20,off_pct,0%,,,,,
player,201212160nwe,sfo,SmitJu20,defense,44,,,,,
player,201212160nwe,sfo,SmitJu20,def_pct,47%,,,,,
player,201212160nwe,sfo,SmitJu20,special_teams,0,,,,,
player,201212160nwe,sfo,SmitJu20,st_pct,0%,,,,,
player,201212160nwe,sfo,SopoIs20,pos,NT,,,,,
player,201212160nwe,sfo,SopoIs20,offense,0,,,,,
player,201212160nwe,sfo,SopoIs20,off_pct,0%,,,,,
player,201212160nwe,sfo,SopoIs20,defense,20,,,,,
player,201212160nwe,sfo,SopoIs20,def_pct,21%,,,,,
