game,2012,4,20120930,201209300det,min,"Minnesota Vikings",20,det,"Detroit Lions",13
player,201209300det,det,BurlNa00,pass_int,0,,,,,
player,201209300det,det,BurlNa00,pass_sacked,0,,,,,
player,201209300det,det,BurlNa00,pass_sacked_yds,0,,,,,
player,201209300det,det,BurlNa00,pass_long,0,,,,,
player,201209300det,det,BurlNa00,pass_rating,,,,,,
player,201209300det,det,BurlNa00,rush_att,1,,,,,
player,201209300det,det,BurlNa00,rush_yds,8,,,,,
player,201209300det,det,BurlNa00,rush_td,0,,,,,
player,201209300det,det,BurlNa00,rush_long,8,,,,,
player,201209300det,det,BurlNa00,targets,8,,,,,
player,201209300det,det,BurlNa00,rec,5,,,,,
player,201209300det,det,BurlNa00,rec_yds,51,,,,,
player,201209300det,det,BurlNa00,rec_td,0,,,,,
player,201209300det,det,BurlNa00,rec_long,26,,,,,
player,201209300det,det,BurlNa00,fumbles,0,,,,,
player,201209300det,det,BurlNa00,fumbles_lost,0,,,,,
player,201209300det,det,YounTi00,pass_cmp,0,,,,,
player,201209300det,det,YounTi00,pass_att,0,,,,,
player,201209300det,det,YounTi00,pass_yds,0,,,,,
player,201209300det,det,YounTi00,pass_td,0,,,,,
player,201209300det,det,YounTi00,pass_int,0,,,,,
player,201209300det,det,YounTi00,pass_sacked,0,,,,,
player,201209300det,det,YounTi00,pass_sacked_yds,0,,,,,
player,201209300det,det,YounTi00,pass_long,0,,,,,
player,201209300det,det,YounTi00,pass_rating,,,,,,
player,201209300det,det,YounTi00,rush_att,1,,,,,
player,201209300det,det,YounTi00,rush_yds,5,,,,,
player,201209300det,det,YounTi00,rush_td,0,,,,,
player,201209300det,det,YounTi00,rush_long,5,,,,,
player,201209300det,det,YounTi00,targets,3,,,,,
player,201209300det,det,YounTi00,rec,1,,,,,
player,201209300det,det,YounTi00,rec_yds,17,,,,,
player,201209300det,det,YounTi00,rec_td,0,,,,,
player,201209300det,det,YounTi00,rec_long,17,,,,,
player,201209300det,det,YounTi00,fumbles,0,,,,,
player,201209300det,det,YounTi00,fumbles_lost,0,,,,,
player,201209300det,det,BellJo01,pass_cmp,0,,,,,
player,201209300det,det,BellJo01,pass_att,0,,,,,
player,201209300det,det,BellJo01,pass_yds,0,,,,,
player,201209300det,det,BellJo01,pass_td,0,,,,,
player,201209300det,det,BellJo01,pass_int,0,,,,,
player,201209300det,det,BellJo01,pass_sacked,0,,,,,
player,201209300det,det,BellJo01,pass_sacked_yds,0,,,,,
player,201209300det,det,BellJo01,pass_long,0,,,,,
player,201209300det,det,BellJo01,pass_rating,,,,,,
player,201209300det,det,BellJo01,rush_att,1,,,,,
player,201209300det,det,BellJo01,rush_yds,2,,,,,
player,201209300det,det,BellJo01,rush_td,0,,,,,
player,201209300det,det,BellJo01,rush_long,2,,,,,
player,201209300det,det,BellJo01,targets,8,,,,,
player,201209300det,det,BellJo01,rec,6,,,,,
player,201209300det,det,BellJo01,rec_yds,72,,,,,
player,201209300det,det,BellJo01,rec_td,0,,,,,
player,201209300det,det,BellJo01,rec_long,23,,,,,
player,201209300det,det,BellJo01,fumbles,0,,,,,
player,201209300det,det,BellJo01,fumbles_lost,0,,,,,
player,201209300det,det,PettBr00,pass_cmp,0,,,,,
player,201209300det,det,PettBr00,pass_att,0,,,,,
player,201209300det,det,PettBr00,pass_yds,0,,,,,
player,201209300det,det,PettBr00,pass_td,0,,,,,
player,201209300det,det,PettBr00,pass_int,0,,,,,
player,201209300det,det,PettBr00,pass_sacked,0,,,,,
player,201209300det,det,PettBr00,pass_sacked_yds,0,,,,,
player,201209300det,det,PettBr00,pass_long,0,,,,,
player,201209300det,det,PettBr00,pass_rating,,,,,,
player,201209300det,det,PettBr00,rush_att,0,,,,,
player,201209300det,det,PettBr00,rush_yds,0,,,,,
player,201209300det,det,PettBr00,rush_td,0,,,,,
player,201209300det,det,PettBr00,rush_long,0,,,,,
player,201209300det,det,PettBr00,targets,9,,,,,
player,201209300det,det,PettBr00,rec,7,,,,,
player,201209300det,det,PettBr00,rec_yds,67,,,,,
player,201209300det,det,PettBr00,rec_td,0,,,,,
player,201209300det,det,PettBr00,rec_long,15,,,,,
player,201209300det,det,PettBr00,fumbles,0,,,,,
player,201209300det,det,PettBr00,fumbles_lost,0,,,,,
player,201209300det,det,JohnCa00,pass_cmp,0,,,,,
player,201209300det,det,JohnCa00,pass_att,0,,,,,
player,201209300det,det,JohnCa00,pass_yds,0,,,,,
player,201209300det,det,JohnCa00,pass_td,0,,,,,
player,201209300det,det,JohnCa00,pass_int,0,,,,,
player,201209300det,det,JohnCa00,pass_sacked,0,,,,,
player,201209300det,det,JohnCa00,pass_sacked_yds,0,,,,,
player,201209300det,det,JohnCa00,pass_long,0,,,,,
player,201209300det,det,JohnCa00,pass_rating,,,,,,
player,201209300det,det,JohnCa00,rush_att,0,,,,,
player,201209300det,det,JohnCa00,rush_yds,0,,,,,
player,201209300det,det,JohnCa00,rush_td,0,,,,,
player,201209300det,det,JohnCa00,rush_long,0,,,,,
player,201209300det,det,JohnCa00,targets,12,,,,,
player,201209300det,det,JohnCa00,rec,5,,,,,
player,201209300det,det,JohnCa00,rec_yds,54,,,,,
player,201209300det,det,JohnCa00,rec_td,0,,,,,
player,201209300det,det,JohnCa00,rec_long,19,,,,,
player,201209300det,det,JohnCa00,fumbles,0,,,,,
player,201209300det,det,JohnCa00,fumbles_lost,0,,,,,
player,201209300det,det,ScheTo00,pass_cmp,0,,,,,
player,201209300det,det,ScheTo00,pass_att,0,,,,,
player,201209300det,det,ScheTo00,pass_yds,0,,,,,
player,201209300det,det,ScheTo00,pass_td,0,,,,,
player,201209300det,det,ScheTo00,pass_int,0,,,,,
player,201209300det,det,ScheTo00,pass_sacked,0,,,,,
player,201209300det,det,ScheTo00,pass_sacked_yds,0,,,,,
player,201209300det,det,ScheTo00,pass_long,0,,,,,
player,201209300det,det,ScheTo00,pass_rating,,,,,,
player,201209300det,det,ScheTo00,rush_att,0,,,,,
player,201209300det,det,ScheTo00,rush_yds,0,,,,,
player,201209300det,det,ScheTo00,rush_td,0,,,,,
player,201209300det,det,ScheTo00,rush_long,0,,,,,
player,201209300det,det,ScheTo00,targets,3,,,,,
player,201209300det,det,ScheTo00,rec,1,,,,,
player,201209300det,det,ScheTo00,rec_yds,16,,,,,
player,201209300det,det,ScheTo00,rec_td,0,,,,,
player,201209300det,det,ScheTo00,rec_long,16,,,,,
player,201209300det,det,ScheTo00,fumbles,0,,,,,
player,201209300det,det,ScheTo00,fumbles_lost,0,,,,,
player,201209300det,det,WillKe03,pass_cmp,0,,,,,
player,201209300det,det,WillKe03,pass_att,0,,,,,
player,201209300det,det,WillKe03,pass_yds,0,,,,,
player,201209300det,det,WillKe03,pass_td,0,,,,,
player,201209300det,det,WillKe03,pass_int,0,,,,,
player,201209300det,det,WillKe03,pass_sacked,0,,,,,
player,201209300det,det,WillKe03,pass_sacked_yds,0,,,,,
player,201209300det,det,WillKe03,pass_long,0,,,,,
player,201209300det,det,WillKe03,pass_rating,,,,,,
player,201209300det,det,WillKe03,rush_att,0,,,,,
player,201209300det,det,WillKe03,rush_yds,0,,,,,
player,201209300det,det,WillKe03,rush_td,0,,,,,
player,201209300det,det,WillKe03,rush_long,0,,,,,
player,201209300det,det,WillKe03,targets,1,,,,,
player,201209300det,det,WillKe03,rec,1,,,,,
player,201209300det,det,WillKe03,rec_yds,5,,,,,
player,201209300det,det,WillKe03,rec_td,0,,,,,
player,201209300det,det,WillKe03,rec_long,5,,,,,
player,201209300det,det,WillKe03,fumbles,0,,,,,
player,201209300det,det,WillKe03,fumbles_lost,0,,,,,
player,201209300det,det,BroyRy00,pass_cmp,0,,,,,
player,201209300det,det,BroyRy00,pass_att,0,,,,,
player,201209300det,det,BroyRy00,pass_yds,0,,,,,
player,201209300det,det,BroyRy00,pass_td,0,,,,,
player,201209300det,det,BroyRy00,pass_int,0,,,,,
player,201209300det,det,BroyRy00,pass_sacked,0,,,,,
player,201209300det,det,BroyRy00,pass_sacked_yds,0,,,,,
player,201209300det,det,BroyRy00,pass_long,0,,,,,
player,201209300det,det,BroyRy00,pass_rating,,,,,,
player,201209300det,det,BroyRy00,rush_att,0,,,,,
player,201209300det,det,BroyRy00,rush_yds,0,,,,,
player,201209300det,det,BroyRy00,rush_td,0,,,,,
player,201209300det,det,BroyRy00,rush_long,0,,,,,
player,201209300det,det,BroyRy00,targets,1,,,,,
player,201209300det,det,BroyRy00,rec,0,,,,,
player,201209300det,det,BroyRy00,rec_yds,0,,,,,
player,201209300det,det,BroyRy00,rec_td,0,,,,,
player,201209300det,det,BroyRy00,rec_long,0,,,,,
player,201209300det,det,BroyRy00,fumbles,0,,,,,
player,201209300det,det,BroyRy00,fumbles_lost,0,,,,,
player,201209300det,min,GrifEv99,def_int,0,,,,,
player,201209300det,min,GrifEv99,def_int_yds,0,,,,,
player,201209300det,min,GrifEv99,def_int_td,0,,,,,
player,201209300det,min,GrifEv99,def_int_long,0,,,,,
player,201209300det,min,GrifEv99,pass_defended,0,,,,,
player,201209300det,min,GrifEv99,sacks,2.0,,,,,
player,201209300det,min,GrifEv99,tackles_combined,3,,,,,
player,201209300det,min,GrifEv99,tackles_solo,3,,,,,
player,201209300det,min,GrifEv99,tackles_assists,0,,,,,
player,201209300det,min,GrifEv99,tackles_loss,3,,,,,
player,201209300det,min,GrifEv99,qb_hits,3,,,,,
player,201209300det,min,GrifEv99,fumbles_rec,0,,,,,
player,201209300det,min,GrifEv99,fumbles_rec_yds,0,,,,,
player,201209300det,min,GrifEv99,fumbles_rec_td,0,,,,,
player,201209300det,min,GrifEv99,fumbles_forced,0,,,,,
player,201209300det,min,GuioLe99,def_int,0,,,,,
player,201209300det,min,GuioLe99,def_int_yds,0,,,,,
player,201209300det,min,GuioLe99,def_int_td,0,,,,,
player,201209300det,min,GuioLe99,def_int_long,0,,,,,
player,201209300det,min,GuioLe99,pass_defended,0,,,,,
player,201209300det,min,GuioLe99,sacks,2.0,,,,,
player,201209300det,min,GuioLe99,tackles_combined,2,,,,,
player,201209300det,min,GuioLe99,tackles_solo,2,,,,,
player,201209300det,min,GuioLe99,tackles_assists,0,,,,,
player,201209300det,min,GuioLe99,tackles_loss,2,,,,,
player,201209300det,min,GuioLe99,qb_hits,2,,,,,
player,201209300det,min,GuioLe99,fumbles_rec,0,,,,,
player,201209300det,min,GuioLe99,fumbles_rec_yds,0,,,,,
player,201209300det,min,GuioLe99,fumbles_rec_td,0,,,,,
player,201209300det,min,GuioLe99,fumbles_forced,0,,,,,
player,201209300det,min,AlleJa22,def_int,0,,,,,
player,201209300det,min,AlleJa22,def_int_yds,0,,,,,
player,201209300det,min,AlleJa22,def_int_td,0,,,,,
player,201209300det,min,AlleJa22,def_int_long,0,,,,,
player,201209300det,min,AlleJa22,pass_defended,0,,,,,
player,201209300det,min,AlleJa22,sacks,1.0,,,,,
player,201209300det,min,AlleJa22,tackles_combined,6,,,,,
player,201209300det,min,AlleJa22,tackles_solo,4,,,,,
player,201209300det,min,AlleJa22,tackles_assists,2,,,,,
player,201209300det,min,AlleJa22,tackles_loss,3,,,,,
player,201209300det,min,AlleJa22,qb_hits,2,,,,,
player,201209300det,min,AlleJa22,fumbles_rec,0,,,,,
player,201209300det,min,AlleJa22,fumbles_rec_yds,0,,,,,
player,201209300det,min,AlleJa22,fumbles_rec_td,0,,,,,
player,201209300det,min,AlleJa22,fumbles_forced,0,,,,,
player,201209300det,min,GreeCh99,def_int,0,,,,,
player,201209300det,min,GreeCh99,def_int_yds,0,,,,,
player,201209300det,min,GreeCh99,def_int_td,0,,,,,
player,201209300det,min,GreeCh99,def_int_long,0,,,,,
player,201209300det,min,GreeCh99,pass_defended,0,,,,,
player,201209300det,min,GreeCh99,sacks,0.0,,,,,
player,201209300det,min,GreeCh99,tackles_combined,11,,,,,
player,201209300det,min,GreeCh99,tackles_solo,7,,,,,
player,201209300det,min,GreeCh99,tackles_assists,4,,,,,
player,201209300det,min,GreeCh99,tackles_loss,0,,,,,
player,201209300det,min,GreeCh99,qb_hits,0,,,,,
player,201209300det,min,GreeCh99,fumbles_rec,0,,,,,
player,201209300det,min,GreeCh99,fumbles_rec_yds,0,,,,,
player,201209300det,min,GreeCh99,fumbles_rec_td,0,,,,,
player,201209300det,min,GreeCh99,fumbles_forced,0,,,,,
player,201209300det,min,BrinJa99,def_int,0,,,,,
player,201209300det,min,BrinJa99,def_int_yds,0,,,,,
player,201209300det,min,BrinJa99,def_int_td,0,,,,,
player,201209300det,min,BrinJa99,def_int_long,0,,,,,
player,201209300det,min,BrinJa99,pass_defended,0,,,,,
player,201209300det,min,BrinJa99,sacks,0.0,,,,,
player,201209300det,min,BrinJa99,tackles_combined,10,,,,,
player,201209300det,min,BrinJa99,tackles_solo,5,,,,,
player,201209300det,min,BrinJa99,tackles_assists,5,,,,,
player,201209300det,min,BrinJa99,tackles_loss,0,,,,,
player,201209300det,min,BrinJa99,qb_hits,0,,,,,
player,201209300det,min,BrinJa99,fumbles_rec,0,,,,,
player,201209300det,min,BrinJa99,fumbles_rec_yds,0,,,,,
player,201209300det,min,BrinJa99,fumbles_rec_td,0,,,,,
player,201209300det,min,BrinJa99,fumbles_forced,0,,,,,
player,201209300det,min,WinfAn20,def_int,0,,,,,
player,201209300det,min,WinfAn20,def_int_yds,0,,,,,
player,201209300det,min,WinfAn20,def_int_td,0,,,,,
player,201209300det,min,WinfAn20,def_int_long,0,,,,,
player,201209300det,min,WinfAn20,pass_defended,3,,,,,
player,201209300det,min,WinfAn20,sacks,0.0,,,,,
player,201209300det,min,WinfAn20,tackles_combined,10,,,,,
player,201209300det,min,WinfAn20,tackles_solo,6,,,,,
player,201209300det,min,WinfAn20,tackles_assists,4,,,,,
player,201209300det,min,WinfAn20,tackles_loss,0,,,,,
player,201209300det,min,WinfAn20,qb_hits,0,,,,,
player,201209300det,min,WinfAn20,fumbles_rec,0,,,,,
player,201209300det,min,WinfAn20,fumbles_rec_yds,0,,,,,
player,201209300det,min,WinfAn20,fumbles_rec_td,0,,,,,
player,201209300det,min,WinfAn20,fumbles_forced,0,,,,,
player,201209300det,min,RobiJo01,def_int,0,,,,,
player,201209300det,min,RobiJo01,def_int_yds,0,,,,,
player,201209300det,min,RobiJo01,def_int_td,0,,,,,
player,201209300det,min,RobiJo01,def_int_long,0,,,,,
player,201209300det,min,RobiJo01,pass_defended,1,,,,,
player,201209300det,min,RobiJo01,sacks,0.0,,,,,
player,201209300det,min,RobiJo01,tackles_combined,7,,,,,
player,201209300det,min,RobiJo01,tackles_solo,7,,,,,
player,201209300det,min,RobiJo01,tackles_assists,0,,,,,
player,201209300det,min,RobiJo01,tackles_loss,0,,,,,
player,201209300det,min,RobiJo01,qb_hits,0,,,,,
player,201209300det,min,RobiJo01,fumbles_rec,0,,,,,
