game,2012,10,20121111,201211110mia,oti,"Tennessee Titans",37,mia,"Miami Dolphins",3
team,201211110mia,oti,First Downs,17,,,,,,
team,201211110mia,mia,First Downs,13,,,,,,
team,201211110mia,oti,Rush-Yds-TDs,37-177-1,,,,,,
team,201211110mia,mia,Rush-Yds-TDs,15-54-0,,,,,,
team,201211110mia,oti,Cmp-Att-Yd-TD-INT,9-22-122-2-0,,,,,,
team,201211110mia,mia,Cmp-Att-Yd-TD-INT,23-39-217-0-3,,,,,,
team,201211110mia,oti,Sacked-Yards,1-6,,,,,,
team,201211110mia,mia,Sacked-Yards,2-16,,,,,,
team,201211110mia,oti,Net Pass Yards,116,,,,,,
team,201211110mia,mia,Net Pass Yards,201,,,,,,
team,201211110mia,oti,Total Yards,293,,,,,,
team,201211110mia,mia,Total Yards,255,,,,,,
team,201211110mia,oti,Fumbles-Lost,0-0,,,,,,
team,201211110mia,mia,Fumbles-Lost,1-1,,,,,,
team,201211110mia,oti,Turnovers,0,,,,,,
team,201211110mia,mia,Turnovers,4,,,,,,
team,201211110mia,oti,Penalties-Yards,4-39,,,,,,
team,201211110mia,mia,Penalties-Yards,7-67,,,,,,
team,201211110mia,oti,Third Down Conv.,8-17,,,,,,
team,201211110mia,mia,Third Down Conv.,2-13,,,,,,
team,201211110mia,oti,Fourth Down Conv.,1-1,,,,,,
team,201211110mia,mia,Fourth Down Conv.,0-0,,,,,,
team,201211110mia,oti,Time of Possession,33:13,,,,,,
team,201211110mia,mia,Time of Possession,26:47,,,,,,
player,201211110mia,oti,LockJa00,pass_cmp,9,,,,,
player,201211110mia,oti,LockJa00,pass_att,21,,,,,
player,201211110mia,oti,LockJa00,pass_yds,122,,,,,
player,201211110mia,oti,LockJa00,pass_td,2,,,,,
player,201211110mia,oti,LockJa00,pass_int,0,,,,,
player,201211110mia,oti,LockJa00,pass_sacked,1,,,,,
player,201211110mia,oti,LockJa00,pass_sacked_yds,6,,,,,
player,201211110mia,oti,LockJa00,pass_long,28,,,,,
player,201211110mia,oti,LockJa00,pass_rating,93.7,,,,,
player,201211110mia,oti,LockJa00,rush_att,4,,,,,
player,201211110mia,oti,LockJa00,rush_yds,36,,,,,
player,201211110mia,oti,LockJa00,rush_td,0,,,,,
player,201211110mia,oti,LockJa00,rush_long,20,,,,,
player,201211110mia,oti,LockJa00,targets,0,,,,,
player,201211110mia,oti,LockJa00,rec,0,,,,,
player,201211110mia,oti,LockJa00,rec_yds,0,,,,,
player,201211110mia,oti,LockJa00,rec_td,0,,,,,
player,201211110mia,oti,LockJa00,rec_long,0,,,,,
player,201211110mia,oti,LockJa00,fumbles,0,,,,,
player,201211110mia,oti,LockJa00,fumbles_lost,0,,,,,
player,201211110mia,oti,HassMa00,pass_cmp,0,,,,,
player,201211110mia,oti,HassMa00,pass_att,1,,,,,
player,201211110mia,oti,HassMa00,pass_yds,0,,,,,
player,201211110mia,oti,HassMa00,pass_td,0,,,,,
player,201211110mia,oti,HassMa00,pass_int,0,,,,,
player,201211110mia,oti,HassMa00,pass_sacked,0,,,,,
player,201211110mia,oti,HassMa00,pass_sacked_yds,0,,,,,
player,201211110mia,oti,HassMa00,pass_long,0,,,,,
player,201211110mia,oti,HassMa00,pass_rating,39.6,,,,,
player,201211110mia,oti,HassMa00,rush_att,3,,,,,
player,201211110mia,oti,HassMa00,rush_yds,-3,,,,,
player,201211110mia,oti,HassMa00,rush_td,0,,,,,
player,201211110mia,oti,HassMa00,rush_long,-1,,,,,
player,201211110mia,oti,HassMa00,targets,0,,,,,
player,201211110mia,oti,HassMa00,rec,0,,,,,
player,201211110mia,oti,HassMa00,rec_yds,0,,,,,
player,201211110mia,oti,HassMa00,rec_td,0,,,,,
player,201211110mia,oti,HassMa00,rec_long,0,,,,,
player,201211110mia,oti,HassMa00,fumbles,0,,,,,
player,201211110mia,oti,HassMa00,fumbles_lost,0,,,,,
player,201211110mia,oti,JohnCh04,pass_cmp,0,,,,,
player,201211110mia,oti,JohnCh04,pass_att,0,,,,,
player,201211110mia,oti,JohnCh04,pass_yds,0,,,,,
player,201211110mia,oti,JohnCh04,pass_td,0,,,,,
player,201211110mia,oti,JohnCh04,pass_int,0,,,,,
player,201211110mia,oti,JohnCh04,pass_sacked,0,,,,,
player,201211110mia,oti,JohnCh04,pass_sacked_yds,0,,,,,
player,201211110mia,oti,JohnCh04,pass_long,0,,,,,
player,201211110mia,oti,JohnCh04,pass_rating,,,,,,
player,201211110mia,oti,JohnCh04,rush_att,23,,,,,
player,201211110mia,oti,JohnCh04,rush_yds,126,,,,,
player,201211110mia,oti,JohnCh04,rush_td,1,,,,,
player,201211110mia,oti,JohnCh04,rush_long,21,,,,,
player,201211110mia,oti,JohnCh04,targets,2,,,,,
player,201211110mia,oti,JohnCh04,rec,1,,,,,
player,201211110mia,oti,JohnCh04,rec_yds,8,,,,,
player,201211110mia,oti,JohnCh04,rec_td,0,,,,,
player,201211110mia,oti,JohnCh04,rec_long,8,,,,,
player,201211110mia,oti,JohnCh04,fumbles,0,,,,,
player,201211110mia,oti,JohnCh04,fumbles_lost,0,,,,,
player,201211110mia,oti,ReynDa00,pass_cmp,0,,,,,
player,201211110mia,oti,ReynDa00,pass_att,0,,,,,
player,201211110mia,oti,ReynDa00,pass_yds,0,,,,,
player,201211110mia,oti,ReynDa00,pass_td,0,,,,,
player,201211110mia,oti,ReynDa00,pass_int,0,,,,,
player,201211110mia,oti,ReynDa00,pass_sacked,0,,,,,
player,201211110mia,oti,ReynDa00,pass_sacked_yds,0,,,,,
player,201211110mia,oti,ReynDa00,pass_long,0,,,,,
player,201211110mia,oti,ReynDa00,pass_rating,,,,,,
player,201211110mia,oti,ReynDa00,rush_att,4,,,,,
player,201211110mia,oti,ReynDa00,rush_yds,15,,,,,
player,201211110mia,oti,ReynDa00,rush_td,0,,,,,
player,201211110mia,oti,ReynDa00,rush_long,11,,,,,
player,201211110mia,oti,ReynDa00,targets,1,,,,,
player,201211110mia,oti,ReynDa00,rec,0,,,,,
player,201211110mia,oti,ReynDa00,rec_yds,0,,,,,
player,201211110mia,oti,ReynDa00,rec_td,0,,,,,
player,201211110mia,oti,ReynDa00,rec_long,0,,,,,
player,201211110mia,oti,ReynDa00,fumbles,0,,,,,
player,201211110mia,oti,ReynDa00,fumbles_lost,0,,,,,
player,201211110mia,oti,JohnQu00,pass_cmp,0,,,,,
player,201211110mia,oti,JohnQu00,pass_att,0,,,,,
player,201211110mia,oti,JohnQu00,pass_yds,0,,,,,
player,201211110mia,oti,JohnQu00,pass_td,0,,,,,
player,201211110mia,oti,JohnQu00,pass_int,0,,,,,
player,201211110mia,oti,JohnQu00,pass_sacked,0,,,,,
player,201211110mia,oti,JohnQu00,pass_sacked_yds,0,,,,,
player,201211110mia,oti,JohnQu00,pass_long,0,,,,,
player,201211110mia,oti,JohnQu00,pass_rating,,,,,,
player,201211110mia,oti,JohnQu00,rush_att,1,,,,,
player,201211110mia,oti,JohnQu00,rush_yds,3,,,,,
player,201211110mia,oti,JohnQu00,rush_td,0,,,,,
player,201211110mia,oti,JohnQu00,rush_long,3,,,,,
player,201211110mia,oti,JohnQu00,targets,1,,,,,
player,201211110mia,oti,JohnQu00,rec,0,,,,,
