game,2012,4,20120930,201209300ram,sea,"Seattle Seahawks",13,ram,"St. Louis Rams",19
team,201209300ram,sea,First Downs,19,,,,,,
team,201209300ram,ram,First Downs,15,,,,,,
team,201209300ram,sea,Rush-Yds-TDs,34-179-1,,,,,,
team,201209300ram,ram,Rush-Yds-TDs,27-75-0,,,,,,
team,201209300ram,sea,Cmp-Att-Yd-TD-INT,17-25-160-0-3,,,,,,
team,201209300ram,ram,Cmp-Att-Yd-TD-INT,17-31-223-1-1,,,,,,
team,201209300ram,sea,Sacked-Yards,2-20,,,,,,
team,201209300ram,ram,Sacked-Yards,2-12,,,,,,
team,201209300ram,sea,Net Pass Yards,140,,,,,,
team,201209300ram,ram,Net Pass Yards,211,,,,,,
team,201209300ram,sea,Total Yards,319,,,,,,
team,201209300ram,ram,Total Yards,286,,,,,,
team,201209300ram,sea,Fumbles-Lost,0-0,,,,,,
team,201209300ram,ram,Fumbles-Lost,0-0,,,,,,
team,201209300ram,sea,Turnovers,3,,,,,,
team,201209300ram,ram,Turnovers,1,,,,,,
team,201209300ram,sea,Penalties-Yards,5-55,,,,,,
team,201209300ram,ram,Penalties-Yards,6-37,,,,,,
team,201209300ram,sea,Third Down Conv.,2-9,,,,,,
team,201209300ram,ram,Third Down Conv.,5-13,,,,,,
team,201209300ram,sea,Fourth Down Conv.,0-0,,,,,,
team,201209300ram,ram,Fourth Down Conv.,1-1,,,,,,
team,201209300ram,sea,Time of Possession,29:52,,,,,,
team,201209300ram,ram,Time of Possession,30:08,,,,,,
player,201209300ram,sea,WilsRu00,pass_cmp,17,,,,,
player,201209300ram,sea,WilsRu00,pass_att,25,,,,,
player,201209300ram,sea,WilsRu00,pass_yds,160,,,,,
player,201209300ram,sea,WilsRu00,pass_td,0,,,,,
player,201209300ram,sea,WilsRu00,pass_int,3,,,,,
player,201209300ram,sea,WilsRu00,pass_sacked,2,,,,,
player,201209300ram,sea,WilsRu00,pass_sacked_yds,20,,,,,
player,201209300ram,sea,WilsRu00,pass_long,17,,,,,
player,201209300ram,sea,WilsRu00,pass_rating,45.8,,,,,
player,201209300ram,sea,WilsRu00,rush_att,7,,,,,
player,201209300ram,sea,WilsRu00,rush_yds,14,,,,,
player,201209300ram,sea,WilsRu00,rush_td,0,,,,,
player,201209300ram,sea,WilsRu00,rush_long,8,,,,,
player,201209300ram,sea,WilsRu00,targets,0,,,,,
player,201209300ram,sea,WilsRu00,rec,0,,,,,
player,201209300ram,sea,WilsRu00,rec_yds,0,,,,,
player,201209300ram,sea,WilsRu00,rec_td,0,,,,,
player,201209300ram,sea,WilsRu00,rec_long,0,,,,,
player,201209300ram,sea,WilsRu00,fumbles,0,,,,,
player,201209300ram,sea,WilsRu00,fumbles_lost,0,,,,,
player,201209300ram,sea,LyncMa00,pass_cmp,0,,,,,
player,201209300ram,sea,LyncMa00,pass_att,0,,,,,
player,201209300ram,sea,LyncMa00,pass_yds,0,,,,,
player,201209300ram,sea,LyncMa00,pass_td,0,,,,,
player,201209300ram,sea,LyncMa00,pass_int,0,,,,,
player,201209300ram,sea,LyncMa00,pass_sacked,0,,,,,
player,201209300ram,sea,LyncMa00,pass_sacked_yds,0,,,,,
player,201209300ram,sea,LyncMa00,pass_long,0,,,,,
player,201209300ram,sea,LyncMa00,pass_rating,,,,,,
player,201209300ram,sea,LyncMa00,rush_att,20,,,,,
player,201209300ram,sea,LyncMa00,rush_yds,118,,,,,
player,201209300ram,sea,LyncMa00,rush_td,1,,,,,
player,201209300ram,sea,LyncMa00,rush_long,18,,,,,
player,201209300ram,sea,LyncMa00,targets,4,,,,,
player,201209300ram,sea,LyncMa00,rec,4,,,,,
player,201209300ram,sea,LyncMa00,rec_yds,37,,,,,
player,201209300ram,sea,LyncMa00,rec_td,0,,,,,
player,201209300ram,sea,LyncMa00,rec_long,16,,,,,
player,201209300ram,sea,LyncMa00,fumbles,0,,,,,
player,201209300ram,sea,LyncMa00,fumbles_lost,0,,,,,
player,201209300ram,sea,TurbRo00,pass_cmp,0,,,,,
player,201209300ram,sea,TurbRo00,pass_att,0,,,,,
player,201209300ram,sea,TurbRo00,pass_yds,0,,,,,
player,201209300ram,sea,TurbRo00,pass_td,0,,,,,
player,201209300ram,sea,TurbRo00,pass_int,0,,,,,
player,201209300ram,sea,TurbRo00,pass_sacked,0,,,,,
player,201209300ram,sea,TurbRo00,pass_sacked_yds,0,,,,,
player,201209300ram,sea,TurbRo00,pass_long,0,,,,,
player,201209300ram,sea,TurbRo00,pass_rating,,,,,,
player,201209300ram,sea,TurbRo00,rush_att,6,,,,,
player,201209300ram,sea,TurbRo00,rush_yds,45,,,,,
player,201209300ram,sea,TurbRo00,rush_td,0,,,,,
player,201209300ram,sea,TurbRo00,rush_long,13,,,,,
player,201209300ram,sea,TurbRo00,targets,2,,,,,
player,201209300ram,sea,TurbRo00,rec,2,,,,,
player,201209300ram,sea,TurbRo00,rec_yds,13,,,,,
player,201209300ram,sea,TurbRo00,rec_td,0,,,,,
player,201209300ram,sea,TurbRo00,rec_long,7,,,,,
player,201209300ram,sea,TurbRo00,fumbles,0,,,,,
player,201209300ram,sea,TurbRo00,fumbles_lost,0,,,,,
player,201209300ram,sea,WashLe00,pass_cmp,0,,,,,
player,201209300ram,sea,WashLe00,pass_att,0,,,,,
player,201209300ram,sea,WashLe00,pass_yds,0,,,,,
player,201209300ram,sea,WashLe00,pass_td,0,,,,,
player,201209300ram,sea,WashLe00,pass_int,0,,,,,
player,201209300ram,sea,WashLe00,pass_sacked,0,,,,,
