game,2012,3,20120923,201209230nor,kan,"Kansas City Chiefs",27,nor,"New Orleans Saints",24
player,201209230nor,kan,DrauSh00,rush_long,7,,,,,
player,201209230nor,kan,DrauSh00,targets,3,,,,,
player,201209230nor,kan,DrauSh00,rec,3,,,,,
player,201209230nor,kan,DrauSh00,rec_yds,26,,,,,
player,201209230nor,kan,DrauSh00,rec_td,0,,,,,
player,201209230nor,kan,DrauSh00,rec_long,11,,,,,
player,201209230nor,kan,DrauSh00,fumbles,0,,,,,
player,201209230nor,kan,DrauSh00,fumbles_lost,0,,,,,
player,201209230nor,kan,HillPe00,pass_cmp,0,,,,,
player,201209230nor,kan,HillPe00,pass_att,0,,,,,
player,201209230nor,kan,HillPe00,pass_yds,0,,,,,
player,201209230nor,kan,HillPe00,pass_td,0,,,,,
player,201209230nor,kan,HillPe00,pass_int,0,,,,,
player,201209230nor,kan,HillPe00,pass_sacked,0,,,,,
player,201209230nor,kan,HillPe00,pass_sacked_yds,0,,,,,
player,201209230nor,kan,HillPe00,pass_long,0,,,,,
player,201209230nor,kan,HillPe00,pass_rating,,,,,,
player,201209230nor,kan,HillPe00,rush_att,3,,,,,
player,201209230nor,kan,HillPe00,rush_yds,11,,,,,
player,201209230nor,kan,HillPe00,rush_td,0,,,,,
player,201209230nor,kan,HillPe00,rush_long,5,,,,,
player,201209230nor,kan,HillPe00,targets,1,,,,,
player,201209230nor,kan,HillPe00,rec,0,,,,,
player,201209230nor,kan,HillPe00,rec_yds,0,,,,,
player,201209230nor,kan,HillPe00,rec_td,0,,,,,
player,201209230nor,kan,HillPe00,rec_long,0,,,,,
player,201209230nor,kan,HillPe00,fumbles,0,,,,,
player,201209230nor,kan,HillPe00,fumbles_lost,0,,,,,
player,201209230nor,kan,McClDe00,pass_cmp,0,,,,,
player,201209230nor,kan,McClDe00,pass_att,0,,,,,
player,201209230nor,kan,McClDe00,pass_yds,0,,,,,
player,201209230nor,kan,McClDe00,pass_td,0,,,,,
player,201209230nor,kan,McClDe00,pass_int,0,,,,,
player,201209230nor,kan,McClDe00,pass_sacked,0,,,,,
player,201209230nor,kan,McClDe00,pass_sacked_yds,0,,,,,
player,201209230nor,kan,McClDe00,pass_long,0,,,,,
player,201209230nor,kan,McClDe00,pass_rating,,,,,,
player,201209230nor,kan,McClDe00,rush_att,1,,,,,
player,201209230nor,kan,McClDe00,rush_yds,5,,,,,
player,201209230nor,kan,McClDe00,rush_td,0,,,,,
player,201209230nor,kan,McClDe00,rush_long,5,,,,,
player,201209230nor,kan,McClDe00,targets,4,,,,,
player,201209230nor,kan,McClDe00,rec,3,,,,,
player,201209230nor,kan,McClDe00,rec_yds,28,,,,,
player,201209230nor,kan,McClDe00,rec_td,0,,,,,
player,201209230nor,kan,McClDe00,rec_long,20,,,,,
player,201209230nor,kan,McClDe00,fumbles,1,,,,,
player,201209230nor,kan,McClDe00,fumbles_lost,1,,,,,
player,201209230nor,kan,BoweDw00,pass_cmp,0,,,,,
player,201209230nor,kan,BoweDw00,pass_att,0,,,,,
player,201209230nor,kan,BoweDw00,pass_yds,0,,,,,
player,201209230nor,kan,BoweDw00,pass_td,0,,,,,
player,201209230nor,kan,BoweDw00,pass_int,0,,,,,
player,201209230nor,kan,BoweDw00,pass_sacked,0,,,,,
player,201209230nor,kan,BoweDw00,pass_sacked_yds,0,,,,,
player,201209230nor,kan,BoweDw00,pass_long,0,,,,,
player,201209230nor,kan,BoweDw00,pass_rating,,,,,,
player,201209230nor,kan,BoweDw00,rush_att,0,,,,,
player,201209230nor,kan,BoweDw00,rush_yds,0,,,,,
player,201209230nor,kan,BoweDw00,rush_td,0,,,,,
player,201209230nor,kan,BoweDw00,rush_long,0,,,,,
player,201209230nor,kan,BoweDw00,targets,16,,,,,
player,201209230nor,kan,BoweDw00,rec,7,,,,,
player,201209230nor,kan,BoweDw00,rec_yds,79,,,,,
player,201209230nor,kan,BoweDw00,rec_td,0,,,,,
player,201209230nor,kan,BoweDw00,rec_long,17,,,,,
player,201209230nor,kan,BoweDw00,fumbles,0,,,,,
player,201209230nor,kan,BoweDw00,fumbles_lost,0,,,,,
player,201209230nor,kan,BaldJo00,pass_cmp,0,,,,,
player,201209230nor,kan,BaldJo00,pass_att,0,,,,,
player,201209230nor,kan,BaldJo00,pass_yds,0,,,,,
player,201209230nor,kan,BaldJo00,pass_td,0,,,,,
player,201209230nor,kan,BaldJo00,pass_int,0,,,,,
player,201209230nor,kan,BaldJo00,pass_sacked,0,,,,,
player,201209230nor,kan,BaldJo00,pass_sacked_yds,0,,,,,
player,201209230nor,kan,BaldJo00,pass_long,0,,,,,
player,201209230nor,kan,BaldJo00,pass_rating,,,,,,
player,201209230nor,kan,BaldJo00,rush_att,0,,,,,
player,201209230nor,kan,BaldJo00,rush_yds,0,,,,,
player,201209230nor,kan,BaldJo00,rush_td,0,,,,,
player,201209230nor,kan,BaldJo00,rush_long,0,,,,,
player,201209230nor,kan,BaldJo00,targets,4,,,,,
player,201209230nor,kan,BaldJo00,rec,3,,,,,
player,201209230nor,kan,BaldJo00,rec_yds,36,,,,,
player,201209230nor,kan,BaldJo00,rec_td,0,,,,,
player,201209230nor,kan,BaldJo00,rec_long,14,,,,,
player,201209230nor,kan,BaldJo00,fumbles,0,,,,,
player,201209230nor,kan,BaldJo00,fumbles_lost,0,,,,,
player,201209230nor,kan,MoeaTo00,pass_cmp,0,,,,,
player,201209230nor,kan,MoeaTo00,pass_att,0,,,,,
player,201209230nor,kan,MoeaTo00,pass_yds,0,,,,,
player,201209230nor,kan,MoeaTo00,pass_td,0,,,,,
player,201209230nor,kan,MoeaTo00,pass_int,0,,,,,
player,201209230nor,kan,MoeaTo00,pass_sacked,0,,,,,
player,201209230nor,kan,MoeaTo00,pass_sacked_yds,0,,,,,
player,201209230nor,kan,MoeaTo00,pass_long,0,,,,,
player,201209230nor,kan,MoeaTo00,pass_rating,,,,,,
player,201209230nor,kan,MoeaTo00,rush_att,0,,,,,
player,201209230nor,kan,MoeaTo00,rush_yds,0,,,,,
player,201209230nor,kan,MoeaTo00,rush_td,0,,,,,
player,201209230nor,kan,MoeaTo00,rush_long,0,,,,,
player,201209230nor,kan,MoeaTo00,targets,3,,,,,
player,201209230nor,kan,MoeaTo00,rec,2,,,,,
player,201209230nor,kan,MoeaTo00,rec_yds,12,,,,,
player,201209230nor,kan,MoeaTo00,rec_td,0,,,,,
player,201209230nor,kan,MoeaTo00,rec_long,7,,,,,
player,201209230nor,kan,MoeaTo00,fumbles,0,,,,,
player,201209230nor,kan,MoeaTo00,fumbles_lost,0,,,,,
player,201209230nor,kan,ManeSt00,pass_cmp,0,,,,,
player,201209230nor,kan,ManeSt00,pass_att,0,,,,,
player,201209230nor,kan,ManeSt00,pass_yds,0,,,,,
player,201209230nor,kan,ManeSt00,pass_td,0,,,,,
player,201209230nor,kan,ManeSt00,pass_int,0,,,,,
player,201209230nor,kan,ManeSt00,pass_sacked,0,,,,,
player,201209230nor,kan,ManeSt00,pass_sacked_yds,0,,,,,
player,201209230nor,kan,ManeSt00,pass_long,0,,,,,
player,201209230nor,kan,ManeSt00,pass_rating,,,,,,
player,201209230nor,kan,ManeSt00,rush_att,0,,,,,
player,201209230nor,kan,ManeSt00,rush_yds,0,,,,,
player,201209230nor,kan,ManeSt00,rush_td,0,,,,,
player,201209230nor,kan,ManeSt00,rush_long,0,,,,,
player,201209230nor,kan,ManeSt00,targets,1,,,,,
player,201209230nor,kan,ManeSt00,rec,1,,,,,
player,201209230nor,kan,ManeSt00,rec_yds,10,,,,,
player,201209230nor,kan,ManeSt00,rec_td,0,,,,,
player,201209230nor,kan,ManeSt00,rec_long,10,,,,,
player,201209230nor,kan,ManeSt00,fumbles,0,,,,,
player,201209230nor,kan,ManeSt00,fumbles_lost,0,,,,,
player,201209230nor,kan,BreaSt00,pass_cmp,0,,,,,
player,201209230nor,kan,BreaSt00,pass_att,0,,,,,
player,201209230nor,kan,BreaSt00,pass_yds,0,,,,,
player,201209230nor,kan,BreaSt00,pass_td,0,,,,,
player,201209230nor,kan,BreaSt00,pass_int,0,,,,,
player,201209230nor,kan,BreaSt00,pass_sacked,0,,,,,
player,201209230nor,kan,BreaSt00,pass_sacked_yds,0,,,,,
player,201209230nor,kan,BreaSt00,pass_long,0,,,,,
player,201209230nor,kan,BreaSt00,pass_rating,,,,,,
player,201209230nor,kan,BreaSt00,rush_att,0,,,,,
player,201209230nor,kan,BreaSt00,rush_yds,0,,,,,
player,201209230nor,kan,BreaSt00,rush_td,0,,,,,
player,201209230nor,kan,BreaSt00,rush_long,0,,,,,
player,201209230nor,kan,BreaSt00,targets,3,,,,,
player,201209230nor,kan,BreaSt00,rec,1,,,,,
player,201209230nor,kan,BreaSt00,rec_yds,2,,,,,
player,201209230nor,kan,BreaSt00,rec_td,0,,,,,
player,201209230nor,kan,BreaSt00,rec_long,2,,,,,
player,201209230nor,kan,BreaSt00,fumbles,0,,,,,
player,201209230nor,kan,BreaSt00,fumbles_lost,0,,,,,
player,201209230nor,nor,BreeDr00,pass_cmp,20,,,,,
player,201209230nor,nor,BreeDr00,pass_att,36,,,,,
player,201209230nor,nor,BreeDr00,pass_yds,240,,,,,
player,201209230nor,nor,BreeDr00,pass_td,3,,,,,
player,201209230nor,nor,BreeDr00,pass_int,1,,,,,
player,201209230nor,nor,BreeDr00,pass_sacked,4,,,,,
player,201209230nor,nor,BreeDr00,pass_sacked_yds,35,,,,,
player,201209230nor,nor,BreeDr00,pass_long,36,,,,,
player,201209230nor,nor,BreeDr00,pass_rating,92.4,,,,,
player,201209230nor,nor,BreeDr00,rush_att,1,,,,,
player,201209230nor,nor,BreeDr00,rush_yds,-1,,,,,
player,201209230nor,nor,BreeDr00,rush_td,0,,,,,
player,201209230nor,nor,BreeDr00,rush_long,-1,,,,,
player,201209230nor,nor,BreeDr00,targets,0,,,,,
player,201209230nor,nor,BreeDr00,rec,0,,,,,
player,201209230nor,nor,BreeDr00,rec_yds,0,,,,,
player,201209230nor,nor,BreeDr00,rec_td,0,,,,,
player,201209230nor,nor,BreeDr00,rec_long,0,,,,,
player,201209230nor,nor,BreeDr00,fumbles,0,,,,,
player,201209230nor,nor,BreeDr00,fumbles_lost,0,,,,,
player,201209230nor,nor,SproDa00,pass_cmp,0,,,,,
player,201209230nor,nor,SproDa00,pass_att,0,,,,,
player,201209230nor,nor,SproDa00,pass_yds,0,,,,,
player,201209230nor,nor,SproDa00,pass_td,0,,,,,
player,201209230nor,nor,SproDa00,pass_int,0,,,,,
player,201209230nor,nor,SproDa00,pass_sacked,0,,,,,
player,201209230nor,nor,SproDa00,pass_sacked_yds,0,,,,,
player,201209230nor,nor,SproDa00,pass_long,0,,,,,
player,201209230nor,nor,SproDa00,pass_rating,,,,,,
player,201209230nor,nor,SproDa00,rush_att,7,,,,,
player,201209230nor,nor,SproDa00,rush_yds,62,,,,,
player,201209230nor,nor,SproDa00,rush_td,0,,,,,
player,201209230nor,nor,SproDa00,rush_long,47,,,,,
player,201209230nor,nor,SproDa00,targets,3,,,,,
player,201209230nor,nor,SproDa00,rec,0,,,,,
player,201209230nor,nor,SproDa00,rec_yds,0,,,,,
player,201209230nor,nor,SproDa00,rec_td,0,,,,,
player,201209230nor,nor,SproDa00,rec_long,0,,,,,
player,201209230nor,nor,SproDa00,fumbles,0,,,,,
player,201209230nor,nor,SproDa00,fumbles_lost,0,,,,,
player,201209230nor,nor,ThomPi00,pass_cmp,0,,,,,
player,201209230nor,nor,ThomPi00,pass_att,0,,,,,
player,201209230nor,nor,ThomPi00,pass_yds,0,,,,,
player,201209230nor,nor,ThomPi00,pass_td,0,,,,,
player,201209230nor,nor,ThomPi00,pass_int,0,,,,,
player,201209230nor,nor,ThomPi00,pass_sacked,0,,,,,
player,201209230nor,nor,ThomPi00,pass_sacked_yds,0,,,,,
player,201209230nor,nor,ThomPi00,pass_long,0,,,,,
player,201209230nor,nor,ThomPi00,pass_rating,,,,,,
player,201209230nor,nor,ThomPi00,rush_att,6,,,,,
player,201209230nor,nor,ThomPi00,rush_yds,11,,,,,
player,201209230nor,nor,ThomPi00,rush_td,0,,,,,
player,201209230nor,nor,ThomPi00,rush_long,5,,,,,
player,201209230nor,nor,ThomPi00,targets,6,,,,,
player,201209230nor,nor,ThomPi00,rec,4,,,,,
player,201209230nor,nor,ThomPi00,rec_yds,55,,,,,
player,201209230nor,nor,ThomPi00,rec_td,0,,,,,
player,201209230nor,nor,ThomPi00,rec_long,27,,,,,
player,201209230nor,nor,ThomPi00,fumbles,0,,,,,
player,201209230nor,nor,ThomPi00,fumbles_lost,0,,,,,
player,201209230nor,nor,IngrMa01,pass_cmp,0,,,,,
player,201209230nor,nor,IngrMa01,pass_att,0,,,,,
player,201209230nor,nor,IngrMa01,pass_yds,0,,,,,
player,201209230nor,nor,IngrMa01,pass_td,0,,,,,
player,201209230nor,nor,IngrMa01,pass_int,0,,,,,
player,201209230nor,nor,IngrMa01,pass_sacked,0,,,,,
player,201209230nor,nor,IngrMa01,pass_sacked_yds,0,,,,,
player,201209230nor,nor,IngrMa01,pass_long,0,,,,,
player,201209230nor,nor,IngrMa01,pass_rating,,,,,,
player,201209230nor,nor,IngrMa01,rush_att,5,,,,,
player,201209230nor,nor,IngrMa01,rush_yds,11,,,,,
player,201209230nor,nor,IngrMa01,rush_td,0,,,,,
player,201209230nor,nor,IngrMa01,rush_long,4,,,,,
player,201209230nor,nor,IngrMa01,targets,0,,,,,
player,201209230nor,nor,IngrMa01,rec,0,,,,,
player,201209230nor,nor,IngrMa01,rec_yds,0,,,,,
player,201209230nor,nor,IngrMa01,rec_td,0,,,,,
player,201209230nor,nor,IngrMa01,rec_long,0,,,,,
player,201209230nor,nor,IngrMa01,fumbles,0,,,,,
player,201209230nor,nor,IngrMa01,fumbles_lost,0,,,,,
player,201209230nor,nor,MoorLa00,pass_cmp,0,,,,,
player,201209230nor,nor,MoorLa00,pass_att,0,,,,,
player,201209230nor,nor,MoorLa00,pass_yds,0,,,,,
player,201209230nor,nor,MoorLa00,pass_td,0,,,,,
player,201209230nor,nor,MoorLa00,pass_int,0,,,,,
player,201209230nor,nor,MoorLa00,pass_sacked,0,,,,,
player,201209230nor,nor,MoorLa00,pass_sacked_yds,0,,,,,
player,201209230nor,nor,MoorLa00,pass_long,0,,,,,
player,201209230nor,nor,MoorLa00,pass_rating,,,,,,
player,201209230nor,nor,MoorLa00,rush_att,0,,,,,
player,201209230nor,nor,MoorLa00,rush_yds,0,,,,,
player,201209230nor,nor,MoorLa00,rush_td,0,,,,,
player,201209230nor,nor,MoorLa00,rush_long,0,,,,,
player,201209230nor,nor,MoorLa00,targets,7,,,,,
player,201209230nor,nor,MoorLa00,rec,4,,,,,
player,201209230nor,nor,MoorLa00,rec_yds,70,,,,,
player,201209230nor,nor,MoorLa00,rec_td,1,,,,,
player,201209230nor,nor,MoorLa00,rec_long,34,,,,,
player,201209230nor,nor,MoorLa00,fumbles,0,,,,,
player,201209230nor,nor,MoorLa00,fumbles_lost,0,,,,,
player,201209230nor,nor,HendDe00,pass_cmp,0,,,,,
player,201209230nor,nor,HendDe00,pass_att,0,,,,,
player,201209230nor,nor,HendDe00,pass_yds,0,,,,,
player,201209230nor,nor,HendDe00,pass_td,0,,,,,
player,201209230nor,nor,HendDe00,pass_int,0,,,,,
player,201209230nor,nor,HendDe00,pass_sacked,0,,,,,
player,201209230nor,nor,HendDe00,pass_sacked_yds,0,,,,,
player,201209230nor,nor,HendDe00,pass_long,0,,,,,
player,201209230nor,nor,HendDe00,pass_rating,,,,,,
player,201209230nor,nor,HendDe00,rush_att,0,,,,,
player,201209230nor,nor,HendDe00,rush_yds,0,,,,,
player,201209230nor,nor,HendDe00,rush_td,0,,,,,
player,201209230nor,nor,HendDe00,rush_long,0,,,,,
player,201209230nor,nor,HendDe00,targets,7,,,,,
player,201209230nor,nor,HendDe00,rec,4,,,,,
player,201209230nor,nor,HendDe00,rec_yds,53,,,,,
player,201209230nor,nor,HendDe00,rec_td,0,,,,,
player,201209230nor,nor,HendDe00,rec_long,36,,,,,
player,201209230nor,nor,HendDe00,fumbles,0,,,,,
player,201209230nor,nor,HendDe00,fumbles_lost,0,,,,,
player,201209230nor,nor,ColsMa00,pass_cmp,0,,,,,
player,201209230nor,nor,ColsMa00,pass_att,0,,,,,
player,201209230nor,nor,ColsMa00,pass_yds,0,,,,,
player,201209230nor,nor,ColsMa00,pass_td,0,,,,,
player,201209230nor,nor,ColsMa00,pass_int,0,,,,,
player,201209230nor,nor,ColsMa00,pass_sacked,0,,,,,
player,201209230nor,nor,ColsMa00,pass_sacked_yds,0,,,,,
player,201209230nor,nor,ColsMa00,pass_long,0,,,,,
player,201209230nor,nor,ColsMa00,pass_rating,,,,,,
player,201209230nor,nor,ColsMa00,rush_att,0,,,,,
player,201209230nor,nor,ColsMa00,rush_yds,0,,,,,
player,201209230nor,nor,ColsMa00,rush_td,0,,,,,
player,201209230nor,nor,ColsMa00,rush_long,0,,,,,
player,201209230nor,nor,ColsMa00,targets,4,,,,,
player,201209230nor,nor,ColsMa00,rec,3,,,,,
player,201209230nor,nor,ColsMa00,rec_yds,40,,,,,
player,201209230nor,nor,ColsMa00,rec_td,0,,,,,
player,201209230nor,nor,ColsMa00,rec_long,19,,,,,
player,201209230nor,nor,ColsMa00,fumbles,0,,,,,
player,201209230nor,nor,ColsMa00,fumbles_lost,0,,,,,
player,201209230nor,nor,GrahJi00,pass_cmp,0,,,,,
player,201209230nor,nor,GrahJi00,pass_att,0,,,,,
player,201209230nor,nor,GrahJi00,pass_yds,0,,,,,
player,201209230nor,nor,GrahJi00,pass_td,0,,,,,
player,201209230nor,nor,GrahJi00,pass_int,0,,,,,
player,201209230nor,nor,GrahJi00,pass_sacked,0,,,,,
player,201209230nor,nor,GrahJi00,pass_sacked_yds,0,,,,,
player,201209230nor,nor,GrahJi00,pass_long,0,,,,,
player,201209230nor,nor,GrahJi00,pass_rating,,,,,,
player,201209230nor,nor,GrahJi00,rush_att,0,,,,,
player,201209230nor,nor,GrahJi00,rush_yds,0,,,,,
player,201209230nor,nor,GrahJi00,rush_td,0,,,,,
player,201209230nor,nor,GrahJi00,rush_long,0,,,,,
player,201209230nor,nor,GrahJi00,targets,8,,,,,
player,201209230nor,nor,GrahJi00,rec,4,,,,,
player,201209230nor,nor,GrahJi00,rec_yds,16,,,,,
player,201209230nor,nor,GrahJi00,rec_td,1,,,,,
player,201209230nor,nor,GrahJi00,rec_long,7,,,,,
player,201209230nor,nor,GrahJi00,fumbles,0,,,,,
player,201209230nor,nor,GrahJi00,fumbles_lost,0,,,,,
player,201209230nor,nor,CollJe01,pass_cmp,0,,,,,
player,201209230nor,nor,CollJe01,pass_att,0,,,,,
player,201209230nor,nor,CollJe01,pass_yds,0,,,,,
player,201209230nor,nor,CollJe01,pass_td,0,,,,,
player,201209230nor,nor,CollJe01,pass_int,0,,,,,
player,201209230nor,nor,CollJe01,pass_sacked,0,,,,,
player,201209230nor,nor,CollJe01,pass_sacked_yds,0,,,,,
player,201209230nor,nor,CollJe01,pass_long,0,,,,,
player,201209230nor,nor,CollJe01,pass_rating,,,,,,
player,201209230nor,nor,CollJe01,rush_att,0,,,,,
player,201209230nor,nor,CollJe01,rush_yds,0,,,,,
player,201209230nor,nor,CollJe01,rush_td,0,,,,,
player,201209230nor,nor,CollJe01,rush_long,0,,,,,
player,201209230nor,nor,CollJe01,targets,1,,,,,
player,201209230nor,nor,CollJe01,rec,1,,,,,
player,201209230nor,nor,CollJe01,rec_yds,6,,,,,
player,201209230nor,nor,CollJe01,rec_td,1,,,,,
player,201209230nor,nor,CollJe01,rec_long,6,,,,,
player,201209230nor,nor,CollJe01,fumbles,0,,,,,
player,201209230nor,nor,CollJe01,fumbles_lost,0,,,,,
player,201209230nor,kan,RoutSt20,def_int,1,,,,,
player,201209230nor,kan,RoutSt20,def_int_yds,32,,,,,
player,201209230nor,kan,RoutSt20,def_int_td,0,,,,,
player,201209230nor,kan,RoutSt20,def_int_long,32,,,,,
player,201209230nor,kan,RoutSt20,pass_defended,1,,,,,
player,201209230nor,kan,RoutSt20,sacks,0.0,,,,,
player,201209230nor,kan,RoutSt20,tackles_combined,5,,,,,
player,201209230nor,kan,RoutSt20,tackles_solo,4,,,,,
player,201209230nor,kan,RoutSt20,tackles_assists,1,,,,,
player,201209230nor,kan,RoutSt20,tackles_loss,0,,,,,
player,201209230nor,kan,RoutSt20,qb_hits,0,,,,,
player,201209230nor,kan,RoutSt20,fumbles_rec,0,,,,,
player,201209230nor,kan,RoutSt20,fumbles_rec_yds,0,,,,,
player,201209230nor,kan,RoutSt20,fumbles_rec_td,0,,,,,
player,201209230nor,kan,RoutSt20,fumbles_forced,0,,,,,
player,201209230nor,kan,HousJu00,def_int,0,,,,,
player,201209230nor,kan,HousJu00,def_int_yds,0,,,,,
player,201209230nor,kan,HousJu00,def_int_td,0,,,,,
player,201209230nor,kan,HousJu00,def_int_long,0,,,,,
player,201209230nor,kan,HousJu00,pass_defended,2,,,,,
player,201209230nor,kan,HousJu00,sacks,3.0,,,,,
player,201209230nor,kan,HousJu00,tackles_combined,4,,,,,
player,201209230nor,kan,HousJu00,tackles_solo,3,,,,,
player,201209230nor,kan,HousJu00,tackles_assists,1,,,,,
player,201209230nor,kan,HousJu00,tackles_loss,3,,,,,
player,201209230nor,kan,HousJu00,qb_hits,4,,,,,
player,201209230nor,kan,HousJu00,fumbles_rec,0,,,,,
player,201209230nor,kan,HousJu00,fumbles_rec_yds,0,,,,,
player,201209230nor,kan,HousJu00,fumbles_rec_td,0,,,,,
player,201209230nor,kan,HousJu00,fumbles_forced,0,,,,,
player,201209230nor,kan,JohnDe25,def_int,0,,,,,
player,201209230nor,kan,JohnDe25,def_int_yds,0,,,,,
player,201209230nor,kan,JohnDe25,def_int_td,0,,,,,
player,201209230nor,kan,JohnDe25,def_int_long,0,,,,,
player,201209230nor,kan,JohnDe25,pass_defended,0,,,,,
player,201209230nor,kan,JohnDe25,sacks,1.0,,,,,
player,201209230nor,kan,JohnDe25,tackles_combined,9,,,,,
player,201209230nor,kan,JohnDe25,tackles_solo,5,,,,,
player,201209230nor,kan,JohnDe25,tackles_assists,4,,,,,
player,201209230nor,kan,JohnDe25,tackles_loss,1,,,,,
player,201209230nor,kan,JohnDe25,qb_hits,2,,,,,
player,201209230nor,kan,JohnDe25,fumbles_rec,0,,,,,
player,201209230nor,kan,JohnDe25,fumbles_rec_yds,0,,,,,
player,201209230nor,kan,JohnDe25,fumbles_rec_td,0,,,,,
player,201209230nor,kan,JohnDe25,fumbles_forced,0,,,,,
player,201209230nor,kan,BerrEr99,def_int,0,,,,,
player,201209230nor,kan,BerrEr99,def_int_yds,0,,,,,
player,201209230nor,kan,BerrEr99,def_int_td,0,,,,,
player,201209230nor,kan,BerrEr99,def_int_long,0,,,,,
player,201209230nor,kan,BerrEr99,pass_defended,0,,,,,
player,201209230nor,kan,BerrEr99,sacks,0.0,,,,,
player,201209230nor,kan,BerrEr99,tackles_combined,8,,,,,
player,201209230nor,kan,BerrEr99,tackles_solo,3,,,,,
