game,2012,3,20120923,201209230min,sfo,"San Francisco 49ers",13,min,"Minnesota Vikings",24
player,201209230min,sfo,BrowTa99,sacks,0.0,,,,,
player,201209230min,sfo,BrowTa99,tackles_combined,4,,,,,
player,201209230min,sfo,BrowTa99,tackles_solo,4,,,,,
player,201209230min,sfo,BrowTa99,tackles_assists,0,,,,,
player,201209230min,sfo,BrowTa99,tackles_loss,0,,,,,
player,201209230min,sfo,BrowTa99,qb_hits,0,,,,,
player,201209230min,sfo,BrowTa99,fumbles_rec,0,,,,,
player,201209230min,sfo,BrowTa99,fumbles_rec_yds,0,,,,,
player,201209230min,sfo,BrowTa99,fumbles_rec_td,0,,,,,
player,201209230min,sfo,BrowTa99,fumbles_forced,0,,,,,
player,201209230min,sfo,SmitJu20,def_int,0,,,,,
player,201209230min,sfo,SmitJu20,def_int_yds,0,,,,,
player,201209230min,sfo,SmitJu20,def_int_td,0,,,,,
player,201209230min,sfo,SmitJu20,def_int_long,0,,,,,
player,201209230min,sfo,SmitJu20,pass_defended,0,,,,,
player,201209230min,sfo,SmitJu20,sacks,0.0,,,,,
player,201209230min,sfo,SmitJu20,tackles_combined,4,,,,,
player,201209230min,sfo,SmitJu20,tackles_solo,3,,,,,
player,201209230min,sfo,SmitJu20,tackles_assists,1,,,,,
player,201209230min,sfo,SmitJu20,tackles_loss,1,,,,,
player,201209230min,sfo,SmitJu20,qb_hits,0,,,,,
player,201209230min,sfo,SmitJu20,fumbles_rec,0,,,,,
player,201209230min,sfo,SmitJu20,fumbles_rec_yds,0,,,,,
player,201209230min,sfo,SmitJu20,fumbles_rec_td,0,,,,,
player,201209230min,sfo,SmitJu20,fumbles_forced,0,,,,,
player,201209230min,sfo,CullCh00,def_int,0,,,,,
player,201209230min,sfo,CullCh00,def_int_yds,0,,,,,
player,201209230min,sfo,CullCh00,def_int_td,0,,,,,
player,201209230min,sfo,CullCh00,def_int_long,0,,,,,
player,201209230min,sfo,CullCh00,pass_defended,0,,,,,
player,201209230min,sfo,CullCh00,sacks,0.0,,,,,
player,201209230min,sfo,CullCh00,tackles_combined,3,,,,,
player,201209230min,sfo,CullCh00,tackles_solo,2,,,,,
player,201209230min,sfo,CullCh00,tackles_assists,1,,,,,
player,201209230min,sfo,CullCh00,tackles_loss,0,,,,,
player,201209230min,sfo,CullCh00,qb_hits,0,,,,,
player,201209230min,sfo,CullCh00,fumbles_rec,0,,,,,
player,201209230min,sfo,CullCh00,fumbles_rec_yds,0,,,,,
player,201209230min,sfo,CullCh00,fumbles_rec_td,0,,,,,
player,201209230min,sfo,CullCh00,fumbles_forced,0,,,,,
player,201209230min,sfo,GoldDa99,def_int,0,,,,,
player,201209230min,sfo,GoldDa99,def_int_yds,0,,,,,
player,201209230min,sfo,GoldDa99,def_int_td,0,,,,,
player,201209230min,sfo,GoldDa99,def_int_long,0,,,,,
player,201209230min,sfo,GoldDa99,pass_defended,1,,,,,
player,201209230min,sfo,GoldDa99,sacks,0.0,,,,,
player,201209230min,sfo,GoldDa99,tackles_combined,3,,,,,
player,201209230min,sfo,GoldDa99,tackles_solo,2,,,,,
player,201209230min,sfo,GoldDa99,tackles_assists,1,,,,,
player,201209230min,sfo,GoldDa99,tackles_loss,0,,,,,
player,201209230min,sfo,GoldDa99,qb_hits,0,,,,,
player,201209230min,sfo,GoldDa99,fumbles_rec,0,,,,,
player,201209230min,sfo,GoldDa99,fumbles_rec_yds,0,,,,,
player,201209230min,sfo,GoldDa99,fumbles_rec_td,0,,,,,
player,201209230min,sfo,GoldDa99,fumbles_forced,0,,,,,
player,201209230min,sfo,SmitAl04,def_int,0,,,,,
player,201209230min,sfo,SmitAl04,def_int_yds,0,,,,,
player,201209230min,sfo,SmitAl04,def_int_td,0,,,,,
player,201209230min,sfo,SmitAl04,def_int_long,0,,,,,
player,201209230min,sfo,SmitAl04,pass_defended,0,,,,,
player,201209230min,sfo,SmitAl04,sacks,0.0,,,,,
player,201209230min,sfo,SmitAl04,tackles_combined,3,,,,,
player,201209230min,sfo,SmitAl04,tackles_solo,3,,,,,
player,201209230min,sfo,SmitAl04,tackles_assists,0,,,,,
player,201209230min,sfo,SmitAl04,tackles_loss,0,,,,,
player,201209230min,sfo,SmitAl04,qb_hits,1,,,,,
player,201209230min,sfo,SmitAl04,fumbles_rec,0,,,,,
player,201209230min,sfo,SmitAl04,fumbles_rec_yds,0,,,,,
player,201209230min,sfo,SmitAl04,fumbles_rec_td,0,,,,,
player,201209230min,sfo,SmitAl04,fumbles_forced,0,,,,,
player,201209230min,sfo,SopoIs20,def_int,0,,,,,
player,201209230min,sfo,SopoIs20,def_int_yds,0,,,,,
player,201209230min,sfo,SopoIs20,def_int_td,0,,,,,
player,201209230min,sfo,SopoIs20,def_int_long,0,,,,,
player,201209230min,sfo,SopoIs20,pass_defended,0,,,,,
player,201209230min,sfo,SopoIs20,sacks,0.0,,,,,
player,201209230min,sfo,SopoIs20,tackles_combined,3,,,,,
player,201209230min,sfo,SopoIs20,tackles_solo,2,,,,,
player,201209230min,sfo,SopoIs20,tackles_assists,1,,,,,
player,201209230min,sfo,SopoIs20,tackles_loss,0,,,,,
player,201209230min,sfo,SopoIs20,qb_hits,0,,,,,
player,201209230min,sfo,SopoIs20,fumbles_rec,0,,,,,
player,201209230min,sfo,SopoIs20,fumbles_rec_yds,0,,,,,
player,201209230min,sfo,SopoIs20,fumbles_rec_td,0,,,,,
player,201209230min,sfo,SopoIs20,fumbles_forced,0,,,,,
player,201209230min,sfo,JeanRi99,def_int,0,,,,,
player,201209230min,sfo,JeanRi99,def_int_yds,0,,,,,
player,201209230min,sfo,JeanRi99,def_int_td,0,,,,,
player,201209230min,sfo,JeanRi99,def_int_long,0,,,,,
player,201209230min,sfo,JeanRi99,pass_defended,0,,,,,
player,201209230min,sfo,JeanRi99,sacks,0.0,,,,,
player,201209230min,sfo,JeanRi99,tackles_combined,2,,,,,
player,201209230min,sfo,JeanRi99,tackles_solo,2,,,,,
player,201209230min,sfo,JeanRi99,tackles_assists,0,,,,,
player,201209230min,sfo,JeanRi99,tackles_loss,1,,,,,
player,201209230min,sfo,JeanRi99,qb_hits,0,,,,,
player,201209230min,sfo,JeanRi99,fumbles_rec,0,,,,,
player,201209230min,sfo,JeanRi99,fumbles_rec_yds,0,,,,,
player,201209230min,sfo,JeanRi99,fumbles_rec_td,0,,,,,
player,201209230min,sfo,JeanRi99,fumbles_forced,0,,,,,
player,201209230min,sfo,McDoRa99,def_int,0,,,,,
player,201209230min,sfo,McDoRa99,def_int_yds,0,,,,,
player,201209230min,sfo,McDoRa99,def_int_td,0,,,,,
player,201209230min,sfo,McDoRa99,def_int_long,0,,,,,
player,201209230min,sfo,McDoRa99,pass_defended,0,,,,,
player,201209230min,sfo,McDoRa99,sacks,0.0,,,,,
player,201209230min,sfo,McDoRa99,tackles_combined,2,,,,,
player,201209230min,sfo,McDoRa99,tackles_solo,0,,,,,
player,201209230min,sfo,McDoRa99,tackles_assists,2,,,,,
player,201209230min,sfo,McDoRa99,tackles_loss,0,,,,,
player,201209230min,sfo,McDoRa99,qb_hits,0,,,,,
player,201209230min,sfo,McDoRa99,fumbles_rec,0,,,,,
player,201209230min,sfo,McDoRa99,fumbles_rec_yds,0,,,,,
player,201209230min,sfo,McDoRa99,fumbles_rec_td,0,,,,,
player,201209230min,sfo,McDoRa99,fumbles_forced,0,,,,,
player,201209230min,sfo,CoxxPe99,def_int,0,,,,,
player,201209230min,sfo,CoxxPe99,def_int_yds,0,,,,,
player,201209230min,sfo,CoxxPe99,def_int_td,0,,,,,
player,201209230min,sfo,CoxxPe99,def_int_long,0,,,,,
player,201209230min,sfo,CoxxPe99,pass_defended,0,,,,,
player,201209230min,sfo,CoxxPe99,sacks,0.0,,,,,
player,201209230min,sfo,CoxxPe99,tackles_combined,1,,,,,
player,201209230min,sfo,CoxxPe99,tackles_solo,1,,,,,
player,201209230min,sfo,CoxxPe99,tackles_assists,0,,,,,
player,201209230min,sfo,CoxxPe99,tackles_loss,0,,,,,
player,201209230min,sfo,CoxxPe99,qb_hits,0,,,,,
player,201209230min,sfo,CoxxPe99,fumbles_rec,0,,,,,
player,201209230min,sfo,CoxxPe99,fumbles_rec_yds,0,,,,,
player,201209230min,sfo,CoxxPe99,fumbles_rec_td,0,,,,,
player,201209230min,sfo,CoxxPe99,fumbles_forced,0,,,,,
player,201209230min,sfo,GranLa99,def_int,0,,,,,
player,201209230min,sfo,GranLa99,def_int_yds,0,,,,,
player,201209230min,sfo,GranLa99,def_int_td,0,,,,,
player,201209230min,sfo,GranLa99,def_int_long,0,,,,,
player,201209230min,sfo,GranLa99,pass_defended,0,,,,,
player,201209230min,sfo,GranLa99,sacks,0.0,,,,,
player,201209230min,sfo,GranLa99,tackles_combined,1,,,,,
player,201209230min,sfo,GranLa99,tackles_solo,1,,,,,
player,201209230min,sfo,GranLa99,tackles_assists,0,,,,,
player,201209230min,sfo,GranLa99,tackles_loss,0,,,,,
player,201209230min,sfo,GranLa99,qb_hits,0,,,,,
player,201209230min,sfo,GranLa99,fumbles_rec,0,,,,,
player,201209230min,sfo,GranLa99,fumbles_rec_yds,0,,,,,
player,201209230min,sfo,GranLa99,fumbles_rec_td,0,,,,,
player,201209230min,sfo,GranLa99,fumbles_forced,0,,,,,
player,201209230min,sfo,RogeCa20,def_int,0,,,,,
player,201209230min,sfo,RogeCa20,def_int_yds,0,,,,,
player,201209230min,sfo,RogeCa20,def_int_td,0,,,,,
player,201209230min,sfo,RogeCa20,def_int_long,0,,,,,
player,201209230min,sfo,RogeCa20,pass_defended,0,,,,,
player,201209230min,sfo,RogeCa20,sacks,0.0,,,,,
player,201209230min,sfo,RogeCa20,tackles_combined,1,,,,,
player,201209230min,sfo,RogeCa20,tackles_solo,1,,,,,
player,201209230min,sfo,RogeCa20,tackles_assists,0,,,,,
player,201209230min,sfo,RogeCa20,tackles_loss,0,,,,,
player,201209230min,sfo,RogeCa20,qb_hits,0,,,,,
player,201209230min,sfo,RogeCa20,fumbles_rec,1,,,,,
player,201209230min,sfo,RogeCa20,fumbles_rec_yds,11,,,,,
player,201209230min,sfo,RogeCa20,fumbles_rec_td,0,,,,,
player,201209230min,sfo,RogeCa20,fumbles_forced,0,,,,,
player,201209230min,sfo,TukuWi00,def_int,0,,,,,
player,201209230min,sfo,TukuWi00,def_int_yds,0,,,,,
player,201209230min,sfo,TukuWi00,def_int_td,0,,,,,
player,201209230min,sfo,TukuWi00,def_int_long,0,,,,,
player,201209230min,sfo,TukuWi00,pass_defended,0,,,,,
player,201209230min,sfo,TukuWi00,sacks,0.0,,,,,
player,201209230min,sfo,TukuWi00,tackles_combined,1,,,,,
player,201209230min,sfo,TukuWi00,tackles_solo,0,,,,,
player,201209230min,sfo,TukuWi00,tackles_assists,1,,,,,
player,201209230min,sfo,TukuWi00,tackles_loss,0,,,,,
player,201209230min,sfo,TukuWi00,qb_hits,0,,,,,
player,201209230min,sfo,TukuWi00,fumbles_rec,0,,,,,
player,201209230min,sfo,TukuWi00,fumbles_rec_yds,0,,,,,
player,201209230min,sfo,TukuWi00,fumbles_rec_td,0,,,,,
player,201209230min,sfo,TukuWi00,fumbles_forced,0,,,,,
player,201209230min,min,RobiJo01,def_int,1,,,,,
player,201209230min,min,RobiJo01,def_int_yds,24,,,,,
player,201209230min,min,RobiJo01,def_int_td,0,,,,,
player,201209230min,min,RobiJo01,def_int_long,24,,,,,
player,201209230min,min,RobiJo01,pass_defended,1,,,,,
player,201209230min,min,RobiJo01,sacks,0.0,,,,,
player,201209230min,min,RobiJo01,tackles_combined,4,,,,,
player,201209230min,min,RobiJo01,tackles_solo,3,,,,,
player,201209230min,min,RobiJo01,tackles_assists,1,,,,,
player,201209230min,min,RobiJo01,tackles_loss,0,,,,,
player,201209230min,min,RobiJo01,qb_hits,0,,,,,
player,201209230min,min,RobiJo01,fumbles_rec,0,,,,,
player,201209230min,min,RobiJo01,fumbles_rec_yds,0,,,,,
player,201209230min,min,RobiJo01,fumbles_rec_td,0,,,,,
player,201209230min,min,RobiJo01,fumbles_forced,0,,,,,
player,201209230min,min,GreeCh99,def_int,0,,,,,
player,201209230min,min,GreeCh99,def_int_yds,0,,,,,
player,201209230min,min,GreeCh99,def_int_td,0,,,,,
player,201209230min,min,GreeCh99,def_int_long,0,,,,,
player,201209230min,min,GreeCh99,pass_defended,0,,,,,
player,201209230min,min,GreeCh99,sacks,2.0,,,,,
player,201209230min,min,GreeCh99,tackles_combined,13,,,,,
player,201209230min,min,GreeCh99,tackles_solo,10,,,,,
player,201209230min,min,GreeCh99,tackles_assists,3,,,,,
player,201209230min,min,GreeCh99,tackles_loss,1,,,,,
player,201209230min,min,GreeCh99,qb_hits,2,,,,,
player,201209230min,min,GreeCh99,fumbles_rec,0,,,,,
player,201209230min,min,GreeCh99,fumbles_rec_yds,0,,,,,
player,201209230min,min,GreeCh99,fumbles_rec_td,0,,,,,
player,201209230min,min,GreeCh99,fumbles_forced,0,,,,,
player,201209230min,min,AlleJa22,def_int,0,,,,,
player,201209230min,min,AlleJa22,def_int_yds,0,,,,,
player,201209230min,min,AlleJa22,def_int_td,0,,,,,
player,201209230min,min,AlleJa22,def_int_long,0,,,,,
player,201209230min,min,AlleJa22,pass_defended,0,,,,,
player,201209230min,min,AlleJa22,sacks,1.0,,,,,
player,201209230min,min,AlleJa22,tackles_combined,1,,,,,
player,201209230min,min,AlleJa22,tackles_solo,1,,,,,
player,201209230min,min,AlleJa22,tackles_assists,0,,,,,
player,201209230min,min,AlleJa22,tackles_loss,0,,,,,
player,201209230min,min,AlleJa22,qb_hits,1,,,,,
player,201209230min,min,AlleJa22,fumbles_rec,0,,,,,
player,201209230min,min,AlleJa22,fumbles_rec_yds,0,,,,,
player,201209230min,min,AlleJa22,fumbles_rec_td,0,,,,,
player,201209230min,min,AlleJa22,fumbles_forced,1,,,,,
player,201209230min,min,WinfAn20,def_int,0,,,,,
player,201209230min,min,WinfAn20,def_int_yds,0,,,,,
player,201209230min,min,WinfAn20,def_int_td,0,,,,,
player,201209230min,min,WinfAn20,def_int_long,0,,,,,
player,201209230min,min,WinfAn20,pass_defended,1,,,,,
player,201209230min,min,WinfAn20,sacks,0.0,,,,,
player,201209230min,min,WinfAn20,tackles_combined,8,,,,,
player,201209230min,min,WinfAn20,tackles_solo,4,,,,,
player,201209230min,min,WinfAn20,tackles_assists,4,,,,,
player,201209230min,min,WinfAn20,tackles_loss,1,,,,,
player,201209230min,min,WinfAn20,qb_hits,0,,,,,
player,201209230min,min,WinfAn20,fumbles_rec,0,,,,,
player,201209230min,min,WinfAn20,fumbles_rec_yds,0,,,,,
player,201209230min,min,WinfAn20,fumbles_rec_td,0,,,,,
player,201209230min,min,WinfAn20,fumbles_forced,0,,,,,
player,201209230min,min,SanfJa99,def_int,0,,,,,
player,201209230min,min,SanfJa99,def_int_yds,0,,,,,
player,201209230min,min,SanfJa99,def_int_td,0,,,,,
player,201209230min,min,SanfJa99,def_int_long,0,,,,,
player,201209230min,min,SanfJa99,pass_defended,0,,,,,
player,201209230min,min,SanfJa99,sacks,0.0,,,,,
player,201209230min,min,SanfJa99,tackles_combined,7,,,,,
player,201209230min,min,SanfJa99,tackles_solo,6,,,,,
player,201209230min,min,SanfJa99,tackles_assists,1,,,,,
player,201209230min,min,SanfJa99,tackles_loss,0,,,,,
player,201209230min,min,SanfJa99,qb_hits,0,,,,,
player,201209230min,min,SanfJa99,fumbles_rec,0,,,,,
player,201209230min,min,SanfJa99,fumbles_rec_yds,0,,,,,
player,201209230min,min,SanfJa99,fumbles_rec_td,0,,,,,
player,201209230min,min,SanfJa99,fumbles_forced,1,,,,,
player,201209230min,min,SmitHa00,def_int,0,,,,,
player,201209230min,min,SmitHa00,def_int_yds,0,,,,,
player,201209230min,min,SmitHa00,def_int_td,0,,,,,
player,201209230min,min,SmitHa00,def_int_long,0,,,,,
player,201209230min,min,SmitHa00,pass_defended,1,,,,,
player,201209230min,min,SmitHa00,sacks,0.0,,,,,
player,201209230min,min,SmitHa00,tackles_combined,7,,,,,
player,201209230min,min,SmitHa00,tackles_solo,3,,,,,
player,201209230min,min,SmitHa00,tackles_assists,4,,,,,
player,201209230min,min,SmitHa00,tackles_loss,0,,,,,
player,201209230min,min,SmitHa00,qb_hits,0,,,,,
player,201209230min,min,SmitHa00,fumbles_rec,0,,,,,
player,201209230min,min,SmitHa00,fumbles_rec_yds,0,,,,,
player,201209230min,min,SmitHa00,fumbles_rec_td,0,,,,,
player,201209230min,min,SmitHa00,fumbles_forced,0,,,,,
player,201209230min,min,BrinJa99,def_int,0,,,,,
player,201209230min,min,BrinJa99,def_int_yds,0,,,,,
player,201209230min,min,BrinJa99,def_int_td,0,,,,,
player,201209230min,min,BrinJa99,def_int_long,0,,,,,
player,201209230min,min,BrinJa99,pass_defended,0,,,,,
player,201209230min,min,BrinJa99,sacks,0.0,,,,,
player,201209230min,min,BrinJa99,tackles_combined,4,,,,,
player,201209230min,min,BrinJa99,tackles_solo,3,,,,,
player,201209230min,min,BrinJa99,tackles_assists,1,,,,,
player,201209230min,min,BrinJa99,tackles_loss,0,,,,,
player,201209230min,min,BrinJa99,qb_hits,1,,,,,
player,201209230min,min,BrinJa99,fumbles_rec,0,,,,,
player,201209230min,min,BrinJa99,fumbles_rec_yds,0,,,,,
player,201209230min,min,BrinJa99,fumbles_rec_td,0,,,,,
player,201209230min,min,BrinJa99,fumbles_forced,0,,,,,
player,201209230min,min,CookCh99,def_int,0,,,,,
player,201209230min,min,CookCh99,def_int_yds,0,,,,,
player,201209230min,min,CookCh99,def_int_td,0,,,,,
player,201209230min,min,CookCh99,def_int_long,0,,,,,
player,201209230min,min,CookCh99,pass_defended,0,,,,,
player,201209230min,min,CookCh99,sacks,0.0,,,,,
player,201209230min,min,CookCh99,tackles_combined,4,,,,,
player,201209230min,min,CookCh99,tackles_solo,3,,,,,
player,201209230min,min,CookCh99,tackles_assists,1,,,,,
player,201209230min,min,CookCh99,tackles_loss,0,,,,,
player,201209230min,min,CookCh99,qb_hits,0,,,,,
player,201209230min,min,CookCh99,fumbles_rec,0,,,,,
player,201209230min,min,CookCh99,fumbles_rec_yds,0,,,,,
player,201209230min,min,CookCh99,fumbles_rec_td,0,,,,,
player,201209230min,min,CookCh99,fumbles_forced,0,,,,,
player,201209230min,min,GuioLe99,def_int,0,,,,,
player,201209230min,min,GuioLe99,def_int_yds,0,,,,,
player,201209230min,min,GuioLe99,def_int_td,0,,,,,
player,201209230min,min,GuioLe99,def_int_long,0,,,,,
player,201209230min,min,GuioLe99,pass_defended,0,,,,,
player,201209230min,min,GuioLe99,sacks,0.0,,,,,
player,201209230min,min,GuioLe99,tackles_combined,3,,,,,
player,201209230min,min,GuioLe99,tackles_solo,2,,,,,
player,201209230min,min,GuioLe99,tackles_assists,1,,,,,
player,201209230min,min,GuioLe99,tackles_loss,0,,,,,
player,201209230min,min,GuioLe99,qb_hits,0,,,,,
player,201209230min,min,GuioLe99,fumbles_rec,0,,,,,
player,201209230min,min,GuioLe99,fumbles_rec_yds,0,,,,,
player,201209230min,min,GuioLe99,fumbles_rec_td,0,,,,,
player,201209230min,min,GuioLe99,fumbles_forced,0,,,,,
player,201209230min,min,GrifEv99,def_int,0,,,,,
player,201209230min,min,GrifEv99,def_int_yds,0,,,,,
player,201209230min,min,GrifEv99,def_int_td,0,,,,,
player,201209230min,min,GrifEv99,def_int_long,0,,,,,
player,201209230min,min,GrifEv99,pass_defended,0,,,,,
player,201209230min,min,GrifEv99,sacks,0.0,,,,,
player,201209230min,min,GrifEv99,tackles_combined,2,,,,,
player,201209230min,min,GrifEv99,tackles_solo,1,,,,,
player,201209230min,min,GrifEv99,tackles_assists,1,,,,,
player,201209230min,min,GrifEv99,tackles_loss,0,,,,,
player,201209230min,min,GrifEv99,qb_hits,0,,,,,
player,201209230min,min,GrifEv99,fumbles_rec,1,,,,,
player,201209230min,min,GrifEv99,fumbles_rec_yds,0,,,,,
player,201209230min,min,GrifEv99,fumbles_rec_td,0,,,,,
player,201209230min,min,GrifEv99,fumbles_forced,0,,,,,
player,201209230min,min,MitcMa99,def_int,0,,,,,
player,201209230min,min,MitcMa99,def_int_yds,0,,,,,
player,201209230min,min,MitcMa99,def_int_td,0,,,,,
player,201209230min,min,MitcMa99,def_int_long,0,,,,,
player,201209230min,min,MitcMa99,pass_defended,0,,,,,
player,201209230min,min,MitcMa99,sacks,0.0,,,,,
player,201209230min,min,MitcMa99,tackles_combined,2,,,,,
player,201209230min,min,MitcMa99,tackles_solo,2,,,,,
player,201209230min,min,MitcMa99,tackles_assists,0,,,,,
player,201209230min,min,MitcMa99,tackles_loss,0,,,,,
player,201209230min,min,MitcMa99,qb_hits,0,,,,,
player,201209230min,min,MitcMa99,fumbles_rec,0,,,,,
player,201209230min,min,MitcMa99,fumbles_rec_yds,0,,,,,
player,201209230min,min,MitcMa99,fumbles_rec_td,0,,,,,
player,201209230min,min,MitcMa99,fumbles_forced,0,,,,,
player,201209230min,min,WillKe98,def_int,0,,,,,
player,201209230min,min,WillKe98,def_int_yds,0,,,,,
player,201209230min,min,WillKe98,def_int_td,0,,,,,
player,201209230min,min,WillKe98,def_int_long,0,,,,,
player,201209230min,min,WillKe98,pass_defended,1,,,,,
player,201209230min,min,WillKe98,sacks,0.0,,,,,
player,201209230min,min,WillKe98,tackles_combined,2,,,,,
player,201209230min,min,WillKe98,tackles_solo,2,,,,,
player,201209230min,min,WillKe98,tackles_assists,0,,,,,
player,201209230min,min,WillKe98,tackles_loss,0,,,,,
player,201209230min,min,WillKe98,qb_hits,0,,,,,
player,201209230min,min,WillKe98,fumbles_rec,0,,,,,
player,201209230min,min,WillKe98,fumbles_rec_yds,0,,,,,
player,201209230min,min,WillKe98,fumbles_rec_td,0,,,,,
player,201209230min,min,WillKe98,fumbles_forced,0,,,,,
player,201209230min,min,DeanLa00,def_int,0,,,,,
player,201209230min,min,DeanLa00,def_int_yds,0,,,,,
player,201209230min,min,DeanLa00,def_int_td,0,,,,,
player,201209230min,min,DeanLa00,def_int_long,0,,,,,
player,201209230min,min,DeanLa00,pass_defended,0,,,,,
player,201209230min,min,DeanLa00,sacks,0.0,,,,,
player,201209230min,min,DeanLa00,tackles_combined,1,,,,,
player,201209230min,min,DeanLa00,tackles_solo,1,,,,,
player,201209230min,min,DeanLa00,tackles_assists,0,,,,,
player,201209230min,min,DeanLa00,tackles_loss,0,,,,,
player,201209230min,min,DeanLa00,qb_hits,0,,,,,
player,201209230min,min,DeanLa00,fumbles_rec,0,,,,,
player,201209230min,min,DeanLa00,fumbles_rec_yds,0,,,,,
player,201209230min,min,DeanLa00,fumbles_rec_td,0,,,,,
player,201209230min,min,DeanLa00,fumbles_forced,0,,,,,
player,201209230min,min,ElliRh00,def_int,0,,,,,
player,201209230min,min,ElliRh00,def_int_yds,0,,,,,
player,201209230min,min,ElliRh00,def_int_td,0,,,,,
player,201209230min,min,ElliRh00,def_int_long,0,,,,,
player,201209230min,min,ElliRh00,pass_defended,0,,,,,
player,201209230min,min,ElliRh00,sacks,0.0,,,,,
player,201209230min,min,ElliRh00,tackles_combined,1,,,,,
player,201209230min,min,ElliRh00,tackles_solo,1,,,,,
player,201209230min,min,ElliRh00,tackles_assists,0,,,,,
player,201209230min,min,ElliRh00,tackles_loss,0,,,,,
player,201209230min,min,ElliRh00,qb_hits,0,,,,,
player,201209230min,min,ElliRh00,fumbles_rec,0,,,,,
player,201209230min,min,ElliRh00,fumbles_rec_yds,0,,,,,
player,201209230min,min,ElliRh00,fumbles_rec_td,0,,,,,
player,201209230min,min,ElliRh00,fumbles_forced,0,,,,,
player,201209230min,min,RobiBr98,def_int,0,,,,,
player,201209230min,min,RobiBr98,def_int_yds,0,,,,,
player,201209230min,min,RobiBr98,def_int_td,0,,,,,
player,201209230min,min,RobiBr98,def_int_long,0,,,,,
player,201209230min,min,RobiBr98,pass_defended,0,,,,,
player,201209230min,min,RobiBr98,sacks,0.0,,,,,
player,201209230min,min,RobiBr98,tackles_combined,1,,,,,
player,201209230min,min,RobiBr98,tackles_solo,0,,,,,
player,201209230min,min,RobiBr98,tackles_assists,1,,,,,
player,201209230min,min,RobiBr98,tackles_loss,0,,,,,
player,201209230min,min,RobiBr98,qb_hits,0,,,,,
player,201209230min,min,RobiBr98,fumbles_rec,1,,,,,
player,201209230min,min,RobiBr98,fumbles_rec_yds,0,,,,,
player,201209230min,min,RobiBr98,fumbles_rec_td,0,,,,,
player,201209230min,min,RobiBr98,fumbles_forced,0,,,,,
player,201209230min,min,SherMa20,def_int,0,,,,,
player,201209230min,min,SherMa20,def_int_yds,0,,,,,
player,201209230min,min,SherMa20,def_int_td,0,,,,,
player,201209230min,min,SherMa20,def_int_long,0,,,,,
player,201209230min,min,SherMa20,pass_defended,0,,,,,
player,201209230min,min,SherMa20,sacks,0.0,,,,,
player,201209230min,min,SherMa20,tackles_combined,1,,,,,
player,201209230min,min,SherMa20,tackles_solo,1,,,,,
player,201209230min,min,SherMa20,tackles_assists,0,,,,,
player,201209230min,min,SherMa20,tackles_loss,0,,,,,
player,201209230min,min,SherMa20,qb_hits,0,,,,,
player,201209230min,min,SherMa20,fumbles_rec,0,,,,,
player,201209230min,min,SherMa20,fumbles_rec_yds,0,,,,,
player,201209230min,min,SherMa20,fumbles_rec_td,0,,,,,
player,201209230min,min,SherMa20,fumbles_forced,0,,,,,
player,201209230min,sfo,WillKy01,kick_ret,2,,,,,
player,201209230min,sfo,WillKy01,kick_ret_yds,144,,,,,
player,201209230min,sfo,WillKy01,kick_ret_yds_per_ret,72.0,,,,,
player,201209230min,sfo,WillKy01,kick_ret_td,0,,,,,
player,201209230min,sfo,WillKy01,kick_ret_long,94,,,,,
player,201209230min,sfo,WillKy01,punt_ret,2,,,,,
player,201209230min,sfo,WillKy01,punt_ret_yds,24,,,,,
player,201209230min,sfo,WillKy01,punt_ret_yds_per_ret,12.0,,,,,
player,201209230min,sfo,WillKy01,punt_ret_td,0,,,,,
player,201209230min,sfo,WillKy01,punt_ret_long,16,,,,,
player,201209230min,sfo,HuntKe00,kick_ret,2,,,,,
player,201209230min,sfo,HuntKe00,kick_ret_yds,49,,,,,
player,201209230min,sfo,HuntKe00,kick_ret_yds_per_ret,24.5,,,,,
player,201209230min,sfo,HuntKe00,kick_ret_td,0,,,,,
player,201209230min,sfo,HuntKe00,kick_ret_long,29,,,,,
player,201209230min,sfo,HuntKe00,punt_ret,0,,,,,
player,201209230min,sfo,HuntKe00,punt_ret_yds,0,,,,,
player,201209230min,sfo,HuntKe00,punt_ret_yds_per_ret,,,,,,
player,201209230min,sfo,HuntKe00,punt_ret_td,0,,,,,
player,201209230min,sfo,HuntKe00,punt_ret_long,0,,,,,
player,201209230min,min,HarvPe00,kick_ret,3,,,,,
player,201209230min,min,HarvPe00,kick_ret_yds,74,,,,,
player,201209230min,min,HarvPe00,kick_ret_yds_per_ret,24.7,,,,,
player,201209230min,min,HarvPe00,kick_ret_td,0,,,,,
player,201209230min,min,HarvPe00,kick_ret_long,32,,,,,
player,201209230min,min,HarvPe00,punt_ret,0,,,,,
player,201209230min,min,HarvPe00,punt_ret_yds,0,,,,,
player,201209230min,min,HarvPe00,punt_ret_yds_per_ret,,,,,,
player,201209230min,min,HarvPe00,punt_ret_td,0,,,,,
player,201209230min,min,HarvPe00,punt_ret_long,0,,,,,
player,201209230min,sfo,akersdav01,xpm,1,,,,,
player,201209230min,sfo,akersdav01,xpa,1,,,,,
player,201209230min,sfo,akersdav01,fgm,2,,,,,
player,201209230min,sfo,akersdav01,fga,3,,,,,
player,201209230min,sfo,akersdav01,punt,0,,,,,
player,201209230min,sfo,akersdav01,punt_yds,0,,,,,
