game,2012,3,20120923,201209230rav,nwe,"New England Patriots",30,rav,"Baltimore Ravens",31
player,201209230rav,nwe,WoodDa02,pass_long,0,,,,,
player,201209230rav,nwe,WoodDa02,pass_rating,,,,,,
player,201209230rav,nwe,WoodDa02,rush_att,15,,,,,
player,201209230rav,nwe,WoodDa02,rush_yds,34,,,,,
player,201209230rav,nwe,WoodDa02,rush_td,1,,,,,
player,201209230rav,nwe,WoodDa02,rush_long,6,,,,,
player,201209230rav,nwe,WoodDa02,targets,2,,,,,
player,201209230rav,nwe,WoodDa02,rec,1,,,,,
player,201209230rav,nwe,WoodDa02,rec_yds,9,,,,,
player,201209230rav,nwe,WoodDa02,rec_td,0,,,,,
player,201209230rav,nwe,WoodDa02,rec_long,9,,,,,
player,201209230rav,nwe,WoodDa02,fumbles,0,,,,,
player,201209230rav,nwe,WoodDa02,fumbles_lost,0,,,,,
player,201209230rav,nwe,BoldBr00,pass_cmp,0,,,,,
player,201209230rav,nwe,BoldBr00,pass_att,0,,,,,
player,201209230rav,nwe,BoldBr00,pass_yds,0,,,,,
player,201209230rav,nwe,BoldBr00,pass_td,0,,,,,
player,201209230rav,nwe,BoldBr00,pass_int,0,,,,,
player,201209230rav,nwe,BoldBr00,pass_sacked,0,,,,,
player,201209230rav,nwe,BoldBr00,pass_sacked_yds,0,,,,,
player,201209230rav,nwe,BoldBr00,pass_long,0,,,,,
player,201209230rav,nwe,BoldBr00,pass_rating,,,,,,
player,201209230rav,nwe,BoldBr00,rush_att,2,,,,,
player,201209230rav,nwe,BoldBr00,rush_yds,4,,,,,
player,201209230rav,nwe,BoldBr00,rush_td,1,,,,,
player,201209230rav,nwe,BoldBr00,rush_long,2,,,,,
player,201209230rav,nwe,BoldBr00,targets,0,,,,,
player,201209230rav,nwe,BoldBr00,rec,0,,,,,
player,201209230rav,nwe,BoldBr00,rec_yds,0,,,,,
player,201209230rav,nwe,BoldBr00,rec_td,0,,,,,
player,201209230rav,nwe,BoldBr00,rec_long,0,,,,,
player,201209230rav,nwe,BoldBr00,fumbles,0,,,,,
player,201209230rav,nwe,BoldBr00,fumbles_lost,0,,,,,
player,201209230rav,nwe,WelkWe00,pass_cmp,0,,,,,
player,201209230rav,nwe,WelkWe00,pass_att,0,,,,,
player,201209230rav,nwe,WelkWe00,pass_yds,0,,,,,
player,201209230rav,nwe,WelkWe00,pass_td,0,,,,,
player,201209230rav,nwe,WelkWe00,pass_int,0,,,,,
player,201209230rav,nwe,WelkWe00,pass_sacked,0,,,,,
player,201209230rav,nwe,WelkWe00,pass_sacked_yds,0,,,,,
player,201209230rav,nwe,WelkWe00,pass_long,0,,,,,
player,201209230rav,nwe,WelkWe00,pass_rating,,,,,,
player,201209230rav,nwe,WelkWe00,rush_att,0,,,,,
player,201209230rav,nwe,WelkWe00,rush_yds,0,,,,,
player,201209230rav,nwe,WelkWe00,rush_td,0,,,,,
player,201209230rav,nwe,WelkWe00,rush_long,0,,,,,
player,201209230rav,nwe,WelkWe00,targets,10,,,,,
player,201209230rav,nwe,WelkWe00,rec,8,,,,,
player,201209230rav,nwe,WelkWe00,rec_yds,142,,,,,
player,201209230rav,nwe,WelkWe00,rec_td,0,,,,,
player,201209230rav,nwe,WelkWe00,rec_long,59,,,,,
player,201209230rav,nwe,WelkWe00,fumbles,0,,,,,
player,201209230rav,nwe,WelkWe00,fumbles_lost,0,,,,,
player,201209230rav,nwe,LloyBr00,pass_cmp,0,,,,,
player,201209230rav,nwe,LloyBr00,pass_att,0,,,,,
player,201209230rav,nwe,LloyBr00,pass_yds,0,,,,,
player,201209230rav,nwe,LloyBr00,pass_td,0,,,,,
player,201209230rav,nwe,LloyBr00,pass_int,0,,,,,
player,201209230rav,nwe,LloyBr00,pass_sacked,0,,,,,
player,201209230rav,nwe,LloyBr00,pass_sacked_yds,0,,,,,
player,201209230rav,nwe,LloyBr00,pass_long,0,,,,,
player,201209230rav,nwe,LloyBr00,pass_rating,,,,,,
player,201209230rav,nwe,LloyBr00,rush_att,0,,,,,
player,201209230rav,nwe,LloyBr00,rush_yds,0,,,,,
player,201209230rav,nwe,LloyBr00,rush_td,0,,,,,
player,201209230rav,nwe,LloyBr00,rush_long,0,,,,,
player,201209230rav,nwe,LloyBr00,targets,12,,,,,
player,201209230rav,nwe,LloyBr00,rec,9,,,,,
player,201209230rav,nwe,LloyBr00,rec_yds,108,,,,,
player,201209230rav,nwe,LloyBr00,rec_td,0,,,,,
player,201209230rav,nwe,LloyBr00,rec_long,22,,,,,
player,201209230rav,nwe,LloyBr00,fumbles,0,,,,,
player,201209230rav,nwe,LloyBr00,fumbles_lost,0,,,,,
player,201209230rav,nwe,GronRo00,pass_cmp,0,,,,,
player,201209230rav,nwe,GronRo00,pass_att,0,,,,,
player,201209230rav,nwe,GronRo00,pass_yds,0,,,,,
player,201209230rav,nwe,GronRo00,pass_td,0,,,,,
player,201209230rav,nwe,GronRo00,pass_int,0,,,,,
player,201209230rav,nwe,GronRo00,pass_sacked,0,,,,,
player,201209230rav,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201209230rav,nwe,GronRo00,pass_long,0,,,,,
player,201209230rav,nwe,GronRo00,pass_rating,,,,,,
player,201209230rav,nwe,GronRo00,rush_att,0,,,,,
player,201209230rav,nwe,GronRo00,rush_yds,0,,,,,
player,201209230rav,nwe,GronRo00,rush_td,0,,,,,
player,201209230rav,nwe,GronRo00,rush_long,0,,,,,
player,201209230rav,nwe,GronRo00,targets,3,,,,,
player,201209230rav,nwe,GronRo00,rec,2,,,,,
player,201209230rav,nwe,GronRo00,rec_yds,21,,,,,
player,201209230rav,nwe,GronRo00,rec_td,0,,,,,
player,201209230rav,nwe,GronRo00,rec_long,12,,,,,
player,201209230rav,nwe,GronRo00,fumbles,0,,,,,
player,201209230rav,nwe,GronRo00,fumbles_lost,0,,,,,
player,201209230rav,nwe,WinsKe01,pass_cmp,0,,,,,
player,201209230rav,nwe,WinsKe01,pass_att,0,,,,,
player,201209230rav,nwe,WinsKe01,pass_yds,0,,,,,
player,201209230rav,nwe,WinsKe01,pass_td,0,,,,,
player,201209230rav,nwe,WinsKe01,pass_int,0,,,,,
player,201209230rav,nwe,WinsKe01,pass_sacked,0,,,,,
player,201209230rav,nwe,WinsKe01,pass_sacked_yds,0,,,,,
player,201209230rav,nwe,WinsKe01,pass_long,0,,,,,
player,201209230rav,nwe,WinsKe01,pass_rating,,,,,,
player,201209230rav,nwe,WinsKe01,rush_att,0,,,,,
player,201209230rav,nwe,WinsKe01,rush_yds,0,,,,,
player,201209230rav,nwe,WinsKe01,rush_td,0,,,,,
player,201209230rav,nwe,WinsKe01,rush_long,0,,,,,
player,201209230rav,nwe,WinsKe01,targets,2,,,,,
player,201209230rav,nwe,WinsKe01,rec,1,,,,,
player,201209230rav,nwe,WinsKe01,rec_yds,12,,,,,
player,201209230rav,nwe,WinsKe01,rec_td,0,,,,,
player,201209230rav,nwe,WinsKe01,rec_long,12,,,,,
player,201209230rav,nwe,WinsKe01,fumbles,0,,,,,
player,201209230rav,nwe,WinsKe01,fumbles_lost,0,,,,,
player,201209230rav,nwe,BranDe00,pass_cmp,0,,,,,
player,201209230rav,nwe,BranDe00,pass_att,0,,,,,
player,201209230rav,nwe,BranDe00,pass_yds,0,,,,,
player,201209230rav,nwe,BranDe00,pass_td,0,,,,,
player,201209230rav,nwe,BranDe00,pass_int,0,,,,,
player,201209230rav,nwe,BranDe00,pass_sacked,0,,,,,
player,201209230rav,nwe,BranDe00,pass_sacked_yds,0,,,,,
player,201209230rav,nwe,BranDe00,pass_long,0,,,,,
player,201209230rav,nwe,BranDe00,pass_rating,,,,,,
player,201209230rav,nwe,BranDe00,rush_att,0,,,,,
player,201209230rav,nwe,BranDe00,rush_yds,0,,,,,
player,201209230rav,nwe,BranDe00,rush_td,0,,,,,
player,201209230rav,nwe,BranDe00,rush_long,0,,,,,
player,201209230rav,nwe,BranDe00,targets,3,,,,,
player,201209230rav,nwe,BranDe00,rec,2,,,,,
player,201209230rav,nwe,BranDe00,rec_yds,11,,,,,
player,201209230rav,nwe,BranDe00,rec_td,0,,,,,
player,201209230rav,nwe,BranDe00,rec_long,11,,,,,
player,201209230rav,nwe,BranDe00,fumbles,0,,,,,
player,201209230rav,nwe,BranDe00,fumbles_lost,0,,,,,
player,201209230rav,nwe,HoomMi00,pass_cmp,0,,,,,
player,201209230rav,nwe,HoomMi00,pass_att,0,,,,,
player,201209230rav,nwe,HoomMi00,pass_yds,0,,,,,
player,201209230rav,nwe,HoomMi00,pass_td,0,,,,,
player,201209230rav,nwe,HoomMi00,pass_int,0,,,,,
player,201209230rav,nwe,HoomMi00,pass_sacked,0,,,,,
player,201209230rav,nwe,HoomMi00,pass_sacked_yds,0,,,,,
player,201209230rav,nwe,HoomMi00,pass_long,0,,,,,
player,201209230rav,nwe,HoomMi00,pass_rating,,,,,,
player,201209230rav,nwe,HoomMi00,rush_att,0,,,,,
player,201209230rav,nwe,HoomMi00,rush_yds,0,,,,,
player,201209230rav,nwe,HoomMi00,rush_td,0,,,,,
player,201209230rav,nwe,HoomMi00,rush_long,0,,,,,
player,201209230rav,nwe,HoomMi00,targets,1,,,,,
player,201209230rav,nwe,HoomMi00,rec,1,,,,,
player,201209230rav,nwe,HoomMi00,rec_yds,4,,,,,
player,201209230rav,nwe,HoomMi00,rec_td,0,,,,,
player,201209230rav,nwe,HoomMi00,rec_long,4,,,,,
player,201209230rav,nwe,HoomMi00,fumbles,0,,,,,
player,201209230rav,nwe,HoomMi00,fumbles_lost,0,,,,,
player,201209230rav,nwe,EdelJu00,pass_cmp,0,,,,,
player,201209230rav,nwe,EdelJu00,pass_att,0,,,,,
player,201209230rav,nwe,EdelJu00,pass_yds,0,,,,,
player,201209230rav,nwe,EdelJu00,pass_td,0,,,,,
player,201209230rav,nwe,EdelJu00,pass_int,0,,,,,
player,201209230rav,nwe,EdelJu00,pass_sacked,0,,,,,
player,201209230rav,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201209230rav,nwe,EdelJu00,pass_long,0,,,,,
player,201209230rav,nwe,EdelJu00,pass_rating,,,,,,
player,201209230rav,nwe,EdelJu00,rush_att,2,,,,,
player,201209230rav,nwe,EdelJu00,rush_yds,-5,,,,,
player,201209230rav,nwe,EdelJu00,rush_td,0,,,,,
player,201209230rav,nwe,EdelJu00,rush_long,8,,,,,
player,201209230rav,nwe,EdelJu00,targets,7,,,,,
player,201209230rav,nwe,EdelJu00,rec,4,,,,,
player,201209230rav,nwe,EdelJu00,rec_yds,28,,,,,
player,201209230rav,nwe,EdelJu00,rec_td,1,,,,,
player,201209230rav,nwe,EdelJu00,rec_long,15,,,,,
player,201209230rav,nwe,EdelJu00,fumbles,0,,,,,
player,201209230rav,nwe,EdelJu00,fumbles_lost,0,,,,,
player,201209230rav,rav,FlacJo00,pass_cmp,28,,,,,
player,201209230rav,rav,FlacJo00,pass_att,39,,,,,
player,201209230rav,rav,FlacJo00,pass_yds,382,,,,,
player,201209230rav,rav,FlacJo00,pass_td,3,,,,,
player,201209230rav,rav,FlacJo00,pass_int,1,,,,,
player,201209230rav,rav,FlacJo00,pass_sacked,0,,,,,
player,201209230rav,rav,FlacJo00,pass_sacked_yds,0,,,,,
player,201209230rav,rav,FlacJo00,pass_long,41,,,,,
player,201209230rav,rav,FlacJo00,pass_rating,117.7,,,,,
player,201209230rav,rav,FlacJo00,rush_att,2,,,,,
player,201209230rav,rav,FlacJo00,rush_yds,3,,,,,
player,201209230rav,rav,FlacJo00,rush_td,0,,,,,
player,201209230rav,rav,FlacJo00,rush_long,5,,,,,
player,201209230rav,rav,FlacJo00,targets,0,,,,,
player,201209230rav,rav,FlacJo00,rec,0,,,,,
player,201209230rav,rav,FlacJo00,rec_yds,0,,,,,
player,201209230rav,rav,FlacJo00,rec_td,0,,,,,
player,201209230rav,rav,FlacJo00,rec_long,0,,,,,
player,201209230rav,rav,FlacJo00,fumbles,0,,,,,
player,201209230rav,rav,FlacJo00,fumbles_lost,0,,,,,
player,201209230rav,rav,RiceRa00,pass_cmp,0,,,,,
player,201209230rav,rav,RiceRa00,pass_att,0,,,,,
player,201209230rav,rav,RiceRa00,pass_yds,0,,,,,
player,201209230rav,rav,RiceRa00,pass_td,0,,,,,
player,201209230rav,rav,RiceRa00,pass_int,0,,,,,
player,201209230rav,rav,RiceRa00,pass_sacked,0,,,,,
player,201209230rav,rav,RiceRa00,pass_sacked_yds,0,,,,,
player,201209230rav,rav,RiceRa00,pass_long,0,,,,,
player,201209230rav,rav,RiceRa00,pass_rating,,,,,,
player,201209230rav,rav,RiceRa00,rush_att,20,,,,,
player,201209230rav,rav,RiceRa00,rush_yds,101,,,,,
player,201209230rav,rav,RiceRa00,rush_td,1,,,,,
player,201209230rav,rav,RiceRa00,rush_long,15,,,,,
player,201209230rav,rav,RiceRa00,targets,5,,,,,
player,201209230rav,rav,RiceRa00,rec,5,,,,,
player,201209230rav,rav,RiceRa00,rec_yds,49,,,,,
player,201209230rav,rav,RiceRa00,rec_td,0,,,,,
player,201209230rav,rav,RiceRa00,rec_long,27,,,,,
player,201209230rav,rav,RiceRa00,fumbles,0,,,,,
player,201209230rav,rav,RiceRa00,fumbles_lost,0,,,,,
player,201209230rav,rav,PierBe00,pass_cmp,0,,,,,
player,201209230rav,rav,PierBe00,pass_att,0,,,,,
player,201209230rav,rav,PierBe00,pass_yds,0,,,,,
player,201209230rav,rav,PierBe00,pass_td,0,,,,,
player,201209230rav,rav,PierBe00,pass_int,0,,,,,
player,201209230rav,rav,PierBe00,pass_sacked,0,,,,,
player,201209230rav,rav,PierBe00,pass_sacked_yds,0,,,,,
player,201209230rav,rav,PierBe00,pass_long,0,,,,,
player,201209230rav,rav,PierBe00,pass_rating,,,,,,
player,201209230rav,rav,PierBe00,rush_att,4,,,,,
player,201209230rav,rav,PierBe00,rush_yds,17,,,,,
player,201209230rav,rav,PierBe00,rush_td,0,,,,,
player,201209230rav,rav,PierBe00,rush_long,8,,,,,
player,201209230rav,rav,PierBe00,targets,1,,,,,
player,201209230rav,rav,PierBe00,rec,1,,,,,
player,201209230rav,rav,PierBe00,rec_yds,10,,,,,
player,201209230rav,rav,PierBe00,rec_td,0,,,,,
player,201209230rav,rav,PierBe00,rec_long,10,,,,,
player,201209230rav,rav,PierBe00,fumbles,0,,,,,
player,201209230rav,rav,PierBe00,fumbles_lost,0,,,,,
player,201209230rav,rav,SmitTo02,pass_cmp,0,,,,,
player,201209230rav,rav,SmitTo02,pass_att,0,,,,,
player,201209230rav,rav,SmitTo02,pass_yds,0,,,,,
player,201209230rav,rav,SmitTo02,pass_td,0,,,,,
player,201209230rav,rav,SmitTo02,pass_int,0,,,,,
player,201209230rav,rav,SmitTo02,pass_sacked,0,,,,,
player,201209230rav,rav,SmitTo02,pass_sacked_yds,0,,,,,
player,201209230rav,rav,SmitTo02,pass_long,0,,,,,
player,201209230rav,rav,SmitTo02,pass_rating,,,,,,
player,201209230rav,rav,SmitTo02,rush_att,0,,,,,
player,201209230rav,rav,SmitTo02,rush_yds,0,,,,,
player,201209230rav,rav,SmitTo02,rush_td,0,,,,,
player,201209230rav,rav,SmitTo02,rush_long,0,,,,,
player,201209230rav,rav,SmitTo02,targets,10,,,,,
player,201209230rav,rav,SmitTo02,rec,6,,,,,
player,201209230rav,rav,SmitTo02,rec_yds,127,,,,,
player,201209230rav,rav,SmitTo02,rec_td,2,,,,,
player,201209230rav,rav,SmitTo02,rec_long,38,,,,,
player,201209230rav,rav,SmitTo02,fumbles,0,,,,,
player,201209230rav,rav,SmitTo02,fumbles_lost,0,,,,,
player,201209230rav,rav,JoneJa03,pass_cmp,0,,,,,
player,201209230rav,rav,JoneJa03,pass_att,0,,,,,
player,201209230rav,rav,JoneJa03,pass_yds,0,,,,,
player,201209230rav,rav,JoneJa03,pass_td,0,,,,,
player,201209230rav,rav,JoneJa03,pass_int,0,,,,,
player,201209230rav,rav,JoneJa03,pass_sacked,0,,,,,
player,201209230rav,rav,JoneJa03,pass_sacked_yds,0,,,,,
player,201209230rav,rav,JoneJa03,pass_long,0,,,,,
player,201209230rav,rav,JoneJa03,pass_rating,,,,,,
player,201209230rav,rav,JoneJa03,rush_att,0,,,,,
player,201209230rav,rav,JoneJa03,rush_yds,0,,,,,
player,201209230rav,rav,JoneJa03,rush_td,0,,,,,
player,201209230rav,rav,JoneJa03,rush_long,0,,,,,
player,201209230rav,rav,JoneJa03,targets,4,,,,,
player,201209230rav,rav,JoneJa03,rec,3,,,,,
player,201209230rav,rav,JoneJa03,rec_yds,86,,,,,
player,201209230rav,rav,JoneJa03,rec_td,0,,,,,
player,201209230rav,rav,JoneJa03,rec_long,41,,,,,
player,201209230rav,rav,JoneJa03,fumbles,1,,,,,
player,201209230rav,rav,JoneJa03,fumbles_lost,0,,,,,
player,201209230rav,rav,PittDe00,pass_cmp,0,,,,,
player,201209230rav,rav,PittDe00,pass_att,0,,,,,
player,201209230rav,rav,PittDe00,pass_yds,0,,,,,
player,201209230rav,rav,PittDe00,pass_td,0,,,,,
player,201209230rav,rav,PittDe00,pass_int,0,,,,,
player,201209230rav,rav,PittDe00,pass_sacked,0,,,,,
player,201209230rav,rav,PittDe00,pass_sacked_yds,0,,,,,
player,201209230rav,rav,PittDe00,pass_long,0,,,,,
player,201209230rav,rav,PittDe00,pass_rating,,,,,,
player,201209230rav,rav,PittDe00,rush_att,0,,,,,
player,201209230rav,rav,PittDe00,rush_yds,0,,,,,
player,201209230rav,rav,PittDe00,rush_td,0,,,,,
player,201209230rav,rav,PittDe00,rush_long,0,,,,,
player,201209230rav,rav,PittDe00,targets,7,,,,,
player,201209230rav,rav,PittDe00,rec,5,,,,,
player,201209230rav,rav,PittDe00,rec_yds,50,,,,,
player,201209230rav,rav,PittDe00,rec_td,1,,,,,
player,201209230rav,rav,PittDe00,rec_long,20,,,,,
player,201209230rav,rav,PittDe00,fumbles,0,,,,,
player,201209230rav,rav,PittDe00,fumbles_lost,0,,,,,
player,201209230rav,rav,BoldAn00,pass_cmp,0,,,,,
player,201209230rav,rav,BoldAn00,pass_att,0,,,,,
player,201209230rav,rav,BoldAn00,pass_yds,0,,,,,
player,201209230rav,rav,BoldAn00,pass_td,0,,,,,
player,201209230rav,rav,BoldAn00,pass_int,0,,,,,
player,201209230rav,rav,BoldAn00,pass_sacked,0,,,,,
player,201209230rav,rav,BoldAn00,pass_sacked_yds,0,,,,,
player,201209230rav,rav,BoldAn00,pass_long,0,,,,,
player,201209230rav,rav,BoldAn00,pass_rating,,,,,,
player,201209230rav,rav,BoldAn00,rush_att,0,,,,,
player,201209230rav,rav,BoldAn00,rush_yds,0,,,,,
player,201209230rav,rav,BoldAn00,rush_td,0,,,,,
player,201209230rav,rav,BoldAn00,rush_long,0,,,,,
player,201209230rav,rav,BoldAn00,targets,7,,,,,
player,201209230rav,rav,BoldAn00,rec,4,,,,,
player,201209230rav,rav,BoldAn00,rec_yds,48,,,,,
player,201209230rav,rav,BoldAn00,rec_td,0,,,,,
player,201209230rav,rav,BoldAn00,rec_long,24,,,,,
player,201209230rav,rav,BoldAn00,fumbles,0,,,,,
player,201209230rav,rav,BoldAn00,fumbles_lost,0,,,,,
player,201209230rav,rav,LeacVo00,pass_cmp,0,,,,,
player,201209230rav,rav,LeacVo00,pass_att,0,,,,,
player,201209230rav,rav,LeacVo00,pass_yds,0,,,,,
player,201209230rav,rav,LeacVo00,pass_td,0,,,,,
player,201209230rav,rav,LeacVo00,pass_int,0,,,,,
player,201209230rav,rav,LeacVo00,pass_sacked,0,,,,,
player,201209230rav,rav,LeacVo00,pass_sacked_yds,0,,,,,
player,201209230rav,rav,LeacVo00,pass_long,0,,,,,
player,201209230rav,rav,LeacVo00,pass_rating,,,,,,
player,201209230rav,rav,LeacVo00,rush_att,0,,,,,
player,201209230rav,rav,LeacVo00,rush_yds,0,,,,,
player,201209230rav,rav,LeacVo00,rush_td,0,,,,,
player,201209230rav,rav,LeacVo00,rush_long,0,,,,,
player,201209230rav,rav,LeacVo00,targets,3,,,,,
player,201209230rav,rav,LeacVo00,rec,2,,,,,
player,201209230rav,rav,LeacVo00,rec_yds,7,,,,,
player,201209230rav,rav,LeacVo00,rec_td,0,,,,,
player,201209230rav,rav,LeacVo00,rec_long,6,,,,,
player,201209230rav,rav,LeacVo00,fumbles,0,,,,,
player,201209230rav,rav,LeacVo00,fumbles_lost,0,,,,,
player,201209230rav,rav,DickEd00,pass_cmp,0,,,,,
player,201209230rav,rav,DickEd00,pass_att,0,,,,,
player,201209230rav,rav,DickEd00,pass_yds,0,,,,,
player,201209230rav,rav,DickEd00,pass_td,0,,,,,
player,201209230rav,rav,DickEd00,pass_int,0,,,,,
player,201209230rav,rav,DickEd00,pass_sacked,0,,,,,
player,201209230rav,rav,DickEd00,pass_sacked_yds,0,,,,,
player,201209230rav,rav,DickEd00,pass_long,0,,,,,
player,201209230rav,rav,DickEd00,pass_rating,,,,,,
player,201209230rav,rav,DickEd00,rush_att,0,,,,,
player,201209230rav,rav,DickEd00,rush_yds,0,,,,,
player,201209230rav,rav,DickEd00,rush_td,0,,,,,
player,201209230rav,rav,DickEd00,rush_long,0,,,,,
player,201209230rav,rav,DickEd00,targets,2,,,,,
player,201209230rav,rav,DickEd00,rec,2,,,,,
player,201209230rav,rav,DickEd00,rec_yds,5,,,,,
player,201209230rav,rav,DickEd00,rec_td,0,,,,,
player,201209230rav,rav,DickEd00,rec_long,3,,,,,
player,201209230rav,rav,DickEd00,fumbles,0,,,,,
player,201209230rav,rav,DickEd00,fumbles_lost,0,,,,,
player,201209230rav,nwe,GregSt20,def_int,1,,,,,
player,201209230rav,nwe,GregSt20,def_int_yds,36,,,,,
player,201209230rav,nwe,GregSt20,def_int_td,0,,,,,
player,201209230rav,nwe,GregSt20,def_int_long,36,,,,,
player,201209230rav,nwe,GregSt20,pass_defended,1,,,,,
player,201209230rav,nwe,GregSt20,sacks,0.0,,,,,
player,201209230rav,nwe,GregSt20,tackles_combined,4,,,,,
player,201209230rav,nwe,GregSt20,tackles_solo,4,,,,,
player,201209230rav,nwe,GregSt20,tackles_assists,0,,,,,
player,201209230rav,nwe,GregSt20,tackles_loss,0,,,,,
player,201209230rav,nwe,GregSt20,qb_hits,0,,,,,
player,201209230rav,nwe,GregSt20,fumbles_rec,0,,,,,
player,201209230rav,nwe,GregSt20,fumbles_rec_yds,0,,,,,
player,201209230rav,nwe,GregSt20,fumbles_rec_td,0,,,,,
player,201209230rav,nwe,GregSt20,fumbles_forced,0,,,,,
player,201209230rav,nwe,MayoJe99,def_int,0,,,,,
player,201209230rav,nwe,MayoJe99,def_int_yds,0,,,,,
player,201209230rav,nwe,MayoJe99,def_int_td,0,,,,,
player,201209230rav,nwe,MayoJe99,def_int_long,0,,,,,
player,201209230rav,nwe,MayoJe99,pass_defended,0,,,,,
player,201209230rav,nwe,MayoJe99,sacks,0.0,,,,,
player,201209230rav,nwe,MayoJe99,tackles_combined,11,,,,,
player,201209230rav,nwe,MayoJe99,tackles_solo,9,,,,,
player,201209230rav,nwe,MayoJe99,tackles_assists,2,,,,,
player,201209230rav,nwe,MayoJe99,tackles_loss,0,,,,,
player,201209230rav,nwe,MayoJe99,qb_hits,0,,,,,
