game,2012,1,20120909,201209090cle,phi,"Philadelphia Eagles",17,cle,"Cleveland Browns",16
player,201209090cle,phi,BabiJa20,sacks,1.0,,,,,
player,201209090cle,phi,BabiJa20,tackles_combined,4,,,,,
player,201209090cle,phi,BabiJa20,tackles_solo,4,,,,,
player,201209090cle,phi,BabiJa20,tackles_assists,0,,,,,
player,201209090cle,phi,BabiJa20,tackles_loss,0,,,,,
player,201209090cle,phi,BabiJa20,qb_hits,4,,,,,
player,201209090cle,phi,BabiJa20,fumbles_rec,0,,,,,
player,201209090cle,phi,BabiJa20,fumbles_rec_yds,0,,,,,
player,201209090cle,phi,BabiJa20,fumbles_rec_td,0,,,,,
player,201209090cle,phi,BabiJa20,fumbles_forced,1,,,,,
player,201209090cle,phi,CoxxFl00,def_int,0,,,,,
player,201209090cle,phi,CoxxFl00,def_int_yds,0,,,,,
player,201209090cle,phi,CoxxFl00,def_int_td,0,,,,,
player,201209090cle,phi,CoxxFl00,def_int_long,0,,,,,
player,201209090cle,phi,CoxxFl00,pass_defended,0,,,,,
player,201209090cle,phi,CoxxFl00,sacks,1.0,,,,,
player,201209090cle,phi,CoxxFl00,tackles_combined,2,,,,,
player,201209090cle,phi,CoxxFl00,tackles_solo,2,,,,,
player,201209090cle,phi,CoxxFl00,tackles_assists,0,,,,,
player,201209090cle,phi,CoxxFl00,tackles_loss,0,,,,,
player,201209090cle,phi,CoxxFl00,qb_hits,1,,,,,
player,201209090cle,phi,CoxxFl00,fumbles_rec,0,,,,,
player,201209090cle,phi,CoxxFl00,fumbles_rec_yds,0,,,,,
player,201209090cle,phi,CoxxFl00,fumbles_rec_td,0,,,,,
player,201209090cle,phi,CoxxFl00,fumbles_forced,0,,,,,
player,201209090cle,phi,RyanDe20,def_int,0,,,,,
player,201209090cle,phi,RyanDe20,def_int_yds,0,,,,,
player,201209090cle,phi,RyanDe20,def_int_td,0,,,,,
player,201209090cle,phi,RyanDe20,def_int_long,0,,,,,
player,201209090cle,phi,RyanDe20,pass_defended,0,,,,,
player,201209090cle,phi,RyanDe20,sacks,0.0,,,,,
player,201209090cle,phi,RyanDe20,tackles_combined,6,,,,,
player,201209090cle,phi,RyanDe20,tackles_solo,6,,,,,
player,201209090cle,phi,RyanDe20,tackles_assists,0,,,,,
player,201209090cle,phi,RyanDe20,tackles_loss,2,,,,,
player,201209090cle,phi,RyanDe20,qb_hits,0,,,,,
player,201209090cle,phi,RyanDe20,fumbles_rec,0,,,,,
player,201209090cle,phi,RyanDe20,fumbles_rec_yds,0,,,,,
player,201209090cle,phi,RyanDe20,fumbles_rec_td,0,,,,,
player,201209090cle,phi,RyanDe20,fumbles_forced,0,,,,,
player,201209090cle,phi,AlleNa99,def_int,0,,,,,
player,201209090cle,phi,AlleNa99,def_int_yds,0,,,,,
player,201209090cle,phi,AlleNa99,def_int_td,0,,,,,
player,201209090cle,phi,AlleNa99,def_int_long,0,,,,,
player,201209090cle,phi,AlleNa99,pass_defended,0,,,,,
player,201209090cle,phi,AlleNa99,sacks,0.0,,,,,
player,201209090cle,phi,AlleNa99,tackles_combined,5,,,,,
player,201209090cle,phi,AlleNa99,tackles_solo,4,,,,,
player,201209090cle,phi,AlleNa99,tackles_assists,1,,,,,
player,201209090cle,phi,AlleNa99,tackles_loss,1,,,,,
player,201209090cle,phi,AlleNa99,qb_hits,0,,,,,
player,201209090cle,phi,AlleNa99,fumbles_rec,0,,,,,
player,201209090cle,phi,AlleNa99,fumbles_rec_yds,0,,,,,
player,201209090cle,phi,AlleNa99,fumbles_rec_td,0,,,,,
player,201209090cle,phi,AlleNa99,fumbles_forced,0,,,,,
player,201209090cle,phi,JordAk99,def_int,0,,,,,
player,201209090cle,phi,JordAk99,def_int_yds,0,,,,,
player,201209090cle,phi,JordAk99,def_int_td,0,,,,,
player,201209090cle,phi,JordAk99,def_int_long,0,,,,,
player,201209090cle,phi,JordAk99,pass_defended,0,,,,,
player,201209090cle,phi,JordAk99,sacks,0.0,,,,,
player,201209090cle,phi,JordAk99,tackles_combined,5,,,,,
player,201209090cle,phi,JordAk99,tackles_solo,5,,,,,
player,201209090cle,phi,JordAk99,tackles_assists,0,,,,,
player,201209090cle,phi,JordAk99,tackles_loss,0,,,,,
player,201209090cle,phi,JordAk99,qb_hits,0,,,,,
player,201209090cle,phi,JordAk99,fumbles_rec,0,,,,,
player,201209090cle,phi,JordAk99,fumbles_rec_yds,0,,,,,
player,201209090cle,phi,JordAk99,fumbles_rec_td,0,,,,,
player,201209090cle,phi,JordAk99,fumbles_forced,0,,,,,
player,201209090cle,phi,KendMy00,def_int,0,,,,,
player,201209090cle,phi,KendMy00,def_int_yds,0,,,,,
player,201209090cle,phi,KendMy00,def_int_td,0,,,,,
player,201209090cle,phi,KendMy00,def_int_long,0,,,,,
player,201209090cle,phi,KendMy00,pass_defended,0,,,,,
player,201209090cle,phi,KendMy00,sacks,0.0,,,,,
player,201209090cle,phi,KendMy00,tackles_combined,5,,,,,
player,201209090cle,phi,KendMy00,tackles_solo,4,,,,,
player,201209090cle,phi,KendMy00,tackles_assists,1,,,,,
player,201209090cle,phi,KendMy00,tackles_loss,0,,,,,
player,201209090cle,phi,KendMy00,qb_hits,0,,,,,
player,201209090cle,phi,KendMy00,fumbles_rec,0,,,,,
player,201209090cle,phi,KendMy00,fumbles_rec_yds,0,,,,,
player,201209090cle,phi,KendMy00,fumbles_rec_td,0,,,,,
player,201209090cle,phi,KendMy00,fumbles_forced,0,,,,,
player,201209090cle,phi,BoykBr00,def_int,0,,,,,
player,201209090cle,phi,BoykBr00,def_int_yds,0,,,,,
player,201209090cle,phi,BoykBr00,def_int_td,0,,,,,
player,201209090cle,phi,BoykBr00,def_int_long,0,,,,,
player,201209090cle,phi,BoykBr00,pass_defended,1,,,,,
player,201209090cle,phi,BoykBr00,sacks,0.0,,,,,
player,201209090cle,phi,BoykBr00,tackles_combined,2,,,,,
player,201209090cle,phi,BoykBr00,tackles_solo,1,,,,,
player,201209090cle,phi,BoykBr00,tackles_assists,1,,,,,
player,201209090cle,phi,BoykBr00,tackles_loss,0,,,,,
player,201209090cle,phi,BoykBr00,qb_hits,0,,,,,
player,201209090cle,phi,BoykBr00,fumbles_rec,0,,,,,
player,201209090cle,phi,BoykBr00,fumbles_rec_yds,0,,,,,
player,201209090cle,phi,BoykBr00,fumbles_rec_td,0,,,,,
player,201209090cle,phi,BoykBr00,fumbles_forced,0,,,,,
player,201209090cle,phi,ColeTr20,def_int,0,,,,,
player,201209090cle,phi,ColeTr20,def_int_yds,0,,,,,
player,201209090cle,phi,ColeTr20,def_int_td,0,,,,,
player,201209090cle,phi,ColeTr20,def_int_long,0,,,,,
player,201209090cle,phi,ColeTr20,pass_defended,0,,,,,
player,201209090cle,phi,ColeTr20,sacks,0.0,,,,,
player,201209090cle,phi,ColeTr20,tackles_combined,2,,,,,
player,201209090cle,phi,ColeTr20,tackles_solo,1,,,,,
player,201209090cle,phi,ColeTr20,tackles_assists,1,,,,,
player,201209090cle,phi,ColeTr20,tackles_loss,1,,,,,
player,201209090cle,phi,ColeTr20,qb_hits,0,,,,,
player,201209090cle,phi,ColeTr20,fumbles_rec,0,,,,,
player,201209090cle,phi,ColeTr20,fumbles_rec_yds,0,,,,,
player,201209090cle,phi,ColeTr20,fumbles_rec_td,0,,,,,
player,201209090cle,phi,ColeTr20,fumbles_forced,0,,,,,
player,201209090cle,phi,JenkCu20,def_int,0,,,,,
player,201209090cle,phi,JenkCu20,def_int_yds,0,,,,,
player,201209090cle,phi,JenkCu20,def_int_td,0,,,,,
player,201209090cle,phi,JenkCu20,def_int_long,0,,,,,
player,201209090cle,phi,JenkCu20,pass_defended,0,,,,,
player,201209090cle,phi,JenkCu20,sacks,0.0,,,,,
player,201209090cle,phi,JenkCu20,tackles_combined,2,,,,,
player,201209090cle,phi,JenkCu20,tackles_solo,2,,,,,
player,201209090cle,phi,JenkCu20,tackles_assists,0,,,,,
player,201209090cle,phi,JenkCu20,tackles_loss,1,,,,,
player,201209090cle,phi,JenkCu20,qb_hits,0,,,,,
player,201209090cle,phi,JenkCu20,fumbles_rec,0,,,,,
player,201209090cle,phi,JenkCu20,fumbles_rec_yds,0,,,,,
player,201209090cle,phi,JenkCu20,fumbles_rec_td,0,,,,,
player,201209090cle,phi,JenkCu20,fumbles_forced,0,,,,,
player,201209090cle,phi,MarsCu01,def_int,0,,,,,
player,201209090cle,phi,MarsCu01,def_int_yds,0,,,,,
player,201209090cle,phi,MarsCu01,def_int_td,0,,,,,
player,201209090cle,phi,MarsCu01,def_int_long,0,,,,,
player,201209090cle,phi,MarsCu01,pass_defended,0,,,,,
player,201209090cle,phi,MarsCu01,sacks,0.0,,,,,
player,201209090cle,phi,MarsCu01,tackles_combined,2,,,,,
player,201209090cle,phi,MarsCu01,tackles_solo,1,,,,,
player,201209090cle,phi,MarsCu01,tackles_assists,1,,,,,
player,201209090cle,phi,MarsCu01,tackles_loss,0,,,,,
player,201209090cle,phi,MarsCu01,qb_hits,0,,,,,
player,201209090cle,phi,MarsCu01,fumbles_rec,0,,,,,
player,201209090cle,phi,MarsCu01,fumbles_rec_yds,0,,,,,
player,201209090cle,phi,MarsCu01,fumbles_rec_td,0,,,,,
player,201209090cle,phi,MarsCu01,fumbles_forced,0,,,,,
player,201209090cle,phi,RollBr00,def_int,0,,,,,
player,201209090cle,phi,RollBr00,def_int_yds,0,,,,,
player,201209090cle,phi,RollBr00,def_int_td,0,,,,,
player,201209090cle,phi,RollBr00,def_int_long,0,,,,,
player,201209090cle,phi,RollBr00,pass_defended,0,,,,,
player,201209090cle,phi,RollBr00,sacks,0.0,,,,,
player,201209090cle,phi,RollBr00,tackles_combined,2,,,,,
player,201209090cle,phi,RollBr00,tackles_solo,2,,,,,
player,201209090cle,phi,RollBr00,tackles_assists,0,,,,,
player,201209090cle,phi,RollBr00,tackles_loss,0,,,,,
player,201209090cle,phi,RollBr00,qb_hits,0,,,,,
player,201209090cle,phi,RollBr00,fumbles_rec,0,,,,,
player,201209090cle,phi,RollBr00,fumbles_rec_yds,0,,,,,
player,201209090cle,phi,RollBr00,fumbles_rec_td,0,,,,,
player,201209090cle,phi,RollBr00,fumbles_forced,0,,,,,
player,201209090cle,phi,AsomNn20,def_int,0,,,,,
player,201209090cle,phi,AsomNn20,def_int_yds,0,,,,,
player,201209090cle,phi,AsomNn20,def_int_td,0,,,,,
player,201209090cle,phi,AsomNn20,def_int_long,0,,,,,
player,201209090cle,phi,AsomNn20,pass_defended,3,,,,,
player,201209090cle,phi,AsomNn20,sacks,0.0,,,,,
player,201209090cle,phi,AsomNn20,tackles_combined,1,,,,,
player,201209090cle,phi,AsomNn20,tackles_solo,1,,,,,
player,201209090cle,phi,AsomNn20,tackles_assists,0,,,,,
player,201209090cle,phi,AsomNn20,tackles_loss,0,,,,,
player,201209090cle,phi,AsomNn20,qb_hits,0,,,,,
player,201209090cle,phi,AsomNn20,fumbles_rec,0,,,,,
player,201209090cle,phi,AsomNn20,fumbles_rec_yds,0,,,,,
player,201209090cle,phi,AsomNn20,fumbles_rec_td,0,,,,,
player,201209090cle,phi,AsomNn20,fumbles_forced,0,,,,,
player,201209090cle,phi,AvanJa00,def_int,0,,,,,
player,201209090cle,phi,AvanJa00,def_int_yds,0,,,,,
player,201209090cle,phi,AvanJa00,def_int_td,0,,,,,
player,201209090cle,phi,AvanJa00,def_int_long,0,,,,,
player,201209090cle,phi,AvanJa00,pass_defended,0,,,,,
player,201209090cle,phi,AvanJa00,sacks,0.0,,,,,
player,201209090cle,phi,AvanJa00,tackles_combined,1,,,,,
player,201209090cle,phi,AvanJa00,tackles_solo,1,,,,,
player,201209090cle,phi,AvanJa00,tackles_assists,0,,,,,
player,201209090cle,phi,AvanJa00,tackles_loss,0,,,,,
player,201209090cle,phi,AvanJa00,qb_hits,0,,,,,
player,201209090cle,phi,AvanJa00,fumbles_rec,0,,,,,
player,201209090cle,phi,AvanJa00,fumbles_rec_yds,0,,,,,
player,201209090cle,phi,AvanJa00,fumbles_rec_td,0,,,,,
player,201209090cle,phi,AvanJa00,fumbles_forced,0,,,,,
player,201209090cle,phi,ChanJa98,def_int,0,,,,,
player,201209090cle,phi,ChanJa98,def_int_yds,0,,,,,
player,201209090cle,phi,ChanJa98,def_int_td,0,,,,,
player,201209090cle,phi,ChanJa98,def_int_long,0,,,,,
player,201209090cle,phi,ChanJa98,pass_defended,0,,,,,
player,201209090cle,phi,ChanJa98,sacks,0.0,,,,,
player,201209090cle,phi,ChanJa98,tackles_combined,1,,,,,
player,201209090cle,phi,ChanJa98,tackles_solo,0,,,,,
player,201209090cle,phi,ChanJa98,tackles_assists,1,,,,,
player,201209090cle,phi,ChanJa98,tackles_loss,0,,,,,
player,201209090cle,phi,ChanJa98,qb_hits,0,,,,,
player,201209090cle,phi,ChanJa98,fumbles_rec,0,,,,,
player,201209090cle,phi,ChanJa98,fumbles_rec_yds,0,,,,,
player,201209090cle,phi,ChanJa98,fumbles_rec_td,0,,,,,
player,201209090cle,phi,ChanJa98,fumbles_forced,0,,,,,
player,201209090cle,phi,GrahBr99,def_int,0,,,,,
player,201209090cle,phi,GrahBr99,def_int_yds,0,,,,,
player,201209090cle,phi,GrahBr99,def_int_td,0,,,,,
player,201209090cle,phi,GrahBr99,def_int_long,0,,,,,
player,201209090cle,phi,GrahBr99,pass_defended,0,,,,,
player,201209090cle,phi,GrahBr99,sacks,0.0,,,,,
player,201209090cle,phi,GrahBr99,tackles_combined,1,,,,,
player,201209090cle,phi,GrahBr99,tackles_solo,1,,,,,
player,201209090cle,phi,GrahBr99,tackles_assists,0,,,,,
player,201209090cle,phi,GrahBr99,tackles_loss,0,,,,,
player,201209090cle,phi,GrahBr99,qb_hits,0,,,,,
player,201209090cle,phi,GrahBr99,fumbles_rec,0,,,,,
player,201209090cle,phi,GrahBr99,fumbles_rec_yds,0,,,,,
player,201209090cle,phi,GrahBr99,fumbles_rec_td,0,,,,,
player,201209090cle,phi,GrahBr99,fumbles_forced,0,,,,,
player,201209090cle,phi,TappDa20,def_int,0,,,,,
player,201209090cle,phi,TappDa20,def_int_yds,0,,,,,
player,201209090cle,phi,TappDa20,def_int_td,0,,,,,
player,201209090cle,phi,TappDa20,def_int_long,0,,,,,
player,201209090cle,phi,TappDa20,pass_defended,0,,,,,
player,201209090cle,phi,TappDa20,sacks,0.0,,,,,
player,201209090cle,phi,TappDa20,tackles_combined,1,,,,,
player,201209090cle,phi,TappDa20,tackles_solo,1,,,,,
player,201209090cle,phi,TappDa20,tackles_assists,0,,,,,
player,201209090cle,phi,TappDa20,tackles_loss,0,,,,,
player,201209090cle,phi,TappDa20,qb_hits,0,,,,,
player,201209090cle,phi,TappDa20,fumbles_rec,0,,,,,
player,201209090cle,phi,TappDa20,fumbles_rec_yds,0,,,,,
player,201209090cle,phi,TappDa20,fumbles_rec_td,0,,,,,
player,201209090cle,phi,TappDa20,fumbles_forced,0,,,,,
player,201209090cle,cle,FortL.00,def_int,1,,,,,
player,201209090cle,cle,FortL.00,def_int_yds,10,,,,,
player,201209090cle,cle,FortL.00,def_int_td,0,,,,,
player,201209090cle,cle,FortL.00,def_int_long,10,,,,,
player,201209090cle,cle,FortL.00,pass_defended,2,,,,,
player,201209090cle,cle,FortL.00,sacks,1.0,,,,,
player,201209090cle,cle,FortL.00,tackles_combined,3,,,,,
player,201209090cle,cle,FortL.00,tackles_solo,3,,,,,
player,201209090cle,cle,FortL.00,tackles_assists,0,,,,,
player,201209090cle,cle,FortL.00,tackles_loss,1,,,,,
player,201209090cle,cle,FortL.00,qb_hits,1,,,,,
player,201209090cle,cle,FortL.00,fumbles_rec,0,,,,,
player,201209090cle,cle,FortL.00,fumbles_rec_yds,0,,,,,
player,201209090cle,cle,FortL.00,fumbles_rec_td,0,,,,,
player,201209090cle,cle,FortL.00,fumbles_forced,0,,,,,
player,201209090cle,cle,RobeCr00,def_int,1,,,,,
player,201209090cle,cle,RobeCr00,def_int_yds,1,,,,,
player,201209090cle,cle,RobeCr00,def_int_td,0,,,,,
player,201209090cle,cle,RobeCr00,def_int_long,1,,,,,
player,201209090cle,cle,RobeCr00,pass_defended,2,,,,,
player,201209090cle,cle,RobeCr00,sacks,0.0,,,,,
player,201209090cle,cle,RobeCr00,tackles_combined,9,,,,,
player,201209090cle,cle,RobeCr00,tackles_solo,5,,,,,
player,201209090cle,cle,RobeCr00,tackles_assists,4,,,,,
player,201209090cle,cle,RobeCr00,tackles_loss,0,,,,,
player,201209090cle,cle,RobeCr00,qb_hits,1,,,,,
player,201209090cle,cle,RobeCr00,fumbles_rec,0,,,,,
player,201209090cle,cle,RobeCr00,fumbles_rec_yds,0,,,,,
player,201209090cle,cle,RobeCr00,fumbles_rec_td,0,,,,,
player,201209090cle,cle,RobeCr00,fumbles_forced,0,,,,,
player,201209090cle,cle,HadeJo99,def_int,1,,,,,
player,201209090cle,cle,HadeJo99,def_int_yds,50,,,,,
player,201209090cle,cle,HadeJo99,def_int_td,0,,,,,
player,201209090cle,cle,HadeJo99,def_int_long,50,,,,,
player,201209090cle,cle,HadeJo99,pass_defended,2,,,,,
player,201209090cle,cle,HadeJo99,sacks,0.0,,,,,
player,201209090cle,cle,HadeJo99,tackles_combined,6,,,,,
player,201209090cle,cle,HadeJo99,tackles_solo,5,,,,,
player,201209090cle,cle,HadeJo99,tackles_assists,1,,,,,
player,201209090cle,cle,HadeJo99,tackles_loss,0,,,,,
player,201209090cle,cle,HadeJo99,qb_hits,0,,,,,
player,201209090cle,cle,HadeJo99,fumbles_rec,0,,,,,
player,201209090cle,cle,HadeJo99,fumbles_rec_yds,0,,,,,
player,201209090cle,cle,HadeJo99,fumbles_rec_td,0,,,,,
player,201209090cle,cle,HadeJo99,fumbles_forced,0,,,,,
player,201209090cle,cle,JackDQ20,def_int,1,,,,,
player,201209090cle,cle,JackDQ20,def_int_yds,27,,,,,
player,201209090cle,cle,JackDQ20,def_int_td,1,,,,,
player,201209090cle,cle,JackDQ20,def_int_long,27,,,,,
player,201209090cle,cle,JackDQ20,pass_defended,3,,,,,
player,201209090cle,cle,JackDQ20,sacks,0.0,,,,,
player,201209090cle,cle,JackDQ20,tackles_combined,3,,,,,
player,201209090cle,cle,JackDQ20,tackles_solo,1,,,,,
player,201209090cle,cle,JackDQ20,tackles_assists,2,,,,,
player,201209090cle,cle,JackDQ20,tackles_loss,1,,,,,
player,201209090cle,cle,JackDQ20,qb_hits,0,,,,,
player,201209090cle,cle,JackDQ20,fumbles_rec,1,,,,,
player,201209090cle,cle,JackDQ20,fumbles_rec_yds,0,,,,,
player,201209090cle,cle,JackDQ20,fumbles_rec_td,0,,,,,
player,201209090cle,cle,JackDQ20,fumbles_forced,0,,,,,
player,201209090cle,cle,WardT.99,def_int,0,,,,,
player,201209090cle,cle,WardT.99,def_int_yds,0,,,,,
player,201209090cle,cle,WardT.99,def_int_td,0,,,,,
player,201209090cle,cle,WardT.99,def_int_long,0,,,,,
player,201209090cle,cle,WardT.99,pass_defended,0,,,,,
player,201209090cle,cle,WardT.99,sacks,1.0,,,,,
player,201209090cle,cle,WardT.99,tackles_combined,8,,,,,
player,201209090cle,cle,WardT.99,tackles_solo,7,,,,,
player,201209090cle,cle,WardT.99,tackles_assists,1,,,,,
player,201209090cle,cle,WardT.99,tackles_loss,1,,,,,
player,201209090cle,cle,WardT.99,qb_hits,2,,,,,
player,201209090cle,cle,WardT.99,fumbles_rec,0,,,,,
player,201209090cle,cle,WardT.99,fumbles_rec_yds,0,,,,,
player,201209090cle,cle,WardT.99,fumbles_rec_td,0,,,,,
player,201209090cle,cle,WardT.99,fumbles_forced,1,,,,,
player,201209090cle,cle,SkriBu00,def_int,0,,,,,
player,201209090cle,cle,SkriBu00,def_int_yds,0,,,,,
player,201209090cle,cle,SkriBu00,def_int_td,0,,,,,
player,201209090cle,cle,SkriBu00,def_int_long,0,,,,,
player,201209090cle,cle,SkriBu00,pass_defended,1,,,,,
player,201209090cle,cle,SkriBu00,sacks,0.0,,,,,
player,201209090cle,cle,SkriBu00,tackles_combined,8,,,,,
player,201209090cle,cle,SkriBu00,tackles_solo,7,,,,,
player,201209090cle,cle,SkriBu00,tackles_assists,1,,,,,
player,201209090cle,cle,SkriBu00,tackles_loss,1,,,,,
player,201209090cle,cle,SkriBu00,qb_hits,1,,,,,
player,201209090cle,cle,SkriBu00,fumbles_rec,0,,,,,
player,201209090cle,cle,SkriBu00,fumbles_rec_yds,0,,,,,
player,201209090cle,cle,SkriBu00,fumbles_rec_td,0,,,,,
player,201209090cle,cle,SkriBu00,fumbles_forced,0,,,,,
player,201209090cle,cle,MaiaKa99,def_int,0,,,,,
player,201209090cle,cle,MaiaKa99,def_int_yds,0,,,,,
player,201209090cle,cle,MaiaKa99,def_int_td,0,,,,,
player,201209090cle,cle,MaiaKa99,def_int_long,0,,,,,
player,201209090cle,cle,MaiaKa99,pass_defended,1,,,,,
player,201209090cle,cle,MaiaKa99,sacks,0.0,,,,,
player,201209090cle,cle,MaiaKa99,tackles_combined,6,,,,,
player,201209090cle,cle,MaiaKa99,tackles_solo,5,,,,,
player,201209090cle,cle,MaiaKa99,tackles_assists,1,,,,,
player,201209090cle,cle,MaiaKa99,tackles_loss,0,,,,,
player,201209090cle,cle,MaiaKa99,qb_hits,0,,,,,
player,201209090cle,cle,MaiaKa99,fumbles_rec,0,,,,,
player,201209090cle,cle,MaiaKa99,fumbles_rec_yds,0,,,,,
player,201209090cle,cle,MaiaKa99,fumbles_rec_td,0,,,,,
player,201209090cle,cle,MaiaKa99,fumbles_forced,0,,,,,
player,201209090cle,cle,RubiAh99,def_int,0,,,,,
player,201209090cle,cle,RubiAh99,def_int_yds,0,,,,,
player,201209090cle,cle,RubiAh99,def_int_td,0,,,,,
player,201209090cle,cle,RubiAh99,def_int_long,0,,,,,
player,201209090cle,cle,RubiAh99,pass_defended,1,,,,,
player,201209090cle,cle,RubiAh99,sacks,0.0,,,,,
player,201209090cle,cle,RubiAh99,tackles_combined,4,,,,,
player,201209090cle,cle,RubiAh99,tackles_solo,3,,,,,
player,201209090cle,cle,RubiAh99,tackles_assists,1,,,,,
player,201209090cle,cle,RubiAh99,tackles_loss,0,,,,,
player,201209090cle,cle,RubiAh99,qb_hits,2,,,,,
player,201209090cle,cle,RubiAh99,fumbles_rec,0,,,,,
player,201209090cle,cle,RubiAh99,fumbles_rec_yds,0,,,,,
player,201209090cle,cle,RubiAh99,fumbles_rec_td,0,,,,,
player,201209090cle,cle,RubiAh99,fumbles_forced,1,,,,,
player,201209090cle,cle,BrowSh20,def_int,0,,,,,
player,201209090cle,cle,BrowSh20,def_int_yds,0,,,,,
player,201209090cle,cle,BrowSh20,def_int_td,0,,,,,
player,201209090cle,cle,BrowSh20,def_int_long,0,,,,,
player,201209090cle,cle,BrowSh20,pass_defended,0,,,,,
player,201209090cle,cle,BrowSh20,sacks,0.0,,,,,
player,201209090cle,cle,BrowSh20,tackles_combined,3,,,,,
player,201209090cle,cle,BrowSh20,tackles_solo,2,,,,,
player,201209090cle,cle,BrowSh20,tackles_assists,1,,,,,
player,201209090cle,cle,BrowSh20,tackles_loss,0,,,,,
player,201209090cle,cle,BrowSh20,qb_hits,0,,,,,
player,201209090cle,cle,BrowSh20,fumbles_rec,0,,,,,
player,201209090cle,cle,BrowSh20,fumbles_rec_yds,0,,,,,
player,201209090cle,cle,BrowSh20,fumbles_rec_td,0,,,,,
player,201209090cle,cle,BrowSh20,fumbles_forced,0,,,,,
player,201209090cle,cle,PattDi20,def_int,0,,,,,
player,201209090cle,cle,PattDi20,def_int_yds,0,,,,,
player,201209090cle,cle,PattDi20,def_int_td,0,,,,,
player,201209090cle,cle,PattDi20,def_int_long,0,,,,,
player,201209090cle,cle,PattDi20,pass_defended,0,,,,,
player,201209090cle,cle,PattDi20,sacks,0.0,,,,,
player,201209090cle,cle,PattDi20,tackles_combined,3,,,,,
player,201209090cle,cle,PattDi20,tackles_solo,3,,,,,
player,201209090cle,cle,PattDi20,tackles_assists,0,,,,,
player,201209090cle,cle,PattDi20,tackles_loss,0,,,,,
player,201209090cle,cle,PattDi20,qb_hits,1,,,,,
player,201209090cle,cle,PattDi20,fumbles_rec,0,,,,,
player,201209090cle,cle,PattDi20,fumbles_rec_yds,0,,,,,
player,201209090cle,cle,PattDi20,fumbles_rec_td,0,,,,,
player,201209090cle,cle,PattDi20,fumbles_forced,0,,,,,
player,201209090cle,cle,RuckFr99,def_int,0,,,,,
player,201209090cle,cle,RuckFr99,def_int_yds,0,,,,,
player,201209090cle,cle,RuckFr99,def_int_td,0,,,,,
player,201209090cle,cle,RuckFr99,def_int_long,0,,,,,
player,201209090cle,cle,RuckFr99,pass_defended,0,,,,,
player,201209090cle,cle,RuckFr99,sacks,0.0,,,,,
player,201209090cle,cle,RuckFr99,tackles_combined,3,,,,,
player,201209090cle,cle,RuckFr99,tackles_solo,1,,,,,
player,201209090cle,cle,RuckFr99,tackles_assists,2,,,,,
player,201209090cle,cle,RuckFr99,tackles_loss,0,,,,,
player,201209090cle,cle,RuckFr99,qb_hits,0,,,,,
player,201209090cle,cle,RuckFr99,fumbles_rec,0,,,,,
player,201209090cle,cle,RuckFr99,fumbles_rec_yds,0,,,,,
player,201209090cle,cle,RuckFr99,fumbles_rec_td,0,,,,,
player,201209090cle,cle,RuckFr99,fumbles_forced,0,,,,,
player,201209090cle,cle,HaggEr00,def_int,0,,,,,
player,201209090cle,cle,HaggEr00,def_int_yds,0,,,,,
player,201209090cle,cle,HaggEr00,def_int_td,0,,,,,
player,201209090cle,cle,HaggEr00,def_int_long,0,,,,,
player,201209090cle,cle,HaggEr00,pass_defended,1,,,,,
player,201209090cle,cle,HaggEr00,sacks,0.0,,,,,
player,201209090cle,cle,HaggEr00,tackles_combined,2,,,,,
player,201209090cle,cle,HaggEr00,tackles_solo,1,,,,,
player,201209090cle,cle,HaggEr00,tackles_assists,1,,,,,
player,201209090cle,cle,HaggEr00,tackles_loss,0,,,,,
player,201209090cle,cle,HaggEr00,qb_hits,1,,,,,
player,201209090cle,cle,HaggEr00,fumbles_rec,0,,,,,
player,201209090cle,cle,HaggEr00,fumbles_rec_yds,0,,,,,
player,201209090cle,cle,HaggEr00,fumbles_rec_td,0,,,,,
player,201209090cle,cle,HaggEr00,fumbles_forced,0,,,,,
player,201209090cle,cle,StepEm00,def_int,0,,,,,
player,201209090cle,cle,StepEm00,def_int_yds,0,,,,,
player,201209090cle,cle,StepEm00,def_int_td,0,,,,,
player,201209090cle,cle,StepEm00,def_int_long,0,,,,,
player,201209090cle,cle,StepEm00,pass_defended,0,,,,,
player,201209090cle,cle,StepEm00,sacks,0.0,,,,,
player,201209090cle,cle,StepEm00,tackles_combined,2,,,,,
player,201209090cle,cle,StepEm00,tackles_solo,2,,,,,
player,201209090cle,cle,StepEm00,tackles_assists,0,,,,,
player,201209090cle,cle,StepEm00,tackles_loss,0,,,,,
player,201209090cle,cle,StepEm00,qb_hits,0,,,,,
player,201209090cle,cle,StepEm00,fumbles_rec,0,,,,,
player,201209090cle,cle,StepEm00,fumbles_rec_yds,0,,,,,
player,201209090cle,cle,StepEm00,fumbles_rec_td,0,,,,,
player,201209090cle,cle,StepEm00,fumbles_forced,0,,,,,
player,201209090cle,cle,WinnBi00,def_int,0,,,,,
player,201209090cle,cle,WinnBi00,def_int_yds,0,,,,,
player,201209090cle,cle,WinnBi00,def_int_td,0,,,,,
player,201209090cle,cle,WinnBi00,def_int_long,0,,,,,
player,201209090cle,cle,WinnBi00,pass_defended,0,,,,,
player,201209090cle,cle,WinnBi00,sacks,0.0,,,,,
player,201209090cle,cle,WinnBi00,tackles_combined,2,,,,,
