game,2012,4,20120930,201209300gnb,nor,"New Orleans Saints",27,gnb,"Green Bay Packers",28
player,201209300gnb,gnb,RodgAa00,pass_rating,119.9,,,,,
player,201209300gnb,gnb,RodgAa00,rush_att,5,,,,,
player,201209300gnb,gnb,RodgAa00,rush_yds,13,,,,,
player,201209300gnb,gnb,RodgAa00,rush_td,0,,,,,
player,201209300gnb,gnb,RodgAa00,rush_long,10,,,,,
player,201209300gnb,gnb,RodgAa00,targets,0,,,,,
player,201209300gnb,gnb,RodgAa00,rec,0,,,,,
player,201209300gnb,gnb,RodgAa00,rec_yds,0,,,,,
player,201209300gnb,gnb,RodgAa00,rec_td,0,,,,,
player,201209300gnb,gnb,RodgAa00,rec_long,0,,,,,
player,201209300gnb,gnb,RodgAa00,fumbles,0,,,,,
player,201209300gnb,gnb,RodgAa00,fumbles_lost,0,,,,,
player,201209300gnb,gnb,BensCe00,pass_cmp,0,,,,,
player,201209300gnb,gnb,BensCe00,pass_att,0,,,,,
player,201209300gnb,gnb,BensCe00,pass_yds,0,,,,,
player,201209300gnb,gnb,BensCe00,pass_td,0,,,,,
player,201209300gnb,gnb,BensCe00,pass_int,0,,,,,
player,201209300gnb,gnb,BensCe00,pass_sacked,0,,,,,
player,201209300gnb,gnb,BensCe00,pass_sacked_yds,0,,,,,
player,201209300gnb,gnb,BensCe00,pass_long,0,,,,,
player,201209300gnb,gnb,BensCe00,pass_rating,,,,,,
player,201209300gnb,gnb,BensCe00,rush_att,18,,,,,
player,201209300gnb,gnb,BensCe00,rush_yds,84,,,,,
player,201209300gnb,gnb,BensCe00,rush_td,0,,,,,
player,201209300gnb,gnb,BensCe00,rush_long,9,,,,,
player,201209300gnb,gnb,BensCe00,targets,4,,,,,
player,201209300gnb,gnb,BensCe00,rec,4,,,,,
player,201209300gnb,gnb,BensCe00,rec_yds,22,,,,,
player,201209300gnb,gnb,BensCe00,rec_td,0,,,,,
player,201209300gnb,gnb,BensCe00,rec_long,11,,,,,
player,201209300gnb,gnb,BensCe00,fumbles,0,,,,,
player,201209300gnb,gnb,BensCe00,fumbles_lost,0,,,,,
player,201209300gnb,gnb,KuhnJo00,pass_cmp,0,,,,,
player,201209300gnb,gnb,KuhnJo00,pass_att,0,,,,,
player,201209300gnb,gnb,KuhnJo00,pass_yds,0,,,,,
player,201209300gnb,gnb,KuhnJo00,pass_td,0,,,,,
player,201209300gnb,gnb,KuhnJo00,pass_int,0,,,,,
player,201209300gnb,gnb,KuhnJo00,pass_sacked,0,,,,,
player,201209300gnb,gnb,KuhnJo00,pass_sacked_yds,0,,,,,
player,201209300gnb,gnb,KuhnJo00,pass_long,0,,,,,
player,201209300gnb,gnb,KuhnJo00,pass_rating,,,,,,
player,201209300gnb,gnb,KuhnJo00,rush_att,1,,,,,
player,201209300gnb,gnb,KuhnJo00,rush_yds,5,,,,,
player,201209300gnb,gnb,KuhnJo00,rush_td,0,,,,,
player,201209300gnb,gnb,KuhnJo00,rush_long,5,,,,,
player,201209300gnb,gnb,KuhnJo00,targets,0,,,,,
player,201209300gnb,gnb,KuhnJo00,rec,0,,,,,
player,201209300gnb,gnb,KuhnJo00,rec_yds,0,,,,,
player,201209300gnb,gnb,KuhnJo00,rec_td,0,,,,,
player,201209300gnb,gnb,KuhnJo00,rec_long,0,,,,,
player,201209300gnb,gnb,KuhnJo00,fumbles,0,,,,,
player,201209300gnb,gnb,KuhnJo00,fumbles_lost,0,,,,,
player,201209300gnb,gnb,NelsJo00,pass_cmp,0,,,,,
player,201209300gnb,gnb,NelsJo00,pass_att,0,,,,,
player,201209300gnb,gnb,NelsJo00,pass_yds,0,,,,,
player,201209300gnb,gnb,NelsJo00,pass_td,0,,,,,
player,201209300gnb,gnb,NelsJo00,pass_int,0,,,,,
player,201209300gnb,gnb,NelsJo00,pass_sacked,0,,,,,
player,201209300gnb,gnb,NelsJo00,pass_sacked_yds,0,,,,,
player,201209300gnb,gnb,NelsJo00,pass_long,0,,,,,
player,201209300gnb,gnb,NelsJo00,pass_rating,,,,,,
player,201209300gnb,gnb,NelsJo00,rush_att,0,,,,,
player,201209300gnb,gnb,NelsJo00,rush_yds,0,,,,,
player,201209300gnb,gnb,NelsJo00,rush_td,0,,,,,
player,201209300gnb,gnb,NelsJo00,rush_long,0,,,,,
player,201209300gnb,gnb,NelsJo00,targets,12,,,,,
player,201209300gnb,gnb,NelsJo00,rec,8,,,,,
player,201209300gnb,gnb,NelsJo00,rec_yds,93,,,,,
player,201209300gnb,gnb,NelsJo00,rec_td,1,,,,,
player,201209300gnb,gnb,NelsJo00,rec_long,18,,,,,
player,201209300gnb,gnb,NelsJo00,fumbles,0,,,,,
player,201209300gnb,gnb,NelsJo00,fumbles_lost,0,,,,,
player,201209300gnb,gnb,CobbRa00,pass_cmp,0,,,,,
player,201209300gnb,gnb,CobbRa00,pass_att,0,,,,,
player,201209300gnb,gnb,CobbRa00,pass_yds,0,,,,,
player,201209300gnb,gnb,CobbRa00,pass_td,0,,,,,
player,201209300gnb,gnb,CobbRa00,pass_int,0,,,,,
player,201209300gnb,gnb,CobbRa00,pass_sacked,0,,,,,
player,201209300gnb,gnb,CobbRa00,pass_sacked_yds,0,,,,,
player,201209300gnb,gnb,CobbRa00,pass_long,0,,,,,
player,201209300gnb,gnb,CobbRa00,pass_rating,,,,,,
player,201209300gnb,gnb,CobbRa00,rush_att,0,,,,,
player,201209300gnb,gnb,CobbRa00,rush_yds,0,,,,,
player,201209300gnb,gnb,CobbRa00,rush_td,0,,,,,
player,201209300gnb,gnb,CobbRa00,rush_long,0,,,,,
player,201209300gnb,gnb,CobbRa00,targets,8,,,,,
player,201209300gnb,gnb,CobbRa00,rec,7,,,,,
player,201209300gnb,gnb,CobbRa00,rec_yds,66,,,,,
player,201209300gnb,gnb,CobbRa00,rec_td,0,,,,,
player,201209300gnb,gnb,CobbRa00,rec_long,17,,,,,
player,201209300gnb,gnb,CobbRa00,fumbles,0,,,,,
player,201209300gnb,gnb,CobbRa00,fumbles_lost,0,,,,,
player,201209300gnb,gnb,JoneJa04,pass_cmp,0,,,,,
player,201209300gnb,gnb,JoneJa04,pass_att,0,,,,,
player,201209300gnb,gnb,JoneJa04,pass_yds,0,,,,,
player,201209300gnb,gnb,JoneJa04,pass_td,0,,,,,
player,201209300gnb,gnb,JoneJa04,pass_int,0,,,,,
player,201209300gnb,gnb,JoneJa04,pass_sacked,0,,,,,
player,201209300gnb,gnb,JoneJa04,pass_sacked_yds,0,,,,,
player,201209300gnb,gnb,JoneJa04,pass_long,0,,,,,
player,201209300gnb,gnb,JoneJa04,pass_rating,,,,,,
player,201209300gnb,gnb,JoneJa04,rush_att,0,,,,,
player,201209300gnb,gnb,JoneJa04,rush_yds,0,,,,,
player,201209300gnb,gnb,JoneJa04,rush_td,0,,,,,
player,201209300gnb,gnb,JoneJa04,rush_long,0,,,,,
player,201209300gnb,gnb,JoneJa04,targets,6,,,,,
player,201209300gnb,gnb,JoneJa04,rec,5,,,,,
player,201209300gnb,gnb,JoneJa04,rec_yds,56,,,,,
player,201209300gnb,gnb,JoneJa04,rec_td,2,,,,,
player,201209300gnb,gnb,JoneJa04,rec_long,20,,,,,
player,201209300gnb,gnb,JoneJa04,fumbles,0,,,,,
player,201209300gnb,gnb,JoneJa04,fumbles_lost,0,,,,,
player,201209300gnb,gnb,FinlJe00,pass_cmp,0,,,,,
player,201209300gnb,gnb,FinlJe00,pass_att,0,,,,,
player,201209300gnb,gnb,FinlJe00,pass_yds,0,,,,,
player,201209300gnb,gnb,FinlJe00,pass_td,0,,,,,
player,201209300gnb,gnb,FinlJe00,pass_int,0,,,,,
player,201209300gnb,gnb,FinlJe00,pass_sacked,0,,,,,
player,201209300gnb,gnb,FinlJe00,pass_sacked_yds,0,,,,,
player,201209300gnb,gnb,FinlJe00,pass_long,0,,,,,
player,201209300gnb,gnb,FinlJe00,pass_rating,,,,,,
player,201209300gnb,gnb,FinlJe00,rush_att,0,,,,,
player,201209300gnb,gnb,FinlJe00,rush_yds,0,,,,,
player,201209300gnb,gnb,FinlJe00,rush_td,0,,,,,
player,201209300gnb,gnb,FinlJe00,rush_long,0,,,,,
player,201209300gnb,gnb,FinlJe00,targets,5,,,,,
player,201209300gnb,gnb,FinlJe00,rec,4,,,,,
player,201209300gnb,gnb,FinlJe00,rec_yds,54,,,,,
player,201209300gnb,gnb,FinlJe00,rec_td,0,,,,,
player,201209300gnb,gnb,FinlJe00,rec_long,20,,,,,
player,201209300gnb,gnb,FinlJe00,fumbles,0,,,,,
player,201209300gnb,gnb,FinlJe00,fumbles_lost,0,,,,,
player,201209300gnb,gnb,CrabTo00,pass_cmp,0,,,,,
player,201209300gnb,gnb,CrabTo00,pass_att,0,,,,,
player,201209300gnb,gnb,CrabTo00,pass_yds,0,,,,,
player,201209300gnb,gnb,CrabTo00,pass_td,0,,,,,
player,201209300gnb,gnb,CrabTo00,pass_int,0,,,,,
player,201209300gnb,gnb,CrabTo00,pass_sacked,0,,,,,
player,201209300gnb,gnb,CrabTo00,pass_sacked_yds,0,,,,,
player,201209300gnb,gnb,CrabTo00,pass_long,0,,,,,
player,201209300gnb,gnb,CrabTo00,pass_rating,,,,,,
player,201209300gnb,gnb,CrabTo00,rush_att,0,,,,,
player,201209300gnb,gnb,CrabTo00,rush_yds,0,,,,,
player,201209300gnb,gnb,CrabTo00,rush_td,0,,,,,
player,201209300gnb,gnb,CrabTo00,rush_long,0,,,,,
player,201209300gnb,gnb,CrabTo00,targets,1,,,,,
player,201209300gnb,gnb,CrabTo00,rec,1,,,,,
player,201209300gnb,gnb,CrabTo00,rec_yds,16,,,,,
player,201209300gnb,gnb,CrabTo00,rec_td,0,,,,,
player,201209300gnb,gnb,CrabTo00,rec_long,16,,,,,
player,201209300gnb,gnb,CrabTo00,fumbles,0,,,,,
player,201209300gnb,gnb,CrabTo00,fumbles_lost,0,,,,,
player,201209300gnb,gnb,JennGr00,pass_cmp,0,,,,,
player,201209300gnb,gnb,JennGr00,pass_att,0,,,,,
player,201209300gnb,gnb,JennGr00,pass_yds,0,,,,,
player,201209300gnb,gnb,JennGr00,pass_td,0,,,,,
player,201209300gnb,gnb,JennGr00,pass_int,0,,,,,
player,201209300gnb,gnb,JennGr00,pass_sacked,0,,,,,
player,201209300gnb,gnb,JennGr00,pass_sacked_yds,0,,,,,
player,201209300gnb,gnb,JennGr00,pass_long,0,,,,,
player,201209300gnb,gnb,JennGr00,pass_rating,,,,,,
player,201209300gnb,gnb,JennGr00,rush_att,0,,,,,
player,201209300gnb,gnb,JennGr00,rush_yds,0,,,,,
player,201209300gnb,gnb,JennGr00,rush_td,0,,,,,
player,201209300gnb,gnb,JennGr00,rush_long,0,,,,,
player,201209300gnb,gnb,JennGr00,targets,3,,,,,
player,201209300gnb,gnb,JennGr00,rec,1,,,,,
player,201209300gnb,gnb,JennGr00,rec_yds,9,,,,,
player,201209300gnb,gnb,JennGr00,rec_td,1,,,,,
player,201209300gnb,gnb,JennGr00,rec_long,9,,,,,
player,201209300gnb,gnb,JennGr00,fumbles,0,,,,,
player,201209300gnb,gnb,JennGr00,fumbles_lost,0,,,,,
player,201209300gnb,gnb,DrivDo00,pass_cmp,0,,,,,
player,201209300gnb,gnb,DrivDo00,pass_att,0,,,,,
player,201209300gnb,gnb,DrivDo00,pass_yds,0,,,,,
player,201209300gnb,gnb,DrivDo00,pass_td,0,,,,,
player,201209300gnb,gnb,DrivDo00,pass_int,0,,,,,
player,201209300gnb,gnb,DrivDo00,pass_sacked,0,,,,,
player,201209300gnb,gnb,DrivDo00,pass_sacked_yds,0,,,,,
player,201209300gnb,gnb,DrivDo00,pass_long,0,,,,,
player,201209300gnb,gnb,DrivDo00,pass_rating,,,,,,
player,201209300gnb,gnb,DrivDo00,rush_att,0,,,,,
player,201209300gnb,gnb,DrivDo00,rush_yds,0,,,,,
player,201209300gnb,gnb,DrivDo00,rush_td,0,,,,,
