game,2012,1,20120909,201209090htx,mia,"Miami Dolphins",10,htx,"Houston Texans",30
player,201209090htx,mia,LaneJo00,pass_td,0,,,,,
player,201209090htx,mia,LaneJo00,pass_int,0,,,,,
player,201209090htx,mia,LaneJo00,pass_sacked,0,,,,,
player,201209090htx,mia,LaneJo00,pass_sacked_yds,0,,,,,
player,201209090htx,mia,LaneJo00,pass_long,0,,,,,
player,201209090htx,mia,LaneJo00,pass_rating,,,,,,
player,201209090htx,mia,LaneJo00,rush_att,0,,,,,
player,201209090htx,mia,LaneJo00,rush_yds,0,,,,,
player,201209090htx,mia,LaneJo00,rush_td,0,,,,,
player,201209090htx,mia,LaneJo00,rush_long,0,,,,,
player,201209090htx,mia,LaneJo00,targets,1,,,,,
player,201209090htx,mia,LaneJo00,rec,1,,,,,
player,201209090htx,mia,LaneJo00,rec_yds,24,,,,,
player,201209090htx,mia,LaneJo00,rec_td,0,,,,,
player,201209090htx,mia,LaneJo00,rec_long,24,,,,,
player,201209090htx,mia,LaneJo00,fumbles,0,,,,,
player,201209090htx,mia,LaneJo00,fumbles_lost,0,,,,,
player,201209090htx,mia,FasaAn00,pass_cmp,0,,,,,
player,201209090htx,mia,FasaAn00,pass_att,0,,,,,
player,201209090htx,mia,FasaAn00,pass_yds,0,,,,,
player,201209090htx,mia,FasaAn00,pass_td,0,,,,,
player,201209090htx,mia,FasaAn00,pass_int,0,,,,,
player,201209090htx,mia,FasaAn00,pass_sacked,0,,,,,
player,201209090htx,mia,FasaAn00,pass_sacked_yds,0,,,,,
player,201209090htx,mia,FasaAn00,pass_long,0,,,,,
player,201209090htx,mia,FasaAn00,pass_rating,,,,,,
player,201209090htx,mia,FasaAn00,rush_att,0,,,,,
player,201209090htx,mia,FasaAn00,rush_yds,0,,,,,
player,201209090htx,mia,FasaAn00,rush_td,0,,,,,
player,201209090htx,mia,FasaAn00,rush_long,0,,,,,
player,201209090htx,mia,FasaAn00,targets,5,,,,,
player,201209090htx,mia,FasaAn00,rec,3,,,,,
player,201209090htx,mia,FasaAn00,rec_yds,19,,,,,
player,201209090htx,mia,FasaAn00,rec_td,0,,,,,
player,201209090htx,mia,FasaAn00,rec_long,12,,,,,
player,201209090htx,mia,FasaAn00,fumbles,0,,,,,
player,201209090htx,mia,FasaAn00,fumbles_lost,0,,,,,
player,201209090htx,mia,ArmsAn00,pass_cmp,0,,,,,
player,201209090htx,mia,ArmsAn00,pass_att,0,,,,,
player,201209090htx,mia,ArmsAn00,pass_yds,0,,,,,
player,201209090htx,mia,ArmsAn00,pass_td,0,,,,,
player,201209090htx,mia,ArmsAn00,pass_int,0,,,,,
player,201209090htx,mia,ArmsAn00,pass_sacked,0,,,,,
player,201209090htx,mia,ArmsAn00,pass_sacked_yds,0,,,,,
player,201209090htx,mia,ArmsAn00,pass_long,0,,,,,
player,201209090htx,mia,ArmsAn00,pass_rating,,,,,,
player,201209090htx,mia,ArmsAn00,rush_att,0,,,,,
player,201209090htx,mia,ArmsAn00,rush_yds,0,,,,,
player,201209090htx,mia,ArmsAn00,rush_td,0,,,,,
player,201209090htx,mia,ArmsAn00,rush_long,0,,,,,
player,201209090htx,mia,ArmsAn00,targets,3,,,,,
player,201209090htx,mia,ArmsAn00,rec,1,,,,,
player,201209090htx,mia,ArmsAn00,rec_yds,3,,,,,
player,201209090htx,mia,ArmsAn00,rec_td,0,,,,,
player,201209090htx,mia,ArmsAn00,rec_long,3,,,,,
player,201209090htx,mia,ArmsAn00,fumbles,0,,,,,
player,201209090htx,mia,ArmsAn00,fumbles_lost,0,,,,,
player,201209090htx,mia,NaanLe00,pass_cmp,0,,,,,
player,201209090htx,mia,NaanLe00,pass_att,0,,,,,
player,201209090htx,mia,NaanLe00,pass_yds,0,,,,,
player,201209090htx,mia,NaanLe00,pass_td,0,,,,,
player,201209090htx,mia,NaanLe00,pass_int,0,,,,,
player,201209090htx,mia,NaanLe00,pass_sacked,0,,,,,
player,201209090htx,mia,NaanLe00,pass_sacked_yds,0,,,,,
player,201209090htx,mia,NaanLe00,pass_long,0,,,,,
player,201209090htx,mia,NaanLe00,pass_rating,,,,,,
player,201209090htx,mia,NaanLe00,rush_att,0,,,,,
player,201209090htx,mia,NaanLe00,rush_yds,0,,,,,
player,201209090htx,mia,NaanLe00,rush_td,0,,,,,
player,201209090htx,mia,NaanLe00,rush_long,0,,,,,
player,201209090htx,mia,NaanLe00,targets,2,,,,,
player,201209090htx,mia,NaanLe00,rec,0,,,,,
player,201209090htx,mia,NaanLe00,rec_yds,0,,,,,
player,201209090htx,mia,NaanLe00,rec_td,0,,,,,
player,201209090htx,mia,NaanLe00,rec_long,0,,,,,
player,201209090htx,mia,NaanLe00,fumbles,0,,,,,
player,201209090htx,mia,NaanLe00,fumbles_lost,0,,,,,
player,201209090htx,mia,ClayCh00,pass_cmp,0,,,,,
player,201209090htx,mia,ClayCh00,pass_att,0,,,,,
player,201209090htx,mia,ClayCh00,pass_yds,0,,,,,
player,201209090htx,mia,ClayCh00,pass_td,0,,,,,
player,201209090htx,mia,ClayCh00,pass_int,0,,,,,
player,201209090htx,mia,ClayCh00,pass_sacked,0,,,,,
player,201209090htx,mia,ClayCh00,pass_sacked_yds,0,,,,,
player,201209090htx,mia,ClayCh00,pass_long,0,,,,,
player,201209090htx,mia,ClayCh00,pass_rating,,,,,,
player,201209090htx,mia,ClayCh00,rush_att,0,,,,,
player,201209090htx,mia,ClayCh00,rush_yds,0,,,,,
player,201209090htx,mia,ClayCh00,rush_td,0,,,,,
player,201209090htx,mia,ClayCh00,rush_long,0,,,,,
player,201209090htx,mia,ClayCh00,targets,1,,,,,
player,201209090htx,mia,ClayCh00,rec,0,,,,,
player,201209090htx,mia,ClayCh00,rec_yds,0,,,,,
player,201209090htx,mia,ClayCh00,rec_td,0,,,,,
player,201209090htx,mia,ClayCh00,rec_long,0,,,,,
player,201209090htx,mia,ClayCh00,fumbles,0,,,,,
player,201209090htx,mia,ClayCh00,fumbles_lost,0,,,,,
player,201209090htx,htx,SchaMa00,pass_cmp,20,,,,,
player,201209090htx,htx,SchaMa00,pass_att,31,,,,,
player,201209090htx,htx,SchaMa00,pass_yds,266,,,,,
player,201209090htx,htx,SchaMa00,pass_td,1,,,,,
player,201209090htx,htx,SchaMa00,pass_int,0,,,,,
player,201209090htx,htx,SchaMa00,pass_sacked,2,,,,,
player,201209090htx,htx,SchaMa00,pass_sacked_yds,12,,,,,
player,201209090htx,htx,SchaMa00,pass_long,29,,,,,
player,201209090htx,htx,SchaMa00,pass_rating,102.4,,,,,
player,201209090htx,htx,SchaMa00,rush_att,4,,,,,
player,201209090htx,htx,SchaMa00,rush_yds,-2,,,,,
player,201209090htx,htx,SchaMa00,rush_td,0,,,,,
player,201209090htx,htx,SchaMa00,rush_long,2,,,,,
player,201209090htx,htx,SchaMa00,targets,0,,,,,
player,201209090htx,htx,SchaMa00,rec,0,,,,,
player,201209090htx,htx,SchaMa00,rec_yds,0,,,,,
player,201209090htx,htx,SchaMa00,rec_td,0,,,,,
player,201209090htx,htx,SchaMa00,rec_long,0,,,,,
player,201209090htx,htx,SchaMa00,fumbles,0,,,,,
player,201209090htx,htx,SchaMa00,fumbles_lost,0,,,,,
player,201209090htx,htx,FostAr00,pass_cmp,0,,,,,
player,201209090htx,htx,FostAr00,pass_att,0,,,,,
player,201209090htx,htx,FostAr00,pass_yds,0,,,,,
player,201209090htx,htx,FostAr00,pass_td,0,,,,,
player,201209090htx,htx,FostAr00,pass_int,0,,,,,
player,201209090htx,htx,FostAr00,pass_sacked,0,,,,,
player,201209090htx,htx,FostAr00,pass_sacked_yds,0,,,,,
player,201209090htx,htx,FostAr00,pass_long,0,,,,,
player,201209090htx,htx,FostAr00,pass_rating,,,,,,
player,201209090htx,htx,FostAr00,rush_att,26,,,,,
player,201209090htx,htx,FostAr00,rush_yds,79,,,,,
player,201209090htx,htx,FostAr00,rush_td,2,,,,,
player,201209090htx,htx,FostAr00,rush_long,14,,,,,
player,201209090htx,htx,FostAr00,targets,3,,,,,
player,201209090htx,htx,FostAr00,rec,1,,,,,
player,201209090htx,htx,FostAr00,rec_yds,-4,,,,,
player,201209090htx,htx,FostAr00,rec_td,0,,,,,
player,201209090htx,htx,FostAr00,rec_long,-4,,,,,
player,201209090htx,htx,FostAr00,fumbles,0,,,,,
player,201209090htx,htx,FostAr00,fumbles_lost,0,,,,,
player,201209090htx,htx,TateBe00,pass_cmp,0,,,,,
player,201209090htx,htx,TateBe00,pass_att,0,,,,,
player,201209090htx,htx,TateBe00,pass_yds,0,,,,,
player,201209090htx,htx,TateBe00,pass_td,0,,,,,
player,201209090htx,htx,TateBe00,pass_int,0,,,,,
player,201209090htx,htx,TateBe00,pass_sacked,0,,,,,
player,201209090htx,htx,TateBe00,pass_sacked_yds,0,,,,,
player,201209090htx,htx,TateBe00,pass_long,0,,,,,
player,201209090htx,htx,TateBe00,pass_rating,,,,,,
player,201209090htx,htx,TateBe00,rush_att,5,,,,,
player,201209090htx,htx,TateBe00,rush_yds,6,,,,,
player,201209090htx,htx,TateBe00,rush_td,0,,,,,
player,201209090htx,htx,TateBe00,rush_long,6,,,,,
player,201209090htx,htx,TateBe00,targets,3,,,,,
player,201209090htx,htx,TateBe00,rec,3,,,,,
player,201209090htx,htx,TateBe00,rec_yds,22,,,,,
player,201209090htx,htx,TateBe00,rec_td,0,,,,,
player,201209090htx,htx,TateBe00,rec_long,8,,,,,
player,201209090htx,htx,TateBe00,fumbles,0,,,,,
player,201209090htx,htx,TateBe00,fumbles_lost,0,,,,,
player,201209090htx,htx,JohnAn02,pass_cmp,0,,,,,
player,201209090htx,htx,JohnAn02,pass_att,0,,,,,
player,201209090htx,htx,JohnAn02,pass_yds,0,,,,,
player,201209090htx,htx,JohnAn02,pass_td,0,,,,,
player,201209090htx,htx,JohnAn02,pass_int,0,,,,,
player,201209090htx,htx,JohnAn02,pass_sacked,0,,,,,
player,201209090htx,htx,JohnAn02,pass_sacked_yds,0,,,,,
player,201209090htx,htx,JohnAn02,pass_long,0,,,,,
player,201209090htx,htx,JohnAn02,pass_rating,,,,,,
player,201209090htx,htx,JohnAn02,rush_att,0,,,,,
player,201209090htx,htx,JohnAn02,rush_yds,0,,,,,
player,201209090htx,htx,JohnAn02,rush_td,0,,,,,
player,201209090htx,htx,JohnAn02,rush_long,0,,,,,
player,201209090htx,htx,JohnAn02,targets,10,,,,,
player,201209090htx,htx,JohnAn02,rec,8,,,,,
player,201209090htx,htx,JohnAn02,rec_yds,119,,,,,
player,201209090htx,htx,JohnAn02,rec_td,1,,,,,
player,201209090htx,htx,JohnAn02,rec_long,29,,,,,
player,201209090htx,htx,JohnAn02,fumbles,0,,,,,
player,201209090htx,htx,JohnAn02,fumbles_lost,0,,,,,
player,201209090htx,htx,DaniOw00,pass_cmp,0,,,,,
player,201209090htx,htx,DaniOw00,pass_att,0,,,,,
player,201209090htx,htx,DaniOw00,pass_yds,0,,,,,
player,201209090htx,htx,DaniOw00,pass_td,0,,,,,
player,201209090htx,htx,DaniOw00,pass_int,0,,,,,
player,201209090htx,htx,DaniOw00,pass_sacked,0,,,,,
player,201209090htx,htx,DaniOw00,pass_sacked_yds,0,,,,,
player,201209090htx,htx,DaniOw00,pass_long,0,,,,,
player,201209090htx,htx,DaniOw00,pass_rating,,,,,,
player,201209090htx,htx,DaniOw00,rush_att,0,,,,,
player,201209090htx,htx,DaniOw00,rush_yds,0,,,,,
player,201209090htx,htx,DaniOw00,rush_td,0,,,,,
player,201209090htx,htx,DaniOw00,rush_long,0,,,,,
player,201209090htx,htx,DaniOw00,targets,8,,,,,
player,201209090htx,htx,DaniOw00,rec,4,,,,,
player,201209090htx,htx,DaniOw00,rec_yds,87,,,,,
player,201209090htx,htx,DaniOw00,rec_td,0,,,,,
player,201209090htx,htx,DaniOw00,rec_long,29,,,,,
player,201209090htx,htx,DaniOw00,fumbles,0,,,,,
player,201209090htx,htx,DaniOw00,fumbles_lost,0,,,,,
player,201209090htx,htx,CaseJa00,pass_cmp,0,,,,,
player,201209090htx,htx,CaseJa00,pass_att,0,,,,,
player,201209090htx,htx,CaseJa00,pass_yds,0,,,,,
player,201209090htx,htx,CaseJa00,pass_td,0,,,,,
player,201209090htx,htx,CaseJa00,pass_int,0,,,,,
player,201209090htx,htx,CaseJa00,pass_sacked,0,,,,,
player,201209090htx,htx,CaseJa00,pass_sacked_yds,0,,,,,
player,201209090htx,htx,CaseJa00,pass_long,0,,,,,
player,201209090htx,htx,CaseJa00,pass_rating,,,,,,
player,201209090htx,htx,CaseJa00,rush_att,0,,,,,
player,201209090htx,htx,CaseJa00,rush_yds,0,,,,,
player,201209090htx,htx,CaseJa00,rush_td,0,,,,,
player,201209090htx,htx,CaseJa00,rush_long,0,,,,,
player,201209090htx,htx,CaseJa00,targets,2,,,,,
player,201209090htx,htx,CaseJa00,rec,1,,,,,
player,201209090htx,htx,CaseJa00,rec_yds,17,,,,,
player,201209090htx,htx,CaseJa00,rec_td,0,,,,,
player,201209090htx,htx,CaseJa00,rec_long,17,,,,,
player,201209090htx,htx,CaseJa00,fumbles,0,,,,,
player,201209090htx,htx,CaseJa00,fumbles_lost,0,,,,,
player,201209090htx,htx,WaltKe00,pass_cmp,0,,,,,
player,201209090htx,htx,WaltKe00,pass_att,0,,,,,
player,201209090htx,htx,WaltKe00,pass_yds,0,,,,,
player,201209090htx,htx,WaltKe00,pass_td,0,,,,,
player,201209090htx,htx,WaltKe00,pass_int,0,,,,,
player,201209090htx,htx,WaltKe00,pass_sacked,0,,,,,
player,201209090htx,htx,WaltKe00,pass_sacked_yds,0,,,,,
player,201209090htx,htx,WaltKe00,pass_long,0,,,,,
player,201209090htx,htx,WaltKe00,pass_rating,,,,,,
player,201209090htx,htx,WaltKe00,rush_att,0,,,,,
player,201209090htx,htx,WaltKe00,rush_yds,0,,,,,
player,201209090htx,htx,WaltKe00,rush_td,0,,,,,
player,201209090htx,htx,WaltKe00,rush_long,0,,,,,
player,201209090htx,htx,WaltKe00,targets,2,,,,,
player,201209090htx,htx,WaltKe00,rec,2,,,,,
player,201209090htx,htx,WaltKe00,rec_yds,16,,,,,
player,201209090htx,htx,WaltKe00,rec_td,0,,,,,
player,201209090htx,htx,WaltKe00,rec_long,10,,,,,
player,201209090htx,htx,WaltKe00,fumbles,0,,,,,
player,201209090htx,htx,WaltKe00,fumbles_lost,0,,,,,
player,201209090htx,htx,JeanLe01,pass_cmp,0,,,,,
player,201209090htx,htx,JeanLe01,pass_att,0,,,,,
player,201209090htx,htx,JeanLe01,pass_yds,0,,,,,
player,201209090htx,htx,JeanLe01,pass_td,0,,,,,
player,201209090htx,htx,JeanLe01,pass_int,0,,,,,
player,201209090htx,htx,JeanLe01,pass_sacked,0,,,,,
player,201209090htx,htx,JeanLe01,pass_sacked_yds,0,,,,,
player,201209090htx,htx,JeanLe01,pass_long,0,,,,,
player,201209090htx,htx,JeanLe01,pass_rating,,,,,,
player,201209090htx,htx,JeanLe01,rush_att,0,,,,,
player,201209090htx,htx,JeanLe01,rush_yds,0,,,,,
player,201209090htx,htx,JeanLe01,rush_td,0,,,,,
player,201209090htx,htx,JeanLe01,rush_long,0,,,,,
player,201209090htx,htx,JeanLe01,targets,2,,,,,
player,201209090htx,htx,JeanLe01,rec,1,,,,,
player,201209090htx,htx,JeanLe01,rec_yds,9,,,,,
player,201209090htx,htx,JeanLe01,rec_td,0,,,,,
player,201209090htx,htx,JeanLe01,rec_long,9,,,,,
player,201209090htx,htx,JeanLe01,fumbles,0,,,,,
player,201209090htx,htx,JeanLe01,fumbles_lost,0,,,,,
player,201209090htx,htx,MartKe01,pass_cmp,0,,,,,
player,201209090htx,htx,MartKe01,pass_att,0,,,,,
player,201209090htx,htx,MartKe01,pass_yds,0,,,,,
player,201209090htx,htx,MartKe01,pass_td,0,,,,,
player,201209090htx,htx,MartKe01,pass_int,0,,,,,
player,201209090htx,htx,MartKe01,pass_sacked,0,,,,,
player,201209090htx,htx,MartKe01,pass_sacked_yds,0,,,,,
player,201209090htx,htx,MartKe01,pass_long,0,,,,,
player,201209090htx,htx,MartKe01,pass_rating,,,,,,
player,201209090htx,htx,MartKe01,rush_att,0,,,,,
player,201209090htx,htx,MartKe01,rush_yds,0,,,,,
player,201209090htx,htx,MartKe01,rush_td,0,,,,,
player,201209090htx,htx,MartKe01,rush_long,0,,,,,
player,201209090htx,htx,MartKe01,targets,1,,,,,
player,201209090htx,htx,MartKe01,rec,0,,,,,
player,201209090htx,htx,MartKe01,rec_yds,0,,,,,
player,201209090htx,htx,MartKe01,rec_td,0,,,,,
player,201209090htx,htx,MartKe01,rec_long,0,,,,,
player,201209090htx,htx,MartKe01,fumbles,0,,,,,
player,201209090htx,htx,MartKe01,fumbles_lost,0,,,,,
player,201209090htx,mia,StarRa20,def_int,0,,,,,
player,201209090htx,mia,StarRa20,def_int_yds,0,,,,,
player,201209090htx,mia,StarRa20,def_int_td,0,,,,,
player,201209090htx,mia,StarRa20,def_int_long,0,,,,,
player,201209090htx,mia,StarRa20,pass_defended,0,,,,,
player,201209090htx,mia,StarRa20,sacks,2.0,,,,,
player,201209090htx,mia,StarRa20,tackles_combined,6,,,,,
player,201209090htx,mia,StarRa20,tackles_solo,5,,,,,
player,201209090htx,mia,StarRa20,tackles_assists,1,,,,,
player,201209090htx,mia,StarRa20,tackles_loss,2,,,,,
player,201209090htx,mia,StarRa20,qb_hits,2,,,,,
player,201209090htx,mia,StarRa20,fumbles_rec,0,,,,,
player,201209090htx,mia,StarRa20,fumbles_rec_yds,0,,,,,
player,201209090htx,mia,StarRa20,fumbles_rec_td,0,,,,,
player,201209090htx,mia,StarRa20,fumbles_forced,0,,,,,
player,201209090htx,mia,MisiKo99,def_int,0,,,,,
player,201209090htx,mia,MisiKo99,def_int_yds,0,,,,,
player,201209090htx,mia,MisiKo99,def_int_td,0,,,,,
player,201209090htx,mia,MisiKo99,def_int_long,0,,,,,
player,201209090htx,mia,MisiKo99,pass_defended,0,,,,,
player,201209090htx,mia,MisiKo99,sacks,0.0,,,,,
player,201209090htx,mia,MisiKo99,tackles_combined,11,,,,,
player,201209090htx,mia,MisiKo99,tackles_solo,10,,,,,
player,201209090htx,mia,MisiKo99,tackles_assists,1,,,,,
player,201209090htx,mia,MisiKo99,tackles_loss,1,,,,,
player,201209090htx,mia,MisiKo99,qb_hits,0,,,,,
player,201209090htx,mia,MisiKo99,fumbles_rec,0,,,,,
player,201209090htx,mia,MisiKo99,fumbles_rec_yds,0,,,,,
player,201209090htx,mia,MisiKo99,fumbles_rec_td,0,,,,,
player,201209090htx,mia,MisiKo99,fumbles_forced,0,,,,,
player,201209090htx,mia,DansKa20,def_int,0,,,,,
player,201209090htx,mia,DansKa20,def_int_yds,0,,,,,
player,201209090htx,mia,DansKa20,def_int_td,0,,,,,
player,201209090htx,mia,DansKa20,def_int_long,0,,,,,
player,201209090htx,mia,DansKa20,pass_defended,0,,,,,
player,201209090htx,mia,DansKa20,sacks,0.0,,,,,
player,201209090htx,mia,DansKa20,tackles_combined,9,,,,,
player,201209090htx,mia,DansKa20,tackles_solo,6,,,,,
player,201209090htx,mia,DansKa20,tackles_assists,3,,,,,
player,201209090htx,mia,DansKa20,tackles_loss,1,,,,,
player,201209090htx,mia,DansKa20,qb_hits,0,,,,,
player,201209090htx,mia,DansKa20,fumbles_rec,0,,,,,
player,201209090htx,mia,DansKa20,fumbles_rec_yds,0,,,,,
player,201209090htx,mia,DansKa20,fumbles_rec_td,0,,,,,
player,201209090htx,mia,DansKa20,fumbles_forced,0,,,,,
player,201209090htx,mia,JoneRe99,def_int,0,,,,,
player,201209090htx,mia,JoneRe99,def_int_yds,0,,,,,
player,201209090htx,mia,JoneRe99,def_int_td,0,,,,,
player,201209090htx,mia,JoneRe99,def_int_long,0,,,,,
player,201209090htx,mia,JoneRe99,pass_defended,0,,,,,
player,201209090htx,mia,JoneRe99,sacks,0.0,,,,,
player,201209090htx,mia,JoneRe99,tackles_combined,7,,,,,
player,201209090htx,mia,JoneRe99,tackles_solo,5,,,,,
