game,2012,11,20121118,201211180rai,nor,"New Orleans Saints",38,rai,"Oakland Raiders",17
player,201211180rai,nor,CollJe01,pass_td,0,,,,,
player,201211180rai,nor,CollJe01,pass_int,0,,,,,
player,201211180rai,nor,CollJe01,pass_sacked,0,,,,,
player,201211180rai,nor,CollJe01,pass_sacked_yds,0,,,,,
player,201211180rai,nor,CollJe01,pass_long,0,,,,,
player,201211180rai,nor,CollJe01,pass_rating,,,,,,
player,201211180rai,nor,CollJe01,rush_att,0,,,,,
player,201211180rai,nor,CollJe01,rush_yds,0,,,,,
player,201211180rai,nor,CollJe01,rush_td,0,,,,,
player,201211180rai,nor,CollJe01,rush_long,0,,,,,
player,201211180rai,nor,CollJe01,targets,2,,,,,
player,201211180rai,nor,CollJe01,rec,2,,,,,
player,201211180rai,nor,CollJe01,rec_yds,21,,,,,
player,201211180rai,nor,CollJe01,rec_td,0,,,,,
player,201211180rai,nor,CollJe01,rec_long,11,,,,,
player,201211180rai,nor,CollJe01,fumbles,0,,,,,
player,201211180rai,nor,CollJe01,fumbles_lost,0,,,,,
player,201211180rai,nor,HendDe00,pass_cmp,0,,,,,
player,201211180rai,nor,HendDe00,pass_att,0,,,,,
player,201211180rai,nor,HendDe00,pass_yds,0,,,,,
player,201211180rai,nor,HendDe00,pass_td,0,,,,,
player,201211180rai,nor,HendDe00,pass_int,0,,,,,
player,201211180rai,nor,HendDe00,pass_sacked,0,,,,,
player,201211180rai,nor,HendDe00,pass_sacked_yds,0,,,,,
player,201211180rai,nor,HendDe00,pass_long,0,,,,,
player,201211180rai,nor,HendDe00,pass_rating,,,,,,
player,201211180rai,nor,HendDe00,rush_att,0,,,,,
player,201211180rai,nor,HendDe00,rush_yds,0,,,,,
player,201211180rai,nor,HendDe00,rush_td,0,,,,,
player,201211180rai,nor,HendDe00,rush_long,0,,,,,
player,201211180rai,nor,HendDe00,targets,1,,,,,
player,201211180rai,nor,HendDe00,rec,1,,,,,
player,201211180rai,nor,HendDe00,rec_yds,3,,,,,
player,201211180rai,nor,HendDe00,rec_td,0,,,,,
player,201211180rai,nor,HendDe00,rec_long,3,,,,,
player,201211180rai,nor,HendDe00,fumbles,0,,,,,
player,201211180rai,nor,HendDe00,fumbles_lost,0,,,,,
player,201211180rai,nor,MorgJo01,pass_cmp,0,,,,,
player,201211180rai,nor,MorgJo01,pass_att,0,,,,,
player,201211180rai,nor,MorgJo01,pass_yds,0,,,,,
player,201211180rai,nor,MorgJo01,pass_td,0,,,,,
player,201211180rai,nor,MorgJo01,pass_int,0,,,,,
player,201211180rai,nor,MorgJo01,pass_sacked,0,,,,,
player,201211180rai,nor,MorgJo01,pass_sacked_yds,0,,,,,
player,201211180rai,nor,MorgJo01,pass_long,0,,,,,
player,201211180rai,nor,MorgJo01,pass_rating,,,,,,
player,201211180rai,nor,MorgJo01,rush_att,0,,,,,
player,201211180rai,nor,MorgJo01,rush_yds,0,,,,,
player,201211180rai,nor,MorgJo01,rush_td,0,,,,,
player,201211180rai,nor,MorgJo01,rush_long,0,,,,,
player,201211180rai,nor,MorgJo01,targets,1,,,,,
player,201211180rai,nor,MorgJo01,rec,0,,,,,
player,201211180rai,nor,MorgJo01,rec_yds,0,,,,,
player,201211180rai,nor,MorgJo01,rec_td,0,,,,,
player,201211180rai,nor,MorgJo01,rec_long,0,,,,,
player,201211180rai,nor,MorgJo01,fumbles,0,,,,,
player,201211180rai,nor,MorgJo01,fumbles_lost,0,,,,,
player,201211180rai,rai,PalmCa00,pass_cmp,22,,,,,
player,201211180rai,rai,PalmCa00,pass_att,40,,,,,
player,201211180rai,rai,PalmCa00,pass_yds,312,,,,,
player,201211180rai,rai,PalmCa00,pass_td,2,,,,,
player,201211180rai,rai,PalmCa00,pass_int,2,,,,,
player,201211180rai,rai,PalmCa00,pass_sacked,3,,,,,
player,201211180rai,rai,PalmCa00,pass_sacked_yds,28,,,,,
player,201211180rai,rai,PalmCa00,pass_long,56,,,,,
player,201211180rai,rai,PalmCa00,pass_rating,76.2,,,,,
player,201211180rai,rai,PalmCa00,rush_att,1,,,,,
player,201211180rai,rai,PalmCa00,rush_yds,2,,,,,
player,201211180rai,rai,PalmCa00,rush_td,0,,,,,
player,201211180rai,rai,PalmCa00,rush_long,2,,,,,
player,201211180rai,rai,PalmCa00,targets,0,,,,,
player,201211180rai,rai,PalmCa00,rec,0,,,,,
player,201211180rai,rai,PalmCa00,rec_yds,0,,,,,
player,201211180rai,rai,PalmCa00,rec_td,0,,,,,
player,201211180rai,rai,PalmCa00,rec_long,0,,,,,
player,201211180rai,rai,PalmCa00,fumbles,0,,,,,
player,201211180rai,rai,PalmCa00,fumbles_lost,0,,,,,
player,201211180rai,rai,ReecMa00,pass_cmp,0,,,,,
player,201211180rai,rai,ReecMa00,pass_att,0,,,,,
player,201211180rai,rai,ReecMa00,pass_yds,0,,,,,
player,201211180rai,rai,ReecMa00,pass_td,0,,,,,
player,201211180rai,rai,ReecMa00,pass_int,0,,,,,
player,201211180rai,rai,ReecMa00,pass_sacked,,,,,,
player,201211180rai,rai,ReecMa00,pass_sacked_yds,0,,,,,
player,201211180rai,rai,ReecMa00,pass_long,0,,,,,
player,201211180rai,rai,ReecMa00,pass_rating,,,,,,
player,201211180rai,rai,ReecMa00,rush_att,19,,,,,
player,201211180rai,rai,ReecMa00,rush_yds,103,,,,,
player,201211180rai,rai,ReecMa00,rush_td,0,,,,,
player,201211180rai,rai,ReecMa00,rush_long,17,,,,,
player,201211180rai,rai,ReecMa00,targets,5,,,,,
player,201211180rai,rai,ReecMa00,rec,4,,,,,
player,201211180rai,rai,ReecMa00,rec_yds,90,,,,,
player,201211180rai,rai,ReecMa00,rec_td,0,,,,,
player,201211180rai,rai,ReecMa00,rec_long,56,,,,,
player,201211180rai,rai,ReecMa00,fumbles,0,,,,,
player,201211180rai,rai,ReecMa00,fumbles_lost,0,,,,,
player,201211180rai,rai,JoneTa00,pass_cmp,0,,,,,
player,201211180rai,rai,JoneTa00,pass_att,0,,,,,
player,201211180rai,rai,JoneTa00,pass_yds,0,,,,,
player,201211180rai,rai,JoneTa00,pass_td,0,,,,,
player,201211180rai,rai,JoneTa00,pass_int,0,,,,,
player,201211180rai,rai,JoneTa00,pass_sacked,,,,,,
player,201211180rai,rai,JoneTa00,pass_sacked_yds,0,,,,,
player,201211180rai,rai,JoneTa00,pass_long,0,,,,,
player,201211180rai,rai,JoneTa00,pass_rating,,,,,,
player,201211180rai,rai,JoneTa00,rush_att,3,,,,,
player,201211180rai,rai,JoneTa00,rush_yds,13,,,,,
player,201211180rai,rai,JoneTa00,rush_td,0,,,,,
player,201211180rai,rai,JoneTa00,rush_long,7,,,,,
player,201211180rai,rai,JoneTa00,targets,0,,,,,
player,201211180rai,rai,JoneTa00,rec,0,,,,,
player,201211180rai,rai,JoneTa00,rec_yds,0,,,,,
player,201211180rai,rai,JoneTa00,rec_td,0,,,,,
player,201211180rai,rai,JoneTa00,rec_long,0,,,,,
player,201211180rai,rai,JoneTa00,fumbles,0,,,,,
player,201211180rai,rai,JoneTa00,fumbles_lost,0,,,,,
player,201211180rai,rai,StewJe00,pass_cmp,0,,,,,
player,201211180rai,rai,StewJe00,pass_att,0,,,,,
player,201211180rai,rai,StewJe00,pass_yds,0,,,,,
player,201211180rai,rai,StewJe00,pass_td,0,,,,,
player,201211180rai,rai,StewJe00,pass_int,0,,,,,
player,201211180rai,rai,StewJe00,pass_sacked,,,,,,
player,201211180rai,rai,StewJe00,pass_sacked_yds,0,,,,,
player,201211180rai,rai,StewJe00,pass_long,0,,,,,
player,201211180rai,rai,StewJe00,pass_rating,,,,,,
player,201211180rai,rai,StewJe00,rush_att,2,,,,,
player,201211180rai,rai,StewJe00,rush_yds,7,,,,,
player,201211180rai,rai,StewJe00,rush_td,0,,,,,
player,201211180rai,rai,StewJe00,rush_long,4,,,,,
player,201211180rai,rai,StewJe00,targets,1,,,,,
player,201211180rai,rai,StewJe00,rec,1,,,,,
player,201211180rai,rai,StewJe00,rec_yds,23,,,,,
player,201211180rai,rai,StewJe00,rec_td,0,,,,,
player,201211180rai,rai,StewJe00,rec_long,23,,,,,
player,201211180rai,rai,StewJe00,fumbles,0,,,,,
player,201211180rai,rai,StewJe00,fumbles_lost,0,,,,,
player,201211180rai,rai,HeywDa00,pass_cmp,0,,,,,
player,201211180rai,rai,HeywDa00,pass_att,0,,,,,
player,201211180rai,rai,HeywDa00,pass_yds,0,,,,,
player,201211180rai,rai,HeywDa00,pass_td,0,,,,,
player,201211180rai,rai,HeywDa00,pass_int,0,,,,,
player,201211180rai,rai,HeywDa00,pass_sacked,,,,,,
player,201211180rai,rai,HeywDa00,pass_sacked_yds,0,,,,,
player,201211180rai,rai,HeywDa00,pass_long,0,,,,,
player,201211180rai,rai,HeywDa00,pass_rating,,,,,,
player,201211180rai,rai,HeywDa00,rush_att,0,,,,,
player,201211180rai,rai,HeywDa00,rush_yds,0,,,,,
player,201211180rai,rai,HeywDa00,rush_td,0,,,,,
player,201211180rai,rai,HeywDa00,rush_long,0,,,,,
player,201211180rai,rai,HeywDa00,targets,5,,,,,
player,201211180rai,rai,HeywDa00,rec,4,,,,,
player,201211180rai,rai,HeywDa00,rec_yds,69,,,,,
player,201211180rai,rai,HeywDa00,rec_td,0,,,,,
player,201211180rai,rai,HeywDa00,rec_long,22,,,,,
player,201211180rai,rai,HeywDa00,fumbles,0,,,,,
player,201211180rai,rai,HeywDa00,fumbles_lost,0,,,,,
player,201211180rai,rai,MyerBr00,pass_cmp,0,,,,,
player,201211180rai,rai,MyerBr00,pass_att,0,,,,,
player,201211180rai,rai,MyerBr00,pass_yds,0,,,,,
player,201211180rai,rai,MyerBr00,pass_td,0,,,,,
player,201211180rai,rai,MyerBr00,pass_int,0,,,,,
player,201211180rai,rai,MyerBr00,pass_sacked,,,,,,
player,201211180rai,rai,MyerBr00,pass_sacked_yds,0,,,,,
player,201211180rai,rai,MyerBr00,pass_long,0,,,,,
player,201211180rai,rai,MyerBr00,pass_rating,,,,,,
player,201211180rai,rai,MyerBr00,rush_att,0,,,,,
player,201211180rai,rai,MyerBr00,rush_yds,0,,,,,
player,201211180rai,rai,MyerBr00,rush_td,0,,,,,
player,201211180rai,rai,MyerBr00,rush_long,0,,,,,
player,201211180rai,rai,MyerBr00,targets,10,,,,,
player,201211180rai,rai,MyerBr00,rec,6,,,,,
player,201211180rai,rai,MyerBr00,rec_yds,55,,,,,
player,201211180rai,rai,MyerBr00,rec_td,1,,,,,
player,201211180rai,rai,MyerBr00,rec_long,27,,,,,
player,201211180rai,rai,MyerBr00,fumbles,0,,,,,
player,201211180rai,rai,MyerBr00,fumbles_lost,0,,,,,
player,201211180rai,rai,StreRo00,pass_cmp,0,,,,,
player,201211180rai,rai,StreRo00,pass_att,0,,,,,
player,201211180rai,rai,StreRo00,pass_yds,0,,,,,
player,201211180rai,rai,StreRo00,pass_td,0,,,,,
player,201211180rai,rai,StreRo00,pass_int,0,,,,,
player,201211180rai,rai,StreRo00,pass_sacked,,,,,,
player,201211180rai,rai,StreRo00,pass_sacked_yds,0,,,,,
player,201211180rai,rai,StreRo00,pass_long,0,,,,,
player,201211180rai,rai,StreRo00,pass_rating,,,,,,
player,201211180rai,rai,StreRo00,rush_att,0,,,,,
player,201211180rai,rai,StreRo00,rush_yds,0,,,,,
player,201211180rai,rai,StreRo00,rush_td,0,,,,,
player,201211180rai,rai,StreRo00,rush_long,0,,,,,
player,201211180rai,rai,StreRo00,targets,4,,,,,
player,201211180rai,rai,StreRo00,rec,2,,,,,
player,201211180rai,rai,StreRo00,rec_yds,26,,,,,
player,201211180rai,rai,StreRo00,rec_td,0,,,,,
player,201211180rai,rai,StreRo00,rec_long,20,,,,,
player,201211180rai,rai,StreRo00,fumbles,0,,,,,
player,201211180rai,rai,StreRo00,fumbles_lost,0,,,,,
player,201211180rai,rai,CrinJu00,pass_cmp,0,,,,,
player,201211180rai,rai,CrinJu00,pass_att,0,,,,,
player,201211180rai,rai,CrinJu00,pass_yds,0,,,,,
player,201211180rai,rai,CrinJu00,pass_td,0,,,,,
player,201211180rai,rai,CrinJu00,pass_int,0,,,,,
player,201211180rai,rai,CrinJu00,pass_sacked,,,,,,
player,201211180rai,rai,CrinJu00,pass_sacked_yds,0,,,,,
player,201211180rai,rai,CrinJu00,pass_long,0,,,,,
player,201211180rai,rai,CrinJu00,pass_rating,,,,,,
player,201211180rai,rai,CrinJu00,rush_att,0,,,,,
player,201211180rai,rai,CrinJu00,rush_yds,0,,,,,
player,201211180rai,rai,CrinJu00,rush_td,0,,,,,
player,201211180rai,rai,CrinJu00,rush_long,0,,,,,
player,201211180rai,rai,CrinJu00,targets,6,,,,,
player,201211180rai,rai,CrinJu00,rec,3,,,,,
player,201211180rai,rai,CrinJu00,rec_yds,23,,,,,
player,201211180rai,rai,CrinJu00,rec_td,1,,,,,
player,201211180rai,rai,CrinJu00,rec_long,13,,,,,
player,201211180rai,rai,CrinJu00,fumbles,0,,,,,
player,201211180rai,rai,CrinJu00,fumbles_lost,0,,,,,
player,201211180rai,rai,HagaDe00,pass_cmp,0,,,,,
player,201211180rai,rai,HagaDe00,pass_att,0,,,,,
player,201211180rai,rai,HagaDe00,pass_yds,0,,,,,
player,201211180rai,rai,HagaDe00,pass_td,0,,,,,
player,201211180rai,rai,HagaDe00,pass_int,0,,,,,
player,201211180rai,rai,HagaDe00,pass_sacked,,,,,,
player,201211180rai,rai,HagaDe00,pass_sacked_yds,0,,,,,
player,201211180rai,rai,HagaDe00,pass_long,0,,,,,
player,201211180rai,rai,HagaDe00,pass_rating,,,,,,
player,201211180rai,rai,HagaDe00,rush_att,0,,,,,
player,201211180rai,rai,HagaDe00,rush_yds,0,,,,,
player,201211180rai,rai,HagaDe00,rush_td,0,,,,,
player,201211180rai,rai,HagaDe00,rush_long,0,,,,,
player,201211180rai,rai,HagaDe00,targets,2,,,,,
player,201211180rai,rai,HagaDe00,rec,1,,,,,
player,201211180rai,rai,HagaDe00,rec_yds,17,,,,,
player,201211180rai,rai,HagaDe00,rec_td,0,,,,,
player,201211180rai,rai,HagaDe00,rec_long,17,,,,,
player,201211180rai,rai,HagaDe00,fumbles,0,,,,,
player,201211180rai,rai,HagaDe00,fumbles_lost,0,,,,,
player,201211180rai,rai,MoorDe02,pass_cmp,0,,,,,
player,201211180rai,rai,MoorDe02,pass_att,0,,,,,
player,201211180rai,rai,MoorDe02,pass_yds,0,,,,,
player,201211180rai,rai,MoorDe02,pass_td,0,,,,,
player,201211180rai,rai,MoorDe02,pass_int,0,,,,,
player,201211180rai,rai,MoorDe02,pass_sacked,,,,,,
player,201211180rai,rai,MoorDe02,pass_sacked_yds,0,,,,,
player,201211180rai,rai,MoorDe02,pass_long,0,,,,,
player,201211180rai,rai,MoorDe02,pass_rating,,,,,,
player,201211180rai,rai,MoorDe02,rush_att,1,,,,,
player,201211180rai,rai,MoorDe02,rush_yds,-5,,,,,
player,201211180rai,rai,MoorDe02,rush_td,0,,,,,
player,201211180rai,rai,MoorDe02,rush_long,-5,,,,,
