game,2012,11,20121118,201211180rai,nor,"New Orleans Saints",38,rai,"Oakland Raiders",17
team,201211180rai,nor,First Downs,19,,,,,,
team,201211180rai,rai,First Downs,24,,,,,,
team,201211180rai,nor,Rush-Yds-TDs,28-151-1,,,,,,
team,201211180rai,rai,Rush-Yds-TDs,26-120-0,,,,,,
team,201211180rai,nor,Cmp-Att-Yd-TD-INT,21-28-229-3-0,,,,,,
team,201211180rai,rai,Cmp-Att-Yd-TD-INT,22-40-312-2-2,,,,,,
team,201211180rai,nor,Sacked-Yards,0-0,,,,,,
team,201211180rai,rai,Sacked-Yards,3-28,,,,,,
team,201211180rai,nor,Net Pass Yards,229,,,,,,
team,201211180rai,rai,Net Pass Yards,284,,,,,,
team,201211180rai,nor,Total Yards,380,,,,,,
team,201211180rai,rai,Total Yards,404,,,,,,
team,201211180rai,nor,Fumbles-Lost,1-0,,,,,,
team,201211180rai,rai,Fumbles-Lost,0-0,,,,,,
team,201211180rai,nor,Turnovers,0,,,,,,
team,201211180rai,rai,Turnovers,2,,,,,,
team,201211180rai,nor,Penalties-Yards,11-109,,,,,,
team,201211180rai,rai,Penalties-Yards,4-40,,,,,,
team,201211180rai,nor,Third Down Conv.,6-11,,,,,,
team,201211180rai,rai,Third Down Conv.,4-12,,,,,,
team,201211180rai,nor,Fourth Down Conv.,0-0,,,,,,
team,201211180rai,rai,Fourth Down Conv.,1-3,,,,,,
team,201211180rai,nor,Time of Possession,28:36,,,,,,
team,201211180rai,rai,Time of Possession,31:24,,,,,,
player,201211180rai,nor,BreeDr00,pass_cmp,20,,,,,
player,201211180rai,nor,BreeDr00,pass_att,27,,,,,
player,201211180rai,nor,BreeDr00,pass_yds,219,,,,,
player,201211180rai,nor,BreeDr00,pass_td,3,,,,,
player,201211180rai,nor,BreeDr00,pass_int,0,,,,,
player,201211180rai,nor,BreeDr00,pass_sacked,0,,,,,
player,201211180rai,nor,BreeDr00,pass_sacked_yds,0,,,,,
player,201211180rai,nor,BreeDr00,pass_long,38,,,,,
player,201211180rai,nor,BreeDr00,pass_rating,134.6,,,,,
player,201211180rai,nor,BreeDr00,rush_att,0,,,,,
player,201211180rai,nor,BreeDr00,rush_yds,0,,,,,
player,201211180rai,nor,BreeDr00,rush_td,0,,,,,
player,201211180rai,nor,BreeDr00,rush_long,0,,,,,
player,201211180rai,nor,BreeDr00,targets,0,,,,,
player,201211180rai,nor,BreeDr00,rec,0,,,,,
player,201211180rai,nor,BreeDr00,rec_yds,0,,,,,
player,201211180rai,nor,BreeDr00,rec_td,0,,,,,
player,201211180rai,nor,BreeDr00,rec_long,0,,,,,
player,201211180rai,nor,BreeDr00,fumbles,0,,,,,
player,201211180rai,nor,BreeDr00,fumbles_lost,0,,,,,
player,201211180rai,nor,DaniCh00,pass_cmp,1,,,,,
player,201211180rai,nor,DaniCh00,pass_att,1,,,,,
player,201211180rai,nor,DaniCh00,pass_yds,10,,,,,
player,201211180rai,nor,DaniCh00,pass_td,0,,,,,
player,201211180rai,nor,DaniCh00,pass_int,0,,,,,
player,201211180rai,nor,DaniCh00,pass_sacked,0,,,,,
player,201211180rai,nor,DaniCh00,pass_sacked_yds,0,,,,,
player,201211180rai,nor,DaniCh00,pass_long,10,,,,,
player,201211180rai,nor,DaniCh00,pass_rating,108.3,,,,,
player,201211180rai,nor,DaniCh00,rush_att,3,,,,,
player,201211180rai,nor,DaniCh00,rush_yds,17,,,,,
player,201211180rai,nor,DaniCh00,rush_td,0,,,,,
player,201211180rai,nor,DaniCh00,rush_long,19,,,,,
player,201211180rai,nor,DaniCh00,targets,0,,,,,
player,201211180rai,nor,DaniCh00,rec,0,,,,,
player,201211180rai,nor,DaniCh00,rec_yds,0,,,,,
player,201211180rai,nor,DaniCh00,rec_td,0,,,,,
player,201211180rai,nor,DaniCh00,rec_long,0,,,,,
player,201211180rai,nor,DaniCh00,fumbles,0,,,,,
player,201211180rai,nor,DaniCh00,fumbles_lost,0,,,,,
player,201211180rai,nor,IngrMa01,pass_cmp,0,,,,,
player,201211180rai,nor,IngrMa01,pass_att,0,,,,,
player,201211180rai,nor,IngrMa01,pass_yds,0,,,,,
player,201211180rai,nor,IngrMa01,pass_td,0,,,,,
player,201211180rai,nor,IngrMa01,pass_int,0,,,,,
player,201211180rai,nor,IngrMa01,pass_sacked,0,,,,,
player,201211180rai,nor,IngrMa01,pass_sacked_yds,0,,,,,
player,201211180rai,nor,IngrMa01,pass_long,0,,,,,
player,201211180rai,nor,IngrMa01,pass_rating,,,,,,
player,201211180rai,nor,IngrMa01,rush_att,12,,,,,
player,201211180rai,nor,IngrMa01,rush_yds,67,,,,,
player,201211180rai,nor,IngrMa01,rush_td,1,,,,,
player,201211180rai,nor,IngrMa01,rush_long,27,,,,,
player,201211180rai,nor,IngrMa01,targets,1,,,,,
player,201211180rai,nor,IngrMa01,rec,1,,,,,
player,201211180rai,nor,IngrMa01,rec_yds,1,,,,,
player,201211180rai,nor,IngrMa01,rec_td,0,,,,,
player,201211180rai,nor,IngrMa01,rec_long,1,,,,,
player,201211180rai,nor,IngrMa01,fumbles,0,,,,,
player,201211180rai,nor,IngrMa01,fumbles_lost,0,,,,,
player,201211180rai,nor,IvorCh00,pass_cmp,0,,,,,
player,201211180rai,nor,IvorCh00,pass_att,0,,,,,
player,201211180rai,nor,IvorCh00,pass_yds,0,,,,,
player,201211180rai,nor,IvorCh00,pass_td,0,,,,,
player,201211180rai,nor,IvorCh00,pass_int,0,,,,,
player,201211180rai,nor,IvorCh00,pass_sacked,0,,,,,
player,201211180rai,nor,IvorCh00,pass_sacked_yds,0,,,,,
player,201211180rai,nor,IvorCh00,pass_long,0,,,,,
player,201211180rai,nor,IvorCh00,pass_rating,,,,,,
player,201211180rai,nor,IvorCh00,rush_att,8,,,,,
player,201211180rai,nor,IvorCh00,rush_yds,37,,,,,
player,201211180rai,nor,IvorCh00,rush_td,0,,,,,
player,201211180rai,nor,IvorCh00,rush_long,25,,,,,
player,201211180rai,nor,IvorCh00,targets,0,,,,,
player,201211180rai,nor,IvorCh00,rec,0,,,,,
player,201211180rai,nor,IvorCh00,rec_yds,0,,,,,
player,201211180rai,nor,IvorCh00,rec_td,0,,,,,
player,201211180rai,nor,IvorCh00,rec_long,0,,,,,
player,201211180rai,nor,IvorCh00,fumbles,0,,,,,
player,201211180rai,nor,IvorCh00,fumbles_lost,0,,,,,
player,201211180rai,nor,ThomPi00,pass_cmp,0,,,,,
player,201211180rai,nor,ThomPi00,pass_att,0,,,,,
player,201211180rai,nor,ThomPi00,pass_yds,0,,,,,
player,201211180rai,nor,ThomPi00,pass_td,0,,,,,
player,201211180rai,nor,ThomPi00,pass_int,0,,,,,
player,201211180rai,nor,ThomPi00,pass_sacked,0,,,,,
player,201211180rai,nor,ThomPi00,pass_sacked_yds,0,,,,,
player,201211180rai,nor,ThomPi00,pass_long,0,,,,,
player,201211180rai,nor,ThomPi00,pass_rating,,,,,,
player,201211180rai,nor,ThomPi00,rush_att,5,,,,,
player,201211180rai,nor,ThomPi00,rush_yds,30,,,,,
player,201211180rai,nor,ThomPi00,rush_td,0,,,,,
player,201211180rai,nor,ThomPi00,rush_long,14,,,,,
player,201211180rai,nor,ThomPi00,targets,4,,,,,
player,201211180rai,nor,ThomPi00,rec,3,,,,,
player,201211180rai,nor,ThomPi00,rec_yds,28,,,,,
player,201211180rai,nor,ThomPi00,rec_td,0,,,,,
player,201211180rai,nor,ThomPi00,rec_long,19,,,,,
player,201211180rai,nor,ThomPi00,fumbles,0,,,,,
player,201211180rai,nor,ThomPi00,fumbles_lost,0,,,,,
player,201211180rai,nor,ColsMa00,pass_cmp,0,,,,,
player,201211180rai,nor,ColsMa00,pass_att,0,,,,,
player,201211180rai,nor,ColsMa00,pass_yds,0,,,,,
player,201211180rai,nor,ColsMa00,pass_td,0,,,,,
player,201211180rai,nor,ColsMa00,pass_int,0,,,,,
player,201211180rai,nor,ColsMa00,pass_sacked,0,,,,,
player,201211180rai,nor,ColsMa00,pass_sacked_yds,0,,,,,
player,201211180rai,nor,ColsMa00,pass_long,0,,,,,
player,201211180rai,nor,ColsMa00,pass_rating,,,,,,
player,201211180rai,nor,ColsMa00,rush_att,0,,,,,
player,201211180rai,nor,ColsMa00,rush_yds,0,,,,,
player,201211180rai,nor,ColsMa00,rush_td,0,,,,,
player,201211180rai,nor,ColsMa00,rush_long,0,,,,,
player,201211180rai,nor,ColsMa00,targets,6,,,,,
player,201211180rai,nor,ColsMa00,rec,4,,,,,
player,201211180rai,nor,ColsMa00,rec_yds,69,,,,,
player,201211180rai,nor,ColsMa00,rec_td,0,,,,,
player,201211180rai,nor,ColsMa00,rec_long,24,,,,,
player,201211180rai,nor,ColsMa00,fumbles,0,,,,,
player,201211180rai,nor,ColsMa00,fumbles_lost,0,,,,,
player,201211180rai,nor,MoorLa00,pass_cmp,0,,,,,
player,201211180rai,nor,MoorLa00,pass_att,0,,,,,
player,201211180rai,nor,MoorLa00,pass_yds,0,,,,,
player,201211180rai,nor,MoorLa00,pass_td,0,,,,,
player,201211180rai,nor,MoorLa00,pass_int,0,,,,,
player,201211180rai,nor,MoorLa00,pass_sacked,0,,,,,
player,201211180rai,nor,MoorLa00,pass_sacked_yds,0,,,,,
player,201211180rai,nor,MoorLa00,pass_long,0,,,,,
player,201211180rai,nor,MoorLa00,pass_rating,,,,,,
player,201211180rai,nor,MoorLa00,rush_att,0,,,,,
player,201211180rai,nor,MoorLa00,rush_yds,0,,,,,
player,201211180rai,nor,MoorLa00,rush_td,0,,,,,
player,201211180rai,nor,MoorLa00,rush_long,0,,,,,
player,201211180rai,nor,MoorLa00,targets,3,,,,,
player,201211180rai,nor,MoorLa00,rec,2,,,,,
player,201211180rai,nor,MoorLa00,rec_yds,53,,,,,
player,201211180rai,nor,MoorLa00,rec_td,2,,,,,
player,201211180rai,nor,MoorLa00,rec_long,38,,,,,
player,201211180rai,nor,MoorLa00,fumbles,0,,,,,
player,201211180rai,nor,MoorLa00,fumbles_lost,0,,,,,
player,201211180rai,nor,GrahJi00,pass_cmp,0,,,,,
player,201211180rai,nor,GrahJi00,pass_att,0,,,,,
player,201211180rai,nor,GrahJi00,pass_yds,0,,,,,
player,201211180rai,nor,GrahJi00,pass_td,0,,,,,
player,201211180rai,nor,GrahJi00,pass_int,0,,,,,
player,201211180rai,nor,GrahJi00,pass_sacked,0,,,,,
player,201211180rai,nor,GrahJi00,pass_sacked_yds,0,,,,,
player,201211180rai,nor,GrahJi00,pass_long,0,,,,,
player,201211180rai,nor,GrahJi00,pass_rating,,,,,,
player,201211180rai,nor,GrahJi00,rush_att,0,,,,,
player,201211180rai,nor,GrahJi00,rush_yds,0,,,,,
player,201211180rai,nor,GrahJi00,rush_td,0,,,,,
player,201211180rai,nor,GrahJi00,rush_long,0,,,,,
player,201211180rai,nor,GrahJi00,targets,6,,,,,
player,201211180rai,nor,GrahJi00,rec,6,,,,,
player,201211180rai,nor,GrahJi00,rec_yds,29,,,,,
player,201211180rai,nor,GrahJi00,rec_td,1,,,,,
player,201211180rai,nor,GrahJi00,rec_long,10,,,,,
player,201211180rai,nor,GrahJi00,fumbles,1,,,,,
player,201211180rai,nor,GrahJi00,fumbles_lost,0,,,,,
player,201211180rai,nor,CadeTr00,pass_cmp,0,,,,,
player,201211180rai,nor,CadeTr00,pass_att,0,,,,,
player,201211180rai,nor,CadeTr00,pass_yds,0,,,,,
player,201211180rai,nor,CadeTr00,pass_td,0,,,,,
player,201211180rai,nor,CadeTr00,pass_int,0,,,,,
player,201211180rai,nor,CadeTr00,pass_sacked,0,,,,,
player,201211180rai,nor,CadeTr00,pass_sacked_yds,0,,,,,
player,201211180rai,nor,CadeTr00,pass_long,0,,,,,
player,201211180rai,nor,CadeTr00,pass_rating,,,,,,
player,201211180rai,nor,CadeTr00,rush_att,0,,,,,
player,201211180rai,nor,CadeTr00,rush_yds,0,,,,,
player,201211180rai,nor,CadeTr00,rush_td,0,,,,,
player,201211180rai,nor,CadeTr00,rush_long,0,,,,,
player,201211180rai,nor,CadeTr00,targets,3,,,,,
player,201211180rai,nor,CadeTr00,rec,2,,,,,
player,201211180rai,nor,CadeTr00,rec_yds,25,,,,,
player,201211180rai,nor,CadeTr00,rec_td,0,,,,,
player,201211180rai,nor,CadeTr00,rec_long,17,,,,,
player,201211180rai,nor,CadeTr00,fumbles,0,,,,,
player,201211180rai,nor,CadeTr00,fumbles_lost,0,,,,,
player,201211180rai,nor,CollJe01,pass_cmp,0,,,,,
player,201211180rai,nor,CollJe01,pass_att,0,,,,,
player,201211180rai,nor,CollJe01,pass_yds,0,,,,,
