game,2012,4,20120930,201209300htx,oti,"Tennessee Titans",14,htx,"Houston Texans",38
player,201209300htx,oti,CookJa02,rec_td,0,,,,,
player,201209300htx,oti,CookJa02,rec_long,25,,,,,
player,201209300htx,oti,CookJa02,fumbles,0,,,,,
player,201209300htx,oti,CookJa02,fumbles_lost,0,,,,,
player,201209300htx,oti,StevCr00,pass_cmp,0,,,,,
player,201209300htx,oti,StevCr00,pass_att,0,,,,,
player,201209300htx,oti,StevCr00,pass_yds,0,,,,,
player,201209300htx,oti,StevCr00,pass_td,0,,,,,
player,201209300htx,oti,StevCr00,pass_int,0,,,,,
player,201209300htx,oti,StevCr00,pass_sacked,0,,,,,
player,201209300htx,oti,StevCr00,pass_sacked_yds,0,,,,,
player,201209300htx,oti,StevCr00,pass_long,0,,,,,
player,201209300htx,oti,StevCr00,pass_rating,,,,,,
player,201209300htx,oti,StevCr00,rush_att,0,,,,,
player,201209300htx,oti,StevCr00,rush_yds,0,,,,,
player,201209300htx,oti,StevCr00,rush_td,0,,,,,
player,201209300htx,oti,StevCr00,rush_long,0,,,,,
player,201209300htx,oti,StevCr00,targets,2,,,,,
player,201209300htx,oti,StevCr00,rec,2,,,,,
player,201209300htx,oti,StevCr00,rec_yds,24,,,,,
player,201209300htx,oti,StevCr00,rec_td,1,,,,,
player,201209300htx,oti,StevCr00,rec_long,19,,,,,
player,201209300htx,oti,StevCr00,fumbles,0,,,,,
player,201209300htx,oti,StevCr00,fumbles_lost,0,,,,,
player,201209300htx,oti,JohnQu00,pass_cmp,0,,,,,
player,201209300htx,oti,JohnQu00,pass_att,0,,,,,
player,201209300htx,oti,JohnQu00,pass_yds,0,,,,,
player,201209300htx,oti,JohnQu00,pass_td,0,,,,,
player,201209300htx,oti,JohnQu00,pass_int,0,,,,,
player,201209300htx,oti,JohnQu00,pass_sacked,0,,,,,
player,201209300htx,oti,JohnQu00,pass_sacked_yds,0,,,,,
player,201209300htx,oti,JohnQu00,pass_long,0,,,,,
player,201209300htx,oti,JohnQu00,pass_rating,,,,,,
player,201209300htx,oti,JohnQu00,rush_att,0,,,,,
player,201209300htx,oti,JohnQu00,rush_yds,0,,,,,
player,201209300htx,oti,JohnQu00,rush_td,0,,,,,
player,201209300htx,oti,JohnQu00,rush_long,0,,,,,
player,201209300htx,oti,JohnQu00,targets,1,,,,,
player,201209300htx,oti,JohnQu00,rec,1,,,,,
player,201209300htx,oti,JohnQu00,rec_yds,17,,,,,
player,201209300htx,oti,JohnQu00,rec_td,0,,,,,
player,201209300htx,oti,JohnQu00,rec_long,17,,,,,
player,201209300htx,oti,JohnQu00,fumbles,0,,,,,
player,201209300htx,oti,JohnQu00,fumbles_lost,0,,,,,
player,201209300htx,oti,WillDa04,pass_cmp,0,,,,,
player,201209300htx,oti,WillDa04,pass_att,0,,,,,
player,201209300htx,oti,WillDa04,pass_yds,0,,,,,
player,201209300htx,oti,WillDa04,pass_td,0,,,,,
player,201209300htx,oti,WillDa04,pass_int,0,,,,,
player,201209300htx,oti,WillDa04,pass_sacked,0,,,,,
player,201209300htx,oti,WillDa04,pass_sacked_yds,0,,,,,
player,201209300htx,oti,WillDa04,pass_long,0,,,,,
player,201209300htx,oti,WillDa04,pass_rating,,,,,,
player,201209300htx,oti,WillDa04,rush_att,0,,,,,
player,201209300htx,oti,WillDa04,rush_yds,0,,,,,
player,201209300htx,oti,WillDa04,rush_td,0,,,,,
player,201209300htx,oti,WillDa04,rush_long,0,,,,,
player,201209300htx,oti,WillDa04,targets,2,,,,,
player,201209300htx,oti,WillDa04,rec,1,,,,,
player,201209300htx,oti,WillDa04,rec_yds,6,,,,,
player,201209300htx,oti,WillDa04,rec_td,0,,,,,
player,201209300htx,oti,WillDa04,rec_long,6,,,,,
player,201209300htx,oti,WillDa04,fumbles,0,,,,,
player,201209300htx,oti,WillDa04,fumbles_lost,0,,,,,
player,201209300htx,oti,HawkLa00,pass_cmp,0,,,,,
player,201209300htx,oti,HawkLa00,pass_att,0,,,,,
player,201209300htx,oti,HawkLa00,pass_yds,0,,,,,
player,201209300htx,oti,HawkLa00,pass_td,0,,,,,
player,201209300htx,oti,HawkLa00,pass_int,0,,,,,
player,201209300htx,oti,HawkLa00,pass_sacked,0,,,,,
player,201209300htx,oti,HawkLa00,pass_sacked_yds,0,,,,,
player,201209300htx,oti,HawkLa00,pass_long,0,,,,,
player,201209300htx,oti,HawkLa00,pass_rating,,,,,,
player,201209300htx,oti,HawkLa00,rush_att,0,,,,,
player,201209300htx,oti,HawkLa00,rush_yds,0,,,,,
player,201209300htx,oti,HawkLa00,rush_td,0,,,,,
player,201209300htx,oti,HawkLa00,rush_long,0,,,,,
player,201209300htx,oti,HawkLa00,targets,1,,,,,
player,201209300htx,oti,HawkLa00,rec,1,,,,,
player,201209300htx,oti,HawkLa00,rec_yds,5,,,,,
player,201209300htx,oti,HawkLa00,rec_td,0,,,,,
player,201209300htx,oti,HawkLa00,rec_long,5,,,,,
player,201209300htx,oti,HawkLa00,fumbles,0,,,,,
player,201209300htx,oti,HawkLa00,fumbles_lost,0,,,,,
player,201209300htx,oti,ThomTa00,pass_cmp,0,,,,,
player,201209300htx,oti,ThomTa00,pass_att,0,,,,,
player,201209300htx,oti,ThomTa00,pass_yds,0,,,,,
player,201209300htx,oti,ThomTa00,pass_td,0,,,,,
player,201209300htx,oti,ThomTa00,pass_int,0,,,,,
player,201209300htx,oti,ThomTa00,pass_sacked,0,,,,,
player,201209300htx,oti,ThomTa00,pass_sacked_yds,0,,,,,
player,201209300htx,oti,ThomTa00,pass_long,0,,,,,
player,201209300htx,oti,ThomTa00,pass_rating,,,,,,
player,201209300htx,oti,ThomTa00,rush_att,0,,,,,
player,201209300htx,oti,ThomTa00,rush_yds,0,,,,,
player,201209300htx,oti,ThomTa00,rush_td,0,,,,,
player,201209300htx,oti,ThomTa00,rush_long,0,,,,,
player,201209300htx,oti,ThomTa00,targets,1,,,,,
player,201209300htx,oti,ThomTa00,rec,0,,,,,
player,201209300htx,oti,ThomTa00,rec_yds,0,,,,,
player,201209300htx,oti,ThomTa00,rec_td,0,,,,,
player,201209300htx,oti,ThomTa00,rec_long,0,,,,,
player,201209300htx,oti,ThomTa00,fumbles,0,,,,,
player,201209300htx,oti,ThomTa00,fumbles_lost,0,,,,,
player,201209300htx,htx,SchaMa00,pass_cmp,20,,,,,
player,201209300htx,htx,SchaMa00,pass_att,28,,,,,
player,201209300htx,htx,SchaMa00,pass_yds,202,,,,,
player,201209300htx,htx,SchaMa00,pass_td,2,,,,,
player,201209300htx,htx,SchaMa00,pass_int,0,,,,,
player,201209300htx,htx,SchaMa00,pass_sacked,0,,,,,
player,201209300htx,htx,SchaMa00,pass_sacked_yds,0,,,,,
player,201209300htx,htx,SchaMa00,pass_long,33,,,,,
player,201209300htx,htx,SchaMa00,pass_rating,115.5,,,,,
player,201209300htx,htx,SchaMa00,rush_att,2,,,,,
player,201209300htx,htx,SchaMa00,rush_yds,-2,,,,,
player,201209300htx,htx,SchaMa00,rush_td,0,,,,,
player,201209300htx,htx,SchaMa00,rush_long,-1,,,,,
player,201209300htx,htx,SchaMa00,targets,0,,,,,
player,201209300htx,htx,SchaMa00,rec,0,,,,,
player,201209300htx,htx,SchaMa00,rec_yds,0,,,,,
player,201209300htx,htx,SchaMa00,rec_td,0,,,,,
player,201209300htx,htx,SchaMa00,rec_long,0,,,,,
player,201209300htx,htx,SchaMa00,fumbles,0,,,,,
player,201209300htx,htx,SchaMa00,fumbles_lost,0,,,,,
player,201209300htx,htx,FostAr00,pass_cmp,0,,,,,
player,201209300htx,htx,FostAr00,pass_att,0,,,,,
player,201209300htx,htx,FostAr00,pass_yds,0,,,,,
player,201209300htx,htx,FostAr00,pass_td,0,,,,,
player,201209300htx,htx,FostAr00,pass_int,0,,,,,
player,201209300htx,htx,FostAr00,pass_sacked,0,,,,,
player,201209300htx,htx,FostAr00,pass_sacked_yds,0,,,,,
player,201209300htx,htx,FostAr00,pass_long,0,,,,,
player,201209300htx,htx,FostAr00,pass_rating,,,,,,
player,201209300htx,htx,FostAr00,rush_att,24,,,,,
player,201209300htx,htx,FostAr00,rush_yds,86,,,,,
player,201209300htx,htx,FostAr00,rush_td,1,,,,,
player,201209300htx,htx,FostAr00,rush_long,16,,,,,
player,201209300htx,htx,FostAr00,targets,2,,,,,
player,201209300htx,htx,FostAr00,rec,1,,,,,
player,201209300htx,htx,FostAr00,rec_yds,8,,,,,
player,201209300htx,htx,FostAr00,rec_td,0,,,,,
player,201209300htx,htx,FostAr00,rec_long,8,,,,,
player,201209300htx,htx,FostAr00,fumbles,0,,,,,
player,201209300htx,htx,FostAr00,fumbles_lost,0,,,,,
player,201209300htx,htx,TateBe00,pass_cmp,0,,,,,
player,201209300htx,htx,TateBe00,pass_att,0,,,,,
player,201209300htx,htx,TateBe00,pass_yds,0,,,,,
player,201209300htx,htx,TateBe00,pass_td,0,,,,,
player,201209300htx,htx,TateBe00,pass_int,0,,,,,
player,201209300htx,htx,TateBe00,pass_sacked,0,,,,,
player,201209300htx,htx,TateBe00,pass_sacked_yds,0,,,,,
player,201209300htx,htx,TateBe00,pass_long,0,,,,,
player,201209300htx,htx,TateBe00,pass_rating,,,,,,
player,201209300htx,htx,TateBe00,rush_att,5,,,,,
player,201209300htx,htx,TateBe00,rush_yds,11,,,,,
player,201209300htx,htx,TateBe00,rush_td,0,,,,,
player,201209300htx,htx,TateBe00,rush_long,7,,,,,
player,201209300htx,htx,TateBe00,targets,2,,,,,
player,201209300htx,htx,TateBe00,rec,2,,,,,
player,201209300htx,htx,TateBe00,rec_yds,3,,,,,
player,201209300htx,htx,TateBe00,rec_td,0,,,,,
player,201209300htx,htx,TateBe00,rec_long,9,,,,,
player,201209300htx,htx,TateBe00,fumbles,0,,,,,
player,201209300htx,htx,TateBe00,fumbles_lost,0,,,,,
player,201209300htx,htx,DaniOw00,pass_cmp,0,,,,,
player,201209300htx,htx,DaniOw00,pass_att,0,,,,,
player,201209300htx,htx,DaniOw00,pass_yds,0,,,,,
player,201209300htx,htx,DaniOw00,pass_td,0,,,,,
player,201209300htx,htx,DaniOw00,pass_int,0,,,,,
player,201209300htx,htx,DaniOw00,pass_sacked,0,,,,,
player,201209300htx,htx,DaniOw00,pass_sacked_yds,0,,,,,
player,201209300htx,htx,DaniOw00,pass_long,0,,,,,
player,201209300htx,htx,DaniOw00,pass_rating,,,,,,
player,201209300htx,htx,DaniOw00,rush_att,0,,,,,
player,201209300htx,htx,DaniOw00,rush_yds,0,,,,,
player,201209300htx,htx,DaniOw00,rush_td,0,,,,,
player,201209300htx,htx,DaniOw00,rush_long,0,,,,,
player,201209300htx,htx,DaniOw00,targets,6,,,,,
player,201209300htx,htx,DaniOw00,rec,6,,,,,
player,201209300htx,htx,DaniOw00,rec_yds,72,,,,,
player,201209300htx,htx,DaniOw00,rec_td,1,,,,,
player,201209300htx,htx,DaniOw00,rec_long,28,,,,,
player,201209300htx,htx,DaniOw00,fumbles,0,,,,,
player,201209300htx,htx,DaniOw00,fumbles_lost,0,,,,,
player,201209300htx,htx,JohnAn02,pass_cmp,0,,,,,
player,201209300htx,htx,JohnAn02,pass_att,0,,,,,
player,201209300htx,htx,JohnAn02,pass_yds,0,,,,,
player,201209300htx,htx,JohnAn02,pass_td,0,,,,,
player,201209300htx,htx,JohnAn02,pass_int,0,,,,,
player,201209300htx,htx,JohnAn02,pass_sacked,0,,,,,
player,201209300htx,htx,JohnAn02,pass_sacked_yds,0,,,,,
player,201209300htx,htx,JohnAn02,pass_long,0,,,,,
player,201209300htx,htx,JohnAn02,pass_rating,,,,,,
player,201209300htx,htx,JohnAn02,rush_att,0,,,,,
player,201209300htx,htx,JohnAn02,rush_yds,0,,,,,
player,201209300htx,htx,JohnAn02,rush_td,0,,,,,
player,201209300htx,htx,JohnAn02,rush_long,0,,,,,
player,201209300htx,htx,JohnAn02,targets,6,,,,,
player,201209300htx,htx,JohnAn02,rec,3,,,,,
player,201209300htx,htx,JohnAn02,rec_yds,56,,,,,
player,201209300htx,htx,JohnAn02,rec_td,0,,,,,
player,201209300htx,htx,JohnAn02,rec_long,33,,,,,
player,201209300htx,htx,JohnAn02,fumbles,0,,,,,
player,201209300htx,htx,JohnAn02,fumbles_lost,0,,,,,
player,201209300htx,htx,CaseJa00,pass_cmp,0,,,,,
player,201209300htx,htx,CaseJa00,pass_att,0,,,,,
player,201209300htx,htx,CaseJa00,pass_yds,0,,,,,
player,201209300htx,htx,CaseJa00,pass_td,0,,,,,
player,201209300htx,htx,CaseJa00,pass_int,0,,,,,
player,201209300htx,htx,CaseJa00,pass_sacked,0,,,,,
player,201209300htx,htx,CaseJa00,pass_sacked_yds,0,,,,,
player,201209300htx,htx,CaseJa00,pass_long,0,,,,,
player,201209300htx,htx,CaseJa00,pass_rating,,,,,,
player,201209300htx,htx,CaseJa00,rush_att,0,,,,,
player,201209300htx,htx,CaseJa00,rush_yds,0,,,,,
player,201209300htx,htx,CaseJa00,rush_td,0,,,,,
player,201209300htx,htx,CaseJa00,rush_long,0,,,,,
player,201209300htx,htx,CaseJa00,targets,5,,,,,
player,201209300htx,htx,CaseJa00,rec,5,,,,,
player,201209300htx,htx,CaseJa00,rec_yds,36,,,,,
player,201209300htx,htx,CaseJa00,rec_td,1,,,,,
player,201209300htx,htx,CaseJa00,rec_long,11,,,,,
player,201209300htx,htx,CaseJa00,fumbles,0,,,,,
player,201209300htx,htx,CaseJa00,fumbles_lost,0,,,,,
player,201209300htx,htx,MartKe01,pass_cmp,0,,,,,
player,201209300htx,htx,MartKe01,pass_att,0,,,,,
player,201209300htx,htx,MartKe01,pass_yds,0,,,,,
player,201209300htx,htx,MartKe01,pass_td,0,,,,,
player,201209300htx,htx,MartKe01,pass_int,0,,,,,
player,201209300htx,htx,MartKe01,pass_sacked,0,,,,,
player,201209300htx,htx,MartKe01,pass_sacked_yds,0,,,,,
player,201209300htx,htx,MartKe01,pass_long,0,,,,,
player,201209300htx,htx,MartKe01,pass_rating,,,,,,
player,201209300htx,htx,MartKe01,rush_att,0,,,,,
player,201209300htx,htx,MartKe01,rush_yds,0,,,,,
player,201209300htx,htx,MartKe01,rush_td,0,,,,,
player,201209300htx,htx,MartKe01,rush_long,0,,,,,
player,201209300htx,htx,MartKe01,targets,3,,,,,
player,201209300htx,htx,MartKe01,rec,2,,,,,
player,201209300htx,htx,MartKe01,rec_yds,19,,,,,
player,201209300htx,htx,MartKe01,rec_td,0,,,,,
player,201209300htx,htx,MartKe01,rec_long,17,,,,,
player,201209300htx,htx,MartKe01,fumbles,0,,,,,
player,201209300htx,htx,MartKe01,fumbles_lost,0,,,,,
player,201209300htx,htx,WaltKe00,pass_cmp,0,,,,,
player,201209300htx,htx,WaltKe00,pass_att,0,,,,,
player,201209300htx,htx,WaltKe00,pass_yds,0,,,,,
player,201209300htx,htx,WaltKe00,pass_td,0,,,,,
player,201209300htx,htx,WaltKe00,pass_int,0,,,,,
player,201209300htx,htx,WaltKe00,pass_sacked,0,,,,,
player,201209300htx,htx,WaltKe00,pass_sacked_yds,0,,,,,
player,201209300htx,htx,WaltKe00,pass_long,0,,,,,
player,201209300htx,htx,WaltKe00,pass_rating,,,,,,
player,201209300htx,htx,WaltKe00,rush_att,0,,,,,
player,201209300htx,htx,WaltKe00,rush_yds,0,,,,,
player,201209300htx,htx,WaltKe00,rush_td,0,,,,,
player,201209300htx,htx,WaltKe00,rush_long,0,,,,,
player,201209300htx,htx,WaltKe00,targets,3,,,,,
player,201209300htx,htx,WaltKe00,rec,1,,,,,
player,201209300htx,htx,WaltKe00,rec_yds,8,,,,,
player,201209300htx,htx,WaltKe00,rec_td,0,,,,,
player,201209300htx,htx,WaltKe00,rec_long,8,,,,,
player,201209300htx,htx,WaltKe00,fumbles,0,,,,,
player,201209300htx,htx,WaltKe00,fumbles_lost,0,,,,,
player,201209300htx,htx,GrahGa00,pass_cmp,0,,,,,
player,201209300htx,htx,GrahGa00,pass_att,0,,,,,
player,201209300htx,htx,GrahGa00,pass_yds,0,,,,,
player,201209300htx,htx,GrahGa00,pass_td,0,,,,,
player,201209300htx,htx,GrahGa00,pass_int,0,,,,,
player,201209300htx,htx,GrahGa00,pass_sacked,0,,,,,
player,201209300htx,htx,GrahGa00,pass_sacked_yds,0,,,,,
player,201209300htx,htx,GrahGa00,pass_long,0,,,,,
player,201209300htx,htx,GrahGa00,pass_rating,,,,,,
player,201209300htx,htx,GrahGa00,rush_att,0,,,,,
player,201209300htx,htx,GrahGa00,rush_yds,0,,,,,
player,201209300htx,htx,GrahGa00,rush_td,0,,,,,
player,201209300htx,htx,GrahGa00,rush_long,0,,,,,
player,201209300htx,htx,GrahGa00,targets,1,,,,,
player,201209300htx,htx,GrahGa00,rec,0,,,,,
player,201209300htx,htx,GrahGa00,rec_yds,0,,,,,
player,201209300htx,htx,GrahGa00,rec_td,0,,,,,
player,201209300htx,htx,GrahGa00,rec_long,0,,,,,
player,201209300htx,htx,GrahGa00,fumbles,0,,,,,
player,201209300htx,htx,GrahGa00,fumbles_lost,0,,,,,
player,201209300htx,oti,BabiJo21,def_int,0,,,,,
player,201209300htx,oti,BabiJo21,def_int_yds,0,,,,,
player,201209300htx,oti,BabiJo21,def_int_td,0,,,,,
player,201209300htx,oti,BabiJo21,def_int_long,0,,,,,
player,201209300htx,oti,BabiJo21,pass_defended,0,,,,,
player,201209300htx,oti,BabiJo21,sacks,0.0,,,,,
player,201209300htx,oti,BabiJo21,tackles_combined,12,,,,,
player,201209300htx,oti,BabiJo21,tackles_solo,8,,,,,
player,201209300htx,oti,BabiJo21,tackles_assists,4,,,,,
player,201209300htx,oti,BabiJo21,tackles_loss,0,,,,,
player,201209300htx,oti,BabiJo21,qb_hits,0,,,,,
player,201209300htx,oti,BabiJo21,fumbles_rec,0,,,,,
player,201209300htx,oti,BabiJo21,fumbles_rec_yds,0,,,,,
player,201209300htx,oti,BabiJo21,fumbles_rec_td,0,,,,,
player,201209300htx,oti,BabiJo21,fumbles_forced,0,,,,,
player,201209300htx,oti,AyerAk00,def_int,0,,,,,
player,201209300htx,oti,AyerAk00,def_int_yds,0,,,,,
