game,2012,16,20121223,201212230car,rai,"Oakland Raiders",6,car,"Carolina Panthers",17
player,201212230car,rai,KellTo21,fumbles_rec,0,,,,,
player,201212230car,rai,KellTo21,fumbles_rec_yds,0,,,,,
player,201212230car,rai,KellTo21,fumbles_rec_td,0,,,,,
player,201212230car,rai,KellTo21,fumbles_forced,0,,,,,
player,201212230car,rai,RossBr00,def_int,0,,,,,
player,201212230car,rai,RossBr00,def_int_yds,0,,,,,
player,201212230car,rai,RossBr00,def_int_td,0,,,,,
player,201212230car,rai,RossBr00,def_int_long,0,,,,,
player,201212230car,rai,RossBr00,pass_defended,0,,,,,
player,201212230car,rai,RossBr00,sacks,0.0,,,,,
player,201212230car,rai,RossBr00,tackles_combined,5,,,,,
player,201212230car,rai,RossBr00,tackles_solo,5,,,,,
player,201212230car,rai,RossBr00,tackles_assists,0,,,,,
player,201212230car,rai,RossBr00,tackles_loss,1,,,,,
player,201212230car,rai,RossBr00,qb_hits,0,,,,,
player,201212230car,rai,RossBr00,fumbles_rec,0,,,,,
player,201212230car,rai,RossBr00,fumbles_rec_yds,0,,,,,
player,201212230car,rai,RossBr00,fumbles_rec_td,0,,,,,
player,201212230car,rai,RossBr00,fumbles_forced,0,,,,,
player,201212230car,rai,GaitOm20,def_int,0,,,,,
player,201212230car,rai,GaitOm20,def_int_yds,0,,,,,
player,201212230car,rai,GaitOm20,def_int_td,0,,,,,
player,201212230car,rai,GaitOm20,def_int_long,0,,,,,
player,201212230car,rai,GaitOm20,pass_defended,0,,,,,
player,201212230car,rai,GaitOm20,sacks,0.0,,,,,
player,201212230car,rai,GaitOm20,tackles_combined,4,,,,,
player,201212230car,rai,GaitOm20,tackles_solo,2,,,,,
player,201212230car,rai,GaitOm20,tackles_assists,2,,,,,
player,201212230car,rai,GaitOm20,tackles_loss,1,,,,,
player,201212230car,rai,GaitOm20,qb_hits,0,,,,,
player,201212230car,rai,GaitOm20,fumbles_rec,0,,,,,
player,201212230car,rai,GaitOm20,fumbles_rec_yds,0,,,,,
player,201212230car,rai,GaitOm20,fumbles_rec_td,0,,,,,
player,201212230car,rai,GaitOm20,fumbles_forced,0,,,,,
player,201212230car,rai,HuffMi20,def_int,0,,,,,
player,201212230car,rai,HuffMi20,def_int_yds,0,,,,,
player,201212230car,rai,HuffMi20,def_int_td,0,,,,,
player,201212230car,rai,HuffMi20,def_int_long,0,,,,,
player,201212230car,rai,HuffMi20,pass_defended,1,,,,,
player,201212230car,rai,HuffMi20,sacks,0.0,,,,,
player,201212230car,rai,HuffMi20,tackles_combined,4,,,,,
player,201212230car,rai,HuffMi20,tackles_solo,3,,,,,
player,201212230car,rai,HuffMi20,tackles_assists,1,,,,,
player,201212230car,rai,HuffMi20,tackles_loss,0,,,,,
player,201212230car,rai,HuffMi20,qb_hits,0,,,,,
player,201212230car,rai,HuffMi20,fumbles_rec,0,,,,,
player,201212230car,rai,HuffMi20,fumbles_rec_yds,0,,,,,
player,201212230car,rai,HuffMi20,fumbles_rec_td,0,,,,,
player,201212230car,rai,HuffMi20,fumbles_forced,0,,,,,
player,201212230car,rai,MitcMi99,def_int,0,,,,,
player,201212230car,rai,MitcMi99,def_int_yds,0,,,,,
player,201212230car,rai,MitcMi99,def_int_td,0,,,,,
player,201212230car,rai,MitcMi99,def_int_long,0,,,,,
player,201212230car,rai,MitcMi99,pass_defended,0,,,,,
player,201212230car,rai,MitcMi99,sacks,0.0,,,,,
player,201212230car,rai,MitcMi99,tackles_combined,4,,,,,
player,201212230car,rai,MitcMi99,tackles_solo,3,,,,,
player,201212230car,rai,MitcMi99,tackles_assists,1,,,,,
player,201212230car,rai,MitcMi99,tackles_loss,0,,,,,
player,201212230car,rai,MitcMi99,qb_hits,2,,,,,
player,201212230car,rai,MitcMi99,fumbles_rec,0,,,,,
player,201212230car,rai,MitcMi99,fumbles_rec_yds,0,,,,,
player,201212230car,rai,MitcMi99,fumbles_rec_td,0,,,,,
player,201212230car,rai,MitcMi99,fumbles_forced,0,,,,,
player,201212230car,rai,HousLa99,def_int,0,,,,,
player,201212230car,rai,HousLa99,def_int_yds,0,,,,,
player,201212230car,rai,HousLa99,def_int_td,0,,,,,
player,201212230car,rai,HousLa99,def_int_long,0,,,,,
player,201212230car,rai,HousLa99,pass_defended,0,,,,,
player,201212230car,rai,HousLa99,sacks,0.0,,,,,
player,201212230car,rai,HousLa99,tackles_combined,3,,,,,
player,201212230car,rai,HousLa99,tackles_solo,3,,,,,
player,201212230car,rai,HousLa99,tackles_assists,0,,,,,
player,201212230car,rai,HousLa99,tackles_loss,2,,,,,
player,201212230car,rai,HousLa99,qb_hits,0,,,,,
player,201212230car,rai,HousLa99,fumbles_rec,0,,,,,
player,201212230car,rai,HousLa99,fumbles_rec_yds,0,,,,,
player,201212230car,rai,HousLa99,fumbles_rec_td,0,,,,,
player,201212230car,rai,HousLa99,fumbles_forced,0,,,,,
player,201212230car,rai,WheePh99,def_int,0,,,,,
player,201212230car,rai,WheePh99,def_int_yds,0,,,,,
player,201212230car,rai,WheePh99,def_int_td,0,,,,,
player,201212230car,rai,WheePh99,def_int_long,0,,,,,
player,201212230car,rai,WheePh99,pass_defended,1,,,,,
player,201212230car,rai,WheePh99,sacks,0.0,,,,,
player,201212230car,rai,WheePh99,tackles_combined,3,,,,,
player,201212230car,rai,WheePh99,tackles_solo,2,,,,,
player,201212230car,rai,WheePh99,tackles_assists,1,,,,,
player,201212230car,rai,WheePh99,tackles_loss,0,,,,,
player,201212230car,rai,WheePh99,qb_hits,0,,,,,
player,201212230car,rai,WheePh99,fumbles_rec,0,,,,,
player,201212230car,rai,WheePh99,fumbles_rec_yds,0,,,,,
player,201212230car,rai,WheePh99,fumbles_rec_td,0,,,,,
player,201212230car,rai,WheePh99,fumbles_forced,0,,,,,
player,201212230car,rai,BranTy99,def_int,0,,,,,
player,201212230car,rai,BranTy99,def_int_yds,0,,,,,
player,201212230car,rai,BranTy99,def_int_td,0,,,,,
player,201212230car,rai,BranTy99,def_int_long,0,,,,,
player,201212230car,rai,BranTy99,pass_defended,0,,,,,
player,201212230car,rai,BranTy99,sacks,0.0,,,,,
player,201212230car,rai,BranTy99,tackles_combined,2,,,,,
player,201212230car,rai,BranTy99,tackles_solo,2,,,,,
player,201212230car,rai,BranTy99,tackles_assists,0,,,,,
player,201212230car,rai,BranTy99,tackles_loss,0,,,,,
player,201212230car,rai,BranTy99,qb_hits,0,,,,,
player,201212230car,rai,BranTy99,fumbles_rec,0,,,,,
player,201212230car,rai,BranTy99,fumbles_rec_yds,0,,,,,
player,201212230car,rai,BranTy99,fumbles_rec_td,0,,,,,
player,201212230car,rai,BranTy99,fumbles_forced,0,,,,,
player,201212230car,rai,ChekCh00,def_int,0,,,,,
player,201212230car,rai,ChekCh00,def_int_yds,0,,,,,
player,201212230car,rai,ChekCh00,def_int_td,0,,,,,
player,201212230car,rai,ChekCh00,def_int_long,0,,,,,
player,201212230car,rai,ChekCh00,pass_defended,0,,,,,
player,201212230car,rai,ChekCh00,sacks,0.0,,,,,
player,201212230car,rai,ChekCh00,tackles_combined,2,,,,,
player,201212230car,rai,ChekCh00,tackles_solo,2,,,,,
player,201212230car,rai,ChekCh00,tackles_assists,0,,,,,
player,201212230car,rai,ChekCh00,tackles_loss,0,,,,,
player,201212230car,rai,ChekCh00,qb_hits,0,,,,,
player,201212230car,rai,ChekCh00,fumbles_rec,0,,,,,
player,201212230car,rai,ChekCh00,fumbles_rec_yds,0,,,,,
player,201212230car,rai,ChekCh00,fumbles_rec_td,0,,,,,
player,201212230car,rai,ChekCh00,fumbles_forced,1,,,,,
player,201212230car,rai,GiorMa20,def_int,0,,,,,
player,201212230car,rai,GiorMa20,def_int_yds,0,,,,,
player,201212230car,rai,GiorMa20,def_int_td,0,,,,,
player,201212230car,rai,GiorMa20,def_int_long,0,,,,,
player,201212230car,rai,GiorMa20,pass_defended,1,,,,,
player,201212230car,rai,GiorMa20,sacks,0.0,,,,,
player,201212230car,rai,GiorMa20,tackles_combined,2,,,,,
player,201212230car,rai,GiorMa20,tackles_solo,1,,,,,
player,201212230car,rai,GiorMa20,tackles_assists,1,,,,,
player,201212230car,rai,GiorMa20,tackles_loss,0,,,,,
player,201212230car,rai,GiorMa20,qb_hits,0,,,,,
player,201212230car,rai,GiorMa20,fumbles_rec,0,,,,,
player,201212230car,rai,GiorMa20,fumbles_rec_yds,0,,,,,
player,201212230car,rai,GiorMa20,fumbles_rec_td,0,,,,,
player,201212230car,rai,GiorMa20,fumbles_forced,0,,,,,
player,201212230car,rai,AdamPh00,def_int,0,,,,,
player,201212230car,rai,AdamPh00,def_int_yds,0,,,,,
player,201212230car,rai,AdamPh00,def_int_td,0,,,,,
player,201212230car,rai,AdamPh00,def_int_long,0,,,,,
player,201212230car,rai,AdamPh00,pass_defended,2,,,,,
player,201212230car,rai,AdamPh00,sacks,0.0,,,,,
player,201212230car,rai,AdamPh00,tackles_combined,1,,,,,
player,201212230car,rai,AdamPh00,tackles_solo,0,,,,,
player,201212230car,rai,AdamPh00,tackles_assists,1,,,,,
player,201212230car,rai,AdamPh00,tackles_loss,0,,,,,
player,201212230car,rai,AdamPh00,qb_hits,0,,,,,
player,201212230car,rai,AdamPh00,fumbles_rec,0,,,,,
player,201212230car,rai,AdamPh00,fumbles_rec_yds,0,,,,,
player,201212230car,rai,AdamPh00,fumbles_rec_td,0,,,,,
player,201212230car,rai,AdamPh00,fumbles_forced,0,,,,,
player,201212230car,rai,BiluCh00,def_int,0,,,,,
player,201212230car,rai,BiluCh00,def_int_yds,0,,,,,
player,201212230car,rai,BiluCh00,def_int_td,0,,,,,
player,201212230car,rai,BiluCh00,def_int_long,0,,,,,
player,201212230car,rai,BiluCh00,pass_defended,0,,,,,
player,201212230car,rai,BiluCh00,sacks,0.0,,,,,
player,201212230car,rai,BiluCh00,tackles_combined,1,,,,,
player,201212230car,rai,BiluCh00,tackles_solo,0,,,,,
player,201212230car,rai,BiluCh00,tackles_assists,1,,,,,
player,201212230car,rai,BiluCh00,tackles_loss,0,,,,,
player,201212230car,rai,BiluCh00,qb_hits,0,,,,,
player,201212230car,rai,BiluCh00,fumbles_rec,0,,,,,
player,201212230car,rai,BiluCh00,fumbles_rec_yds,0,,,,,
player,201212230car,rai,BiluCh00,fumbles_rec_td,0,,,,,
player,201212230car,rai,BiluCh00,fumbles_forced,0,,,,,
player,201212230car,rai,GordRi00,def_int,0,,,,,
player,201212230car,rai,GordRi00,def_int_yds,0,,,,,
player,201212230car,rai,GordRi00,def_int_td,0,,,,,
player,201212230car,rai,GordRi00,def_int_long,0,,,,,
player,201212230car,rai,GordRi00,pass_defended,0,,,,,
player,201212230car,rai,GordRi00,sacks,0.0,,,,,
player,201212230car,rai,GordRi00,tackles_combined,0,,,,,
player,201212230car,rai,GordRi00,tackles_solo,0,,,,,
player,201212230car,rai,GordRi00,tackles_assists,0,,,,,
player,201212230car,rai,GordRi00,tackles_loss,0,,,,,
player,201212230car,rai,GordRi00,qb_hits,0,,,,,
player,201212230car,rai,GordRi00,fumbles_rec,1,,,,,
player,201212230car,rai,GordRi00,fumbles_rec_yds,0,,,,,
player,201212230car,rai,GordRi00,fumbles_rec_td,0,,,,,
player,201212230car,rai,GordRi00,fumbles_forced,0,,,,,
player,201212230car,rai,ShauMa99,def_int,,,,,,
player,201212230car,rai,ShauMa99,def_int_yds,,,,,,
player,201212230car,rai,ShauMa99,def_int_td,,,,,,
player,201212230car,rai,ShauMa99,def_int_long,,,,,,
player,201212230car,rai,ShauMa99,pass_defended,,,,,,
player,201212230car,rai,ShauMa99,sacks,0.0,,,,,
player,201212230car,rai,ShauMa99,tackles_combined,,,,,,
player,201212230car,rai,ShauMa99,tackles_solo,,,,,,
player,201212230car,rai,ShauMa99,tackles_assists,,,,,,
player,201212230car,rai,ShauMa99,tackles_loss,0,,,,,
player,201212230car,rai,ShauMa99,qb_hits,2,,,,,
player,201212230car,rai,ShauMa99,fumbles_rec,,,,,,
player,201212230car,rai,ShauMa99,fumbles_rec_yds,,,,,,
player,201212230car,rai,ShauMa99,fumbles_rec_td,,,,,,
player,201212230car,rai,ShauMa99,fumbles_forced,,,,,,
player,201212230car,car,KuecLu00,def_int,1,,,,,
player,201212230car,car,KuecLu00,def_int_yds,25,,,,,
player,201212230car,car,KuecLu00,def_int_td,0,,,,,
player,201212230car,car,KuecLu00,def_int_long,25,,,,,
player,201212230car,car,KuecLu00,pass_defended,2,,,,,
player,201212230car,car,KuecLu00,sacks,0.0,,,,,
player,201212230car,car,KuecLu00,tackles_combined,13,,,,,
player,201212230car,car,KuecLu00,tackles_solo,9,,,,,
player,201212230car,car,KuecLu00,tackles_assists,4,,,,,
player,201212230car,car,KuecLu00,tackles_loss,1,,,,,
player,201212230car,car,KuecLu00,qb_hits,0,,,,,
player,201212230car,car,KuecLu00,fumbles_rec,0,,,,,
player,201212230car,car,KuecLu00,fumbles_rec_yds,0,,,,,
player,201212230car,car,KuecLu00,fumbles_rec_td,0,,,,,
player,201212230car,car,KuecLu00,fumbles_forced,0,,,,,
player,201212230car,car,EdwaDw20,def_int,0,,,,,
player,201212230car,car,EdwaDw20,def_int_yds,0,,,,,
player,201212230car,car,EdwaDw20,def_int_td,0,,,,,
player,201212230car,car,EdwaDw20,def_int_long,0,,,,,
player,201212230car,car,EdwaDw20,pass_defended,0,,,,,
player,201212230car,car,EdwaDw20,sacks,1.0,,,,,
player,201212230car,car,EdwaDw20,tackles_combined,4,,,,,
player,201212230car,car,EdwaDw20,tackles_solo,2,,,,,
player,201212230car,car,EdwaDw20,tackles_assists,2,,,,,
player,201212230car,car,EdwaDw20,tackles_loss,1,,,,,
player,201212230car,car,EdwaDw20,qb_hits,2,,,,,
player,201212230car,car,EdwaDw20,fumbles_rec,0,,,,,
player,201212230car,car,EdwaDw20,fumbles_rec_yds,0,,,,,
player,201212230car,car,EdwaDw20,fumbles_rec_td,0,,,,,
player,201212230car,car,EdwaDw20,fumbles_forced,0,,,,,
player,201212230car,car,DaviTh20,def_int,0,,,,,
player,201212230car,car,DaviTh20,def_int_yds,0,,,,,
player,201212230car,car,DaviTh20,def_int_td,0,,,,,
player,201212230car,car,DaviTh20,def_int_long,0,,,,,
player,201212230car,car,DaviTh20,pass_defended,0,,,,,
player,201212230car,car,DaviTh20,sacks,0.0,,,,,
player,201212230car,car,DaviTh20,tackles_combined,10,,,,,
player,201212230car,car,DaviTh20,tackles_solo,7,,,,,
player,201212230car,car,DaviTh20,tackles_assists,3,,,,,
player,201212230car,car,DaviTh20,tackles_loss,3,,,,,
player,201212230car,car,DaviTh20,qb_hits,0,,,,,
player,201212230car,car,DaviTh20,fumbles_rec,0,,,,,
player,201212230car,car,DaviTh20,fumbles_rec_yds,0,,,,,
player,201212230car,car,DaviTh20,fumbles_rec_td,0,,,,,
player,201212230car,car,DaviTh20,fumbles_forced,0,,,,,
player,201212230car,car,MunnCa99,def_int,0,,,,,
player,201212230car,car,MunnCa99,def_int_yds,0,,,,,
player,201212230car,car,MunnCa99,def_int_td,0,,,,,
player,201212230car,car,MunnCa99,def_int_long,0,,,,,
player,201212230car,car,MunnCa99,pass_defended,0,,,,,
player,201212230car,car,MunnCa99,sacks,0.0,,,,,
player,201212230car,car,MunnCa99,tackles_combined,5,,,,,
player,201212230car,car,MunnCa99,tackles_solo,4,,,,,
player,201212230car,car,MunnCa99,tackles_assists,1,,,,,
player,201212230car,car,MunnCa99,tackles_loss,0,,,,,
player,201212230car,car,MunnCa99,qb_hits,0,,,,,
player,201212230car,car,MunnCa99,fumbles_rec,0,,,,,
player,201212230car,car,MunnCa99,fumbles_rec_yds,0,,,,,
player,201212230car,car,MunnCa99,fumbles_rec_td,0,,,,,
player,201212230car,car,MunnCa99,fumbles_forced,0,,,,,
player,201212230car,car,AddiMa00,def_int,0,,,,,
player,201212230car,car,AddiMa00,def_int_yds,0,,,,,
player,201212230car,car,AddiMa00,def_int_td,0,,,,,
player,201212230car,car,AddiMa00,def_int_long,0,,,,,
player,201212230car,car,AddiMa00,pass_defended,0,,,,,
player,201212230car,car,AddiMa00,sacks,0.0,,,,,
player,201212230car,car,AddiMa00,tackles_combined,4,,,,,
player,201212230car,car,AddiMa00,tackles_solo,4,,,,,
player,201212230car,car,AddiMa00,tackles_assists,0,,,,,
player,201212230car,car,AddiMa00,tackles_loss,0,,,,,
player,201212230car,car,AddiMa00,qb_hits,0,,,,,
player,201212230car,car,AddiMa00,fumbles_rec,0,,,,,
player,201212230car,car,AddiMa00,fumbles_rec_yds,0,,,,,
player,201212230car,car,AddiMa00,fumbles_rec_td,0,,,,,
player,201212230car,car,AddiMa00,fumbles_forced,0,,,,,
player,201212230car,car,PhilJa99,def_int,0,,,,,
player,201212230car,car,PhilJa99,def_int_yds,0,,,,,
player,201212230car,car,PhilJa99,def_int_td,0,,,,,
player,201212230car,car,PhilJa99,def_int_long,0,,,,,
player,201212230car,car,PhilJa99,pass_defended,0,,,,,
player,201212230car,car,PhilJa99,sacks,0.0,,,,,
player,201212230car,car,PhilJa99,tackles_combined,3,,,,,
player,201212230car,car,PhilJa99,tackles_solo,3,,,,,
player,201212230car,car,PhilJa99,tackles_assists,0,,,,,
player,201212230car,car,PhilJa99,tackles_loss,0,,,,,
player,201212230car,car,PhilJa99,qb_hits,0,,,,,
player,201212230car,car,PhilJa99,fumbles_rec,0,,,,,
player,201212230car,car,PhilJa99,fumbles_rec_yds,0,,,,,
player,201212230car,car,PhilJa99,fumbles_rec_td,0,,,,,
player,201212230car,car,PhilJa99,fumbles_forced,0,,,,,
player,201212230car,car,ThomJo01,def_int,0,,,,,
player,201212230car,car,ThomJo01,def_int_yds,0,,,,,
player,201212230car,car,ThomJo01,def_int_td,0,,,,,
player,201212230car,car,ThomJo01,def_int_long,0,,,,,
player,201212230car,car,ThomJo01,pass_defended,1,,,,,
player,201212230car,car,ThomJo01,sacks,0.0,,,,,
player,201212230car,car,ThomJo01,tackles_combined,3,,,,,
player,201212230car,car,ThomJo01,tackles_solo,1,,,,,
player,201212230car,car,ThomJo01,tackles_assists,2,,,,,
player,201212230car,car,ThomJo01,tackles_loss,0,,,,,
player,201212230car,car,ThomJo01,qb_hits,0,,,,,
player,201212230car,car,ThomJo01,fumbles_rec,0,,,,,
player,201212230car,car,ThomJo01,fumbles_rec_yds,0,,,,,
player,201212230car,car,ThomJo01,fumbles_rec_td,0,,,,,
player,201212230car,car,ThomJo01,fumbles_forced,0,,,,,
player,201212230car,car,AlexFr00,def_int,0,,,,,
player,201212230car,car,AlexFr00,def_int_yds,0,,,,,
player,201212230car,car,AlexFr00,def_int_td,0,,,,,
player,201212230car,car,AlexFr00,def_int_long,0,,,,,
player,201212230car,car,AlexFr00,pass_defended,0,,,,,
player,201212230car,car,AlexFr00,sacks,0.0,,,,,
player,201212230car,car,AlexFr00,tackles_combined,2,,,,,
player,201212230car,car,AlexFr00,tackles_solo,1,,,,,
player,201212230car,car,AlexFr00,tackles_assists,1,,,,,
player,201212230car,car,AlexFr00,tackles_loss,0,,,,,
player,201212230car,car,AlexFr00,qb_hits,1,,,,,
player,201212230car,car,AlexFr00,fumbles_rec,0,,,,,
player,201212230car,car,AlexFr00,fumbles_rec_yds,0,,,,,
player,201212230car,car,AlexFr00,fumbles_rec_td,0,,,,,
player,201212230car,car,AlexFr00,fumbles_forced,0,,,,,
player,201212230car,car,CampD.00,def_int,0,,,,,
player,201212230car,car,CampD.00,def_int_yds,0,,,,,
player,201212230car,car,CampD.00,def_int_td,0,,,,,
player,201212230car,car,CampD.00,def_int_long,0,,,,,
player,201212230car,car,CampD.00,pass_defended,0,,,,,
player,201212230car,car,CampD.00,sacks,0.0,,,,,
player,201212230car,car,CampD.00,tackles_combined,2,,,,,
player,201212230car,car,CampD.00,tackles_solo,2,,,,,
player,201212230car,car,CampD.00,tackles_assists,0,,,,,
player,201212230car,car,CampD.00,tackles_loss,1,,,,,
player,201212230car,car,CampD.00,qb_hits,0,,,,,
player,201212230car,car,CampD.00,fumbles_rec,0,,,,,
player,201212230car,car,CampD.00,fumbles_rec_yds,0,,,,,
player,201212230car,car,CampD.00,fumbles_rec_td,0,,,,,
player,201212230car,car,CampD.00,fumbles_forced,0,,,,,
player,201212230car,car,DockJa00,def_int,0,,,,,
player,201212230car,car,DockJa00,def_int_yds,0,,,,,
player,201212230car,car,DockJa00,def_int_td,0,,,,,
player,201212230car,car,DockJa00,def_int_long,0,,,,,
player,201212230car,car,DockJa00,pass_defended,1,,,,,
player,201212230car,car,DockJa00,sacks,0.0,,,,,
player,201212230car,car,DockJa00,tackles_combined,2,,,,,
player,201212230car,car,DockJa00,tackles_solo,2,,,,,
player,201212230car,car,DockJa00,tackles_assists,0,,,,,
player,201212230car,car,DockJa00,tackles_loss,0,,,,,
player,201212230car,car,DockJa00,qb_hits,0,,,,,
player,201212230car,car,DockJa00,fumbles_rec,0,,,,,
player,201212230car,car,DockJa00,fumbles_rec_yds,0,,,,,
player,201212230car,car,DockJa00,fumbles_rec_td,0,,,,,
player,201212230car,car,DockJa00,fumbles_forced,0,,,,,
player,201212230car,car,GodfCh99,def_int,0,,,,,
player,201212230car,car,GodfCh99,def_int_yds,0,,,,,
player,201212230car,car,GodfCh99,def_int_td,0,,,,,
player,201212230car,car,GodfCh99,def_int_long,0,,,,,
player,201212230car,car,GodfCh99,pass_defended,1,,,,,
player,201212230car,car,GodfCh99,sacks,0.0,,,,,
player,201212230car,car,GodfCh99,tackles_combined,2,,,,,
player,201212230car,car,GodfCh99,tackles_solo,1,,,,,
player,201212230car,car,GodfCh99,tackles_assists,1,,,,,
player,201212230car,car,GodfCh99,tackles_loss,0,,,,,
player,201212230car,car,GodfCh99,qb_hits,0,,,,,
player,201212230car,car,GodfCh99,fumbles_rec,0,,,,,
player,201212230car,car,GodfCh99,fumbles_rec_yds,0,,,,,
player,201212230car,car,GodfCh99,fumbles_rec_td,0,,,,,
player,201212230car,car,GodfCh99,fumbles_forced,0,,,,,
player,201212230car,car,HardGr99,def_int,0,,,,,
player,201212230car,car,HardGr99,def_int_yds,0,,,,,
player,201212230car,car,HardGr99,def_int_td,0,,,,,
player,201212230car,car,HardGr99,def_int_long,0,,,,,
player,201212230car,car,HardGr99,pass_defended,1,,,,,
player,201212230car,car,HardGr99,sacks,0.0,,,,,
player,201212230car,car,HardGr99,tackles_combined,2,,,,,
player,201212230car,car,HardGr99,tackles_solo,0,,,,,
player,201212230car,car,HardGr99,tackles_assists,2,,,,,
player,201212230car,car,HardGr99,tackles_loss,0,,,,,
player,201212230car,car,HardGr99,qb_hits,0,,,,,
player,201212230car,car,HardGr99,fumbles_rec,0,,,,,
player,201212230car,car,HardGr99,fumbles_rec_yds,0,,,,,
player,201212230car,car,HardGr99,fumbles_rec_td,0,,,,,
player,201212230car,car,HardGr99,fumbles_forced,0,,,,,
player,201212230car,car,HoguDo01,def_int,0,,,,,
player,201212230car,car,HoguDo01,def_int_yds,0,,,,,
player,201212230car,car,HoguDo01,def_int_td,0,,,,,
player,201212230car,car,HoguDo01,def_int_long,0,,,,,
player,201212230car,car,HoguDo01,pass_defended,0,,,,,
player,201212230car,car,HoguDo01,sacks,0.0,,,,,
player,201212230car,car,HoguDo01,tackles_combined,1,,,,,
player,201212230car,car,HoguDo01,tackles_solo,1,,,,,
player,201212230car,car,HoguDo01,tackles_assists,0,,,,,
player,201212230car,car,HoguDo01,tackles_loss,0,,,,,
player,201212230car,car,HoguDo01,qb_hits,0,,,,,
player,201212230car,car,HoguDo01,fumbles_rec,0,,,,,
player,201212230car,car,HoguDo01,fumbles_rec_yds,0,,,,,
player,201212230car,car,HoguDo01,fumbles_rec_td,0,,,,,
player,201212230car,car,HoguDo01,fumbles_forced,0,,,,,
player,201212230car,car,JohnCh98,def_int,0,,,,,
player,201212230car,car,JohnCh98,def_int_yds,0,,,,,
player,201212230car,car,JohnCh98,def_int_td,0,,,,,
player,201212230car,car,JohnCh98,def_int_long,0,,,,,
player,201212230car,car,JohnCh98,pass_defended,0,,,,,
player,201212230car,car,JohnCh98,sacks,0.0,,,,,
player,201212230car,car,JohnCh98,tackles_combined,1,,,,,
player,201212230car,car,JohnCh98,tackles_solo,1,,,,,
player,201212230car,car,JohnCh98,tackles_assists,0,,,,,
player,201212230car,car,JohnCh98,tackles_loss,0,,,,,
player,201212230car,car,JohnCh98,qb_hits,0,,,,,
player,201212230car,car,JohnCh98,fumbles_rec,0,,,,,
player,201212230car,car,JohnCh98,fumbles_rec_yds,0,,,,,
player,201212230car,car,JohnCh98,fumbles_rec_td,0,,,,,
player,201212230car,car,JohnCh98,fumbles_forced,0,,,,,
player,201212230car,car,JoneCo01,def_int,0,,,,,
player,201212230car,car,JoneCo01,def_int_yds,0,,,,,
player,201212230car,car,JoneCo01,def_int_td,0,,,,,
player,201212230car,car,JoneCo01,def_int_long,0,,,,,
player,201212230car,car,JoneCo01,pass_defended,0,,,,,
player,201212230car,car,JoneCo01,sacks,0.0,,,,,
player,201212230car,car,JoneCo01,tackles_combined,1,,,,,
player,201212230car,car,JoneCo01,tackles_solo,1,,,,,
player,201212230car,car,JoneCo01,tackles_assists,0,,,,,
player,201212230car,car,JoneCo01,tackles_loss,0,,,,,
player,201212230car,car,JoneCo01,qb_hits,0,,,,,
player,201212230car,car,JoneCo01,fumbles_rec,0,,,,,
player,201212230car,car,JoneCo01,fumbles_rec_yds,0,,,,,
player,201212230car,car,JoneCo01,fumbles_rec_td,0,,,,,
player,201212230car,car,JoneCo01,fumbles_forced,0,,,,,
player,201212230car,car,SennJo00,def_int,0,,,,,
player,201212230car,car,SennJo00,def_int_yds,0,,,,,
player,201212230car,car,SennJo00,def_int_td,0,,,,,
player,201212230car,car,SennJo00,def_int_long,0,,,,,
player,201212230car,car,SennJo00,pass_defended,0,,,,,
player,201212230car,car,SennJo00,sacks,0.0,,,,,
player,201212230car,car,SennJo00,tackles_combined,1,,,,,
player,201212230car,car,SennJo00,tackles_solo,1,,,,,
player,201212230car,car,SennJo00,tackles_assists,0,,,,,
player,201212230car,car,SennJo00,tackles_loss,0,,,,,
player,201212230car,car,SennJo00,qb_hits,0,,,,,
player,201212230car,car,SennJo00,fumbles_rec,0,,,,,
player,201212230car,car,SennJo00,fumbles_rec_yds,0,,,,,
player,201212230car,car,SennJo00,fumbles_rec_td,0,,,,,
player,201212230car,car,SennJo00,fumbles_forced,0,,,,,
player,201212230car,car,WillJa95,def_int,0,,,,,
player,201212230car,car,WillJa95,def_int_yds,0,,,,,
player,201212230car,car,WillJa95,def_int_td,0,,,,,
player,201212230car,car,WillJa95,def_int_long,0,,,,,
player,201212230car,car,WillJa95,pass_defended,0,,,,,
player,201212230car,car,WillJa95,sacks,0.0,,,,,
player,201212230car,car,WillJa95,tackles_combined,1,,,,,
player,201212230car,car,WillJa95,tackles_solo,1,,,,,
player,201212230car,car,WillJa95,tackles_assists,0,,,,,
player,201212230car,car,WillJa95,tackles_loss,,,,,,
player,201212230car,car,WillJa95,qb_hits,,,,,,
player,201212230car,car,WillJa95,fumbles_rec,0,,,,,
player,201212230car,car,WillJa95,fumbles_rec_yds,0,,,,,
player,201212230car,car,WillJa95,fumbles_rec_td,0,,,,,
player,201212230car,car,WillJa95,fumbles_forced,0,,,,,
player,201212230car,rai,AdamPh00,kick_ret,0,,,,,
player,201212230car,rai,AdamPh00,kick_ret_yds,0,,,,,
player,201212230car,rai,AdamPh00,kick_ret_yds_per_ret,,,,,,
player,201212230car,rai,AdamPh00,kick_ret_td,0,,,,,
player,201212230car,rai,AdamPh00,kick_ret_long,0,,,,,
player,201212230car,rai,AdamPh00,punt_ret,2,,,,,
player,201212230car,rai,AdamPh00,punt_ret_yds,0,,,,,
