game,2012,10,20121111,201211110phi,dal,"Dallas Cowboys",38,phi,"Philadelphia Eagles",23
team,201211110phi,dal,First Downs,14,,,,,,
team,201211110phi,phi,First Downs,23,,,,,,
team,201211110phi,dal,Rush-Yds-TDs,25-101-0,,,,,,
team,201211110phi,phi,Rush-Yds-TDs,23-91-1,,,,,,
team,201211110phi,dal,Cmp-Att-Yd-TD-INT,19-26-209-2-0,,,,,,
team,201211110phi,phi,Cmp-Att-Yd-TD-INT,28-41-289-2-1,,,,,,
team,201211110phi,dal,Sacked-Yards,3-16,,,,,,
team,201211110phi,phi,Sacked-Yards,2-11,,,,,,
team,201211110phi,dal,Net Pass Yards,193,,,,,,
team,201211110phi,phi,Net Pass Yards,278,,,,,,
team,201211110phi,dal,Total Yards,294,,,,,,
team,201211110phi,phi,Total Yards,369,,,,,,
team,201211110phi,dal,Fumbles-Lost,1-0,,,,,,
team,201211110phi,phi,Fumbles-Lost,1-1,,,,,,
team,201211110phi,dal,Turnovers,0,,,,,,
team,201211110phi,phi,Turnovers,2,,,,,,
team,201211110phi,dal,Penalties-Yards,13-75,,,,,,
team,201211110phi,phi,Penalties-Yards,6-50,,,,,,
team,201211110phi,dal,Third Down Conv.,5-13,,,,,,
team,201211110phi,phi,Third Down Conv.,1-10,,,,,,
team,201211110phi,dal,Fourth Down Conv.,0-0,,,,,,
team,201211110phi,phi,Fourth Down Conv.,1-1,,,,,,
team,201211110phi,dal,Time of Possession,27:58,,,,,,
team,201211110phi,phi,Time of Possession,32:02,,,,,,
player,201211110phi,dal,RomoTo00,pass_cmp,19,,,,,
player,201211110phi,dal,RomoTo00,pass_att,26,,,,,
player,201211110phi,dal,RomoTo00,pass_yds,209,,,,,
player,201211110phi,dal,RomoTo00,pass_td,2,,,,,
player,201211110phi,dal,RomoTo00,pass_int,0,,,,,
player,201211110phi,dal,RomoTo00,pass_sacked,3,,,,,
player,201211110phi,dal,RomoTo00,pass_sacked_yds,16,,,,,
player,201211110phi,dal,RomoTo00,pass_long,49,,,,,
player,201211110phi,dal,RomoTo00,pass_rating,122.1,,,,,
player,201211110phi,dal,RomoTo00,rush_att,1,,,,,
player,201211110phi,dal,RomoTo00,rush_yds,-1,,,,,
player,201211110phi,dal,RomoTo00,rush_td,0,,,,,
player,201211110phi,dal,RomoTo00,rush_long,-1,,,,,
player,201211110phi,dal,RomoTo00,targets,0,,,,,
player,201211110phi,dal,RomoTo00,rec,0,,,,,
player,201211110phi,dal,RomoTo00,rec_yds,0,,,,,
player,201211110phi,dal,RomoTo00,rec_td,0,,,,,
player,201211110phi,dal,RomoTo00,rec_long,0,,,,,
player,201211110phi,dal,RomoTo00,fumbles,0,,,,,
player,201211110phi,dal,RomoTo00,fumbles_lost,0,,,,,
player,201211110phi,dal,JoneFe00,pass_cmp,0,,,,,
player,201211110phi,dal,JoneFe00,pass_att,0,,,,,
player,201211110phi,dal,JoneFe00,pass_yds,0,,,,,
player,201211110phi,dal,JoneFe00,pass_td,0,,,,,
player,201211110phi,dal,JoneFe00,pass_int,0,,,,,
player,201211110phi,dal,JoneFe00,pass_sacked,0,,,,,
player,201211110phi,dal,JoneFe00,pass_sacked_yds,0,,,,,
player,201211110phi,dal,JoneFe00,pass_long,0,,,,,
player,201211110phi,dal,JoneFe00,pass_rating,,,,,,
player,201211110phi,dal,JoneFe00,rush_att,16,,,,,
player,201211110phi,dal,JoneFe00,rush_yds,71,,,,,
player,201211110phi,dal,JoneFe00,rush_td,0,,,,,
player,201211110phi,dal,JoneFe00,rush_long,15,,,,,
player,201211110phi,dal,JoneFe00,targets,3,,,,,
player,201211110phi,dal,JoneFe00,rec,3,,,,,
player,201211110phi,dal,JoneFe00,rec_yds,22,,,,,
player,201211110phi,dal,JoneFe00,rec_td,1,,,,,
player,201211110phi,dal,JoneFe00,rec_long,11,,,,,
player,201211110phi,dal,JoneFe00,fumbles,0,,,,,
player,201211110phi,dal,JoneFe00,fumbles_lost,0,,,,,
player,201211110phi,dal,DunbLa00,pass_cmp,0,,,,,
player,201211110phi,dal,DunbLa00,pass_att,0,,,,,
player,201211110phi,dal,DunbLa00,pass_yds,0,,,,,
player,201211110phi,dal,DunbLa00,pass_td,0,,,,,
