game,2012,2,20120917,201209170atl,den,"Denver Broncos",21,atl,"Atlanta Falcons",27
player,201209170atl,den,BrooKe00,def_int_yds,0,,,,,
player,201209170atl,den,BrooKe00,def_int_td,0,,,,,
player,201209170atl,den,BrooKe00,def_int_long,0,,,,,
player,201209170atl,den,BrooKe00,pass_defended,0,,,,,
player,201209170atl,den,BrooKe00,sacks,0.0,,,,,
player,201209170atl,den,BrooKe00,tackles_combined,5,,,,,
player,201209170atl,den,BrooKe00,tackles_solo,1,,,,,
player,201209170atl,den,BrooKe00,tackles_assists,4,,,,,
player,201209170atl,den,BrooKe00,tackles_loss,0,,,,,
player,201209170atl,den,BrooKe00,qb_hits,0,,,,,
player,201209170atl,den,BrooKe00,fumbles_rec,0,,,,,
player,201209170atl,den,BrooKe00,fumbles_rec_yds,0,,,,,
player,201209170atl,den,BrooKe00,fumbles_rec_td,0,,,,,
player,201209170atl,den,BrooKe00,fumbles_forced,1,,,,,
player,201209170atl,den,MaysJo99,def_int,0,,,,,
player,201209170atl,den,MaysJo99,def_int_yds,0,,,,,
player,201209170atl,den,MaysJo99,def_int_td,0,,,,,
player,201209170atl,den,MaysJo99,def_int_long,0,,,,,
player,201209170atl,den,MaysJo99,pass_defended,0,,,,,
player,201209170atl,den,MaysJo99,sacks,0.0,,,,,
player,201209170atl,den,MaysJo99,tackles_combined,5,,,,,
player,201209170atl,den,MaysJo99,tackles_solo,3,,,,,
player,201209170atl,den,MaysJo99,tackles_assists,2,,,,,
player,201209170atl,den,MaysJo99,tackles_loss,0,,,,,
player,201209170atl,den,MaysJo99,qb_hits,0,,,,,
player,201209170atl,den,MaysJo99,fumbles_rec,0,,,,,
player,201209170atl,den,MaysJo99,fumbles_rec_yds,0,,,,,
player,201209170atl,den,MaysJo99,fumbles_rec_td,0,,,,,
player,201209170atl,den,MaysJo99,fumbles_forced,0,,,,,
player,201209170atl,den,BailCh00,def_int,0,,,,,
player,201209170atl,den,BailCh00,def_int_yds,0,,,,,
player,201209170atl,den,BailCh00,def_int_td,0,,,,,
player,201209170atl,den,BailCh00,def_int_long,0,,,,,
player,201209170atl,den,BailCh00,pass_defended,0,,,,,
player,201209170atl,den,BailCh00,sacks,0.0,,,,,
player,201209170atl,den,BailCh00,tackles_combined,4,,,,,
player,201209170atl,den,BailCh00,tackles_solo,3,,,,,
player,201209170atl,den,BailCh00,tackles_assists,1,,,,,
player,201209170atl,den,BailCh00,tackles_loss,0,,,,,
player,201209170atl,den,BailCh00,qb_hits,0,,,,,
player,201209170atl,den,BailCh00,fumbles_rec,0,,,,,
player,201209170atl,den,BailCh00,fumbles_rec_yds,0,,,,,
player,201209170atl,den,BailCh00,fumbles_rec_td,0,,,,,
player,201209170atl,den,BailCh00,fumbles_forced,0,,,,,
player,201209170atl,den,VickKe99,def_int,0,,,,,
player,201209170atl,den,VickKe99,def_int_yds,0,,,,,
player,201209170atl,den,VickKe99,def_int_td,0,,,,,
player,201209170atl,den,VickKe99,def_int_long,0,,,,,
player,201209170atl,den,VickKe99,pass_defended,0,,,,,
player,201209170atl,den,VickKe99,sacks,0.0,,,,,
player,201209170atl,den,VickKe99,tackles_combined,4,,,,,
player,201209170atl,den,VickKe99,tackles_solo,3,,,,,
player,201209170atl,den,VickKe99,tackles_assists,1,,,,,
player,201209170atl,den,VickKe99,tackles_loss,0,,,,,
player,201209170atl,den,VickKe99,qb_hits,1,,,,,
player,201209170atl,den,VickKe99,fumbles_rec,0,,,,,
player,201209170atl,den,VickKe99,fumbles_rec_yds,0,,,,,
player,201209170atl,den,VickKe99,fumbles_rec_td,0,,,,,
player,201209170atl,den,VickKe99,fumbles_forced,0,,,,,
player,201209170atl,den,DumeEl20,def_int,0,,,,,
player,201209170atl,den,DumeEl20,def_int_yds,0,,,,,
player,201209170atl,den,DumeEl20,def_int_td,0,,,,,
player,201209170atl,den,DumeEl20,def_int_long,0,,,,,
player,201209170atl,den,DumeEl20,pass_defended,0,,,,,
player,201209170atl,den,DumeEl20,sacks,0.0,,,,,
player,201209170atl,den,DumeEl20,tackles_combined,3,,,,,
player,201209170atl,den,DumeEl20,tackles_solo,2,,,,,
player,201209170atl,den,DumeEl20,tackles_assists,1,,,,,
player,201209170atl,den,DumeEl20,tackles_loss,0,,,,,
player,201209170atl,den,DumeEl20,qb_hits,1,,,,,
player,201209170atl,den,DumeEl20,fumbles_rec,0,,,,,
player,201209170atl,den,DumeEl20,fumbles_rec_yds,0,,,,,
player,201209170atl,den,DumeEl20,fumbles_rec_td,0,,,,,
player,201209170atl,den,DumeEl20,fumbles_forced,0,,,,,
player,201209170atl,den,PortTr99,def_int,0,,,,,
player,201209170atl,den,PortTr99,def_int_yds,0,,,,,
player,201209170atl,den,PortTr99,def_int_td,0,,,,,
player,201209170atl,den,PortTr99,def_int_long,0,,,,,
player,201209170atl,den,PortTr99,pass_defended,1,,,,,
player,201209170atl,den,PortTr99,sacks,0.0,,,,,
player,201209170atl,den,PortTr99,tackles_combined,3,,,,,
player,201209170atl,den,PortTr99,tackles_solo,2,,,,,
player,201209170atl,den,PortTr99,tackles_assists,1,,,,,
player,201209170atl,den,PortTr99,tackles_loss,0,,,,,
player,201209170atl,den,PortTr99,qb_hits,0,,,,,
player,201209170atl,den,PortTr99,fumbles_rec,0,,,,,
player,201209170atl,den,PortTr99,fumbles_rec_yds,0,,,,,
player,201209170atl,den,PortTr99,fumbles_rec_td,0,,,,,
player,201209170atl,den,PortTr99,fumbles_forced,0,,,,,
player,201209170atl,den,BannJu20,def_int,0,,,,,
player,201209170atl,den,BannJu20,def_int_yds,0,,,,,
player,201209170atl,den,BannJu20,def_int_td,0,,,,,
player,201209170atl,den,BannJu20,def_int_long,0,,,,,
player,201209170atl,den,BannJu20,pass_defended,0,,,,,
player,201209170atl,den,BannJu20,sacks,0.0,,,,,
player,201209170atl,den,BannJu20,tackles_combined,2,,,,,
player,201209170atl,den,BannJu20,tackles_solo,2,,,,,
player,201209170atl,den,BannJu20,tackles_assists,0,,,,,
player,201209170atl,den,BannJu20,tackles_loss,0,,,,,
player,201209170atl,den,BannJu20,qb_hits,0,,,,,
player,201209170atl,den,BannJu20,fumbles_rec,0,,,,,
player,201209170atl,den,BannJu20,fumbles_rec_yds,0,,,,,
player,201209170atl,den,BannJu20,fumbles_rec_td,0,,,,,
player,201209170atl,den,BannJu20,fumbles_forced,0,,,,,
player,201209170atl,den,CartTo99,def_int,0,,,,,
player,201209170atl,den,CartTo99,def_int_yds,0,,,,,
player,201209170atl,den,CartTo99,def_int_td,0,,,,,
player,201209170atl,den,CartTo99,def_int_long,0,,,,,
player,201209170atl,den,CartTo99,pass_defended,1,,,,,
player,201209170atl,den,CartTo99,sacks,0.0,,,,,
player,201209170atl,den,CartTo99,tackles_combined,2,,,,,
player,201209170atl,den,CartTo99,tackles_solo,2,,,,,
player,201209170atl,den,CartTo99,tackles_assists,0,,,,,
player,201209170atl,den,CartTo99,tackles_loss,0,,,,,
player,201209170atl,den,CartTo99,qb_hits,0,,,,,
player,201209170atl,den,CartTo99,fumbles_rec,0,,,,,
player,201209170atl,den,CartTo99,fumbles_rec_yds,0,,,,,
player,201209170atl,den,CartTo99,fumbles_rec_td,0,,,,,
player,201209170atl,den,CartTo99,fumbles_forced,0,,,,,
player,201209170atl,den,IrviNa00,def_int,0,,,,,
player,201209170atl,den,IrviNa00,def_int_yds,0,,,,,
player,201209170atl,den,IrviNa00,def_int_td,0,,,,,
player,201209170atl,den,IrviNa00,def_int_long,0,,,,,
player,201209170atl,den,IrviNa00,pass_defended,0,,,,,
player,201209170atl,den,IrviNa00,sacks,0.0,,,,,
player,201209170atl,den,IrviNa00,tackles_combined,2,,,,,
player,201209170atl,den,IrviNa00,tackles_solo,2,,,,,
player,201209170atl,den,IrviNa00,tackles_assists,0,,,,,
player,201209170atl,den,IrviNa00,tackles_loss,0,,,,,
player,201209170atl,den,IrviNa00,qb_hits,0,,,,,
player,201209170atl,den,IrviNa00,fumbles_rec,0,,,,,
player,201209170atl,den,IrviNa00,fumbles_rec_yds,0,,,,,
player,201209170atl,den,IrviNa00,fumbles_rec_td,0,,,,,
player,201209170atl,den,IrviNa00,fumbles_forced,0,,,,,
player,201209170atl,den,GronCh00,def_int,0,,,,,
player,201209170atl,den,GronCh00,def_int_yds,0,,,,,
player,201209170atl,den,GronCh00,def_int_td,0,,,,,
player,201209170atl,den,GronCh00,def_int_long,0,,,,,
player,201209170atl,den,GronCh00,pass_defended,0,,,,,
player,201209170atl,den,GronCh00,sacks,0.0,,,,,
player,201209170atl,den,GronCh00,tackles_combined,1,,,,,
player,201209170atl,den,GronCh00,tackles_solo,1,,,,,
player,201209170atl,den,GronCh00,tackles_assists,0,,,,,
player,201209170atl,den,GronCh00,tackles_loss,0,,,,,
player,201209170atl,den,GronCh00,qb_hits,0,,,,,
player,201209170atl,den,GronCh00,fumbles_rec,0,,,,,
player,201209170atl,den,GronCh00,fumbles_rec_yds,0,,,,,
player,201209170atl,den,GronCh00,fumbles_rec_td,0,,,,,
player,201209170atl,den,GronCh00,fumbles_forced,0,,,,,
player,201209170atl,den,LeonJi23,def_int,0,,,,,
player,201209170atl,den,LeonJi23,def_int_yds,0,,,,,
player,201209170atl,den,LeonJi23,def_int_td,0,,,,,
player,201209170atl,den,LeonJi23,def_int_long,0,,,,,
player,201209170atl,den,LeonJi23,pass_defended,0,,,,,
player,201209170atl,den,LeonJi23,sacks,0.0,,,,,
player,201209170atl,den,LeonJi23,tackles_combined,1,,,,,
player,201209170atl,den,LeonJi23,tackles_solo,1,,,,,
player,201209170atl,den,LeonJi23,tackles_assists,0,,,,,
player,201209170atl,den,LeonJi23,tackles_loss,0,,,,,
player,201209170atl,den,LeonJi23,qb_hits,0,,,,,
player,201209170atl,den,LeonJi23,fumbles_rec,0,,,,,
player,201209170atl,den,LeonJi23,fumbles_rec_yds,0,,,,,
player,201209170atl,den,LeonJi23,fumbles_rec_td,0,,,,,
player,201209170atl,den,LeonJi23,fumbles_forced,0,,,,,
player,201209170atl,den,UnreMi00,def_int,0,,,,,
player,201209170atl,den,UnreMi00,def_int_yds,0,,,,,
player,201209170atl,den,UnreMi00,def_int_td,0,,,,,
player,201209170atl,den,UnreMi00,def_int_long,0,,,,,
player,201209170atl,den,UnreMi00,pass_defended,0,,,,,
player,201209170atl,den,UnreMi00,sacks,0.0,,,,,
player,201209170atl,den,UnreMi00,tackles_combined,0,,,,,
player,201209170atl,den,UnreMi00,tackles_solo,0,,,,,
player,201209170atl,den,UnreMi00,tackles_assists,0,,,,,
player,201209170atl,den,UnreMi00,tackles_loss,0,,,,,
player,201209170atl,den,UnreMi00,qb_hits,1,,,,,
player,201209170atl,den,UnreMi00,fumbles_rec,0,,,,,
player,201209170atl,den,UnreMi00,fumbles_rec_yds,0,,,,,
player,201209170atl,den,UnreMi00,fumbles_rec_td,0,,,,,
player,201209170atl,den,UnreMi00,fumbles_forced,0,,,,,
player,201209170atl,atl,MoorWi99,def_int,1,,,,,
player,201209170atl,atl,MoorWi99,def_int_yds,33,,,,,
player,201209170atl,atl,MoorWi99,def_int_td,0,,,,,
player,201209170atl,atl,MoorWi99,def_int_long,33,,,,,
player,201209170atl,atl,MoorWi99,pass_defended,2,,,,,
player,201209170atl,atl,MoorWi99,sacks,1.0,,,,,
player,201209170atl,atl,MoorWi99,tackles_combined,8,,,,,
player,201209170atl,atl,MoorWi99,tackles_solo,5,,,,,
player,201209170atl,atl,MoorWi99,tackles_assists,3,,,,,
player,201209170atl,atl,MoorWi99,tackles_loss,1,,,,,
player,201209170atl,atl,MoorWi99,qb_hits,1,,,,,
player,201209170atl,atl,MoorWi99,fumbles_rec,0,,,,,
player,201209170atl,atl,MoorWi99,fumbles_rec_yds,0,,,,,
player,201209170atl,atl,MoorWi99,fumbles_rec_td,0,,,,,
player,201209170atl,atl,MoorWi99,fumbles_forced,0,,,,,
player,201209170atl,atl,DeCoTh99,def_int,1,,,,,
player,201209170atl,atl,DeCoTh99,def_int_yds,15,,,,,
player,201209170atl,atl,DeCoTh99,def_int_td,0,,,,,
player,201209170atl,atl,DeCoTh99,def_int_long,15,,,,,
player,201209170atl,atl,DeCoTh99,pass_defended,1,,,,,
player,201209170atl,atl,DeCoTh99,sacks,0.0,,,,,
player,201209170atl,atl,DeCoTh99,tackles_combined,5,,,,,
player,201209170atl,atl,DeCoTh99,tackles_solo,5,,,,,
player,201209170atl,atl,DeCoTh99,tackles_assists,0,,,,,
player,201209170atl,atl,DeCoTh99,tackles_loss,0,,,,,
player,201209170atl,atl,DeCoTh99,qb_hits,0,,,,,
player,201209170atl,atl,DeCoTh99,fumbles_rec,0,,,,,
player,201209170atl,atl,DeCoTh99,fumbles_rec_yds,0,,,,,
player,201209170atl,atl,DeCoTh99,fumbles_rec_td,0,,,,,
player,201209170atl,atl,DeCoTh99,fumbles_forced,0,,,,,
player,201209170atl,atl,McClRo98,def_int,1,,,,,
player,201209170atl,atl,McClRo98,def_int_yds,32,,,,,
player,201209170atl,atl,McClRo98,def_int_td,0,,,,,
player,201209170atl,atl,McClRo98,def_int_long,32,,,,,
player,201209170atl,atl,McClRo98,pass_defended,1,,,,,
player,201209170atl,atl,McClRo98,sacks,0.0,,,,,
player,201209170atl,atl,McClRo98,tackles_combined,0,,,,,
player,201209170atl,atl,McClRo98,tackles_solo,0,,,,,
player,201209170atl,atl,McClRo98,tackles_assists,0,,,,,
player,201209170atl,atl,McClRo98,tackles_loss,0,,,,,
player,201209170atl,atl,McClRo98,qb_hits,0,,,,,
player,201209170atl,atl,McClRo98,fumbles_rec,0,,,,,
player,201209170atl,atl,McClRo98,fumbles_rec_yds,0,,,,,
player,201209170atl,atl,McClRo98,fumbles_rec_td,0,,,,,
player,201209170atl,atl,McClRo98,fumbles_forced,0,,,,,
player,201209170atl,atl,WalkVa99,def_int,0,,,,,
player,201209170atl,atl,WalkVa99,def_int_yds,0,,,,,
player,201209170atl,atl,WalkVa99,def_int_td,0,,,,,
player,201209170atl,atl,WalkVa99,def_int_long,0,,,,,
player,201209170atl,atl,WalkVa99,pass_defended,0,,,,,
player,201209170atl,atl,WalkVa99,sacks,1.0,,,,,
player,201209170atl,atl,WalkVa99,tackles_combined,2,,,,,
player,201209170atl,atl,WalkVa99,tackles_solo,2,,,,,
player,201209170atl,atl,WalkVa99,tackles_assists,0,,,,,
player,201209170atl,atl,WalkVa99,tackles_loss,1,,,,,
player,201209170atl,atl,WalkVa99,qb_hits,1,,,,,
player,201209170atl,atl,WalkVa99,fumbles_rec,0,,,,,
player,201209170atl,atl,WalkVa99,fumbles_rec_yds,0,,,,,
player,201209170atl,atl,WalkVa99,fumbles_rec_td,0,,,,,
player,201209170atl,atl,WalkVa99,fumbles_forced,0,,,,,
player,201209170atl,atl,BabiJo20,def_int,0,,,,,
player,201209170atl,atl,BabiJo20,def_int_yds,0,,,,,
player,201209170atl,atl,BabiJo20,def_int_td,0,,,,,
player,201209170atl,atl,BabiJo20,def_int_long,0,,,,,
player,201209170atl,atl,BabiJo20,pass_defended,0,,,,,
player,201209170atl,atl,BabiJo20,sacks,1.0,,,,,
player,201209170atl,atl,BabiJo20,tackles_combined,1,,,,,
player,201209170atl,atl,BabiJo20,tackles_solo,1,,,,,
player,201209170atl,atl,BabiJo20,tackles_assists,0,,,,,
player,201209170atl,atl,BabiJo20,tackles_loss,1,,,,,
player,201209170atl,atl,BabiJo20,qb_hits,1,,,,,
player,201209170atl,atl,BabiJo20,fumbles_rec,0,,,,,
player,201209170atl,atl,BabiJo20,fumbles_rec_yds,0,,,,,
player,201209170atl,atl,BabiJo20,fumbles_rec_td,0,,,,,
player,201209170atl,atl,BabiJo20,fumbles_forced,0,,,,,
player,201209170atl,atl,WeatSe99,def_int,0,,,,,
player,201209170atl,atl,WeatSe99,def_int_yds,0,,,,,
player,201209170atl,atl,WeatSe99,def_int_td,0,,,,,
player,201209170atl,atl,WeatSe99,def_int_long,0,,,,,
player,201209170atl,atl,WeatSe99,pass_defended,1,,,,,
player,201209170atl,atl,WeatSe99,sacks,0.0,,,,,
player,201209170atl,atl,WeatSe99,tackles_combined,10,,,,,
player,201209170atl,atl,WeatSe99,tackles_solo,5,,,,,
player,201209170atl,atl,WeatSe99,tackles_assists,5,,,,,
player,201209170atl,atl,WeatSe99,tackles_loss,1,,,,,
player,201209170atl,atl,WeatSe99,qb_hits,0,,,,,
player,201209170atl,atl,WeatSe99,fumbles_rec,1,,,,,
player,201209170atl,atl,WeatSe99,fumbles_rec_yds,0,,,,,
player,201209170atl,atl,WeatSe99,fumbles_rec_td,0,,,,,
player,201209170atl,atl,WeatSe99,fumbles_forced,0,,,,,
player,201209170atl,atl,NichSt99,def_int,0,,,,,
player,201209170atl,atl,NichSt99,def_int_yds,0,,,,,
player,201209170atl,atl,NichSt99,def_int_td,0,,,,,
player,201209170atl,atl,NichSt99,def_int_long,0,,,,,
player,201209170atl,atl,NichSt99,pass_defended,0,,,,,
player,201209170atl,atl,NichSt99,sacks,0.0,,,,,
player,201209170atl,atl,NichSt99,tackles_combined,8,,,,,
player,201209170atl,atl,NichSt99,tackles_solo,6,,,,,
player,201209170atl,atl,NichSt99,tackles_assists,2,,,,,
player,201209170atl,atl,NichSt99,tackles_loss,1,,,,,
player,201209170atl,atl,NichSt99,qb_hits,1,,,,,
player,201209170atl,atl,NichSt99,fumbles_rec,0,,,,,
player,201209170atl,atl,NichSt99,fumbles_rec_yds,0,,,,,
player,201209170atl,atl,NichSt99,fumbles_rec_td,0,,,,,
player,201209170atl,atl,NichSt99,fumbles_forced,1,,,,,
player,201209170atl,atl,SamuAs20,def_int,0,,,,,
player,201209170atl,atl,SamuAs20,def_int_yds,0,,,,,
player,201209170atl,atl,SamuAs20,def_int_td,0,,,,,
player,201209170atl,atl,SamuAs20,def_int_long,0,,,,,
player,201209170atl,atl,SamuAs20,pass_defended,0,,,,,
player,201209170atl,atl,SamuAs20,sacks,0.0,,,,,
player,201209170atl,atl,SamuAs20,tackles_combined,7,,,,,
player,201209170atl,atl,SamuAs20,tackles_solo,6,,,,,
player,201209170atl,atl,SamuAs20,tackles_assists,1,,,,,
player,201209170atl,atl,SamuAs20,tackles_loss,0,,,,,
player,201209170atl,atl,SamuAs20,qb_hits,0,,,,,
player,201209170atl,atl,SamuAs20,fumbles_rec,0,,,,,
player,201209170atl,atl,SamuAs20,fumbles_rec_yds,0,,,,,
player,201209170atl,atl,SamuAs20,fumbles_rec_td,0,,,,,
player,201209170atl,atl,SamuAs20,fumbles_forced,0,,,,,
player,201209170atl,atl,FranDo99,def_int,0,,,,,
player,201209170atl,atl,FranDo99,def_int_yds,0,,,,,
player,201209170atl,atl,FranDo99,def_int_td,0,,,,,
player,201209170atl,atl,FranDo99,def_int_long,0,,,,,
player,201209170atl,atl,FranDo99,pass_defended,0,,,,,
player,201209170atl,atl,FranDo99,sacks,0.0,,,,,
player,201209170atl,atl,FranDo99,tackles_combined,6,,,,,
player,201209170atl,atl,FranDo99,tackles_solo,5,,,,,
player,201209170atl,atl,FranDo99,tackles_assists,1,,,,,
player,201209170atl,atl,FranDo99,tackles_loss,0,,,,,
player,201209170atl,atl,FranDo99,qb_hits,1,,,,,
player,201209170atl,atl,FranDo99,fumbles_rec,0,,,,,
player,201209170atl,atl,FranDo99,fumbles_rec_yds,0,,,,,
player,201209170atl,atl,FranDo99,fumbles_rec_td,0,,,,,
player,201209170atl,atl,FranDo99,fumbles_forced,0,,,,,
player,201209170atl,atl,BierKr99,def_int,0,,,,,
player,201209170atl,atl,BierKr99,def_int_yds,0,,,,,
player,201209170atl,atl,BierKr99,def_int_td,0,,,,,
player,201209170atl,atl,BierKr99,def_int_long,0,,,,,
player,201209170atl,atl,BierKr99,pass_defended,0,,,,,
player,201209170atl,atl,BierKr99,sacks,0.0,,,,,
player,201209170atl,atl,BierKr99,tackles_combined,5,,,,,
player,201209170atl,atl,BierKr99,tackles_solo,3,,,,,
player,201209170atl,atl,BierKr99,tackles_assists,2,,,,,
player,201209170atl,atl,BierKr99,tackles_loss,0,,,,,
player,201209170atl,atl,BierKr99,qb_hits,0,,,,,
player,201209170atl,atl,BierKr99,fumbles_rec,0,,,,,
player,201209170atl,atl,BierKr99,fumbles_rec_yds,0,,,,,
player,201209170atl,atl,BierKr99,fumbles_rec_td,0,,,,,
player,201209170atl,atl,BierKr99,fumbles_forced,0,,,,,
player,201209170atl,atl,RobiDu20,def_int,0,,,,,
player,201209170atl,atl,RobiDu20,def_int_yds,0,,,,,
player,201209170atl,atl,RobiDu20,def_int_td,0,,,,,
player,201209170atl,atl,RobiDu20,def_int_long,0,,,,,
player,201209170atl,atl,RobiDu20,pass_defended,2,,,,,
player,201209170atl,atl,RobiDu20,sacks,0.0,,,,,
player,201209170atl,atl,RobiDu20,tackles_combined,3,,,,,
player,201209170atl,atl,RobiDu20,tackles_solo,3,,,,,
player,201209170atl,atl,RobiDu20,tackles_assists,0,,,,,
player,201209170atl,atl,RobiDu20,tackles_loss,0,,,,,
player,201209170atl,atl,RobiDu20,qb_hits,0,,,,,
player,201209170atl,atl,RobiDu20,fumbles_rec,0,,,,,
player,201209170atl,atl,RobiDu20,fumbles_rec_yds,0,,,,,
player,201209170atl,atl,RobiDu20,fumbles_rec_td,0,,,,,
player,201209170atl,atl,RobiDu20,fumbles_forced,0,,,,,
player,201209170atl,atl,OwenCh99,def_int,0,,,,,
player,201209170atl,atl,OwenCh99,def_int_yds,0,,,,,
player,201209170atl,atl,OwenCh99,def_int_td,0,,,,,
player,201209170atl,atl,OwenCh99,def_int_long,0,,,,,
player,201209170atl,atl,OwenCh99,pass_defended,0,,,,,
player,201209170atl,atl,OwenCh99,sacks,0.0,,,,,
player,201209170atl,atl,OwenCh99,tackles_combined,2,,,,,
player,201209170atl,atl,OwenCh99,tackles_solo,2,,,,,
player,201209170atl,atl,OwenCh99,tackles_assists,0,,,,,
player,201209170atl,atl,OwenCh99,tackles_loss,0,,,,,
player,201209170atl,atl,OwenCh99,qb_hits,0,,,,,
player,201209170atl,atl,OwenCh99,fumbles_rec,0,,,,,
player,201209170atl,atl,OwenCh99,fumbles_rec_yds,0,,,,,
player,201209170atl,atl,OwenCh99,fumbles_rec_td,0,,,,,
player,201209170atl,atl,OwenCh99,fumbles_forced,0,,,,,
player,201209170atl,atl,ConeKe00,def_int,0,,,,,
player,201209170atl,atl,ConeKe00,def_int_yds,0,,,,,
player,201209170atl,atl,ConeKe00,def_int_td,0,,,,,
player,201209170atl,atl,ConeKe00,def_int_long,0,,,,,
player,201209170atl,atl,ConeKe00,pass_defended,0,,,,,
player,201209170atl,atl,ConeKe00,sacks,0.0,,,,,
player,201209170atl,atl,ConeKe00,tackles_combined,1,,,,,
player,201209170atl,atl,ConeKe00,tackles_solo,1,,,,,
player,201209170atl,atl,ConeKe00,tackles_assists,0,,,,,
player,201209170atl,atl,ConeKe00,tackles_loss,0,,,,,
player,201209170atl,atl,ConeKe00,qb_hits,0,,,,,
player,201209170atl,atl,ConeKe00,fumbles_rec,0,,,,,
player,201209170atl,atl,ConeKe00,fumbles_rec_yds,0,,,,,
player,201209170atl,atl,ConeKe00,fumbles_rec_td,0,,,,,
player,201209170atl,atl,ConeKe00,fumbles_forced,0,,,,,
player,201209170atl,atl,DentAk00,def_int,0,,,,,
player,201209170atl,atl,DentAk00,def_int_yds,0,,,,,
player,201209170atl,atl,DentAk00,def_int_td,0,,,,,
player,201209170atl,atl,DentAk00,def_int_long,0,,,,,
player,201209170atl,atl,DentAk00,pass_defended,0,,,,,
player,201209170atl,atl,DentAk00,sacks,0.0,,,,,
player,201209170atl,atl,DentAk00,tackles_combined,1,,,,,
player,201209170atl,atl,DentAk00,tackles_solo,0,,,,,
player,201209170atl,atl,DentAk00,tackles_assists,1,,,,,
player,201209170atl,atl,DentAk00,tackles_loss,0,,,,,
player,201209170atl,atl,DentAk00,qb_hits,0,,,,,
player,201209170atl,atl,DentAk00,fumbles_rec,0,,,,,
player,201209170atl,atl,DentAk00,fumbles_rec_yds,0,,,,,
player,201209170atl,atl,DentAk00,fumbles_rec_td,0,,,,,
player,201209170atl,atl,DentAk00,fumbles_forced,0,,,,,
player,201209170atl,atl,HopeCh21,def_int,0,,,,,
player,201209170atl,atl,HopeCh21,def_int_yds,0,,,,,
player,201209170atl,atl,HopeCh21,def_int_td,0,,,,,
player,201209170atl,atl,HopeCh21,def_int_long,0,,,,,
player,201209170atl,atl,HopeCh21,pass_defended,0,,,,,
player,201209170atl,atl,HopeCh21,sacks,0.0,,,,,
player,201209170atl,atl,HopeCh21,tackles_combined,1,,,,,
player,201209170atl,atl,HopeCh21,tackles_solo,1,,,,,
player,201209170atl,atl,HopeCh21,tackles_assists,0,,,,,
player,201209170atl,atl,HopeCh21,tackles_loss,0,,,,,
player,201209170atl,atl,HopeCh21,qb_hits,0,,,,,
player,201209170atl,atl,HopeCh21,fumbles_rec,0,,,,,
player,201209170atl,atl,HopeCh21,fumbles_rec_yds,0,,,,,
player,201209170atl,atl,HopeCh21,fumbles_rec_td,0,,,,,
player,201209170atl,atl,HopeCh21,fumbles_forced,0,,,,,
player,201209170atl,atl,JerrPe99,def_int,0,,,,,
player,201209170atl,atl,JerrPe99,def_int_yds,0,,,,,
player,201209170atl,atl,JerrPe99,def_int_td,0,,,,,
player,201209170atl,atl,JerrPe99,def_int_long,0,,,,,
player,201209170atl,atl,JerrPe99,pass_defended,0,,,,,
player,201209170atl,atl,JerrPe99,sacks,0.0,,,,,
player,201209170atl,atl,JerrPe99,tackles_combined,1,,,,,
player,201209170atl,atl,JerrPe99,tackles_solo,1,,,,,
player,201209170atl,atl,JerrPe99,tackles_assists,0,,,,,
player,201209170atl,atl,JerrPe99,tackles_loss,1,,,,,
player,201209170atl,atl,JerrPe99,qb_hits,0,,,,,
player,201209170atl,atl,JerrPe99,fumbles_rec,0,,,,,
player,201209170atl,atl,JerrPe99,fumbles_rec_yds,0,,,,,
player,201209170atl,atl,JerrPe99,fumbles_rec_td,0,,,,,
player,201209170atl,atl,JerrPe99,fumbles_forced,0,,,,,
player,201209170atl,atl,SnelJa00,def_int,0,,,,,
player,201209170atl,atl,SnelJa00,def_int_yds,0,,,,,
player,201209170atl,atl,SnelJa00,def_int_td,0,,,,,
player,201209170atl,atl,SnelJa00,def_int_long,0,,,,,
player,201209170atl,atl,SnelJa00,pass_defended,0,,,,,
player,201209170atl,atl,SnelJa00,sacks,0.0,,,,,
player,201209170atl,atl,SnelJa00,tackles_combined,1,,,,,
player,201209170atl,atl,SnelJa00,tackles_solo,1,,,,,
player,201209170atl,atl,SnelJa00,tackles_assists,0,,,,,
player,201209170atl,atl,SnelJa00,tackles_loss,0,,,,,
player,201209170atl,atl,SnelJa00,qb_hits,0,,,,,
player,201209170atl,atl,SnelJa00,fumbles_rec,0,,,,,
player,201209170atl,atl,SnelJa00,fumbles_rec_yds,0,,,,,
player,201209170atl,atl,SnelJa00,fumbles_rec_td,0,,,,,
player,201209170atl,atl,SnelJa00,fumbles_forced,0,,,,,
player,201209170atl,atl,AbraJo00,def_int,0,,,,,
player,201209170atl,atl,AbraJo00,def_int_yds,0,,,,,
player,201209170atl,atl,AbraJo00,def_int_td,0,,,,,
player,201209170atl,atl,AbraJo00,def_int_long,0,,,,,
player,201209170atl,atl,AbraJo00,pass_defended,0,,,,,
player,201209170atl,atl,AbraJo00,sacks,0.0,,,,,
player,201209170atl,atl,AbraJo00,tackles_combined,0,,,,,
player,201209170atl,atl,AbraJo00,tackles_solo,0,,,,,
player,201209170atl,atl,AbraJo00,tackles_assists,0,,,,,
player,201209170atl,atl,AbraJo00,tackles_loss,0,,,,,
player,201209170atl,atl,AbraJo00,qb_hits,1,,,,,
