game,2012,6,20121014,201210140sea,nwe,"New England Patriots",23,sea,"Seattle Seahawks",24
player,201210140sea,sea,McCoAn00,pass_rating,,,,,,
player,201210140sea,sea,McCoAn00,rush_att,0,,,,,
player,201210140sea,sea,McCoAn00,rush_yds,0,,,,,
player,201210140sea,sea,McCoAn00,rush_td,0,,,,,
player,201210140sea,sea,McCoAn00,rush_long,0,,,,,
player,201210140sea,sea,McCoAn00,targets,1,,,,,
player,201210140sea,sea,McCoAn00,rec,0,,,,,
player,201210140sea,sea,McCoAn00,rec_yds,0,,,,,
player,201210140sea,sea,McCoAn00,rec_td,0,,,,,
player,201210140sea,sea,McCoAn00,rec_long,0,,,,,
player,201210140sea,sea,McCoAn00,fumbles,0,,,,,
player,201210140sea,sea,McCoAn00,fumbles_lost,0,,,,,
player,201210140sea,nwe,JoneCh03,def_int,0,,,,,
player,201210140sea,nwe,JoneCh03,def_int_yds,0,,,,,
player,201210140sea,nwe,JoneCh03,def_int_td,0,,,,,
player,201210140sea,nwe,JoneCh03,def_int_long,0,,,,,
player,201210140sea,nwe,JoneCh03,pass_defended,0,,,,,
player,201210140sea,nwe,JoneCh03,sacks,2.0,,,,,
player,201210140sea,nwe,JoneCh03,tackles_combined,9,,,,,
player,201210140sea,nwe,JoneCh03,tackles_solo,4,,,,,
player,201210140sea,nwe,JoneCh03,tackles_assists,5,,,,,
player,201210140sea,nwe,JoneCh03,tackles_loss,1,,,,,
player,201210140sea,nwe,JoneCh03,qb_hits,3,,,,,
player,201210140sea,nwe,JoneCh03,fumbles_rec,0,,,,,
player,201210140sea,nwe,JoneCh03,fumbles_rec_yds,0,,,,,
player,201210140sea,nwe,JoneCh03,fumbles_rec_td,0,,,,,
player,201210140sea,nwe,JoneCh03,fumbles_forced,1,,,,,
player,201210140sea,nwe,MayoJe99,def_int,0,,,,,
player,201210140sea,nwe,MayoJe99,def_int_yds,0,,,,,
player,201210140sea,nwe,MayoJe99,def_int_td,0,,,,,
player,201210140sea,nwe,MayoJe99,def_int_long,0,,,,,
player,201210140sea,nwe,MayoJe99,pass_defended,0,,,,,
player,201210140sea,nwe,MayoJe99,sacks,0.0,,,,,
player,201210140sea,nwe,MayoJe99,tackles_combined,8,,,,,
player,201210140sea,nwe,MayoJe99,tackles_solo,2,,,,,
player,201210140sea,nwe,MayoJe99,tackles_assists,6,,,,,
player,201210140sea,nwe,MayoJe99,tackles_loss,0,,,,,
player,201210140sea,nwe,MayoJe99,qb_hits,0,,,,,
player,201210140sea,nwe,MayoJe99,fumbles_rec,1,,,,,
player,201210140sea,nwe,MayoJe99,fumbles_rec_yds,0,,,,,
player,201210140sea,nwe,MayoJe99,fumbles_rec_td,0,,,,,
player,201210140sea,nwe,MayoJe99,fumbles_forced,1,,,,,
player,201210140sea,nwe,McCoDe99,def_int,0,,,,,
player,201210140sea,nwe,McCoDe99,def_int_yds,0,,,,,
player,201210140sea,nwe,McCoDe99,def_int_td,0,,,,,
player,201210140sea,nwe,McCoDe99,def_int_long,0,,,,,
player,201210140sea,nwe,McCoDe99,pass_defended,1,,,,,
player,201210140sea,nwe,McCoDe99,sacks,0.0,,,,,
player,201210140sea,nwe,McCoDe99,tackles_combined,5,,,,,
player,201210140sea,nwe,McCoDe99,tackles_solo,4,,,,,
player,201210140sea,nwe,McCoDe99,tackles_assists,1,,,,,
player,201210140sea,nwe,McCoDe99,tackles_loss,1,,,,,
player,201210140sea,nwe,McCoDe99,qb_hits,0,,,,,
player,201210140sea,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201210140sea,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201210140sea,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201210140sea,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201210140sea,nwe,SpikBr99,def_int,0,,,,,
player,201210140sea,nwe,SpikBr99,def_int_yds,0,,,,,
player,201210140sea,nwe,SpikBr99,def_int_td,0,,,,,
player,201210140sea,nwe,SpikBr99,def_int_long,0,,,,,
player,201210140sea,nwe,SpikBr99,pass_defended,0,,,,,
player,201210140sea,nwe,SpikBr99,sacks,0.0,,,,,
player,201210140sea,nwe,SpikBr99,tackles_combined,5,,,,,
player,201210140sea,nwe,SpikBr99,tackles_solo,4,,,,,
player,201210140sea,nwe,SpikBr99,tackles_assists,1,,,,,
player,201210140sea,nwe,SpikBr99,tackles_loss,2,,,,,
player,201210140sea,nwe,SpikBr99,qb_hits,1,,,,,
player,201210140sea,nwe,SpikBr99,fumbles_rec,0,,,,,
player,201210140sea,nwe,SpikBr99,fumbles_rec_yds,0,,,,,
player,201210140sea,nwe,SpikBr99,fumbles_rec_td,0,,,,,
player,201210140sea,nwe,SpikBr99,fumbles_forced,0,,,,,
player,201210140sea,nwe,ChunPa99,def_int,0,,,,,
player,201210140sea,nwe,ChunPa99,def_int_yds,0,,,,,
player,201210140sea,nwe,ChunPa99,def_int_td,0,,,,,
player,201210140sea,nwe,ChunPa99,def_int_long,0,,,,,
player,201210140sea,nwe,ChunPa99,pass_defended,0,,,,,
player,201210140sea,nwe,ChunPa99,sacks,0.0,,,,,
player,201210140sea,nwe,ChunPa99,tackles_combined,4,,,,,
player,201210140sea,nwe,ChunPa99,tackles_solo,2,,,,,
player,201210140sea,nwe,ChunPa99,tackles_assists,2,,,,,
player,201210140sea,nwe,ChunPa99,tackles_loss,0,,,,,
player,201210140sea,nwe,ChunPa99,qb_hits,0,,,,,
player,201210140sea,nwe,ChunPa99,fumbles_rec,0,,,,,
player,201210140sea,nwe,ChunPa99,fumbles_rec_yds,0,,,,,
player,201210140sea,nwe,ChunPa99,fumbles_rec_td,0,,,,,
player,201210140sea,nwe,ChunPa99,fumbles_forced,0,,,,,
player,201210140sea,nwe,NinkRo20,def_int,0,,,,,
player,201210140sea,nwe,NinkRo20,def_int_yds,0,,,,,
player,201210140sea,nwe,NinkRo20,def_int_td,0,,,,,
player,201210140sea,nwe,NinkRo20,def_int_long,0,,,,,
player,201210140sea,nwe,NinkRo20,pass_defended,0,,,,,
player,201210140sea,nwe,NinkRo20,sacks,0.0,,,,,
player,201210140sea,nwe,NinkRo20,tackles_combined,4,,,,,
player,201210140sea,nwe,NinkRo20,tackles_solo,2,,,,,
player,201210140sea,nwe,NinkRo20,tackles_assists,2,,,,,
player,201210140sea,nwe,NinkRo20,tackles_loss,0,,,,,
player,201210140sea,nwe,NinkRo20,qb_hits,0,,,,,
player,201210140sea,nwe,NinkRo20,fumbles_rec,1,,,,,
player,201210140sea,nwe,NinkRo20,fumbles_rec_yds,0,,,,,
player,201210140sea,nwe,NinkRo20,fumbles_rec_td,0,,,,,
player,201210140sea,nwe,NinkRo20,fumbles_forced,0,,,,,
player,201210140sea,nwe,DennAl00,def_int,0,,,,,
player,201210140sea,nwe,DennAl00,def_int_yds,0,,,,,
player,201210140sea,nwe,DennAl00,def_int_td,0,,,,,
player,201210140sea,nwe,DennAl00,def_int_long,0,,,,,
player,201210140sea,nwe,DennAl00,pass_defended,0,,,,,
player,201210140sea,nwe,DennAl00,sacks,0.0,,,,,
player,201210140sea,nwe,DennAl00,tackles_combined,3,,,,,
player,201210140sea,nwe,DennAl00,tackles_solo,2,,,,,
player,201210140sea,nwe,DennAl00,tackles_assists,1,,,,,
player,201210140sea,nwe,DennAl00,tackles_loss,1,,,,,
player,201210140sea,nwe,DennAl00,qb_hits,0,,,,,
player,201210140sea,nwe,DennAl00,fumbles_rec,0,,,,,
player,201210140sea,nwe,DennAl00,fumbles_rec_yds,0,,,,,
player,201210140sea,nwe,DennAl00,fumbles_rec_td,0,,,,,
player,201210140sea,nwe,DennAl00,fumbles_forced,0,,,,,
player,201210140sea,nwe,LoveKy00,def_int,0,,,,,
player,201210140sea,nwe,LoveKy00,def_int_yds,0,,,,,
player,201210140sea,nwe,LoveKy00,def_int_td,0,,,,,
player,201210140sea,nwe,LoveKy00,def_int_long,0,,,,,
player,201210140sea,nwe,LoveKy00,pass_defended,0,,,,,
player,201210140sea,nwe,LoveKy00,sacks,0.0,,,,,
player,201210140sea,nwe,LoveKy00,tackles_combined,3,,,,,
player,201210140sea,nwe,LoveKy00,tackles_solo,0,,,,,
player,201210140sea,nwe,LoveKy00,tackles_assists,3,,,,,
player,201210140sea,nwe,LoveKy00,tackles_loss,0,,,,,
player,201210140sea,nwe,LoveKy00,qb_hits,0,,,,,
player,201210140sea,nwe,LoveKy00,fumbles_rec,0,,,,,
player,201210140sea,nwe,LoveKy00,fumbles_rec_yds,0,,,,,
player,201210140sea,nwe,LoveKy00,fumbles_rec_td,0,,,,,
player,201210140sea,nwe,LoveKy00,fumbles_forced,0,,,,,
player,201210140sea,nwe,SlatMa00,def_int,0,,,,,
player,201210140sea,nwe,SlatMa00,def_int_yds,0,,,,,
player,201210140sea,nwe,SlatMa00,def_int_td,0,,,,,
player,201210140sea,nwe,SlatMa00,def_int_long,0,,,,,
player,201210140sea,nwe,SlatMa00,pass_defended,0,,,,,
player,201210140sea,nwe,SlatMa00,sacks,0.0,,,,,
player,201210140sea,nwe,SlatMa00,tackles_combined,3,,,,,
player,201210140sea,nwe,SlatMa00,tackles_solo,2,,,,,
player,201210140sea,nwe,SlatMa00,tackles_assists,1,,,,,
player,201210140sea,nwe,SlatMa00,tackles_loss,0,,,,,
player,201210140sea,nwe,SlatMa00,qb_hits,0,,,,,
player,201210140sea,nwe,SlatMa00,fumbles_rec,0,,,,,
player,201210140sea,nwe,SlatMa00,fumbles_rec_yds,0,,,,,
player,201210140sea,nwe,SlatMa00,fumbles_rec_td,0,,,,,
player,201210140sea,nwe,SlatMa00,fumbles_forced,0,,,,,
player,201210140sea,nwe,ArriKy00,def_int,0,,,,,
player,201210140sea,nwe,ArriKy00,def_int_yds,0,,,,,
player,201210140sea,nwe,ArriKy00,def_int_td,0,,,,,
player,201210140sea,nwe,ArriKy00,def_int_long,0,,,,,
player,201210140sea,nwe,ArriKy00,pass_defended,0,,,,,
player,201210140sea,nwe,ArriKy00,sacks,0.0,,,,,
player,201210140sea,nwe,ArriKy00,tackles_combined,2,,,,,
player,201210140sea,nwe,ArriKy00,tackles_solo,2,,,,,
player,201210140sea,nwe,ArriKy00,tackles_assists,0,,,,,
player,201210140sea,nwe,ArriKy00,tackles_loss,0,,,,,
player,201210140sea,nwe,ArriKy00,qb_hits,0,,,,,
player,201210140sea,nwe,ArriKy00,fumbles_rec,0,,,,,
player,201210140sea,nwe,ArriKy00,fumbles_rec_yds,0,,,,,
player,201210140sea,nwe,ArriKy00,fumbles_rec_td,0,,,,,
player,201210140sea,nwe,ArriKy00,fumbles_forced,0,,,,,
player,201210140sea,nwe,CarpBo20,def_int,0,,,,,
player,201210140sea,nwe,CarpBo20,def_int_yds,0,,,,,
player,201210140sea,nwe,CarpBo20,def_int_td,0,,,,,
player,201210140sea,nwe,CarpBo20,def_int_long,0,,,,,
player,201210140sea,nwe,CarpBo20,pass_defended,0,,,,,
player,201210140sea,nwe,CarpBo20,sacks,0.0,,,,,
player,201210140sea,nwe,CarpBo20,tackles_combined,2,,,,,
player,201210140sea,nwe,CarpBo20,tackles_solo,0,,,,,
player,201210140sea,nwe,CarpBo20,tackles_assists,2,,,,,
player,201210140sea,nwe,CarpBo20,tackles_loss,0,,,,,
player,201210140sea,nwe,CarpBo20,qb_hits,0,,,,,
player,201210140sea,nwe,CarpBo20,fumbles_rec,0,,,,,
player,201210140sea,nwe,CarpBo20,fumbles_rec_yds,0,,,,,
player,201210140sea,nwe,CarpBo20,fumbles_rec_td,0,,,,,
player,201210140sea,nwe,CarpBo20,fumbles_forced,0,,,,,
player,201210140sea,nwe,CunnJe99,def_int,0,,,,,
player,201210140sea,nwe,CunnJe99,def_int_yds,0,,,,,
player,201210140sea,nwe,CunnJe99,def_int_td,0,,,,,
player,201210140sea,nwe,CunnJe99,def_int_long,0,,,,,
player,201210140sea,nwe,CunnJe99,pass_defended,0,,,,,
player,201210140sea,nwe,CunnJe99,sacks,0.0,,,,,
player,201210140sea,nwe,CunnJe99,tackles_combined,2,,,,,
player,201210140sea,nwe,CunnJe99,tackles_solo,1,,,,,
player,201210140sea,nwe,CunnJe99,tackles_assists,1,,,,,
player,201210140sea,nwe,CunnJe99,tackles_loss,0,,,,,
player,201210140sea,nwe,CunnJe99,qb_hits,0,,,,,
player,201210140sea,nwe,CunnJe99,fumbles_rec,0,,,,,
player,201210140sea,nwe,CunnJe99,fumbles_rec_yds,0,,,,,
player,201210140sea,nwe,CunnJe99,fumbles_rec_td,0,,,,,
player,201210140sea,nwe,CunnJe99,fumbles_forced,0,,,,,
player,201210140sea,nwe,ScotTr99,def_int,0,,,,,
player,201210140sea,nwe,ScotTr99,def_int_yds,0,,,,,
player,201210140sea,nwe,ScotTr99,def_int_td,0,,,,,
player,201210140sea,nwe,ScotTr99,def_int_long,0,,,,,
player,201210140sea,nwe,ScotTr99,pass_defended,0,,,,,
player,201210140sea,nwe,ScotTr99,sacks,0.0,,,,,
player,201210140sea,nwe,ScotTr99,tackles_combined,1,,,,,
player,201210140sea,nwe,ScotTr99,tackles_solo,0,,,,,
player,201210140sea,nwe,ScotTr99,tackles_assists,1,,,,,
player,201210140sea,nwe,ScotTr99,tackles_loss,0,,,,,
player,201210140sea,nwe,ScotTr99,qb_hits,0,,,,,
player,201210140sea,nwe,ScotTr99,fumbles_rec,0,,,,,
player,201210140sea,nwe,ScotTr99,fumbles_rec_yds,0,,,,,
player,201210140sea,nwe,ScotTr99,fumbles_rec_td,0,,,,,
player,201210140sea,nwe,ScotTr99,fumbles_forced,0,,,,,
player,201210140sea,nwe,VereSh00,def_int,0,,,,,
player,201210140sea,nwe,VereSh00,def_int_yds,0,,,,,
player,201210140sea,nwe,VereSh00,def_int_td,0,,,,,
player,201210140sea,nwe,VereSh00,def_int_long,0,,,,,
player,201210140sea,nwe,VereSh00,pass_defended,0,,,,,
player,201210140sea,nwe,VereSh00,sacks,0.0,,,,,
player,201210140sea,nwe,VereSh00,tackles_combined,1,,,,,
player,201210140sea,nwe,VereSh00,tackles_solo,1,,,,,
player,201210140sea,nwe,VereSh00,tackles_assists,0,,,,,
player,201210140sea,nwe,VereSh00,tackles_loss,0,,,,,
player,201210140sea,nwe,VereSh00,qb_hits,0,,,,,
player,201210140sea,nwe,VereSh00,fumbles_rec,0,,,,,
player,201210140sea,nwe,VereSh00,fumbles_rec_yds,0,,,,,
player,201210140sea,nwe,VereSh00,fumbles_rec_td,0,,,,,
player,201210140sea,nwe,VereSh00,fumbles_forced,0,,,,,
player,201210140sea,nwe,WilfVi20,def_int,0,,,,,
player,201210140sea,nwe,WilfVi20,def_int_yds,0,,,,,
player,201210140sea,nwe,WilfVi20,def_int_td,0,,,,,
player,201210140sea,nwe,WilfVi20,def_int_long,0,,,,,
player,201210140sea,nwe,WilfVi20,pass_defended,1,,,,,
player,201210140sea,nwe,WilfVi20,sacks,0.0,,,,,
player,201210140sea,nwe,WilfVi20,tackles_combined,1,,,,,
player,201210140sea,nwe,WilfVi20,tackles_solo,0,,,,,
player,201210140sea,nwe,WilfVi20,tackles_assists,1,,,,,
player,201210140sea,nwe,WilfVi20,tackles_loss,0,,,,,
player,201210140sea,nwe,WilfVi20,qb_hits,1,,,,,
player,201210140sea,nwe,WilfVi20,fumbles_rec,0,,,,,
player,201210140sea,nwe,WilfVi20,fumbles_rec_yds,0,,,,,
player,201210140sea,nwe,WilfVi20,fumbles_rec_td,0,,,,,
player,201210140sea,nwe,WilfVi20,fumbles_forced,0,,,,,
player,201210140sea,nwe,WilsTa00,def_int,0,,,,,
player,201210140sea,nwe,WilsTa00,def_int_yds,0,,,,,
player,201210140sea,nwe,WilsTa00,def_int_td,0,,,,,
player,201210140sea,nwe,WilsTa00,def_int_long,0,,,,,
player,201210140sea,nwe,WilsTa00,pass_defended,1,,,,,
player,201210140sea,nwe,WilsTa00,sacks,0.0,,,,,
player,201210140sea,nwe,WilsTa00,tackles_combined,1,,,,,
player,201210140sea,nwe,WilsTa00,tackles_solo,1,,,,,
player,201210140sea,nwe,WilsTa00,tackles_assists,0,,,,,
player,201210140sea,nwe,WilsTa00,tackles_loss,0,,,,,
player,201210140sea,nwe,WilsTa00,qb_hits,0,,,,,
player,201210140sea,nwe,WilsTa00,fumbles_rec,0,,,,,
player,201210140sea,nwe,WilsTa00,fumbles_rec_yds,0,,,,,
player,201210140sea,nwe,WilsTa00,fumbles_rec_td,0,,,,,
player,201210140sea,nwe,WilsTa00,fumbles_forced,0,,,,,
player,201210140sea,sea,ThomEa99,def_int,1,,,,,
player,201210140sea,sea,ThomEa99,def_int_yds,23,,,,,
player,201210140sea,sea,ThomEa99,def_int_td,0,,,,,
player,201210140sea,sea,ThomEa99,def_int_long,23,,,,,
player,201210140sea,sea,ThomEa99,pass_defended,2,,,,,
player,201210140sea,sea,ThomEa99,sacks,0.0,,,,,
player,201210140sea,sea,ThomEa99,tackles_combined,5,,,,,
player,201210140sea,sea,ThomEa99,tackles_solo,2,,,,,
player,201210140sea,sea,ThomEa99,tackles_assists,3,,,,,
player,201210140sea,sea,ThomEa99,tackles_loss,0,,,,,
player,201210140sea,sea,ThomEa99,qb_hits,0,,,,,
player,201210140sea,sea,ThomEa99,fumbles_rec,0,,,,,
player,201210140sea,sea,ThomEa99,fumbles_rec_yds,0,,,,,
player,201210140sea,sea,ThomEa99,fumbles_rec_td,0,,,,,
player,201210140sea,sea,ThomEa99,fumbles_forced,0,,,,,
player,201210140sea,sea,SherRi00,def_int,1,,,,,
player,201210140sea,sea,SherRi00,def_int_yds,0,,,,,
player,201210140sea,sea,SherRi00,def_int_td,0,,,,,
player,201210140sea,sea,SherRi00,def_int_long,0,,,,,
player,201210140sea,sea,SherRi00,pass_defended,3,,,,,
player,201210140sea,sea,SherRi00,sacks,0.0,,,,,
player,201210140sea,sea,SherRi00,tackles_combined,3,,,,,
player,201210140sea,sea,SherRi00,tackles_solo,3,,,,,
player,201210140sea,sea,SherRi00,tackles_assists,0,,,,,
player,201210140sea,sea,SherRi00,tackles_loss,0,,,,,
player,201210140sea,sea,SherRi00,qb_hits,0,,,,,
player,201210140sea,sea,SherRi00,fumbles_rec,0,,,,,
player,201210140sea,sea,SherRi00,fumbles_rec_yds,0,,,,,
player,201210140sea,sea,SherRi00,fumbles_rec_td,0,,,,,
player,201210140sea,sea,SherRi00,fumbles_forced,0,,,,,
player,201210140sea,sea,ClemCh23,def_int,0,,,,,
player,201210140sea,sea,ClemCh23,def_int_yds,0,,,,,
player,201210140sea,sea,ClemCh23,def_int_td,0,,,,,
player,201210140sea,sea,ClemCh23,def_int_long,0,,,,,
player,201210140sea,sea,ClemCh23,pass_defended,0,,,,,
player,201210140sea,sea,ClemCh23,sacks,1.0,,,,,
player,201210140sea,sea,ClemCh23,tackles_combined,5,,,,,
player,201210140sea,sea,ClemCh23,tackles_solo,4,,,,,
player,201210140sea,sea,ClemCh23,tackles_assists,1,,,,,
player,201210140sea,sea,ClemCh23,tackles_loss,1,,,,,
player,201210140sea,sea,ClemCh23,qb_hits,4,,,,,
player,201210140sea,sea,ClemCh23,fumbles_rec,0,,,,,
player,201210140sea,sea,ClemCh23,fumbles_rec_yds,0,,,,,
player,201210140sea,sea,ClemCh23,fumbles_rec_td,0,,,,,
player,201210140sea,sea,ClemCh23,fumbles_forced,0,,,,,
player,201210140sea,sea,WagnBo00,def_int,0,,,,,
player,201210140sea,sea,WagnBo00,def_int_yds,0,,,,,
player,201210140sea,sea,WagnBo00,def_int_td,0,,,,,
player,201210140sea,sea,WagnBo00,def_int_long,0,,,,,
player,201210140sea,sea,WagnBo00,pass_defended,0,,,,,
player,201210140sea,sea,WagnBo00,sacks,0.0,,,,,
player,201210140sea,sea,WagnBo00,tackles_combined,14,,,,,
player,201210140sea,sea,WagnBo00,tackles_solo,7,,,,,
player,201210140sea,sea,WagnBo00,tackles_assists,7,,,,,
player,201210140sea,sea,WagnBo00,tackles_loss,1,,,,,
player,201210140sea,sea,WagnBo00,qb_hits,0,,,,,
player,201210140sea,sea,WagnBo00,fumbles_rec,0,,,,,
player,201210140sea,sea,WagnBo00,fumbles_rec_yds,0,,,,,
player,201210140sea,sea,WagnBo00,fumbles_rec_td,0,,,,,
player,201210140sea,sea,WagnBo00,fumbles_forced,0,,,,,
player,201210140sea,sea,ChanKa99,def_int,0,,,,,
player,201210140sea,sea,ChanKa99,def_int_yds,0,,,,,
player,201210140sea,sea,ChanKa99,def_int_td,0,,,,,
player,201210140sea,sea,ChanKa99,def_int_long,0,,,,,
player,201210140sea,sea,ChanKa99,pass_defended,0,,,,,
player,201210140sea,sea,ChanKa99,sacks,0.0,,,,,
player,201210140sea,sea,ChanKa99,tackles_combined,11,,,,,
player,201210140sea,sea,ChanKa99,tackles_solo,7,,,,,
player,201210140sea,sea,ChanKa99,tackles_assists,4,,,,,
player,201210140sea,sea,ChanKa99,tackles_loss,0,,,,,
player,201210140sea,sea,ChanKa99,qb_hits,0,,,,,
player,201210140sea,sea,ChanKa99,fumbles_rec,0,,,,,
player,201210140sea,sea,ChanKa99,fumbles_rec_yds,0,,,,,
player,201210140sea,sea,ChanKa99,fumbles_rec_td,0,,,,,
player,201210140sea,sea,ChanKa99,fumbles_forced,0,,,,,
player,201210140sea,sea,WrigK.00,def_int,0,,,,,
player,201210140sea,sea,WrigK.00,def_int_yds,0,,,,,
player,201210140sea,sea,WrigK.00,def_int_td,0,,,,,
player,201210140sea,sea,WrigK.00,def_int_long,0,,,,,
player,201210140sea,sea,WrigK.00,pass_defended,0,,,,,
player,201210140sea,sea,WrigK.00,sacks,0.0,,,,,
player,201210140sea,sea,WrigK.00,tackles_combined,10,,,,,
player,201210140sea,sea,WrigK.00,tackles_solo,8,,,,,
player,201210140sea,sea,WrigK.00,tackles_assists,2,,,,,
player,201210140sea,sea,WrigK.00,tackles_loss,0,,,,,
player,201210140sea,sea,WrigK.00,qb_hits,0,,,,,
player,201210140sea,sea,WrigK.00,fumbles_rec,0,,,,,
player,201210140sea,sea,WrigK.00,fumbles_rec_yds,0,,,,,
player,201210140sea,sea,WrigK.00,fumbles_rec_td,0,,,,,
player,201210140sea,sea,WrigK.00,fumbles_forced,0,,,,,
player,201210140sea,sea,MebaBr99,def_int,0,,,,,
player,201210140sea,sea,MebaBr99,def_int_yds,0,,,,,
player,201210140sea,sea,MebaBr99,def_int_td,0,,,,,
player,201210140sea,sea,MebaBr99,def_int_long,0,,,,,
player,201210140sea,sea,MebaBr99,pass_defended,0,,,,,
player,201210140sea,sea,MebaBr99,sacks,0.0,,,,,
player,201210140sea,sea,MebaBr99,tackles_combined,7,,,,,
player,201210140sea,sea,MebaBr99,tackles_solo,3,,,,,
player,201210140sea,sea,MebaBr99,tackles_assists,4,,,,,
player,201210140sea,sea,MebaBr99,tackles_loss,0,,,,,
player,201210140sea,sea,MebaBr99,qb_hits,0,,,,,
player,201210140sea,sea,MebaBr99,fumbles_rec,0,,,,,
player,201210140sea,sea,MebaBr99,fumbles_rec_yds,0,,,,,
player,201210140sea,sea,MebaBr99,fumbles_rec_td,0,,,,,
player,201210140sea,sea,MebaBr99,fumbles_forced,0,,,,,
player,201210140sea,sea,BrowBr00,def_int,0,,,,,
player,201210140sea,sea,BrowBr00,def_int_yds,0,,,,,
player,201210140sea,sea,BrowBr00,def_int_td,0,,,,,
player,201210140sea,sea,BrowBr00,def_int_long,0,,,,,
player,201210140sea,sea,BrowBr00,pass_defended,1,,,,,
player,201210140sea,sea,BrowBr00,sacks,0.0,,,,,
player,201210140sea,sea,BrowBr00,tackles_combined,6,,,,,
player,201210140sea,sea,BrowBr00,tackles_solo,6,,,,,
player,201210140sea,sea,BrowBr00,tackles_assists,0,,,,,
player,201210140sea,sea,BrowBr00,tackles_loss,1,,,,,
player,201210140sea,sea,BrowBr00,qb_hits,0,,,,,
player,201210140sea,sea,BrowBr00,fumbles_rec,0,,,,,
player,201210140sea,sea,BrowBr00,fumbles_rec_yds,0,,,,,
player,201210140sea,sea,BrowBr00,fumbles_rec_td,0,,,,,
player,201210140sea,sea,BrowBr00,fumbles_forced,0,,,,,
player,201210140sea,sea,TrufMa20,def_int,0,,,,,
player,201210140sea,sea,TrufMa20,def_int_yds,0,,,,,
player,201210140sea,sea,TrufMa20,def_int_td,0,,,,,
player,201210140sea,sea,TrufMa20,def_int_long,0,,,,,
player,201210140sea,sea,TrufMa20,pass_defended,0,,,,,
player,201210140sea,sea,TrufMa20,sacks,0.0,,,,,
player,201210140sea,sea,TrufMa20,tackles_combined,6,,,,,
player,201210140sea,sea,TrufMa20,tackles_solo,3,,,,,
player,201210140sea,sea,TrufMa20,tackles_assists,3,,,,,
player,201210140sea,sea,TrufMa20,tackles_loss,0,,,,,
player,201210140sea,sea,TrufMa20,qb_hits,0,,,,,
player,201210140sea,sea,TrufMa20,fumbles_rec,0,,,,,
player,201210140sea,sea,TrufMa20,fumbles_rec_yds,0,,,,,
player,201210140sea,sea,TrufMa20,fumbles_rec_td,0,,,,,
player,201210140sea,sea,TrufMa20,fumbles_forced,0,,,,,
player,201210140sea,sea,BranAl99,def_int,0,,,,,
player,201210140sea,sea,BranAl99,def_int_yds,0,,,,,
player,201210140sea,sea,BranAl99,def_int_td,0,,,,,
player,201210140sea,sea,BranAl99,def_int_long,0,,,,,
player,201210140sea,sea,BranAl99,pass_defended,0,,,,,
player,201210140sea,sea,BranAl99,sacks,0.0,,,,,
player,201210140sea,sea,BranAl99,tackles_combined,2,,,,,
player,201210140sea,sea,BranAl99,tackles_solo,0,,,,,
player,201210140sea,sea,BranAl99,tackles_assists,2,,,,,
player,201210140sea,sea,BranAl99,tackles_loss,0,,,,,
player,201210140sea,sea,BranAl99,qb_hits,0,,,,,
player,201210140sea,sea,BranAl99,fumbles_rec,0,,,,,
player,201210140sea,sea,BranAl99,fumbles_rec_yds,0,,,,,
player,201210140sea,sea,BranAl99,fumbles_rec_td,0,,,,,
player,201210140sea,sea,BranAl99,fumbles_forced,0,,,,,
player,201210140sea,sea,FarwHe20,def_int,0,,,,,
player,201210140sea,sea,FarwHe20,def_int_yds,0,,,,,
player,201210140sea,sea,FarwHe20,def_int_td,0,,,,,
player,201210140sea,sea,FarwHe20,def_int_long,0,,,,,
player,201210140sea,sea,FarwHe20,pass_defended,0,,,,,
player,201210140sea,sea,FarwHe20,sacks,0.0,,,,,
player,201210140sea,sea,FarwHe20,tackles_combined,2,,,,,
player,201210140sea,sea,FarwHe20,tackles_solo,0,,,,,
player,201210140sea,sea,FarwHe20,tackles_assists,2,,,,,
player,201210140sea,sea,FarwHe20,tackles_loss,0,,,,,
player,201210140sea,sea,FarwHe20,qb_hits,0,,,,,
player,201210140sea,sea,FarwHe20,fumbles_rec,0,,,,,
player,201210140sea,sea,FarwHe20,fumbles_rec_yds,0,,,,,
player,201210140sea,sea,FarwHe20,fumbles_rec_td,0,,,,,
player,201210140sea,sea,FarwHe20,fumbles_forced,0,,,,,
player,201210140sea,sea,HillLe20,def_int,0,,,,,
player,201210140sea,sea,HillLe20,def_int_yds,0,,,,,
player,201210140sea,sea,HillLe20,def_int_td,0,,,,,
player,201210140sea,sea,HillLe20,def_int_long,0,,,,,
player,201210140sea,sea,HillLe20,pass_defended,0,,,,,
player,201210140sea,sea,HillLe20,sacks,0.0,,,,,
player,201210140sea,sea,HillLe20,tackles_combined,2,,,,,
player,201210140sea,sea,HillLe20,tackles_solo,0,,,,,
player,201210140sea,sea,HillLe20,tackles_assists,2,,,,,
player,201210140sea,sea,HillLe20,tackles_loss,0,,,,,
player,201210140sea,sea,HillLe20,qb_hits,0,,,,,
player,201210140sea,sea,HillLe20,fumbles_rec,0,,,,,
player,201210140sea,sea,HillLe20,fumbles_rec_yds,0,,,,,
