game,2012,6,20121014,201210140tam,kan,"Kansas City Chiefs",10,tam,"Tampa Bay Buccaneers",38
player,201210140tam,kan,BelcJo00,fumbles_rec,0,,,,,
player,201210140tam,kan,BelcJo00,fumbles_rec_yds,0,,,,,
player,201210140tam,kan,BelcJo00,fumbles_rec_td,0,,,,,
player,201210140tam,kan,BelcJo00,fumbles_forced,0,,,,,
player,201210140tam,kan,FlowBr99,def_int,0,,,,,
player,201210140tam,kan,FlowBr99,def_int_yds,0,,,,,
player,201210140tam,kan,FlowBr99,def_int_td,0,,,,,
player,201210140tam,kan,FlowBr99,def_int_long,0,,,,,
player,201210140tam,kan,FlowBr99,pass_defended,0,,,,,
player,201210140tam,kan,FlowBr99,sacks,0.0,,,,,
player,201210140tam,kan,FlowBr99,tackles_combined,3,,,,,
player,201210140tam,kan,FlowBr99,tackles_solo,2,,,,,
player,201210140tam,kan,FlowBr99,tackles_assists,1,,,,,
player,201210140tam,kan,FlowBr99,tackles_loss,0,,,,,
player,201210140tam,kan,FlowBr99,qb_hits,0,,,,,
player,201210140tam,kan,FlowBr99,fumbles_rec,0,,,,,
player,201210140tam,kan,FlowBr99,fumbles_rec_yds,0,,,,,
player,201210140tam,kan,FlowBr99,fumbles_rec_td,0,,,,,
player,201210140tam,kan,FlowBr99,fumbles_forced,0,,,,,
player,201210140tam,kan,LewiKe00,def_int,0,,,,,
player,201210140tam,kan,LewiKe00,def_int_yds,0,,,,,
player,201210140tam,kan,LewiKe00,def_int_td,0,,,,,
player,201210140tam,kan,LewiKe00,def_int_long,0,,,,,
player,201210140tam,kan,LewiKe00,pass_defended,0,,,,,
player,201210140tam,kan,LewiKe00,sacks,0.0,,,,,
player,201210140tam,kan,LewiKe00,tackles_combined,3,,,,,
player,201210140tam,kan,LewiKe00,tackles_solo,3,,,,,
player,201210140tam,kan,LewiKe00,tackles_assists,0,,,,,
player,201210140tam,kan,LewiKe00,tackles_loss,0,,,,,
player,201210140tam,kan,LewiKe00,qb_hits,0,,,,,
player,201210140tam,kan,LewiKe00,fumbles_rec,0,,,,,
player,201210140tam,kan,LewiKe00,fumbles_rec_yds,0,,,,,
player,201210140tam,kan,LewiKe00,fumbles_rec_td,0,,,,,
player,201210140tam,kan,LewiKe00,fumbles_forced,0,,,,,
player,201210140tam,kan,RoutSt20,def_int,0,,,,,
player,201210140tam,kan,RoutSt20,def_int_yds,0,,,,,
player,201210140tam,kan,RoutSt20,def_int_td,0,,,,,
player,201210140tam,kan,RoutSt20,def_int_long,0,,,,,
player,201210140tam,kan,RoutSt20,pass_defended,0,,,,,
player,201210140tam,kan,RoutSt20,sacks,0.0,,,,,
player,201210140tam,kan,RoutSt20,tackles_combined,3,,,,,
player,201210140tam,kan,RoutSt20,tackles_solo,3,,,,,
player,201210140tam,kan,RoutSt20,tackles_assists,0,,,,,
player,201210140tam,kan,RoutSt20,tackles_loss,0,,,,,
player,201210140tam,kan,RoutSt20,qb_hits,0,,,,,
player,201210140tam,kan,RoutSt20,fumbles_rec,0,,,,,
player,201210140tam,kan,RoutSt20,fumbles_rec_yds,0,,,,,
player,201210140tam,kan,RoutSt20,fumbles_rec_td,0,,,,,
player,201210140tam,kan,RoutSt20,fumbles_forced,0,,,,,
player,201210140tam,kan,JackTy98,def_int,0,,,,,
player,201210140tam,kan,JackTy98,def_int_yds,0,,,,,
player,201210140tam,kan,JackTy98,def_int_td,0,,,,,
player,201210140tam,kan,JackTy98,def_int_long,0,,,,,
player,201210140tam,kan,JackTy98,pass_defended,1,,,,,
player,201210140tam,kan,JackTy98,sacks,0.0,,,,,
player,201210140tam,kan,JackTy98,tackles_combined,2,,,,,
player,201210140tam,kan,JackTy98,tackles_solo,1,,,,,
player,201210140tam,kan,JackTy98,tackles_assists,1,,,,,
player,201210140tam,kan,JackTy98,tackles_loss,0,,,,,
player,201210140tam,kan,JackTy98,qb_hits,0,,,,,
player,201210140tam,kan,JackTy98,fumbles_rec,0,,,,,
player,201210140tam,kan,JackTy98,fumbles_rec_yds,0,,,,,
player,201210140tam,kan,JackTy98,fumbles_rec_td,0,,,,,
player,201210140tam,kan,JackTy98,fumbles_forced,0,,,,,
player,201210140tam,kan,PitoRo00,def_int,0,,,,,
player,201210140tam,kan,PitoRo00,def_int_yds,0,,,,,
player,201210140tam,kan,PitoRo00,def_int_td,0,,,,,
player,201210140tam,kan,PitoRo00,def_int_long,0,,,,,
player,201210140tam,kan,PitoRo00,pass_defended,0,,,,,
player,201210140tam,kan,PitoRo00,sacks,0.0,,,,,
player,201210140tam,kan,PitoRo00,tackles_combined,2,,,,,
player,201210140tam,kan,PitoRo00,tackles_solo,1,,,,,
player,201210140tam,kan,PitoRo00,tackles_assists,1,,,,,
player,201210140tam,kan,PitoRo00,tackles_loss,1,,,,,
player,201210140tam,kan,PitoRo00,qb_hits,0,,,,,
player,201210140tam,kan,PitoRo00,fumbles_rec,0,,,,,
player,201210140tam,kan,PitoRo00,fumbles_rec_yds,0,,,,,
player,201210140tam,kan,PitoRo00,fumbles_rec_td,0,,,,,
player,201210140tam,kan,PitoRo00,fumbles_forced,0,,,,,
player,201210140tam,kan,PoexDo00,def_int,0,,,,,
player,201210140tam,kan,PoexDo00,def_int_yds,0,,,,,
player,201210140tam,kan,PoexDo00,def_int_td,0,,,,,
player,201210140tam,kan,PoexDo00,def_int_long,0,,,,,
player,201210140tam,kan,PoexDo00,pass_defended,0,,,,,
player,201210140tam,kan,PoexDo00,sacks,0.0,,,,,
player,201210140tam,kan,PoexDo00,tackles_combined,2,,,,,
player,201210140tam,kan,PoexDo00,tackles_solo,2,,,,,
player,201210140tam,kan,PoexDo00,tackles_assists,0,,,,,
player,201210140tam,kan,PoexDo00,tackles_loss,0,,,,,
player,201210140tam,kan,PoexDo00,qb_hits,0,,,,,
player,201210140tam,kan,PoexDo00,fumbles_rec,0,,,,,
player,201210140tam,kan,PoexDo00,fumbles_rec_yds,0,,,,,
player,201210140tam,kan,PoexDo00,fumbles_rec_td,0,,,,,
player,201210140tam,kan,PoexDo00,fumbles_forced,0,,,,,
player,201210140tam,kan,ArenJa99,def_int,0,,,,,
player,201210140tam,kan,ArenJa99,def_int_yds,0,,,,,
player,201210140tam,kan,ArenJa99,def_int_td,0,,,,,
player,201210140tam,kan,ArenJa99,def_int_long,0,,,,,
player,201210140tam,kan,ArenJa99,pass_defended,0,,,,,
player,201210140tam,kan,ArenJa99,sacks,0.0,,,,,
player,201210140tam,kan,ArenJa99,tackles_combined,1,,,,,
player,201210140tam,kan,ArenJa99,tackles_solo,0,,,,,
player,201210140tam,kan,ArenJa99,tackles_assists,1,,,,,
player,201210140tam,kan,ArenJa99,tackles_loss,0,,,,,
player,201210140tam,kan,ArenJa99,qb_hits,0,,,,,
player,201210140tam,kan,ArenJa99,fumbles_rec,0,,,,,
player,201210140tam,kan,ArenJa99,fumbles_rec_yds,0,,,,,
player,201210140tam,kan,ArenJa99,fumbles_rec_td,0,,,,,
player,201210140tam,kan,ArenJa99,fumbles_forced,0,,,,,
player,201210140tam,kan,DaniTr20,def_int,0,,,,,
player,201210140tam,kan,DaniTr20,def_int_yds,0,,,,,
player,201210140tam,kan,DaniTr20,def_int_td,0,,,,,
player,201210140tam,kan,DaniTr20,def_int_long,0,,,,,
player,201210140tam,kan,DaniTr20,pass_defended,0,,,,,
player,201210140tam,kan,DaniTr20,sacks,0.0,,,,,
player,201210140tam,kan,DaniTr20,tackles_combined,1,,,,,
player,201210140tam,kan,DaniTr20,tackles_solo,1,,,,,
player,201210140tam,kan,DaniTr20,tackles_assists,0,,,,,
player,201210140tam,kan,DaniTr20,tackles_loss,0,,,,,
player,201210140tam,kan,DaniTr20,qb_hits,0,,,,,
player,201210140tam,kan,DaniTr20,fumbles_rec,0,,,,,
player,201210140tam,kan,DaniTr20,fumbles_rec_yds,0,,,,,
player,201210140tam,kan,DaniTr20,fumbles_rec_td,0,,,,,
player,201210140tam,kan,DaniTr20,fumbles_forced,0,,,,,
player,201210140tam,kan,DrauSh00,def_int,0,,,,,
player,201210140tam,kan,DrauSh00,def_int_yds,0,,,,,
player,201210140tam,kan,DrauSh00,def_int_td,0,,,,,
player,201210140tam,kan,DrauSh00,def_int_long,0,,,,,
player,201210140tam,kan,DrauSh00,pass_defended,0,,,,,
player,201210140tam,kan,DrauSh00,sacks,0.0,,,,,
player,201210140tam,kan,DrauSh00,tackles_combined,1,,,,,
player,201210140tam,kan,DrauSh00,tackles_solo,1,,,,,
player,201210140tam,kan,DrauSh00,tackles_assists,0,,,,,
player,201210140tam,kan,DrauSh00,tackles_loss,0,,,,,
player,201210140tam,kan,DrauSh00,qb_hits,0,,,,,
player,201210140tam,kan,DrauSh00,fumbles_rec,0,,,,,
player,201210140tam,kan,DrauSh00,fumbles_rec_yds,0,,,,,
player,201210140tam,kan,DrauSh00,fumbles_rec_td,0,,,,,
player,201210140tam,kan,DrauSh00,fumbles_forced,1,,,,,
player,201210140tam,kan,EachNa00,def_int,0,,,,,
player,201210140tam,kan,EachNa00,def_int_yds,0,,,,,
player,201210140tam,kan,EachNa00,def_int_td,0,,,,,
player,201210140tam,kan,EachNa00,def_int_long,0,,,,,
player,201210140tam,kan,EachNa00,pass_defended,0,,,,,
player,201210140tam,kan,EachNa00,sacks,0.0,,,,,
player,201210140tam,kan,EachNa00,tackles_combined,1,,,,,
player,201210140tam,kan,EachNa00,tackles_solo,1,,,,,
player,201210140tam,kan,EachNa00,tackles_assists,0,,,,,
player,201210140tam,kan,EachNa00,tackles_loss,0,,,,,
player,201210140tam,kan,EachNa00,qb_hits,0,,,,,
player,201210140tam,kan,EachNa00,fumbles_rec,0,,,,,
player,201210140tam,kan,EachNa00,fumbles_rec_yds,0,,,,,
player,201210140tam,kan,EachNa00,fumbles_rec_td,0,,,,,
player,201210140tam,kan,EachNa00,fumbles_forced,0,,,,,
player,201210140tam,kan,GrayCy00,def_int,0,,,,,
player,201210140tam,kan,GrayCy00,def_int_yds,0,,,,,
player,201210140tam,kan,GrayCy00,def_int_td,0,,,,,
player,201210140tam,kan,GrayCy00,def_int_long,0,,,,,
player,201210140tam,kan,GrayCy00,pass_defended,0,,,,,
player,201210140tam,kan,GrayCy00,sacks,0.0,,,,,
player,201210140tam,kan,GrayCy00,tackles_combined,1,,,,,
player,201210140tam,kan,GrayCy00,tackles_solo,1,,,,,
player,201210140tam,kan,GrayCy00,tackles_assists,0,,,,,
player,201210140tam,kan,GrayCy00,tackles_loss,0,,,,,
player,201210140tam,kan,GrayCy00,qb_hits,0,,,,,
player,201210140tam,kan,GrayCy00,fumbles_rec,0,,,,,
player,201210140tam,kan,GrayCy00,fumbles_rec_yds,0,,,,,
player,201210140tam,kan,GrayCy00,fumbles_rec_td,0,,,,,
player,201210140tam,kan,GrayCy00,fumbles_forced,0,,,,,
player,201210140tam,kan,JoneEd22,def_int,0,,,,,
player,201210140tam,kan,JoneEd22,def_int_yds,0,,,,,
player,201210140tam,kan,JoneEd22,def_int_td,0,,,,,
player,201210140tam,kan,JoneEd22,def_int_long,0,,,,,
player,201210140tam,kan,JoneEd22,pass_defended,0,,,,,
player,201210140tam,kan,JoneEd22,sacks,0.0,,,,,
player,201210140tam,kan,JoneEd22,tackles_combined,1,,,,,
player,201210140tam,kan,JoneEd22,tackles_solo,1,,,,,
player,201210140tam,kan,JoneEd22,tackles_assists,0,,,,,
player,201210140tam,kan,JoneEd22,tackles_loss,0,,,,,
player,201210140tam,kan,JoneEd22,qb_hits,0,,,,,
player,201210140tam,kan,JoneEd22,fumbles_rec,1,,,,,
player,201210140tam,kan,JoneEd22,fumbles_rec_yds,11,,,,,
player,201210140tam,kan,JoneEd22,fumbles_rec_td,1,,,,,
player,201210140tam,kan,JoneEd22,fumbles_forced,0,,,,,
player,201210140tam,kan,StudAn99,def_int,0,,,,,
player,201210140tam,kan,StudAn99,def_int_yds,0,,,,,
player,201210140tam,kan,StudAn99,def_int_td,0,,,,,
player,201210140tam,kan,StudAn99,def_int_long,0,,,,,
player,201210140tam,kan,StudAn99,pass_defended,0,,,,,
player,201210140tam,kan,StudAn99,sacks,0.0,,,,,
player,201210140tam,kan,StudAn99,tackles_combined,1,,,,,
player,201210140tam,kan,StudAn99,tackles_solo,1,,,,,
player,201210140tam,kan,StudAn99,tackles_assists,0,,,,,
player,201210140tam,kan,StudAn99,tackles_loss,0,,,,,
player,201210140tam,kan,StudAn99,qb_hits,0,,,,,
player,201210140tam,kan,StudAn99,fumbles_rec,0,,,,,
player,201210140tam,kan,StudAn99,fumbles_rec_yds,0,,,,,
player,201210140tam,kan,StudAn99,fumbles_rec_td,0,,,,,
player,201210140tam,kan,StudAn99,fumbles_forced,0,,,,,
player,201210140tam,tam,BarrMa00,def_int,1,,,,,
player,201210140tam,tam,BarrMa00,def_int_yds,12,,,,,
player,201210140tam,tam,BarrMa00,def_int_td,0,,,,,
player,201210140tam,tam,BarrMa00,def_int_long,12,,,,,
player,201210140tam,tam,BarrMa00,pass_defended,1,,,,,
player,201210140tam,tam,BarrMa00,sacks,0.0,,,,,
player,201210140tam,tam,BarrMa00,tackles_combined,8,,,,,
player,201210140tam,tam,BarrMa00,tackles_solo,6,,,,,
player,201210140tam,tam,BarrMa00,tackles_assists,2,,,,,
player,201210140tam,tam,BarrMa00,tackles_loss,2,,,,,
player,201210140tam,tam,BarrMa00,qb_hits,0,,,,,
player,201210140tam,tam,BarrMa00,fumbles_rec,0,,,,,
player,201210140tam,tam,BarrMa00,fumbles_rec_yds,0,,,,,
player,201210140tam,tam,BarrMa00,fumbles_rec_td,0,,,,,
player,201210140tam,tam,BarrMa00,fumbles_forced,0,,,,,
player,201210140tam,tam,BarbRo00,def_int,1,,,,,
player,201210140tam,tam,BarbRo00,def_int_yds,78,,,,,
player,201210140tam,tam,BarbRo00,def_int_td,1,,,,,
player,201210140tam,tam,BarbRo00,def_int_long,78,,,,,
player,201210140tam,tam,BarbRo00,pass_defended,2,,,,,
player,201210140tam,tam,BarbRo00,sacks,0.0,,,,,
player,201210140tam,tam,BarbRo00,tackles_combined,7,,,,,
player,201210140tam,tam,BarbRo00,tackles_solo,6,,,,,
player,201210140tam,tam,BarbRo00,tackles_assists,1,,,,,
player,201210140tam,tam,BarbRo00,tackles_loss,0,,,,,
player,201210140tam,tam,BarbRo00,qb_hits,0,,,,,
player,201210140tam,tam,BarbRo00,fumbles_rec,0,,,,,
player,201210140tam,tam,BarbRo00,fumbles_rec_yds,0,,,,,
player,201210140tam,tam,BarbRo00,fumbles_rec_td,0,,,,,
player,201210140tam,tam,BarbRo00,fumbles_forced,0,,,,,
player,201210140tam,tam,DaviLa00,def_int,0,,,,,
player,201210140tam,tam,DaviLa00,def_int_yds,0,,,,,
player,201210140tam,tam,DaviLa00,def_int_td,0,,,,,
player,201210140tam,tam,DaviLa00,def_int_long,0,,,,,
player,201210140tam,tam,DaviLa00,pass_defended,0,,,,,
player,201210140tam,tam,DaviLa00,sacks,0.0,,,,,
player,201210140tam,tam,DaviLa00,tackles_combined,8,,,,,
player,201210140tam,tam,DaviLa00,tackles_solo,5,,,,,
player,201210140tam,tam,DaviLa00,tackles_assists,3,,,,,
player,201210140tam,tam,DaviLa00,tackles_loss,1,,,,,
player,201210140tam,tam,DaviLa00,qb_hits,0,,,,,
player,201210140tam,tam,DaviLa00,fumbles_rec,0,,,,,
player,201210140tam,tam,DaviLa00,fumbles_rec_yds,0,,,,,
player,201210140tam,tam,DaviLa00,fumbles_rec_td,0,,,,,
player,201210140tam,tam,DaviLa00,fumbles_forced,0,,,,,
player,201210140tam,tam,BlacQu99,def_int,0,,,,,
player,201210140tam,tam,BlacQu99,def_int_yds,0,,,,,
player,201210140tam,tam,BlacQu99,def_int_td,0,,,,,
player,201210140tam,tam,BlacQu99,def_int_long,0,,,,,
player,201210140tam,tam,BlacQu99,pass_defended,0,,,,,
player,201210140tam,tam,BlacQu99,sacks,0.0,,,,,
player,201210140tam,tam,BlacQu99,tackles_combined,7,,,,,
player,201210140tam,tam,BlacQu99,tackles_solo,5,,,,,
player,201210140tam,tam,BlacQu99,tackles_assists,2,,,,,
player,201210140tam,tam,BlacQu99,tackles_loss,0,,,,,
player,201210140tam,tam,BlacQu99,qb_hits,0,,,,,
player,201210140tam,tam,BlacQu99,fumbles_rec,0,,,,,
player,201210140tam,tam,BlacQu99,fumbles_rec_yds,0,,,,,
player,201210140tam,tam,BlacQu99,fumbles_rec_td,0,,,,,
player,201210140tam,tam,BlacQu99,fumbles_forced,0,,,,,
player,201210140tam,tam,FostMa00,def_int,0,,,,,
player,201210140tam,tam,FostMa00,def_int_yds,0,,,,,
player,201210140tam,tam,FostMa00,def_int_td,0,,,,,
player,201210140tam,tam,FostMa00,def_int_long,0,,,,,
player,201210140tam,tam,FostMa00,pass_defended,0,,,,,
player,201210140tam,tam,FostMa00,sacks,0.0,,,,,
player,201210140tam,tam,FostMa00,tackles_combined,7,,,,,
player,201210140tam,tam,FostMa00,tackles_solo,5,,,,,
player,201210140tam,tam,FostMa00,tackles_assists,2,,,,,
player,201210140tam,tam,FostMa00,tackles_loss,0,,,,,
player,201210140tam,tam,FostMa00,qb_hits,0,,,,,
player,201210140tam,tam,FostMa00,fumbles_rec,0,,,,,
player,201210140tam,tam,FostMa00,fumbles_rec_yds,0,,,,,
player,201210140tam,tam,FostMa00,fumbles_rec_td,0,,,,,
player,201210140tam,tam,FostMa00,fumbles_forced,0,,,,,
player,201210140tam,tam,GibsGa99,def_int,0,,,,,
player,201210140tam,tam,GibsGa99,def_int_yds,0,,,,,
player,201210140tam,tam,GibsGa99,def_int_td,0,,,,,
player,201210140tam,tam,GibsGa99,def_int_long,0,,,,,
player,201210140tam,tam,GibsGa99,pass_defended,0,,,,,
player,201210140tam,tam,GibsGa99,sacks,0.0,,,,,
player,201210140tam,tam,GibsGa99,tackles_combined,4,,,,,
player,201210140tam,tam,GibsGa99,tackles_solo,3,,,,,
player,201210140tam,tam,GibsGa99,tackles_assists,1,,,,,
player,201210140tam,tam,GibsGa99,tackles_loss,1,,,,,
player,201210140tam,tam,GibsGa99,qb_hits,0,,,,,
player,201210140tam,tam,GibsGa99,fumbles_rec,0,,,,,
player,201210140tam,tam,GibsGa99,fumbles_rec_yds,0,,,,,
player,201210140tam,tam,GibsGa99,fumbles_rec_td,0,,,,,
player,201210140tam,tam,GibsGa99,fumbles_forced,0,,,,,
player,201210140tam,tam,Teo-Da99,def_int,0,,,,,
player,201210140tam,tam,Teo-Da99,def_int_yds,0,,,,,
player,201210140tam,tam,Teo-Da99,def_int_td,0,,,,,
player,201210140tam,tam,Teo-Da99,def_int_long,0,,,,,
player,201210140tam,tam,Teo-Da99,pass_defended,0,,,,,
player,201210140tam,tam,Teo-Da99,sacks,0.0,,,,,
player,201210140tam,tam,Teo-Da99,tackles_combined,4,,,,,
player,201210140tam,tam,Teo-Da99,tackles_solo,2,,,,,
player,201210140tam,tam,Teo-Da99,tackles_assists,2,,,,,
player,201210140tam,tam,Teo-Da99,tackles_loss,1,,,,,
player,201210140tam,tam,Teo-Da99,qb_hits,1,,,,,
player,201210140tam,tam,Teo-Da99,fumbles_rec,0,,,,,
player,201210140tam,tam,Teo-Da99,fumbles_rec_yds,0,,,,,
player,201210140tam,tam,Teo-Da99,fumbles_rec_td,0,,,,,
player,201210140tam,tam,Teo-Da99,fumbles_forced,0,,,,,
player,201210140tam,tam,WrigEr99,def_int,0,,,,,
player,201210140tam,tam,WrigEr99,def_int_yds,0,,,,,
player,201210140tam,tam,WrigEr99,def_int_td,0,,,,,
player,201210140tam,tam,WrigEr99,def_int_long,0,,,,,
player,201210140tam,tam,WrigEr99,pass_defended,2,,,,,
player,201210140tam,tam,WrigEr99,sacks,0.0,,,,,
player,201210140tam,tam,WrigEr99,tackles_combined,4,,,,,
player,201210140tam,tam,WrigEr99,tackles_solo,3,,,,,
player,201210140tam,tam,WrigEr99,tackles_assists,1,,,,,
player,201210140tam,tam,WrigEr99,tackles_loss,0,,,,,
player,201210140tam,tam,WrigEr99,qb_hits,0,,,,,
player,201210140tam,tam,WrigEr99,fumbles_rec,0,,,,,
player,201210140tam,tam,WrigEr99,fumbles_rec_yds,0,,,,,
player,201210140tam,tam,WrigEr99,fumbles_rec_td,0,,,,,
player,201210140tam,tam,WrigEr99,fumbles_forced,0,,,,,
player,201210140tam,tam,BennMi99,def_int,0,,,,,
player,201210140tam,tam,BennMi99,def_int_yds,0,,,,,
player,201210140tam,tam,BennMi99,def_int_td,0,,,,,
player,201210140tam,tam,BennMi99,def_int_long,0,,,,,
player,201210140tam,tam,BennMi99,pass_defended,0,,,,,
player,201210140tam,tam,BennMi99,sacks,0.0,,,,,
player,201210140tam,tam,BennMi99,tackles_combined,2,,,,,
player,201210140tam,tam,BennMi99,tackles_solo,2,,,,,
player,201210140tam,tam,BennMi99,tackles_assists,0,,,,,
player,201210140tam,tam,BennMi99,tackles_loss,0,,,,,
player,201210140tam,tam,BennMi99,qb_hits,0,,,,,
player,201210140tam,tam,BennMi99,fumbles_rec,0,,,,,
player,201210140tam,tam,BennMi99,fumbles_rec_yds,0,,,,,
player,201210140tam,tam,BennMi99,fumbles_rec_td,0,,,,,
player,201210140tam,tam,BennMi99,fumbles_forced,0,,,,,
player,201210140tam,tam,BiggE.99,def_int,0,,,,,
player,201210140tam,tam,BiggE.99,def_int_yds,0,,,,,
player,201210140tam,tam,BiggE.99,def_int_td,0,,,,,
player,201210140tam,tam,BiggE.99,def_int_long,0,,,,,
player,201210140tam,tam,BiggE.99,pass_defended,1,,,,,
player,201210140tam,tam,BiggE.99,sacks,0.0,,,,,
player,201210140tam,tam,BiggE.99,tackles_combined,2,,,,,
player,201210140tam,tam,BiggE.99,tackles_solo,2,,,,,
player,201210140tam,tam,BiggE.99,tackles_assists,0,,,,,
player,201210140tam,tam,BiggE.99,tackles_loss,0,,,,,
player,201210140tam,tam,BiggE.99,qb_hits,0,,,,,
player,201210140tam,tam,BiggE.99,fumbles_rec,0,,,,,
player,201210140tam,tam,BiggE.99,fumbles_rec_yds,0,,,,,
player,201210140tam,tam,BiggE.99,fumbles_rec_td,0,,,,,
player,201210140tam,tam,BiggE.99,fumbles_forced,0,,,,,
player,201210140tam,tam,IrviCo99,def_int,0,,,,,
player,201210140tam,tam,IrviCo99,def_int_yds,0,,,,,
player,201210140tam,tam,IrviCo99,def_int_td,0,,,,,
player,201210140tam,tam,IrviCo99,def_int_long,0,,,,,
player,201210140tam,tam,IrviCo99,pass_defended,0,,,,,
player,201210140tam,tam,IrviCo99,sacks,0.0,,,,,
player,201210140tam,tam,IrviCo99,tackles_combined,2,,,,,
player,201210140tam,tam,IrviCo99,tackles_solo,1,,,,,
player,201210140tam,tam,IrviCo99,tackles_assists,1,,,,,
player,201210140tam,tam,IrviCo99,tackles_loss,0,,,,,
player,201210140tam,tam,IrviCo99,qb_hits,0,,,,,
player,201210140tam,tam,IrviCo99,fumbles_rec,0,,,,,
player,201210140tam,tam,IrviCo99,fumbles_rec_yds,0,,,,,
player,201210140tam,tam,IrviCo99,fumbles_rec_td,0,,,,,
player,201210140tam,tam,IrviCo99,fumbles_forced,0,,,,,
player,201210140tam,tam,JohnGe00,def_int,0,,,,,
player,201210140tam,tam,JohnGe00,def_int_yds,0,,,,,
player,201210140tam,tam,JohnGe00,def_int_td,0,,,,,
player,201210140tam,tam,JohnGe00,def_int_long,0,,,,,
player,201210140tam,tam,JohnGe00,pass_defended,0,,,,,
player,201210140tam,tam,JohnGe00,sacks,0.0,,,,,
player,201210140tam,tam,JohnGe00,tackles_combined,2,,,,,
player,201210140tam,tam,JohnGe00,tackles_solo,0,,,,,
player,201210140tam,tam,JohnGe00,tackles_assists,2,,,,,
player,201210140tam,tam,JohnGe00,tackles_loss,0,,,,,
player,201210140tam,tam,JohnGe00,qb_hits,0,,,,,
player,201210140tam,tam,JohnGe00,fumbles_rec,0,,,,,
player,201210140tam,tam,JohnGe00,fumbles_rec_yds,0,,,,,
player,201210140tam,tam,JohnGe00,fumbles_rec_td,0,,,,,
player,201210140tam,tam,JohnGe00,fumbles_forced,0,,,,,
player,201210140tam,tam,McDoBr99,def_int,0,,,,,
player,201210140tam,tam,McDoBr99,def_int_yds,0,,,,,
player,201210140tam,tam,McDoBr99,def_int_td,0,,,,,
player,201210140tam,tam,McDoBr99,def_int_long,0,,,,,
player,201210140tam,tam,McDoBr99,pass_defended,0,,,,,
player,201210140tam,tam,McDoBr99,sacks,0.0,,,,,
player,201210140tam,tam,McDoBr99,tackles_combined,2,,,,,
player,201210140tam,tam,McDoBr99,tackles_solo,2,,,,,
player,201210140tam,tam,McDoBr99,tackles_assists,0,,,,,
player,201210140tam,tam,McDoBr99,tackles_loss,0,,,,,
player,201210140tam,tam,McDoBr99,qb_hits,0,,,,,
player,201210140tam,tam,McDoBr99,fumbles_rec,0,,,,,
player,201210140tam,tam,McDoBr99,fumbles_rec_yds,0,,,,,
player,201210140tam,tam,McDoBr99,fumbles_rec_td,0,,,,,
player,201210140tam,tam,McDoBr99,fumbles_forced,0,,,,,
player,201210140tam,tam,BennAr00,def_int,0,,,,,
player,201210140tam,tam,BennAr00,def_int_yds,0,,,,,
player,201210140tam,tam,BennAr00,def_int_td,0,,,,,
player,201210140tam,tam,BennAr00,def_int_long,0,,,,,
player,201210140tam,tam,BennAr00,pass_defended,0,,,,,
player,201210140tam,tam,BennAr00,sacks,0.0,,,,,
player,201210140tam,tam,BennAr00,tackles_combined,1,,,,,
player,201210140tam,tam,BennAr00,tackles_solo,1,,,,,
player,201210140tam,tam,BennAr00,tackles_assists,0,,,,,
player,201210140tam,tam,BennAr00,tackles_loss,0,,,,,
player,201210140tam,tam,BennAr00,qb_hits,0,,,,,
player,201210140tam,tam,BennAr00,fumbles_rec,0,,,,,
player,201210140tam,tam,BennAr00,fumbles_rec_yds,0,,,,,
player,201210140tam,tam,BennAr00,fumbles_rec_td,0,,,,,
player,201210140tam,tam,BennAr00,fumbles_forced,0,,,,,
player,201210140tam,tam,McCoGe99,def_int,0,,,,,
player,201210140tam,tam,McCoGe99,def_int_yds,0,,,,,
player,201210140tam,tam,McCoGe99,def_int_td,0,,,,,
player,201210140tam,tam,McCoGe99,def_int_long,0,,,,,
player,201210140tam,tam,McCoGe99,pass_defended,0,,,,,
player,201210140tam,tam,McCoGe99,sacks,0.0,,,,,
player,201210140tam,tam,McCoGe99,tackles_combined,1,,,,,
player,201210140tam,tam,McCoGe99,tackles_solo,1,,,,,
player,201210140tam,tam,McCoGe99,tackles_assists,0,,,,,
player,201210140tam,tam,McCoGe99,tackles_loss,0,,,,,
player,201210140tam,tam,McCoGe99,qb_hits,0,,,,,
player,201210140tam,tam,McCoGe99,fumbles_rec,0,,,,,
player,201210140tam,tam,McCoGe99,fumbles_rec_yds,0,,,,,
player,201210140tam,tam,McCoGe99,fumbles_rec_td,0,,,,,
player,201210140tam,tam,McCoGe99,fumbles_forced,0,,,,,
player,201210140tam,tam,MillRo99,def_int,0,,,,,
player,201210140tam,tam,MillRo99,def_int_yds,0,,,,,
player,201210140tam,tam,MillRo99,def_int_td,0,,,,,
player,201210140tam,tam,MillRo99,def_int_long,0,,,,,
player,201210140tam,tam,MillRo99,pass_defended,1,,,,,
player,201210140tam,tam,MillRo99,sacks,0.0,,,,,
player,201210140tam,tam,MillRo99,tackles_combined,1,,,,,
player,201210140tam,tam,MillRo99,tackles_solo,1,,,,,
player,201210140tam,tam,MillRo99,tackles_assists,0,,,,,
player,201210140tam,tam,MillRo99,tackles_loss,0,,,,,
player,201210140tam,tam,MillRo99,qb_hits,0,,,,,
player,201210140tam,tam,MillRo99,fumbles_rec,0,,,,,
player,201210140tam,tam,MillRo99,fumbles_rec_yds,0,,,,,
