game,2012,17,20121230,201212300sdg,rai,"Oakland Raiders",21,sdg,"San Diego Chargers",24
team,201212300sdg,rai,First Downs,17,,,,,,
team,201212300sdg,sdg,First Downs,14,,,,,,
team,201212300sdg,rai,Rush-Yds-TDs,29-115-1,,,,,,
team,201212300sdg,sdg,Rush-Yds-TDs,31-70-0,,,,,,
team,201212300sdg,rai,Cmp-Att-Yd-TD-INT,13-28-150-2-1,,,,,,
team,201212300sdg,sdg,Cmp-Att-Yd-TD-INT,13-17-151-2-0,,,,,,
team,201212300sdg,rai,Sacked-Yards,0-0,,,,,,
team,201212300sdg,sdg,Sacked-Yards,2-11,,,,,,
team,201212300sdg,rai,Net Pass Yards,150,,,,,,
team,201212300sdg,sdg,Net Pass Yards,140,,,,,,
team,201212300sdg,rai,Total Yards,265,,,,,,
team,201212300sdg,sdg,Total Yards,210,,,,,,
team,201212300sdg,rai,Fumbles-Lost,1-0,,,,,,
team,201212300sdg,sdg,Fumbles-Lost,0-0,,,,,,
team,201212300sdg,rai,Turnovers,1,,,,,,
team,201212300sdg,sdg,Turnovers,0,,,,,,
team,201212300sdg,rai,Penalties-Yards,9-67,,,,,,
team,201212300sdg,sdg,Penalties-Yards,8-60,,,,,,
team,201212300sdg,rai,Third Down Conv.,8-15,,,,,,
team,201212300sdg,sdg,Third Down Conv.,2-11,,,,,,
team,201212300sdg,rai,Fourth Down Conv.,0-0,,,,,,
team,201212300sdg,sdg,Fourth Down Conv.,1-1,,,,,,
team,201212300sdg,rai,Time of Possession,28:18,,,,,,
team,201212300sdg,sdg,Time of Possession,31:42,,,,,,
player,201212300sdg,rai,PryoTe00,pass_cmp,13,,,,,
player,201212300sdg,rai,PryoTe00,pass_att,28,,,,,
player,201212300sdg,rai,PryoTe00,pass_yds,150,,,,,
player,201212300sdg,rai,PryoTe00,pass_td,2,,,,,
player,201212300sdg,rai,PryoTe00,pass_int,1,,,,,
player,201212300sdg,rai,PryoTe00,pass_sacked,0,,,,,
player,201212300sdg,rai,PryoTe00,pass_sacked_yds,0,,,,,
player,201212300sdg,rai,PryoTe00,pass_long,38,,,,,
player,201212300sdg,rai,PryoTe00,pass_rating,72.0,,,,,
player,201212300sdg,rai,PryoTe00,rush_att,9,,,,,
player,201212300sdg,rai,PryoTe00,rush_yds,49,,,,,
player,201212300sdg,rai,PryoTe00,rush_td,1,,,,,
player,201212300sdg,rai,PryoTe00,rush_long,9,,,,,
player,201212300sdg,rai,PryoTe00,targets,0,,,,,
player,201212300sdg,rai,PryoTe00,rec,0,,,,,
player,201212300sdg,rai,PryoTe00,rec_yds,0,,,,,
player,201212300sdg,rai,PryoTe00,rec_td,0,,,,,
player,201212300sdg,rai,PryoTe00,rec_long,0,,,,,
player,201212300sdg,rai,PryoTe00,fumbles,0,,,,,
player,201212300sdg,rai,PryoTe00,fumbles_lost,0,,,,,
player,201212300sdg,rai,McFaDa00,pass_cmp,0,,,,,
player,201212300sdg,rai,McFaDa00,pass_att,0,,,,,
player,201212300sdg,rai,McFaDa00,pass_yds,0,,,,,
player,201212300sdg,rai,McFaDa00,pass_td,0,,,,,
player,201212300sdg,rai,McFaDa00,pass_int,0,,,,,
player,201212300sdg,rai,McFaDa00,pass_sacked,,,,,,
player,201212300sdg,rai,McFaDa00,pass_sacked_yds,0,,,,,
player,201212300sdg,rai,McFaDa00,pass_long,0,,,,,
player,201212300sdg,rai,McFaDa00,pass_rating,,,,,,
player,201212300sdg,rai,McFaDa00,rush_att,19,,,,,
player,201212300sdg,rai,McFaDa00,rush_yds,57,,,,,
player,201212300sdg,rai,McFaDa00,rush_td,0,,,,,
player,201212300sdg,rai,McFaDa00,rush_long,8,,,,,
player,201212300sdg,rai,McFaDa00,targets,3,,,,,
player,201212300sdg,rai,McFaDa00,rec,2,,,,,
player,201212300sdg,rai,McFaDa00,rec_yds,2,,,,,
player,201212300sdg,rai,McFaDa00,rec_td,0,,,,,
player,201212300sdg,rai,McFaDa00,rec_long,3,,,,,
player,201212300sdg,rai,McFaDa00,fumbles,0,,,,,
player,201212300sdg,rai,McFaDa00,fumbles_lost,0,,,,,
player,201212300sdg,rai,GoodMi00,pass_cmp,0,,,,,
player,201212300sdg,rai,GoodMi00,pass_att,0,,,,,
