game,2012,13,20121202,201212020rav,pit,"Pittsburgh Steelers",23,rav,"Baltimore Ravens",20
player,201212020rav,pit,DwyeJo00,rec_td,0,,,,,
player,201212020rav,pit,DwyeJo00,rec_long,10,,,,,
player,201212020rav,pit,DwyeJo00,fumbles,0,,,,,
player,201212020rav,pit,DwyeJo00,fumbles_lost,0,,,,,
player,201212020rav,pit,RedmIs20,pass_cmp,0,,,,,
player,201212020rav,pit,RedmIs20,pass_att,0,,,,,
player,201212020rav,pit,RedmIs20,pass_yds,0,,,,,
player,201212020rav,pit,RedmIs20,pass_td,0,,,,,
player,201212020rav,pit,RedmIs20,pass_int,0,,,,,
player,201212020rav,pit,RedmIs20,pass_sacked,0,,,,,
player,201212020rav,pit,RedmIs20,pass_sacked_yds,0,,,,,
player,201212020rav,pit,RedmIs20,pass_long,0,,,,,
player,201212020rav,pit,RedmIs20,pass_rating,,,,,,
player,201212020rav,pit,RedmIs20,rush_att,9,,,,,
player,201212020rav,pit,RedmIs20,rush_yds,43,,,,,
player,201212020rav,pit,RedmIs20,rush_td,0,,,,,
player,201212020rav,pit,RedmIs20,rush_long,24,,,,,
player,201212020rav,pit,RedmIs20,targets,1,,,,,
player,201212020rav,pit,RedmIs20,rec,0,,,,,
player,201212020rav,pit,RedmIs20,rec_yds,0,,,,,
player,201212020rav,pit,RedmIs20,rec_td,0,,,,,
player,201212020rav,pit,RedmIs20,rec_long,0,,,,,
player,201212020rav,pit,RedmIs20,fumbles,0,,,,,
player,201212020rav,pit,RedmIs20,fumbles_lost,0,,,,,
player,201212020rav,pit,MillHe00,pass_cmp,0,,,,,
player,201212020rav,pit,MillHe00,pass_att,0,,,,,
player,201212020rav,pit,MillHe00,pass_yds,0,,,,,
player,201212020rav,pit,MillHe00,pass_td,0,,,,,
player,201212020rav,pit,MillHe00,pass_int,0,,,,,
player,201212020rav,pit,MillHe00,pass_sacked,0,,,,,
player,201212020rav,pit,MillHe00,pass_sacked_yds,0,,,,,
player,201212020rav,pit,MillHe00,pass_long,0,,,,,
player,201212020rav,pit,MillHe00,pass_rating,,,,,,
player,201212020rav,pit,MillHe00,rush_att,0,,,,,
player,201212020rav,pit,MillHe00,rush_yds,0,,,,,
player,201212020rav,pit,MillHe00,rush_td,0,,,,,
player,201212020rav,pit,MillHe00,rush_long,0,,,,,
player,201212020rav,pit,MillHe00,targets,6,,,,,
player,201212020rav,pit,MillHe00,rec,5,,,,,
player,201212020rav,pit,MillHe00,rec_yds,97,,,,,
player,201212020rav,pit,MillHe00,rec_td,1,,,,,
player,201212020rav,pit,MillHe00,rec_long,43,,,,,
player,201212020rav,pit,MillHe00,fumbles,0,,,,,
player,201212020rav,pit,MillHe00,fumbles_lost,0,,,,,
player,201212020rav,pit,SandEm00,pass_cmp,0,,,,,
player,201212020rav,pit,SandEm00,pass_att,0,,,,,
player,201212020rav,pit,SandEm00,pass_yds,0,,,,,
player,201212020rav,pit,SandEm00,pass_td,0,,,,,
player,201212020rav,pit,SandEm00,pass_int,0,,,,,
player,201212020rav,pit,SandEm00,pass_sacked,0,,,,,
player,201212020rav,pit,SandEm00,pass_sacked_yds,0,,,,,
player,201212020rav,pit,SandEm00,pass_long,0,,,,,
player,201212020rav,pit,SandEm00,pass_rating,,,,,,
player,201212020rav,pit,SandEm00,rush_att,0,,,,,
player,201212020rav,pit,SandEm00,rush_yds,0,,,,,
player,201212020rav,pit,SandEm00,rush_td,0,,,,,
player,201212020rav,pit,SandEm00,rush_long,0,,,,,
player,201212020rav,pit,SandEm00,targets,6,,,,,
player,201212020rav,pit,SandEm00,rec,5,,,,,
player,201212020rav,pit,SandEm00,rec_yds,60,,,,,
player,201212020rav,pit,SandEm00,rec_td,0,,,,,
player,201212020rav,pit,SandEm00,rec_long,21,,,,,
player,201212020rav,pit,SandEm00,fumbles,1,,,,,
player,201212020rav,pit,SandEm00,fumbles_lost,1,,,,,
player,201212020rav,pit,WallMi00,pass_cmp,0,,,,,
player,201212020rav,pit,WallMi00,pass_att,0,,,,,
player,201212020rav,pit,WallMi00,pass_yds,0,,,,,
player,201212020rav,pit,WallMi00,pass_td,0,,,,,
player,201212020rav,pit,WallMi00,pass_int,0,,,,,
player,201212020rav,pit,WallMi00,pass_sacked,0,,,,,
player,201212020rav,pit,WallMi00,pass_sacked_yds,0,,,,,
player,201212020rav,pit,WallMi00,pass_long,0,,,,,
player,201212020rav,pit,WallMi00,pass_rating,,,,,,
player,201212020rav,pit,WallMi00,rush_att,0,,,,,
player,201212020rav,pit,WallMi00,rush_yds,0,,,,,
player,201212020rav,pit,WallMi00,rush_td,0,,,,,
player,201212020rav,pit,WallMi00,rush_long,0,,,,,
player,201212020rav,pit,WallMi00,targets,8,,,,,
player,201212020rav,pit,WallMi00,rec,5,,,,,
player,201212020rav,pit,WallMi00,rec_yds,44,,,,,
player,201212020rav,pit,WallMi00,rec_td,0,,,,,
player,201212020rav,pit,WallMi00,rec_long,15,,,,,
player,201212020rav,pit,WallMi00,fumbles,0,,,,,
player,201212020rav,pit,WallMi00,fumbles_lost,0,,,,,
player,201212020rav,pit,JohnWi00,pass_cmp,0,,,,,
player,201212020rav,pit,JohnWi00,pass_att,0,,,,,
player,201212020rav,pit,JohnWi00,pass_yds,0,,,,,
player,201212020rav,pit,JohnWi00,pass_td,0,,,,,
player,201212020rav,pit,JohnWi00,pass_int,0,,,,,
player,201212020rav,pit,JohnWi00,pass_sacked,0,,,,,
player,201212020rav,pit,JohnWi00,pass_sacked_yds,0,,,,,
player,201212020rav,pit,JohnWi00,pass_long,0,,,,,
player,201212020rav,pit,JohnWi00,pass_rating,,,,,,
player,201212020rav,pit,JohnWi00,rush_att,0,,,,,
player,201212020rav,pit,JohnWi00,rush_yds,0,,,,,
player,201212020rav,pit,JohnWi00,rush_td,0,,,,,
player,201212020rav,pit,JohnWi00,rush_long,0,,,,,
player,201212020rav,pit,JohnWi00,targets,2,,,,,
player,201212020rav,pit,JohnWi00,rec,2,,,,,
player,201212020rav,pit,JohnWi00,rec_yds,9,,,,,
player,201212020rav,pit,JohnWi00,rec_td,0,,,,,
player,201212020rav,pit,JohnWi00,rec_long,6,,,,,
player,201212020rav,pit,JohnWi00,fumbles,0,,,,,
player,201212020rav,pit,JohnWi00,fumbles_lost,0,,,,,
player,201212020rav,rav,FlacJo00,pass_cmp,16,,,,,
player,201212020rav,rav,FlacJo00,pass_att,34,,,,,
player,201212020rav,rav,FlacJo00,pass_yds,188,,,,,
player,201212020rav,rav,FlacJo00,pass_td,1,,,,,
player,201212020rav,rav,FlacJo00,pass_int,1,,,,,
player,201212020rav,rav,FlacJo00,pass_sacked,3,,,,,
player,201212020rav,rav,FlacJo00,pass_sacked_yds,11,,,,,
player,201212020rav,rav,FlacJo00,pass_long,31,,,,,
player,201212020rav,rav,FlacJo00,pass_rating,61.9,,,,,
player,201212020rav,rav,FlacJo00,rush_att,1,,,,,
player,201212020rav,rav,FlacJo00,rush_yds,-1,,,,,
player,201212020rav,rav,FlacJo00,rush_td,0,,,,,
player,201212020rav,rav,FlacJo00,rush_long,-1,,,,,
player,201212020rav,rav,FlacJo00,targets,0,,,,,
player,201212020rav,rav,FlacJo00,rec,0,,,,,
player,201212020rav,rav,FlacJo00,rec_yds,0,,,,,
player,201212020rav,rav,FlacJo00,rec_td,0,,,,,
player,201212020rav,rav,FlacJo00,rec_long,0,,,,,
player,201212020rav,rav,FlacJo00,fumbles,1,,,,,
player,201212020rav,rav,FlacJo00,fumbles_lost,1,,,,,
player,201212020rav,rav,RiceRa00,pass_cmp,0,,,,,
player,201212020rav,rav,RiceRa00,pass_att,0,,,,,
player,201212020rav,rav,RiceRa00,pass_yds,0,,,,,
player,201212020rav,rav,RiceRa00,pass_td,0,,,,,
player,201212020rav,rav,RiceRa00,pass_int,0,,,,,
player,201212020rav,rav,RiceRa00,pass_sacked,0,,,,,
player,201212020rav,rav,RiceRa00,pass_sacked_yds,0,,,,,
player,201212020rav,rav,RiceRa00,pass_long,0,,,,,
player,201212020rav,rav,RiceRa00,pass_rating,,,,,,
player,201212020rav,rav,RiceRa00,rush_att,12,,,,,
player,201212020rav,rav,RiceRa00,rush_yds,78,,,,,
player,201212020rav,rav,RiceRa00,rush_td,1,,,,,
player,201212020rav,rav,RiceRa00,rush_long,34,,,,,
player,201212020rav,rav,RiceRa00,targets,2,,,,,
player,201212020rav,rav,RiceRa00,rec,1,,,,,
player,201212020rav,rav,RiceRa00,rec_yds,5,,,,,
player,201212020rav,rav,RiceRa00,rec_td,0,,,,,
player,201212020rav,rav,RiceRa00,rec_long,5,,,,,
player,201212020rav,rav,RiceRa00,fumbles,0,,,,,
player,201212020rav,rav,RiceRa00,fumbles_lost,0,,,,,
player,201212020rav,rav,PierBe00,pass_cmp,0,,,,,
player,201212020rav,rav,PierBe00,pass_att,0,,,,,
player,201212020rav,rav,PierBe00,pass_yds,0,,,,,
player,201212020rav,rav,PierBe00,pass_td,0,,,,,
player,201212020rav,rav,PierBe00,pass_int,0,,,,,
player,201212020rav,rav,PierBe00,pass_sacked,0,,,,,
player,201212020rav,rav,PierBe00,pass_sacked_yds,0,,,,,
player,201212020rav,rav,PierBe00,pass_long,0,,,,,
player,201212020rav,rav,PierBe00,pass_rating,,,,,,
player,201212020rav,rav,PierBe00,rush_att,8,,,,,
player,201212020rav,rav,PierBe00,rush_yds,34,,,,,
player,201212020rav,rav,PierBe00,rush_td,0,,,,,
player,201212020rav,rav,PierBe00,rush_long,11,,,,,
player,201212020rav,rav,PierBe00,targets,1,,,,,
player,201212020rav,rav,PierBe00,rec,1,,,,,
player,201212020rav,rav,PierBe00,rec_yds,5,,,,,
player,201212020rav,rav,PierBe00,rec_td,0,,,,,
player,201212020rav,rav,PierBe00,rec_long,5,,,,,
player,201212020rav,rav,PierBe00,fumbles,0,,,,,
player,201212020rav,rav,PierBe00,fumbles_lost,0,,,,,
player,201212020rav,rav,BoldAn00,pass_cmp,0,,,,,
player,201212020rav,rav,BoldAn00,pass_att,0,,,,,
player,201212020rav,rav,BoldAn00,pass_yds,0,,,,,
player,201212020rav,rav,BoldAn00,pass_td,0,,,,,
player,201212020rav,rav,BoldAn00,pass_int,0,,,,,
player,201212020rav,rav,BoldAn00,pass_sacked,0,,,,,
player,201212020rav,rav,BoldAn00,pass_sacked_yds,0,,,,,
player,201212020rav,rav,BoldAn00,pass_long,0,,,,,
player,201212020rav,rav,BoldAn00,pass_rating,,,,,,
player,201212020rav,rav,BoldAn00,rush_att,0,,,,,
player,201212020rav,rav,BoldAn00,rush_yds,0,,,,,
player,201212020rav,rav,BoldAn00,rush_td,0,,,,,
player,201212020rav,rav,BoldAn00,rush_long,0,,,,,
player,201212020rav,rav,BoldAn00,targets,12,,,,,
player,201212020rav,rav,BoldAn00,rec,5,,,,,
player,201212020rav,rav,BoldAn00,rec_yds,81,,,,,
player,201212020rav,rav,BoldAn00,rec_td,1,,,,,
player,201212020rav,rav,BoldAn00,rec_long,31,,,,,
player,201212020rav,rav,BoldAn00,fumbles,0,,,,,
player,201212020rav,rav,BoldAn00,fumbles_lost,0,,,,,
player,201212020rav,rav,LeacVo00,pass_cmp,0,,,,,
player,201212020rav,rav,LeacVo00,pass_att,0,,,,,
player,201212020rav,rav,LeacVo00,pass_yds,0,,,,,
player,201212020rav,rav,LeacVo00,pass_td,0,,,,,
player,201212020rav,rav,LeacVo00,pass_int,0,,,,,
player,201212020rav,rav,LeacVo00,pass_sacked,0,,,,,
player,201212020rav,rav,LeacVo00,pass_sacked_yds,0,,,,,
player,201212020rav,rav,LeacVo00,pass_long,0,,,,,
player,201212020rav,rav,LeacVo00,pass_rating,,,,,,
player,201212020rav,rav,LeacVo00,rush_att,0,,,,,
player,201212020rav,rav,LeacVo00,rush_yds,0,,,,,
player,201212020rav,rav,LeacVo00,rush_td,0,,,,,
player,201212020rav,rav,LeacVo00,rush_long,0,,,,,
player,201212020rav,rav,LeacVo00,targets,4,,,,,
player,201212020rav,rav,LeacVo00,rec,4,,,,,
player,201212020rav,rav,LeacVo00,rec_yds,40,,,,,
player,201212020rav,rav,LeacVo00,rec_td,0,,,,,
player,201212020rav,rav,LeacVo00,rec_long,12,,,,,
player,201212020rav,rav,LeacVo00,fumbles,0,,,,,
player,201212020rav,rav,LeacVo00,fumbles_lost,0,,,,,
player,201212020rav,rav,SmitTo02,pass_cmp,0,,,,,
player,201212020rav,rav,SmitTo02,pass_att,0,,,,,
player,201212020rav,rav,SmitTo02,pass_yds,0,,,,,
player,201212020rav,rav,SmitTo02,pass_td,0,,,,,
player,201212020rav,rav,SmitTo02,pass_int,0,,,,,
player,201212020rav,rav,SmitTo02,pass_sacked,0,,,,,
player,201212020rav,rav,SmitTo02,pass_sacked_yds,0,,,,,
player,201212020rav,rav,SmitTo02,pass_long,0,,,,,
player,201212020rav,rav,SmitTo02,pass_rating,,,,,,
player,201212020rav,rav,SmitTo02,rush_att,0,,,,,
player,201212020rav,rav,SmitTo02,rush_yds,0,,,,,
player,201212020rav,rav,SmitTo02,rush_td,0,,,,,
player,201212020rav,rav,SmitTo02,rush_long,0,,,,,
player,201212020rav,rav,SmitTo02,targets,8,,,,,
player,201212020rav,rav,SmitTo02,rec,3,,,,,
player,201212020rav,rav,SmitTo02,rec_yds,33,,,,,
player,201212020rav,rav,SmitTo02,rec_td,0,,,,,
player,201212020rav,rav,SmitTo02,rec_long,13,,,,,
player,201212020rav,rav,SmitTo02,fumbles,0,,,,,
player,201212020rav,rav,SmitTo02,fumbles_lost,0,,,,,
player,201212020rav,rav,PittDe00,pass_cmp,0,,,,,
player,201212020rav,rav,PittDe00,pass_att,0,,,,,
player,201212020rav,rav,PittDe00,pass_yds,0,,,,,
player,201212020rav,rav,PittDe00,pass_td,0,,,,,
player,201212020rav,rav,PittDe00,pass_int,0,,,,,
player,201212020rav,rav,PittDe00,pass_sacked,0,,,,,
player,201212020rav,rav,PittDe00,pass_sacked_yds,0,,,,,
player,201212020rav,rav,PittDe00,pass_long,0,,,,,
player,201212020rav,rav,PittDe00,pass_rating,,,,,,
player,201212020rav,rav,PittDe00,rush_att,0,,,,,
player,201212020rav,rav,PittDe00,rush_yds,0,,,,,
player,201212020rav,rav,PittDe00,rush_td,0,,,,,
player,201212020rav,rav,PittDe00,rush_long,0,,,,,
player,201212020rav,rav,PittDe00,targets,3,,,,,
player,201212020rav,rav,PittDe00,rec,1,,,,,
player,201212020rav,rav,PittDe00,rec_yds,19,,,,,
player,201212020rav,rav,PittDe00,rec_td,0,,,,,
player,201212020rav,rav,PittDe00,rec_long,19,,,,,
player,201212020rav,rav,PittDe00,fumbles,0,,,,,
player,201212020rav,rav,PittDe00,fumbles_lost,0,,,,,
player,201212020rav,rav,JoneJa03,pass_cmp,0,,,,,
player,201212020rav,rav,JoneJa03,pass_att,0,,,,,
player,201212020rav,rav,JoneJa03,pass_yds,0,,,,,
player,201212020rav,rav,JoneJa03,pass_td,0,,,,,
player,201212020rav,rav,JoneJa03,pass_int,0,,,,,
player,201212020rav,rav,JoneJa03,pass_sacked,0,,,,,
player,201212020rav,rav,JoneJa03,pass_sacked_yds,0,,,,,
player,201212020rav,rav,JoneJa03,pass_long,0,,,,,
player,201212020rav,rav,JoneJa03,pass_rating,,,,,,
player,201212020rav,rav,JoneJa03,rush_att,0,,,,,
player,201212020rav,rav,JoneJa03,rush_yds,0,,,,,
player,201212020rav,rav,JoneJa03,rush_td,0,,,,,
player,201212020rav,rav,JoneJa03,rush_long,0,,,,,
player,201212020rav,rav,JoneJa03,targets,3,,,,,
player,201212020rav,rav,JoneJa03,rec,1,,,,,
player,201212020rav,rav,JoneJa03,rec_yds,5,,,,,
player,201212020rav,rav,JoneJa03,rec_td,0,,,,,
player,201212020rav,rav,JoneJa03,rec_long,5,,,,,
player,201212020rav,rav,JoneJa03,fumbles,0,,,,,
player,201212020rav,rav,JoneJa03,fumbles_lost,0,,,,,
player,201212020rav,rav,DossTa00,pass_cmp,0,,,,,
player,201212020rav,rav,DossTa00,pass_att,0,,,,,
player,201212020rav,rav,DossTa00,pass_yds,0,,,,,
player,201212020rav,rav,DossTa00,pass_td,0,,,,,
player,201212020rav,rav,DossTa00,pass_int,0,,,,,
player,201212020rav,rav,DossTa00,pass_sacked,0,,,,,
player,201212020rav,rav,DossTa00,pass_sacked_yds,0,,,,,
player,201212020rav,rav,DossTa00,pass_long,0,,,,,
player,201212020rav,rav,DossTa00,pass_rating,,,,,,
player,201212020rav,rav,DossTa00,rush_att,0,,,,,
player,201212020rav,rav,DossTa00,rush_yds,0,,,,,
player,201212020rav,rav,DossTa00,rush_td,0,,,,,
player,201212020rav,rav,DossTa00,rush_long,0,,,,,
player,201212020rav,rav,DossTa00,targets,1,,,,,
player,201212020rav,rav,DossTa00,rec,0,,,,,
player,201212020rav,rav,DossTa00,rec_yds,0,,,,,
player,201212020rav,rav,DossTa00,rec_td,0,,,,,
player,201212020rav,rav,DossTa00,rec_long,0,,,,,
player,201212020rav,rav,DossTa00,fumbles,0,,,,,
player,201212020rav,rav,DossTa00,fumbles_lost,0,,,,,
player,201212020rav,pit,ClarRy20,def_int,1,,,,,
player,201212020rav,pit,ClarRy20,def_int_yds,0,,,,,
player,201212020rav,pit,ClarRy20,def_int_td,0,,,,,
player,201212020rav,pit,ClarRy20,def_int_long,0,,,,,
player,201212020rav,pit,ClarRy20,pass_defended,1,,,,,
player,201212020rav,pit,ClarRy20,sacks,0.0,,,,,
player,201212020rav,pit,ClarRy20,tackles_combined,4,,,,,
player,201212020rav,pit,ClarRy20,tackles_solo,3,,,,,
player,201212020rav,pit,ClarRy20,tackles_assists,1,,,,,
player,201212020rav,pit,ClarRy20,tackles_loss,0,,,,,
player,201212020rav,pit,ClarRy20,qb_hits,0,,,,,
player,201212020rav,pit,ClarRy20,fumbles_rec,0,,,,,
player,201212020rav,pit,ClarRy20,fumbles_rec_yds,0,,,,,
player,201212020rav,pit,ClarRy20,fumbles_rec_td,0,,,,,
player,201212020rav,pit,ClarRy20,fumbles_forced,0,,,,,
player,201212020rav,pit,HarrJa23,def_int,0,,,,,
player,201212020rav,pit,HarrJa23,def_int_yds,0,,,,,
player,201212020rav,pit,HarrJa23,def_int_td,0,,,,,
player,201212020rav,pit,HarrJa23,def_int_long,0,,,,,
player,201212020rav,pit,HarrJa23,pass_defended,0,,,,,
player,201212020rav,pit,HarrJa23,sacks,1.0,,,,,
player,201212020rav,pit,HarrJa23,tackles_combined,7,,,,,
player,201212020rav,pit,HarrJa23,tackles_solo,6,,,,,
player,201212020rav,pit,HarrJa23,tackles_assists,1,,,,,
player,201212020rav,pit,HarrJa23,tackles_loss,0,,,,,
player,201212020rav,pit,HarrJa23,qb_hits,2,,,,,
player,201212020rav,pit,HarrJa23,fumbles_rec,0,,,,,
player,201212020rav,pit,HarrJa23,fumbles_rec_yds,0,,,,,
player,201212020rav,pit,HarrJa23,fumbles_rec_td,0,,,,,
player,201212020rav,pit,HarrJa23,fumbles_forced,1,,,,,
player,201212020rav,pit,FootLa20,def_int,0,,,,,
player,201212020rav,pit,FootLa20,def_int_yds,0,,,,,
player,201212020rav,pit,FootLa20,def_int_td,0,,,,,
player,201212020rav,pit,FootLa20,def_int_long,0,,,,,
player,201212020rav,pit,FootLa20,pass_defended,1,,,,,
player,201212020rav,pit,FootLa20,sacks,1.0,,,,,
player,201212020rav,pit,FootLa20,tackles_combined,6,,,,,
player,201212020rav,pit,FootLa20,tackles_solo,5,,,,,
player,201212020rav,pit,FootLa20,tackles_assists,1,,,,,
player,201212020rav,pit,FootLa20,tackles_loss,1,,,,,
player,201212020rav,pit,FootLa20,qb_hits,2,,,,,
player,201212020rav,pit,FootLa20,fumbles_rec,0,,,,,
player,201212020rav,pit,FootLa20,fumbles_rec_yds,0,,,,,
player,201212020rav,pit,FootLa20,fumbles_rec_td,0,,,,,
player,201212020rav,pit,FootLa20,fumbles_forced,0,,,,,
player,201212020rav,pit,HoodEv99,def_int,0,,,,,
player,201212020rav,pit,HoodEv99,def_int_yds,0,,,,,
player,201212020rav,pit,HoodEv99,def_int_td,0,,,,,
player,201212020rav,pit,HoodEv99,def_int_long,0,,,,,
player,201212020rav,pit,HoodEv99,pass_defended,0,,,,,
player,201212020rav,pit,HoodEv99,sacks,1.0,,,,,
player,201212020rav,pit,HoodEv99,tackles_combined,5,,,,,
player,201212020rav,pit,HoodEv99,tackles_solo,4,,,,,
player,201212020rav,pit,HoodEv99,tackles_assists,1,,,,,
player,201212020rav,pit,HoodEv99,tackles_loss,2,,,,,
player,201212020rav,pit,HoodEv99,qb_hits,1,,,,,
player,201212020rav,pit,HoodEv99,fumbles_rec,1,,,,,
player,201212020rav,pit,HoodEv99,fumbles_rec_yds,0,,,,,
player,201212020rav,pit,HoodEv99,fumbles_rec_td,0,,,,,
player,201212020rav,pit,HoodEv99,fumbles_forced,0,,,,,
player,201212020rav,pit,AlleCo00,def_int,0,,,,,
player,201212020rav,pit,AlleCo00,def_int_yds,0,,,,,
player,201212020rav,pit,AlleCo00,def_int_td,0,,,,,
player,201212020rav,pit,AlleCo00,def_int_long,0,,,,,
player,201212020rav,pit,AlleCo00,pass_defended,3,,,,,
player,201212020rav,pit,AlleCo00,sacks,0.0,,,,,
player,201212020rav,pit,AlleCo00,tackles_combined,5,,,,,
player,201212020rav,pit,AlleCo00,tackles_solo,2,,,,,
player,201212020rav,pit,AlleCo00,tackles_assists,3,,,,,
player,201212020rav,pit,AlleCo00,tackles_loss,0,,,,,
player,201212020rav,pit,AlleCo00,qb_hits,0,,,,,
player,201212020rav,pit,AlleCo00,fumbles_rec,0,,,,,
player,201212020rav,pit,AlleCo00,fumbles_rec_yds,0,,,,,
player,201212020rav,pit,AlleCo00,fumbles_rec_td,0,,,,,
player,201212020rav,pit,AlleCo00,fumbles_forced,0,,,,,
player,201212020rav,pit,LewiKe96,def_int,0,,,,,
player,201212020rav,pit,LewiKe96,def_int_yds,0,,,,,
player,201212020rav,pit,LewiKe96,def_int_td,0,,,,,
player,201212020rav,pit,LewiKe96,def_int_long,0,,,,,
player,201212020rav,pit,LewiKe96,pass_defended,1,,,,,
player,201212020rav,pit,LewiKe96,sacks,0.0,,,,,
player,201212020rav,pit,LewiKe96,tackles_combined,4,,,,,
player,201212020rav,pit,LewiKe96,tackles_solo,4,,,,,
player,201212020rav,pit,LewiKe96,tackles_assists,0,,,,,
player,201212020rav,pit,LewiKe96,tackles_loss,0,,,,,
player,201212020rav,pit,LewiKe96,qb_hits,0,,,,,
player,201212020rav,pit,LewiKe96,fumbles_rec,0,,,,,
player,201212020rav,pit,LewiKe96,fumbles_rec_yds,0,,,,,
player,201212020rav,pit,LewiKe96,fumbles_rec_td,0,,,,,
player,201212020rav,pit,LewiKe96,fumbles_forced,0,,,,,
