game,2012,2,20120916,201209160sea,dal,"Dallas Cowboys",7,sea,"Seattle Seahawks",27
player,201209160sea,dal,LissSe99,tackles_solo,3,,,,,
player,201209160sea,dal,LissSe99,tackles_assists,7,,,,,
player,201209160sea,dal,LissSe99,tackles_loss,0,,,,,
player,201209160sea,dal,LissSe99,qb_hits,0,,,,,
player,201209160sea,dal,LissSe99,fumbles_rec,0,,,,,
player,201209160sea,dal,LissSe99,fumbles_rec_yds,0,,,,,
player,201209160sea,dal,LissSe99,fumbles_rec_td,0,,,,,
player,201209160sea,dal,LissSe99,fumbles_forced,0,,,,,
player,201209160sea,dal,WareDe99,def_int,0,,,,,
player,201209160sea,dal,WareDe99,def_int_yds,0,,,,,
player,201209160sea,dal,WareDe99,def_int_td,0,,,,,
player,201209160sea,dal,WareDe99,def_int_long,0,,,,,
player,201209160sea,dal,WareDe99,pass_defended,0,,,,,
player,201209160sea,dal,WareDe99,sacks,0.0,,,,,
player,201209160sea,dal,WareDe99,tackles_combined,8,,,,,
player,201209160sea,dal,WareDe99,tackles_solo,2,,,,,
player,201209160sea,dal,WareDe99,tackles_assists,6,,,,,
player,201209160sea,dal,WareDe99,tackles_loss,1,,,,,
player,201209160sea,dal,WareDe99,qb_hits,1,,,,,
player,201209160sea,dal,WareDe99,fumbles_rec,0,,,,,
player,201209160sea,dal,WareDe99,fumbles_rec_yds,0,,,,,
player,201209160sea,dal,WareDe99,fumbles_rec_td,0,,,,,
player,201209160sea,dal,WareDe99,fumbles_forced,0,,,,,
player,201209160sea,dal,McCrDa00,def_int,0,,,,,
player,201209160sea,dal,McCrDa00,def_int_yds,0,,,,,
player,201209160sea,dal,McCrDa00,def_int_td,0,,,,,
player,201209160sea,dal,McCrDa00,def_int_long,0,,,,,
player,201209160sea,dal,McCrDa00,pass_defended,0,,,,,
player,201209160sea,dal,McCrDa00,sacks,0.0,,,,,
player,201209160sea,dal,McCrDa00,tackles_combined,7,,,,,
player,201209160sea,dal,McCrDa00,tackles_solo,4,,,,,
player,201209160sea,dal,McCrDa00,tackles_assists,3,,,,,
player,201209160sea,dal,McCrDa00,tackles_loss,0,,,,,
player,201209160sea,dal,McCrDa00,qb_hits,0,,,,,
player,201209160sea,dal,McCrDa00,fumbles_rec,0,,,,,
player,201209160sea,dal,McCrDa00,fumbles_rec_yds,0,,,,,
player,201209160sea,dal,McCrDa00,fumbles_rec_td,0,,,,,
player,201209160sea,dal,McCrDa00,fumbles_forced,0,,,,,
player,201209160sea,dal,SpeaMa21,def_int,0,,,,,
player,201209160sea,dal,SpeaMa21,def_int_yds,0,,,,,
player,201209160sea,dal,SpeaMa21,def_int_td,0,,,,,
player,201209160sea,dal,SpeaMa21,def_int_long,0,,,,,
player,201209160sea,dal,SpeaMa21,pass_defended,0,,,,,
player,201209160sea,dal,SpeaMa21,sacks,0.0,,,,,
player,201209160sea,dal,SpeaMa21,tackles_combined,5,,,,,
player,201209160sea,dal,SpeaMa21,tackles_solo,0,,,,,
player,201209160sea,dal,SpeaMa21,tackles_assists,5,,,,,
player,201209160sea,dal,SpeaMa21,tackles_loss,0,,,,,
player,201209160sea,dal,SpeaMa21,qb_hits,0,,,,,
player,201209160sea,dal,SpeaMa21,fumbles_rec,0,,,,,
player,201209160sea,dal,SpeaMa21,fumbles_rec_yds,0,,,,,
player,201209160sea,dal,SpeaMa21,fumbles_rec_td,0,,,,,
player,201209160sea,dal,SpeaMa21,fumbles_forced,0,,,,,
player,201209160sea,dal,ConnDa99,def_int,0,,,,,
player,201209160sea,dal,ConnDa99,def_int_yds,0,,,,,
player,201209160sea,dal,ConnDa99,def_int_td,0,,,,,
player,201209160sea,dal,ConnDa99,def_int_long,0,,,,,
player,201209160sea,dal,ConnDa99,pass_defended,0,,,,,
player,201209160sea,dal,ConnDa99,sacks,0.0,,,,,
player,201209160sea,dal,ConnDa99,tackles_combined,4,,,,,
player,201209160sea,dal,ConnDa99,tackles_solo,3,,,,,
player,201209160sea,dal,ConnDa99,tackles_assists,1,,,,,
player,201209160sea,dal,ConnDa99,tackles_loss,0,,,,,
player,201209160sea,dal,ConnDa99,qb_hits,0,,,,,
player,201209160sea,dal,ConnDa99,fumbles_rec,0,,,,,
player,201209160sea,dal,ConnDa99,fumbles_rec_yds,0,,,,,
player,201209160sea,dal,ConnDa99,fumbles_rec_td,0,,,,,
player,201209160sea,dal,ConnDa99,fumbles_forced,0,,,,,
player,201209160sea,dal,HatcJa20,def_int,0,,,,,
player,201209160sea,dal,HatcJa20,def_int_yds,0,,,,,
player,201209160sea,dal,HatcJa20,def_int_td,0,,,,,
player,201209160sea,dal,HatcJa20,def_int_long,0,,,,,
player,201209160sea,dal,HatcJa20,pass_defended,0,,,,,
player,201209160sea,dal,HatcJa20,sacks,0.0,,,,,
player,201209160sea,dal,HatcJa20,tackles_combined,4,,,,,
player,201209160sea,dal,HatcJa20,tackles_solo,1,,,,,
player,201209160sea,dal,HatcJa20,tackles_assists,3,,,,,
player,201209160sea,dal,HatcJa20,tackles_loss,0,,,,,
player,201209160sea,dal,HatcJa20,qb_hits,0,,,,,
player,201209160sea,dal,HatcJa20,fumbles_rec,0,,,,,
player,201209160sea,dal,HatcJa20,fumbles_rec_yds,0,,,,,
player,201209160sea,dal,HatcJa20,fumbles_rec_td,0,,,,,
player,201209160sea,dal,HatcJa20,fumbles_forced,0,,,,,
player,201209160sea,dal,BrenJo00,def_int,0,,,,,
player,201209160sea,dal,BrenJo00,def_int_yds,0,,,,,
player,201209160sea,dal,BrenJo00,def_int_td,0,,,,,
player,201209160sea,dal,BrenJo00,def_int_long,0,,,,,
player,201209160sea,dal,BrenJo00,pass_defended,0,,,,,
player,201209160sea,dal,BrenJo00,sacks,0.0,,,,,
player,201209160sea,dal,BrenJo00,tackles_combined,3,,,,,
player,201209160sea,dal,BrenJo00,tackles_solo,0,,,,,
player,201209160sea,dal,BrenJo00,tackles_assists,3,,,,,
player,201209160sea,dal,BrenJo00,tackles_loss,,,,,,
player,201209160sea,dal,BrenJo00,qb_hits,,,,,,
player,201209160sea,dal,BrenJo00,fumbles_rec,0,,,,,
player,201209160sea,dal,BrenJo00,fumbles_rec_yds,0,,,,,
player,201209160sea,dal,BrenJo00,fumbles_rec_td,0,,,,,
player,201209160sea,dal,BrenJo00,fumbles_forced,0,,,,,
player,201209160sea,dal,CarrBr99,def_int,0,,,,,
player,201209160sea,dal,CarrBr99,def_int_yds,0,,,,,
player,201209160sea,dal,CarrBr99,def_int_td,0,,,,,
player,201209160sea,dal,CarrBr99,def_int_long,0,,,,,
player,201209160sea,dal,CarrBr99,pass_defended,0,,,,,
player,201209160sea,dal,CarrBr99,sacks,0.0,,,,,
player,201209160sea,dal,CarrBr99,tackles_combined,2,,,,,
player,201209160sea,dal,CarrBr99,tackles_solo,2,,,,,
player,201209160sea,dal,CarrBr99,tackles_assists,0,,,,,
player,201209160sea,dal,CarrBr99,tackles_loss,0,,,,,
player,201209160sea,dal,CarrBr99,qb_hits,0,,,,,
player,201209160sea,dal,CarrBr99,fumbles_rec,0,,,,,
player,201209160sea,dal,CarrBr99,fumbles_rec_yds,0,,,,,
player,201209160sea,dal,CarrBr99,fumbles_rec_td,0,,,,,
player,201209160sea,dal,CarrBr99,fumbles_forced,0,,,,,
player,201209160sea,dal,ClaiMo00,def_int,0,,,,,
player,201209160sea,dal,ClaiMo00,def_int_yds,0,,,,,
player,201209160sea,dal,ClaiMo00,def_int_td,0,,,,,
player,201209160sea,dal,ClaiMo00,def_int_long,0,,,,,
player,201209160sea,dal,ClaiMo00,pass_defended,1,,,,,
player,201209160sea,dal,ClaiMo00,sacks,0.0,,,,,
player,201209160sea,dal,ClaiMo00,tackles_combined,2,,,,,
player,201209160sea,dal,ClaiMo00,tackles_solo,1,,,,,
player,201209160sea,dal,ClaiMo00,tackles_assists,1,,,,,
player,201209160sea,dal,ClaiMo00,tackles_loss,0,,,,,
player,201209160sea,dal,ClaiMo00,qb_hits,0,,,,,
player,201209160sea,dal,ClaiMo00,fumbles_rec,0,,,,,
player,201209160sea,dal,ClaiMo00,fumbles_rec_yds,0,,,,,
player,201209160sea,dal,ClaiMo00,fumbles_rec_td,0,,,,,
player,201209160sea,dal,ClaiMo00,fumbles_forced,0,,,,,
player,201209160sea,dal,ColeKe20,def_int,0,,,,,
player,201209160sea,dal,ColeKe20,def_int_yds,0,,,,,
player,201209160sea,dal,ColeKe20,def_int_td,0,,,,,
player,201209160sea,dal,ColeKe20,def_int_long,0,,,,,
player,201209160sea,dal,ColeKe20,pass_defended,0,,,,,
player,201209160sea,dal,ColeKe20,sacks,0.0,,,,,
player,201209160sea,dal,ColeKe20,tackles_combined,2,,,,,
player,201209160sea,dal,ColeKe20,tackles_solo,2,,,,,
player,201209160sea,dal,ColeKe20,tackles_assists,0,,,,,
player,201209160sea,dal,ColeKe20,tackles_loss,0,,,,,
player,201209160sea,dal,ColeKe20,qb_hits,0,,,,,
player,201209160sea,dal,ColeKe20,fumbles_rec,0,,,,,
player,201209160sea,dal,ColeKe20,fumbles_rec_yds,0,,,,,
player,201209160sea,dal,ColeKe20,fumbles_rec_td,0,,,,,
player,201209160sea,dal,ColeKe20,fumbles_forced,0,,,,,
player,201209160sea,dal,SensGe20,def_int,0,,,,,
player,201209160sea,dal,SensGe20,def_int_yds,0,,,,,
player,201209160sea,dal,SensGe20,def_int_td,0,,,,,
player,201209160sea,dal,SensGe20,def_int_long,0,,,,,
player,201209160sea,dal,SensGe20,pass_defended,0,,,,,
player,201209160sea,dal,SensGe20,sacks,0.0,,,,,
player,201209160sea,dal,SensGe20,tackles_combined,2,,,,,
player,201209160sea,dal,SensGe20,tackles_solo,2,,,,,
player,201209160sea,dal,SensGe20,tackles_assists,0,,,,,
player,201209160sea,dal,SensGe20,tackles_loss,0,,,,,
player,201209160sea,dal,SensGe20,qb_hits,0,,,,,
player,201209160sea,dal,SensGe20,fumbles_rec,0,,,,,
player,201209160sea,dal,SensGe20,fumbles_rec_yds,0,,,,,
player,201209160sea,dal,SensGe20,fumbles_rec_td,0,,,,,
player,201209160sea,dal,SensGe20,fumbles_forced,0,,,,,
player,201209160sea,dal,ButlVi99,def_int,0,,,,,
player,201209160sea,dal,ButlVi99,def_int_yds,0,,,,,
player,201209160sea,dal,ButlVi99,def_int_td,0,,,,,
player,201209160sea,dal,ButlVi99,def_int_long,0,,,,,
player,201209160sea,dal,ButlVi99,pass_defended,1,,,,,
player,201209160sea,dal,ButlVi99,sacks,0.0,,,,,
player,201209160sea,dal,ButlVi99,tackles_combined,1,,,,,
player,201209160sea,dal,ButlVi99,tackles_solo,1,,,,,
player,201209160sea,dal,ButlVi99,tackles_assists,0,,,,,
player,201209160sea,dal,ButlVi99,tackles_loss,0,,,,,
player,201209160sea,dal,ButlVi99,qb_hits,0,,,,,
player,201209160sea,dal,ButlVi99,fumbles_rec,0,,,,,
player,201209160sea,dal,ButlVi99,fumbles_rec_yds,0,,,,,
player,201209160sea,dal,ButlVi99,fumbles_rec_td,0,,,,,
player,201209160sea,dal,ButlVi99,fumbles_forced,0,,,,,
player,201209160sea,dal,ChurBa99,def_int,0,,,,,
player,201209160sea,dal,ChurBa99,def_int_yds,0,,,,,
player,201209160sea,dal,ChurBa99,def_int_td,0,,,,,
player,201209160sea,dal,ChurBa99,def_int_long,0,,,,,
player,201209160sea,dal,ChurBa99,pass_defended,0,,,,,
player,201209160sea,dal,ChurBa99,sacks,0.0,,,,,
player,201209160sea,dal,ChurBa99,tackles_combined,1,,,,,
player,201209160sea,dal,ChurBa99,tackles_solo,0,,,,,
player,201209160sea,dal,ChurBa99,tackles_assists,1,,,,,
player,201209160sea,dal,ChurBa99,tackles_loss,0,,,,,
player,201209160sea,dal,ChurBa99,qb_hits,0,,,,,
player,201209160sea,dal,ChurBa99,fumbles_rec,0,,,,,
player,201209160sea,dal,ChurBa99,fumbles_rec_yds,0,,,,,
player,201209160sea,dal,ChurBa99,fumbles_rec_td,0,,,,,
player,201209160sea,dal,ChurBa99,fumbles_forced,0,,,,,
player,201209160sea,dal,CrawTy00,def_int,0,,,,,
player,201209160sea,dal,CrawTy00,def_int_yds,0,,,,,
player,201209160sea,dal,CrawTy00,def_int_td,0,,,,,
player,201209160sea,dal,CrawTy00,def_int_long,0,,,,,
player,201209160sea,dal,CrawTy00,pass_defended,0,,,,,
player,201209160sea,dal,CrawTy00,sacks,0.0,,,,,
player,201209160sea,dal,CrawTy00,tackles_combined,1,,,,,
player,201209160sea,dal,CrawTy00,tackles_solo,0,,,,,
player,201209160sea,dal,CrawTy00,tackles_assists,1,,,,,
player,201209160sea,dal,CrawTy00,tackles_loss,0,,,,,
player,201209160sea,dal,CrawTy00,qb_hits,0,,,,,
player,201209160sea,dal,CrawTy00,fumbles_rec,0,,,,,
player,201209160sea,dal,CrawTy00,fumbles_rec_yds,0,,,,,
player,201209160sea,dal,CrawTy00,fumbles_rec_td,0,,,,,
player,201209160sea,dal,CrawTy00,fumbles_forced,0,,,,,
player,201209160sea,dal,ScanOr99,def_int,0,,,,,
player,201209160sea,dal,ScanOr99,def_int_yds,0,,,,,
player,201209160sea,dal,ScanOr99,def_int_td,0,,,,,
player,201209160sea,dal,ScanOr99,def_int_long,0,,,,,
player,201209160sea,dal,ScanOr99,pass_defended,0,,,,,
player,201209160sea,dal,ScanOr99,sacks,0.0,,,,,
player,201209160sea,dal,ScanOr99,tackles_combined,1,,,,,
player,201209160sea,dal,ScanOr99,tackles_solo,1,,,,,
player,201209160sea,dal,ScanOr99,tackles_assists,0,,,,,
player,201209160sea,dal,ScanOr99,tackles_loss,0,,,,,
player,201209160sea,dal,ScanOr99,qb_hits,0,,,,,
player,201209160sea,dal,ScanOr99,fumbles_rec,0,,,,,
player,201209160sea,dal,ScanOr99,fumbles_rec_yds,0,,,,,
player,201209160sea,dal,ScanOr99,fumbles_rec_td,0,,,,,
player,201209160sea,dal,ScanOr99,fumbles_forced,0,,,,,
player,201209160sea,dal,VickLa00,def_int,0,,,,,
player,201209160sea,dal,VickLa00,def_int_yds,0,,,,,
player,201209160sea,dal,VickLa00,def_int_td,0,,,,,
player,201209160sea,dal,VickLa00,def_int_long,0,,,,,
player,201209160sea,dal,VickLa00,pass_defended,0,,,,,
player,201209160sea,dal,VickLa00,sacks,0.0,,,,,
player,201209160sea,dal,VickLa00,tackles_combined,1,,,,,
player,201209160sea,dal,VickLa00,tackles_solo,1,,,,,
player,201209160sea,dal,VickLa00,tackles_assists,0,,,,,
player,201209160sea,dal,VickLa00,tackles_loss,0,,,,,
player,201209160sea,dal,VickLa00,qb_hits,0,,,,,
player,201209160sea,dal,VickLa00,fumbles_rec,0,,,,,
player,201209160sea,dal,VickLa00,fumbles_rec_yds,0,,,,,
player,201209160sea,dal,VickLa00,fumbles_rec_td,0,,,,,
player,201209160sea,dal,VickLa00,fumbles_forced,0,,,,,
player,201209160sea,dal,BryaDe01,def_int,0,,,,,
player,201209160sea,dal,BryaDe01,def_int_yds,0,,,,,
player,201209160sea,dal,BryaDe01,def_int_td,0,,,,,
player,201209160sea,dal,BryaDe01,def_int_long,0,,,,,
player,201209160sea,dal,BryaDe01,pass_defended,0,,,,,
player,201209160sea,dal,BryaDe01,sacks,0.0,,,,,
player,201209160sea,dal,BryaDe01,tackles_combined,0,,,,,
player,201209160sea,dal,BryaDe01,tackles_solo,0,,,,,
player,201209160sea,dal,BryaDe01,tackles_assists,0,,,,,
player,201209160sea,dal,BryaDe01,tackles_loss,0,,,,,
player,201209160sea,dal,BryaDe01,qb_hits,0,,,,,
player,201209160sea,dal,BryaDe01,fumbles_rec,1,,,,,
player,201209160sea,dal,BryaDe01,fumbles_rec_yds,0,,,,,
player,201209160sea,dal,BryaDe01,fumbles_rec_td,0,,,,,
player,201209160sea,dal,BryaDe01,fumbles_forced,0,,,,,
player,201209160sea,dal,RomoTo00,def_int,0,,,,,
player,201209160sea,dal,RomoTo00,def_int_yds,0,,,,,
player,201209160sea,dal,RomoTo00,def_int_td,0,,,,,
player,201209160sea,dal,RomoTo00,def_int_long,0,,,,,
player,201209160sea,dal,RomoTo00,pass_defended,0,,,,,
player,201209160sea,dal,RomoTo00,sacks,0.0,,,,,
player,201209160sea,dal,RomoTo00,tackles_combined,0,,,,,
player,201209160sea,dal,RomoTo00,tackles_solo,0,,,,,
player,201209160sea,dal,RomoTo00,tackles_assists,0,,,,,
player,201209160sea,dal,RomoTo00,tackles_loss,0,,,,,
player,201209160sea,dal,RomoTo00,qb_hits,0,,,,,
player,201209160sea,dal,RomoTo00,fumbles_rec,1,,,,,
player,201209160sea,dal,RomoTo00,fumbles_rec_yds,-3,,,,,
player,201209160sea,dal,RomoTo00,fumbles_rec_td,0,,,,,
player,201209160sea,dal,RomoTo00,fumbles_forced,0,,,,,
player,201209160sea,sea,BrowBr00,def_int,1,,,,,
player,201209160sea,sea,BrowBr00,def_int_yds,35,,,,,
player,201209160sea,sea,BrowBr00,def_int_td,0,,,,,
player,201209160sea,sea,BrowBr00,def_int_long,35,,,,,
player,201209160sea,sea,BrowBr00,pass_defended,1,,,,,
player,201209160sea,sea,BrowBr00,sacks,0.0,,,,,
player,201209160sea,sea,BrowBr00,tackles_combined,4,,,,,
player,201209160sea,sea,BrowBr00,tackles_solo,4,,,,,
player,201209160sea,sea,BrowBr00,tackles_assists,0,,,,,
player,201209160sea,sea,BrowBr00,tackles_loss,0,,,,,
player,201209160sea,sea,BrowBr00,qb_hits,0,,,,,
player,201209160sea,sea,BrowBr00,fumbles_rec,0,,,,,
player,201209160sea,sea,BrowBr00,fumbles_rec_yds,0,,,,,
player,201209160sea,sea,BrowBr00,fumbles_rec_td,0,,,,,
player,201209160sea,sea,BrowBr00,fumbles_forced,1,,,,,
player,201209160sea,sea,IrviBr00,def_int,0,,,,,
player,201209160sea,sea,IrviBr00,def_int_yds,0,,,,,
player,201209160sea,sea,IrviBr00,def_int_td,0,,,,,
player,201209160sea,sea,IrviBr00,def_int_long,0,,,,,
player,201209160sea,sea,IrviBr00,pass_defended,0,,,,,
player,201209160sea,sea,IrviBr00,sacks,0.5,,,,,
player,201209160sea,sea,IrviBr00,tackles_combined,1,,,,,
player,201209160sea,sea,IrviBr00,tackles_solo,0,,,,,
player,201209160sea,sea,IrviBr00,tackles_assists,1,,,,,
player,201209160sea,sea,IrviBr00,tackles_loss,0,,,,,
player,201209160sea,sea,IrviBr00,qb_hits,1,,,,,
player,201209160sea,sea,IrviBr00,fumbles_rec,0,,,,,
player,201209160sea,sea,IrviBr00,fumbles_rec_yds,0,,,,,
player,201209160sea,sea,IrviBr00,fumbles_rec_td,0,,,,,
player,201209160sea,sea,IrviBr00,fumbles_forced,0,,,,,
player,201209160sea,sea,JoneJa99,def_int,0,,,,,
player,201209160sea,sea,JoneJa99,def_int_yds,0,,,,,
player,201209160sea,sea,JoneJa99,def_int_td,0,,,,,
player,201209160sea,sea,JoneJa99,def_int_long,0,,,,,
player,201209160sea,sea,JoneJa99,pass_defended,0,,,,,
player,201209160sea,sea,JoneJa99,sacks,0.5,,,,,
player,201209160sea,sea,JoneJa99,tackles_combined,1,,,,,
player,201209160sea,sea,JoneJa99,tackles_solo,0,,,,,
player,201209160sea,sea,JoneJa99,tackles_assists,1,,,,,
player,201209160sea,sea,JoneJa99,tackles_loss,0,,,,,
player,201209160sea,sea,JoneJa99,qb_hits,1,,,,,
player,201209160sea,sea,JoneJa99,fumbles_rec,0,,,,,
player,201209160sea,sea,JoneJa99,fumbles_rec_yds,0,,,,,
player,201209160sea,sea,JoneJa99,fumbles_rec_td,0,,,,,
player,201209160sea,sea,JoneJa99,fumbles_forced,0,,,,,
player,201209160sea,sea,ChanKa99,def_int,0,,,,,
player,201209160sea,sea,ChanKa99,def_int_yds,0,,,,,
player,201209160sea,sea,ChanKa99,def_int_td,0,,,,,
player,201209160sea,sea,ChanKa99,def_int_long,0,,,,,
player,201209160sea,sea,ChanKa99,pass_defended,0,,,,,
player,201209160sea,sea,ChanKa99,sacks,0.0,,,,,
player,201209160sea,sea,ChanKa99,tackles_combined,9,,,,,
player,201209160sea,sea,ChanKa99,tackles_solo,7,,,,,
player,201209160sea,sea,ChanKa99,tackles_assists,2,,,,,
player,201209160sea,sea,ChanKa99,tackles_loss,0,,,,,
player,201209160sea,sea,ChanKa99,qb_hits,0,,,,,
player,201209160sea,sea,ChanKa99,fumbles_rec,0,,,,,
player,201209160sea,sea,ChanKa99,fumbles_rec_yds,0,,,,,
player,201209160sea,sea,ChanKa99,fumbles_rec_td,0,,,,,
player,201209160sea,sea,ChanKa99,fumbles_forced,0,,,,,
player,201209160sea,sea,HillLe20,def_int,0,,,,,
player,201209160sea,sea,HillLe20,def_int_yds,0,,,,,
player,201209160sea,sea,HillLe20,def_int_td,0,,,,,
player,201209160sea,sea,HillLe20,def_int_long,0,,,,,
player,201209160sea,sea,HillLe20,pass_defended,0,,,,,
player,201209160sea,sea,HillLe20,sacks,0.0,,,,,
player,201209160sea,sea,HillLe20,tackles_combined,5,,,,,
player,201209160sea,sea,HillLe20,tackles_solo,3,,,,,
player,201209160sea,sea,HillLe20,tackles_assists,2,,,,,
player,201209160sea,sea,HillLe20,tackles_loss,0,,,,,
player,201209160sea,sea,HillLe20,qb_hits,0,,,,,
player,201209160sea,sea,HillLe20,fumbles_rec,0,,,,,
player,201209160sea,sea,HillLe20,fumbles_rec_yds,0,,,,,
player,201209160sea,sea,HillLe20,fumbles_rec_td,0,,,,,
player,201209160sea,sea,HillLe20,fumbles_forced,0,,,,,
player,201209160sea,sea,WrigK.00,def_int,0,,,,,
player,201209160sea,sea,WrigK.00,def_int_yds,0,,,,,
player,201209160sea,sea,WrigK.00,def_int_td,0,,,,,
player,201209160sea,sea,WrigK.00,def_int_long,0,,,,,
player,201209160sea,sea,WrigK.00,pass_defended,2,,,,,
player,201209160sea,sea,WrigK.00,sacks,0.0,,,,,
player,201209160sea,sea,WrigK.00,tackles_combined,5,,,,,
player,201209160sea,sea,WrigK.00,tackles_solo,3,,,,,
player,201209160sea,sea,WrigK.00,tackles_assists,2,,,,,
player,201209160sea,sea,WrigK.00,tackles_loss,1,,,,,
player,201209160sea,sea,WrigK.00,qb_hits,0,,,,,
player,201209160sea,sea,WrigK.00,fumbles_rec,0,,,,,
player,201209160sea,sea,WrigK.00,fumbles_rec_yds,0,,,,,
player,201209160sea,sea,WrigK.00,fumbles_rec_td,0,,,,,
player,201209160sea,sea,WrigK.00,fumbles_forced,0,,,,,
player,201209160sea,sea,SherRi00,def_int,0,,,,,
player,201209160sea,sea,SherRi00,def_int_yds,0,,,,,
player,201209160sea,sea,SherRi00,def_int_td,0,,,,,
player,201209160sea,sea,SherRi00,def_int_long,0,,,,,
player,201209160sea,sea,SherRi00,pass_defended,1,,,,,
player,201209160sea,sea,SherRi00,sacks,0.0,,,,,
player,201209160sea,sea,SherRi00,tackles_combined,4,,,,,
player,201209160sea,sea,SherRi00,tackles_solo,4,,,,,
player,201209160sea,sea,SherRi00,tackles_assists,0,,,,,
player,201209160sea,sea,SherRi00,tackles_loss,0,,,,,
player,201209160sea,sea,SherRi00,qb_hits,0,,,,,
player,201209160sea,sea,SherRi00,fumbles_rec,0,,,,,
player,201209160sea,sea,SherRi00,fumbles_rec_yds,0,,,,,
player,201209160sea,sea,SherRi00,fumbles_rec_td,0,,,,,
player,201209160sea,sea,SherRi00,fumbles_forced,0,,,,,
player,201209160sea,sea,WagnBo00,def_int,0,,,,,
player,201209160sea,sea,WagnBo00,def_int_yds,0,,,,,
player,201209160sea,sea,WagnBo00,def_int_td,0,,,,,
player,201209160sea,sea,WagnBo00,def_int_long,0,,,,,
player,201209160sea,sea,WagnBo00,pass_defended,0,,,,,
player,201209160sea,sea,WagnBo00,sacks,0.0,,,,,
player,201209160sea,sea,WagnBo00,tackles_combined,4,,,,,
player,201209160sea,sea,WagnBo00,tackles_solo,3,,,,,
player,201209160sea,sea,WagnBo00,tackles_assists,1,,,,,
player,201209160sea,sea,WagnBo00,tackles_loss,1,,,,,
player,201209160sea,sea,WagnBo00,qb_hits,1,,,,,
player,201209160sea,sea,WagnBo00,fumbles_rec,0,,,,,
player,201209160sea,sea,WagnBo00,fumbles_rec_yds,0,,,,,
player,201209160sea,sea,WagnBo00,fumbles_rec_td,0,,,,,
player,201209160sea,sea,WagnBo00,fumbles_forced,0,,,,,
player,201209160sea,sea,McDoCl99,def_int,0,,,,,
player,201209160sea,sea,McDoCl99,def_int_yds,0,,,,,
player,201209160sea,sea,McDoCl99,def_int_td,0,,,,,
player,201209160sea,sea,McDoCl99,def_int_long,0,,,,,
player,201209160sea,sea,McDoCl99,pass_defended,0,,,,,
player,201209160sea,sea,McDoCl99,sacks,0.0,,,,,
player,201209160sea,sea,McDoCl99,tackles_combined,3,,,,,
player,201209160sea,sea,McDoCl99,tackles_solo,1,,,,,
player,201209160sea,sea,McDoCl99,tackles_assists,2,,,,,
player,201209160sea,sea,McDoCl99,tackles_loss,0,,,,,
player,201209160sea,sea,McDoCl99,qb_hits,0,,,,,
player,201209160sea,sea,McDoCl99,fumbles_rec,0,,,,,
player,201209160sea,sea,McDoCl99,fumbles_rec_yds,0,,,,,
player,201209160sea,sea,McDoCl99,fumbles_rec_td,0,,,,,
player,201209160sea,sea,McDoCl99,fumbles_forced,0,,,,,
player,201209160sea,sea,RobiMi00,def_int,0,,,,,
player,201209160sea,sea,RobiMi00,def_int_yds,0,,,,,
player,201209160sea,sea,RobiMi00,def_int_td,0,,,,,
player,201209160sea,sea,RobiMi00,def_int_long,0,,,,,
player,201209160sea,sea,RobiMi00,pass_defended,0,,,,,
player,201209160sea,sea,RobiMi00,sacks,0.0,,,,,
player,201209160sea,sea,RobiMi00,tackles_combined,3,,,,,
player,201209160sea,sea,RobiMi00,tackles_solo,3,,,,,
player,201209160sea,sea,RobiMi00,tackles_assists,0,,,,,
player,201209160sea,sea,RobiMi00,tackles_loss,0,,,,,
player,201209160sea,sea,RobiMi00,qb_hits,0,,,,,
player,201209160sea,sea,RobiMi00,fumbles_rec,0,,,,,
player,201209160sea,sea,RobiMi00,fumbles_rec_yds,0,,,,,
player,201209160sea,sea,RobiMi00,fumbles_rec_td,0,,,,,
player,201209160sea,sea,RobiMi00,fumbles_forced,1,,,,,
player,201209160sea,sea,ThomEa99,def_int,0,,,,,
player,201209160sea,sea,ThomEa99,def_int_yds,0,,,,,
player,201209160sea,sea,ThomEa99,def_int_td,0,,,,,
player,201209160sea,sea,ThomEa99,def_int_long,0,,,,,
player,201209160sea,sea,ThomEa99,pass_defended,1,,,,,
player,201209160sea,sea,ThomEa99,sacks,0.0,,,,,
player,201209160sea,sea,ThomEa99,tackles_combined,3,,,,,
player,201209160sea,sea,ThomEa99,tackles_solo,2,,,,,
player,201209160sea,sea,ThomEa99,tackles_assists,1,,,,,
player,201209160sea,sea,ThomEa99,tackles_loss,0,,,,,
player,201209160sea,sea,ThomEa99,qb_hits,0,,,,,
player,201209160sea,sea,ThomEa99,fumbles_rec,1,,,,,
player,201209160sea,sea,ThomEa99,fumbles_rec_yds,0,,,,,
player,201209160sea,sea,ThomEa99,fumbles_rec_td,0,,,,,
player,201209160sea,sea,ThomEa99,fumbles_forced,0,,,,,
player,201209160sea,sea,BranAl99,def_int,0,,,,,
player,201209160sea,sea,BranAl99,def_int_yds,0,,,,,
player,201209160sea,sea,BranAl99,def_int_td,0,,,,,
player,201209160sea,sea,BranAl99,def_int_long,0,,,,,
player,201209160sea,sea,BranAl99,pass_defended,0,,,,,
player,201209160sea,sea,BranAl99,sacks,0.0,,,,,
player,201209160sea,sea,BranAl99,tackles_combined,2,,,,,
player,201209160sea,sea,BranAl99,tackles_solo,1,,,,,
player,201209160sea,sea,BranAl99,tackles_assists,1,,,,,
