game,2012,14,20121209,201212090nyg,nor,"New Orleans Saints",27,nyg,"New York Giants",52
player,201212090nyg,nor,MackEl20,def_int,1,,,,,
player,201212090nyg,nor,MackEl20,def_int_yds,73,,,,,
player,201212090nyg,nor,MackEl20,def_int_td,1,,,,,
player,201212090nyg,nor,MackEl20,def_int_long,73,,,,,
player,201212090nyg,nor,MackEl20,pass_defended,1,,,,,
player,201212090nyg,nor,MackEl20,sacks,0.0,,,,,
player,201212090nyg,nor,MackEl20,tackles_combined,1,,,,,
player,201212090nyg,nor,MackEl20,tackles_solo,1,,,,,
player,201212090nyg,nor,MackEl20,tackles_assists,0,,,,,
player,201212090nyg,nor,MackEl20,tackles_loss,0,,,,,
player,201212090nyg,nor,MackEl20,qb_hits,0,,,,,
player,201212090nyg,nor,MackEl20,fumbles_rec,0,,,,,
player,201212090nyg,nor,MackEl20,fumbles_rec_yds,0,,,,,
player,201212090nyg,nor,MackEl20,fumbles_rec_td,0,,,,,
player,201212090nyg,nor,MackEl20,fumbles_forced,0,,,,,
player,201212090nyg,nor,LoftCu99,def_int,0,,,,,
player,201212090nyg,nor,LoftCu99,def_int_yds,0,,,,,
player,201212090nyg,nor,LoftCu99,def_int_td,0,,,,,
player,201212090nyg,nor,LoftCu99,def_int_long,0,,,,,
player,201212090nyg,nor,LoftCu99,pass_defended,0,,,,,
player,201212090nyg,nor,LoftCu99,sacks,0.0,,,,,
player,201212090nyg,nor,LoftCu99,tackles_combined,9,,,,,
player,201212090nyg,nor,LoftCu99,tackles_solo,7,,,,,
player,201212090nyg,nor,LoftCu99,tackles_assists,2,,,,,
player,201212090nyg,nor,LoftCu99,tackles_loss,0,,,,,
player,201212090nyg,nor,LoftCu99,qb_hits,0,,,,,
player,201212090nyg,nor,LoftCu99,fumbles_rec,0,,,,,
player,201212090nyg,nor,LoftCu99,fumbles_rec_yds,0,,,,,
player,201212090nyg,nor,LoftCu99,fumbles_rec_td,0,,,,,
player,201212090nyg,nor,LoftCu99,fumbles_forced,0,,,,,
player,201212090nyg,nor,HarpRo21,def_int,0,,,,,
player,201212090nyg,nor,HarpRo21,def_int_yds,0,,,,,
player,201212090nyg,nor,HarpRo21,def_int_td,0,,,,,
player,201212090nyg,nor,HarpRo21,def_int_long,0,,,,,
player,201212090nyg,nor,HarpRo21,pass_defended,0,,,,,
player,201212090nyg,nor,HarpRo21,sacks,0.0,,,,,
player,201212090nyg,nor,HarpRo21,tackles_combined,7,,,,,
player,201212090nyg,nor,HarpRo21,tackles_solo,6,,,,,
player,201212090nyg,nor,HarpRo21,tackles_assists,1,,,,,
player,201212090nyg,nor,HarpRo21,tackles_loss,0,,,,,
player,201212090nyg,nor,HarpRo21,qb_hits,0,,,,,
player,201212090nyg,nor,HarpRo21,fumbles_rec,0,,,,,
player,201212090nyg,nor,HarpRo21,fumbles_rec_yds,0,,,,,
player,201212090nyg,nor,HarpRo21,fumbles_rec_td,0,,,,,
player,201212090nyg,nor,HarpRo21,fumbles_forced,0,,,,,
player,201212090nyg,nor,RobiPa99,def_int,0,,,,,
player,201212090nyg,nor,RobiPa99,def_int_yds,0,,,,,
player,201212090nyg,nor,RobiPa99,def_int_td,0,,,,,
player,201212090nyg,nor,RobiPa99,def_int_long,0,,,,,
player,201212090nyg,nor,RobiPa99,pass_defended,1,,,,,
player,201212090nyg,nor,RobiPa99,sacks,0.0,,,,,
player,201212090nyg,nor,RobiPa99,tackles_combined,7,,,,,
player,201212090nyg,nor,RobiPa99,tackles_solo,7,,,,,
player,201212090nyg,nor,RobiPa99,tackles_assists,0,,,,,
player,201212090nyg,nor,RobiPa99,tackles_loss,0,,,,,
player,201212090nyg,nor,RobiPa99,qb_hits,0,,,,,
player,201212090nyg,nor,RobiPa99,fumbles_rec,0,,,,,
player,201212090nyg,nor,RobiPa99,fumbles_rec_yds,0,,,,,
player,201212090nyg,nor,RobiPa99,fumbles_rec_td,0,,,,,
player,201212090nyg,nor,RobiPa99,fumbles_forced,0,,,,,
player,201212090nyg,nor,GreeJa22,def_int,0,,,,,
player,201212090nyg,nor,GreeJa22,def_int_yds,0,,,,,
player,201212090nyg,nor,GreeJa22,def_int_td,0,,,,,
player,201212090nyg,nor,GreeJa22,def_int_long,0,,,,,
player,201212090nyg,nor,GreeJa22,pass_defended,1,,,,,
player,201212090nyg,nor,GreeJa22,sacks,0.0,,,,,
player,201212090nyg,nor,GreeJa22,tackles_combined,5,,,,,
player,201212090nyg,nor,GreeJa22,tackles_solo,5,,,,,
player,201212090nyg,nor,GreeJa22,tackles_assists,0,,,,,
player,201212090nyg,nor,GreeJa22,tackles_loss,0,,,,,
player,201212090nyg,nor,GreeJa22,qb_hits,0,,,,,
player,201212090nyg,nor,GreeJa22,fumbles_rec,0,,,,,
player,201212090nyg,nor,GreeJa22,fumbles_rec_yds,0,,,,,
player,201212090nyg,nor,GreeJa22,fumbles_rec_td,0,,,,,
player,201212090nyg,nor,GreeJa22,fumbles_forced,0,,,,,
player,201212090nyg,nor,HawtDa20,def_int,0,,,,,
player,201212090nyg,nor,HawtDa20,def_int_yds,0,,,,,
player,201212090nyg,nor,HawtDa20,def_int_td,0,,,,,
player,201212090nyg,nor,HawtDa20,def_int_long,0,,,,,
player,201212090nyg,nor,HawtDa20,pass_defended,0,,,,,
player,201212090nyg,nor,HawtDa20,sacks,0.0,,,,,
player,201212090nyg,nor,HawtDa20,tackles_combined,5,,,,,
player,201212090nyg,nor,HawtDa20,tackles_solo,4,,,,,
player,201212090nyg,nor,HawtDa20,tackles_assists,1,,,,,
player,201212090nyg,nor,HawtDa20,tackles_loss,1,,,,,
player,201212090nyg,nor,HawtDa20,qb_hits,0,,,,,
player,201212090nyg,nor,HawtDa20,fumbles_rec,0,,,,,
player,201212090nyg,nor,HawtDa20,fumbles_rec_yds,0,,,,,
player,201212090nyg,nor,HawtDa20,fumbles_rec_td,0,,,,,
player,201212090nyg,nor,HawtDa20,fumbles_forced,0,,,,,
player,201212090nyg,nor,JordCa00,def_int,0,,,,,
player,201212090nyg,nor,JordCa00,def_int_yds,0,,,,,
player,201212090nyg,nor,JordCa00,def_int_td,0,,,,,
player,201212090nyg,nor,JordCa00,def_int_long,0,,,,,
player,201212090nyg,nor,JordCa00,pass_defended,1,,,,,
player,201212090nyg,nor,JordCa00,sacks,0.0,,,,,
player,201212090nyg,nor,JordCa00,tackles_combined,5,,,,,
player,201212090nyg,nor,JordCa00,tackles_solo,2,,,,,
player,201212090nyg,nor,JordCa00,tackles_assists,3,,,,,
player,201212090nyg,nor,JordCa00,tackles_loss,0,,,,,
player,201212090nyg,nor,JordCa00,qb_hits,0,,,,,
player,201212090nyg,nor,JordCa00,fumbles_rec,0,,,,,
player,201212090nyg,nor,JordCa00,fumbles_rec_yds,0,,,,,
player,201212090nyg,nor,JordCa00,fumbles_rec_td,0,,,,,
player,201212090nyg,nor,JordCa00,fumbles_forced,0,,,,,
player,201212090nyg,nor,ElliSe99,def_int,0,,,,,
player,201212090nyg,nor,ElliSe99,def_int_yds,0,,,,,
player,201212090nyg,nor,ElliSe99,def_int_td,0,,,,,
player,201212090nyg,nor,ElliSe99,def_int_long,0,,,,,
player,201212090nyg,nor,ElliSe99,pass_defended,0,,,,,
player,201212090nyg,nor,ElliSe99,sacks,0.0,,,,,
player,201212090nyg,nor,ElliSe99,tackles_combined,4,,,,,
player,201212090nyg,nor,ElliSe99,tackles_solo,2,,,,,
player,201212090nyg,nor,ElliSe99,tackles_assists,2,,,,,
player,201212090nyg,nor,ElliSe99,tackles_loss,0,,,,,
player,201212090nyg,nor,ElliSe99,qb_hits,0,,,,,
player,201212090nyg,nor,ElliSe99,fumbles_rec,0,,,,,
player,201212090nyg,nor,ElliSe99,fumbles_rec_yds,0,,,,,
player,201212090nyg,nor,ElliSe99,fumbles_rec_td,0,,,,,
player,201212090nyg,nor,ElliSe99,fumbles_forced,0,,,,,
player,201212090nyg,nor,VilmJo99,def_int,0,,,,,
player,201212090nyg,nor,VilmJo99,def_int_yds,0,,,,,
player,201212090nyg,nor,VilmJo99,def_int_td,0,,,,,
player,201212090nyg,nor,VilmJo99,def_int_long,0,,,,,
player,201212090nyg,nor,VilmJo99,pass_defended,0,,,,,
player,201212090nyg,nor,VilmJo99,sacks,0.0,,,,,
player,201212090nyg,nor,VilmJo99,tackles_combined,4,,,,,
player,201212090nyg,nor,VilmJo99,tackles_solo,2,,,,,
player,201212090nyg,nor,VilmJo99,tackles_assists,2,,,,,
player,201212090nyg,nor,VilmJo99,tackles_loss,0,,,,,
player,201212090nyg,nor,VilmJo99,qb_hits,0,,,,,
player,201212090nyg,nor,VilmJo99,fumbles_rec,0,,,,,
player,201212090nyg,nor,VilmJo99,fumbles_rec_yds,0,,,,,
player,201212090nyg,nor,VilmJo99,fumbles_rec_td,0,,,,,
player,201212090nyg,nor,VilmJo99,fumbles_forced,0,,,,,
player,201212090nyg,nor,BushRa00,def_int,0,,,,,
player,201212090nyg,nor,BushRa00,def_int_yds,0,,,,,
player,201212090nyg,nor,BushRa00,def_int_td,0,,,,,
player,201212090nyg,nor,BushRa00,def_int_long,0,,,,,
player,201212090nyg,nor,BushRa00,pass_defended,0,,,,,
player,201212090nyg,nor,BushRa00,sacks,0.0,,,,,
player,201212090nyg,nor,BushRa00,tackles_combined,2,,,,,
player,201212090nyg,nor,BushRa00,tackles_solo,1,,,,,
player,201212090nyg,nor,BushRa00,tackles_assists,1,,,,,
player,201212090nyg,nor,BushRa00,tackles_loss,0,,,,,
player,201212090nyg,nor,BushRa00,qb_hits,0,,,,,
player,201212090nyg,nor,BushRa00,fumbles_rec,0,,,,,
player,201212090nyg,nor,BushRa00,fumbles_rec_yds,0,,,,,
player,201212090nyg,nor,BushRa00,fumbles_rec_td,0,,,,,
player,201212090nyg,nor,BushRa00,fumbles_forced,0,,,,,
player,201212090nyg,nor,MorsTh00,def_int,0,,,,,
player,201212090nyg,nor,MorsTh00,def_int_yds,0,,,,,
player,201212090nyg,nor,MorsTh00,def_int_td,0,,,,,
player,201212090nyg,nor,MorsTh00,def_int_long,0,,,,,
player,201212090nyg,nor,MorsTh00,pass_defended,0,,,,,
player,201212090nyg,nor,MorsTh00,sacks,0.0,,,,,
player,201212090nyg,nor,MorsTh00,tackles_combined,2,,,,,
player,201212090nyg,nor,MorsTh00,tackles_solo,2,,,,,
player,201212090nyg,nor,MorsTh00,tackles_assists,0,,,,,
player,201212090nyg,nor,MorsTh00,tackles_loss,0,,,,,
player,201212090nyg,nor,MorsTh00,qb_hits,0,,,,,
player,201212090nyg,nor,MorsTh00,fumbles_rec,0,,,,,
player,201212090nyg,nor,MorsTh00,fumbles_rec_yds,0,,,,,
player,201212090nyg,nor,MorsTh00,fumbles_rec_td,0,,,,,
player,201212090nyg,nor,MorsTh00,fumbles_forced,0,,,,,
player,201212090nyg,nor,SmitWi99,def_int,0,,,,,
player,201212090nyg,nor,SmitWi99,def_int_yds,0,,,,,
player,201212090nyg,nor,SmitWi99,def_int_td,0,,,,,
player,201212090nyg,nor,SmitWi99,def_int_long,0,,,,,
player,201212090nyg,nor,SmitWi99,pass_defended,0,,,,,
player,201212090nyg,nor,SmitWi99,sacks,0.0,,,,,
player,201212090nyg,nor,SmitWi99,tackles_combined,2,,,,,
player,201212090nyg,nor,SmitWi99,tackles_solo,2,,,,,
player,201212090nyg,nor,SmitWi99,tackles_assists,0,,,,,
player,201212090nyg,nor,SmitWi99,tackles_loss,1,,,,,
player,201212090nyg,nor,SmitWi99,qb_hits,1,,,,,
player,201212090nyg,nor,SmitWi99,fumbles_rec,0,,,,,
player,201212090nyg,nor,SmitWi99,fumbles_rec_yds,0,,,,,
player,201212090nyg,nor,SmitWi99,fumbles_rec_td,0,,,,,
player,201212090nyg,nor,SmitWi99,fumbles_forced,0,,,,,
player,201212090nyg,nor,HumbRa00,def_int,0,,,,,
player,201212090nyg,nor,HumbRa00,def_int_yds,0,,,,,
player,201212090nyg,nor,HumbRa00,def_int_td,0,,,,,
player,201212090nyg,nor,HumbRa00,def_int_long,0,,,,,
player,201212090nyg,nor,HumbRa00,pass_defended,0,,,,,
player,201212090nyg,nor,HumbRa00,sacks,0.0,,,,,
player,201212090nyg,nor,HumbRa00,tackles_combined,1,,,,,
player,201212090nyg,nor,HumbRa00,tackles_solo,1,,,,,
player,201212090nyg,nor,HumbRa00,tackles_assists,0,,,,,
player,201212090nyg,nor,HumbRa00,tackles_loss,0,,,,,
player,201212090nyg,nor,HumbRa00,qb_hits,0,,,,,
player,201212090nyg,nor,HumbRa00,fumbles_rec,0,,,,,
player,201212090nyg,nor,HumbRa00,fumbles_rec_yds,0,,,,,
player,201212090nyg,nor,HumbRa00,fumbles_rec_td,0,,,,,
player,201212090nyg,nor,HumbRa00,fumbles_forced,0,,,,,
player,201212090nyg,nor,JohnTo01,def_int,0,,,,,
player,201212090nyg,nor,JohnTo01,def_int_yds,0,,,,,
player,201212090nyg,nor,JohnTo01,def_int_td,0,,,,,
player,201212090nyg,nor,JohnTo01,def_int_long,0,,,,,
player,201212090nyg,nor,JohnTo01,pass_defended,0,,,,,
player,201212090nyg,nor,JohnTo01,sacks,0.0,,,,,
player,201212090nyg,nor,JohnTo01,tackles_combined,1,,,,,
player,201212090nyg,nor,JohnTo01,tackles_solo,0,,,,,
player,201212090nyg,nor,JohnTo01,tackles_assists,1,,,,,
player,201212090nyg,nor,JohnTo01,tackles_loss,0,,,,,
player,201212090nyg,nor,JohnTo01,qb_hits,0,,,,,
player,201212090nyg,nor,JohnTo01,fumbles_rec,0,,,,,
player,201212090nyg,nor,JohnTo01,fumbles_rec_yds,0,,,,,
player,201212090nyg,nor,JohnTo01,fumbles_rec_td,0,,,,,
player,201212090nyg,nor,JohnTo01,fumbles_forced,0,,,,,
player,201212090nyg,nor,RobyCo00,def_int,0,,,,,
player,201212090nyg,nor,RobyCo00,def_int_yds,0,,,,,
player,201212090nyg,nor,RobyCo00,def_int_td,0,,,,,
player,201212090nyg,nor,RobyCo00,def_int_long,0,,,,,
player,201212090nyg,nor,RobyCo00,pass_defended,0,,,,,
player,201212090nyg,nor,RobyCo00,sacks,0.0,,,,,
player,201212090nyg,nor,RobyCo00,tackles_combined,1,,,,,
player,201212090nyg,nor,RobyCo00,tackles_solo,1,,,,,
player,201212090nyg,nor,RobyCo00,tackles_assists,0,,,,,
player,201212090nyg,nor,RobyCo00,tackles_loss,0,,,,,
player,201212090nyg,nor,RobyCo00,qb_hits,0,,,,,
player,201212090nyg,nor,RobyCo00,fumbles_rec,0,,,,,
player,201212090nyg,nor,RobyCo00,fumbles_rec_yds,0,,,,,
player,201212090nyg,nor,RobyCo00,fumbles_rec_td,0,,,,,
player,201212090nyg,nor,RobyCo00,fumbles_forced,0,,,,,
player,201212090nyg,nor,WilsMa01,def_int,0,,,,,
player,201212090nyg,nor,WilsMa01,def_int_yds,0,,,,,
player,201212090nyg,nor,WilsMa01,def_int_td,0,,,,,
player,201212090nyg,nor,WilsMa01,def_int_long,0,,,,,
player,201212090nyg,nor,WilsMa01,pass_defended,0,,,,,
player,201212090nyg,nor,WilsMa01,sacks,0.0,,,,,
player,201212090nyg,nor,WilsMa01,tackles_combined,1,,,,,
player,201212090nyg,nor,WilsMa01,tackles_solo,1,,,,,
player,201212090nyg,nor,WilsMa01,tackles_assists,0,,,,,
player,201212090nyg,nor,WilsMa01,tackles_loss,0,,,,,
player,201212090nyg,nor,WilsMa01,qb_hits,1,,,,,
player,201212090nyg,nor,WilsMa01,fumbles_rec,0,,,,,
player,201212090nyg,nor,WilsMa01,fumbles_rec_yds,0,,,,,
player,201212090nyg,nor,WilsMa01,fumbles_rec_td,0,,,,,
player,201212090nyg,nor,WilsMa01,fumbles_forced,0,,,,,
player,201212090nyg,nor,CasiJo99,def_int,0,,,,,
player,201212090nyg,nor,CasiJo99,def_int_yds,0,,,,,
player,201212090nyg,nor,CasiJo99,def_int_td,0,,,,,
player,201212090nyg,nor,CasiJo99,def_int_long,0,,,,,
player,201212090nyg,nor,CasiJo99,pass_defended,1,,,,,
player,201212090nyg,nor,CasiJo99,sacks,0.0,,,,,
player,201212090nyg,nor,CasiJo99,tackles_combined,0,,,,,
player,201212090nyg,nor,CasiJo99,tackles_solo,0,,,,,
player,201212090nyg,nor,CasiJo99,tackles_assists,0,,,,,
player,201212090nyg,nor,CasiJo99,tackles_loss,0,,,,,
player,201212090nyg,nor,CasiJo99,qb_hits,0,,,,,
player,201212090nyg,nor,CasiJo99,fumbles_rec,0,,,,,
player,201212090nyg,nor,CasiJo99,fumbles_rec_yds,0,,,,,
player,201212090nyg,nor,CasiJo99,fumbles_rec_td,0,,,,,
player,201212090nyg,nor,CasiJo99,fumbles_forced,0,,,,,
player,201212090nyg,nyg,BrowSt99,def_int,2,,,,,
player,201212090nyg,nyg,BrowSt99,def_int_yds,91,,,,,
player,201212090nyg,nyg,BrowSt99,def_int_td,0,,,,,
player,201212090nyg,nyg,BrowSt99,def_int_long,70,,,,,
player,201212090nyg,nyg,BrowSt99,pass_defended,2,,,,,
player,201212090nyg,nyg,BrowSt99,sacks,0.0,,,,,
player,201212090nyg,nyg,BrowSt99,tackles_combined,8,,,,,
player,201212090nyg,nyg,BrowSt99,tackles_solo,7,,,,,
player,201212090nyg,nyg,BrowSt99,tackles_assists,1,,,,,
player,201212090nyg,nyg,BrowSt99,tackles_loss,0,,,,,
player,201212090nyg,nyg,BrowSt99,qb_hits,0,,,,,
player,201212090nyg,nyg,BrowSt99,fumbles_rec,0,,,,,
player,201212090nyg,nyg,BrowSt99,fumbles_rec_yds,0,,,,,
player,201212090nyg,nyg,BrowSt99,fumbles_rec_td,0,,,,,
player,201212090nyg,nyg,BrowSt99,fumbles_forced,1,,,,,
player,201212090nyg,nyg,UmenOs99,def_int,0,,,,,
player,201212090nyg,nyg,UmenOs99,def_int_yds,0,,,,,
player,201212090nyg,nyg,UmenOs99,def_int_td,0,,,,,
player,201212090nyg,nyg,UmenOs99,def_int_long,0,,,,,
player,201212090nyg,nyg,UmenOs99,pass_defended,0,,,,,
player,201212090nyg,nyg,UmenOs99,sacks,1.0,,,,,
player,201212090nyg,nyg,UmenOs99,tackles_combined,2,,,,,
player,201212090nyg,nyg,UmenOs99,tackles_solo,1,,,,,
player,201212090nyg,nyg,UmenOs99,tackles_assists,1,,,,,
player,201212090nyg,nyg,UmenOs99,tackles_loss,1,,,,,
player,201212090nyg,nyg,UmenOs99,qb_hits,1,,,,,
player,201212090nyg,nyg,UmenOs99,fumbles_rec,0,,,,,
player,201212090nyg,nyg,UmenOs99,fumbles_rec_yds,0,,,,,
player,201212090nyg,nyg,UmenOs99,fumbles_rec_td,0,,,,,
player,201212090nyg,nyg,UmenOs99,fumbles_forced,0,,,,,
player,201212090nyg,nyg,BoleMi20,def_int,0,,,,,
player,201212090nyg,nyg,BoleMi20,def_int_yds,0,,,,,
player,201212090nyg,nyg,BoleMi20,def_int_td,0,,,,,
player,201212090nyg,nyg,BoleMi20,def_int_long,0,,,,,
player,201212090nyg,nyg,BoleMi20,pass_defended,0,,,,,
player,201212090nyg,nyg,BoleMi20,sacks,0.0,,,,,
player,201212090nyg,nyg,BoleMi20,tackles_combined,10,,,,,
player,201212090nyg,nyg,BoleMi20,tackles_solo,7,,,,,
player,201212090nyg,nyg,BoleMi20,tackles_assists,3,,,,,
player,201212090nyg,nyg,BoleMi20,tackles_loss,0,,,,,
player,201212090nyg,nyg,BoleMi20,qb_hits,0,,,,,
player,201212090nyg,nyg,BoleMi20,fumbles_rec,0,,,,,
player,201212090nyg,nyg,BoleMi20,fumbles_rec_yds,0,,,,,
player,201212090nyg,nyg,BoleMi20,fumbles_rec_td,0,,,,,
player,201212090nyg,nyg,BoleMi20,fumbles_forced,0,,,,,
player,201212090nyg,nyg,BlacCh21,def_int,0,,,,,
player,201212090nyg,nyg,BlacCh21,def_int_yds,0,,,,,
player,201212090nyg,nyg,BlacCh21,def_int_td,0,,,,,
player,201212090nyg,nyg,BlacCh21,def_int_long,0,,,,,
player,201212090nyg,nyg,BlacCh21,pass_defended,0,,,,,
player,201212090nyg,nyg,BlacCh21,sacks,0.0,,,,,
player,201212090nyg,nyg,BlacCh21,tackles_combined,8,,,,,
player,201212090nyg,nyg,BlacCh21,tackles_solo,5,,,,,
player,201212090nyg,nyg,BlacCh21,tackles_assists,3,,,,,
player,201212090nyg,nyg,BlacCh21,tackles_loss,0,,,,,
player,201212090nyg,nyg,BlacCh21,qb_hits,0,,,,,
player,201212090nyg,nyg,BlacCh21,fumbles_rec,0,,,,,
player,201212090nyg,nyg,BlacCh21,fumbles_rec_yds,0,,,,,
player,201212090nyg,nyg,BlacCh21,fumbles_rec_td,0,,,,,
player,201212090nyg,nyg,BlacCh21,fumbles_forced,0,,,,,
player,201212090nyg,nyg,HillWi01,def_int,0,,,,,
player,201212090nyg,nyg,HillWi01,def_int_yds,0,,,,,
player,201212090nyg,nyg,HillWi01,def_int_td,0,,,,,
player,201212090nyg,nyg,HillWi01,def_int_long,0,,,,,
player,201212090nyg,nyg,HillWi01,pass_defended,1,,,,,
player,201212090nyg,nyg,HillWi01,sacks,0.0,,,,,
player,201212090nyg,nyg,HillWi01,tackles_combined,7,,,,,
player,201212090nyg,nyg,HillWi01,tackles_solo,5,,,,,
player,201212090nyg,nyg,HillWi01,tackles_assists,2,,,,,
player,201212090nyg,nyg,HillWi01,tackles_loss,0,,,,,
player,201212090nyg,nyg,HillWi01,qb_hits,0,,,,,
player,201212090nyg,nyg,HillWi01,fumbles_rec,0,,,,,
player,201212090nyg,nyg,HillWi01,fumbles_rec_yds,0,,,,,
player,201212090nyg,nyg,HillWi01,fumbles_rec_td,0,,,,,
player,201212090nyg,nyg,HillWi01,fumbles_forced,0,,,,,
player,201212090nyg,nyg,RollAn20,def_int,0,,,,,
player,201212090nyg,nyg,RollAn20,def_int_yds,0,,,,,
player,201212090nyg,nyg,RollAn20,def_int_td,0,,,,,
player,201212090nyg,nyg,RollAn20,def_int_long,0,,,,,
player,201212090nyg,nyg,RollAn20,pass_defended,1,,,,,
player,201212090nyg,nyg,RollAn20,sacks,0.0,,,,,
player,201212090nyg,nyg,RollAn20,tackles_combined,7,,,,,
player,201212090nyg,nyg,RollAn20,tackles_solo,5,,,,,
player,201212090nyg,nyg,RollAn20,tackles_assists,2,,,,,
player,201212090nyg,nyg,RollAn20,tackles_loss,1,,,,,
player,201212090nyg,nyg,RollAn20,qb_hits,0,,,,,
player,201212090nyg,nyg,RollAn20,fumbles_rec,1,,,,,
player,201212090nyg,nyg,RollAn20,fumbles_rec_yds,0,,,,,
player,201212090nyg,nyg,RollAn20,fumbles_rec_td,0,,,,,
player,201212090nyg,nyg,RollAn20,fumbles_forced,1,,,,,
player,201212090nyg,nyg,PierJa99,def_int,0,,,,,
player,201212090nyg,nyg,PierJa99,def_int_yds,0,,,,,
player,201212090nyg,nyg,PierJa99,def_int_td,0,,,,,
player,201212090nyg,nyg,PierJa99,def_int_long,0,,,,,
player,201212090nyg,nyg,PierJa99,pass_defended,0,,,,,
player,201212090nyg,nyg,PierJa99,sacks,0.0,,,,,
player,201212090nyg,nyg,PierJa99,tackles_combined,6,,,,,
player,201212090nyg,nyg,PierJa99,tackles_solo,5,,,,,
player,201212090nyg,nyg,PierJa99,tackles_assists,1,,,,,
player,201212090nyg,nyg,PierJa99,tackles_loss,0,,,,,
player,201212090nyg,nyg,PierJa99,qb_hits,0,,,,,
player,201212090nyg,nyg,PierJa99,fumbles_rec,0,,,,,
player,201212090nyg,nyg,PierJa99,fumbles_rec_yds,0,,,,,
player,201212090nyg,nyg,PierJa99,fumbles_rec_td,0,,,,,
player,201212090nyg,nyg,PierJa99,fumbles_forced,0,,,,,
player,201212090nyg,nyg,TuckJu20,def_int,0,,,,,
player,201212090nyg,nyg,TuckJu20,def_int_yds,0,,,,,
player,201212090nyg,nyg,TuckJu20,def_int_td,0,,,,,
player,201212090nyg,nyg,TuckJu20,def_int_long,0,,,,,
player,201212090nyg,nyg,TuckJu20,pass_defended,0,,,,,
player,201212090nyg,nyg,TuckJu20,sacks,0.0,,,,,
player,201212090nyg,nyg,TuckJu20,tackles_combined,5,,,,,
player,201212090nyg,nyg,TuckJu20,tackles_solo,3,,,,,
player,201212090nyg,nyg,TuckJu20,tackles_assists,2,,,,,
player,201212090nyg,nyg,TuckJu20,tackles_loss,0,,,,,
player,201212090nyg,nyg,TuckJu20,qb_hits,0,,,,,
player,201212090nyg,nyg,TuckJu20,fumbles_rec,0,,,,,
player,201212090nyg,nyg,TuckJu20,fumbles_rec_yds,0,,,,,
player,201212090nyg,nyg,TuckJu20,fumbles_rec_td,0,,,,,
player,201212090nyg,nyg,TuckJu20,fumbles_forced,0,,,,,
player,201212090nyg,nyg,WillJa02,def_int,0,,,,,
player,201212090nyg,nyg,WillJa02,def_int_yds,0,,,,,
player,201212090nyg,nyg,WillJa02,def_int_td,0,,,,,
player,201212090nyg,nyg,WillJa02,def_int_long,0,,,,,
player,201212090nyg,nyg,WillJa02,pass_defended,2,,,,,
player,201212090nyg,nyg,WillJa02,sacks,0.0,,,,,
player,201212090nyg,nyg,WillJa02,tackles_combined,5,,,,,
player,201212090nyg,nyg,WillJa02,tackles_solo,2,,,,,
player,201212090nyg,nyg,WillJa02,tackles_assists,3,,,,,
player,201212090nyg,nyg,WillJa02,tackles_loss,0,,,,,
player,201212090nyg,nyg,WillJa02,qb_hits,0,,,,,
player,201212090nyg,nyg,WillJa02,fumbles_rec,0,,,,,
player,201212090nyg,nyg,WillJa02,fumbles_rec_yds,0,,,,,
player,201212090nyg,nyg,WillJa02,fumbles_rec_td,0,,,,,
player,201212090nyg,nyg,WillJa02,fumbles_forced,0,,,,,
player,201212090nyg,nyg,HerzMa00,def_int,0,,,,,
player,201212090nyg,nyg,HerzMa00,def_int_yds,0,,,,,
player,201212090nyg,nyg,HerzMa00,def_int_td,0,,,,,
player,201212090nyg,nyg,HerzMa00,def_int_long,0,,,,,
player,201212090nyg,nyg,HerzMa00,pass_defended,0,,,,,
player,201212090nyg,nyg,HerzMa00,sacks,0.0,,,,,
player,201212090nyg,nyg,HerzMa00,tackles_combined,4,,,,,
player,201212090nyg,nyg,HerzMa00,tackles_solo,2,,,,,
player,201212090nyg,nyg,HerzMa00,tackles_assists,2,,,,,
player,201212090nyg,nyg,HerzMa00,tackles_loss,0,,,,,
player,201212090nyg,nyg,HerzMa00,qb_hits,0,,,,,
player,201212090nyg,nyg,HerzMa00,fumbles_rec,0,,,,,
player,201212090nyg,nyg,HerzMa00,fumbles_rec_yds,0,,,,,
player,201212090nyg,nyg,HerzMa00,fumbles_rec_td,0,,,,,
player,201212090nyg,nyg,HerzMa00,fumbles_forced,0,,,,,
player,201212090nyg,nyg,RiveKe99,def_int,0,,,,,
player,201212090nyg,nyg,RiveKe99,def_int_yds,0,,,,,
player,201212090nyg,nyg,RiveKe99,def_int_td,0,,,,,
player,201212090nyg,nyg,RiveKe99,def_int_long,0,,,,,
player,201212090nyg,nyg,RiveKe99,pass_defended,0,,,,,
player,201212090nyg,nyg,RiveKe99,sacks,0.0,,,,,
player,201212090nyg,nyg,RiveKe99,tackles_combined,4,,,,,
player,201212090nyg,nyg,RiveKe99,tackles_solo,3,,,,,
player,201212090nyg,nyg,RiveKe99,tackles_assists,1,,,,,
player,201212090nyg,nyg,RiveKe99,tackles_loss,0,,,,,
player,201212090nyg,nyg,RiveKe99,qb_hits,0,,,,,
player,201212090nyg,nyg,RiveKe99,fumbles_rec,0,,,,,
player,201212090nyg,nyg,RiveKe99,fumbles_rec_yds,0,,,,,
player,201212090nyg,nyg,RiveKe99,fumbles_rec_td,0,,,,,
player,201212090nyg,nyg,RiveKe99,fumbles_forced,0,,,,,
