game,2012,16,20121223,201212230tam,ram,"St. Louis Rams",28,tam,"Tampa Bay Buccaneers",13
player,201212230tam,ram,JohnTr05,sacks,0.0,,,,,
player,201212230tam,ram,JohnTr05,tackles_combined,4,,,,,
player,201212230tam,ram,JohnTr05,tackles_solo,4,,,,,
player,201212230tam,ram,JohnTr05,tackles_assists,0,,,,,
player,201212230tam,ram,JohnTr05,tackles_loss,1,,,,,
player,201212230tam,ram,JohnTr05,qb_hits,0,,,,,
player,201212230tam,ram,JohnTr05,fumbles_rec,0,,,,,
player,201212230tam,ram,JohnTr05,fumbles_rec_yds,0,,,,,
player,201212230tam,ram,JohnTr05,fumbles_rec_td,0,,,,,
player,201212230tam,ram,JohnTr05,fumbles_forced,0,,,,,
player,201212230tam,ram,SimsEu99,def_int,1,,,,,
player,201212230tam,ram,SimsEu99,def_int_yds,5,,,,,
player,201212230tam,ram,SimsEu99,def_int_td,0,,,,,
player,201212230tam,ram,SimsEu99,def_int_long,5,,,,,
player,201212230tam,ram,SimsEu99,pass_defended,1,,,,,
player,201212230tam,ram,SimsEu99,sacks,0.0,,,,,
player,201212230tam,ram,SimsEu99,tackles_combined,1,,,,,
player,201212230tam,ram,SimsEu99,tackles_solo,1,,,,,
player,201212230tam,ram,SimsEu99,tackles_assists,0,,,,,
player,201212230tam,ram,SimsEu99,tackles_loss,0,,,,,
player,201212230tam,ram,SimsEu99,qb_hits,1,,,,,
player,201212230tam,ram,SimsEu99,fumbles_rec,0,,,,,
player,201212230tam,ram,SimsEu99,fumbles_rec_yds,0,,,,,
player,201212230tam,ram,SimsEu99,fumbles_rec_td,0,,,,,
player,201212230tam,ram,SimsEu99,fumbles_forced,0,,,,,
player,201212230tam,ram,HayeWi99,def_int,0,,,,,
player,201212230tam,ram,HayeWi99,def_int_yds,0,,,,,
player,201212230tam,ram,HayeWi99,def_int_td,0,,,,,
player,201212230tam,ram,HayeWi99,def_int_long,0,,,,,
player,201212230tam,ram,HayeWi99,pass_defended,1,,,,,
player,201212230tam,ram,HayeWi99,sacks,2.0,,,,,
player,201212230tam,ram,HayeWi99,tackles_combined,4,,,,,
player,201212230tam,ram,HayeWi99,tackles_solo,3,,,,,
player,201212230tam,ram,HayeWi99,tackles_assists,1,,,,,
player,201212230tam,ram,HayeWi99,tackles_loss,1,,,,,
player,201212230tam,ram,HayeWi99,qb_hits,2,,,,,
player,201212230tam,ram,HayeWi99,fumbles_rec,0,,,,,
player,201212230tam,ram,HayeWi99,fumbles_rec_yds,0,,,,,
player,201212230tam,ram,HayeWi99,fumbles_rec_td,0,,,,,
player,201212230tam,ram,HayeWi99,fumbles_forced,0,,,,,
player,201212230tam,ram,MikeQu20,def_int,0,,,,,
player,201212230tam,ram,MikeQu20,def_int_yds,0,,,,,
player,201212230tam,ram,MikeQu20,def_int_td,0,,,,,
player,201212230tam,ram,MikeQu20,def_int_long,0,,,,,
player,201212230tam,ram,MikeQu20,pass_defended,0,,,,,
player,201212230tam,ram,MikeQu20,sacks,1.0,,,,,
player,201212230tam,ram,MikeQu20,tackles_combined,11,,,,,
player,201212230tam,ram,MikeQu20,tackles_solo,10,,,,,
player,201212230tam,ram,MikeQu20,tackles_assists,1,,,,,
player,201212230tam,ram,MikeQu20,tackles_loss,0,,,,,
player,201212230tam,ram,MikeQu20,qb_hits,2,,,,,
player,201212230tam,ram,MikeQu20,fumbles_rec,0,,,,,
player,201212230tam,ram,MikeQu20,fumbles_rec_yds,0,,,,,
player,201212230tam,ram,MikeQu20,fumbles_rec_td,0,,,,,
player,201212230tam,ram,MikeQu20,fumbles_forced,1,,,,,
player,201212230tam,ram,LangKe98,def_int,0,,,,,
player,201212230tam,ram,LangKe98,def_int_yds,0,,,,,
player,201212230tam,ram,LangKe98,def_int_td,0,,,,,
player,201212230tam,ram,LangKe98,def_int_long,0,,,,,
player,201212230tam,ram,LangKe98,pass_defended,0,,,,,
player,201212230tam,ram,LangKe98,sacks,1.0,,,,,
player,201212230tam,ram,LangKe98,tackles_combined,1,,,,,
player,201212230tam,ram,LangKe98,tackles_solo,1,,,,,
player,201212230tam,ram,LangKe98,tackles_assists,0,,,,,
player,201212230tam,ram,LangKe98,tackles_loss,1,,,,,
player,201212230tam,ram,LangKe98,qb_hits,1,,,,,
player,201212230tam,ram,LangKe98,fumbles_rec,0,,,,,
player,201212230tam,ram,LangKe98,fumbles_rec_yds,0,,,,,
player,201212230tam,ram,LangKe98,fumbles_rec_td,0,,,,,
player,201212230tam,ram,LangKe98,fumbles_forced,0,,,,,
player,201212230tam,ram,LongCh99,def_int,0,,,,,
player,201212230tam,ram,LongCh99,def_int_yds,0,,,,,
player,201212230tam,ram,LongCh99,def_int_td,0,,,,,
player,201212230tam,ram,LongCh99,def_int_long,0,,,,,
player,201212230tam,ram,LongCh99,pass_defended,0,,,,,
player,201212230tam,ram,LongCh99,sacks,1.0,,,,,
player,201212230tam,ram,LongCh99,tackles_combined,1,,,,,
player,201212230tam,ram,LongCh99,tackles_solo,1,,,,,
player,201212230tam,ram,LongCh99,tackles_assists,0,,,,,
player,201212230tam,ram,LongCh99,tackles_loss,1,,,,,
player,201212230tam,ram,LongCh99,qb_hits,2,,,,,
player,201212230tam,ram,LongCh99,fumbles_rec,0,,,,,
player,201212230tam,ram,LongCh99,fumbles_rec_yds,0,,,,,
player,201212230tam,ram,LongCh99,fumbles_rec_td,0,,,,,
player,201212230tam,ram,LongCh99,fumbles_forced,0,,,,,
player,201212230tam,ram,DunbJo20,def_int,0,,,,,
player,201212230tam,ram,DunbJo20,def_int_yds,0,,,,,
player,201212230tam,ram,DunbJo20,def_int_td,0,,,,,
player,201212230tam,ram,DunbJo20,def_int_long,0,,,,,
player,201212230tam,ram,DunbJo20,pass_defended,0,,,,,
player,201212230tam,ram,DunbJo20,sacks,0.0,,,,,
player,201212230tam,ram,DunbJo20,tackles_combined,10,,,,,
player,201212230tam,ram,DunbJo20,tackles_solo,9,,,,,
player,201212230tam,ram,DunbJo20,tackles_assists,1,,,,,
player,201212230tam,ram,DunbJo20,tackles_loss,0,,,,,
player,201212230tam,ram,DunbJo20,qb_hits,1,,,,,
player,201212230tam,ram,DunbJo20,fumbles_rec,0,,,,,
player,201212230tam,ram,DunbJo20,fumbles_rec_yds,0,,,,,
player,201212230tam,ram,DunbJo20,fumbles_rec_td,0,,,,,
player,201212230tam,ram,DunbJo20,fumbles_forced,0,,,,,
player,201212230tam,ram,DahlCr99,def_int,0,,,,,
player,201212230tam,ram,DahlCr99,def_int_yds,0,,,,,
player,201212230tam,ram,DahlCr99,def_int_td,0,,,,,
player,201212230tam,ram,DahlCr99,def_int_long,0,,,,,
player,201212230tam,ram,DahlCr99,pass_defended,0,,,,,
player,201212230tam,ram,DahlCr99,sacks,0.0,,,,,
player,201212230tam,ram,DahlCr99,tackles_combined,5,,,,,
player,201212230tam,ram,DahlCr99,tackles_solo,4,,,,,
player,201212230tam,ram,DahlCr99,tackles_assists,1,,,,,
player,201212230tam,ram,DahlCr99,tackles_loss,0,,,,,
player,201212230tam,ram,DahlCr99,qb_hits,0,,,,,
player,201212230tam,ram,DahlCr99,fumbles_rec,0,,,,,
player,201212230tam,ram,DahlCr99,fumbles_rec_yds,0,,,,,
player,201212230tam,ram,DahlCr99,fumbles_rec_td,0,,,,,
player,201212230tam,ram,DahlCr99,fumbles_forced,0,,,,,
player,201212230tam,ram,FinnCo20,def_int,0,,,,,
player,201212230tam,ram,FinnCo20,def_int_yds,0,,,,,
player,201212230tam,ram,FinnCo20,def_int_td,0,,,,,
player,201212230tam,ram,FinnCo20,def_int_long,0,,,,,
player,201212230tam,ram,FinnCo20,pass_defended,0,,,,,
player,201212230tam,ram,FinnCo20,sacks,0.0,,,,,
player,201212230tam,ram,FinnCo20,tackles_combined,3,,,,,
player,201212230tam,ram,FinnCo20,tackles_solo,3,,,,,
player,201212230tam,ram,FinnCo20,tackles_assists,0,,,,,
player,201212230tam,ram,FinnCo20,tackles_loss,0,,,,,
player,201212230tam,ram,FinnCo20,qb_hits,0,,,,,
player,201212230tam,ram,FinnCo20,fumbles_rec,0,,,,,
player,201212230tam,ram,FinnCo20,fumbles_rec_yds,0,,,,,
player,201212230tam,ram,FinnCo20,fumbles_rec_td,0,,,,,
player,201212230tam,ram,FinnCo20,fumbles_forced,0,,,,,
player,201212230tam,ram,FletBr99,def_int,0,,,,,
player,201212230tam,ram,FletBr99,def_int_yds,0,,,,,
player,201212230tam,ram,FletBr99,def_int_td,0,,,,,
player,201212230tam,ram,FletBr99,def_int_long,0,,,,,
player,201212230tam,ram,FletBr99,pass_defended,0,,,,,
player,201212230tam,ram,FletBr99,sacks,0.0,,,,,
player,201212230tam,ram,FletBr99,tackles_combined,2,,,,,
player,201212230tam,ram,FletBr99,tackles_solo,2,,,,,
player,201212230tam,ram,FletBr99,tackles_assists,0,,,,,
player,201212230tam,ram,FletBr99,tackles_loss,0,,,,,
player,201212230tam,ram,FletBr99,qb_hits,0,,,,,
player,201212230tam,ram,FletBr99,fumbles_rec,0,,,,,
player,201212230tam,ram,FletBr99,fumbles_rec_yds,0,,,,,
player,201212230tam,ram,FletBr99,fumbles_rec_td,0,,,,,
player,201212230tam,ram,FletBr99,fumbles_forced,0,,,,,
player,201212230tam,ram,QuinRo00,def_int,0,,,,,
player,201212230tam,ram,QuinRo00,def_int_yds,0,,,,,
player,201212230tam,ram,QuinRo00,def_int_td,0,,,,,
player,201212230tam,ram,QuinRo00,def_int_long,0,,,,,
player,201212230tam,ram,QuinRo00,pass_defended,0,,,,,
player,201212230tam,ram,QuinRo00,sacks,0.0,,,,,
player,201212230tam,ram,QuinRo00,tackles_combined,2,,,,,
player,201212230tam,ram,QuinRo00,tackles_solo,1,,,,,
player,201212230tam,ram,QuinRo00,tackles_assists,1,,,,,
player,201212230tam,ram,QuinRo00,tackles_loss,0,,,,,
player,201212230tam,ram,QuinRo00,qb_hits,1,,,,,
player,201212230tam,ram,QuinRo00,fumbles_rec,0,,,,,
player,201212230tam,ram,QuinRo00,fumbles_rec_yds,0,,,,,
player,201212230tam,ram,QuinRo00,fumbles_rec_td,0,,,,,
player,201212230tam,ram,QuinRo00,fumbles_forced,0,,,,,
player,201212230tam,ram,CudjJe00,def_int,0,,,,,
player,201212230tam,ram,CudjJe00,def_int_yds,0,,,,,
player,201212230tam,ram,CudjJe00,def_int_td,0,,,,,
player,201212230tam,ram,CudjJe00,def_int_long,0,,,,,
player,201212230tam,ram,CudjJe00,pass_defended,0,,,,,
player,201212230tam,ram,CudjJe00,sacks,0.0,,,,,
player,201212230tam,ram,CudjJe00,tackles_combined,1,,,,,
player,201212230tam,ram,CudjJe00,tackles_solo,1,,,,,
player,201212230tam,ram,CudjJe00,tackles_assists,0,,,,,
player,201212230tam,ram,CudjJe00,tackles_loss,1,,,,,
player,201212230tam,ram,CudjJe00,qb_hits,0,,,,,
player,201212230tam,ram,CudjJe00,fumbles_rec,0,,,,,
player,201212230tam,ram,CudjJe00,fumbles_rec_yds,0,,,,,
player,201212230tam,ram,CudjJe00,fumbles_rec_td,0,,,,,
player,201212230tam,ram,CudjJe00,fumbles_forced,0,,,,,
player,201212230tam,ram,McInRo20,def_int,0,,,,,
player,201212230tam,ram,McInRo20,def_int_yds,0,,,,,
player,201212230tam,ram,McInRo20,def_int_td,0,,,,,
player,201212230tam,ram,McInRo20,def_int_long,0,,,,,
player,201212230tam,ram,McInRo20,pass_defended,0,,,,,
player,201212230tam,ram,McInRo20,sacks,0.0,,,,,
player,201212230tam,ram,McInRo20,tackles_combined,1,,,,,
player,201212230tam,ram,McInRo20,tackles_solo,0,,,,,
player,201212230tam,ram,McInRo20,tackles_assists,1,,,,,
player,201212230tam,ram,McInRo20,tackles_loss,0,,,,,
player,201212230tam,ram,McInRo20,qb_hits,0,,,,,
player,201212230tam,ram,McInRo20,fumbles_rec,0,,,,,
player,201212230tam,ram,McInRo20,fumbles_rec_yds,0,,,,,
player,201212230tam,ram,McInRo20,fumbles_rec_td,0,,,,,
player,201212230tam,ram,McInRo20,fumbles_forced,0,,,,,
player,201212230tam,ram,McLeRo00,def_int,0,,,,,
player,201212230tam,ram,McLeRo00,def_int_yds,0,,,,,
player,201212230tam,ram,McLeRo00,def_int_td,0,,,,,
player,201212230tam,ram,McLeRo00,def_int_long,0,,,,,
player,201212230tam,ram,McLeRo00,pass_defended,0,,,,,
player,201212230tam,ram,McLeRo00,sacks,0.0,,,,,
player,201212230tam,ram,McLeRo00,tackles_combined,1,,,,,
player,201212230tam,ram,McLeRo00,tackles_solo,0,,,,,
player,201212230tam,ram,McLeRo00,tackles_assists,1,,,,,
player,201212230tam,ram,McLeRo00,tackles_loss,0,,,,,
player,201212230tam,ram,McLeRo00,qb_hits,0,,,,,
player,201212230tam,ram,McLeRo00,fumbles_rec,0,,,,,
player,201212230tam,ram,McLeRo00,fumbles_rec_yds,0,,,,,
player,201212230tam,ram,McLeRo00,fumbles_rec_td,0,,,,,
player,201212230tam,ram,McLeRo00,fumbles_forced,0,,,,,
player,201212230tam,ram,StewDa00,def_int,0,,,,,
player,201212230tam,ram,StewDa00,def_int_yds,0,,,,,
player,201212230tam,ram,StewDa00,def_int_td,0,,,,,
player,201212230tam,ram,StewDa00,def_int_long,0,,,,,
player,201212230tam,ram,StewDa00,pass_defended,0,,,,,
player,201212230tam,ram,StewDa00,sacks,0.0,,,,,
player,201212230tam,ram,StewDa00,tackles_combined,1,,,,,
player,201212230tam,ram,StewDa00,tackles_solo,1,,,,,
player,201212230tam,ram,StewDa00,tackles_assists,0,,,,,
player,201212230tam,ram,StewDa00,tackles_loss,0,,,,,
player,201212230tam,ram,StewDa00,qb_hits,0,,,,,
player,201212230tam,ram,StewDa00,fumbles_rec,0,,,,,
player,201212230tam,ram,StewDa00,fumbles_rec_yds,0,,,,,
player,201212230tam,ram,StewDa00,fumbles_rec_td,0,,,,,
player,201212230tam,ram,StewDa00,fumbles_forced,0,,,,,
player,201212230tam,ram,BrocMi00,def_int,0,,,,,
player,201212230tam,ram,BrocMi00,def_int_yds,0,,,,,
player,201212230tam,ram,BrocMi00,def_int_td,0,,,,,
player,201212230tam,ram,BrocMi00,def_int_long,0,,,,,
player,201212230tam,ram,BrocMi00,pass_defended,1,,,,,
player,201212230tam,ram,BrocMi00,sacks,0.0,,,,,
player,201212230tam,ram,BrocMi00,tackles_combined,0,,,,,
player,201212230tam,ram,BrocMi00,tackles_solo,0,,,,,
player,201212230tam,ram,BrocMi00,tackles_assists,0,,,,,
player,201212230tam,ram,BrocMi00,tackles_loss,0,,,,,
player,201212230tam,ram,BrocMi00,qb_hits,0,,,,,
player,201212230tam,ram,BrocMi00,fumbles_rec,0,,,,,
player,201212230tam,ram,BrocMi00,fumbles_rec_yds,0,,,,,
player,201212230tam,ram,BrocMi00,fumbles_rec_td,0,,,,,
player,201212230tam,ram,BrocMi00,fumbles_forced,0,,,,,
player,201212230tam,tam,GorrDa00,def_int,1,,,,,
player,201212230tam,tam,GorrDa00,def_int_yds,0,,,,,
player,201212230tam,tam,GorrDa00,def_int_td,0,,,,,
player,201212230tam,tam,GorrDa00,def_int_long,0,,,,,
player,201212230tam,tam,GorrDa00,pass_defended,1,,,,,
player,201212230tam,tam,GorrDa00,sacks,0.0,,,,,
player,201212230tam,tam,GorrDa00,tackles_combined,2,,,,,
player,201212230tam,tam,GorrDa00,tackles_solo,2,,,,,
player,201212230tam,tam,GorrDa00,tackles_assists,0,,,,,
player,201212230tam,tam,GorrDa00,tackles_loss,0,,,,,
player,201212230tam,tam,GorrDa00,qb_hits,0,,,,,
player,201212230tam,tam,GorrDa00,fumbles_rec,0,,,,,
player,201212230tam,tam,GorrDa00,fumbles_rec_yds,0,,,,,
player,201212230tam,tam,GorrDa00,fumbles_rec_td,0,,,,,
player,201212230tam,tam,GorrDa00,fumbles_forced,0,,,,,
player,201212230tam,tam,DaviLa00,def_int,0,,,,,
player,201212230tam,tam,DaviLa00,def_int_yds,0,,,,,
player,201212230tam,tam,DaviLa00,def_int_td,0,,,,,
player,201212230tam,tam,DaviLa00,def_int_long,0,,,,,
player,201212230tam,tam,DaviLa00,pass_defended,1,,,,,
player,201212230tam,tam,DaviLa00,sacks,0.0,,,,,
player,201212230tam,tam,DaviLa00,tackles_combined,9,,,,,
player,201212230tam,tam,DaviLa00,tackles_solo,9,,,,,
player,201212230tam,tam,DaviLa00,tackles_assists,0,,,,,
player,201212230tam,tam,DaviLa00,tackles_loss,1,,,,,
player,201212230tam,tam,DaviLa00,qb_hits,0,,,,,
player,201212230tam,tam,DaviLa00,fumbles_rec,0,,,,,
player,201212230tam,tam,DaviLa00,fumbles_rec_yds,0,,,,,
player,201212230tam,tam,DaviLa00,fumbles_rec_td,0,,,,,
player,201212230tam,tam,DaviLa00,fumbles_forced,0,,,,,
player,201212230tam,tam,BarrMa00,def_int,0,,,,,
player,201212230tam,tam,BarrMa00,def_int_yds,0,,,,,
player,201212230tam,tam,BarrMa00,def_int_td,0,,,,,
player,201212230tam,tam,BarrMa00,def_int_long,0,,,,,
player,201212230tam,tam,BarrMa00,pass_defended,0,,,,,
player,201212230tam,tam,BarrMa00,sacks,0.0,,,,,
player,201212230tam,tam,BarrMa00,tackles_combined,8,,,,,
player,201212230tam,tam,BarrMa00,tackles_solo,7,,,,,
player,201212230tam,tam,BarrMa00,tackles_assists,1,,,,,
player,201212230tam,tam,BarrMa00,tackles_loss,1,,,,,
player,201212230tam,tam,BarrMa00,qb_hits,0,,,,,
player,201212230tam,tam,BarrMa00,fumbles_rec,0,,,,,
player,201212230tam,tam,BarrMa00,fumbles_rec_yds,0,,,,,
player,201212230tam,tam,BarrMa00,fumbles_rec_td,0,,,,,
player,201212230tam,tam,BarrMa00,fumbles_forced,0,,,,,
player,201212230tam,tam,JohnLe03,def_int,0,,,,,
player,201212230tam,tam,JohnLe03,def_int_yds,0,,,,,
player,201212230tam,tam,JohnLe03,def_int_td,0,,,,,
player,201212230tam,tam,JohnLe03,def_int_long,0,,,,,
player,201212230tam,tam,JohnLe03,pass_defended,1,,,,,
player,201212230tam,tam,JohnLe03,sacks,0.0,,,,,
player,201212230tam,tam,JohnLe03,tackles_combined,5,,,,,
player,201212230tam,tam,JohnLe03,tackles_solo,5,,,,,
player,201212230tam,tam,JohnLe03,tackles_assists,0,,,,,
player,201212230tam,tam,JohnLe03,tackles_loss,1,,,,,
player,201212230tam,tam,JohnLe03,qb_hits,0,,,,,
player,201212230tam,tam,JohnLe03,fumbles_rec,1,,,,,
player,201212230tam,tam,JohnLe03,fumbles_rec_yds,1,,,,,
player,201212230tam,tam,JohnLe03,fumbles_rec_td,0,,,,,
player,201212230tam,tam,JohnLe03,fumbles_forced,1,,,,,
player,201212230tam,tam,FostMa00,def_int,0,,,,,
player,201212230tam,tam,FostMa00,def_int_yds,0,,,,,
player,201212230tam,tam,FostMa00,def_int_td,0,,,,,
player,201212230tam,tam,FostMa00,def_int_long,0,,,,,
player,201212230tam,tam,FostMa00,pass_defended,0,,,,,
player,201212230tam,tam,FostMa00,sacks,0.0,,,,,
player,201212230tam,tam,FostMa00,tackles_combined,4,,,,,
player,201212230tam,tam,FostMa00,tackles_solo,4,,,,,
player,201212230tam,tam,FostMa00,tackles_assists,0,,,,,
player,201212230tam,tam,FostMa00,tackles_loss,1,,,,,
player,201212230tam,tam,FostMa00,qb_hits,1,,,,,
player,201212230tam,tam,FostMa00,fumbles_rec,0,,,,,
player,201212230tam,tam,FostMa00,fumbles_rec_yds,0,,,,,
player,201212230tam,tam,FostMa00,fumbles_rec_td,0,,,,,
player,201212230tam,tam,FostMa00,fumbles_forced,0,,,,,
player,201212230tam,tam,BarbRo00,def_int,0,,,,,
player,201212230tam,tam,BarbRo00,def_int_yds,0,,,,,
player,201212230tam,tam,BarbRo00,def_int_td,0,,,,,
player,201212230tam,tam,BarbRo00,def_int_long,0,,,,,
player,201212230tam,tam,BarbRo00,pass_defended,1,,,,,
player,201212230tam,tam,BarbRo00,sacks,0.0,,,,,
player,201212230tam,tam,BarbRo00,tackles_combined,3,,,,,
player,201212230tam,tam,BarbRo00,tackles_solo,2,,,,,
player,201212230tam,tam,BarbRo00,tackles_assists,1,,,,,
player,201212230tam,tam,BarbRo00,tackles_loss,0,,,,,
player,201212230tam,tam,BarbRo00,qb_hits,0,,,,,
player,201212230tam,tam,BarbRo00,fumbles_rec,0,,,,,
player,201212230tam,tam,BarbRo00,fumbles_rec_yds,0,,,,,
player,201212230tam,tam,BarbRo00,fumbles_rec_td,0,,,,,
player,201212230tam,tam,BarbRo00,fumbles_forced,0,,,,,
player,201212230tam,tam,BennMi99,def_int,0,,,,,
player,201212230tam,tam,BennMi99,def_int_yds,0,,,,,
player,201212230tam,tam,BennMi99,def_int_td,0,,,,,
player,201212230tam,tam,BennMi99,def_int_long,0,,,,,
player,201212230tam,tam,BennMi99,pass_defended,0,,,,,
player,201212230tam,tam,BennMi99,sacks,0.0,,,,,
player,201212230tam,tam,BennMi99,tackles_combined,3,,,,,
player,201212230tam,tam,BennMi99,tackles_solo,1,,,,,
player,201212230tam,tam,BennMi99,tackles_assists,2,,,,,
player,201212230tam,tam,BennMi99,tackles_loss,1,,,,,
player,201212230tam,tam,BennMi99,qb_hits,1,,,,,
player,201212230tam,tam,BennMi99,fumbles_rec,0,,,,,
player,201212230tam,tam,BennMi99,fumbles_rec_yds,0,,,,,
player,201212230tam,tam,BennMi99,fumbles_rec_td,0,,,,,
player,201212230tam,tam,BennMi99,fumbles_forced,0,,,,,
player,201212230tam,tam,BlacAh00,def_int,0,,,,,
player,201212230tam,tam,BlacAh00,def_int_yds,0,,,,,
player,201212230tam,tam,BlacAh00,def_int_td,0,,,,,
player,201212230tam,tam,BlacAh00,def_int_long,0,,,,,
player,201212230tam,tam,BlacAh00,pass_defended,0,,,,,
player,201212230tam,tam,BlacAh00,sacks,0.0,,,,,
player,201212230tam,tam,BlacAh00,tackles_combined,2,,,,,
player,201212230tam,tam,BlacAh00,tackles_solo,1,,,,,
player,201212230tam,tam,BlacAh00,tackles_assists,1,,,,,
player,201212230tam,tam,BlacAh00,tackles_loss,0,,,,,
player,201212230tam,tam,BlacAh00,qb_hits,0,,,,,
player,201212230tam,tam,BlacAh00,fumbles_rec,0,,,,,
player,201212230tam,tam,BlacAh00,fumbles_rec_yds,0,,,,,
player,201212230tam,tam,BlacAh00,fumbles_rec_td,0,,,,,
player,201212230tam,tam,BlacAh00,fumbles_forced,0,,,,,
player,201212230tam,tam,GibsGa99,def_int,0,,,,,
player,201212230tam,tam,GibsGa99,def_int_yds,0,,,,,
player,201212230tam,tam,GibsGa99,def_int_td,0,,,,,
player,201212230tam,tam,GibsGa99,def_int_long,0,,,,,
player,201212230tam,tam,GibsGa99,pass_defended,0,,,,,
player,201212230tam,tam,GibsGa99,sacks,0.0,,,,,
player,201212230tam,tam,GibsGa99,tackles_combined,2,,,,,
player,201212230tam,tam,GibsGa99,tackles_solo,1,,,,,
player,201212230tam,tam,GibsGa99,tackles_assists,1,,,,,
player,201212230tam,tam,GibsGa99,tackles_loss,0,,,,,
player,201212230tam,tam,GibsGa99,qb_hits,0,,,,,
player,201212230tam,tam,GibsGa99,fumbles_rec,0,,,,,
player,201212230tam,tam,GibsGa99,fumbles_rec_yds,0,,,,,
player,201212230tam,tam,GibsGa99,fumbles_rec_td,0,,,,,
player,201212230tam,tam,GibsGa99,fumbles_forced,0,,,,,
player,201212230tam,tam,HaywAd98,def_int,0,,,,,
player,201212230tam,tam,HaywAd98,def_int_yds,0,,,,,
player,201212230tam,tam,HaywAd98,def_int_td,0,,,,,
player,201212230tam,tam,HaywAd98,def_int_long,0,,,,,
player,201212230tam,tam,HaywAd98,pass_defended,1,,,,,
player,201212230tam,tam,HaywAd98,sacks,0.0,,,,,
player,201212230tam,tam,HaywAd98,tackles_combined,2,,,,,
player,201212230tam,tam,HaywAd98,tackles_solo,2,,,,,
player,201212230tam,tam,HaywAd98,tackles_assists,0,,,,,
player,201212230tam,tam,HaywAd98,tackles_loss,0,,,,,
player,201212230tam,tam,HaywAd98,qb_hits,0,,,,,
player,201212230tam,tam,HaywAd98,fumbles_rec,0,,,,,
player,201212230tam,tam,HaywAd98,fumbles_rec_yds,0,,,,,
player,201212230tam,tam,HaywAd98,fumbles_rec_td,0,,,,,
player,201212230tam,tam,HaywAd98,fumbles_forced,0,,,,,
player,201212230tam,tam,BiggE.99,def_int,0,,,,,
player,201212230tam,tam,BiggE.99,def_int_yds,0,,,,,
player,201212230tam,tam,BiggE.99,def_int_td,0,,,,,
player,201212230tam,tam,BiggE.99,def_int_long,0,,,,,
player,201212230tam,tam,BiggE.99,pass_defended,0,,,,,
player,201212230tam,tam,BiggE.99,sacks,0.0,,,,,
player,201212230tam,tam,BiggE.99,tackles_combined,1,,,,,
player,201212230tam,tam,BiggE.99,tackles_solo,1,,,,,
player,201212230tam,tam,BiggE.99,tackles_assists,0,,,,,
player,201212230tam,tam,BiggE.99,tackles_loss,0,,,,,
player,201212230tam,tam,BiggE.99,qb_hits,0,,,,,
player,201212230tam,tam,BiggE.99,fumbles_rec,0,,,,,
player,201212230tam,tam,BiggE.99,fumbles_rec_yds,0,,,,,
player,201212230tam,tam,BiggE.99,fumbles_rec_td,0,,,,,
player,201212230tam,tam,BiggE.99,fumbles_forced,0,,,,,
player,201212230tam,tam,BoweDa00,def_int,0,,,,,
player,201212230tam,tam,BoweDa00,def_int_yds,0,,,,,
player,201212230tam,tam,BoweDa00,def_int_td,0,,,,,
player,201212230tam,tam,BoweDa00,def_int_long,0,,,,,
player,201212230tam,tam,BoweDa00,pass_defended,0,,,,,
player,201212230tam,tam,BoweDa00,sacks,0.0,,,,,
player,201212230tam,tam,BoweDa00,tackles_combined,1,,,,,
player,201212230tam,tam,BoweDa00,tackles_solo,0,,,,,
player,201212230tam,tam,BoweDa00,tackles_assists,1,,,,,
player,201212230tam,tam,BoweDa00,tackles_loss,0,,,,,
player,201212230tam,tam,BoweDa00,qb_hits,1,,,,,
player,201212230tam,tam,BoweDa00,fumbles_rec,0,,,,,
player,201212230tam,tam,BoweDa00,fumbles_rec_yds,0,,,,,
player,201212230tam,tam,BoweDa00,fumbles_rec_td,0,,,,,
player,201212230tam,tam,BoweDa00,fumbles_forced,0,,,,,
player,201212230tam,tam,McDoBr99,def_int,0,,,,,
player,201212230tam,tam,McDoBr99,def_int_yds,0,,,,,
player,201212230tam,tam,McDoBr99,def_int_td,0,,,,,
player,201212230tam,tam,McDoBr99,def_int_long,0,,,,,
player,201212230tam,tam,McDoBr99,pass_defended,0,,,,,
player,201212230tam,tam,McDoBr99,sacks,0.0,,,,,
player,201212230tam,tam,McDoBr99,tackles_combined,1,,,,,
player,201212230tam,tam,McDoBr99,tackles_solo,1,,,,,
player,201212230tam,tam,McDoBr99,tackles_assists,0,,,,,
player,201212230tam,tam,McDoBr99,tackles_loss,0,,,,,
player,201212230tam,tam,McDoBr99,qb_hits,0,,,,,
player,201212230tam,tam,McDoBr99,fumbles_rec,0,,,,,
player,201212230tam,tam,McDoBr99,fumbles_rec_yds,0,,,,,
player,201212230tam,tam,McDoBr99,fumbles_rec_td,0,,,,,
player,201212230tam,tam,McDoBr99,fumbles_forced,0,,,,,
player,201212230tam,tam,MillRo99,def_int,0,,,,,
player,201212230tam,tam,MillRo99,def_int_yds,0,,,,,
player,201212230tam,tam,MillRo99,def_int_td,0,,,,,
player,201212230tam,tam,MillRo99,def_int_long,0,,,,,
player,201212230tam,tam,MillRo99,pass_defended,0,,,,,
player,201212230tam,tam,MillRo99,sacks,0.0,,,,,
player,201212230tam,tam,MillRo99,tackles_combined,1,,,,,
player,201212230tam,tam,MillRo99,tackles_solo,1,,,,,
