game,2012,14,20121209,201212090sea,crd,"Arizona Cardinals",0,sea,"Seattle Seahawks",58
team,201212090sea,crd,First Downs,10,,,,,,
team,201212090sea,sea,First Downs,22,,,,,,
team,201212090sea,crd,Rush-Yds-TDs,16-43-0,,,,,,
team,201212090sea,sea,Rush-Yds-TDs,42-284-4,,,,,,
team,201212090sea,crd,Cmp-Att-Yd-TD-INT,19-39-133-0-4,,,,,,
team,201212090sea,sea,Cmp-Att-Yd-TD-INT,12-22-216-1-1,,,,,,
team,201212090sea,crd,Sacked-Yards,3-22,,,,,,
team,201212090sea,sea,Sacked-Yards,1-7,,,,,,
team,201212090sea,crd,Net Pass Yards,111,,,,,,
team,201212090sea,sea,Net Pass Yards,209,,,,,,
team,201212090sea,crd,Total Yards,154,,,,,,
team,201212090sea,sea,Total Yards,493,,,,,,
team,201212090sea,crd,Fumbles-Lost,5-4,,,,,,
team,201212090sea,sea,Fumbles-Lost,0-0,,,,,,
team,201212090sea,crd,Turnovers,8,,,,,,
team,201212090sea,sea,Turnovers,1,,,,,,
team,201212090sea,crd,Penalties-Yards,9-79,,,,,,
team,201212090sea,sea,Penalties-Yards,10-97,,,,,,
team,201212090sea,crd,Third Down Conv.,4-14,,,,,,
team,201212090sea,sea,Third Down Conv.,3-11,,,,,,
team,201212090sea,crd,Fourth Down Conv.,0-1,,,,,,
team,201212090sea,sea,Fourth Down Conv.,0-1,,,,,,
team,201212090sea,crd,Time of Possession,25:33,,,,,,
team,201212090sea,sea,Time of Possession,34:27,,,,,,
player,201212090sea,crd,SkelJo00,pass_cmp,11,,,,,
player,201212090sea,crd,SkelJo00,pass_att,22,,,,,
player,201212090sea,crd,SkelJo00,pass_yds,74,,,,,
player,201212090sea,crd,SkelJo00,pass_td,0,,,,,
player,201212090sea,crd,SkelJo00,pass_int,4,,,,,
player,201212090sea,crd,SkelJo00,pass_sacked,1,,,,,
player,201212090sea,crd,SkelJo00,pass_sacked_yds,9,,,,,
player,201212090sea,crd,SkelJo00,pass_long,24,,,,,
player,201212090sea,crd,SkelJo00,pass_rating,18.2,,,,,
player,201212090sea,crd,SkelJo00,rush_att,2,,,,,
player,201212090sea,crd,SkelJo00,rush_yds,2,,,,,
player,201212090sea,crd,SkelJo00,rush_td,0,,,,,
player,201212090sea,crd,SkelJo00,rush_long,2,,,,,
player,201212090sea,crd,SkelJo00,targets,0,,,,,
player,201212090sea,crd,SkelJo00,rec,0,,,,,
player,201212090sea,crd,SkelJo00,rec_yds,0,,,,,
player,201212090sea,crd,SkelJo00,rec_td,0,,,,,
player,201212090sea,crd,SkelJo00,rec_long,0,,,,,
player,201212090sea,crd,SkelJo00,fumbles,2,,,,,
player,201212090sea,crd,SkelJo00,fumbles_lost,1,,,,,
player,201212090sea,crd,LindRy00,pass_cmp,8,,,,,
player,201212090sea,crd,LindRy00,pass_att,17,,,,,
