game,2012,15,20121216,201212160rav,den,"Denver Broncos",34,rav,"Baltimore Ravens",17
team,201212160rav,den,First Downs,21,,,,,,
team,201212160rav,rav,First Downs,12,,,,,,
team,201212160rav,den,Rush-Yds-TDs,45-163-2,,,,,,
team,201212160rav,rav,Rush-Yds-TDs,19-56-0,,,,,,
team,201212160rav,den,Cmp-Att-Yd-TD-INT,17-28-204-1-0,,,,,,
team,201212160rav,rav,Cmp-Att-Yd-TD-INT,20-40-254-2-1,,,,,,
team,201212160rav,den,Sacked-Yards,2-17,,,,,,
team,201212160rav,rav,Sacked-Yards,3-32,,,,,,
team,201212160rav,den,Net Pass Yards,187,,,,,,
team,201212160rav,rav,Net Pass Yards,222,,,,,,
team,201212160rav,den,Total Yards,350,,,,,,
team,201212160rav,rav,Total Yards,278,,,,,,
team,201212160rav,den,Fumbles-Lost,1-0,,,,,,
team,201212160rav,rav,Fumbles-Lost,3-1,,,,,,
team,201212160rav,den,Turnovers,0,,,,,,
team,201212160rav,rav,Turnovers,2,,,,,,
team,201212160rav,den,Penalties-Yards,7-51,,,,,,
team,201212160rav,rav,Penalties-Yards,6-61,,,,,,
team,201212160rav,den,Third Down Conv.,5-16,,,,,,
team,201212160rav,rav,Third Down Conv.,1-12,,,,,,
team,201212160rav,den,Fourth Down Conv.,0-0,,,,,,
team,201212160rav,rav,Fourth Down Conv.,0-2,,,,,,
team,201212160rav,den,Time of Possession,38:34,,,,,,
team,201212160rav,rav,Time of Possession,21:26,,,,,,
player,201212160rav,den,MannPe00,pass_cmp,17,,,,,
player,201212160rav,den,MannPe00,pass_att,28,,,,,
player,201212160rav,den,MannPe00,pass_yds,204,,,,,
player,201212160rav,den,MannPe00,pass_td,1,,,,,
player,201212160rav,den,MannPe00,pass_int,0,,,,,
player,201212160rav,den,MannPe00,pass_sacked,2,,,,,
player,201212160rav,den,MannPe00,pass_sacked_yds,17,,,,,
player,201212160rav,den,MannPe00,pass_long,51,,,,,
player,201212160rav,den,MannPe00,pass_rating,94.9,,,,,
player,201212160rav,den,MannPe00,rush_att,0,,,,,
player,201212160rav,den,MannPe00,rush_yds,0,,,,,
player,201212160rav,den,MannPe00,rush_td,0,,,,,
player,201212160rav,den,MannPe00,rush_long,0,,,,,
player,201212160rav,den,MannPe00,targets,0,,,,,
player,201212160rav,den,MannPe00,rec,0,,,,,
player,201212160rav,den,MannPe00,rec_yds,0,,,,,
player,201212160rav,den,MannPe00,rec_td,0,,,,,
player,201212160rav,den,MannPe00,rec_long,0,,,,,
player,201212160rav,den,MannPe00,fumbles,0,,,,,
player,201212160rav,den,MannPe00,fumbles_lost,0,,,,,
player,201212160rav,den,MoreKn00,pass_cmp,0,,,,,
player,201212160rav,den,MoreKn00,pass_att,0,,,,,
player,201212160rav,den,MoreKn00,pass_yds,0,,,,,
player,201212160rav,den,MoreKn00,pass_td,0,,,,,
player,201212160rav,den,MoreKn00,pass_int,0,,,,,
player,201212160rav,den,MoreKn00,pass_sacked,0,,,,,
player,201212160rav,den,MoreKn00,pass_sacked_yds,0,,,,,
player,201212160rav,den,MoreKn00,pass_long,0,,,,,
player,201212160rav,den,MoreKn00,pass_rating,,,,,,
player,201212160rav,den,MoreKn00,rush_att,21,,,,,
player,201212160rav,den,MoreKn00,rush_yds,115,,,,,
player,201212160rav,den,MoreKn00,rush_td,1,,,,,
player,201212160rav,den,MoreKn00,rush_long,20,,,,,
player,201212160rav,den,MoreKn00,targets,3,,,,,
player,201212160rav,den,MoreKn00,rec,2,,,,,
player,201212160rav,den,MoreKn00,rec_yds,8,,,,,
player,201212160rav,den,MoreKn00,rec_td,0,,,,,
player,201212160rav,den,MoreKn00,rec_long,6,,,,,
player,201212160rav,den,MoreKn00,fumbles,0,,,,,
player,201212160rav,den,MoreKn00,fumbles_lost,0,,,,,
player,201212160rav,den,HillRo00,pass_cmp,0,,,,,
player,201212160rav,den,HillRo00,pass_att,0,,,,,
player,201212160rav,den,HillRo00,pass_yds,0,,,,,
player,201212160rav,den,HillRo00,pass_td,0,,,,,
player,201212160rav,den,HillRo00,pass_int,0,,,,,
player,201212160rav,den,HillRo00,pass_sacked,0,,,,,
player,201212160rav,den,HillRo00,pass_sacked_yds,0,,,,,
player,201212160rav,den,HillRo00,pass_long,0,,,,,
player,201212160rav,den,HillRo00,pass_rating,,,,,,
player,201212160rav,den,HillRo00,rush_att,15,,,,,
player,201212160rav,den,HillRo00,rush_yds,32,,,,,
player,201212160rav,den,HillRo00,rush_td,0,,,,,
player,201212160rav,den,HillRo00,rush_long,8,,,,,
player,201212160rav,den,HillRo00,targets,0,,,,,
player,201212160rav,den,HillRo00,rec,0,,,,,
player,201212160rav,den,HillRo00,rec_yds,0,,,,,
player,201212160rav,den,HillRo00,rec_td,0,,,,,
player,201212160rav,den,HillRo00,rec_long,0,,,,,
player,201212160rav,den,HillRo00,fumbles,0,,,,,
player,201212160rav,den,HillRo00,fumbles_lost,0,,,,,
player,201212160rav,den,HestJa00,pass_cmp,0,,,,,
player,201212160rav,den,HestJa00,pass_att,0,,,,,
player,201212160rav,den,HestJa00,pass_yds,0,,,,,
player,201212160rav,den,HestJa00,pass_td,0,,,,,
player,201212160rav,den,HestJa00,pass_int,0,,,,,
player,201212160rav,den,HestJa00,pass_sacked,0,,,,,
player,201212160rav,den,HestJa00,pass_sacked_yds,0,,,,,
player,201212160rav,den,HestJa00,pass_long,0,,,,,
player,201212160rav,den,HestJa00,pass_rating,,,,,,
player,201212160rav,den,HestJa00,rush_att,7,,,,,
player,201212160rav,den,HestJa00,rush_yds,20,,,,,
player,201212160rav,den,HestJa00,rush_td,1,,,,,
player,201212160rav,den,HestJa00,rush_long,7,,,,,
player,201212160rav,den,HestJa00,targets,0,,,,,
player,201212160rav,den,HestJa00,rec,0,,,,,
player,201212160rav,den,HestJa00,rec_yds,0,,,,,
player,201212160rav,den,HestJa00,rec_td,0,,,,,
player,201212160rav,den,HestJa00,rec_long,0,,,,,
player,201212160rav,den,HestJa00,fumbles,0,,,,,
player,201212160rav,den,HestJa00,fumbles_lost,0,,,,,
player,201212160rav,den,DeckEr00,pass_cmp,0,,,,,
player,201212160rav,den,DeckEr00,pass_att,0,,,,,
player,201212160rav,den,DeckEr00,pass_yds,0,,,,,
player,201212160rav,den,DeckEr00,pass_td,0,,,,,
player,201212160rav,den,DeckEr00,pass_int,0,,,,,
player,201212160rav,den,DeckEr00,pass_sacked,0,,,,,
player,201212160rav,den,DeckEr00,pass_sacked_yds,0,,,,,
player,201212160rav,den,DeckEr00,pass_long,0,,,,,
player,201212160rav,den,DeckEr00,pass_rating,,,,,,
player,201212160rav,den,DeckEr00,rush_att,0,,,,,
player,201212160rav,den,DeckEr00,rush_yds,0,,,,,
player,201212160rav,den,DeckEr00,rush_td,0,,,,,
player,201212160rav,den,DeckEr00,rush_long,0,,,,,
player,201212160rav,den,DeckEr00,targets,11,,,,,
player,201212160rav,den,DeckEr00,rec,8,,,,,
player,201212160rav,den,DeckEr00,rec_yds,133,,,,,
player,201212160rav,den,DeckEr00,rec_td,1,,,,,
player,201212160rav,den,DeckEr00,rec_long,51,,,,,
player,201212160rav,den,DeckEr00,fumbles,0,,,,,
player,201212160rav,den,DeckEr00,fumbles_lost,0,,,,,
player,201212160rav,den,DreeJo00,pass_cmp,0,,,,,
player,201212160rav,den,DreeJo00,pass_att,0,,,,,
player,201212160rav,den,DreeJo00,pass_yds,0,,,,,
player,201212160rav,den,DreeJo00,pass_td,0,,,,,
player,201212160rav,den,DreeJo00,pass_int,0,,,,,
player,201212160rav,den,DreeJo00,pass_sacked,0,,,,,
player,201212160rav,den,DreeJo00,pass_sacked_yds,0,,,,,
player,201212160rav,den,DreeJo00,pass_long,0,,,,,
player,201212160rav,den,DreeJo00,pass_rating,,,,,,
player,201212160rav,den,DreeJo00,rush_att,0,,,,,
player,201212160rav,den,DreeJo00,rush_yds,0,,,,,
player,201212160rav,den,DreeJo00,rush_td,0,,,,,
player,201212160rav,den,DreeJo00,rush_long,0,,,,,
player,201212160rav,den,DreeJo00,targets,3,,,,,
player,201212160rav,den,DreeJo00,rec,2,,,,,
