game,2012,11,20121118,201211180den,sdg,"San Diego Chargers",23,den,"Denver Broncos",30
team,201211180den,sdg,First Downs,13,,,,,,
team,201211180den,den,First Downs,21,,,,,,
team,201211180den,sdg,Rush-Yds-TDs,23-53-0,,,,,,
team,201211180den,den,Rush-Yds-TDs,25-133-0,,,,,,
team,201211180den,sdg,Cmp-Att-Yd-TD-INT,24-40-258-2-2,,,,,,
team,201211180den,den,Cmp-Att-Yd-TD-INT,25-42-270-3-1,,,,,,
team,201211180den,sdg,Sacked-Yards,4-34,,,,,,
team,201211180den,den,Sacked-Yards,3-17,,,,,,
team,201211180den,sdg,Net Pass Yards,224,,,,,,
team,201211180den,den,Net Pass Yards,253,,,,,,
team,201211180den,sdg,Total Yards,277,,,,,,
team,201211180den,den,Total Yards,386,,,,,,
team,201211180den,sdg,Fumbles-Lost,3-1,,,,,,
team,201211180den,den,Fumbles-Lost,2-1,,,,,,
team,201211180den,sdg,Turnovers,3,,,,,,
team,201211180den,den,Turnovers,2,,,,,,
team,201211180den,sdg,Penalties-Yards,10-65,,,,,,
team,201211180den,den,Penalties-Yards,4-30,,,,,,
team,201211180den,sdg,Third Down Conv.,3-16,,,,,,
team,201211180den,den,Third Down Conv.,6-16,,,,,,
team,201211180den,sdg,Fourth Down Conv.,1-2,,,,,,
team,201211180den,den,Fourth Down Conv.,0-0,,,,,,
team,201211180den,sdg,Time of Possession,31:18,,,,,,
team,201211180den,den,Time of Possession,28:42,,,,,,
player,201211180den,sdg,RivePh00,pass_cmp,24,,,,,
player,201211180den,sdg,RivePh00,pass_att,40,,,,,
player,201211180den,sdg,RivePh00,pass_yds,258,,,,,
player,201211180den,sdg,RivePh00,pass_td,2,,,,,
player,201211180den,sdg,RivePh00,pass_int,2,,,,,
player,201211180den,sdg,RivePh00,pass_sacked,4,,,,,
player,201211180den,sdg,RivePh00,pass_sacked_yds,34,,,,,
player,201211180den,sdg,RivePh00,pass_long,38,,,,,
player,201211180den,sdg,RivePh00,pass_rating,74.8,,,,,
player,201211180den,sdg,RivePh00,rush_att,0,,,,,
player,201211180den,sdg,RivePh00,rush_yds,0,,,,,
player,201211180den,sdg,RivePh00,rush_td,0,,,,,
player,201211180den,sdg,RivePh00,rush_long,0,,,,,
player,201211180den,sdg,RivePh00,targets,0,,,,,
player,201211180den,sdg,RivePh00,rec,0,,,,,
player,201211180den,sdg,RivePh00,rec_yds,0,,,,,
player,201211180den,sdg,RivePh00,rec_td,0,,,,,
player,201211180den,sdg,RivePh00,rec_long,0,,,,,
player,201211180den,sdg,RivePh00,fumbles,3,,,,,
player,201211180den,sdg,RivePh00,fumbles_lost,1,,,,,
player,201211180den,sdg,MathRy00,pass_cmp,0,,,,,
player,201211180den,sdg,MathRy00,pass_att,0,,,,,
player,201211180den,sdg,MathRy00,pass_yds,0,,,,,
player,201211180den,sdg,MathRy00,pass_td,0,,,,,
player,201211180den,sdg,MathRy00,pass_int,0,,,,,
player,201211180den,sdg,MathRy00,pass_sacked,0,,,,,
player,201211180den,sdg,MathRy00,pass_sacked_yds,0,,,,,
player,201211180den,sdg,MathRy00,pass_long,0,,,,,
player,201211180den,sdg,MathRy00,pass_rating,,,,,,
player,201211180den,sdg,MathRy00,rush_att,15,,,,,
player,201211180den,sdg,MathRy00,rush_yds,47,,,,,
player,201211180den,sdg,MathRy00,rush_td,0,,,,,
player,201211180den,sdg,MathRy00,rush_long,11,,,,,
player,201211180den,sdg,MathRy00,targets,6,,,,,
player,201211180den,sdg,MathRy00,rec,4,,,,,
player,201211180den,sdg,MathRy00,rec_yds,36,,,,,
player,201211180den,sdg,MathRy00,rec_td,0,,,,,
player,201211180den,sdg,MathRy00,rec_long,24,,,,,
player,201211180den,sdg,MathRy00,fumbles,0,,,,,
player,201211180den,sdg,MathRy00,fumbles_lost,0,,,,,
player,201211180den,sdg,BrowRo05,pass_cmp,0,,,,,
player,201211180den,sdg,BrowRo05,pass_att,0,,,,,
player,201211180den,sdg,BrowRo05,pass_yds,0,,,,,
player,201211180den,sdg,BrowRo05,pass_td,0,,,,,
player,201211180den,sdg,BrowRo05,pass_int,0,,,,,
player,201211180den,sdg,BrowRo05,pass_sacked,0,,,,,
player,201211180den,sdg,BrowRo05,pass_sacked_yds,0,,,,,
player,201211180den,sdg,BrowRo05,pass_long,0,,,,,
player,201211180den,sdg,BrowRo05,pass_rating,,,,,,
player,201211180den,sdg,BrowRo05,rush_att,4,,,,,
player,201211180den,sdg,BrowRo05,rush_yds,9,,,,,
player,201211180den,sdg,BrowRo05,rush_td,0,,,,,
player,201211180den,sdg,BrowRo05,rush_long,5,,,,,
player,201211180den,sdg,BrowRo05,targets,3,,,,,
player,201211180den,sdg,BrowRo05,rec,2,,,,,
player,201211180den,sdg,BrowRo05,rec_yds,6,,,,,
player,201211180den,sdg,BrowRo05,rec_td,0,,,,,
player,201211180den,sdg,BrowRo05,rec_long,5,,,,,
player,201211180den,sdg,BrowRo05,fumbles,0,,,,,
player,201211180den,sdg,BrowRo05,fumbles_lost,0,,,,,
player,201211180den,sdg,AlexDa00,pass_cmp,0,,,,,
player,201211180den,sdg,AlexDa00,pass_att,0,,,,,
player,201211180den,sdg,AlexDa00,pass_yds,0,,,,,
player,201211180den,sdg,AlexDa00,pass_td,0,,,,,
player,201211180den,sdg,AlexDa00,pass_int,0,,,,,
player,201211180den,sdg,AlexDa00,pass_sacked,0,,,,,
player,201211180den,sdg,AlexDa00,pass_sacked_yds,0,,,,,
player,201211180den,sdg,AlexDa00,pass_long,0,,,,,
player,201211180den,sdg,AlexDa00,pass_rating,,,,,,
player,201211180den,sdg,AlexDa00,rush_att,0,,,,,
