game,2012,1,20120909,201209090det,ram,"St. Louis Rams",23,det,"Detroit Lions",27
player,201209090det,ram,JackSt00,pass_td,0,,,,,
player,201209090det,ram,JackSt00,pass_int,0,,,,,
player,201209090det,ram,JackSt00,pass_sacked,0,,,,,
player,201209090det,ram,JackSt00,pass_sacked_yds,0,,,,,
player,201209090det,ram,JackSt00,pass_long,0,,,,,
player,201209090det,ram,JackSt00,pass_rating,,,,,,
player,201209090det,ram,JackSt00,rush_att,21,,,,,
player,201209090det,ram,JackSt00,rush_yds,53,,,,,
player,201209090det,ram,JackSt00,rush_td,0,,,,,
player,201209090det,ram,JackSt00,rush_long,9,,,,,
player,201209090det,ram,JackSt00,targets,4,,,,,
player,201209090det,ram,JackSt00,rec,4,,,,,
player,201209090det,ram,JackSt00,rec_yds,31,,,,,
player,201209090det,ram,JackSt00,rec_td,0,,,,,
player,201209090det,ram,JackSt00,rec_long,12,,,,,
player,201209090det,ram,JackSt00,fumbles,0,,,,,
player,201209090det,ram,JackSt00,fumbles_lost,0,,,,,
player,201209090det,ram,RichDa00,pass_cmp,0,,,,,
player,201209090det,ram,RichDa00,pass_att,0,,,,,
player,201209090det,ram,RichDa00,pass_yds,0,,,,,
player,201209090det,ram,RichDa00,pass_td,0,,,,,
player,201209090det,ram,RichDa00,pass_int,0,,,,,
player,201209090det,ram,RichDa00,pass_sacked,0,,,,,
player,201209090det,ram,RichDa00,pass_sacked_yds,0,,,,,
player,201209090det,ram,RichDa00,pass_long,0,,,,,
player,201209090det,ram,RichDa00,pass_rating,,,,,,
player,201209090det,ram,RichDa00,rush_att,2,,,,,
player,201209090det,ram,RichDa00,rush_yds,20,,,,,
player,201209090det,ram,RichDa00,rush_td,0,,,,,
player,201209090det,ram,RichDa00,rush_long,11,,,,,
player,201209090det,ram,RichDa00,targets,0,,,,,
player,201209090det,ram,RichDa00,rec,0,,,,,
player,201209090det,ram,RichDa00,rec_yds,0,,,,,
player,201209090det,ram,RichDa00,rec_td,0,,,,,
player,201209090det,ram,RichDa00,rec_long,0,,,,,
player,201209090det,ram,RichDa00,fumbles,0,,,,,
player,201209090det,ram,RichDa00,fumbles_lost,0,,,,,
player,201209090det,ram,AmenDa00,pass_cmp,0,,,,,
player,201209090det,ram,AmenDa00,pass_att,0,,,,,
player,201209090det,ram,AmenDa00,pass_yds,0,,,,,
player,201209090det,ram,AmenDa00,pass_td,0,,,,,
player,201209090det,ram,AmenDa00,pass_int,0,,,,,
player,201209090det,ram,AmenDa00,pass_sacked,0,,,,,
player,201209090det,ram,AmenDa00,pass_sacked_yds,0,,,,,
player,201209090det,ram,AmenDa00,pass_long,0,,,,,
player,201209090det,ram,AmenDa00,pass_rating,,,,,,
player,201209090det,ram,AmenDa00,rush_att,1,,,,,
player,201209090det,ram,AmenDa00,rush_yds,2,,,,,
player,201209090det,ram,AmenDa00,rush_td,0,,,,,
player,201209090det,ram,AmenDa00,rush_long,2,,,,,
player,201209090det,ram,AmenDa00,targets,9,,,,,
player,201209090det,ram,AmenDa00,rec,5,,,,,
player,201209090det,ram,AmenDa00,rec_yds,70,,,,,
player,201209090det,ram,AmenDa00,rec_td,0,,,,,
player,201209090det,ram,AmenDa00,rec_long,17,,,,,
player,201209090det,ram,AmenDa00,fumbles,0,,,,,
player,201209090det,ram,AmenDa00,fumbles_lost,0,,,,,
player,201209090det,ram,GibsBr00,pass_cmp,0,,,,,
player,201209090det,ram,GibsBr00,pass_att,0,,,,,
player,201209090det,ram,GibsBr00,pass_yds,0,,,,,
player,201209090det,ram,GibsBr00,pass_td,0,,,,,
player,201209090det,ram,GibsBr00,pass_int,0,,,,,
player,201209090det,ram,GibsBr00,pass_sacked,0,,,,,
player,201209090det,ram,GibsBr00,pass_sacked_yds,0,,,,,
player,201209090det,ram,GibsBr00,pass_long,0,,,,,
player,201209090det,ram,GibsBr00,pass_rating,,,,,,
player,201209090det,ram,GibsBr00,rush_att,0,,,,,
player,201209090det,ram,GibsBr00,rush_yds,0,,,,,
player,201209090det,ram,GibsBr00,rush_td,0,,,,,
player,201209090det,ram,GibsBr00,rush_long,0,,,,,
player,201209090det,ram,GibsBr00,targets,5,,,,,
player,201209090det,ram,GibsBr00,rec,4,,,,,
player,201209090det,ram,GibsBr00,rec_yds,51,,,,,
player,201209090det,ram,GibsBr00,rec_td,1,,,,,
player,201209090det,ram,GibsBr00,rec_long,23,,,,,
player,201209090det,ram,GibsBr00,fumbles,0,,,,,
player,201209090det,ram,GibsBr00,fumbles_lost,0,,,,,
player,201209090det,ram,KendLa00,pass_cmp,0,,,,,
player,201209090det,ram,KendLa00,pass_att,0,,,,,
player,201209090det,ram,KendLa00,pass_yds,0,,,,,
player,201209090det,ram,KendLa00,pass_td,0,,,,,
player,201209090det,ram,KendLa00,pass_int,0,,,,,
player,201209090det,ram,KendLa00,pass_sacked,0,,,,,
player,201209090det,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201209090det,ram,KendLa00,pass_long,0,,,,,
player,201209090det,ram,KendLa00,pass_rating,,,,,,
player,201209090det,ram,KendLa00,rush_att,0,,,,,
player,201209090det,ram,KendLa00,rush_yds,0,,,,,
player,201209090det,ram,KendLa00,rush_td,0,,,,,
player,201209090det,ram,KendLa00,rush_long,0,,,,,
player,201209090det,ram,KendLa00,targets,2,,,,,
player,201209090det,ram,KendLa00,rec,2,,,,,
player,201209090det,ram,KendLa00,rec_yds,16,,,,,
player,201209090det,ram,KendLa00,rec_td,0,,,,,
player,201209090det,ram,KendLa00,rec_long,8,,,,,
player,201209090det,ram,KendLa00,fumbles,0,,,,,
player,201209090det,ram,KendLa00,fumbles_lost,0,,,,,
player,201209090det,ram,SmitSt02,pass_cmp,0,,,,,
player,201209090det,ram,SmitSt02,pass_att,0,,,,,
player,201209090det,ram,SmitSt02,pass_yds,0,,,,,
player,201209090det,ram,SmitSt02,pass_td,0,,,,,
player,201209090det,ram,SmitSt02,pass_int,0,,,,,
player,201209090det,ram,SmitSt02,pass_sacked,0,,,,,
player,201209090det,ram,SmitSt02,pass_sacked_yds,0,,,,,
player,201209090det,ram,SmitSt02,pass_long,0,,,,,
player,201209090det,ram,SmitSt02,pass_rating,,,,,,
player,201209090det,ram,SmitSt02,rush_att,0,,,,,
player,201209090det,ram,SmitSt02,rush_yds,0,,,,,
player,201209090det,ram,SmitSt02,rush_td,0,,,,,
player,201209090det,ram,SmitSt02,rush_long,0,,,,,
player,201209090det,ram,SmitSt02,targets,3,,,,,
player,201209090det,ram,SmitSt02,rec,1,,,,,
player,201209090det,ram,SmitSt02,rec_yds,16,,,,,
player,201209090det,ram,SmitSt02,rec_td,0,,,,,
player,201209090det,ram,SmitSt02,rec_long,16,,,,,
player,201209090det,ram,SmitSt02,fumbles,0,,,,,
player,201209090det,ram,SmitSt02,fumbles_lost,0,,,,,
player,201209090det,ram,McNeMi00,pass_cmp,0,,,,,
player,201209090det,ram,McNeMi00,pass_att,0,,,,,
player,201209090det,ram,McNeMi00,pass_yds,0,,,,,
player,201209090det,ram,McNeMi00,pass_td,0,,,,,
player,201209090det,ram,McNeMi00,pass_int,0,,,,,
player,201209090det,ram,McNeMi00,pass_sacked,0,,,,,
player,201209090det,ram,McNeMi00,pass_sacked_yds,0,,,,,
player,201209090det,ram,McNeMi00,pass_long,0,,,,,
player,201209090det,ram,McNeMi00,pass_rating,,,,,,
player,201209090det,ram,McNeMi00,rush_att,0,,,,,
player,201209090det,ram,McNeMi00,rush_yds,0,,,,,
player,201209090det,ram,McNeMi00,rush_td,0,,,,,
player,201209090det,ram,McNeMi00,rush_long,0,,,,,
player,201209090det,ram,McNeMi00,targets,1,,,,,
player,201209090det,ram,McNeMi00,rec,1,,,,,
player,201209090det,ram,McNeMi00,rec_yds,10,,,,,
player,201209090det,ram,McNeMi00,rec_td,0,,,,,
player,201209090det,ram,McNeMi00,rec_long,10,,,,,
player,201209090det,ram,McNeMi00,fumbles,0,,,,,
player,201209090det,ram,McNeMi00,fumbles_lost,0,,,,,
player,201209090det,ram,TurnRo22,pass_cmp,0,,,,,
player,201209090det,ram,TurnRo22,pass_att,0,,,,,
player,201209090det,ram,TurnRo22,pass_yds,0,,,,,
player,201209090det,ram,TurnRo22,pass_td,0,,,,,
player,201209090det,ram,TurnRo22,pass_int,0,,,,,
player,201209090det,ram,TurnRo22,pass_sacked,0,,,,,
player,201209090det,ram,TurnRo22,pass_sacked_yds,0,,,,,
player,201209090det,ram,TurnRo22,pass_long,0,,,,,
player,201209090det,ram,TurnRo22,pass_rating,,,,,,
player,201209090det,ram,TurnRo22,rush_att,0,,,,,
player,201209090det,ram,TurnRo22,rush_yds,0,,,,,
player,201209090det,ram,TurnRo22,rush_td,0,,,,,
player,201209090det,ram,TurnRo22,rush_long,0,,,,,
player,201209090det,ram,TurnRo22,targets,1,,,,,
player,201209090det,ram,TurnRo22,rec,0,,,,,
player,201209090det,ram,TurnRo22,rec_yds,4,,,,,
player,201209090det,ram,TurnRo22,rec_td,0,,,,,
player,201209090det,ram,TurnRo22,rec_long,4,,,,,
player,201209090det,ram,TurnRo22,fumbles,0,,,,,
player,201209090det,ram,TurnRo22,fumbles_lost,0,,,,,
player,201209090det,ram,GiveCh00,pass_cmp,0,,,,,
player,201209090det,ram,GiveCh00,pass_att,0,,,,,
player,201209090det,ram,GiveCh00,pass_yds,0,,,,,
player,201209090det,ram,GiveCh00,pass_td,0,,,,,
player,201209090det,ram,GiveCh00,pass_int,0,,,,,
player,201209090det,ram,GiveCh00,pass_sacked,0,,,,,
player,201209090det,ram,GiveCh00,pass_sacked_yds,0,,,,,
player,201209090det,ram,GiveCh00,pass_long,0,,,,,
player,201209090det,ram,GiveCh00,pass_rating,,,,,,
player,201209090det,ram,GiveCh00,rush_att,0,,,,,
player,201209090det,ram,GiveCh00,rush_yds,0,,,,,
player,201209090det,ram,GiveCh00,rush_td,0,,,,,
player,201209090det,ram,GiveCh00,rush_long,0,,,,,
player,201209090det,ram,GiveCh00,targets,1,,,,,
player,201209090det,ram,GiveCh00,rec,0,,,,,
player,201209090det,ram,GiveCh00,rec_yds,0,,,,,
player,201209090det,ram,GiveCh00,rec_td,0,,,,,
player,201209090det,ram,GiveCh00,rec_long,0,,,,,
player,201209090det,ram,GiveCh00,fumbles,0,,,,,
player,201209090det,ram,GiveCh00,fumbles_lost,0,,,,,
player,201209090det,det,StafMa00,pass_cmp,32,,,,,
player,201209090det,det,StafMa00,pass_att,48,,,,,
player,201209090det,det,StafMa00,pass_yds,355,,,,,
player,201209090det,det,StafMa00,pass_td,1,,,,,
player,201209090det,det,StafMa00,pass_int,3,,,,,
player,201209090det,det,StafMa00,pass_sacked,1,,,,,
player,201209090det,det,StafMa00,pass_sacked_yds,9,,,,,
player,201209090det,det,StafMa00,pass_long,51,,,,,
player,201209090det,det,StafMa00,pass_rating,69.4,,,,,
player,201209090det,det,StafMa00,rush_att,0,,,,,
player,201209090det,det,StafMa00,rush_yds,0,,,,,
player,201209090det,det,StafMa00,rush_td,0,,,,,
player,201209090det,det,StafMa00,rush_long,0,,,,,
player,201209090det,det,StafMa00,targets,1,,,,,
player,201209090det,det,StafMa00,rec,1,,,,,
player,201209090det,det,StafMa00,rec_yds,3,,,,,
player,201209090det,det,StafMa00,rec_td,0,,,,,
player,201209090det,det,StafMa00,rec_long,3,,,,,
player,201209090det,det,StafMa00,fumbles,0,,,,,
player,201209090det,det,StafMa00,fumbles_lost,0,,,,,
player,201209090det,det,SmitKe02,pass_cmp,0,,,,,
player,201209090det,det,SmitKe02,pass_att,0,,,,,
player,201209090det,det,SmitKe02,pass_yds,0,,,,,
player,201209090det,det,SmitKe02,pass_td,0,,,,,
player,201209090det,det,SmitKe02,pass_int,0,,,,,
player,201209090det,det,SmitKe02,pass_sacked,0,,,,,
player,201209090det,det,SmitKe02,pass_sacked_yds,0,,,,,
player,201209090det,det,SmitKe02,pass_long,0,,,,,
player,201209090det,det,SmitKe02,pass_rating,,,,,,
player,201209090det,det,SmitKe02,rush_att,13,,,,,
player,201209090det,det,SmitKe02,rush_yds,62,,,,,
player,201209090det,det,SmitKe02,rush_td,1,,,,,
player,201209090det,det,SmitKe02,rush_long,19,,,,,
player,201209090det,det,SmitKe02,targets,6,,,,,
player,201209090det,det,SmitKe02,rec,4,,,,,
player,201209090det,det,SmitKe02,rec_yds,29,,,,,
player,201209090det,det,SmitKe02,rec_td,1,,,,,
player,201209090det,det,SmitKe02,rec_long,9,,,,,
player,201209090det,det,SmitKe02,fumbles,0,,,,,
player,201209090det,det,SmitKe02,fumbles_lost,0,,,,,
player,201209090det,det,YounTi00,pass_cmp,0,,,,,
player,201209090det,det,YounTi00,pass_att,0,,,,,
player,201209090det,det,YounTi00,pass_yds,0,,,,,
player,201209090det,det,YounTi00,pass_td,0,,,,,
player,201209090det,det,YounTi00,pass_int,0,,,,,
player,201209090det,det,YounTi00,pass_sacked,0,,,,,
player,201209090det,det,YounTi00,pass_sacked_yds,0,,,,,
player,201209090det,det,YounTi00,pass_long,0,,,,,
player,201209090det,det,YounTi00,pass_rating,,,,,,
player,201209090det,det,YounTi00,rush_att,1,,,,,
player,201209090det,det,YounTi00,rush_yds,11,,,,,
player,201209090det,det,YounTi00,rush_td,0,,,,,
player,201209090det,det,YounTi00,rush_long,11,,,,,
player,201209090det,det,YounTi00,targets,3,,,,,
player,201209090det,det,YounTi00,rec,1,,,,,
player,201209090det,det,YounTi00,rec_yds,14,,,,,
player,201209090det,det,YounTi00,rec_td,0,,,,,
player,201209090det,det,YounTi00,rec_long,14,,,,,
player,201209090det,det,YounTi00,fumbles,0,,,,,
player,201209090det,det,YounTi00,fumbles_lost,0,,,,,
player,201209090det,det,BurlNa00,pass_cmp,0,,,,,
player,201209090det,det,BurlNa00,pass_att,0,,,,,
player,201209090det,det,BurlNa00,pass_yds,0,,,,,
player,201209090det,det,BurlNa00,pass_td,0,,,,,
player,201209090det,det,BurlNa00,pass_int,0,,,,,
player,201209090det,det,BurlNa00,pass_sacked,0,,,,,
player,201209090det,det,BurlNa00,pass_sacked_yds,0,,,,,
player,201209090det,det,BurlNa00,pass_long,0,,,,,
player,201209090det,det,BurlNa00,pass_rating,,,,,,
player,201209090det,det,BurlNa00,rush_att,1,,,,,
player,201209090det,det,BurlNa00,rush_yds,6,,,,,
player,201209090det,det,BurlNa00,rush_td,0,,,,,
player,201209090det,det,BurlNa00,rush_long,6,,,,,
player,201209090det,det,BurlNa00,targets,8,,,,,
player,201209090det,det,BurlNa00,rec,6,,,,,
player,201209090det,det,BurlNa00,rec_yds,69,,,,,
player,201209090det,det,BurlNa00,rec_td,0,,,,,
player,201209090det,det,BurlNa00,rec_long,21,,,,,
player,201209090det,det,BurlNa00,fumbles,0,,,,,
player,201209090det,det,BurlNa00,fumbles_lost,0,,,,,
player,201209090det,det,WillKe03,pass_cmp,0,,,,,
player,201209090det,det,WillKe03,pass_att,0,,,,,
player,201209090det,det,WillKe03,pass_yds,0,,,,,
player,201209090det,det,WillKe03,pass_td,0,,,,,
player,201209090det,det,WillKe03,pass_int,0,,,,,
player,201209090det,det,WillKe03,pass_sacked,0,,,,,
player,201209090det,det,WillKe03,pass_sacked_yds,0,,,,,
player,201209090det,det,WillKe03,pass_long,0,,,,,
player,201209090det,det,WillKe03,pass_rating,,,,,,
player,201209090det,det,WillKe03,rush_att,1,,,,,
player,201209090det,det,WillKe03,rush_yds,2,,,,,
player,201209090det,det,WillKe03,rush_td,0,,,,,
player,201209090det,det,WillKe03,rush_long,2,,,,,
player,201209090det,det,WillKe03,targets,1,,,,,
player,201209090det,det,WillKe03,rec,1,,,,,
player,201209090det,det,WillKe03,rec_yds,4,,,,,
player,201209090det,det,WillKe03,rec_td,0,,,,,
player,201209090det,det,WillKe03,rec_long,4,,,,,
player,201209090det,det,WillKe03,fumbles,0,,,,,
player,201209090det,det,WillKe03,fumbles_lost,0,,,,,
player,201209090det,det,BellJo01,pass_cmp,0,,,,,
player,201209090det,det,BellJo01,pass_att,0,,,,,
player,201209090det,det,BellJo01,pass_yds,0,,,,,
player,201209090det,det,BellJo01,pass_td,0,,,,,
player,201209090det,det,BellJo01,pass_int,0,,,,,
player,201209090det,det,BellJo01,pass_sacked,0,,,,,
player,201209090det,det,BellJo01,pass_sacked_yds,0,,,,,
player,201209090det,det,BellJo01,pass_long,0,,,,,
player,201209090det,det,BellJo01,pass_rating,,,,,,
player,201209090det,det,BellJo01,rush_att,1,,,,,
player,201209090det,det,BellJo01,rush_yds,1,,,,,
player,201209090det,det,BellJo01,rush_td,1,,,,,
player,201209090det,det,BellJo01,rush_long,1,,,,,
player,201209090det,det,BellJo01,targets,0,,,,,
player,201209090det,det,BellJo01,rec,0,,,,,
player,201209090det,det,BellJo01,rec_yds,0,,,,,
player,201209090det,det,BellJo01,rec_td,0,,,,,
player,201209090det,det,BellJo01,rec_long,0,,,,,
player,201209090det,det,BellJo01,fumbles,0,,,,,
player,201209090det,det,BellJo01,fumbles_lost,0,,,,,
player,201209090det,det,LogaSt00,pass_cmp,0,,,,,
player,201209090det,det,LogaSt00,pass_att,0,,,,,
player,201209090det,det,LogaSt00,pass_yds,0,,,,,
player,201209090det,det,LogaSt00,pass_td,0,,,,,
player,201209090det,det,LogaSt00,pass_int,0,,,,,
player,201209090det,det,LogaSt00,pass_sacked,0,,,,,
player,201209090det,det,LogaSt00,pass_sacked_yds,0,,,,,
player,201209090det,det,LogaSt00,pass_long,0,,,,,
player,201209090det,det,LogaSt00,pass_rating,,,,,,
player,201209090det,det,LogaSt00,rush_att,1,,,,,
player,201209090det,det,LogaSt00,rush_yds,1,,,,,
player,201209090det,det,LogaSt00,rush_td,0,,,,,
player,201209090det,det,LogaSt00,rush_long,1,,,,,
player,201209090det,det,LogaSt00,targets,1,,,,,
player,201209090det,det,LogaSt00,rec,1,,,,,
player,201209090det,det,LogaSt00,rec_yds,-1,,,,,
player,201209090det,det,LogaSt00,rec_td,0,,,,,
player,201209090det,det,LogaSt00,rec_long,-1,,,,,
player,201209090det,det,LogaSt00,fumbles,0,,,,,
player,201209090det,det,LogaSt00,fumbles_lost,0,,,,,
player,201209090det,det,JohnCa00,pass_cmp,0,,,,,
player,201209090det,det,JohnCa00,pass_att,0,,,,,
player,201209090det,det,JohnCa00,pass_yds,0,,,,,
player,201209090det,det,JohnCa00,pass_td,0,,,,,
player,201209090det,det,JohnCa00,pass_int,0,,,,,
player,201209090det,det,JohnCa00,pass_sacked,0,,,,,
player,201209090det,det,JohnCa00,pass_sacked_yds,0,,,,,
player,201209090det,det,JohnCa00,pass_long,0,,,,,
player,201209090det,det,JohnCa00,pass_rating,,,,,,
player,201209090det,det,JohnCa00,rush_att,0,,,,,
player,201209090det,det,JohnCa00,rush_yds,0,,,,,
player,201209090det,det,JohnCa00,rush_td,0,,,,,
player,201209090det,det,JohnCa00,rush_long,0,,,,,
player,201209090det,det,JohnCa00,targets,7,,,,,
player,201209090det,det,JohnCa00,rec,6,,,,,
player,201209090det,det,JohnCa00,rec_yds,111,,,,,
player,201209090det,det,JohnCa00,rec_td,0,,,,,
player,201209090det,det,JohnCa00,rec_long,51,,,,,
player,201209090det,det,JohnCa00,fumbles,0,,,,,
player,201209090det,det,JohnCa00,fumbles_lost,0,,,,,
player,201209090det,det,PettBr00,pass_cmp,0,,,,,
player,201209090det,det,PettBr00,pass_att,0,,,,,
player,201209090det,det,PettBr00,pass_yds,0,,,,,
player,201209090det,det,PettBr00,pass_td,0,,,,,
player,201209090det,det,PettBr00,pass_int,0,,,,,
player,201209090det,det,PettBr00,pass_sacked,0,,,,,
player,201209090det,det,PettBr00,pass_sacked_yds,0,,,,,
player,201209090det,det,PettBr00,pass_long,0,,,,,
player,201209090det,det,PettBr00,pass_rating,,,,,,
player,201209090det,det,PettBr00,rush_att,0,,,,,
player,201209090det,det,PettBr00,rush_yds,0,,,,,
player,201209090det,det,PettBr00,rush_td,0,,,,,
player,201209090det,det,PettBr00,rush_long,0,,,,,
player,201209090det,det,PettBr00,targets,10,,,,,
player,201209090det,det,PettBr00,rec,5,,,,,
player,201209090det,det,PettBr00,rec_yds,77,,,,,
player,201209090det,det,PettBr00,rec_td,0,,,,,
player,201209090det,det,PettBr00,rec_long,24,,,,,
player,201209090det,det,PettBr00,fumbles,0,,,,,
player,201209090det,det,PettBr00,fumbles_lost,0,,,,,
player,201209090det,det,ScheTo00,pass_cmp,0,,,,,
player,201209090det,det,ScheTo00,pass_att,0,,,,,
player,201209090det,det,ScheTo00,pass_yds,0,,,,,
player,201209090det,det,ScheTo00,pass_td,0,,,,,
player,201209090det,det,ScheTo00,pass_int,0,,,,,
player,201209090det,det,ScheTo00,pass_sacked,0,,,,,
player,201209090det,det,ScheTo00,pass_sacked_yds,0,,,,,
player,201209090det,det,ScheTo00,pass_long,0,,,,,
player,201209090det,det,ScheTo00,pass_rating,,,,,,
player,201209090det,det,ScheTo00,rush_att,0,,,,,
player,201209090det,det,ScheTo00,rush_yds,0,,,,,
player,201209090det,det,ScheTo00,rush_td,0,,,,,
player,201209090det,det,ScheTo00,rush_long,0,,,,,
player,201209090det,det,ScheTo00,targets,8,,,,,
player,201209090det,det,ScheTo00,rec,5,,,,,
player,201209090det,det,ScheTo00,rec_yds,30,,,,,
player,201209090det,det,ScheTo00,rec_td,0,,,,,
player,201209090det,det,ScheTo00,rec_long,10,,,,,
player,201209090det,det,ScheTo00,fumbles,0,,,,,
player,201209090det,det,ScheTo00,fumbles_lost,0,,,,,
player,201209090det,det,HellWi00,pass_cmp,0,,,,,
player,201209090det,det,HellWi00,pass_att,0,,,,,
player,201209090det,det,HellWi00,pass_yds,0,,,,,
player,201209090det,det,HellWi00,pass_td,0,,,,,
player,201209090det,det,HellWi00,pass_int,0,,,,,
player,201209090det,det,HellWi00,pass_sacked,0,,,,,
player,201209090det,det,HellWi00,pass_sacked_yds,0,,,,,
player,201209090det,det,HellWi00,pass_long,0,,,,,
player,201209090det,det,HellWi00,pass_rating,,,,,,
player,201209090det,det,HellWi00,rush_att,0,,,,,
player,201209090det,det,HellWi00,rush_yds,0,,,,,
player,201209090det,det,HellWi00,rush_td,0,,,,,
player,201209090det,det,HellWi00,rush_long,0,,,,,
player,201209090det,det,HellWi00,targets,2,,,,,
player,201209090det,det,HellWi00,rec,2,,,,,
player,201209090det,det,HellWi00,rec_yds,19,,,,,
player,201209090det,det,HellWi00,rec_td,0,,,,,
player,201209090det,det,HellWi00,rec_long,14,,,,,
player,201209090det,det,HellWi00,fumbles,0,,,,,
player,201209090det,det,HellWi00,fumbles_lost,0,,,,,
player,201209090det,ram,FinnCo20,def_int,1,,,,,
player,201209090det,ram,FinnCo20,def_int_yds,31,,,,,
player,201209090det,ram,FinnCo20,def_int_td,1,,,,,
player,201209090det,ram,FinnCo20,def_int_long,31,,,,,
player,201209090det,ram,FinnCo20,pass_defended,1,,,,,
player,201209090det,ram,FinnCo20,sacks,0.0,,,,,
player,201209090det,ram,FinnCo20,tackles_combined,10,,,,,
player,201209090det,ram,FinnCo20,tackles_solo,9,,,,,
player,201209090det,ram,FinnCo20,tackles_assists,1,,,,,
player,201209090det,ram,FinnCo20,tackles_loss,1,,,,,
player,201209090det,ram,FinnCo20,qb_hits,0,,,,,
player,201209090det,ram,FinnCo20,fumbles_rec,0,,,,,
player,201209090det,ram,FinnCo20,fumbles_rec_yds,0,,,,,
player,201209090det,ram,FinnCo20,fumbles_rec_td,0,,,,,
player,201209090det,ram,FinnCo20,fumbles_forced,0,,,,,
player,201209090det,ram,DunbJo20,def_int,1,,,,,
player,201209090det,ram,DunbJo20,def_int_yds,42,,,,,
player,201209090det,ram,DunbJo20,def_int_td,0,,,,,
player,201209090det,ram,DunbJo20,def_int_long,42,,,,,
player,201209090det,ram,DunbJo20,pass_defended,1,,,,,
player,201209090det,ram,DunbJo20,sacks,0.0,,,,,
player,201209090det,ram,DunbJo20,tackles_combined,6,,,,,
player,201209090det,ram,DunbJo20,tackles_solo,5,,,,,
player,201209090det,ram,DunbJo20,tackles_assists,1,,,,,
player,201209090det,ram,DunbJo20,tackles_loss,2,,,,,
player,201209090det,ram,DunbJo20,qb_hits,0,,,,,
player,201209090det,ram,DunbJo20,fumbles_rec,0,,,,,
player,201209090det,ram,DunbJo20,fumbles_rec_yds,0,,,,,
player,201209090det,ram,DunbJo20,fumbles_rec_td,0,,,,,
player,201209090det,ram,DunbJo20,fumbles_forced,0,,,,,
player,201209090det,ram,JenkJa03,def_int,1,,,,,
player,201209090det,ram,JenkJa03,def_int_yds,34,,,,,
player,201209090det,ram,JenkJa03,def_int_td,0,,,,,
player,201209090det,ram,JenkJa03,def_int_long,34,,,,,
player,201209090det,ram,JenkJa03,pass_defended,1,,,,,
player,201209090det,ram,JenkJa03,sacks,0.0,,,,,
player,201209090det,ram,JenkJa03,tackles_combined,6,,,,,
player,201209090det,ram,JenkJa03,tackles_solo,4,,,,,
player,201209090det,ram,JenkJa03,tackles_assists,2,,,,,
