game,2012,9,20121104,201211040gnb,crd,"Arizona Cardinals",17,gnb,"Green Bay Packers",31
player,201211040gnb,crd,GayxWi99,fumbles_rec_yds,0,,,,,
player,201211040gnb,crd,GayxWi99,fumbles_rec_td,0,,,,,
player,201211040gnb,crd,GayxWi99,fumbles_forced,0,,,,,
player,201211040gnb,crd,CampCa99,def_int,0,,,,,
player,201211040gnb,crd,CampCa99,def_int_yds,0,,,,,
player,201211040gnb,crd,CampCa99,def_int_td,0,,,,,
player,201211040gnb,crd,CampCa99,def_int_long,0,,,,,
player,201211040gnb,crd,CampCa99,pass_defended,0,,,,,
player,201211040gnb,crd,CampCa99,sacks,0.5,,,,,
player,201211040gnb,crd,CampCa99,tackles_combined,8,,,,,
player,201211040gnb,crd,CampCa99,tackles_solo,5,,,,,
player,201211040gnb,crd,CampCa99,tackles_assists,3,,,,,
player,201211040gnb,crd,CampCa99,tackles_loss,0,,,,,
player,201211040gnb,crd,CampCa99,qb_hits,1,,,,,
player,201211040gnb,crd,CampCa99,fumbles_rec,0,,,,,
player,201211040gnb,crd,CampCa99,fumbles_rec_yds,0,,,,,
player,201211040gnb,crd,CampCa99,fumbles_rec_td,0,,,,,
player,201211040gnb,crd,CampCa99,fumbles_forced,0,,,,,
player,201211040gnb,crd,DockDa20,def_int,0,,,,,
player,201211040gnb,crd,DockDa20,def_int_yds,0,,,,,
player,201211040gnb,crd,DockDa20,def_int_td,0,,,,,
player,201211040gnb,crd,DockDa20,def_int_long,0,,,,,
player,201211040gnb,crd,DockDa20,pass_defended,0,,,,,
player,201211040gnb,crd,DockDa20,sacks,0.5,,,,,
player,201211040gnb,crd,DockDa20,tackles_combined,6,,,,,
player,201211040gnb,crd,DockDa20,tackles_solo,2,,,,,
player,201211040gnb,crd,DockDa20,tackles_assists,4,,,,,
player,201211040gnb,crd,DockDa20,tackles_loss,0,,,,,
player,201211040gnb,crd,DockDa20,qb_hits,1,,,,,
player,201211040gnb,crd,DockDa20,fumbles_rec,0,,,,,
player,201211040gnb,crd,DockDa20,fumbles_rec_yds,0,,,,,
player,201211040gnb,crd,DockDa20,fumbles_rec_td,0,,,,,
player,201211040gnb,crd,DockDa20,fumbles_forced,0,,,,,
player,201211040gnb,crd,WashDa99,def_int,0,,,,,
player,201211040gnb,crd,WashDa99,def_int_yds,0,,,,,
player,201211040gnb,crd,WashDa99,def_int_td,0,,,,,
player,201211040gnb,crd,WashDa99,def_int_long,0,,,,,
player,201211040gnb,crd,WashDa99,pass_defended,0,,,,,
player,201211040gnb,crd,WashDa99,sacks,0.0,,,,,
player,201211040gnb,crd,WashDa99,tackles_combined,7,,,,,
player,201211040gnb,crd,WashDa99,tackles_solo,4,,,,,
player,201211040gnb,crd,WashDa99,tackles_assists,3,,,,,
player,201211040gnb,crd,WashDa99,tackles_loss,0,,,,,
player,201211040gnb,crd,WashDa99,qb_hits,0,,,,,
player,201211040gnb,crd,WashDa99,fumbles_rec,0,,,,,
player,201211040gnb,crd,WashDa99,fumbles_rec_yds,0,,,,,
player,201211040gnb,crd,WashDa99,fumbles_rec_td,0,,,,,
player,201211040gnb,crd,WashDa99,fumbles_forced,0,,,,,
player,201211040gnb,crd,LenoPa20,def_int,0,,,,,
player,201211040gnb,crd,LenoPa20,def_int_yds,0,,,,,
player,201211040gnb,crd,LenoPa20,def_int_td,0,,,,,
player,201211040gnb,crd,LenoPa20,def_int_long,0,,,,,
player,201211040gnb,crd,LenoPa20,pass_defended,0,,,,,
player,201211040gnb,crd,LenoPa20,sacks,0.0,,,,,
player,201211040gnb,crd,LenoPa20,tackles_combined,6,,,,,
player,201211040gnb,crd,LenoPa20,tackles_solo,5,,,,,
player,201211040gnb,crd,LenoPa20,tackles_assists,1,,,,,
player,201211040gnb,crd,LenoPa20,tackles_loss,1,,,,,
player,201211040gnb,crd,LenoPa20,qb_hits,0,,,,,
player,201211040gnb,crd,LenoPa20,fumbles_rec,0,,,,,
player,201211040gnb,crd,LenoPa20,fumbles_rec_yds,0,,,,,
player,201211040gnb,crd,LenoPa20,fumbles_rec_td,0,,,,,
player,201211040gnb,crd,LenoPa20,fumbles_forced,1,,,,,
player,201211040gnb,crd,RhodKe20,def_int,0,,,,,
player,201211040gnb,crd,RhodKe20,def_int_yds,0,,,,,
player,201211040gnb,crd,RhodKe20,def_int_td,0,,,,,
player,201211040gnb,crd,RhodKe20,def_int_long,0,,,,,
player,201211040gnb,crd,RhodKe20,pass_defended,0,,,,,
player,201211040gnb,crd,RhodKe20,sacks,0.0,,,,,
player,201211040gnb,crd,RhodKe20,tackles_combined,5,,,,,
player,201211040gnb,crd,RhodKe20,tackles_solo,5,,,,,
player,201211040gnb,crd,RhodKe20,tackles_assists,0,,,,,
player,201211040gnb,crd,RhodKe20,tackles_loss,0,,,,,
player,201211040gnb,crd,RhodKe20,qb_hits,0,,,,,
player,201211040gnb,crd,RhodKe20,fumbles_rec,0,,,,,
player,201211040gnb,crd,RhodKe20,fumbles_rec_yds,0,,,,,
player,201211040gnb,crd,RhodKe20,fumbles_rec_td,0,,,,,
player,201211040gnb,crd,RhodKe20,fumbles_forced,0,,,,,
player,201211040gnb,crd,WillDa99,def_int,0,,,,,
player,201211040gnb,crd,WillDa99,def_int_yds,0,,,,,
player,201211040gnb,crd,WillDa99,def_int_td,0,,,,,
player,201211040gnb,crd,WillDa99,def_int_long,0,,,,,
player,201211040gnb,crd,WillDa99,pass_defended,0,,,,,
player,201211040gnb,crd,WillDa99,sacks,0.0,,,,,
player,201211040gnb,crd,WillDa99,tackles_combined,5,,,,,
player,201211040gnb,crd,WillDa99,tackles_solo,5,,,,,
player,201211040gnb,crd,WillDa99,tackles_assists,0,,,,,
player,201211040gnb,crd,WillDa99,tackles_loss,0,,,,,
player,201211040gnb,crd,WillDa99,qb_hits,0,,,,,
player,201211040gnb,crd,WillDa99,fumbles_rec,0,,,,,
player,201211040gnb,crd,WillDa99,fumbles_rec_yds,0,,,,,
player,201211040gnb,crd,WillDa99,fumbles_rec_td,0,,,,,
player,201211040gnb,crd,WillDa99,fumbles_forced,0,,,,,
player,201211040gnb,crd,WilsAd99,def_int,0,,,,,
player,201211040gnb,crd,WilsAd99,def_int_yds,0,,,,,
player,201211040gnb,crd,WilsAd99,def_int_td,0,,,,,
player,201211040gnb,crd,WilsAd99,def_int_long,0,,,,,
player,201211040gnb,crd,WilsAd99,pass_defended,0,,,,,
player,201211040gnb,crd,WilsAd99,sacks,0.0,,,,,
player,201211040gnb,crd,WilsAd99,tackles_combined,5,,,,,
player,201211040gnb,crd,WilsAd99,tackles_solo,2,,,,,
player,201211040gnb,crd,WilsAd99,tackles_assists,3,,,,,
player,201211040gnb,crd,WilsAd99,tackles_loss,0,,,,,
player,201211040gnb,crd,WilsAd99,qb_hits,0,,,,,
player,201211040gnb,crd,WilsAd99,fumbles_rec,0,,,,,
player,201211040gnb,crd,WilsAd99,fumbles_rec_yds,0,,,,,
player,201211040gnb,crd,WilsAd99,fumbles_rec_td,0,,,,,
player,201211040gnb,crd,WilsAd99,fumbles_forced,0,,,,,
player,201211040gnb,crd,PetePa00,def_int,0,,,,,
player,201211040gnb,crd,PetePa00,def_int_yds,0,,,,,
player,201211040gnb,crd,PetePa00,def_int_td,0,,,,,
player,201211040gnb,crd,PetePa00,def_int_long,0,,,,,
player,201211040gnb,crd,PetePa00,pass_defended,1,,,,,
player,201211040gnb,crd,PetePa00,sacks,0.0,,,,,
player,201211040gnb,crd,PetePa00,tackles_combined,4,,,,,
player,201211040gnb,crd,PetePa00,tackles_solo,3,,,,,
player,201211040gnb,crd,PetePa00,tackles_assists,1,,,,,
player,201211040gnb,crd,PetePa00,tackles_loss,0,,,,,
player,201211040gnb,crd,PetePa00,qb_hits,0,,,,,
player,201211040gnb,crd,PetePa00,fumbles_rec,1,,,,,
player,201211040gnb,crd,PetePa00,fumbles_rec_yds,0,,,,,
player,201211040gnb,crd,PetePa00,fumbles_rec_td,0,,,,,
player,201211040gnb,crd,PetePa00,fumbles_forced,0,,,,,
player,201211040gnb,crd,SchoOB99,def_int,0,,,,,
player,201211040gnb,crd,SchoOB99,def_int_yds,0,,,,,
player,201211040gnb,crd,SchoOB99,def_int_td,0,,,,,
player,201211040gnb,crd,SchoOB99,def_int_long,0,,,,,
player,201211040gnb,crd,SchoOB99,pass_defended,0,,,,,
player,201211040gnb,crd,SchoOB99,sacks,0.0,,,,,
player,201211040gnb,crd,SchoOB99,tackles_combined,4,,,,,
player,201211040gnb,crd,SchoOB99,tackles_solo,4,,,,,
player,201211040gnb,crd,SchoOB99,tackles_assists,0,,,,,
player,201211040gnb,crd,SchoOB99,tackles_loss,0,,,,,
player,201211040gnb,crd,SchoOB99,qb_hits,0,,,,,
player,201211040gnb,crd,SchoOB99,fumbles_rec,0,,,,,
player,201211040gnb,crd,SchoOB99,fumbles_rec_yds,0,,,,,
player,201211040gnb,crd,SchoOB99,fumbles_rec_td,0,,,,,
player,201211040gnb,crd,SchoOB99,fumbles_forced,0,,,,,
player,201211040gnb,crd,FlemJa00,def_int,0,,,,,
player,201211040gnb,crd,FlemJa00,def_int_yds,0,,,,,
player,201211040gnb,crd,FlemJa00,def_int_td,0,,,,,
player,201211040gnb,crd,FlemJa00,def_int_long,0,,,,,
player,201211040gnb,crd,FlemJa00,pass_defended,0,,,,,
player,201211040gnb,crd,FlemJa00,sacks,0.0,,,,,
player,201211040gnb,crd,FlemJa00,tackles_combined,3,,,,,
player,201211040gnb,crd,FlemJa00,tackles_solo,3,,,,,
player,201211040gnb,crd,FlemJa00,tackles_assists,0,,,,,
player,201211040gnb,crd,FlemJa00,tackles_loss,0,,,,,
player,201211040gnb,crd,FlemJa00,qb_hits,0,,,,,
player,201211040gnb,crd,FlemJa00,fumbles_rec,0,,,,,
player,201211040gnb,crd,FlemJa00,fumbles_rec_yds,0,,,,,
player,201211040gnb,crd,FlemJa00,fumbles_rec_td,0,,,,,
player,201211040gnb,crd,FlemJa00,fumbles_forced,0,,,,,
player,201211040gnb,crd,GrovQu99,def_int,0,,,,,
player,201211040gnb,crd,GrovQu99,def_int_yds,0,,,,,
player,201211040gnb,crd,GrovQu99,def_int_td,0,,,,,
player,201211040gnb,crd,GrovQu99,def_int_long,0,,,,,
player,201211040gnb,crd,GrovQu99,pass_defended,0,,,,,
player,201211040gnb,crd,GrovQu99,sacks,0.0,,,,,
player,201211040gnb,crd,GrovQu99,tackles_combined,3,,,,,
player,201211040gnb,crd,GrovQu99,tackles_solo,2,,,,,
player,201211040gnb,crd,GrovQu99,tackles_assists,1,,,,,
player,201211040gnb,crd,GrovQu99,tackles_loss,0,,,,,
player,201211040gnb,crd,GrovQu99,qb_hits,1,,,,,
player,201211040gnb,crd,GrovQu99,fumbles_rec,0,,,,,
player,201211040gnb,crd,GrovQu99,fumbles_rec_yds,0,,,,,
player,201211040gnb,crd,GrovQu99,fumbles_rec_td,0,,,,,
player,201211040gnb,crd,GrovQu99,fumbles_forced,0,,,,,
player,201211040gnb,crd,AchoSa00,def_int,0,,,,,
player,201211040gnb,crd,AchoSa00,def_int_yds,0,,,,,
player,201211040gnb,crd,AchoSa00,def_int_td,0,,,,,
player,201211040gnb,crd,AchoSa00,def_int_long,0,,,,,
player,201211040gnb,crd,AchoSa00,pass_defended,0,,,,,
player,201211040gnb,crd,AchoSa00,sacks,0.0,,,,,
player,201211040gnb,crd,AchoSa00,tackles_combined,2,,,,,
player,201211040gnb,crd,AchoSa00,tackles_solo,2,,,,,
player,201211040gnb,crd,AchoSa00,tackles_assists,0,,,,,
player,201211040gnb,crd,AchoSa00,tackles_loss,0,,,,,
player,201211040gnb,crd,AchoSa00,qb_hits,0,,,,,
player,201211040gnb,crd,AchoSa00,fumbles_rec,0,,,,,
player,201211040gnb,crd,AchoSa00,fumbles_rec_yds,0,,,,,
player,201211040gnb,crd,AchoSa00,fumbles_rec_td,0,,,,,
player,201211040gnb,crd,AchoSa00,fumbles_forced,0,,,,,
player,201211040gnb,crd,BethJu00,def_int,0,,,,,
player,201211040gnb,crd,BethJu00,def_int_yds,0,,,,,
player,201211040gnb,crd,BethJu00,def_int_td,0,,,,,
player,201211040gnb,crd,BethJu00,def_int_long,0,,,,,
player,201211040gnb,crd,BethJu00,pass_defended,0,,,,,
player,201211040gnb,crd,BethJu00,sacks,0.0,,,,,
player,201211040gnb,crd,BethJu00,tackles_combined,2,,,,,
player,201211040gnb,crd,BethJu00,tackles_solo,2,,,,,
player,201211040gnb,crd,BethJu00,tackles_assists,0,,,,,
player,201211040gnb,crd,BethJu00,tackles_loss,0,,,,,
player,201211040gnb,crd,BethJu00,qb_hits,0,,,,,
player,201211040gnb,crd,BethJu00,fumbles_rec,0,,,,,
player,201211040gnb,crd,BethJu00,fumbles_rec_yds,0,,,,,
player,201211040gnb,crd,BethJu00,fumbles_rec_td,0,,,,,
player,201211040gnb,crd,BethJu00,fumbles_forced,0,,,,,
player,201211040gnb,crd,AdamMi98,def_int,0,,,,,
player,201211040gnb,crd,AdamMi98,def_int_yds,0,,,,,
player,201211040gnb,crd,AdamMi98,def_int_td,0,,,,,
player,201211040gnb,crd,AdamMi98,def_int_long,0,,,,,
player,201211040gnb,crd,AdamMi98,pass_defended,1,,,,,
player,201211040gnb,crd,AdamMi98,sacks,0.0,,,,,
player,201211040gnb,crd,AdamMi98,tackles_combined,1,,,,,
player,201211040gnb,crd,AdamMi98,tackles_solo,1,,,,,
player,201211040gnb,crd,AdamMi98,tackles_assists,0,,,,,
player,201211040gnb,crd,AdamMi98,tackles_loss,0,,,,,
player,201211040gnb,crd,AdamMi98,qb_hits,0,,,,,
player,201211040gnb,crd,AdamMi98,fumbles_rec,0,,,,,
player,201211040gnb,crd,AdamMi98,fumbles_rec_yds,0,,,,,
player,201211040gnb,crd,AdamMi98,fumbles_rec_td,0,,,,,
player,201211040gnb,crd,AdamMi98,fumbles_forced,0,,,,,
player,201211040gnb,crd,BradSt99,def_int,0,,,,,
player,201211040gnb,crd,BradSt99,def_int_yds,0,,,,,
player,201211040gnb,crd,BradSt99,def_int_td,0,,,,,
player,201211040gnb,crd,BradSt99,def_int_long,0,,,,,
player,201211040gnb,crd,BradSt99,pass_defended,0,,,,,
player,201211040gnb,crd,BradSt99,sacks,0.0,,,,,
player,201211040gnb,crd,BradSt99,tackles_combined,1,,,,,
player,201211040gnb,crd,BradSt99,tackles_solo,1,,,,,
player,201211040gnb,crd,BradSt99,tackles_assists,0,,,,,
player,201211040gnb,crd,BradSt99,tackles_loss,0,,,,,
player,201211040gnb,crd,BradSt99,qb_hits,0,,,,,
player,201211040gnb,crd,BradSt99,fumbles_rec,0,,,,,
player,201211040gnb,crd,BradSt99,fumbles_rec_yds,0,,,,,
player,201211040gnb,crd,BradSt99,fumbles_rec_td,0,,,,,
player,201211040gnb,crd,BradSt99,fumbles_forced,0,,,,,
player,201211040gnb,crd,CartDa01,def_int,0,,,,,
player,201211040gnb,crd,CartDa01,def_int_yds,0,,,,,
player,201211040gnb,crd,CartDa01,def_int_td,0,,,,,
player,201211040gnb,crd,CartDa01,def_int_long,0,,,,,
player,201211040gnb,crd,CartDa01,pass_defended,0,,,,,
player,201211040gnb,crd,CartDa01,sacks,0.0,,,,,
player,201211040gnb,crd,CartDa01,tackles_combined,1,,,,,
player,201211040gnb,crd,CartDa01,tackles_solo,1,,,,,
player,201211040gnb,crd,CartDa01,tackles_assists,0,,,,,
player,201211040gnb,crd,CartDa01,tackles_loss,0,,,,,
player,201211040gnb,crd,CartDa01,qb_hits,0,,,,,
player,201211040gnb,crd,CartDa01,fumbles_rec,0,,,,,
player,201211040gnb,crd,CartDa01,fumbles_rec_yds,0,,,,,
player,201211040gnb,crd,CartDa01,fumbles_rec_td,0,,,,,
player,201211040gnb,crd,CartDa01,fumbles_forced,0,,,,,
player,201211040gnb,crd,SmitAl22,def_int,0,,,,,
player,201211040gnb,crd,SmitAl22,def_int_yds,0,,,,,
player,201211040gnb,crd,SmitAl22,def_int_td,0,,,,,
player,201211040gnb,crd,SmitAl22,def_int_long,0,,,,,
player,201211040gnb,crd,SmitAl22,pass_defended,0,,,,,
player,201211040gnb,crd,SmitAl22,sacks,0.0,,,,,
player,201211040gnb,crd,SmitAl22,tackles_combined,1,,,,,
player,201211040gnb,crd,SmitAl22,tackles_solo,1,,,,,
player,201211040gnb,crd,SmitAl22,tackles_assists,0,,,,,
player,201211040gnb,crd,SmitAl22,tackles_loss,0,,,,,
player,201211040gnb,crd,SmitAl22,qb_hits,0,,,,,
player,201211040gnb,crd,SmitAl22,fumbles_rec,0,,,,,
player,201211040gnb,crd,SmitAl22,fumbles_rec_yds,0,,,,,
player,201211040gnb,crd,SmitAl22,fumbles_rec_td,0,,,,,
player,201211040gnb,crd,SmitAl22,fumbles_forced,0,,,,,
player,201211040gnb,crd,ZastDa20,def_int,0,,,,,
player,201211040gnb,crd,ZastDa20,def_int_yds,0,,,,,
player,201211040gnb,crd,ZastDa20,def_int_td,0,,,,,
player,201211040gnb,crd,ZastDa20,def_int_long,0,,,,,
player,201211040gnb,crd,ZastDa20,pass_defended,0,,,,,
player,201211040gnb,crd,ZastDa20,sacks,0.0,,,,,
player,201211040gnb,crd,ZastDa20,tackles_combined,1,,,,,
player,201211040gnb,crd,ZastDa20,tackles_solo,1,,,,,
player,201211040gnb,crd,ZastDa20,tackles_assists,0,,,,,
player,201211040gnb,crd,ZastDa20,tackles_loss,0,,,,,
player,201211040gnb,crd,ZastDa20,qb_hits,0,,,,,
player,201211040gnb,crd,ZastDa20,fumbles_rec,0,,,,,
player,201211040gnb,crd,ZastDa20,fumbles_rec_yds,0,,,,,
player,201211040gnb,crd,ZastDa20,fumbles_rec_td,0,,,,,
player,201211040gnb,crd,ZastDa20,fumbles_forced,0,,,,,
player,201211040gnb,crd,HollVo20,def_int,0,,,,,
player,201211040gnb,crd,HollVo20,def_int_yds,0,,,,,
player,201211040gnb,crd,HollVo20,def_int_td,0,,,,,
player,201211040gnb,crd,HollVo20,def_int_long,0,,,,,
player,201211040gnb,crd,HollVo20,pass_defended,0,,,,,
player,201211040gnb,crd,HollVo20,sacks,0.0,,,,,
player,201211040gnb,crd,HollVo20,tackles_combined,0,,,,,
player,201211040gnb,crd,HollVo20,tackles_solo,0,,,,,
player,201211040gnb,crd,HollVo20,tackles_assists,0,,,,,
player,201211040gnb,crd,HollVo20,tackles_loss,0,,,,,
player,201211040gnb,crd,HollVo20,qb_hits,1,,,,,
player,201211040gnb,crd,HollVo20,fumbles_rec,0,,,,,
player,201211040gnb,crd,HollVo20,fumbles_rec_yds,0,,,,,
player,201211040gnb,crd,HollVo20,fumbles_rec_td,0,,,,,
player,201211040gnb,crd,HollVo20,fumbles_forced,0,,,,,
player,201211040gnb,crd,SandJa21,def_int,,,,,,
player,201211040gnb,crd,SandJa21,def_int_yds,,,,,,
player,201211040gnb,crd,SandJa21,def_int_td,,,,,,
player,201211040gnb,crd,SandJa21,def_int_long,,,,,,
player,201211040gnb,crd,SandJa21,pass_defended,,,,,,
player,201211040gnb,crd,SandJa21,sacks,0.0,,,,,
player,201211040gnb,crd,SandJa21,tackles_combined,,,,,,
player,201211040gnb,crd,SandJa21,tackles_solo,,,,,,
player,201211040gnb,crd,SandJa21,tackles_assists,,,,,,
player,201211040gnb,crd,SandJa21,tackles_loss,0,,,,,
player,201211040gnb,crd,SandJa21,qb_hits,1,,,,,
player,201211040gnb,crd,SandJa21,fumbles_rec,,,,,,
player,201211040gnb,crd,SandJa21,fumbles_rec_yds,,,,,,
player,201211040gnb,crd,SandJa21,fumbles_rec_td,,,,,,
player,201211040gnb,crd,SandJa21,fumbles_forced,,,,,,
player,201211040gnb,gnb,WaldEr99,def_int,1,,,,,
player,201211040gnb,gnb,WaldEr99,def_int_yds,2,,,,,
player,201211040gnb,gnb,WaldEr99,def_int_td,0,,,,,
player,201211040gnb,gnb,WaldEr99,def_int_long,2,,,,,
player,201211040gnb,gnb,WaldEr99,pass_defended,1,,,,,
player,201211040gnb,gnb,WaldEr99,sacks,0.0,,,,,
player,201211040gnb,gnb,WaldEr99,tackles_combined,2,,,,,
player,201211040gnb,gnb,WaldEr99,tackles_solo,1,,,,,
player,201211040gnb,gnb,WaldEr99,tackles_assists,1,,,,,
player,201211040gnb,gnb,WaldEr99,tackles_loss,1,,,,,
player,201211040gnb,gnb,WaldEr99,qb_hits,3,,,,,
player,201211040gnb,gnb,WaldEr99,fumbles_rec,0,,,,,
player,201211040gnb,gnb,WaldEr99,fumbles_rec_yds,0,,,,,
player,201211040gnb,gnb,WaldEr99,fumbles_rec_td,0,,,,,
player,201211040gnb,gnb,WaldEr99,fumbles_forced,0,,,,,
player,201211040gnb,gnb,DaniMi00,def_int,0,,,,,
player,201211040gnb,gnb,DaniMi00,def_int_yds,0,,,,,
player,201211040gnb,gnb,DaniMi00,def_int_td,0,,,,,
player,201211040gnb,gnb,DaniMi00,def_int_long,0,,,,,
player,201211040gnb,gnb,DaniMi00,pass_defended,0,,,,,
player,201211040gnb,gnb,DaniMi00,sacks,1.0,,,,,
player,201211040gnb,gnb,DaniMi00,tackles_combined,2,,,,,
player,201211040gnb,gnb,DaniMi00,tackles_solo,2,,,,,
player,201211040gnb,gnb,DaniMi00,tackles_assists,0,,,,,
player,201211040gnb,gnb,DaniMi00,tackles_loss,1,,,,,
player,201211040gnb,gnb,DaniMi00,qb_hits,1,,,,,
player,201211040gnb,gnb,DaniMi00,fumbles_rec,0,,,,,
player,201211040gnb,gnb,DaniMi00,fumbles_rec_yds,0,,,,,
player,201211040gnb,gnb,DaniMi00,fumbles_rec_td,0,,,,,
player,201211040gnb,gnb,DaniMi00,fumbles_forced,0,,,,,
player,201211040gnb,gnb,NealMi99,def_int,0,,,,,
player,201211040gnb,gnb,NealMi99,def_int_yds,0,,,,,
player,201211040gnb,gnb,NealMi99,def_int_td,0,,,,,
player,201211040gnb,gnb,NealMi99,def_int_long,0,,,,,
player,201211040gnb,gnb,NealMi99,pass_defended,0,,,,,
player,201211040gnb,gnb,NealMi99,sacks,1.0,,,,,
player,201211040gnb,gnb,NealMi99,tackles_combined,2,,,,,
player,201211040gnb,gnb,NealMi99,tackles_solo,2,,,,,
player,201211040gnb,gnb,NealMi99,tackles_assists,0,,,,,
player,201211040gnb,gnb,NealMi99,tackles_loss,2,,,,,
player,201211040gnb,gnb,NealMi99,qb_hits,1,,,,,
player,201211040gnb,gnb,NealMi99,fumbles_rec,0,,,,,
player,201211040gnb,gnb,NealMi99,fumbles_rec_yds,0,,,,,
player,201211040gnb,gnb,NealMi99,fumbles_rec_td,0,,,,,
player,201211040gnb,gnb,NealMi99,fumbles_forced,0,,,,,
player,201211040gnb,gnb,JoneBr99,def_int,0,,,,,
player,201211040gnb,gnb,JoneBr99,def_int_yds,0,,,,,
player,201211040gnb,gnb,JoneBr99,def_int_td,0,,,,,
player,201211040gnb,gnb,JoneBr99,def_int_long,0,,,,,
player,201211040gnb,gnb,JoneBr99,pass_defended,1,,,,,
player,201211040gnb,gnb,JoneBr99,sacks,0.0,,,,,
player,201211040gnb,gnb,JoneBr99,tackles_combined,9,,,,,
player,201211040gnb,gnb,JoneBr99,tackles_solo,6,,,,,
player,201211040gnb,gnb,JoneBr99,tackles_assists,3,,,,,
player,201211040gnb,gnb,JoneBr99,tackles_loss,1,,,,,
player,201211040gnb,gnb,JoneBr99,qb_hits,0,,,,,
player,201211040gnb,gnb,JoneBr99,fumbles_rec,0,,,,,
player,201211040gnb,gnb,JoneBr99,fumbles_rec_yds,0,,,,,
player,201211040gnb,gnb,JoneBr99,fumbles_rec_td,0,,,,,
player,201211040gnb,gnb,JoneBr99,fumbles_forced,0,,,,,
player,201211040gnb,gnb,BurnMo99,def_int,0,,,,,
player,201211040gnb,gnb,BurnMo99,def_int_yds,0,,,,,
player,201211040gnb,gnb,BurnMo99,def_int_td,0,,,,,
player,201211040gnb,gnb,BurnMo99,def_int_long,0,,,,,
player,201211040gnb,gnb,BurnMo99,pass_defended,0,,,,,
player,201211040gnb,gnb,BurnMo99,sacks,0.0,,,,,
player,201211040gnb,gnb,BurnMo99,tackles_combined,7,,,,,
player,201211040gnb,gnb,BurnMo99,tackles_solo,6,,,,,
player,201211040gnb,gnb,BurnMo99,tackles_assists,1,,,,,
player,201211040gnb,gnb,BurnMo99,tackles_loss,0,,,,,
player,201211040gnb,gnb,BurnMo99,qb_hits,0,,,,,
player,201211040gnb,gnb,BurnMo99,fumbles_rec,0,,,,,
player,201211040gnb,gnb,BurnMo99,fumbles_rec_yds,0,,,,,
player,201211040gnb,gnb,BurnMo99,fumbles_rec_td,0,,,,,
player,201211040gnb,gnb,BurnMo99,fumbles_forced,0,,,,,
player,201211040gnb,gnb,HaywCa00,def_int,0,,,,,
player,201211040gnb,gnb,HaywCa00,def_int_yds,0,,,,,
player,201211040gnb,gnb,HaywCa00,def_int_td,0,,,,,
player,201211040gnb,gnb,HaywCa00,def_int_long,0,,,,,
player,201211040gnb,gnb,HaywCa00,pass_defended,2,,,,,
player,201211040gnb,gnb,HaywCa00,sacks,0.0,,,,,
player,201211040gnb,gnb,HaywCa00,tackles_combined,7,,,,,
player,201211040gnb,gnb,HaywCa00,tackles_solo,5,,,,,
player,201211040gnb,gnb,HaywCa00,tackles_assists,2,,,,,
player,201211040gnb,gnb,HaywCa00,tackles_loss,0,,,,,
player,201211040gnb,gnb,HaywCa00,qb_hits,0,,,,,
player,201211040gnb,gnb,HaywCa00,fumbles_rec,0,,,,,
player,201211040gnb,gnb,HaywCa00,fumbles_rec_yds,0,,,,,
player,201211040gnb,gnb,HaywCa00,fumbles_rec_td,0,,,,,
player,201211040gnb,gnb,HaywCa00,fumbles_forced,1,,,,,
player,201211040gnb,gnb,HousDa00,def_int,0,,,,,
player,201211040gnb,gnb,HousDa00,def_int_yds,0,,,,,
player,201211040gnb,gnb,HousDa00,def_int_td,0,,,,,
player,201211040gnb,gnb,HousDa00,def_int_long,0,,,,,
player,201211040gnb,gnb,HousDa00,pass_defended,1,,,,,
player,201211040gnb,gnb,HousDa00,sacks,0.0,,,,,
player,201211040gnb,gnb,HousDa00,tackles_combined,6,,,,,
player,201211040gnb,gnb,HousDa00,tackles_solo,6,,,,,
player,201211040gnb,gnb,HousDa00,tackles_assists,0,,,,,
player,201211040gnb,gnb,HousDa00,tackles_loss,0,,,,,
player,201211040gnb,gnb,HousDa00,qb_hits,0,,,,,
player,201211040gnb,gnb,HousDa00,fumbles_rec,0,,,,,
player,201211040gnb,gnb,HousDa00,fumbles_rec_yds,0,,,,,
player,201211040gnb,gnb,HousDa00,fumbles_rec_td,0,,,,,
player,201211040gnb,gnb,HousDa00,fumbles_forced,0,,,,,
player,201211040gnb,gnb,McMiJe00,def_int,0,,,,,
player,201211040gnb,gnb,McMiJe00,def_int_yds,0,,,,,
player,201211040gnb,gnb,McMiJe00,def_int_td,0,,,,,
player,201211040gnb,gnb,McMiJe00,def_int_long,0,,,,,
player,201211040gnb,gnb,McMiJe00,pass_defended,1,,,,,
player,201211040gnb,gnb,McMiJe00,sacks,0.0,,,,,
player,201211040gnb,gnb,McMiJe00,tackles_combined,5,,,,,
player,201211040gnb,gnb,McMiJe00,tackles_solo,4,,,,,
player,201211040gnb,gnb,McMiJe00,tackles_assists,1,,,,,
player,201211040gnb,gnb,McMiJe00,tackles_loss,0,,,,,
player,201211040gnb,gnb,McMiJe00,qb_hits,0,,,,,
player,201211040gnb,gnb,McMiJe00,fumbles_rec,0,,,,,
player,201211040gnb,gnb,McMiJe00,fumbles_rec_yds,0,,,,,
player,201211040gnb,gnb,McMiJe00,fumbles_rec_td,0,,,,,
player,201211040gnb,gnb,McMiJe00,fumbles_forced,0,,,,,
