game,2012,14,20121210,201212100nwe,htx,"Houston Texans",14,nwe,"New England Patriots",42
player,201212100nwe,htx,FostAr00,fumbles_lost,0,,,,,
player,201212100nwe,htx,TateBe00,pass_cmp,0,,,,,
player,201212100nwe,htx,TateBe00,pass_att,0,,,,,
player,201212100nwe,htx,TateBe00,pass_yds,0,,,,,
player,201212100nwe,htx,TateBe00,pass_td,0,,,,,
player,201212100nwe,htx,TateBe00,pass_int,0,,,,,
player,201212100nwe,htx,TateBe00,pass_sacked,0,,,,,
player,201212100nwe,htx,TateBe00,pass_sacked_yds,0,,,,,
player,201212100nwe,htx,TateBe00,pass_long,0,,,,,
player,201212100nwe,htx,TateBe00,pass_rating,,,,,,
player,201212100nwe,htx,TateBe00,rush_att,8,,,,,
player,201212100nwe,htx,TateBe00,rush_yds,46,,,,,
player,201212100nwe,htx,TateBe00,rush_td,0,,,,,
player,201212100nwe,htx,TateBe00,rush_long,23,,,,,
player,201212100nwe,htx,TateBe00,targets,1,,,,,
player,201212100nwe,htx,TateBe00,rec,1,,,,,
player,201212100nwe,htx,TateBe00,rec_yds,-1,,,,,
player,201212100nwe,htx,TateBe00,rec_td,0,,,,,
player,201212100nwe,htx,TateBe00,rec_long,-1,,,,,
player,201212100nwe,htx,TateBe00,fumbles,0,,,,,
player,201212100nwe,htx,TateBe00,fumbles_lost,0,,,,,
player,201212100nwe,htx,ForsJu00,pass_cmp,0,,,,,
player,201212100nwe,htx,ForsJu00,pass_att,0,,,,,
player,201212100nwe,htx,ForsJu00,pass_yds,0,,,,,
player,201212100nwe,htx,ForsJu00,pass_td,0,,,,,
player,201212100nwe,htx,ForsJu00,pass_int,0,,,,,
player,201212100nwe,htx,ForsJu00,pass_sacked,0,,,,,
player,201212100nwe,htx,ForsJu00,pass_sacked_yds,0,,,,,
player,201212100nwe,htx,ForsJu00,pass_long,0,,,,,
player,201212100nwe,htx,ForsJu00,pass_rating,,,,,,
player,201212100nwe,htx,ForsJu00,rush_att,3,,,,,
player,201212100nwe,htx,ForsJu00,rush_yds,7,,,,,
player,201212100nwe,htx,ForsJu00,rush_td,0,,,,,
player,201212100nwe,htx,ForsJu00,rush_long,5,,,,,
player,201212100nwe,htx,ForsJu00,targets,1,,,,,
player,201212100nwe,htx,ForsJu00,rec,1,,,,,
player,201212100nwe,htx,ForsJu00,rec_yds,14,,,,,
player,201212100nwe,htx,ForsJu00,rec_td,0,,,,,
player,201212100nwe,htx,ForsJu00,rec_long,14,,,,,
player,201212100nwe,htx,ForsJu00,fumbles,0,,,,,
player,201212100nwe,htx,ForsJu00,fumbles_lost,0,,,,,
player,201212100nwe,htx,JohnAn02,pass_cmp,0,,,,,
player,201212100nwe,htx,JohnAn02,pass_att,0,,,,,
player,201212100nwe,htx,JohnAn02,pass_yds,0,,,,,
player,201212100nwe,htx,JohnAn02,pass_td,0,,,,,
player,201212100nwe,htx,JohnAn02,pass_int,0,,,,,
player,201212100nwe,htx,JohnAn02,pass_sacked,0,,,,,
player,201212100nwe,htx,JohnAn02,pass_sacked_yds,0,,,,,
player,201212100nwe,htx,JohnAn02,pass_long,0,,,,,
player,201212100nwe,htx,JohnAn02,pass_rating,,,,,,
player,201212100nwe,htx,JohnAn02,rush_att,0,,,,,
player,201212100nwe,htx,JohnAn02,rush_yds,0,,,,,
player,201212100nwe,htx,JohnAn02,rush_td,0,,,,,
player,201212100nwe,htx,JohnAn02,rush_long,0,,,,,
player,201212100nwe,htx,JohnAn02,targets,10,,,,,
player,201212100nwe,htx,JohnAn02,rec,8,,,,,
player,201212100nwe,htx,JohnAn02,rec_yds,95,,,,,
player,201212100nwe,htx,JohnAn02,rec_td,0,,,,,
player,201212100nwe,htx,JohnAn02,rec_long,25,,,,,
player,201212100nwe,htx,JohnAn02,fumbles,0,,,,,
player,201212100nwe,htx,JohnAn02,fumbles_lost,0,,,,,
player,201212100nwe,htx,JeanLe01,pass_cmp,0,,,,,
player,201212100nwe,htx,JeanLe01,pass_att,0,,,,,
player,201212100nwe,htx,JeanLe01,pass_yds,0,,,,,
player,201212100nwe,htx,JeanLe01,pass_td,0,,,,,
player,201212100nwe,htx,JeanLe01,pass_int,0,,,,,
player,201212100nwe,htx,JeanLe01,pass_sacked,0,,,,,
player,201212100nwe,htx,JeanLe01,pass_sacked_yds,0,,,,,
player,201212100nwe,htx,JeanLe01,pass_long,0,,,,,
player,201212100nwe,htx,JeanLe01,pass_rating,,,,,,
player,201212100nwe,htx,JeanLe01,rush_att,0,,,,,
player,201212100nwe,htx,JeanLe01,rush_yds,0,,,,,
player,201212100nwe,htx,JeanLe01,rush_td,0,,,,,
player,201212100nwe,htx,JeanLe01,rush_long,0,,,,,
player,201212100nwe,htx,JeanLe01,targets,5,,,,,
player,201212100nwe,htx,JeanLe01,rec,2,,,,,
player,201212100nwe,htx,JeanLe01,rec_yds,31,,,,,
player,201212100nwe,htx,JeanLe01,rec_td,0,,,,,
player,201212100nwe,htx,JeanLe01,rec_long,24,,,,,
player,201212100nwe,htx,JeanLe01,fumbles,0,,,,,
player,201212100nwe,htx,JeanLe01,fumbles_lost,0,,,,,
player,201212100nwe,htx,CaseJa00,pass_cmp,0,,,,,
player,201212100nwe,htx,CaseJa00,pass_att,0,,,,,
player,201212100nwe,htx,CaseJa00,pass_yds,0,,,,,
player,201212100nwe,htx,CaseJa00,pass_td,0,,,,,
player,201212100nwe,htx,CaseJa00,pass_int,0,,,,,
player,201212100nwe,htx,CaseJa00,pass_sacked,0,,,,,
player,201212100nwe,htx,CaseJa00,pass_sacked_yds,0,,,,,
player,201212100nwe,htx,CaseJa00,pass_long,0,,,,,
player,201212100nwe,htx,CaseJa00,pass_rating,,,,,,
player,201212100nwe,htx,CaseJa00,rush_att,0,,,,,
player,201212100nwe,htx,CaseJa00,rush_yds,0,,,,,
player,201212100nwe,htx,CaseJa00,rush_td,0,,,,,
player,201212100nwe,htx,CaseJa00,rush_long,0,,,,,
player,201212100nwe,htx,CaseJa00,targets,1,,,,,
player,201212100nwe,htx,CaseJa00,rec,1,,,,,
player,201212100nwe,htx,CaseJa00,rec_yds,30,,,,,
player,201212100nwe,htx,CaseJa00,rec_td,0,,,,,
player,201212100nwe,htx,CaseJa00,rec_long,30,,,,,
player,201212100nwe,htx,CaseJa00,fumbles,0,,,,,
player,201212100nwe,htx,CaseJa00,fumbles_lost,0,,,,,
player,201212100nwe,htx,DaniOw00,pass_cmp,0,,,,,
player,201212100nwe,htx,DaniOw00,pass_att,0,,,,,
player,201212100nwe,htx,DaniOw00,pass_yds,0,,,,,
player,201212100nwe,htx,DaniOw00,pass_td,0,,,,,
player,201212100nwe,htx,DaniOw00,pass_int,0,,,,,
player,201212100nwe,htx,DaniOw00,pass_sacked,0,,,,,
player,201212100nwe,htx,DaniOw00,pass_sacked_yds,0,,,,,
player,201212100nwe,htx,DaniOw00,pass_long,0,,,,,
player,201212100nwe,htx,DaniOw00,pass_rating,,,,,,
player,201212100nwe,htx,DaniOw00,rush_att,0,,,,,
player,201212100nwe,htx,DaniOw00,rush_yds,0,,,,,
player,201212100nwe,htx,DaniOw00,rush_td,0,,,,,
player,201212100nwe,htx,DaniOw00,rush_long,0,,,,,
player,201212100nwe,htx,DaniOw00,targets,3,,,,,
player,201212100nwe,htx,DaniOw00,rec,2,,,,,
player,201212100nwe,htx,DaniOw00,rec_yds,24,,,,,
player,201212100nwe,htx,DaniOw00,rec_td,0,,,,,
player,201212100nwe,htx,DaniOw00,rec_long,13,,,,,
player,201212100nwe,htx,DaniOw00,fumbles,0,,,,,
player,201212100nwe,htx,DaniOw00,fumbles_lost,0,,,,,
player,201212100nwe,htx,PoseDe00,pass_cmp,0,,,,,
player,201212100nwe,htx,PoseDe00,pass_att,0,,,,,
player,201212100nwe,htx,PoseDe00,pass_yds,0,,,,,
player,201212100nwe,htx,PoseDe00,pass_td,0,,,,,
player,201212100nwe,htx,PoseDe00,pass_int,0,,,,,
player,201212100nwe,htx,PoseDe00,pass_sacked,0,,,,,
player,201212100nwe,htx,PoseDe00,pass_sacked_yds,0,,,,,
player,201212100nwe,htx,PoseDe00,pass_long,0,,,,,
player,201212100nwe,htx,PoseDe00,pass_rating,,,,,,
player,201212100nwe,htx,PoseDe00,rush_att,0,,,,,
player,201212100nwe,htx,PoseDe00,rush_yds,0,,,,,
player,201212100nwe,htx,PoseDe00,rush_td,0,,,,,
player,201212100nwe,htx,PoseDe00,rush_long,0,,,,,
player,201212100nwe,htx,PoseDe00,targets,2,,,,,
player,201212100nwe,htx,PoseDe00,rec,1,,,,,
player,201212100nwe,htx,PoseDe00,rec_yds,19,,,,,
player,201212100nwe,htx,PoseDe00,rec_td,0,,,,,
player,201212100nwe,htx,PoseDe00,rec_long,19,,,,,
player,201212100nwe,htx,PoseDe00,fumbles,0,,,,,
player,201212100nwe,htx,PoseDe00,fumbles_lost,0,,,,,
player,201212100nwe,htx,WaltKe00,pass_cmp,0,,,,,
player,201212100nwe,htx,WaltKe00,pass_att,0,,,,,
player,201212100nwe,htx,WaltKe00,pass_yds,0,,,,,
player,201212100nwe,htx,WaltKe00,pass_td,0,,,,,
player,201212100nwe,htx,WaltKe00,pass_int,0,,,,,
player,201212100nwe,htx,WaltKe00,pass_sacked,0,,,,,
player,201212100nwe,htx,WaltKe00,pass_sacked_yds,0,,,,,
player,201212100nwe,htx,WaltKe00,pass_long,0,,,,,
player,201212100nwe,htx,WaltKe00,pass_rating,,,,,,
player,201212100nwe,htx,WaltKe00,rush_att,0,,,,,
player,201212100nwe,htx,WaltKe00,rush_yds,0,,,,,
player,201212100nwe,htx,WaltKe00,rush_td,0,,,,,
player,201212100nwe,htx,WaltKe00,rush_long,0,,,,,
player,201212100nwe,htx,WaltKe00,targets,3,,,,,
player,201212100nwe,htx,WaltKe00,rec,0,,,,,
player,201212100nwe,htx,WaltKe00,rec_yds,0,,,,,
player,201212100nwe,htx,WaltKe00,rec_td,0,,,,,
player,201212100nwe,htx,WaltKe00,rec_long,0,,,,,
player,201212100nwe,htx,WaltKe00,fumbles,0,,,,,
player,201212100nwe,htx,WaltKe00,fumbles_lost,0,,,,,
player,201212100nwe,htx,GardAn20,pass_cmp,0,,,,,
player,201212100nwe,htx,GardAn20,pass_att,0,,,,,
player,201212100nwe,htx,GardAn20,pass_yds,0,,,,,
player,201212100nwe,htx,GardAn20,pass_td,0,,,,,
player,201212100nwe,htx,GardAn20,pass_int,0,,,,,
player,201212100nwe,htx,GardAn20,pass_sacked,0,,,,,
player,201212100nwe,htx,GardAn20,pass_sacked_yds,0,,,,,
player,201212100nwe,htx,GardAn20,pass_long,0,,,,,
player,201212100nwe,htx,GardAn20,pass_rating,,,,,,
player,201212100nwe,htx,GardAn20,rush_att,0,,,,,
player,201212100nwe,htx,GardAn20,rush_yds,0,,,,,
player,201212100nwe,htx,GardAn20,rush_td,0,,,,,
player,201212100nwe,htx,GardAn20,rush_long,0,,,,,
player,201212100nwe,htx,GardAn20,targets,1,,,,,
player,201212100nwe,htx,GardAn20,rec,0,,,,,
player,201212100nwe,htx,GardAn20,rec_yds,0,,,,,
player,201212100nwe,htx,GardAn20,rec_td,0,,,,,
player,201212100nwe,htx,GardAn20,rec_long,0,,,,,
player,201212100nwe,htx,GardAn20,fumbles,0,,,,,
player,201212100nwe,htx,GardAn20,fumbles_lost,0,,,,,
player,201212100nwe,htx,MartKe01,pass_cmp,0,,,,,
player,201212100nwe,htx,MartKe01,pass_att,0,,,,,
player,201212100nwe,htx,MartKe01,pass_yds,0,,,,,
player,201212100nwe,htx,MartKe01,pass_td,0,,,,,
player,201212100nwe,htx,MartKe01,pass_int,0,,,,,
player,201212100nwe,htx,MartKe01,pass_sacked,0,,,,,
player,201212100nwe,htx,MartKe01,pass_sacked_yds,0,,,,,
player,201212100nwe,htx,MartKe01,pass_long,0,,,,,
player,201212100nwe,htx,MartKe01,pass_rating,,,,,,
player,201212100nwe,htx,MartKe01,rush_att,0,,,,,
player,201212100nwe,htx,MartKe01,rush_yds,0,,,,,
player,201212100nwe,htx,MartKe01,rush_td,0,,,,,
player,201212100nwe,htx,MartKe01,rush_long,0,,,,,
player,201212100nwe,htx,MartKe01,targets,3,,,,,
player,201212100nwe,htx,MartKe01,rec,1,,,,,
player,201212100nwe,htx,MartKe01,rec_yds,-4,,,,,
player,201212100nwe,htx,MartKe01,rec_td,0,,,,,
player,201212100nwe,htx,MartKe01,rec_long,-4,,,,,
player,201212100nwe,htx,MartKe01,fumbles,0,,,,,
player,201212100nwe,htx,MartKe01,fumbles_lost,0,,,,,
player,201212100nwe,nwe,BradTo00,pass_cmp,21,,,,,
player,201212100nwe,nwe,BradTo00,pass_att,35,,,,,
player,201212100nwe,nwe,BradTo00,pass_yds,296,,,,,
player,201212100nwe,nwe,BradTo00,pass_td,4,,,,,
player,201212100nwe,nwe,BradTo00,pass_int,0,,,,,
player,201212100nwe,nwe,BradTo00,pass_sacked,1,,,,,
player,201212100nwe,nwe,BradTo00,pass_sacked_yds,7,,,,,
player,201212100nwe,nwe,BradTo00,pass_long,63,,,,,
player,201212100nwe,nwe,BradTo00,pass_rating,125.4,,,,,
player,201212100nwe,nwe,BradTo00,rush_att,1,,,,,
player,201212100nwe,nwe,BradTo00,rush_yds,6,,,,,
player,201212100nwe,nwe,BradTo00,rush_td,0,,,,,
player,201212100nwe,nwe,BradTo00,rush_long,6,,,,,
player,201212100nwe,nwe,BradTo00,targets,0,,,,,
player,201212100nwe,nwe,BradTo00,rec,0,,,,,
player,201212100nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201212100nwe,nwe,BradTo00,rec_td,0,,,,,
player,201212100nwe,nwe,BradTo00,rec_long,0,,,,,
player,201212100nwe,nwe,BradTo00,fumbles,0,,,,,
player,201212100nwe,nwe,BradTo00,fumbles_lost,0,,,,,
player,201212100nwe,nwe,MallRy00,pass_cmp,0,,,,,
player,201212100nwe,nwe,MallRy00,pass_att,1,,,,,
player,201212100nwe,nwe,MallRy00,pass_yds,0,,,,,
player,201212100nwe,nwe,MallRy00,pass_td,0,,,,,
player,201212100nwe,nwe,MallRy00,pass_int,1,,,,,
player,201212100nwe,nwe,MallRy00,pass_sacked,0,,,,,
player,201212100nwe,nwe,MallRy00,pass_sacked_yds,0,,,,,
player,201212100nwe,nwe,MallRy00,pass_long,0,,,,,
player,201212100nwe,nwe,MallRy00,pass_rating,0.0,,,,,
player,201212100nwe,nwe,MallRy00,rush_att,3,,,,,
player,201212100nwe,nwe,MallRy00,rush_yds,-3,,,,,
player,201212100nwe,nwe,MallRy00,rush_td,0,,,,,
player,201212100nwe,nwe,MallRy00,rush_long,-1,,,,,
player,201212100nwe,nwe,MallRy00,targets,0,,,,,
player,201212100nwe,nwe,MallRy00,rec,0,,,,,
player,201212100nwe,nwe,MallRy00,rec_yds,0,,,,,
player,201212100nwe,nwe,MallRy00,rec_td,0,,,,,
player,201212100nwe,nwe,MallRy00,rec_long,0,,,,,
player,201212100nwe,nwe,MallRy00,fumbles,0,,,,,
player,201212100nwe,nwe,MallRy00,fumbles_lost,0,,,,,
player,201212100nwe,nwe,RidlSt00,pass_cmp,0,,,,,
player,201212100nwe,nwe,RidlSt00,pass_att,0,,,,,
player,201212100nwe,nwe,RidlSt00,pass_yds,0,,,,,
player,201212100nwe,nwe,RidlSt00,pass_td,0,,,,,
player,201212100nwe,nwe,RidlSt00,pass_int,0,,,,,
player,201212100nwe,nwe,RidlSt00,pass_sacked,0,,,,,
player,201212100nwe,nwe,RidlSt00,pass_sacked_yds,0,,,,,
player,201212100nwe,nwe,RidlSt00,pass_long,0,,,,,
player,201212100nwe,nwe,RidlSt00,pass_rating,,,,,,
player,201212100nwe,nwe,RidlSt00,rush_att,18,,,,,
player,201212100nwe,nwe,RidlSt00,rush_yds,72,,,,,
player,201212100nwe,nwe,RidlSt00,rush_td,1,,,,,
player,201212100nwe,nwe,RidlSt00,rush_long,14,,,,,
player,201212100nwe,nwe,RidlSt00,targets,0,,,,,
player,201212100nwe,nwe,RidlSt00,rec,0,,,,,
player,201212100nwe,nwe,RidlSt00,rec_yds,0,,,,,
player,201212100nwe,nwe,RidlSt00,rec_td,0,,,,,
player,201212100nwe,nwe,RidlSt00,rec_long,0,,,,,
player,201212100nwe,nwe,RidlSt00,fumbles,1,,,,,
player,201212100nwe,nwe,RidlSt00,fumbles_lost,0,,,,,
player,201212100nwe,nwe,VereSh00,pass_cmp,0,,,,,
player,201212100nwe,nwe,VereSh00,pass_att,0,,,,,
player,201212100nwe,nwe,VereSh00,pass_yds,0,,,,,
player,201212100nwe,nwe,VereSh00,pass_td,0,,,,,
player,201212100nwe,nwe,VereSh00,pass_int,0,,,,,
player,201212100nwe,nwe,VereSh00,pass_sacked,0,,,,,
player,201212100nwe,nwe,VereSh00,pass_sacked_yds,0,,,,,
player,201212100nwe,nwe,VereSh00,pass_long,0,,,,,
player,201212100nwe,nwe,VereSh00,pass_rating,,,,,,
player,201212100nwe,nwe,VereSh00,rush_att,8,,,,,
player,201212100nwe,nwe,VereSh00,rush_yds,40,,,,,
player,201212100nwe,nwe,VereSh00,rush_td,0,,,,,
player,201212100nwe,nwe,VereSh00,rush_long,11,,,,,
player,201212100nwe,nwe,VereSh00,targets,1,,,,,
player,201212100nwe,nwe,VereSh00,rec,0,,,,,
player,201212100nwe,nwe,VereSh00,rec_yds,0,,,,,
player,201212100nwe,nwe,VereSh00,rec_td,0,,,,,
player,201212100nwe,nwe,VereSh00,rec_long,0,,,,,
player,201212100nwe,nwe,VereSh00,fumbles,0,,,,,
player,201212100nwe,nwe,VereSh00,fumbles_lost,0,,,,,
player,201212100nwe,nwe,BoldBr00,pass_cmp,0,,,,,
player,201212100nwe,nwe,BoldBr00,pass_att,0,,,,,
player,201212100nwe,nwe,BoldBr00,pass_yds,0,,,,,
player,201212100nwe,nwe,BoldBr00,pass_td,0,,,,,
player,201212100nwe,nwe,BoldBr00,pass_int,0,,,,,
player,201212100nwe,nwe,BoldBr00,pass_sacked,0,,,,,
player,201212100nwe,nwe,BoldBr00,pass_sacked_yds,0,,,,,
player,201212100nwe,nwe,BoldBr00,pass_long,0,,,,,
player,201212100nwe,nwe,BoldBr00,pass_rating,,,,,,
player,201212100nwe,nwe,BoldBr00,rush_att,2,,,,,
player,201212100nwe,nwe,BoldBr00,rush_yds,11,,,,,
player,201212100nwe,nwe,BoldBr00,rush_td,0,,,,,
player,201212100nwe,nwe,BoldBr00,rush_long,6,,,,,
player,201212100nwe,nwe,BoldBr00,targets,0,,,,,
player,201212100nwe,nwe,BoldBr00,rec,0,,,,,
player,201212100nwe,nwe,BoldBr00,rec_yds,0,,,,,
player,201212100nwe,nwe,BoldBr00,rec_td,0,,,,,
player,201212100nwe,nwe,BoldBr00,rec_long,0,,,,,
player,201212100nwe,nwe,BoldBr00,fumbles,0,,,,,
player,201212100nwe,nwe,BoldBr00,fumbles_lost,0,,,,,
player,201212100nwe,nwe,WoodDa02,pass_cmp,0,,,,,
player,201212100nwe,nwe,WoodDa02,pass_att,0,,,,,
player,201212100nwe,nwe,WoodDa02,pass_yds,0,,,,,
player,201212100nwe,nwe,WoodDa02,pass_td,0,,,,,
player,201212100nwe,nwe,WoodDa02,pass_int,0,,,,,
player,201212100nwe,nwe,WoodDa02,pass_sacked,0,,,,,
player,201212100nwe,nwe,WoodDa02,pass_sacked_yds,0,,,,,
player,201212100nwe,nwe,WoodDa02,pass_long,0,,,,,
player,201212100nwe,nwe,WoodDa02,pass_rating,,,,,,
player,201212100nwe,nwe,WoodDa02,rush_att,1,,,,,
player,201212100nwe,nwe,WoodDa02,rush_yds,4,,,,,
player,201212100nwe,nwe,WoodDa02,rush_td,0,,,,,
player,201212100nwe,nwe,WoodDa02,rush_long,4,,,,,
player,201212100nwe,nwe,WoodDa02,targets,3,,,,,
player,201212100nwe,nwe,WoodDa02,rec,2,,,,,
player,201212100nwe,nwe,WoodDa02,rec_yds,34,,,,,
player,201212100nwe,nwe,WoodDa02,rec_td,0,,,,,
player,201212100nwe,nwe,WoodDa02,rec_long,18,,,,,
player,201212100nwe,nwe,WoodDa02,fumbles,1,,,,,
player,201212100nwe,nwe,WoodDa02,fumbles_lost,0,,,,,
player,201212100nwe,nwe,LloyBr00,pass_cmp,0,,,,,
player,201212100nwe,nwe,LloyBr00,pass_att,0,,,,,
player,201212100nwe,nwe,LloyBr00,pass_yds,0,,,,,
player,201212100nwe,nwe,LloyBr00,pass_td,0,,,,,
player,201212100nwe,nwe,LloyBr00,pass_int,0,,,,,
player,201212100nwe,nwe,LloyBr00,pass_sacked,0,,,,,
player,201212100nwe,nwe,LloyBr00,pass_sacked_yds,0,,,,,
player,201212100nwe,nwe,LloyBr00,pass_long,0,,,,,
player,201212100nwe,nwe,LloyBr00,pass_rating,,,,,,
player,201212100nwe,nwe,LloyBr00,rush_att,0,,,,,
player,201212100nwe,nwe,LloyBr00,rush_yds,0,,,,,
player,201212100nwe,nwe,LloyBr00,rush_td,0,,,,,
player,201212100nwe,nwe,LloyBr00,rush_long,0,,,,,
player,201212100nwe,nwe,LloyBr00,targets,9,,,,,
player,201212100nwe,nwe,LloyBr00,rec,7,,,,,
player,201212100nwe,nwe,LloyBr00,rec_yds,89,,,,,
player,201212100nwe,nwe,LloyBr00,rec_td,1,,,,,
player,201212100nwe,nwe,LloyBr00,rec_long,37,,,,,
player,201212100nwe,nwe,LloyBr00,fumbles,0,,,,,
player,201212100nwe,nwe,LloyBr00,fumbles_lost,0,,,,,
player,201212100nwe,nwe,StalDo00,pass_cmp,0,,,,,
player,201212100nwe,nwe,StalDo00,pass_att,0,,,,,
player,201212100nwe,nwe,StalDo00,pass_yds,0,,,,,
player,201212100nwe,nwe,StalDo00,pass_td,0,,,,,
player,201212100nwe,nwe,StalDo00,pass_int,0,,,,,
player,201212100nwe,nwe,StalDo00,pass_sacked,0,,,,,
player,201212100nwe,nwe,StalDo00,pass_sacked_yds,0,,,,,
player,201212100nwe,nwe,StalDo00,pass_long,0,,,,,
player,201212100nwe,nwe,StalDo00,pass_rating,,,,,,
player,201212100nwe,nwe,StalDo00,rush_att,0,,,,,
player,201212100nwe,nwe,StalDo00,rush_yds,0,,,,,
player,201212100nwe,nwe,StalDo00,rush_td,0,,,,,
player,201212100nwe,nwe,StalDo00,rush_long,0,,,,,
player,201212100nwe,nwe,StalDo00,targets,2,,,,,
player,201212100nwe,nwe,StalDo00,rec,1,,,,,
player,201212100nwe,nwe,StalDo00,rec_yds,63,,,,,
