game,2012,13,20121202,201212020den,tam,"Tampa Bay Buccaneers",23,den,"Denver Broncos",31
player,201212020den,tam,BarrMa00,def_int_td,0,,,,,
player,201212020den,tam,BarrMa00,def_int_long,0,,,,,
player,201212020den,tam,BarrMa00,pass_defended,0,,,,,
player,201212020den,tam,BarrMa00,sacks,0.0,,,,,
player,201212020den,tam,BarrMa00,tackles_combined,4,,,,,
player,201212020den,tam,BarrMa00,tackles_solo,3,,,,,
player,201212020den,tam,BarrMa00,tackles_assists,1,,,,,
player,201212020den,tam,BarrMa00,tackles_loss,0,,,,,
player,201212020den,tam,BarrMa00,qb_hits,0,,,,,
player,201212020den,tam,BarrMa00,fumbles_rec,0,,,,,
player,201212020den,tam,BarrMa00,fumbles_rec_yds,0,,,,,
player,201212020den,tam,BarrMa00,fumbles_rec_td,0,,,,,
player,201212020den,tam,BarrMa00,fumbles_forced,0,,,,,
player,201212020den,tam,McCoGe99,def_int,0,,,,,
player,201212020den,tam,McCoGe99,def_int_yds,0,,,,,
player,201212020den,tam,McCoGe99,def_int_td,0,,,,,
player,201212020den,tam,McCoGe99,def_int_long,0,,,,,
player,201212020den,tam,McCoGe99,pass_defended,0,,,,,
player,201212020den,tam,McCoGe99,sacks,0.0,,,,,
player,201212020den,tam,McCoGe99,tackles_combined,4,,,,,
player,201212020den,tam,McCoGe99,tackles_solo,4,,,,,
player,201212020den,tam,McCoGe99,tackles_assists,0,,,,,
player,201212020den,tam,McCoGe99,tackles_loss,0,,,,,
player,201212020den,tam,McCoGe99,qb_hits,0,,,,,
player,201212020den,tam,McCoGe99,fumbles_rec,0,,,,,
player,201212020den,tam,McCoGe99,fumbles_rec_yds,0,,,,,
player,201212020den,tam,McCoGe99,fumbles_rec_td,0,,,,,
player,201212020den,tam,McCoGe99,fumbles_forced,0,,,,,
player,201212020den,tam,BennMi99,def_int,0,,,,,
player,201212020den,tam,BennMi99,def_int_yds,0,,,,,
player,201212020den,tam,BennMi99,def_int_td,0,,,,,
player,201212020den,tam,BennMi99,def_int_long,0,,,,,
player,201212020den,tam,BennMi99,pass_defended,0,,,,,
player,201212020den,tam,BennMi99,sacks,0.0,,,,,
player,201212020den,tam,BennMi99,tackles_combined,3,,,,,
player,201212020den,tam,BennMi99,tackles_solo,2,,,,,
player,201212020den,tam,BennMi99,tackles_assists,1,,,,,
player,201212020den,tam,BennMi99,tackles_loss,1,,,,,
player,201212020den,tam,BennMi99,qb_hits,0,,,,,
player,201212020den,tam,BennMi99,fumbles_rec,0,,,,,
player,201212020den,tam,BennMi99,fumbles_rec_yds,0,,,,,
player,201212020den,tam,BennMi99,fumbles_rec_td,0,,,,,
player,201212020den,tam,BennMi99,fumbles_forced,0,,,,,
player,201212020den,tam,BoweDa00,def_int,0,,,,,
player,201212020den,tam,BoweDa00,def_int_yds,0,,,,,
player,201212020den,tam,BoweDa00,def_int_td,0,,,,,
player,201212020den,tam,BoweDa00,def_int_long,0,,,,,
player,201212020den,tam,BoweDa00,pass_defended,1,,,,,
player,201212020den,tam,BoweDa00,sacks,0.0,,,,,
player,201212020den,tam,BoweDa00,tackles_combined,3,,,,,
player,201212020den,tam,BoweDa00,tackles_solo,2,,,,,
player,201212020den,tam,BoweDa00,tackles_assists,1,,,,,
player,201212020den,tam,BoweDa00,tackles_loss,1,,,,,
player,201212020den,tam,BoweDa00,qb_hits,0,,,,,
player,201212020den,tam,BoweDa00,fumbles_rec,0,,,,,
player,201212020den,tam,BoweDa00,fumbles_rec_yds,0,,,,,
player,201212020den,tam,BoweDa00,fumbles_rec_td,0,,,,,
player,201212020den,tam,BoweDa00,fumbles_forced,0,,,,,
player,201212020den,tam,GibsGa99,def_int,0,,,,,
player,201212020den,tam,GibsGa99,def_int_yds,0,,,,,
player,201212020den,tam,GibsGa99,def_int_td,0,,,,,
player,201212020den,tam,GibsGa99,def_int_long,0,,,,,
player,201212020den,tam,GibsGa99,pass_defended,0,,,,,
player,201212020den,tam,GibsGa99,sacks,0.0,,,,,
player,201212020den,tam,GibsGa99,tackles_combined,3,,,,,
player,201212020den,tam,GibsGa99,tackles_solo,3,,,,,
player,201212020den,tam,GibsGa99,tackles_assists,0,,,,,
player,201212020den,tam,GibsGa99,tackles_loss,2,,,,,
player,201212020den,tam,GibsGa99,qb_hits,0,,,,,
player,201212020den,tam,GibsGa99,fumbles_rec,0,,,,,
player,201212020den,tam,GibsGa99,fumbles_rec_yds,0,,,,,
player,201212020den,tam,GibsGa99,fumbles_rec_td,0,,,,,
player,201212020den,tam,GibsGa99,fumbles_forced,0,,,,,
player,201212020den,tam,GorrDa00,def_int,0,,,,,
player,201212020den,tam,GorrDa00,def_int_yds,0,,,,,
player,201212020den,tam,GorrDa00,def_int_td,0,,,,,
player,201212020den,tam,GorrDa00,def_int_long,0,,,,,
player,201212020den,tam,GorrDa00,pass_defended,0,,,,,
player,201212020den,tam,GorrDa00,sacks,0.0,,,,,
player,201212020den,tam,GorrDa00,tackles_combined,2,,,,,
player,201212020den,tam,GorrDa00,tackles_solo,2,,,,,
player,201212020den,tam,GorrDa00,tackles_assists,0,,,,,
player,201212020den,tam,GorrDa00,tackles_loss,0,,,,,
player,201212020den,tam,GorrDa00,qb_hits,0,,,,,
player,201212020den,tam,GorrDa00,fumbles_rec,0,,,,,
player,201212020den,tam,GorrDa00,fumbles_rec_yds,0,,,,,
player,201212020den,tam,GorrDa00,fumbles_rec_td,0,,,,,
player,201212020den,tam,GorrDa00,fumbles_forced,0,,,,,
player,201212020den,tam,JohnLe03,def_int,0,,,,,
player,201212020den,tam,JohnLe03,def_int_yds,0,,,,,
player,201212020den,tam,JohnLe03,def_int_td,0,,,,,
player,201212020den,tam,JohnLe03,def_int_long,0,,,,,
player,201212020den,tam,JohnLe03,pass_defended,0,,,,,
player,201212020den,tam,JohnLe03,sacks,0.0,,,,,
player,201212020den,tam,JohnLe03,tackles_combined,2,,,,,
player,201212020den,tam,JohnLe03,tackles_solo,2,,,,,
player,201212020den,tam,JohnLe03,tackles_assists,0,,,,,
player,201212020den,tam,JohnLe03,tackles_loss,0,,,,,
player,201212020den,tam,JohnLe03,qb_hits,0,,,,,
player,201212020den,tam,JohnLe03,fumbles_rec,0,,,,,
player,201212020den,tam,JohnLe03,fumbles_rec_yds,0,,,,,
player,201212020den,tam,JohnLe03,fumbles_rec_td,0,,,,,
player,201212020den,tam,JohnLe03,fumbles_forced,0,,,,,
player,201212020den,tam,Teo-Da99,def_int,0,,,,,
player,201212020den,tam,Teo-Da99,def_int_yds,0,,,,,
player,201212020den,tam,Teo-Da99,def_int_td,0,,,,,
player,201212020den,tam,Teo-Da99,def_int_long,0,,,,,
player,201212020den,tam,Teo-Da99,pass_defended,0,,,,,
player,201212020den,tam,Teo-Da99,sacks,0.0,,,,,
player,201212020den,tam,Teo-Da99,tackles_combined,2,,,,,
player,201212020den,tam,Teo-Da99,tackles_solo,1,,,,,
player,201212020den,tam,Teo-Da99,tackles_assists,1,,,,,
player,201212020den,tam,Teo-Da99,tackles_loss,0,,,,,
player,201212020den,tam,Teo-Da99,qb_hits,0,,,,,
player,201212020den,tam,Teo-Da99,fumbles_rec,0,,,,,
player,201212020den,tam,Teo-Da99,fumbles_rec_yds,0,,,,,
player,201212020den,tam,Teo-Da99,fumbles_rec_td,0,,,,,
player,201212020den,tam,Teo-Da99,fumbles_forced,0,,,,,
player,201212020den,tam,CutrJa00,def_int,0,,,,,
player,201212020den,tam,CutrJa00,def_int_yds,0,,,,,
player,201212020den,tam,CutrJa00,def_int_td,0,,,,,
player,201212020den,tam,CutrJa00,def_int_long,0,,,,,
player,201212020den,tam,CutrJa00,pass_defended,0,,,,,
player,201212020den,tam,CutrJa00,sacks,0.0,,,,,
player,201212020den,tam,CutrJa00,tackles_combined,1,,,,,
player,201212020den,tam,CutrJa00,tackles_solo,1,,,,,
player,201212020den,tam,CutrJa00,tackles_assists,0,,,,,
player,201212020den,tam,CutrJa00,tackles_loss,0,,,,,
player,201212020den,tam,CutrJa00,qb_hits,0,,,,,
player,201212020den,tam,CutrJa00,fumbles_rec,0,,,,,
player,201212020den,tam,CutrJa00,fumbles_rec_yds,0,,,,,
player,201212020den,tam,CutrJa00,fumbles_rec_td,0,,,,,
player,201212020den,tam,CutrJa00,fumbles_forced,0,,,,,
player,201212020den,tam,EconAn20,def_int,0,,,,,
player,201212020den,tam,EconAn20,def_int_yds,0,,,,,
player,201212020den,tam,EconAn20,def_int_td,0,,,,,
player,201212020den,tam,EconAn20,def_int_long,0,,,,,
player,201212020den,tam,EconAn20,pass_defended,0,,,,,
player,201212020den,tam,EconAn20,sacks,0.0,,,,,
player,201212020den,tam,EconAn20,tackles_combined,1,,,,,
player,201212020den,tam,EconAn20,tackles_solo,1,,,,,
player,201212020den,tam,EconAn20,tackles_assists,0,,,,,
player,201212020den,tam,EconAn20,tackles_loss,0,,,,,
player,201212020den,tam,EconAn20,qb_hits,0,,,,,
player,201212020den,tam,EconAn20,fumbles_rec,0,,,,,
player,201212020den,tam,EconAn20,fumbles_rec_yds,0,,,,,
player,201212020den,tam,EconAn20,fumbles_rec_td,0,,,,,
player,201212020den,tam,EconAn20,fumbles_forced,0,,,,,
player,201212020den,tam,HaywAd98,def_int,0,,,,,
player,201212020den,tam,HaywAd98,def_int_yds,0,,,,,
player,201212020den,tam,HaywAd98,def_int_td,0,,,,,
player,201212020den,tam,HaywAd98,def_int_long,0,,,,,
player,201212020den,tam,HaywAd98,pass_defended,0,,,,,
player,201212020den,tam,HaywAd98,sacks,0.0,,,,,
player,201212020den,tam,HaywAd98,tackles_combined,1,,,,,
player,201212020den,tam,HaywAd98,tackles_solo,1,,,,,
player,201212020den,tam,HaywAd98,tackles_assists,0,,,,,
player,201212020den,tam,HaywAd98,tackles_loss,0,,,,,
player,201212020den,tam,HaywAd98,qb_hits,0,,,,,
player,201212020den,tam,HaywAd98,fumbles_rec,0,,,,,
player,201212020den,tam,HaywAd98,fumbles_rec_yds,0,,,,,
player,201212020den,tam,HaywAd98,fumbles_rec_td,0,,,,,
player,201212020den,tam,HaywAd98,fumbles_forced,0,,,,,
player,201212020den,tam,JackVi00,def_int,0,,,,,
player,201212020den,tam,JackVi00,def_int_yds,0,,,,,
player,201212020den,tam,JackVi00,def_int_td,0,,,,,
player,201212020den,tam,JackVi00,def_int_long,0,,,,,
player,201212020den,tam,JackVi00,pass_defended,0,,,,,
player,201212020den,tam,JackVi00,sacks,0.0,,,,,
player,201212020den,tam,JackVi00,tackles_combined,1,,,,,
player,201212020den,tam,JackVi00,tackles_solo,1,,,,,
player,201212020den,tam,JackVi00,tackles_assists,0,,,,,
player,201212020den,tam,JackVi00,tackles_loss,0,,,,,
player,201212020den,tam,JackVi00,qb_hits,0,,,,,
player,201212020den,tam,JackVi00,fumbles_rec,0,,,,,
player,201212020den,tam,JackVi00,fumbles_rec_yds,0,,,,,
player,201212020den,tam,JackVi00,fumbles_rec_td,0,,,,,
player,201212020den,tam,JackVi00,fumbles_forced,0,,,,,
player,201212020den,tam,LewiLe01,def_int,0,,,,,
player,201212020den,tam,LewiLe01,def_int_yds,0,,,,,
player,201212020den,tam,LewiLe01,def_int_td,0,,,,,
player,201212020den,tam,LewiLe01,def_int_long,0,,,,,
player,201212020den,tam,LewiLe01,pass_defended,0,,,,,
player,201212020den,tam,LewiLe01,sacks,0.0,,,,,
player,201212020den,tam,LewiLe01,tackles_combined,1,,,,,
player,201212020den,tam,LewiLe01,tackles_solo,0,,,,,
player,201212020den,tam,LewiLe01,tackles_assists,1,,,,,
player,201212020den,tam,LewiLe01,tackles_loss,,,,,,
player,201212020den,tam,LewiLe01,qb_hits,,,,,,
player,201212020den,tam,LewiLe01,fumbles_rec,0,,,,,
player,201212020den,tam,LewiLe01,fumbles_rec_yds,0,,,,,
player,201212020den,tam,LewiLe01,fumbles_rec_td,0,,,,,
player,201212020den,tam,LewiLe01,fumbles_forced,0,,,,,
player,201212020den,tam,WareDa00,def_int,0,,,,,
player,201212020den,tam,WareDa00,def_int_yds,0,,,,,
player,201212020den,tam,WareDa00,def_int_td,0,,,,,
player,201212020den,tam,WareDa00,def_int_long,0,,,,,
player,201212020den,tam,WareDa00,pass_defended,0,,,,,
player,201212020den,tam,WareDa00,sacks,0.0,,,,,
player,201212020den,tam,WareDa00,tackles_combined,1,,,,,
player,201212020den,tam,WareDa00,tackles_solo,1,,,,,
player,201212020den,tam,WareDa00,tackles_assists,0,,,,,
player,201212020den,tam,WareDa00,tackles_loss,0,,,,,
player,201212020den,tam,WareDa00,qb_hits,0,,,,,
player,201212020den,tam,WareDa00,fumbles_rec,0,,,,,
player,201212020den,tam,WareDa00,fumbles_rec_yds,0,,,,,
player,201212020den,tam,WareDa00,fumbles_rec_td,0,,,,,
player,201212020den,tam,WareDa00,fumbles_forced,0,,,,,
player,201212020den,tam,WatsDe99,def_int,0,,,,,
player,201212020den,tam,WatsDe99,def_int_yds,0,,,,,
player,201212020den,tam,WatsDe99,def_int_td,0,,,,,
player,201212020den,tam,WatsDe99,def_int_long,0,,,,,
player,201212020den,tam,WatsDe99,pass_defended,0,,,,,
player,201212020den,tam,WatsDe99,sacks,0.0,,,,,
player,201212020den,tam,WatsDe99,tackles_combined,1,,,,,
player,201212020den,tam,WatsDe99,tackles_solo,1,,,,,
player,201212020den,tam,WatsDe99,tackles_assists,0,,,,,
player,201212020den,tam,WatsDe99,tackles_loss,0,,,,,
player,201212020den,tam,WatsDe99,qb_hits,0,,,,,
player,201212020den,tam,WatsDe99,fumbles_rec,0,,,,,
player,201212020den,tam,WatsDe99,fumbles_rec_yds,0,,,,,
player,201212020den,tam,WatsDe99,fumbles_rec_td,0,,,,,
player,201212020den,tam,WatsDe99,fumbles_forced,0,,,,,
player,201212020den,tam,FreeJo00,def_int,0,,,,,
player,201212020den,tam,FreeJo00,def_int_yds,0,,,,,
player,201212020den,tam,FreeJo00,def_int_td,0,,,,,
player,201212020den,tam,FreeJo00,def_int_long,0,,,,,
player,201212020den,tam,FreeJo00,pass_defended,0,,,,,
player,201212020den,tam,FreeJo00,sacks,0.0,,,,,
player,201212020den,tam,FreeJo00,tackles_combined,0,,,,,
player,201212020den,tam,FreeJo00,tackles_solo,0,,,,,
player,201212020den,tam,FreeJo00,tackles_assists,0,,,,,
player,201212020den,tam,FreeJo00,tackles_loss,,,,,,
player,201212020den,tam,FreeJo00,qb_hits,,,,,,
player,201212020den,tam,FreeJo00,fumbles_rec,1,,,,,
player,201212020den,tam,FreeJo00,fumbles_rec_yds,0,,,,,
player,201212020den,tam,FreeJo00,fumbles_rec_td,0,,,,,
player,201212020den,tam,FreeJo00,fumbles_forced,0,,,,,
player,201212020den,den,MillVo00,def_int,1,,,,,
player,201212020den,den,MillVo00,def_int_yds,26,,,,,
player,201212020den,den,MillVo00,def_int_td,1,,,,,
player,201212020den,den,MillVo00,def_int_long,26,,,,,
player,201212020den,den,MillVo00,pass_defended,1,,,,,
player,201212020den,den,MillVo00,sacks,1.0,,,,,
player,201212020den,den,MillVo00,tackles_combined,6,,,,,
player,201212020den,den,MillVo00,tackles_solo,5,,,,,
player,201212020den,den,MillVo00,tackles_assists,1,,,,,
player,201212020den,den,MillVo00,tackles_loss,0,,,,,
player,201212020den,den,MillVo00,qb_hits,1,,,,,
player,201212020den,den,MillVo00,fumbles_rec,0,,,,,
player,201212020den,den,MillVo00,fumbles_rec_yds,0,,,,,
player,201212020den,den,MillVo00,fumbles_rec_td,0,,,,,
player,201212020den,den,MillVo00,fumbles_forced,1,,,,,
player,201212020den,den,HarrCh01,def_int,0,,,,,
player,201212020den,den,HarrCh01,def_int_yds,0,,,,,
player,201212020den,den,HarrCh01,def_int_td,0,,,,,
player,201212020den,den,HarrCh01,def_int_long,0,,,,,
player,201212020den,den,HarrCh01,pass_defended,0,,,,,
player,201212020den,den,HarrCh01,sacks,0.0,,,,,
player,201212020den,den,HarrCh01,tackles_combined,6,,,,,
player,201212020den,den,HarrCh01,tackles_solo,5,,,,,
player,201212020den,den,HarrCh01,tackles_assists,1,,,,,
player,201212020den,den,HarrCh01,tackles_loss,0,,,,,
player,201212020den,den,HarrCh01,qb_hits,0,,,,,
player,201212020den,den,HarrCh01,fumbles_rec,0,,,,,
player,201212020den,den,HarrCh01,fumbles_rec_yds,0,,,,,
player,201212020den,den,HarrCh01,fumbles_rec_td,0,,,,,
player,201212020den,den,HarrCh01,fumbles_forced,0,,,,,
player,201212020den,den,BailCh00,def_int,0,,,,,
player,201212020den,den,BailCh00,def_int_yds,0,,,,,
player,201212020den,den,BailCh00,def_int_td,0,,,,,
player,201212020den,den,BailCh00,def_int_long,0,,,,,
player,201212020den,den,BailCh00,pass_defended,0,,,,,
player,201212020den,den,BailCh00,sacks,0.0,,,,,
player,201212020den,den,BailCh00,tackles_combined,4,,,,,
player,201212020den,den,BailCh00,tackles_solo,3,,,,,
player,201212020den,den,BailCh00,tackles_assists,1,,,,,
player,201212020den,den,BailCh00,tackles_loss,0,,,,,
player,201212020den,den,BailCh00,qb_hits,0,,,,,
player,201212020den,den,BailCh00,fumbles_rec,0,,,,,
player,201212020den,den,BailCh00,fumbles_rec_yds,0,,,,,
player,201212020den,den,BailCh00,fumbles_rec_td,0,,,,,
player,201212020den,den,BailCh00,fumbles_forced,0,,,,,
player,201212020den,den,LeonJi23,def_int,0,,,,,
player,201212020den,den,LeonJi23,def_int_yds,0,,,,,
player,201212020den,den,LeonJi23,def_int_td,0,,,,,
player,201212020den,den,LeonJi23,def_int_long,0,,,,,
player,201212020den,den,LeonJi23,pass_defended,0,,,,,
player,201212020den,den,LeonJi23,sacks,0.0,,,,,
player,201212020den,den,LeonJi23,tackles_combined,3,,,,,
player,201212020den,den,LeonJi23,tackles_solo,2,,,,,
player,201212020den,den,LeonJi23,tackles_assists,1,,,,,
player,201212020den,den,LeonJi23,tackles_loss,0,,,,,
player,201212020den,den,LeonJi23,qb_hits,0,,,,,
player,201212020den,den,LeonJi23,fumbles_rec,0,,,,,
player,201212020den,den,LeonJi23,fumbles_rec_yds,0,,,,,
player,201212020den,den,LeonJi23,fumbles_rec_td,0,,,,,
player,201212020den,den,LeonJi23,fumbles_forced,0,,,,,
player,201212020den,den,TrevDa00,def_int,0,,,,,
player,201212020den,den,TrevDa00,def_int_yds,0,,,,,
player,201212020den,den,TrevDa00,def_int_td,0,,,,,
player,201212020den,den,TrevDa00,def_int_long,0,,,,,
player,201212020den,den,TrevDa00,pass_defended,0,,,,,
player,201212020den,den,TrevDa00,sacks,0.0,,,,,
player,201212020den,den,TrevDa00,tackles_combined,3,,,,,
player,201212020den,den,TrevDa00,tackles_solo,3,,,,,
player,201212020den,den,TrevDa00,tackles_assists,0,,,,,
player,201212020den,den,TrevDa00,tackles_loss,0,,,,,
player,201212020den,den,TrevDa00,qb_hits,0,,,,,
player,201212020den,den,TrevDa00,fumbles_rec,0,,,,,
player,201212020den,den,TrevDa00,fumbles_rec_yds,0,,,,,
player,201212020den,den,TrevDa00,fumbles_rec_td,0,,,,,
player,201212020den,den,TrevDa00,fumbles_forced,0,,,,,
player,201212020den,den,VickKe99,def_int,0,,,,,
player,201212020den,den,VickKe99,def_int_yds,0,,,,,
player,201212020den,den,VickKe99,def_int_td,0,,,,,
player,201212020den,den,VickKe99,def_int_long,0,,,,,
player,201212020den,den,VickKe99,pass_defended,0,,,,,
player,201212020den,den,VickKe99,sacks,0.0,,,,,
player,201212020den,den,VickKe99,tackles_combined,3,,,,,
player,201212020den,den,VickKe99,tackles_solo,2,,,,,
player,201212020den,den,VickKe99,tackles_assists,1,,,,,
player,201212020den,den,VickKe99,tackles_loss,0,,,,,
player,201212020den,den,VickKe99,qb_hits,0,,,,,
player,201212020den,den,VickKe99,fumbles_rec,0,,,,,
player,201212020den,den,VickKe99,fumbles_rec_yds,0,,,,,
player,201212020den,den,VickKe99,fumbles_rec_td,0,,,,,
player,201212020den,den,VickKe99,fumbles_forced,0,,,,,
player,201212020den,den,WolfDe00,def_int,0,,,,,
player,201212020den,den,WolfDe00,def_int_yds,0,,,,,
player,201212020den,den,WolfDe00,def_int_td,0,,,,,
player,201212020den,den,WolfDe00,def_int_long,0,,,,,
player,201212020den,den,WolfDe00,pass_defended,0,,,,,
player,201212020den,den,WolfDe00,sacks,0.0,,,,,
player,201212020den,den,WolfDe00,tackles_combined,3,,,,,
player,201212020den,den,WolfDe00,tackles_solo,2,,,,,
player,201212020den,den,WolfDe00,tackles_assists,1,,,,,
player,201212020den,den,WolfDe00,tackles_loss,1,,,,,
player,201212020den,den,WolfDe00,qb_hits,0,,,,,
player,201212020den,den,WolfDe00,fumbles_rec,0,,,,,
player,201212020den,den,WolfDe00,fumbles_rec_yds,0,,,,,
player,201212020den,den,WolfDe00,fumbles_rec_td,0,,,,,
player,201212020den,den,WolfDe00,fumbles_forced,0,,,,,
player,201212020den,den,WoodWe20,def_int,0,,,,,
player,201212020den,den,WoodWe20,def_int_yds,0,,,,,
player,201212020den,den,WoodWe20,def_int_td,0,,,,,
player,201212020den,den,WoodWe20,def_int_long,0,,,,,
player,201212020den,den,WoodWe20,pass_defended,0,,,,,
player,201212020den,den,WoodWe20,sacks,0.0,,,,,
player,201212020den,den,WoodWe20,tackles_combined,3,,,,,
player,201212020den,den,WoodWe20,tackles_solo,0,,,,,
player,201212020den,den,WoodWe20,tackles_assists,3,,,,,
player,201212020den,den,WoodWe20,tackles_loss,0,,,,,
player,201212020den,den,WoodWe20,qb_hits,0,,,,,
player,201212020den,den,WoodWe20,fumbles_rec,0,,,,,
player,201212020den,den,WoodWe20,fumbles_rec_yds,0,,,,,
player,201212020den,den,WoodWe20,fumbles_rec_td,0,,,,,
player,201212020den,den,WoodWe20,fumbles_forced,0,,,,,
player,201212020den,den,AdamMi21,def_int,0,,,,,
player,201212020den,den,AdamMi21,def_int_yds,0,,,,,
player,201212020den,den,AdamMi21,def_int_td,0,,,,,
player,201212020den,den,AdamMi21,def_int_long,0,,,,,
player,201212020den,den,AdamMi21,pass_defended,0,,,,,
player,201212020den,den,AdamMi21,sacks,0.0,,,,,
player,201212020den,den,AdamMi21,tackles_combined,2,,,,,
player,201212020den,den,AdamMi21,tackles_solo,1,,,,,
player,201212020den,den,AdamMi21,tackles_assists,1,,,,,
player,201212020den,den,AdamMi21,tackles_loss,0,,,,,
player,201212020den,den,AdamMi21,qb_hits,0,,,,,
player,201212020den,den,AdamMi21,fumbles_rec,0,,,,,
player,201212020den,den,AdamMi21,fumbles_rec_yds,0,,,,,
player,201212020den,den,AdamMi21,fumbles_rec_td,0,,,,,
player,201212020den,den,AdamMi21,fumbles_forced,0,,,,,
player,201212020den,den,BannJu20,def_int,0,,,,,
player,201212020den,den,BannJu20,def_int_yds,0,,,,,
player,201212020den,den,BannJu20,def_int_td,0,,,,,
player,201212020den,den,BannJu20,def_int_long,0,,,,,
player,201212020den,den,BannJu20,pass_defended,0,,,,,
player,201212020den,den,BannJu20,sacks,0.0,,,,,
player,201212020den,den,BannJu20,tackles_combined,2,,,,,
player,201212020den,den,BannJu20,tackles_solo,1,,,,,
player,201212020den,den,BannJu20,tackles_assists,1,,,,,
player,201212020den,den,BannJu20,tackles_loss,0,,,,,
player,201212020den,den,BannJu20,qb_hits,0,,,,,
player,201212020den,den,BannJu20,fumbles_rec,0,,,,,
player,201212020den,den,BannJu20,fumbles_rec_yds,0,,,,,
player,201212020den,den,BannJu20,fumbles_rec_td,0,,,,,
player,201212020den,den,BannJu20,fumbles_forced,0,,,,,
player,201212020den,den,BrooKe00,def_int,0,,,,,
player,201212020den,den,BrooKe00,def_int_yds,0,,,,,
player,201212020den,den,BrooKe00,def_int_td,0,,,,,
player,201212020den,den,BrooKe00,def_int_long,0,,,,,
player,201212020den,den,BrooKe00,pass_defended,0,,,,,
player,201212020den,den,BrooKe00,sacks,0.0,,,,,
player,201212020den,den,BrooKe00,tackles_combined,2,,,,,
player,201212020den,den,BrooKe00,tackles_solo,2,,,,,
player,201212020den,den,BrooKe00,tackles_assists,0,,,,,
player,201212020den,den,BrooKe00,tackles_loss,0,,,,,
player,201212020den,den,BrooKe00,qb_hits,0,,,,,
player,201212020den,den,BrooKe00,fumbles_rec,0,,,,,
player,201212020den,den,BrooKe00,fumbles_rec_yds,0,,,,,
player,201212020den,den,BrooKe00,fumbles_rec_td,0,,,,,
player,201212020den,den,BrooKe00,fumbles_forced,0,,,,,
player,201212020den,den,DumeEl20,def_int,0,,,,,
player,201212020den,den,DumeEl20,def_int_yds,0,,,,,
player,201212020den,den,DumeEl20,def_int_td,0,,,,,
player,201212020den,den,DumeEl20,def_int_long,0,,,,,
player,201212020den,den,DumeEl20,pass_defended,0,,,,,
player,201212020den,den,DumeEl20,sacks,0.0,,,,,
player,201212020den,den,DumeEl20,tackles_combined,2,,,,,
player,201212020den,den,DumeEl20,tackles_solo,2,,,,,
player,201212020den,den,DumeEl20,tackles_assists,0,,,,,
player,201212020den,den,DumeEl20,tackles_loss,0,,,,,
player,201212020den,den,DumeEl20,qb_hits,1,,,,,
player,201212020den,den,DumeEl20,fumbles_rec,0,,,,,
player,201212020den,den,DumeEl20,fumbles_rec_yds,0,,,,,
player,201212020den,den,DumeEl20,fumbles_rec_td,0,,,,,
player,201212020den,den,DumeEl20,fumbles_forced,0,,,,,
player,201212020den,den,MoorRa00,def_int,0,,,,,
player,201212020den,den,MoorRa00,def_int_yds,0,,,,,
player,201212020den,den,MoorRa00,def_int_td,0,,,,,
player,201212020den,den,MoorRa00,def_int_long,0,,,,,
player,201212020den,den,MoorRa00,pass_defended,1,,,,,
player,201212020den,den,MoorRa00,sacks,0.0,,,,,
player,201212020den,den,MoorRa00,tackles_combined,2,,,,,
player,201212020den,den,MoorRa00,tackles_solo,1,,,,,
player,201212020den,den,MoorRa00,tackles_assists,1,,,,,
player,201212020den,den,MoorRa00,tackles_loss,0,,,,,
player,201212020den,den,MoorRa00,qb_hits,0,,,,,
player,201212020den,den,MoorRa00,fumbles_rec,0,,,,,
player,201212020den,den,MoorRa00,fumbles_rec_yds,0,,,,,
player,201212020den,den,MoorRa00,fumbles_rec_td,0,,,,,
player,201212020den,den,MoorRa00,fumbles_forced,0,,,,,
player,201212020den,den,WillD.20,def_int,0,,,,,
player,201212020den,den,WillD.20,def_int_yds,0,,,,,
player,201212020den,den,WillD.20,def_int_td,0,,,,,
player,201212020den,den,WillD.20,def_int_long,0,,,,,
player,201212020den,den,WillD.20,pass_defended,1,,,,,
player,201212020den,den,WillD.20,sacks,0.0,,,,,
player,201212020den,den,WillD.20,tackles_combined,2,,,,,
player,201212020den,den,WillD.20,tackles_solo,0,,,,,
player,201212020den,den,WillD.20,tackles_assists,2,,,,,
player,201212020den,den,WillD.20,tackles_loss,0,,,,,
player,201212020den,den,WillD.20,qb_hits,0,,,,,
player,201212020den,den,WillD.20,fumbles_rec,0,,,,,
player,201212020den,den,WillD.20,fumbles_rec_yds,0,,,,,
player,201212020den,den,WillD.20,fumbles_rec_td,0,,,,,
player,201212020den,den,WillD.20,fumbles_forced,0,,,,,
player,201212020den,den,JohnSt02,def_int,0,,,,,
player,201212020den,den,JohnSt02,def_int_yds,0,,,,,
player,201212020den,den,JohnSt02,def_int_td,0,,,,,
player,201212020den,den,JohnSt02,def_int_long,0,,,,,
player,201212020den,den,JohnSt02,pass_defended,0,,,,,
player,201212020den,den,JohnSt02,sacks,0.0,,,,,
player,201212020den,den,JohnSt02,tackles_combined,1,,,,,
player,201212020den,den,JohnSt02,tackles_solo,1,,,,,
player,201212020den,den,JohnSt02,tackles_assists,0,,,,,
player,201212020den,den,JohnSt02,tackles_loss,0,,,,,
player,201212020den,den,JohnSt02,qb_hits,0,,,,,
player,201212020den,den,JohnSt02,fumbles_rec,0,,,,,
