game,2012,8,20121028,201210280phi,atl,"Atlanta Falcons",30,phi,"Philadelphia Eagles",17
player,201210280phi,atl,TurnMi00,pass_sacked,0,,,,,
player,201210280phi,atl,TurnMi00,pass_sacked_yds,0,,,,,
player,201210280phi,atl,TurnMi00,pass_long,0,,,,,
player,201210280phi,atl,TurnMi00,pass_rating,,,,,,
player,201210280phi,atl,TurnMi00,rush_att,24,,,,,
player,201210280phi,atl,TurnMi00,rush_yds,58,,,,,
player,201210280phi,atl,TurnMi00,rush_td,0,,,,,
player,201210280phi,atl,TurnMi00,rush_long,11,,,,,
player,201210280phi,atl,TurnMi00,targets,2,,,,,
player,201210280phi,atl,TurnMi00,rec,1,,,,,
player,201210280phi,atl,TurnMi00,rec_yds,6,,,,,
player,201210280phi,atl,TurnMi00,rec_td,0,,,,,
player,201210280phi,atl,TurnMi00,rec_long,6,,,,,
player,201210280phi,atl,TurnMi00,fumbles,1,,,,,
player,201210280phi,atl,TurnMi00,fumbles_lost,0,,,,,
player,201210280phi,atl,JoneJu02,pass_cmp,0,,,,,
player,201210280phi,atl,JoneJu02,pass_att,0,,,,,
player,201210280phi,atl,JoneJu02,pass_yds,0,,,,,
player,201210280phi,atl,JoneJu02,pass_td,0,,,,,
player,201210280phi,atl,JoneJu02,pass_int,0,,,,,
player,201210280phi,atl,JoneJu02,pass_sacked,0,,,,,
player,201210280phi,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201210280phi,atl,JoneJu02,pass_long,0,,,,,
player,201210280phi,atl,JoneJu02,pass_rating,,,,,,
player,201210280phi,atl,JoneJu02,rush_att,1,,,,,
player,201210280phi,atl,JoneJu02,rush_yds,9,,,,,
player,201210280phi,atl,JoneJu02,rush_td,0,,,,,
player,201210280phi,atl,JoneJu02,rush_long,9,,,,,
player,201210280phi,atl,JoneJu02,targets,5,,,,,
player,201210280phi,atl,JoneJu02,rec,5,,,,,
player,201210280phi,atl,JoneJu02,rec_yds,123,,,,,
player,201210280phi,atl,JoneJu02,rec_td,1,,,,,
player,201210280phi,atl,JoneJu02,rec_long,63,,,,,
player,201210280phi,atl,JoneJu02,fumbles,0,,,,,
player,201210280phi,atl,JoneJu02,fumbles_lost,0,,,,,
player,201210280phi,atl,SnelJa00,pass_cmp,0,,,,,
player,201210280phi,atl,SnelJa00,pass_att,0,,,,,
player,201210280phi,atl,SnelJa00,pass_yds,0,,,,,
player,201210280phi,atl,SnelJa00,pass_td,0,,,,,
player,201210280phi,atl,SnelJa00,pass_int,0,,,,,
player,201210280phi,atl,SnelJa00,pass_sacked,0,,,,,
player,201210280phi,atl,SnelJa00,pass_sacked_yds,0,,,,,
player,201210280phi,atl,SnelJa00,pass_long,0,,,,,
player,201210280phi,atl,SnelJa00,pass_rating,,,,,,
player,201210280phi,atl,SnelJa00,rush_att,1,,,,,
player,201210280phi,atl,SnelJa00,rush_yds,1,,,,,
player,201210280phi,atl,SnelJa00,rush_td,0,,,,,
player,201210280phi,atl,SnelJa00,rush_long,1,,,,,
player,201210280phi,atl,SnelJa00,targets,3,,,,,
player,201210280phi,atl,SnelJa00,rec,3,,,,,
player,201210280phi,atl,SnelJa00,rec_yds,16,,,,,
player,201210280phi,atl,SnelJa00,rec_td,1,,,,,
player,201210280phi,atl,SnelJa00,rec_long,8,,,,,
player,201210280phi,atl,SnelJa00,fumbles,0,,,,,
player,201210280phi,atl,SnelJa00,fumbles_lost,0,,,,,
player,201210280phi,atl,WhitRo00,pass_cmp,0,,,,,
player,201210280phi,atl,WhitRo00,pass_att,0,,,,,
player,201210280phi,atl,WhitRo00,pass_yds,0,,,,,
player,201210280phi,atl,WhitRo00,pass_td,0,,,,,
player,201210280phi,atl,WhitRo00,pass_int,0,,,,,
player,201210280phi,atl,WhitRo00,pass_sacked,0,,,,,
player,201210280phi,atl,WhitRo00,pass_sacked_yds,0,,,,,
player,201210280phi,atl,WhitRo00,pass_long,0,,,,,
player,201210280phi,atl,WhitRo00,pass_rating,,,,,,
player,201210280phi,atl,WhitRo00,rush_att,0,,,,,
player,201210280phi,atl,WhitRo00,rush_yds,0,,,,,
player,201210280phi,atl,WhitRo00,rush_td,0,,,,,
player,201210280phi,atl,WhitRo00,rush_long,0,,,,,
player,201210280phi,atl,WhitRo00,targets,4,,,,,
player,201210280phi,atl,WhitRo00,rec,3,,,,,
player,201210280phi,atl,WhitRo00,rec_yds,38,,,,,
player,201210280phi,atl,WhitRo00,rec_td,0,,,,,
player,201210280phi,atl,WhitRo00,rec_long,14,,,,,
player,201210280phi,atl,WhitRo00,fumbles,0,,,,,
player,201210280phi,atl,WhitRo00,fumbles_lost,0,,,,,
player,201210280phi,atl,DaviDr00,pass_cmp,0,,,,,
player,201210280phi,atl,DaviDr00,pass_att,0,,,,,
player,201210280phi,atl,DaviDr00,pass_yds,0,,,,,
player,201210280phi,atl,DaviDr00,pass_td,0,,,,,
player,201210280phi,atl,DaviDr00,pass_int,0,,,,,
player,201210280phi,atl,DaviDr00,pass_sacked,0,,,,,
player,201210280phi,atl,DaviDr00,pass_sacked_yds,0,,,,,
player,201210280phi,atl,DaviDr00,pass_long,0,,,,,
player,201210280phi,atl,DaviDr00,pass_rating,,,,,,
player,201210280phi,atl,DaviDr00,rush_att,0,,,,,
player,201210280phi,atl,DaviDr00,rush_yds,0,,,,,
player,201210280phi,atl,DaviDr00,rush_td,0,,,,,
player,201210280phi,atl,DaviDr00,rush_long,0,,,,,
player,201210280phi,atl,DaviDr00,targets,2,,,,,
player,201210280phi,atl,DaviDr00,rec,2,,,,,
player,201210280phi,atl,DaviDr00,rec_yds,30,,,,,
player,201210280phi,atl,DaviDr00,rec_td,1,,,,,
player,201210280phi,atl,DaviDr00,rec_long,15,,,,,
player,201210280phi,atl,DaviDr00,fumbles,0,,,,,
player,201210280phi,atl,DaviDr00,fumbles_lost,0,,,,,
player,201210280phi,atl,GonzTo00,pass_cmp,0,,,,,
player,201210280phi,atl,GonzTo00,pass_att,0,,,,,
player,201210280phi,atl,GonzTo00,pass_yds,0,,,,,
player,201210280phi,atl,GonzTo00,pass_td,0,,,,,
player,201210280phi,atl,GonzTo00,pass_int,0,,,,,
player,201210280phi,atl,GonzTo00,pass_sacked,0,,,,,
player,201210280phi,atl,GonzTo00,pass_sacked_yds,0,,,,,
player,201210280phi,atl,GonzTo00,pass_long,0,,,,,
player,201210280phi,atl,GonzTo00,pass_rating,,,,,,
player,201210280phi,atl,GonzTo00,rush_att,0,,,,,
player,201210280phi,atl,GonzTo00,rush_yds,0,,,,,
player,201210280phi,atl,GonzTo00,rush_td,0,,,,,
player,201210280phi,atl,GonzTo00,rush_long,0,,,,,
player,201210280phi,atl,GonzTo00,targets,5,,,,,
player,201210280phi,atl,GonzTo00,rec,3,,,,,
player,201210280phi,atl,GonzTo00,rec_yds,29,,,,,
player,201210280phi,atl,GonzTo00,rec_td,0,,,,,
player,201210280phi,atl,GonzTo00,rec_long,11,,,,,
player,201210280phi,atl,GonzTo00,fumbles,0,,,,,
player,201210280phi,atl,GonzTo00,fumbles_lost,0,,,,,
player,201210280phi,atl,PoliLo00,pass_cmp,0,,,,,
player,201210280phi,atl,PoliLo00,pass_att,0,,,,,
player,201210280phi,atl,PoliLo00,pass_yds,0,,,,,
player,201210280phi,atl,PoliLo00,pass_td,0,,,,,
player,201210280phi,atl,PoliLo00,pass_int,0,,,,,
player,201210280phi,atl,PoliLo00,pass_sacked,0,,,,,
player,201210280phi,atl,PoliLo00,pass_sacked_yds,0,,,,,
player,201210280phi,atl,PoliLo00,pass_long,0,,,,,
player,201210280phi,atl,PoliLo00,pass_rating,,,,,,
player,201210280phi,atl,PoliLo00,rush_att,0,,,,,
player,201210280phi,atl,PoliLo00,rush_yds,0,,,,,
player,201210280phi,atl,PoliLo00,rush_td,0,,,,,
player,201210280phi,atl,PoliLo00,rush_long,0,,,,,
player,201210280phi,atl,PoliLo00,targets,3,,,,,
player,201210280phi,atl,PoliLo00,rec,0,,,,,
player,201210280phi,atl,PoliLo00,rec_yds,0,,,,,
player,201210280phi,atl,PoliLo00,rec_td,0,,,,,
player,201210280phi,atl,PoliLo00,rec_long,0,,,,,
player,201210280phi,atl,PoliLo00,fumbles,0,,,,,
player,201210280phi,atl,PoliLo00,fumbles_lost,0,,,,,
player,201210280phi,phi,VickMi00,pass_cmp,21,,,,,
player,201210280phi,phi,VickMi00,pass_att,35,,,,,
player,201210280phi,phi,VickMi00,pass_yds,191,,,,,
player,201210280phi,phi,VickMi00,pass_td,1,,,,,
player,201210280phi,phi,VickMi00,pass_int,0,,,,,
player,201210280phi,phi,VickMi00,pass_sacked,3,,,,,
player,201210280phi,phi,VickMi00,pass_sacked_yds,13,,,,,
player,201210280phi,phi,VickMi00,pass_long,32,,,,,
player,201210280phi,phi,VickMi00,pass_rating,84.3,,,,,
player,201210280phi,phi,VickMi00,rush_att,7,,,,,
player,201210280phi,phi,VickMi00,rush_yds,42,,,,,
player,201210280phi,phi,VickMi00,rush_td,0,,,,,
player,201210280phi,phi,VickMi00,rush_long,13,,,,,
player,201210280phi,phi,VickMi00,targets,0,,,,,
player,201210280phi,phi,VickMi00,rec,0,,,,,
player,201210280phi,phi,VickMi00,rec_yds,0,,,,,
player,201210280phi,phi,VickMi00,rec_td,0,,,,,
player,201210280phi,phi,VickMi00,rec_long,0,,,,,
player,201210280phi,phi,VickMi00,fumbles,0,,,,,
player,201210280phi,phi,VickMi00,fumbles_lost,0,,,,,
player,201210280phi,phi,McCoLe01,pass_cmp,0,,,,,
player,201210280phi,phi,McCoLe01,pass_att,0,,,,,
player,201210280phi,phi,McCoLe01,pass_yds,0,,,,,
player,201210280phi,phi,McCoLe01,pass_td,0,,,,,
player,201210280phi,phi,McCoLe01,pass_int,0,,,,,
player,201210280phi,phi,McCoLe01,pass_sacked,0,,,,,
player,201210280phi,phi,McCoLe01,pass_sacked_yds,0,,,,,
player,201210280phi,phi,McCoLe01,pass_long,0,,,,,
player,201210280phi,phi,McCoLe01,pass_rating,,,,,,
player,201210280phi,phi,McCoLe01,rush_att,16,,,,,
player,201210280phi,phi,McCoLe01,rush_yds,45,,,,,
player,201210280phi,phi,McCoLe01,rush_td,1,,,,,
player,201210280phi,phi,McCoLe01,rush_long,10,,,,,
player,201210280phi,phi,McCoLe01,targets,3,,,,,
player,201210280phi,phi,McCoLe01,rec,3,,,,,
player,201210280phi,phi,McCoLe01,rec_yds,22,,,,,
player,201210280phi,phi,McCoLe01,rec_td,1,,,,,
player,201210280phi,phi,McCoLe01,rec_long,11,,,,,
player,201210280phi,phi,McCoLe01,fumbles,0,,,,,
player,201210280phi,phi,McCoLe01,fumbles_lost,0,,,,,
player,201210280phi,phi,BrowBr02,pass_cmp,0,,,,,
player,201210280phi,phi,BrowBr02,pass_att,0,,,,,
player,201210280phi,phi,BrowBr02,pass_yds,0,,,,,
player,201210280phi,phi,BrowBr02,pass_td,0,,,,,
player,201210280phi,phi,BrowBr02,pass_int,0,,,,,
player,201210280phi,phi,BrowBr02,pass_sacked,0,,,,,
player,201210280phi,phi,BrowBr02,pass_sacked_yds,0,,,,,
player,201210280phi,phi,BrowBr02,pass_long,0,,,,,
player,201210280phi,phi,BrowBr02,pass_rating,,,,,,
player,201210280phi,phi,BrowBr02,rush_att,1,,,,,
player,201210280phi,phi,BrowBr02,rush_yds,5,,,,,
player,201210280phi,phi,BrowBr02,rush_td,0,,,,,
player,201210280phi,phi,BrowBr02,rush_long,5,,,,,
player,201210280phi,phi,BrowBr02,targets,0,,,,,
player,201210280phi,phi,BrowBr02,rec,0,,,,,
player,201210280phi,phi,BrowBr02,rec_yds,0,,,,,
player,201210280phi,phi,BrowBr02,rec_td,0,,,,,
player,201210280phi,phi,BrowBr02,rec_long,0,,,,,
player,201210280phi,phi,BrowBr02,fumbles,1,,,,,
player,201210280phi,phi,BrowBr02,fumbles_lost,0,,,,,
player,201210280phi,phi,JackDe00,pass_cmp,0,,,,,
player,201210280phi,phi,JackDe00,pass_att,0,,,,,
player,201210280phi,phi,JackDe00,pass_yds,0,,,,,
player,201210280phi,phi,JackDe00,pass_td,0,,,,,
player,201210280phi,phi,JackDe00,pass_int,0,,,,,
player,201210280phi,phi,JackDe00,pass_sacked,0,,,,,
player,201210280phi,phi,JackDe00,pass_sacked_yds,0,,,,,
player,201210280phi,phi,JackDe00,pass_long,0,,,,,
player,201210280phi,phi,JackDe00,pass_rating,,,,,,
player,201210280phi,phi,JackDe00,rush_att,0,,,,,
player,201210280phi,phi,JackDe00,rush_yds,0,,,,,
player,201210280phi,phi,JackDe00,rush_td,0,,,,,
player,201210280phi,phi,JackDe00,rush_long,0,,,,,
player,201210280phi,phi,JackDe00,targets,8,,,,,
player,201210280phi,phi,JackDe00,rec,5,,,,,
player,201210280phi,phi,JackDe00,rec_yds,59,,,,,
player,201210280phi,phi,JackDe00,rec_td,0,,,,,
player,201210280phi,phi,JackDe00,rec_long,32,,,,,
player,201210280phi,phi,JackDe00,fumbles,0,,,,,
player,201210280phi,phi,JackDe00,fumbles_lost,0,,,,,
player,201210280phi,phi,AvanJa00,pass_cmp,0,,,,,
player,201210280phi,phi,AvanJa00,pass_att,0,,,,,
player,201210280phi,phi,AvanJa00,pass_yds,0,,,,,
player,201210280phi,phi,AvanJa00,pass_td,0,,,,,
player,201210280phi,phi,AvanJa00,pass_int,0,,,,,
player,201210280phi,phi,AvanJa00,pass_sacked,0,,,,,
player,201210280phi,phi,AvanJa00,pass_sacked_yds,0,,,,,
player,201210280phi,phi,AvanJa00,pass_long,0,,,,,
player,201210280phi,phi,AvanJa00,pass_rating,,,,,,
player,201210280phi,phi,AvanJa00,rush_att,0,,,,,
player,201210280phi,phi,AvanJa00,rush_yds,0,,,,,
player,201210280phi,phi,AvanJa00,rush_td,0,,,,,
player,201210280phi,phi,AvanJa00,rush_long,0,,,,,
player,201210280phi,phi,AvanJa00,targets,7,,,,,
player,201210280phi,phi,AvanJa00,rec,4,,,,,
player,201210280phi,phi,AvanJa00,rec_yds,45,,,,,
player,201210280phi,phi,AvanJa00,rec_td,0,,,,,
player,201210280phi,phi,AvanJa00,rec_long,14,,,,,
player,201210280phi,phi,AvanJa00,fumbles,1,,,,,
player,201210280phi,phi,AvanJa00,fumbles_lost,0,,,,,
player,201210280phi,phi,MaclJe00,pass_cmp,0,,,,,
player,201210280phi,phi,MaclJe00,pass_att,0,,,,,
player,201210280phi,phi,MaclJe00,pass_yds,0,,,,,
player,201210280phi,phi,MaclJe00,pass_td,0,,,,,
player,201210280phi,phi,MaclJe00,pass_int,0,,,,,
player,201210280phi,phi,MaclJe00,pass_sacked,0,,,,,
player,201210280phi,phi,MaclJe00,pass_sacked_yds,0,,,,,
player,201210280phi,phi,MaclJe00,pass_long,0,,,,,
player,201210280phi,phi,MaclJe00,pass_rating,,,,,,
player,201210280phi,phi,MaclJe00,rush_att,0,,,,,
player,201210280phi,phi,MaclJe00,rush_yds,0,,,,,
player,201210280phi,phi,MaclJe00,rush_td,0,,,,,
player,201210280phi,phi,MaclJe00,rush_long,0,,,,,
player,201210280phi,phi,MaclJe00,targets,10,,,,,
player,201210280phi,phi,MaclJe00,rec,6,,,,,
player,201210280phi,phi,MaclJe00,rec_yds,33,,,,,
player,201210280phi,phi,MaclJe00,rec_td,0,,,,,
player,201210280phi,phi,MaclJe00,rec_long,12,,,,,
player,201210280phi,phi,MaclJe00,fumbles,0,,,,,
player,201210280phi,phi,MaclJe00,fumbles_lost,0,,,,,
player,201210280phi,phi,CeleBr00,pass_cmp,0,,,,,
player,201210280phi,phi,CeleBr00,pass_att,0,,,,,
player,201210280phi,phi,CeleBr00,pass_yds,0,,,,,
player,201210280phi,phi,CeleBr00,pass_td,0,,,,,
player,201210280phi,phi,CeleBr00,pass_int,0,,,,,
player,201210280phi,phi,CeleBr00,pass_sacked,0,,,,,
player,201210280phi,phi,CeleBr00,pass_sacked_yds,0,,,,,
player,201210280phi,phi,CeleBr00,pass_long,0,,,,,
player,201210280phi,phi,CeleBr00,pass_rating,,,,,,
player,201210280phi,phi,CeleBr00,rush_att,0,,,,,
player,201210280phi,phi,CeleBr00,rush_yds,0,,,,,
player,201210280phi,phi,CeleBr00,rush_td,0,,,,,
player,201210280phi,phi,CeleBr00,rush_long,0,,,,,
player,201210280phi,phi,CeleBr00,targets,5,,,,,
player,201210280phi,phi,CeleBr00,rec,3,,,,,
player,201210280phi,phi,CeleBr00,rec_yds,32,,,,,
player,201210280phi,phi,CeleBr00,rec_td,0,,,,,
player,201210280phi,phi,CeleBr00,rec_long,16,,,,,
player,201210280phi,phi,CeleBr00,fumbles,0,,,,,
player,201210280phi,phi,CeleBr00,fumbles_lost,0,,,,,
player,201210280phi,phi,HaviSt00,pass_cmp,0,,,,,
player,201210280phi,phi,HaviSt00,pass_att,0,,,,,
player,201210280phi,phi,HaviSt00,pass_yds,0,,,,,
player,201210280phi,phi,HaviSt00,pass_td,0,,,,,
player,201210280phi,phi,HaviSt00,pass_int,0,,,,,
player,201210280phi,phi,HaviSt00,pass_sacked,0,,,,,
player,201210280phi,phi,HaviSt00,pass_sacked_yds,0,,,,,
player,201210280phi,phi,HaviSt00,pass_long,0,,,,,
player,201210280phi,phi,HaviSt00,pass_rating,,,,,,
player,201210280phi,phi,HaviSt00,rush_att,0,,,,,
player,201210280phi,phi,HaviSt00,rush_yds,0,,,,,
player,201210280phi,phi,HaviSt00,rush_td,0,,,,,
player,201210280phi,phi,HaviSt00,rush_long,0,,,,,
player,201210280phi,phi,HaviSt00,targets,1,,,,,
player,201210280phi,phi,HaviSt00,rec,0,,,,,
player,201210280phi,phi,HaviSt00,rec_yds,0,,,,,
player,201210280phi,phi,HaviSt00,rec_td,0,,,,,
player,201210280phi,phi,HaviSt00,rec_long,0,,,,,
player,201210280phi,phi,HaviSt00,fumbles,0,,,,,
player,201210280phi,phi,HaviSt00,fumbles_lost,0,,,,,
player,201210280phi,phi,CoopRi00,pass_cmp,0,,,,,
player,201210280phi,phi,CoopRi00,pass_att,0,,,,,
player,201210280phi,phi,CoopRi00,pass_yds,0,,,,,
player,201210280phi,phi,CoopRi00,pass_td,0,,,,,
player,201210280phi,phi,CoopRi00,pass_int,0,,,,,
player,201210280phi,phi,CoopRi00,pass_sacked,0,,,,,
player,201210280phi,phi,CoopRi00,pass_sacked_yds,0,,,,,
player,201210280phi,phi,CoopRi00,pass_long,0,,,,,
player,201210280phi,phi,CoopRi00,pass_rating,,,,,,
player,201210280phi,phi,CoopRi00,rush_att,0,,,,,
player,201210280phi,phi,CoopRi00,rush_yds,0,,,,,
player,201210280phi,phi,CoopRi00,rush_td,0,,,,,
player,201210280phi,phi,CoopRi00,rush_long,0,,,,,
player,201210280phi,phi,CoopRi00,targets,1,,,,,
player,201210280phi,phi,CoopRi00,rec,0,,,,,
player,201210280phi,phi,CoopRi00,rec_yds,0,,,,,
player,201210280phi,phi,CoopRi00,rec_td,0,,,,,
player,201210280phi,phi,CoopRi00,rec_long,0,,,,,
player,201210280phi,phi,CoopRi00,fumbles,0,,,,,
player,201210280phi,phi,CoopRi00,fumbles_lost,0,,,,,
player,201210280phi,atl,DeCoTh99,def_int,0,,,,,
player,201210280phi,atl,DeCoTh99,def_int_yds,0,,,,,
player,201210280phi,atl,DeCoTh99,def_int_td,0,,,,,
player,201210280phi,atl,DeCoTh99,def_int_long,0,,,,,
player,201210280phi,atl,DeCoTh99,pass_defended,0,,,,,
player,201210280phi,atl,DeCoTh99,sacks,1.0,,,,,
player,201210280phi,atl,DeCoTh99,tackles_combined,9,,,,,
player,201210280phi,atl,DeCoTh99,tackles_solo,6,,,,,
player,201210280phi,atl,DeCoTh99,tackles_assists,3,,,,,
player,201210280phi,atl,DeCoTh99,tackles_loss,2,,,,,
player,201210280phi,atl,DeCoTh99,qb_hits,1,,,,,
player,201210280phi,atl,DeCoTh99,fumbles_rec,0,,,,,
player,201210280phi,atl,DeCoTh99,fumbles_rec_yds,0,,,,,
player,201210280phi,atl,DeCoTh99,fumbles_rec_td,0,,,,,
player,201210280phi,atl,DeCoTh99,fumbles_forced,0,,,,,
player,201210280phi,atl,BierKr99,def_int,0,,,,,
player,201210280phi,atl,BierKr99,def_int_yds,0,,,,,
player,201210280phi,atl,BierKr99,def_int_td,0,,,,,
player,201210280phi,atl,BierKr99,def_int_long,0,,,,,
player,201210280phi,atl,BierKr99,pass_defended,0,,,,,
player,201210280phi,atl,BierKr99,sacks,1.0,,,,,
player,201210280phi,atl,BierKr99,tackles_combined,7,,,,,
player,201210280phi,atl,BierKr99,tackles_solo,5,,,,,
player,201210280phi,atl,BierKr99,tackles_assists,2,,,,,
player,201210280phi,atl,BierKr99,tackles_loss,1,,,,,
player,201210280phi,atl,BierKr99,qb_hits,1,,,,,
player,201210280phi,atl,BierKr99,fumbles_rec,0,,,,,
player,201210280phi,atl,BierKr99,fumbles_rec_yds,0,,,,,
player,201210280phi,atl,BierKr99,fumbles_rec_td,0,,,,,
player,201210280phi,atl,BierKr99,fumbles_forced,0,,,,,
player,201210280phi,atl,AbraJo00,def_int,0,,,,,
player,201210280phi,atl,AbraJo00,def_int_yds,0,,,,,
player,201210280phi,atl,AbraJo00,def_int_td,0,,,,,
player,201210280phi,atl,AbraJo00,def_int_long,0,,,,,
player,201210280phi,atl,AbraJo00,pass_defended,1,,,,,
player,201210280phi,atl,AbraJo00,sacks,1.0,,,,,
player,201210280phi,atl,AbraJo00,tackles_combined,3,,,,,
player,201210280phi,atl,AbraJo00,tackles_solo,3,,,,,
player,201210280phi,atl,AbraJo00,tackles_assists,0,,,,,
player,201210280phi,atl,AbraJo00,tackles_loss,1,,,,,
player,201210280phi,atl,AbraJo00,qb_hits,1,,,,,
player,201210280phi,atl,AbraJo00,fumbles_rec,0,,,,,
player,201210280phi,atl,AbraJo00,fumbles_rec_yds,0,,,,,
player,201210280phi,atl,AbraJo00,fumbles_rec_td,0,,,,,
player,201210280phi,atl,AbraJo00,fumbles_forced,0,,,,,
player,201210280phi,atl,McClRo98,def_int,0,,,,,
player,201210280phi,atl,McClRo98,def_int_yds,0,,,,,
player,201210280phi,atl,McClRo98,def_int_td,0,,,,,
player,201210280phi,atl,McClRo98,def_int_long,0,,,,,
player,201210280phi,atl,McClRo98,pass_defended,1,,,,,
player,201210280phi,atl,McClRo98,sacks,0.0,,,,,
player,201210280phi,atl,McClRo98,tackles_combined,7,,,,,
player,201210280phi,atl,McClRo98,tackles_solo,7,,,,,
player,201210280phi,atl,McClRo98,tackles_assists,0,,,,,
player,201210280phi,atl,McClRo98,tackles_loss,0,,,,,
player,201210280phi,atl,McClRo98,qb_hits,1,,,,,
player,201210280phi,atl,McClRo98,fumbles_rec,0,,,,,
player,201210280phi,atl,McClRo98,fumbles_rec_yds,0,,,,,
player,201210280phi,atl,McClRo98,fumbles_rec_td,0,,,,,
player,201210280phi,atl,McClRo98,fumbles_forced,0,,,,,
player,201210280phi,atl,NichSt99,def_int,0,,,,,
player,201210280phi,atl,NichSt99,def_int_yds,0,,,,,
player,201210280phi,atl,NichSt99,def_int_td,0,,,,,
player,201210280phi,atl,NichSt99,def_int_long,0,,,,,
player,201210280phi,atl,NichSt99,pass_defended,1,,,,,
player,201210280phi,atl,NichSt99,sacks,0.0,,,,,
player,201210280phi,atl,NichSt99,tackles_combined,6,,,,,
player,201210280phi,atl,NichSt99,tackles_solo,5,,,,,
player,201210280phi,atl,NichSt99,tackles_assists,1,,,,,
