game,2012,5,20121007,201210070min,oti,"Tennessee Titans",7,min,"Minnesota Vikings",30
player,201210070min,min,CookCh99,sacks,0.0,,,,,
player,201210070min,min,CookCh99,tackles_combined,4,,,,,
player,201210070min,min,CookCh99,tackles_solo,3,,,,,
player,201210070min,min,CookCh99,tackles_assists,1,,,,,
player,201210070min,min,CookCh99,tackles_loss,0,,,,,
player,201210070min,min,CookCh99,qb_hits,0,,,,,
player,201210070min,min,CookCh99,fumbles_rec,0,,,,,
player,201210070min,min,CookCh99,fumbles_rec_yds,0,,,,,
player,201210070min,min,CookCh99,fumbles_rec_td,0,,,,,
player,201210070min,min,CookCh99,fumbles_forced,0,,,,,
player,201210070min,min,HendEr99,def_int,0,,,,,
player,201210070min,min,HendEr99,def_int_yds,0,,,,,
player,201210070min,min,HendEr99,def_int_td,0,,,,,
player,201210070min,min,HendEr99,def_int_long,0,,,,,
player,201210070min,min,HendEr99,pass_defended,0,,,,,
player,201210070min,min,HendEr99,sacks,0.0,,,,,
player,201210070min,min,HendEr99,tackles_combined,4,,,,,
player,201210070min,min,HendEr99,tackles_solo,3,,,,,
player,201210070min,min,HendEr99,tackles_assists,1,,,,,
player,201210070min,min,HendEr99,tackles_loss,2,,,,,
player,201210070min,min,HendEr99,qb_hits,0,,,,,
player,201210070min,min,HendEr99,fumbles_rec,0,,,,,
player,201210070min,min,HendEr99,fumbles_rec_yds,0,,,,,
player,201210070min,min,HendEr99,fumbles_rec_td,0,,,,,
player,201210070min,min,HendEr99,fumbles_forced,1,,,,,
player,201210070min,min,WillKe98,def_int,0,,,,,
player,201210070min,min,WillKe98,def_int_yds,0,,,,,
player,201210070min,min,WillKe98,def_int_td,0,,,,,
player,201210070min,min,WillKe98,def_int_long,0,,,,,
player,201210070min,min,WillKe98,pass_defended,2,,,,,
player,201210070min,min,WillKe98,sacks,0.0,,,,,
player,201210070min,min,WillKe98,tackles_combined,4,,,,,
player,201210070min,min,WillKe98,tackles_solo,3,,,,,
player,201210070min,min,WillKe98,tackles_assists,1,,,,,
player,201210070min,min,WillKe98,tackles_loss,0,,,,,
player,201210070min,min,WillKe98,qb_hits,1,,,,,
player,201210070min,min,WillKe98,fumbles_rec,0,,,,,
player,201210070min,min,WillKe98,fumbles_rec_yds,0,,,,,
player,201210070min,min,WillKe98,fumbles_rec_td,0,,,,,
player,201210070min,min,WillKe98,fumbles_forced,0,,,,,
player,201210070min,min,SmitHa00,def_int,0,,,,,
player,201210070min,min,SmitHa00,def_int_yds,0,,,,,
player,201210070min,min,SmitHa00,def_int_td,0,,,,,
player,201210070min,min,SmitHa00,def_int_long,0,,,,,
player,201210070min,min,SmitHa00,pass_defended,0,,,,,
player,201210070min,min,SmitHa00,sacks,0.0,,,,,
player,201210070min,min,SmitHa00,tackles_combined,3,,,,,
player,201210070min,min,SmitHa00,tackles_solo,2,,,,,
player,201210070min,min,SmitHa00,tackles_assists,1,,,,,
player,201210070min,min,SmitHa00,tackles_loss,0,,,,,
player,201210070min,min,SmitHa00,qb_hits,0,,,,,
player,201210070min,min,SmitHa00,fumbles_rec,1,,,,,
player,201210070min,min,SmitHa00,fumbles_rec_yds,0,,,,,
player,201210070min,min,SmitHa00,fumbles_rec_td,0,,,,,
player,201210070min,min,SmitHa00,fumbles_forced,0,,,,,
player,201210070min,min,GuioLe99,def_int,0,,,,,
player,201210070min,min,GuioLe99,def_int_yds,0,,,,,
player,201210070min,min,GuioLe99,def_int_td,0,,,,,
player,201210070min,min,GuioLe99,def_int_long,0,,,,,
player,201210070min,min,GuioLe99,pass_defended,0,,,,,
player,201210070min,min,GuioLe99,sacks,0.0,,,,,
player,201210070min,min,GuioLe99,tackles_combined,2,,,,,
player,201210070min,min,GuioLe99,tackles_solo,1,,,,,
player,201210070min,min,GuioLe99,tackles_assists,1,,,,,
player,201210070min,min,GuioLe99,tackles_loss,0,,,,,
player,201210070min,min,GuioLe99,qb_hits,0,,,,,
player,201210070min,min,GuioLe99,fumbles_rec,0,,,,,
player,201210070min,min,GuioLe99,fumbles_rec_yds,0,,,,,
player,201210070min,min,GuioLe99,fumbles_rec_td,0,,,,,
player,201210070min,min,GuioLe99,fumbles_forced,0,,,,,
player,201210070min,min,JeffA.00,def_int,0,,,,,
player,201210070min,min,JeffA.00,def_int_yds,0,,,,,
player,201210070min,min,JeffA.00,def_int_td,0,,,,,
player,201210070min,min,JeffA.00,def_int_long,0,,,,,
player,201210070min,min,JeffA.00,pass_defended,0,,,,,
player,201210070min,min,JeffA.00,sacks,0.0,,,,,
player,201210070min,min,JeffA.00,tackles_combined,2,,,,,
player,201210070min,min,JeffA.00,tackles_solo,2,,,,,
player,201210070min,min,JeffA.00,tackles_assists,0,,,,,
player,201210070min,min,JeffA.00,tackles_loss,0,,,,,
player,201210070min,min,JeffA.00,qb_hits,0,,,,,
player,201210070min,min,JeffA.00,fumbles_rec,0,,,,,
player,201210070min,min,JeffA.00,fumbles_rec_yds,0,,,,,
player,201210070min,min,JeffA.00,fumbles_rec_td,0,,,,,
player,201210070min,min,JeffA.00,fumbles_forced,0,,,,,
player,201210070min,min,McKeTy99,def_int,0,,,,,
player,201210070min,min,McKeTy99,def_int_yds,0,,,,,
player,201210070min,min,McKeTy99,def_int_td,0,,,,,
player,201210070min,min,McKeTy99,def_int_long,0,,,,,
player,201210070min,min,McKeTy99,pass_defended,0,,,,,
player,201210070min,min,McKeTy99,sacks,0.0,,,,,
player,201210070min,min,McKeTy99,tackles_combined,2,,,,,
player,201210070min,min,McKeTy99,tackles_solo,2,,,,,
player,201210070min,min,McKeTy99,tackles_assists,0,,,,,
player,201210070min,min,McKeTy99,tackles_loss,0,,,,,
player,201210070min,min,McKeTy99,qb_hits,0,,,,,
player,201210070min,min,McKeTy99,fumbles_rec,0,,,,,
player,201210070min,min,McKeTy99,fumbles_rec_yds,0,,,,,
player,201210070min,min,McKeTy99,fumbles_rec_td,0,,,,,
player,201210070min,min,McKeTy99,fumbles_forced,0,,,,,
player,201210070min,min,SanfJa99,def_int,0,,,,,
player,201210070min,min,SanfJa99,def_int_yds,0,,,,,
player,201210070min,min,SanfJa99,def_int_td,0,,,,,
player,201210070min,min,SanfJa99,def_int_long,0,,,,,
player,201210070min,min,SanfJa99,pass_defended,2,,,,,
player,201210070min,min,SanfJa99,sacks,0.0,,,,,
player,201210070min,min,SanfJa99,tackles_combined,2,,,,,
player,201210070min,min,SanfJa99,tackles_solo,2,,,,,
player,201210070min,min,SanfJa99,tackles_assists,0,,,,,
player,201210070min,min,SanfJa99,tackles_loss,0,,,,,
player,201210070min,min,SanfJa99,qb_hits,0,,,,,
player,201210070min,min,SanfJa99,fumbles_rec,0,,,,,
player,201210070min,min,SanfJa99,fumbles_rec_yds,0,,,,,
player,201210070min,min,SanfJa99,fumbles_rec_td,0,,,,,
player,201210070min,min,SanfJa99,fumbles_forced,0,,,,,
player,201210070min,min,EvanFr21,def_int,0,,,,,
player,201210070min,min,EvanFr21,def_int_yds,0,,,,,
player,201210070min,min,EvanFr21,def_int_td,0,,,,,
player,201210070min,min,EvanFr21,def_int_long,0,,,,,
player,201210070min,min,EvanFr21,pass_defended,0,,,,,
player,201210070min,min,EvanFr21,sacks,0.0,,,,,
player,201210070min,min,EvanFr21,tackles_combined,1,,,,,
player,201210070min,min,EvanFr21,tackles_solo,0,,,,,
player,201210070min,min,EvanFr21,tackles_assists,1,,,,,
player,201210070min,min,EvanFr21,tackles_loss,0,,,,,
player,201210070min,min,EvanFr21,qb_hits,0,,,,,
player,201210070min,min,EvanFr21,fumbles_rec,0,,,,,
player,201210070min,min,EvanFr21,fumbles_rec_yds,0,,,,,
player,201210070min,min,EvanFr21,fumbles_rec_td,0,,,,,
player,201210070min,min,EvanFr21,fumbles_forced,0,,,,,
player,201210070min,min,GrifEv99,def_int,0,,,,,
player,201210070min,min,GrifEv99,def_int_yds,0,,,,,
player,201210070min,min,GrifEv99,def_int_td,0,,,,,
player,201210070min,min,GrifEv99,def_int_long,0,,,,,
player,201210070min,min,GrifEv99,pass_defended,0,,,,,
player,201210070min,min,GrifEv99,sacks,0.0,,,,,
player,201210070min,min,GrifEv99,tackles_combined,1,,,,,
player,201210070min,min,GrifEv99,tackles_solo,1,,,,,
player,201210070min,min,GrifEv99,tackles_assists,0,,,,,
player,201210070min,min,GrifEv99,tackles_loss,0,,,,,
player,201210070min,min,GrifEv99,qb_hits,2,,,,,
player,201210070min,min,GrifEv99,fumbles_rec,0,,,,,
player,201210070min,min,GrifEv99,fumbles_rec_yds,0,,,,,
player,201210070min,min,GrifEv99,fumbles_rec_td,0,,,,,
player,201210070min,min,GrifEv99,fumbles_forced,0,,,,,
player,201210070min,min,SherMa20,def_int,0,,,,,
player,201210070min,min,SherMa20,def_int_yds,0,,,,,
player,201210070min,min,SherMa20,def_int_td,0,,,,,
player,201210070min,min,SherMa20,def_int_long,0,,,,,
player,201210070min,min,SherMa20,pass_defended,0,,,,,
player,201210070min,min,SherMa20,sacks,0.0,,,,,
player,201210070min,min,SherMa20,tackles_combined,1,,,,,
player,201210070min,min,SherMa20,tackles_solo,0,,,,,
player,201210070min,min,SherMa20,tackles_assists,1,,,,,
player,201210070min,min,SherMa20,tackles_loss,0,,,,,
player,201210070min,min,SherMa20,qb_hits,0,,,,,
player,201210070min,min,SherMa20,fumbles_rec,0,,,,,
player,201210070min,min,SherMa20,fumbles_rec_yds,0,,,,,
player,201210070min,min,SherMa20,fumbles_rec_td,0,,,,,
player,201210070min,min,SherMa20,fumbles_forced,0,,,,,
player,201210070min,oti,ReynDa00,kick_ret,2,,,,,
player,201210070min,oti,ReynDa00,kick_ret_yds,61,,,,,
player,201210070min,oti,ReynDa00,kick_ret_yds_per_ret,30.5,,,,,
player,201210070min,oti,ReynDa00,kick_ret_td,0,,,,,
player,201210070min,oti,ReynDa00,kick_ret_long,31,,,,,
player,201210070min,oti,ReynDa00,punt_ret,2,,,,,
player,201210070min,oti,ReynDa00,punt_ret_yds,25,,,,,
player,201210070min,oti,ReynDa00,punt_ret_yds_per_ret,12.5,,,,,
player,201210070min,oti,ReynDa00,punt_ret_td,0,,,,,
player,201210070min,oti,ReynDa00,punt_ret_long,14,,,,,
player,201210070min,min,SherMa20,kick_ret,0,,,,,
player,201210070min,min,SherMa20,kick_ret_yds,0,,,,,
player,201210070min,min,SherMa20,kick_ret_yds_per_ret,,,,,,
player,201210070min,min,SherMa20,kick_ret_td,0,,,,,
player,201210070min,min,SherMa20,kick_ret_long,0,,,,,
player,201210070min,min,SherMa20,punt_ret,2,,,,,
player,201210070min,min,SherMa20,punt_ret_yds,-1,,,,,
player,201210070min,min,SherMa20,punt_ret_yds_per_ret,-0.5,,,,,
player,201210070min,min,SherMa20,punt_ret_td,0,,,,,
player,201210070min,min,SherMa20,punt_ret_long,0,,,,,
player,201210070min,oti,bironrob01,xpm,1,,,,,
player,201210070min,oti,bironrob01,xpa,1,,,,,
player,201210070min,oti,bironrob01,fgm,,,,,,
player,201210070min,oti,bironrob01,fga,,,,,,
player,201210070min,oti,bironrob01,punt,0,,,,,
player,201210070min,oti,bironrob01,punt_yds,0,,,,,
player,201210070min,oti,bironrob01,punt_yds_per_punt,,,,,,
player,201210070min,oti,bironrob01,punt_long,0,,,,,
player,201210070min,oti,KernBr20,xpm,,,,,,
player,201210070min,oti,KernBr20,xpa,,,,,,
player,201210070min,oti,KernBr20,fgm,,,,,,
player,201210070min,oti,KernBr20,fga,,,,,,
player,201210070min,oti,KernBr20,punt,6,,,,,
player,201210070min,oti,KernBr20,punt_yds,256,,,,,
player,201210070min,oti,KernBr20,punt_yds_per_punt,42.7,,,,,
player,201210070min,oti,KernBr20,punt_long,53,,,,,
player,201210070min,min,WalsBl00,xpm,3,,,,,
player,201210070min,min,WalsBl00,xpa,3,,,,,
player,201210070min,min,WalsBl00,fgm,3,,,,,
player,201210070min,min,WalsBl00,fga,3,,,,,
player,201210070min,min,WalsBl00,punt,0,,,,,
player,201210070min,min,WalsBl00,punt_yds,0,,,,,
player,201210070min,min,WalsBl00,punt_yds_per_punt,,,,,,
player,201210070min,min,WalsBl00,punt_long,0,,,,,
player,201210070min,min,KluwCh20,xpm,,,,,,
player,201210070min,min,KluwCh20,xpa,,,,,,
player,201210070min,min,KluwCh20,fgm,,,,,,
player,201210070min,min,KluwCh20,fga,,,,,,
player,201210070min,min,KluwCh20,punt,3,,,,,
player,201210070min,min,KluwCh20,punt_yds,138,,,,,
player,201210070min,min,KluwCh20,punt_yds_per_punt,46.0,,,,,
player,201210070min,min,KluwCh20,punt_long,52,,,,,
player,201210070min,min,KaliMa00,pos,T,,,,,
player,201210070min,min,KaliMa00,offense,69,,,,,
player,201210070min,min,KaliMa00,off_pct,100%,,,,,
player,201210070min,min,KaliMa00,defense,0,,,,,
player,201210070min,min,KaliMa00,def_pct,0%,,,,,
player,201210070min,min,KaliMa00,special_teams,7,,,,,
player,201210070min,min,KaliMa00,st_pct,28%,,,,,
player,201210070min,min,LoadPh20,pos,T,,,,,
player,201210070min,min,LoadPh20,offense,69,,,,,
player,201210070min,min,LoadPh20,off_pct,100%,,,,,
player,201210070min,min,LoadPh20,defense,0,,,,,
player,201210070min,min,LoadPh20,def_pct,0%,,,,,
player,201210070min,min,LoadPh20,special_teams,6,,,,,
player,201210070min,min,LoadPh20,st_pct,24%,,,,,
player,201210070min,min,SullJo24,pos,C,,,,,
player,201210070min,min,SullJo24,offense,69,,,,,
player,201210070min,min,SullJo24,off_pct,100%,,,,,
player,201210070min,min,SullJo24,defense,0,,,,,
player,201210070min,min,SullJo24,def_pct,0%,,,,,
player,201210070min,min,SullJo24,special_teams,6,,,,,
player,201210070min,min,SullJo24,st_pct,24%,,,,,
player,201210070min,min,FuscBr00,pos,G,,,,,
player,201210070min,min,FuscBr00,offense,66,,,,,
player,201210070min,min,FuscBr00,off_pct,96%,,,,,
player,201210070min,min,FuscBr00,defense,0,,,,,
player,201210070min,min,FuscBr00,def_pct,0%,,,,,
player,201210070min,min,FuscBr00,special_teams,6,,,,,
player,201210070min,min,FuscBr00,st_pct,24%,,,,,
player,201210070min,min,PondCh00,pos,QB,,,,,
player,201210070min,min,PondCh00,offense,66,,,,,
player,201210070min,min,PondCh00,off_pct,96%,,,,,
player,201210070min,min,PondCh00,defense,0,,,,,
player,201210070min,min,PondCh00,def_pct,0%,,,,,
player,201210070min,min,PondCh00,special_teams,0,,,,,
player,201210070min,min,PondCh00,st_pct,0%,,,,,
player,201210070min,min,JohnCh23,pos,G,,,,,
player,201210070min,min,JohnCh23,offense,66,,,,,
player,201210070min,min,JohnCh23,off_pct,96%,,,,,
player,201210070min,min,JohnCh23,defense,0,,,,,
player,201210070min,min,JohnCh23,def_pct,0%,,,,,
player,201210070min,min,JohnCh23,special_teams,0,,,,,
player,201210070min,min,JohnCh23,st_pct,0%,,,,,
player,201210070min,min,RudoKy00,pos,TE,,,,,
player,201210070min,min,RudoKy00,offense,53,,,,,
player,201210070min,min,RudoKy00,off_pct,77%,,,,,
player,201210070min,min,RudoKy00,defense,0,,,,,
player,201210070min,min,RudoKy00,def_pct,0%,,,,,
player,201210070min,min,RudoKy00,special_teams,0,,,,,
player,201210070min,min,RudoKy00,st_pct,0%,,,,,
player,201210070min,min,HarvPe00,pos,WR,,,,,
player,201210070min,min,HarvPe00,offense,45,,,,,
player,201210070min,min,HarvPe00,off_pct,65%,,,,,
player,201210070min,min,HarvPe00,defense,0,,,,,
player,201210070min,min,HarvPe00,def_pct,0%,,,,,
player,201210070min,min,HarvPe00,special_teams,2,,,,,
player,201210070min,min,HarvPe00,st_pct,8%,,,,,
player,201210070min,min,PeteAd01,pos,RB,,,,,
player,201210070min,min,PeteAd01,offense,44,,,,,
player,201210070min,min,PeteAd01,off_pct,64%,,,,,
player,201210070min,min,PeteAd01,defense,0,,,,,
player,201210070min,min,PeteAd01,def_pct,0%,,,,,
player,201210070min,min,PeteAd01,special_teams,0,,,,,
player,201210070min,min,PeteAd01,st_pct,0%,,,,,
player,201210070min,min,AromDe00,pos,WR,,,,,
player,201210070min,min,AromDe00,offense,40,,,,,
player,201210070min,min,AromDe00,off_pct,58%,,,,,
player,201210070min,min,AromDe00,defense,0,,,,,
player,201210070min,min,AromDe00,def_pct,0%,,,,,
player,201210070min,min,AromDe00,special_teams,2,,,,,
player,201210070min,min,AromDe00,st_pct,8%,,,,,
player,201210070min,min,JenkMi00,pos,WR,,,,,
player,201210070min,min,JenkMi00,offense,39,,,,,
player,201210070min,min,JenkMi00,off_pct,57%,,,,,
player,201210070min,min,JenkMi00,defense,0,,,,,
player,201210070min,min,JenkMi00,def_pct,0%,,,,,
player,201210070min,min,JenkMi00,special_teams,0,,,,,
player,201210070min,min,JenkMi00,st_pct,0%,,,,,
player,201210070min,min,SimpJe00,pos,WR,,,,,
player,201210070min,min,SimpJe00,offense,24,,,,,
player,201210070min,min,SimpJe00,off_pct,35%,,,,,
player,201210070min,min,SimpJe00,defense,0,,,,,
player,201210070min,min,SimpJe00,def_pct,0%,,,,,
player,201210070min,min,SimpJe00,special_teams,0,,,,,
player,201210070min,min,SimpJe00,st_pct,0%,,,,,
player,201210070min,min,ElliRh00,pos,TE,,,,,
player,201210070min,min,ElliRh00,offense,22,,,,,
player,201210070min,min,ElliRh00,off_pct,32%,,,,,
player,201210070min,min,ElliRh00,defense,1,,,,,
player,201210070min,min,ElliRh00,def_pct,1%,,,,,
player,201210070min,min,ElliRh00,special_teams,17,,,,,
player,201210070min,min,ElliRh00,st_pct,68%,,,,,
player,201210070min,min,GerhTo00,pos,RB,,,,,
player,201210070min,min,GerhTo00,offense,22,,,,,
player,201210070min,min,GerhTo00,off_pct,32%,,,,,
player,201210070min,min,GerhTo00,defense,0,,,,,
player,201210070min,min,GerhTo00,def_pct,0%,,,,,
player,201210070min,min,GerhTo00,special_teams,0,,,,,
player,201210070min,min,GerhTo00,st_pct,0%,,,,,
player,201210070min,min,CarlJo00,pos,TE,,,,,
player,201210070min,min,CarlJo00,offense,21,,,,,
player,201210070min,min,CarlJo00,off_pct,30%,,,,,
player,201210070min,min,CarlJo00,defense,0,,,,,
player,201210070min,min,CarlJo00,def_pct,0%,,,,,
player,201210070min,min,CarlJo00,special_teams,6,,,,,
player,201210070min,min,CarlJo00,st_pct,24%,,,,,
player,201210070min,min,FeltJe00,pos,FB,,,,,
player,201210070min,min,FeltJe00,offense,17,,,,,
player,201210070min,min,FeltJe00,off_pct,25%,,,,,
player,201210070min,min,FeltJe00,defense,0,,,,,
player,201210070min,min,FeltJe00,def_pct,0%,,,,,
player,201210070min,min,FeltJe00,special_teams,2,,,,,
player,201210070min,min,FeltJe00,st_pct,8%,,,,,
player,201210070min,min,BurtSt00,pos,WR,,,,,
player,201210070min,min,BurtSt00,offense,15,,,,,
player,201210070min,min,BurtSt00,off_pct,22%,,,,,
player,201210070min,min,BurtSt00,defense,0,,,,,
player,201210070min,min,BurtSt00,def_pct,0%,,,,,
player,201210070min,min,BurtSt00,special_teams,0,,,,,
player,201210070min,min,BurtSt00,st_pct,0%,,,,,
player,201210070min,min,AsiaMa00,pos,RB,,,,,
player,201210070min,min,AsiaMa00,offense,3,,,,,
player,201210070min,min,AsiaMa00,off_pct,4%,,,,,
player,201210070min,min,AsiaMa00,defense,1,,,,,
player,201210070min,min,AsiaMa00,def_pct,1%,,,,,
player,201210070min,min,AsiaMa00,special_teams,9,,,,,
player,201210070min,min,AsiaMa00,st_pct,36%,,,,,
player,201210070min,min,BergJo20,pos,C,,,,,
player,201210070min,min,BergJo20,offense,3,,,,,
player,201210070min,min,BergJo20,off_pct,4%,,,,,
player,201210070min,min,BergJo20,defense,0,,,,,
player,201210070min,min,BergJo20,def_pct,0%,,,,,
player,201210070min,min,BergJo20,special_teams,8,,,,,
player,201210070min,min,BergJo20,st_pct,32%,,,,,
player,201210070min,min,SchwGe20,pos,G,,,,,
player,201210070min,min,SchwGe20,offense,3,,,,,
player,201210070min,min,SchwGe20,off_pct,4%,,,,,
player,201210070min,min,SchwGe20,defense,0,,,,,
player,201210070min,min,SchwGe20,def_pct,0%,,,,,
player,201210070min,min,SchwGe20,special_teams,6,,,,,
player,201210070min,min,SchwGe20,st_pct,24%,,,,,
player,201210070min,min,WebbJo00,pos,QB,,,,,
player,201210070min,min,WebbJo00,offense,3,,,,,
player,201210070min,min,WebbJo00,off_pct,4%,,,,,
player,201210070min,min,WebbJo00,defense,0,,,,,
player,201210070min,min,WebbJo00,def_pct,0%,,,,,
player,201210070min,min,WebbJo00,special_teams,0,,,,,
player,201210070min,min,WebbJo00,st_pct,0%,,,,,
player,201210070min,min,BrinJa99,pos,LB,,,,,
player,201210070min,min,BrinJa99,offense,0,,,,,
player,201210070min,min,BrinJa99,off_pct,0%,,,,,
player,201210070min,min,BrinJa99,defense,70,,,,,
player,201210070min,min,BrinJa99,def_pct,99%,,,,,
player,201210070min,min,BrinJa99,special_teams,1,,,,,
player,201210070min,min,BrinJa99,st_pct,4%,,,,,
player,201210070min,min,GreeCh99,pos,LB,,,,,
player,201210070min,min,GreeCh99,offense,0,,,,,
player,201210070min,min,GreeCh99,off_pct,0%,,,,,
player,201210070min,min,GreeCh99,defense,70,,,,,
player,201210070min,min,GreeCh99,def_pct,99%,,,,,
player,201210070min,min,GreeCh99,special_teams,1,,,,,
player,201210070min,min,GreeCh99,st_pct,4%,,,,,
player,201210070min,min,SanfJa99,pos,FS,,,,,
player,201210070min,min,SanfJa99,offense,0,,,,,
player,201210070min,min,SanfJa99,off_pct,0%,,,,,
player,201210070min,min,SanfJa99,defense,70,,,,,
player,201210070min,min,SanfJa99,def_pct,99%,,,,,
player,201210070min,min,SanfJa99,special_teams,1,,,,,
player,201210070min,min,SanfJa99,st_pct,4%,,,,,
player,201210070min,min,CookCh99,pos,CB,,,,,
player,201210070min,min,CookCh99,offense,0,,,,,
player,201210070min,min,CookCh99,off_pct,0%,,,,,
player,201210070min,min,CookCh99,defense,69,,,,,
player,201210070min,min,CookCh99,def_pct,97%,,,,,
player,201210070min,min,CookCh99,special_teams,3,,,,,
player,201210070min,min,CookCh99,st_pct,12%,,,,,
player,201210070min,min,WinfAn20,pos,CB,,,,,
player,201210070min,min,WinfAn20,offense,0,,,,,
player,201210070min,min,WinfAn20,off_pct,0%,,,,,
player,201210070min,min,WinfAn20,defense,62,,,,,
player,201210070min,min,WinfAn20,def_pct,87%,,,,,
player,201210070min,min,WinfAn20,special_teams,1,,,,,
player,201210070min,min,WinfAn20,st_pct,4%,,,,,
player,201210070min,min,RobiBr98,pos,DE,,,,,
player,201210070min,min,RobiBr98,offense,0,,,,,
player,201210070min,min,RobiBr98,off_pct,0%,,,,,
player,201210070min,min,RobiBr98,defense,61,,,,,
player,201210070min,min,RobiBr98,def_pct,86%,,,,,
player,201210070min,min,RobiBr98,special_teams,1,,,,,
player,201210070min,min,RobiBr98,st_pct,4%,,,,,
player,201210070min,min,RobiJo01,pos,CB,,,,,
player,201210070min,min,RobiJo01,offense,0,,,,,
player,201210070min,min,RobiJo01,off_pct,0%,,,,,
player,201210070min,min,RobiJo01,defense,59,,,,,
player,201210070min,min,RobiJo01,def_pct,83%,,,,,
player,201210070min,min,RobiJo01,special_teams,16,,,,,
player,201210070min,min,RobiJo01,st_pct,64%,,,,,
player,201210070min,min,AlleJa22,pos,DE,,,,,
player,201210070min,min,AlleJa22,offense,0,,,,,
player,201210070min,min,AlleJa22,off_pct,0%,,,,,
player,201210070min,min,AlleJa22,defense,59,,,,,
player,201210070min,min,AlleJa22,def_pct,83%,,,,,
player,201210070min,min,AlleJa22,special_teams,1,,,,,
player,201210070min,min,AlleJa22,st_pct,4%,,,,,
player,201210070min,min,BlanRo00,pos,SS,,,,,
player,201210070min,min,BlanRo00,offense,0,,,,,
player,201210070min,min,BlanRo00,off_pct,0%,,,,,
player,201210070min,min,BlanRo00,defense,53,,,,,
player,201210070min,min,BlanRo00,def_pct,75%,,,,,
player,201210070min,min,BlanRo00,special_teams,12,,,,,
player,201210070min,min,BlanRo00,st_pct,48%,,,,,
player,201210070min,min,WillKe98,pos,DT,,,,,
player,201210070min,min,WillKe98,offense,0,,,,,
player,201210070min,min,WillKe98,off_pct,0%,,,,,
player,201210070min,min,WillKe98,defense,45,,,,,
player,201210070min,min,WillKe98,def_pct,63%,,,,,
player,201210070min,min,WillKe98,special_teams,0,,,,,
player,201210070min,min,WillKe98,st_pct,0%,,,,,
player,201210070min,min,GrifEv99,pos,DE,,,,,
player,201210070min,min,GrifEv99,offense,0,,,,,
player,201210070min,min,GrifEv99,off_pct,0%,,,,,
player,201210070min,min,GrifEv99,defense,42,,,,,
player,201210070min,min,GrifEv99,def_pct,59%,,,,,
player,201210070min,min,GrifEv99,special_teams,10,,,,,
player,201210070min,min,GrifEv99,st_pct,40%,,,,,
player,201210070min,min,GuioLe99,pos,DT,,,,,
player,201210070min,min,GuioLe99,offense,0,,,,,
player,201210070min,min,GuioLe99,off_pct,0%,,,,,
player,201210070min,min,GuioLe99,defense,30,,,,,
player,201210070min,min,GuioLe99,def_pct,42%,,,,,
player,201210070min,min,GuioLe99,special_teams,1,,,,,
player,201210070min,min,GuioLe99,st_pct,4%,,,,,
player,201210070min,min,BallCh00,pos,DT,,,,,
player,201210070min,min,BallCh00,offense,0,,,,,
player,201210070min,min,BallCh00,off_pct,0%,,,,,
player,201210070min,min,BallCh00,defense,27,,,,,
player,201210070min,min,BallCh00,def_pct,38%,,,,,
player,201210070min,min,BallCh00,special_teams,16,,,,,
player,201210070min,min,BallCh00,st_pct,64%,,,,,
player,201210070min,min,HendEr99,pos,LB,,,,,
player,201210070min,min,HendEr99,offense,0,,,,,
player,201210070min,min,HendEr99,off_pct,0%,,,,,
player,201210070min,min,HendEr99,defense,20,,,,,
player,201210070min,min,HendEr99,def_pct,28%,,,,,
player,201210070min,min,HendEr99,special_teams,0,,,,,
player,201210070min,min,HendEr99,st_pct,0%,,,,,
player,201210070min,min,SmitHa00,pos,FS,,,,,
player,201210070min,min,SmitHa00,offense,0,,,,,
player,201210070min,min,SmitHa00,off_pct,0%,,,,,
player,201210070min,min,SmitHa00,defense,18,,,,,
player,201210070min,min,SmitHa00,def_pct,25%,,,,,
player,201210070min,min,SmitHa00,special_teams,2,,,,,
player,201210070min,min,SmitHa00,st_pct,8%,,,,,
player,201210070min,min,EvanFr21,pos,DT,,,,,
player,201210070min,min,EvanFr21,offense,0,,,,,
player,201210070min,min,EvanFr21,off_pct,0%,,,,,
player,201210070min,min,EvanFr21,defense,17,,,,,
player,201210070min,min,EvanFr21,def_pct,24%,,,,,
player,201210070min,min,EvanFr21,special_teams,7,,,,,
player,201210070min,min,EvanFr21,st_pct,28%,,,,,
player,201210070min,min,JeffA.00,pos,CB,,,,,
player,201210070min,min,JeffA.00,offense,0,,,,,
player,201210070min,min,JeffA.00,off_pct,0%,,,,,
player,201210070min,min,JeffA.00,defense,2,,,,,
player,201210070min,min,JeffA.00,def_pct,3%,,,,,
player,201210070min,min,JeffA.00,special_teams,9,,,,,
player,201210070min,min,JeffA.00,st_pct,36%,,,,,
player,201210070min,min,DeanLa00,pos,LB,,,,,
player,201210070min,min,DeanLa00,offense,0,,,,,
player,201210070min,min,DeanLa00,off_pct,0%,,,,,
player,201210070min,min,DeanLa00,defense,1,,,,,
player,201210070min,min,DeanLa00,def_pct,1%,,,,,
player,201210070min,min,DeanLa00,special_teams,18,,,,,
player,201210070min,min,DeanLa00,st_pct,72%,,,,,
player,201210070min,min,McKeTy99,pos,LB,,,,,
player,201210070min,min,McKeTy99,offense,0,,,,,
player,201210070min,min,McKeTy99,off_pct,0%,,,,,
player,201210070min,min,McKeTy99,defense,1,,,,,
player,201210070min,min,McKeTy99,def_pct,1%,,,,,
