game,2012,1,20120909,201209090den,pit,"Pittsburgh Steelers",19,den,"Denver Broncos",31
player,201209090den,pit,PolaTr99,tackles_solo,5,,,,,
player,201209090den,pit,PolaTr99,tackles_assists,0,,,,,
player,201209090den,pit,PolaTr99,tackles_loss,0,,,,,
player,201209090den,pit,PolaTr99,qb_hits,0,,,,,
player,201209090den,pit,PolaTr99,fumbles_rec,0,,,,,
player,201209090den,pit,PolaTr99,fumbles_rec_yds,0,,,,,
player,201209090den,pit,PolaTr99,fumbles_rec_td,0,,,,,
player,201209090den,pit,PolaTr99,fumbles_forced,0,,,,,
player,201209090den,pit,TimmLa99,def_int,0,,,,,
player,201209090den,pit,TimmLa99,def_int_yds,0,,,,,
player,201209090den,pit,TimmLa99,def_int_td,0,,,,,
player,201209090den,pit,TimmLa99,def_int_long,0,,,,,
player,201209090den,pit,TimmLa99,pass_defended,0,,,,,
player,201209090den,pit,TimmLa99,sacks,0.0,,,,,
player,201209090den,pit,TimmLa99,tackles_combined,5,,,,,
player,201209090den,pit,TimmLa99,tackles_solo,5,,,,,
player,201209090den,pit,TimmLa99,tackles_assists,0,,,,,
player,201209090den,pit,TimmLa99,tackles_loss,0,,,,,
player,201209090den,pit,TimmLa99,qb_hits,1,,,,,
player,201209090den,pit,TimmLa99,fumbles_rec,0,,,,,
player,201209090den,pit,TimmLa99,fumbles_rec_yds,0,,,,,
player,201209090den,pit,TimmLa99,fumbles_rec_td,0,,,,,
player,201209090den,pit,TimmLa99,fumbles_forced,0,,,,,
player,201209090den,pit,LewiKe96,def_int,0,,,,,
player,201209090den,pit,LewiKe96,def_int_yds,0,,,,,
player,201209090den,pit,LewiKe96,def_int_td,0,,,,,
player,201209090den,pit,LewiKe96,def_int_long,0,,,,,
player,201209090den,pit,LewiKe96,pass_defended,3,,,,,
player,201209090den,pit,LewiKe96,sacks,0.0,,,,,
player,201209090den,pit,LewiKe96,tackles_combined,4,,,,,
player,201209090den,pit,LewiKe96,tackles_solo,4,,,,,
player,201209090den,pit,LewiKe96,tackles_assists,0,,,,,
player,201209090den,pit,LewiKe96,tackles_loss,0,,,,,
player,201209090den,pit,LewiKe96,qb_hits,0,,,,,
player,201209090den,pit,LewiKe96,fumbles_rec,0,,,,,
player,201209090den,pit,LewiKe96,fumbles_rec_yds,0,,,,,
player,201209090den,pit,LewiKe96,fumbles_rec_td,0,,,,,
player,201209090den,pit,LewiKe96,fumbles_forced,0,,,,,
player,201209090den,pit,HeywCa01,def_int,0,,,,,
player,201209090den,pit,HeywCa01,def_int_yds,0,,,,,
player,201209090den,pit,HeywCa01,def_int_td,0,,,,,
player,201209090den,pit,HeywCa01,def_int_long,0,,,,,
player,201209090den,pit,HeywCa01,pass_defended,0,,,,,
player,201209090den,pit,HeywCa01,sacks,0.0,,,,,
player,201209090den,pit,HeywCa01,tackles_combined,3,,,,,
player,201209090den,pit,HeywCa01,tackles_solo,2,,,,,
player,201209090den,pit,HeywCa01,tackles_assists,1,,,,,
player,201209090den,pit,HeywCa01,tackles_loss,0,,,,,
player,201209090den,pit,HeywCa01,qb_hits,0,,,,,
player,201209090den,pit,HeywCa01,fumbles_rec,0,,,,,
player,201209090den,pit,HeywCa01,fumbles_rec_yds,0,,,,,
player,201209090den,pit,HeywCa01,fumbles_rec_td,0,,,,,
player,201209090den,pit,HeywCa01,fumbles_forced,0,,,,,
player,201209090den,pit,MundRy00,def_int,0,,,,,
player,201209090den,pit,MundRy00,def_int_yds,0,,,,,
player,201209090den,pit,MundRy00,def_int_td,0,,,,,
player,201209090den,pit,MundRy00,def_int_long,0,,,,,
player,201209090den,pit,MundRy00,pass_defended,1,,,,,
player,201209090den,pit,MundRy00,sacks,0.0,,,,,
player,201209090den,pit,MundRy00,tackles_combined,3,,,,,
player,201209090den,pit,MundRy00,tackles_solo,2,,,,,
player,201209090den,pit,MundRy00,tackles_assists,1,,,,,
player,201209090den,pit,MundRy00,tackles_loss,0,,,,,
player,201209090den,pit,MundRy00,qb_hits,0,,,,,
player,201209090den,pit,MundRy00,fumbles_rec,0,,,,,
player,201209090den,pit,MundRy00,fumbles_rec_yds,0,,,,,
player,201209090den,pit,MundRy00,fumbles_rec_td,0,,,,,
player,201209090den,pit,MundRy00,fumbles_forced,0,,,,,
player,201209090den,pit,WoodLa99,def_int,0,,,,,
player,201209090den,pit,WoodLa99,def_int_yds,0,,,,,
player,201209090den,pit,WoodLa99,def_int_td,0,,,,,
player,201209090den,pit,WoodLa99,def_int_long,0,,,,,
player,201209090den,pit,WoodLa99,pass_defended,0,,,,,
player,201209090den,pit,WoodLa99,sacks,0.0,,,,,
player,201209090den,pit,WoodLa99,tackles_combined,3,,,,,
player,201209090den,pit,WoodLa99,tackles_solo,1,,,,,
player,201209090den,pit,WoodLa99,tackles_assists,2,,,,,
player,201209090den,pit,WoodLa99,tackles_loss,0,,,,,
player,201209090den,pit,WoodLa99,qb_hits,0,,,,,
player,201209090den,pit,WoodLa99,fumbles_rec,1,,,,,
player,201209090den,pit,WoodLa99,fumbles_rec_yds,0,,,,,
player,201209090den,pit,WoodLa99,fumbles_rec_td,0,,,,,
player,201209090den,pit,WoodLa99,fumbles_forced,0,,,,,
player,201209090den,pit,AlleCo00,def_int,0,,,,,
player,201209090den,pit,AlleCo00,def_int_yds,0,,,,,
player,201209090den,pit,AlleCo00,def_int_td,0,,,,,
player,201209090den,pit,AlleCo00,def_int_long,0,,,,,
player,201209090den,pit,AlleCo00,pass_defended,0,,,,,
player,201209090den,pit,AlleCo00,sacks,0.0,,,,,
player,201209090den,pit,AlleCo00,tackles_combined,2,,,,,
player,201209090den,pit,AlleCo00,tackles_solo,2,,,,,
player,201209090den,pit,AlleCo00,tackles_assists,0,,,,,
player,201209090den,pit,AlleCo00,tackles_loss,0,,,,,
player,201209090den,pit,AlleCo00,qb_hits,0,,,,,
player,201209090den,pit,AlleCo00,fumbles_rec,0,,,,,
player,201209090den,pit,AlleCo00,fumbles_rec_yds,0,,,,,
player,201209090den,pit,AlleCo00,fumbles_rec_td,0,,,,,
player,201209090den,pit,AlleCo00,fumbles_forced,0,,,,,
player,201209090den,pit,HampCa00,def_int,0,,,,,
player,201209090den,pit,HampCa00,def_int_yds,0,,,,,
player,201209090den,pit,HampCa00,def_int_td,0,,,,,
player,201209090den,pit,HampCa00,def_int_long,0,,,,,
player,201209090den,pit,HampCa00,pass_defended,0,,,,,
player,201209090den,pit,HampCa00,sacks,0.0,,,,,
player,201209090den,pit,HampCa00,tackles_combined,2,,,,,
player,201209090den,pit,HampCa00,tackles_solo,1,,,,,
player,201209090den,pit,HampCa00,tackles_assists,1,,,,,
player,201209090den,pit,HampCa00,tackles_loss,0,,,,,
player,201209090den,pit,HampCa00,qb_hits,0,,,,,
player,201209090den,pit,HampCa00,fumbles_rec,0,,,,,
player,201209090den,pit,HampCa00,fumbles_rec_yds,0,,,,,
player,201209090den,pit,HampCa00,fumbles_rec_td,0,,,,,
player,201209090den,pit,HampCa00,fumbles_forced,0,,,,,
player,201209090den,pit,HoodEv99,def_int,0,,,,,
player,201209090den,pit,HoodEv99,def_int_yds,0,,,,,
player,201209090den,pit,HoodEv99,def_int_td,0,,,,,
player,201209090den,pit,HoodEv99,def_int_long,0,,,,,
player,201209090den,pit,HoodEv99,pass_defended,0,,,,,
player,201209090den,pit,HoodEv99,sacks,0.0,,,,,
player,201209090den,pit,HoodEv99,tackles_combined,2,,,,,
player,201209090den,pit,HoodEv99,tackles_solo,2,,,,,
player,201209090den,pit,HoodEv99,tackles_assists,0,,,,,
player,201209090den,pit,HoodEv99,tackles_loss,0,,,,,
player,201209090den,pit,HoodEv99,qb_hits,0,,,,,
player,201209090den,pit,HoodEv99,fumbles_rec,0,,,,,
player,201209090den,pit,HoodEv99,fumbles_rec_yds,0,,,,,
player,201209090den,pit,HoodEv99,fumbles_rec_td,0,,,,,
player,201209090den,pit,HoodEv99,fumbles_forced,0,,,,,
player,201209090den,pit,TaylIk20,def_int,0,,,,,
player,201209090den,pit,TaylIk20,def_int_yds,0,,,,,
player,201209090den,pit,TaylIk20,def_int_td,0,,,,,
player,201209090den,pit,TaylIk20,def_int_long,0,,,,,
player,201209090den,pit,TaylIk20,pass_defended,1,,,,,
player,201209090den,pit,TaylIk20,sacks,0.0,,,,,
player,201209090den,pit,TaylIk20,tackles_combined,2,,,,,
player,201209090den,pit,TaylIk20,tackles_solo,2,,,,,
player,201209090den,pit,TaylIk20,tackles_assists,0,,,,,
player,201209090den,pit,TaylIk20,tackles_loss,0,,,,,
player,201209090den,pit,TaylIk20,qb_hits,0,,,,,
player,201209090den,pit,TaylIk20,fumbles_rec,0,,,,,
player,201209090den,pit,TaylIk20,fumbles_rec_yds,0,,,,,
player,201209090den,pit,TaylIk20,fumbles_rec_td,0,,,,,
player,201209090den,pit,TaylIk20,fumbles_forced,0,,,,,
player,201209090den,pit,AlleWi21,def_int,0,,,,,
player,201209090den,pit,AlleWi21,def_int_yds,0,,,,,
player,201209090den,pit,AlleWi21,def_int_td,0,,,,,
player,201209090den,pit,AlleWi21,def_int_long,0,,,,,
player,201209090den,pit,AlleWi21,pass_defended,0,,,,,
player,201209090den,pit,AlleWi21,sacks,0.0,,,,,
player,201209090den,pit,AlleWi21,tackles_combined,1,,,,,
player,201209090den,pit,AlleWi21,tackles_solo,0,,,,,
player,201209090den,pit,AlleWi21,tackles_assists,1,,,,,
player,201209090den,pit,AlleWi21,tackles_loss,0,,,,,
player,201209090den,pit,AlleWi21,qb_hits,0,,,,,
player,201209090den,pit,AlleWi21,fumbles_rec,0,,,,,
player,201209090den,pit,AlleWi21,fumbles_rec_yds,0,,,,,
player,201209090den,pit,AlleWi21,fumbles_rec_td,0,,,,,
player,201209090den,pit,AlleWi21,fumbles_forced,0,,,,,
player,201209090den,pit,BrowCu01,def_int,0,,,,,
player,201209090den,pit,BrowCu01,def_int_yds,0,,,,,
player,201209090den,pit,BrowCu01,def_int_td,0,,,,,
player,201209090den,pit,BrowCu01,def_int_long,0,,,,,
player,201209090den,pit,BrowCu01,pass_defended,0,,,,,
player,201209090den,pit,BrowCu01,sacks,0.0,,,,,
player,201209090den,pit,BrowCu01,tackles_combined,1,,,,,
player,201209090den,pit,BrowCu01,tackles_solo,1,,,,,
player,201209090den,pit,BrowCu01,tackles_assists,0,,,,,
player,201209090den,pit,BrowCu01,tackles_loss,0,,,,,
player,201209090den,pit,BrowCu01,qb_hits,0,,,,,
player,201209090den,pit,BrowCu01,fumbles_rec,0,,,,,
player,201209090den,pit,BrowCu01,fumbles_rec_yds,0,,,,,
player,201209090den,pit,BrowCu01,fumbles_rec_td,0,,,,,
player,201209090den,pit,BrowCu01,fumbles_forced,0,,,,,
player,201209090den,pit,CartCh00,def_int,0,,,,,
player,201209090den,pit,CartCh00,def_int_yds,0,,,,,
player,201209090den,pit,CartCh00,def_int_td,0,,,,,
player,201209090den,pit,CartCh00,def_int_long,0,,,,,
player,201209090den,pit,CartCh00,pass_defended,0,,,,,
player,201209090den,pit,CartCh00,sacks,0.0,,,,,
player,201209090den,pit,CartCh00,tackles_combined,1,,,,,
player,201209090den,pit,CartCh00,tackles_solo,1,,,,,
player,201209090den,pit,CartCh00,tackles_assists,0,,,,,
player,201209090den,pit,CartCh00,tackles_loss,0,,,,,
player,201209090den,pit,CartCh00,qb_hits,0,,,,,
player,201209090den,pit,CartCh00,fumbles_rec,0,,,,,
player,201209090den,pit,CartCh00,fumbles_rec_yds,0,,,,,
player,201209090den,pit,CartCh00,fumbles_rec_td,0,,,,,
player,201209090den,pit,CartCh00,fumbles_forced,0,,,,,
player,201209090den,pit,KeisBr20,def_int,0,,,,,
player,201209090den,pit,KeisBr20,def_int_yds,0,,,,,
player,201209090den,pit,KeisBr20,def_int_td,0,,,,,
player,201209090den,pit,KeisBr20,def_int_long,0,,,,,
player,201209090den,pit,KeisBr20,pass_defended,0,,,,,
player,201209090den,pit,KeisBr20,sacks,0.0,,,,,
player,201209090den,pit,KeisBr20,tackles_combined,1,,,,,
player,201209090den,pit,KeisBr20,tackles_solo,1,,,,,
player,201209090den,pit,KeisBr20,tackles_assists,0,,,,,
player,201209090den,pit,KeisBr20,tackles_loss,0,,,,,
player,201209090den,pit,KeisBr20,qb_hits,0,,,,,
player,201209090den,pit,KeisBr20,fumbles_rec,0,,,,,
player,201209090den,pit,KeisBr20,fumbles_rec_yds,0,,,,,
player,201209090den,pit,KeisBr20,fumbles_rec_td,0,,,,,
player,201209090den,pit,KeisBr20,fumbles_forced,0,,,,,
player,201209090den,den,PortTr99,def_int,1,,,,,
player,201209090den,den,PortTr99,def_int_yds,43,,,,,
player,201209090den,den,PortTr99,def_int_td,1,,,,,
player,201209090den,den,PortTr99,def_int_long,43,,,,,
player,201209090den,den,PortTr99,pass_defended,5,,,,,
player,201209090den,den,PortTr99,sacks,0.0,,,,,
player,201209090den,den,PortTr99,tackles_combined,8,,,,,
player,201209090den,den,PortTr99,tackles_solo,8,,,,,
player,201209090den,den,PortTr99,tackles_assists,0,,,,,
player,201209090den,den,PortTr99,tackles_loss,1,,,,,
player,201209090den,den,PortTr99,qb_hits,0,,,,,
player,201209090den,den,PortTr99,fumbles_rec,0,,,,,
player,201209090den,den,PortTr99,fumbles_rec_yds,0,,,,,
player,201209090den,den,PortTr99,fumbles_rec_td,0,,,,,
player,201209090den,den,PortTr99,fumbles_forced,0,,,,,
player,201209090den,den,MillVo00,def_int,0,,,,,
player,201209090den,den,MillVo00,def_int_yds,0,,,,,
player,201209090den,den,MillVo00,def_int_td,0,,,,,
player,201209090den,den,MillVo00,def_int_long,0,,,,,
player,201209090den,den,MillVo00,pass_defended,0,,,,,
player,201209090den,den,MillVo00,sacks,2.0,,,,,
player,201209090den,den,MillVo00,tackles_combined,4,,,,,
player,201209090den,den,MillVo00,tackles_solo,4,,,,,
player,201209090den,den,MillVo00,tackles_assists,0,,,,,
player,201209090den,den,MillVo00,tackles_loss,4,,,,,
player,201209090den,den,MillVo00,qb_hits,3,,,,,
player,201209090den,den,MillVo00,fumbles_rec,0,,,,,
player,201209090den,den,MillVo00,fumbles_rec_yds,0,,,,,
player,201209090den,den,MillVo00,fumbles_rec_td,0,,,,,
player,201209090den,den,MillVo00,fumbles_forced,0,,,,,
player,201209090den,den,WoodWe20,def_int,0,,,,,
player,201209090den,den,WoodWe20,def_int_yds,0,,,,,
player,201209090den,den,WoodWe20,def_int_td,0,,,,,
player,201209090den,den,WoodWe20,def_int_long,0,,,,,
player,201209090den,den,WoodWe20,pass_defended,0,,,,,
player,201209090den,den,WoodWe20,sacks,1.0,,,,,
player,201209090den,den,WoodWe20,tackles_combined,12,,,,,
player,201209090den,den,WoodWe20,tackles_solo,12,,,,,
player,201209090den,den,WoodWe20,tackles_assists,0,,,,,
player,201209090den,den,WoodWe20,tackles_loss,2,,,,,
player,201209090den,den,WoodWe20,qb_hits,1,,,,,
player,201209090den,den,WoodWe20,fumbles_rec,0,,,,,
player,201209090den,den,WoodWe20,fumbles_rec_yds,0,,,,,
player,201209090den,den,WoodWe20,fumbles_rec_td,0,,,,,
player,201209090den,den,WoodWe20,fumbles_forced,0,,,,,
player,201209090den,den,WolfDe00,def_int,0,,,,,
player,201209090den,den,WolfDe00,def_int_yds,0,,,,,
player,201209090den,den,WolfDe00,def_int_td,0,,,,,
player,201209090den,den,WolfDe00,def_int_long,0,,,,,
player,201209090den,den,WolfDe00,pass_defended,0,,,,,
player,201209090den,den,WolfDe00,sacks,1.0,,,,,
player,201209090den,den,WolfDe00,tackles_combined,3,,,,,
player,201209090den,den,WolfDe00,tackles_solo,3,,,,,
player,201209090den,den,WolfDe00,tackles_assists,0,,,,,
player,201209090den,den,WolfDe00,tackles_loss,1,,,,,
player,201209090den,den,WolfDe00,qb_hits,1,,,,,
player,201209090den,den,WolfDe00,fumbles_rec,0,,,,,
player,201209090den,den,WolfDe00,fumbles_rec_yds,0,,,,,
player,201209090den,den,WolfDe00,fumbles_rec_td,0,,,,,
player,201209090den,den,WolfDe00,fumbles_forced,0,,,,,
player,201209090den,den,HarrCh01,def_int,0,,,,,
player,201209090den,den,HarrCh01,def_int_yds,0,,,,,
player,201209090den,den,HarrCh01,def_int_td,0,,,,,
player,201209090den,den,HarrCh01,def_int_long,0,,,,,
player,201209090den,den,HarrCh01,pass_defended,0,,,,,
player,201209090den,den,HarrCh01,sacks,0.5,,,,,
player,201209090den,den,HarrCh01,tackles_combined,4,,,,,
player,201209090den,den,HarrCh01,tackles_solo,3,,,,,
player,201209090den,den,HarrCh01,tackles_assists,1,,,,,
player,201209090den,den,HarrCh01,tackles_loss,0,,,,,
player,201209090den,den,HarrCh01,qb_hits,1,,,,,
player,201209090den,den,HarrCh01,fumbles_rec,0,,,,,
player,201209090den,den,HarrCh01,fumbles_rec_yds,0,,,,,
player,201209090den,den,HarrCh01,fumbles_rec_td,0,,,,,
player,201209090den,den,HarrCh01,fumbles_forced,0,,,,,
player,201209090den,den,MaysJo99,def_int,0,,,,,
player,201209090den,den,MaysJo99,def_int_yds,0,,,,,
player,201209090den,den,MaysJo99,def_int_td,0,,,,,
player,201209090den,den,MaysJo99,def_int_long,0,,,,,
player,201209090den,den,MaysJo99,pass_defended,0,,,,,
player,201209090den,den,MaysJo99,sacks,0.5,,,,,
player,201209090den,den,MaysJo99,tackles_combined,2,,,,,
player,201209090den,den,MaysJo99,tackles_solo,1,,,,,
player,201209090den,den,MaysJo99,tackles_assists,1,,,,,
player,201209090den,den,MaysJo99,tackles_loss,0,,,,,
player,201209090den,den,MaysJo99,qb_hits,1,,,,,
player,201209090den,den,MaysJo99,fumbles_rec,0,,,,,
player,201209090den,den,MaysJo99,fumbles_rec_yds,0,,,,,
player,201209090den,den,MaysJo99,fumbles_rec_td,0,,,,,
player,201209090den,den,MaysJo99,fumbles_forced,0,,,,,
player,201209090den,den,AdamMi21,def_int,0,,,,,
player,201209090den,den,AdamMi21,def_int_yds,0,,,,,
player,201209090den,den,AdamMi21,def_int_td,0,,,,,
player,201209090den,den,AdamMi21,def_int_long,0,,,,,
player,201209090den,den,AdamMi21,pass_defended,2,,,,,
player,201209090den,den,AdamMi21,sacks,0.0,,,,,
player,201209090den,den,AdamMi21,tackles_combined,4,,,,,
player,201209090den,den,AdamMi21,tackles_solo,4,,,,,
player,201209090den,den,AdamMi21,tackles_assists,0,,,,,
player,201209090den,den,AdamMi21,tackles_loss,0,,,,,
player,201209090den,den,AdamMi21,qb_hits,1,,,,,
player,201209090den,den,AdamMi21,fumbles_rec,0,,,,,
player,201209090den,den,AdamMi21,fumbles_rec_yds,0,,,,,
player,201209090den,den,AdamMi21,fumbles_rec_td,0,,,,,
player,201209090den,den,AdamMi21,fumbles_forced,0,,,,,
player,201209090den,den,DumeEl20,def_int,0,,,,,
player,201209090den,den,DumeEl20,def_int_yds,0,,,,,
player,201209090den,den,DumeEl20,def_int_td,0,,,,,
player,201209090den,den,DumeEl20,def_int_long,0,,,,,
player,201209090den,den,DumeEl20,pass_defended,0,,,,,
player,201209090den,den,DumeEl20,sacks,0.0,,,,,
player,201209090den,den,DumeEl20,tackles_combined,4,,,,,
player,201209090den,den,DumeEl20,tackles_solo,2,,,,,
player,201209090den,den,DumeEl20,tackles_assists,2,,,,,
player,201209090den,den,DumeEl20,tackles_loss,0,,,,,
player,201209090den,den,DumeEl20,qb_hits,2,,,,,
player,201209090den,den,DumeEl20,fumbles_rec,0,,,,,
player,201209090den,den,DumeEl20,fumbles_rec_yds,0,,,,,
player,201209090den,den,DumeEl20,fumbles_rec_td,0,,,,,
player,201209090den,den,DumeEl20,fumbles_forced,0,,,,,
player,201209090den,den,MoorRa00,def_int,0,,,,,
player,201209090den,den,MoorRa00,def_int_yds,0,,,,,
player,201209090den,den,MoorRa00,def_int_td,0,,,,,
player,201209090den,den,MoorRa00,def_int_long,0,,,,,
player,201209090den,den,MoorRa00,pass_defended,1,,,,,
player,201209090den,den,MoorRa00,sacks,0.0,,,,,
player,201209090den,den,MoorRa00,tackles_combined,4,,,,,
player,201209090den,den,MoorRa00,tackles_solo,3,,,,,
player,201209090den,den,MoorRa00,tackles_assists,1,,,,,
player,201209090den,den,MoorRa00,tackles_loss,0,,,,,
player,201209090den,den,MoorRa00,qb_hits,0,,,,,
player,201209090den,den,MoorRa00,fumbles_rec,0,,,,,
player,201209090den,den,MoorRa00,fumbles_rec_yds,0,,,,,
player,201209090den,den,MoorRa00,fumbles_rec_td,0,,,,,
player,201209090den,den,MoorRa00,fumbles_forced,0,,,,,
player,201209090den,den,AyerRo99,def_int,0,,,,,
player,201209090den,den,AyerRo99,def_int_yds,0,,,,,
player,201209090den,den,AyerRo99,def_int_td,0,,,,,
player,201209090den,den,AyerRo99,def_int_long,0,,,,,
player,201209090den,den,AyerRo99,pass_defended,0,,,,,
player,201209090den,den,AyerRo99,sacks,0.0,,,,,
player,201209090den,den,AyerRo99,tackles_combined,2,,,,,
player,201209090den,den,AyerRo99,tackles_solo,1,,,,,
player,201209090den,den,AyerRo99,tackles_assists,1,,,,,
player,201209090den,den,AyerRo99,tackles_loss,0,,,,,
player,201209090den,den,AyerRo99,qb_hits,0,,,,,
player,201209090den,den,AyerRo99,fumbles_rec,0,,,,,
player,201209090den,den,AyerRo99,fumbles_rec_yds,0,,,,,
player,201209090den,den,AyerRo99,fumbles_rec_td,0,,,,,
player,201209090den,den,AyerRo99,fumbles_forced,0,,,,,
player,201209090den,den,BannJu20,def_int,0,,,,,
player,201209090den,den,BannJu20,def_int_yds,0,,,,,
player,201209090den,den,BannJu20,def_int_td,0,,,,,
player,201209090den,den,BannJu20,def_int_long,0,,,,,
player,201209090den,den,BannJu20,pass_defended,0,,,,,
player,201209090den,den,BannJu20,sacks,0.0,,,,,
player,201209090den,den,BannJu20,tackles_combined,2,,,,,
player,201209090den,den,BannJu20,tackles_solo,1,,,,,
player,201209090den,den,BannJu20,tackles_assists,1,,,,,
player,201209090den,den,BannJu20,tackles_loss,0,,,,,
player,201209090den,den,BannJu20,qb_hits,0,,,,,
player,201209090den,den,BannJu20,fumbles_rec,0,,,,,
player,201209090den,den,BannJu20,fumbles_rec_yds,0,,,,,
player,201209090den,den,BannJu20,fumbles_rec_td,0,,,,,
player,201209090den,den,BannJu20,fumbles_forced,0,,,,,
player,201209090den,den,BailCh00,def_int,0,,,,,
player,201209090den,den,BailCh00,def_int_yds,0,,,,,
player,201209090den,den,BailCh00,def_int_td,0,,,,,
player,201209090den,den,BailCh00,def_int_long,0,,,,,
player,201209090den,den,BailCh00,pass_defended,1,,,,,
player,201209090den,den,BailCh00,sacks,0.0,,,,,
player,201209090den,den,BailCh00,tackles_combined,1,,,,,
player,201209090den,den,BailCh00,tackles_solo,1,,,,,
player,201209090den,den,BailCh00,tackles_assists,0,,,,,
player,201209090den,den,BailCh00,tackles_loss,0,,,,,
player,201209090den,den,BailCh00,qb_hits,0,,,,,
player,201209090den,den,BailCh00,fumbles_rec,0,,,,,
player,201209090den,den,BailCh00,fumbles_rec_yds,0,,,,,
player,201209090den,den,BailCh00,fumbles_rec_td,0,,,,,
player,201209090den,den,BailCh00,fumbles_forced,0,,,,,
player,201209090den,den,BoldOm00,def_int,0,,,,,
player,201209090den,den,BoldOm00,def_int_yds,0,,,,,
player,201209090den,den,BoldOm00,def_int_td,0,,,,,
player,201209090den,den,BoldOm00,def_int_long,0,,,,,
player,201209090den,den,BoldOm00,pass_defended,0,,,,,
player,201209090den,den,BoldOm00,sacks,0.0,,,,,
player,201209090den,den,BoldOm00,tackles_combined,1,,,,,
player,201209090den,den,BoldOm00,tackles_solo,1,,,,,
player,201209090den,den,BoldOm00,tackles_assists,0,,,,,
player,201209090den,den,BoldOm00,tackles_loss,0,,,,,
player,201209090den,den,BoldOm00,qb_hits,0,,,,,
player,201209090den,den,BoldOm00,fumbles_rec,0,,,,,
player,201209090den,den,BoldOm00,fumbles_rec_yds,0,,,,,
player,201209090den,den,BoldOm00,fumbles_rec_td,0,,,,,
player,201209090den,den,BoldOm00,fumbles_forced,0,,,,,
player,201209090den,den,BrooKe00,def_int,0,,,,,
player,201209090den,den,BrooKe00,def_int_yds,0,,,,,
player,201209090den,den,BrooKe00,def_int_td,0,,,,,
player,201209090den,den,BrooKe00,def_int_long,0,,,,,
player,201209090den,den,BrooKe00,pass_defended,0,,,,,
player,201209090den,den,BrooKe00,sacks,0.0,,,,,
player,201209090den,den,BrooKe00,tackles_combined,1,,,,,
player,201209090den,den,BrooKe00,tackles_solo,1,,,,,
player,201209090den,den,BrooKe00,tackles_assists,0,,,,,
player,201209090den,den,BrooKe00,tackles_loss,0,,,,,
player,201209090den,den,BrooKe00,qb_hits,0,,,,,
player,201209090den,den,BrooKe00,fumbles_rec,0,,,,,
player,201209090den,den,BrooKe00,fumbles_rec_yds,0,,,,,
player,201209090den,den,BrooKe00,fumbles_rec_td,0,,,,,
player,201209090den,den,BrooKe00,fumbles_forced,0,,,,,
player,201209090den,den,CartQu01,def_int,0,,,,,
player,201209090den,den,CartQu01,def_int_yds,0,,,,,
player,201209090den,den,CartQu01,def_int_td,0,,,,,
player,201209090den,den,CartQu01,def_int_long,0,,,,,
player,201209090den,den,CartQu01,pass_defended,0,,,,,
player,201209090den,den,CartQu01,sacks,0.0,,,,,
player,201209090den,den,CartQu01,tackles_combined,1,,,,,
player,201209090den,den,CartQu01,tackles_solo,1,,,,,
player,201209090den,den,CartQu01,tackles_assists,0,,,,,
player,201209090den,den,CartQu01,tackles_loss,0,,,,,
player,201209090den,den,CartQu01,qb_hits,0,,,,,
player,201209090den,den,CartQu01,fumbles_rec,0,,,,,
player,201209090den,den,CartQu01,fumbles_rec_yds,0,,,,,
player,201209090den,den,CartQu01,fumbles_rec_td,0,,,,,
player,201209090den,den,CartQu01,fumbles_forced,0,,,,,
player,201209090den,den,LeonJi23,def_int,0,,,,,
player,201209090den,den,LeonJi23,def_int_yds,0,,,,,
player,201209090den,den,LeonJi23,def_int_td,0,,,,,
player,201209090den,den,LeonJi23,def_int_long,0,,,,,
player,201209090den,den,LeonJi23,pass_defended,0,,,,,
player,201209090den,den,LeonJi23,sacks,0.0,,,,,
player,201209090den,den,LeonJi23,tackles_combined,1,,,,,
player,201209090den,den,LeonJi23,tackles_solo,1,,,,,
player,201209090den,den,LeonJi23,tackles_assists,0,,,,,
player,201209090den,den,LeonJi23,tackles_loss,0,,,,,
player,201209090den,den,LeonJi23,qb_hits,0,,,,,
player,201209090den,den,LeonJi23,fumbles_rec,0,,,,,
player,201209090den,den,LeonJi23,fumbles_rec_yds,0,,,,,
player,201209090den,den,LeonJi23,fumbles_rec_td,0,,,,,
player,201209090den,den,LeonJi23,fumbles_forced,0,,,,,
player,201209090den,den,TammJa00,def_int,0,,,,,
player,201209090den,den,TammJa00,def_int_yds,0,,,,,
player,201209090den,den,TammJa00,def_int_td,0,,,,,
player,201209090den,den,TammJa00,def_int_long,0,,,,,
player,201209090den,den,TammJa00,pass_defended,0,,,,,
player,201209090den,den,TammJa00,sacks,0.0,,,,,
player,201209090den,den,TammJa00,tackles_combined,1,,,,,
player,201209090den,den,TammJa00,tackles_solo,1,,,,,
player,201209090den,den,TammJa00,tackles_assists,0,,,,,
player,201209090den,den,TammJa00,tackles_loss,0,,,,,
player,201209090den,den,TammJa00,qb_hits,0,,,,,
player,201209090den,den,TammJa00,fumbles_rec,0,,,,,
player,201209090den,den,TammJa00,fumbles_rec_yds,0,,,,,
player,201209090den,den,TammJa00,fumbles_rec_td,0,,,,,
player,201209090den,den,TammJa00,fumbles_forced,0,,,,,
player,201209090den,den,UnreMi00,def_int,0,,,,,
player,201209090den,den,UnreMi00,def_int_yds,0,,,,,
player,201209090den,den,UnreMi00,def_int_td,0,,,,,
