game,2012,6,20121014,201210140mia,ram,"St. Louis Rams",14,mia,"Miami Dolphins",17
player,201210140mia,ram,LaurJa99,tackles_solo,6,,,,,
player,201210140mia,ram,LaurJa99,tackles_assists,0,,,,,
player,201210140mia,ram,LaurJa99,tackles_loss,0,,,,,
player,201210140mia,ram,LaurJa99,qb_hits,0,,,,,
player,201210140mia,ram,LaurJa99,fumbles_rec,0,,,,,
player,201210140mia,ram,LaurJa99,fumbles_rec_yds,0,,,,,
player,201210140mia,ram,LaurJa99,fumbles_rec_td,0,,,,,
player,201210140mia,ram,LaurJa99,fumbles_forced,0,,,,,
player,201210140mia,ram,FinnCo20,def_int,0,,,,,
player,201210140mia,ram,FinnCo20,def_int_yds,0,,,,,
player,201210140mia,ram,FinnCo20,def_int_td,0,,,,,
player,201210140mia,ram,FinnCo20,def_int_long,0,,,,,
player,201210140mia,ram,FinnCo20,pass_defended,0,,,,,
player,201210140mia,ram,FinnCo20,sacks,0.0,,,,,
player,201210140mia,ram,FinnCo20,tackles_combined,5,,,,,
player,201210140mia,ram,FinnCo20,tackles_solo,5,,,,,
player,201210140mia,ram,FinnCo20,tackles_assists,0,,,,,
player,201210140mia,ram,FinnCo20,tackles_loss,0,,,,,
player,201210140mia,ram,FinnCo20,qb_hits,0,,,,,
player,201210140mia,ram,FinnCo20,fumbles_rec,0,,,,,
player,201210140mia,ram,FinnCo20,fumbles_rec_yds,0,,,,,
player,201210140mia,ram,FinnCo20,fumbles_rec_td,0,,,,,
player,201210140mia,ram,FinnCo20,fumbles_forced,0,,,,,
player,201210140mia,ram,JenkJa03,def_int,0,,,,,
player,201210140mia,ram,JenkJa03,def_int_yds,0,,,,,
player,201210140mia,ram,JenkJa03,def_int_td,0,,,,,
player,201210140mia,ram,JenkJa03,def_int_long,0,,,,,
player,201210140mia,ram,JenkJa03,pass_defended,0,,,,,
player,201210140mia,ram,JenkJa03,sacks,0.0,,,,,
player,201210140mia,ram,JenkJa03,tackles_combined,4,,,,,
player,201210140mia,ram,JenkJa03,tackles_solo,4,,,,,
player,201210140mia,ram,JenkJa03,tackles_assists,0,,,,,
player,201210140mia,ram,JenkJa03,tackles_loss,0,,,,,
player,201210140mia,ram,JenkJa03,qb_hits,0,,,,,
player,201210140mia,ram,JenkJa03,fumbles_rec,0,,,,,
player,201210140mia,ram,JenkJa03,fumbles_rec_yds,0,,,,,
player,201210140mia,ram,JenkJa03,fumbles_rec_td,0,,,,,
player,201210140mia,ram,JenkJa03,fumbles_forced,0,,,,,
player,201210140mia,ram,MikeQu20,def_int,0,,,,,
player,201210140mia,ram,MikeQu20,def_int_yds,0,,,,,
player,201210140mia,ram,MikeQu20,def_int_td,0,,,,,
player,201210140mia,ram,MikeQu20,def_int_long,0,,,,,
player,201210140mia,ram,MikeQu20,pass_defended,1,,,,,
player,201210140mia,ram,MikeQu20,sacks,0.0,,,,,
player,201210140mia,ram,MikeQu20,tackles_combined,4,,,,,
player,201210140mia,ram,MikeQu20,tackles_solo,4,,,,,
player,201210140mia,ram,MikeQu20,tackles_assists,0,,,,,
player,201210140mia,ram,MikeQu20,tackles_loss,1,,,,,
player,201210140mia,ram,MikeQu20,qb_hits,0,,,,,
player,201210140mia,ram,MikeQu20,fumbles_rec,0,,,,,
player,201210140mia,ram,MikeQu20,fumbles_rec_yds,0,,,,,
player,201210140mia,ram,MikeQu20,fumbles_rec_td,0,,,,,
player,201210140mia,ram,MikeQu20,fumbles_forced,0,,,,,
player,201210140mia,ram,LangKe98,def_int,0,,,,,
player,201210140mia,ram,LangKe98,def_int_yds,0,,,,,
player,201210140mia,ram,LangKe98,def_int_td,0,,,,,
player,201210140mia,ram,LangKe98,def_int_long,0,,,,,
player,201210140mia,ram,LangKe98,pass_defended,1,,,,,
player,201210140mia,ram,LangKe98,sacks,0.0,,,,,
player,201210140mia,ram,LangKe98,tackles_combined,2,,,,,
player,201210140mia,ram,LangKe98,tackles_solo,2,,,,,
player,201210140mia,ram,LangKe98,tackles_assists,0,,,,,
player,201210140mia,ram,LangKe98,tackles_loss,1,,,,,
player,201210140mia,ram,LangKe98,qb_hits,0,,,,,
player,201210140mia,ram,LangKe98,fumbles_rec,0,,,,,
player,201210140mia,ram,LangKe98,fumbles_rec_yds,0,,,,,
player,201210140mia,ram,LangKe98,fumbles_rec_td,0,,,,,
player,201210140mia,ram,LangKe98,fumbles_forced,0,,,,,
player,201210140mia,ram,HayeWi99,def_int,0,,,,,
player,201210140mia,ram,HayeWi99,def_int_yds,0,,,,,
player,201210140mia,ram,HayeWi99,def_int_td,0,,,,,
player,201210140mia,ram,HayeWi99,def_int_long,0,,,,,
player,201210140mia,ram,HayeWi99,pass_defended,0,,,,,
player,201210140mia,ram,HayeWi99,sacks,0.0,,,,,
player,201210140mia,ram,HayeWi99,tackles_combined,1,,,,,
player,201210140mia,ram,HayeWi99,tackles_solo,1,,,,,
player,201210140mia,ram,HayeWi99,tackles_assists,0,,,,,
player,201210140mia,ram,HayeWi99,tackles_loss,0,,,,,
player,201210140mia,ram,HayeWi99,qb_hits,0,,,,,
player,201210140mia,ram,HayeWi99,fumbles_rec,0,,,,,
player,201210140mia,ram,HayeWi99,fumbles_rec_yds,0,,,,,
player,201210140mia,ram,HayeWi99,fumbles_rec_td,0,,,,,
player,201210140mia,ram,HayeWi99,fumbles_forced,0,,,,,
player,201210140mia,ram,JohnTr05,def_int,0,,,,,
player,201210140mia,ram,JohnTr05,def_int_yds,0,,,,,
player,201210140mia,ram,JohnTr05,def_int_td,0,,,,,
player,201210140mia,ram,JohnTr05,def_int_long,0,,,,,
player,201210140mia,ram,JohnTr05,pass_defended,0,,,,,
player,201210140mia,ram,JohnTr05,sacks,0.0,,,,,
player,201210140mia,ram,JohnTr05,tackles_combined,1,,,,,
player,201210140mia,ram,JohnTr05,tackles_solo,1,,,,,
player,201210140mia,ram,JohnTr05,tackles_assists,0,,,,,
player,201210140mia,ram,JohnTr05,tackles_loss,0,,,,,
player,201210140mia,ram,JohnTr05,qb_hits,0,,,,,
player,201210140mia,ram,JohnTr05,fumbles_rec,0,,,,,
player,201210140mia,ram,JohnTr05,fumbles_rec_yds,0,,,,,
player,201210140mia,ram,JohnTr05,fumbles_rec_td,0,,,,,
player,201210140mia,ram,JohnTr05,fumbles_forced,0,,,,,
player,201210140mia,ram,McInRo20,def_int,0,,,,,
player,201210140mia,ram,McInRo20,def_int_yds,0,,,,,
player,201210140mia,ram,McInRo20,def_int_td,0,,,,,
player,201210140mia,ram,McInRo20,def_int_long,0,,,,,
player,201210140mia,ram,McInRo20,pass_defended,0,,,,,
player,201210140mia,ram,McInRo20,sacks,0.0,,,,,
player,201210140mia,ram,McInRo20,tackles_combined,1,,,,,
player,201210140mia,ram,McInRo20,tackles_solo,1,,,,,
player,201210140mia,ram,McInRo20,tackles_assists,0,,,,,
player,201210140mia,ram,McInRo20,tackles_loss,0,,,,,
player,201210140mia,ram,McInRo20,qb_hits,0,,,,,
player,201210140mia,ram,McInRo20,fumbles_rec,0,,,,,
player,201210140mia,ram,McInRo20,fumbles_rec_yds,0,,,,,
player,201210140mia,ram,McInRo20,fumbles_rec_td,0,,,,,
player,201210140mia,ram,McInRo20,fumbles_forced,0,,,,,
player,201210140mia,ram,PettAu00,def_int,0,,,,,
player,201210140mia,ram,PettAu00,def_int_yds,0,,,,,
player,201210140mia,ram,PettAu00,def_int_td,0,,,,,
player,201210140mia,ram,PettAu00,def_int_long,0,,,,,
player,201210140mia,ram,PettAu00,pass_defended,0,,,,,
player,201210140mia,ram,PettAu00,sacks,0.0,,,,,
player,201210140mia,ram,PettAu00,tackles_combined,1,,,,,
player,201210140mia,ram,PettAu00,tackles_solo,1,,,,,
player,201210140mia,ram,PettAu00,tackles_assists,0,,,,,
player,201210140mia,ram,PettAu00,tackles_loss,0,,,,,
player,201210140mia,ram,PettAu00,qb_hits,0,,,,,
player,201210140mia,ram,PettAu00,fumbles_rec,0,,,,,
player,201210140mia,ram,PettAu00,fumbles_rec_yds,0,,,,,
player,201210140mia,ram,PettAu00,fumbles_rec_td,0,,,,,
player,201210140mia,ram,PettAu00,fumbles_forced,0,,,,,
player,201210140mia,ram,SimsEu99,def_int,0,,,,,
player,201210140mia,ram,SimsEu99,def_int_yds,0,,,,,
player,201210140mia,ram,SimsEu99,def_int_td,0,,,,,
player,201210140mia,ram,SimsEu99,def_int_long,0,,,,,
player,201210140mia,ram,SimsEu99,pass_defended,0,,,,,
player,201210140mia,ram,SimsEu99,sacks,0.0,,,,,
player,201210140mia,ram,SimsEu99,tackles_combined,1,,,,,
player,201210140mia,ram,SimsEu99,tackles_solo,1,,,,,
player,201210140mia,ram,SimsEu99,tackles_assists,0,,,,,
player,201210140mia,ram,SimsEu99,tackles_loss,0,,,,,
player,201210140mia,ram,SimsEu99,qb_hits,0,,,,,
player,201210140mia,ram,SimsEu99,fumbles_rec,0,,,,,
player,201210140mia,ram,SimsEu99,fumbles_rec_yds,0,,,,,
player,201210140mia,ram,SimsEu99,fumbles_rec_td,0,,,,,
player,201210140mia,ram,SimsEu99,fumbles_forced,0,,,,,
player,201210140mia,ram,ZuerGr00,def_int,0,,,,,
player,201210140mia,ram,ZuerGr00,def_int_yds,0,,,,,
player,201210140mia,ram,ZuerGr00,def_int_td,0,,,,,
player,201210140mia,ram,ZuerGr00,def_int_long,0,,,,,
player,201210140mia,ram,ZuerGr00,pass_defended,0,,,,,
player,201210140mia,ram,ZuerGr00,sacks,0.0,,,,,
player,201210140mia,ram,ZuerGr00,tackles_combined,1,,,,,
player,201210140mia,ram,ZuerGr00,tackles_solo,1,,,,,
player,201210140mia,ram,ZuerGr00,tackles_assists,0,,,,,
player,201210140mia,ram,ZuerGr00,tackles_loss,0,,,,,
player,201210140mia,ram,ZuerGr00,qb_hits,0,,,,,
player,201210140mia,ram,ZuerGr00,fumbles_rec,0,,,,,
player,201210140mia,ram,ZuerGr00,fumbles_rec_yds,0,,,,,
player,201210140mia,ram,ZuerGr00,fumbles_rec_td,0,,,,,
player,201210140mia,ram,ZuerGr00,fumbles_forced,0,,,,,
player,201210140mia,ram,FletBr99,def_int,0,,,,,
player,201210140mia,ram,FletBr99,def_int_yds,0,,,,,
player,201210140mia,ram,FletBr99,def_int_td,0,,,,,
player,201210140mia,ram,FletBr99,def_int_long,0,,,,,
player,201210140mia,ram,FletBr99,pass_defended,1,,,,,
player,201210140mia,ram,FletBr99,sacks,0.0,,,,,
player,201210140mia,ram,FletBr99,tackles_combined,0,,,,,
player,201210140mia,ram,FletBr99,tackles_solo,0,,,,,
player,201210140mia,ram,FletBr99,tackles_assists,0,,,,,
player,201210140mia,ram,FletBr99,tackles_loss,0,,,,,
player,201210140mia,ram,FletBr99,qb_hits,0,,,,,
player,201210140mia,ram,FletBr99,fumbles_rec,0,,,,,
player,201210140mia,ram,FletBr99,fumbles_rec_yds,0,,,,,
player,201210140mia,ram,FletBr99,fumbles_rec_td,0,,,,,
player,201210140mia,ram,FletBr99,fumbles_forced,0,,,,,
player,201210140mia,mia,VernOl00,def_int,0,,,,,
player,201210140mia,mia,VernOl00,def_int_yds,0,,,,,
player,201210140mia,mia,VernOl00,def_int_td,0,,,,,
player,201210140mia,mia,VernOl00,def_int_long,0,,,,,
player,201210140mia,mia,VernOl00,pass_defended,0,,,,,
player,201210140mia,mia,VernOl00,sacks,2.0,,,,,
player,201210140mia,mia,VernOl00,tackles_combined,4,,,,,
player,201210140mia,mia,VernOl00,tackles_solo,4,,,,,
player,201210140mia,mia,VernOl00,tackles_assists,0,,,,,
player,201210140mia,mia,VernOl00,tackles_loss,2,,,,,
player,201210140mia,mia,VernOl00,qb_hits,4,,,,,
player,201210140mia,mia,VernOl00,fumbles_rec,0,,,,,
player,201210140mia,mia,VernOl00,fumbles_rec_yds,0,,,,,
player,201210140mia,mia,VernOl00,fumbles_rec_td,0,,,,,
player,201210140mia,mia,VernOl00,fumbles_forced,0,,,,,
player,201210140mia,mia,WakeCa00,def_int,0,,,,,
player,201210140mia,mia,WakeCa00,def_int_yds,0,,,,,
player,201210140mia,mia,WakeCa00,def_int_td,0,,,,,
player,201210140mia,mia,WakeCa00,def_int_long,0,,,,,
player,201210140mia,mia,WakeCa00,pass_defended,0,,,,,
player,201210140mia,mia,WakeCa00,sacks,1.0,,,,,
player,201210140mia,mia,WakeCa00,tackles_combined,3,,,,,
player,201210140mia,mia,WakeCa00,tackles_solo,3,,,,,
player,201210140mia,mia,WakeCa00,tackles_assists,0,,,,,
player,201210140mia,mia,WakeCa00,tackles_loss,1,,,,,
player,201210140mia,mia,WakeCa00,qb_hits,2,,,,,
player,201210140mia,mia,WakeCa00,fumbles_rec,0,,,,,
player,201210140mia,mia,WakeCa00,fumbles_rec_yds,0,,,,,
player,201210140mia,mia,WakeCa00,fumbles_rec_td,0,,,,,
player,201210140mia,mia,WakeCa00,fumbles_forced,0,,,,,
player,201210140mia,mia,ClemCh97,def_int,0,,,,,
player,201210140mia,mia,ClemCh97,def_int_yds,0,,,,,
player,201210140mia,mia,ClemCh97,def_int_td,0,,,,,
player,201210140mia,mia,ClemCh97,def_int_long,0,,,,,
player,201210140mia,mia,ClemCh97,pass_defended,0,,,,,
player,201210140mia,mia,ClemCh97,sacks,0.0,,,,,
player,201210140mia,mia,ClemCh97,tackles_combined,10,,,,,
player,201210140mia,mia,ClemCh97,tackles_solo,8,,,,,
player,201210140mia,mia,ClemCh97,tackles_assists,2,,,,,
player,201210140mia,mia,ClemCh97,tackles_loss,1,,,,,
player,201210140mia,mia,ClemCh97,qb_hits,0,,,,,
player,201210140mia,mia,ClemCh97,fumbles_rec,0,,,,,
player,201210140mia,mia,ClemCh97,fumbles_rec_yds,0,,,,,
player,201210140mia,mia,ClemCh97,fumbles_rec_td,0,,,,,
player,201210140mia,mia,ClemCh97,fumbles_forced,0,,,,,
player,201210140mia,mia,DansKa20,def_int,0,,,,,
player,201210140mia,mia,DansKa20,def_int_yds,0,,,,,
player,201210140mia,mia,DansKa20,def_int_td,0,,,,,
player,201210140mia,mia,DansKa20,def_int_long,0,,,,,
player,201210140mia,mia,DansKa20,pass_defended,0,,,,,
player,201210140mia,mia,DansKa20,sacks,0.0,,,,,
player,201210140mia,mia,DansKa20,tackles_combined,9,,,,,
player,201210140mia,mia,DansKa20,tackles_solo,8,,,,,
player,201210140mia,mia,DansKa20,tackles_assists,1,,,,,
player,201210140mia,mia,DansKa20,tackles_loss,0,,,,,
player,201210140mia,mia,DansKa20,qb_hits,0,,,,,
player,201210140mia,mia,DansKa20,fumbles_rec,0,,,,,
player,201210140mia,mia,DansKa20,fumbles_rec_yds,0,,,,,
player,201210140mia,mia,DansKa20,fumbles_rec_td,0,,,,,
player,201210140mia,mia,DansKa20,fumbles_forced,0,,,,,
player,201210140mia,mia,CarrNo00,def_int,0,,,,,
player,201210140mia,mia,CarrNo00,def_int_yds,0,,,,,
player,201210140mia,mia,CarrNo00,def_int_td,0,,,,,
player,201210140mia,mia,CarrNo00,def_int_long,0,,,,,
player,201210140mia,mia,CarrNo00,pass_defended,0,,,,,
player,201210140mia,mia,CarrNo00,sacks,0.0,,,,,
player,201210140mia,mia,CarrNo00,tackles_combined,6,,,,,
player,201210140mia,mia,CarrNo00,tackles_solo,6,,,,,
player,201210140mia,mia,CarrNo00,tackles_assists,0,,,,,
player,201210140mia,mia,CarrNo00,tackles_loss,0,,,,,
player,201210140mia,mia,CarrNo00,qb_hits,0,,,,,
player,201210140mia,mia,CarrNo00,fumbles_rec,0,,,,,
player,201210140mia,mia,CarrNo00,fumbles_rec_yds,0,,,,,
player,201210140mia,mia,CarrNo00,fumbles_rec_td,0,,,,,
player,201210140mia,mia,CarrNo00,fumbles_forced,0,,,,,
player,201210140mia,mia,JoneRe99,def_int,0,,,,,
player,201210140mia,mia,JoneRe99,def_int_yds,0,,,,,
player,201210140mia,mia,JoneRe99,def_int_td,0,,,,,
player,201210140mia,mia,JoneRe99,def_int_long,0,,,,,
player,201210140mia,mia,JoneRe99,pass_defended,0,,,,,
player,201210140mia,mia,JoneRe99,sacks,0.0,,,,,
player,201210140mia,mia,JoneRe99,tackles_combined,6,,,,,
player,201210140mia,mia,JoneRe99,tackles_solo,6,,,,,
player,201210140mia,mia,JoneRe99,tackles_assists,0,,,,,
player,201210140mia,mia,JoneRe99,tackles_loss,0,,,,,
player,201210140mia,mia,JoneRe99,qb_hits,0,,,,,
player,201210140mia,mia,JoneRe99,fumbles_rec,0,,,,,
player,201210140mia,mia,JoneRe99,fumbles_rec_yds,0,,,,,
player,201210140mia,mia,JoneRe99,fumbles_rec_td,0,,,,,
player,201210140mia,mia,JoneRe99,fumbles_forced,0,,,,,
player,201210140mia,mia,SmitSe99,def_int,0,,,,,
player,201210140mia,mia,SmitSe99,def_int_yds,0,,,,,
player,201210140mia,mia,SmitSe99,def_int_td,0,,,,,
player,201210140mia,mia,SmitSe99,def_int_long,0,,,,,
player,201210140mia,mia,SmitSe99,pass_defended,1,,,,,
player,201210140mia,mia,SmitSe99,sacks,0.0,,,,,
player,201210140mia,mia,SmitSe99,tackles_combined,5,,,,,
player,201210140mia,mia,SmitSe99,tackles_solo,5,,,,,
player,201210140mia,mia,SmitSe99,tackles_assists,0,,,,,
player,201210140mia,mia,SmitSe99,tackles_loss,0,,,,,
player,201210140mia,mia,SmitSe99,qb_hits,0,,,,,
player,201210140mia,mia,SmitSe99,fumbles_rec,0,,,,,
player,201210140mia,mia,SmitSe99,fumbles_rec_yds,0,,,,,
player,201210140mia,mia,SmitSe99,fumbles_rec_td,0,,,,,
player,201210140mia,mia,SmitSe99,fumbles_forced,0,,,,,
player,201210140mia,mia,WilsJi00,def_int,0,,,,,
player,201210140mia,mia,WilsJi00,def_int_yds,0,,,,,
player,201210140mia,mia,WilsJi00,def_int_td,0,,,,,
player,201210140mia,mia,WilsJi00,def_int_long,0,,,,,
player,201210140mia,mia,WilsJi00,pass_defended,0,,,,,
player,201210140mia,mia,WilsJi00,sacks,0.0,,,,,
player,201210140mia,mia,WilsJi00,tackles_combined,4,,,,,
player,201210140mia,mia,WilsJi00,tackles_solo,4,,,,,
player,201210140mia,mia,WilsJi00,tackles_assists,0,,,,,
player,201210140mia,mia,WilsJi00,tackles_loss,0,,,,,
player,201210140mia,mia,WilsJi00,qb_hits,0,,,,,
player,201210140mia,mia,WilsJi00,fumbles_rec,0,,,,,
player,201210140mia,mia,WilsJi00,fumbles_rec_yds,0,,,,,
player,201210140mia,mia,WilsJi00,fumbles_rec_td,0,,,,,
player,201210140mia,mia,WilsJi00,fumbles_forced,1,,,,,
player,201210140mia,mia,BurnKe20,def_int,0,,,,,
player,201210140mia,mia,BurnKe20,def_int_yds,0,,,,,
player,201210140mia,mia,BurnKe20,def_int_td,0,,,,,
player,201210140mia,mia,BurnKe20,def_int_long,0,,,,,
player,201210140mia,mia,BurnKe20,pass_defended,2,,,,,
player,201210140mia,mia,BurnKe20,sacks,0.0,,,,,
player,201210140mia,mia,BurnKe20,tackles_combined,3,,,,,
player,201210140mia,mia,BurnKe20,tackles_solo,2,,,,,
player,201210140mia,mia,BurnKe20,tackles_assists,1,,,,,
player,201210140mia,mia,BurnKe20,tackles_loss,0,,,,,
player,201210140mia,mia,BurnKe20,qb_hits,0,,,,,
player,201210140mia,mia,BurnKe20,fumbles_rec,0,,,,,
player,201210140mia,mia,BurnKe20,fumbles_rec_yds,0,,,,,
player,201210140mia,mia,BurnKe20,fumbles_rec_td,0,,,,,
player,201210140mia,mia,BurnKe20,fumbles_forced,0,,,,,
player,201210140mia,mia,MisiKo99,def_int,0,,,,,
player,201210140mia,mia,MisiKo99,def_int_yds,0,,,,,
player,201210140mia,mia,MisiKo99,def_int_td,0,,,,,
player,201210140mia,mia,MisiKo99,def_int_long,0,,,,,
player,201210140mia,mia,MisiKo99,pass_defended,0,,,,,
player,201210140mia,mia,MisiKo99,sacks,0.0,,,,,
player,201210140mia,mia,MisiKo99,tackles_combined,2,,,,,
player,201210140mia,mia,MisiKo99,tackles_solo,2,,,,,
player,201210140mia,mia,MisiKo99,tackles_assists,0,,,,,
player,201210140mia,mia,MisiKo99,tackles_loss,0,,,,,
player,201210140mia,mia,MisiKo99,qb_hits,1,,,,,
player,201210140mia,mia,MisiKo99,fumbles_rec,0,,,,,
player,201210140mia,mia,MisiKo99,fumbles_rec_yds,0,,,,,
player,201210140mia,mia,MisiKo99,fumbles_rec_td,0,,,,,
player,201210140mia,mia,MisiKo99,fumbles_forced,0,,,,,
player,201210140mia,mia,OdriJa99,def_int,0,,,,,
player,201210140mia,mia,OdriJa99,def_int_yds,0,,,,,
player,201210140mia,mia,OdriJa99,def_int_td,0,,,,,
player,201210140mia,mia,OdriJa99,def_int_long,0,,,,,
player,201210140mia,mia,OdriJa99,pass_defended,1,,,,,
player,201210140mia,mia,OdriJa99,sacks,0.0,,,,,
player,201210140mia,mia,OdriJa99,tackles_combined,2,,,,,
player,201210140mia,mia,OdriJa99,tackles_solo,2,,,,,
player,201210140mia,mia,OdriJa99,tackles_assists,0,,,,,
player,201210140mia,mia,OdriJa99,tackles_loss,1,,,,,
player,201210140mia,mia,OdriJa99,qb_hits,1,,,,,
player,201210140mia,mia,OdriJa99,fumbles_rec,0,,,,,
player,201210140mia,mia,OdriJa99,fumbles_rec_yds,0,,,,,
player,201210140mia,mia,OdriJa99,fumbles_rec_td,0,,,,,
player,201210140mia,mia,OdriJa99,fumbles_forced,0,,,,,
player,201210140mia,mia,RandKh00,def_int,0,,,,,
player,201210140mia,mia,RandKh00,def_int_yds,0,,,,,
player,201210140mia,mia,RandKh00,def_int_td,0,,,,,
player,201210140mia,mia,RandKh00,def_int_long,0,,,,,
player,201210140mia,mia,RandKh00,pass_defended,0,,,,,
player,201210140mia,mia,RandKh00,sacks,0.0,,,,,
player,201210140mia,mia,RandKh00,tackles_combined,2,,,,,
player,201210140mia,mia,RandKh00,tackles_solo,1,,,,,
player,201210140mia,mia,RandKh00,tackles_assists,1,,,,,
player,201210140mia,mia,RandKh00,tackles_loss,0,,,,,
player,201210140mia,mia,RandKh00,qb_hits,0,,,,,
player,201210140mia,mia,RandKh00,fumbles_rec,0,,,,,
player,201210140mia,mia,RandKh00,fumbles_rec_yds,0,,,,,
player,201210140mia,mia,RandKh00,fumbles_rec_td,0,,,,,
player,201210140mia,mia,RandKh00,fumbles_forced,0,,,,,
player,201210140mia,mia,AmayJo00,def_int,0,,,,,
player,201210140mia,mia,AmayJo00,def_int_yds,0,,,,,
player,201210140mia,mia,AmayJo00,def_int_td,0,,,,,
player,201210140mia,mia,AmayJo00,def_int_long,0,,,,,
player,201210140mia,mia,AmayJo00,pass_defended,0,,,,,
player,201210140mia,mia,AmayJo00,sacks,0.0,,,,,
player,201210140mia,mia,AmayJo00,tackles_combined,1,,,,,
player,201210140mia,mia,AmayJo00,tackles_solo,1,,,,,
player,201210140mia,mia,AmayJo00,tackles_assists,0,,,,,
player,201210140mia,mia,AmayJo00,tackles_loss,0,,,,,
player,201210140mia,mia,AmayJo00,qb_hits,0,,,,,
player,201210140mia,mia,AmayJo00,fumbles_rec,0,,,,,
player,201210140mia,mia,AmayJo00,fumbles_rec_yds,0,,,,,
player,201210140mia,mia,AmayJo00,fumbles_rec_td,0,,,,,
player,201210140mia,mia,AmayJo00,fumbles_forced,0,,,,,
player,201210140mia,mia,DennJo20,def_int,0,,,,,
player,201210140mia,mia,DennJo20,def_int_yds,0,,,,,
player,201210140mia,mia,DennJo20,def_int_td,0,,,,,
player,201210140mia,mia,DennJo20,def_int_long,0,,,,,
player,201210140mia,mia,DennJo20,pass_defended,0,,,,,
player,201210140mia,mia,DennJo20,sacks,0.0,,,,,
player,201210140mia,mia,DennJo20,tackles_combined,1,,,,,
player,201210140mia,mia,DennJo20,tackles_solo,1,,,,,
player,201210140mia,mia,DennJo20,tackles_assists,0,,,,,
player,201210140mia,mia,DennJo20,tackles_loss,0,,,,,
player,201210140mia,mia,DennJo20,qb_hits,0,,,,,
player,201210140mia,mia,DennJo20,fumbles_rec,0,,,,,
player,201210140mia,mia,DennJo20,fumbles_rec_yds,0,,,,,
player,201210140mia,mia,DennJo20,fumbles_rec_td,0,,,,,
player,201210140mia,mia,DennJo20,fumbles_forced,1,,,,,
player,201210140mia,mia,SoliPa99,def_int,0,,,,,
player,201210140mia,mia,SoliPa99,def_int_yds,0,,,,,
player,201210140mia,mia,SoliPa99,def_int_td,0,,,,,
player,201210140mia,mia,SoliPa99,def_int_long,0,,,,,
player,201210140mia,mia,SoliPa99,pass_defended,0,,,,,
player,201210140mia,mia,SoliPa99,sacks,0.0,,,,,
player,201210140mia,mia,SoliPa99,tackles_combined,1,,,,,
player,201210140mia,mia,SoliPa99,tackles_solo,1,,,,,
player,201210140mia,mia,SoliPa99,tackles_assists,0,,,,,
player,201210140mia,mia,SoliPa99,tackles_loss,1,,,,,
player,201210140mia,mia,SoliPa99,qb_hits,0,,,,,
player,201210140mia,mia,SoliPa99,fumbles_rec,0,,,,,
player,201210140mia,mia,SoliPa99,fumbles_rec_yds,0,,,,,
player,201210140mia,mia,SoliPa99,fumbles_rec_td,0,,,,,
player,201210140mia,mia,SoliPa99,fumbles_forced,0,,,,,
player,201210140mia,mia,SpitAu99,def_int,0,,,,,
player,201210140mia,mia,SpitAu99,def_int_yds,0,,,,,
player,201210140mia,mia,SpitAu99,def_int_td,0,,,,,
player,201210140mia,mia,SpitAu99,def_int_long,0,,,,,
player,201210140mia,mia,SpitAu99,pass_defended,0,,,,,
player,201210140mia,mia,SpitAu99,sacks,0.0,,,,,
player,201210140mia,mia,SpitAu99,tackles_combined,1,,,,,
player,201210140mia,mia,SpitAu99,tackles_solo,1,,,,,
player,201210140mia,mia,SpitAu99,tackles_assists,0,,,,,
player,201210140mia,mia,SpitAu99,tackles_loss,0,,,,,
player,201210140mia,mia,SpitAu99,qb_hits,0,,,,,
player,201210140mia,mia,SpitAu99,fumbles_rec,0,,,,,
player,201210140mia,mia,SpitAu99,fumbles_rec_yds,0,,,,,
player,201210140mia,mia,SpitAu99,fumbles_rec_td,0,,,,,
player,201210140mia,mia,SpitAu99,fumbles_forced,0,,,,,
player,201210140mia,mia,StarRa20,def_int,0,,,,,
player,201210140mia,mia,StarRa20,def_int_yds,0,,,,,
player,201210140mia,mia,StarRa20,def_int_td,0,,,,,
player,201210140mia,mia,StarRa20,def_int_long,0,,,,,
player,201210140mia,mia,StarRa20,pass_defended,0,,,,,
player,201210140mia,mia,StarRa20,sacks,0.0,,,,,
player,201210140mia,mia,StarRa20,tackles_combined,1,,,,,
player,201210140mia,mia,StarRa20,tackles_solo,1,,,,,
player,201210140mia,mia,StarRa20,tackles_assists,0,,,,,
player,201210140mia,mia,StarRa20,tackles_loss,0,,,,,
player,201210140mia,mia,StarRa20,qb_hits,0,,,,,
player,201210140mia,mia,StarRa20,fumbles_rec,0,,,,,
player,201210140mia,mia,StarRa20,fumbles_rec_yds,0,,,,,
player,201210140mia,mia,StarRa20,fumbles_rec_td,0,,,,,
player,201210140mia,mia,StarRa20,fumbles_forced,0,,,,,
player,201210140mia,mia,TrusJa99,def_int,0,,,,,
player,201210140mia,mia,TrusJa99,def_int_yds,0,,,,,
player,201210140mia,mia,TrusJa99,def_int_td,0,,,,,
player,201210140mia,mia,TrusJa99,def_int_long,0,,,,,
player,201210140mia,mia,TrusJa99,pass_defended,0,,,,,
player,201210140mia,mia,TrusJa99,sacks,0.0,,,,,
player,201210140mia,mia,TrusJa99,tackles_combined,1,,,,,
player,201210140mia,mia,TrusJa99,tackles_solo,1,,,,,
player,201210140mia,mia,TrusJa99,tackles_assists,0,,,,,
player,201210140mia,mia,TrusJa99,tackles_loss,0,,,,,
