game,2012,11,20121118,201211180was,phi,"Philadelphia Eagles",6,was,"Washington Redskins",31
team,201211180was,phi,First Downs,16,,,,,,
team,201211180was,was,First Downs,15,,,,,,
team,201211180was,phi,Rush-Yds-TDs,21-80-0,,,,,,
team,201211180was,was,Rush-Yds-TDs,34-169-0,,,,,,
team,201211180was,phi,Cmp-Att-Yd-TD-INT,21-46-204-0-2,,,,,,
team,201211180was,was,Cmp-Att-Yd-TD-INT,14-15-200-4-0,,,,,,
team,201211180was,phi,Sacked-Yards,4-27,,,,,,
team,201211180was,was,Sacked-Yards,2-8,,,,,,
team,201211180was,phi,Net Pass Yards,177,,,,,,
team,201211180was,was,Net Pass Yards,192,,,,,,
team,201211180was,phi,Total Yards,257,,,,,,
team,201211180was,was,Total Yards,361,,,,,,
team,201211180was,phi,Fumbles-Lost,4-1,,,,,,
team,201211180was,was,Fumbles-Lost,3-0,,,,,,
team,201211180was,phi,Turnovers,3,,,,,,
team,201211180was,was,Turnovers,0,,,,,,
team,201211180was,phi,Penalties-Yards,9-70,,,,,,
team,201211180was,was,Penalties-Yards,13-80,,,,,,
team,201211180was,phi,Third Down Conv.,7-19,,,,,,
team,201211180was,was,Third Down Conv.,5-11,,,,,,
team,201211180was,phi,Fourth Down Conv.,0-1,,,,,,
team,201211180was,was,Fourth Down Conv.,0-1,,,,,,
team,201211180was,phi,Time of Possession,31:24,,,,,,
team,201211180was,was,Time of Possession,28:36,,,,,,
player,201211180was,phi,FoleNi00,pass_cmp,21,,,,,
player,201211180was,phi,FoleNi00,pass_att,46,,,,,
player,201211180was,phi,FoleNi00,pass_yds,204,,,,,
player,201211180was,phi,FoleNi00,pass_td,0,,,,,
player,201211180was,phi,FoleNi00,pass_int,2,,,,,
player,201211180was,phi,FoleNi00,pass_sacked,4,,,,,
player,201211180was,phi,FoleNi00,pass_sacked_yds,27,,,,,
player,201211180was,phi,FoleNi00,pass_long,25,,,,,
player,201211180was,phi,FoleNi00,pass_rating,40.5,,,,,
player,201211180was,phi,FoleNi00,rush_att,1,,,,,
player,201211180was,phi,FoleNi00,rush_yds,0,,,,,
player,201211180was,phi,FoleNi00,rush_td,0,,,,,
player,201211180was,phi,FoleNi00,rush_long,0,,,,,
player,201211180was,phi,FoleNi00,targets,0,,,,,
player,201211180was,phi,FoleNi00,rec,0,,,,,
player,201211180was,phi,FoleNi00,rec_yds,0,,,,,
player,201211180was,phi,FoleNi00,rec_td,0,,,,,
player,201211180was,phi,FoleNi00,rec_long,0,,,,,
player,201211180was,phi,FoleNi00,fumbles,3,,,,,
player,201211180was,phi,FoleNi00,fumbles_lost,0,,,,,
player,201211180was,phi,McCoLe01,pass_cmp,0,,,,,
player,201211180was,phi,McCoLe01,pass_att,0,,,,,
player,201211180was,phi,McCoLe01,pass_yds,0,,,,,
player,201211180was,phi,McCoLe01,pass_td,0,,,,,
player,201211180was,phi,McCoLe01,pass_int,0,,,,,
player,201211180was,phi,McCoLe01,pass_sacked,0,,,,,
player,201211180was,phi,McCoLe01,pass_sacked_yds,0,,,,,
player,201211180was,phi,McCoLe01,pass_long,0,,,,,
player,201211180was,phi,McCoLe01,pass_rating,,,,,,
player,201211180was,phi,McCoLe01,rush_att,15,,,,,
player,201211180was,phi,McCoLe01,rush_yds,45,,,,,
player,201211180was,phi,McCoLe01,rush_td,0,,,,,
player,201211180was,phi,McCoLe01,rush_long,9,,,,,
player,201211180was,phi,McCoLe01,targets,7,,,,,
player,201211180was,phi,McCoLe01,rec,6,,,,,
player,201211180was,phi,McCoLe01,rec_yds,67,,,,,
player,201211180was,phi,McCoLe01,rec_td,0,,,,,
player,201211180was,phi,McCoLe01,rec_long,25,,,,,
player,201211180was,phi,McCoLe01,fumbles,1,,,,,
player,201211180was,phi,McCoLe01,fumbles_lost,1,,,,,
player,201211180was,phi,BrowBr02,pass_cmp,0,,,,,
player,201211180was,phi,BrowBr02,pass_att,0,,,,,
player,201211180was,phi,BrowBr02,pass_yds,0,,,,,
player,201211180was,phi,BrowBr02,pass_td,0,,,,,
player,201211180was,phi,BrowBr02,pass_int,0,,,,,
player,201211180was,phi,BrowBr02,pass_sacked,0,,,,,
player,201211180was,phi,BrowBr02,pass_sacked_yds,0,,,,,
player,201211180was,phi,BrowBr02,pass_long,0,,,,,
player,201211180was,phi,BrowBr02,pass_rating,,,,,,
player,201211180was,phi,BrowBr02,rush_att,5,,,,,
player,201211180was,phi,BrowBr02,rush_yds,35,,,,,
player,201211180was,phi,BrowBr02,rush_td,0,,,,,
player,201211180was,phi,BrowBr02,rush_long,14,,,,,
player,201211180was,phi,BrowBr02,targets,0,,,,,
player,201211180was,phi,BrowBr02,rec,0,,,,,
player,201211180was,phi,BrowBr02,rec_yds,0,,,,,
player,201211180was,phi,BrowBr02,rec_td,0,,,,,
player,201211180was,phi,BrowBr02,rec_long,0,,,,,
player,201211180was,phi,BrowBr02,fumbles,0,,,,,
player,201211180was,phi,BrowBr02,fumbles_lost,0,,,,,
player,201211180was,phi,CoopRi00,pass_cmp,0,,,,,
player,201211180was,phi,CoopRi00,pass_att,0,,,,,
player,201211180was,phi,CoopRi00,pass_yds,0,,,,,
player,201211180was,phi,CoopRi00,pass_td,0,,,,,
player,201211180was,phi,CoopRi00,pass_int,0,,,,,
player,201211180was,phi,CoopRi00,pass_sacked,0,,,,,
player,201211180was,phi,CoopRi00,pass_sacked_yds,0,,,,,
player,201211180was,phi,CoopRi00,pass_long,0,,,,,
player,201211180was,phi,CoopRi00,pass_rating,,,,,,
player,201211180was,phi,CoopRi00,rush_att,0,,,,,
player,201211180was,phi,CoopRi00,rush_yds,0,,,,,
player,201211180was,phi,CoopRi00,rush_td,0,,,,,
player,201211180was,phi,CoopRi00,rush_long,0,,,,,
player,201211180was,phi,CoopRi00,targets,8,,,,,
player,201211180was,phi,CoopRi00,rec,5,,,,,
player,201211180was,phi,CoopRi00,rec_yds,61,,,,,
player,201211180was,phi,CoopRi00,rec_td,0,,,,,
player,201211180was,phi,CoopRi00,rec_long,23,,,,,
player,201211180was,phi,CoopRi00,fumbles,0,,,,,
player,201211180was,phi,CoopRi00,fumbles_lost,0,,,,,
player,201211180was,phi,CeleBr00,pass_cmp,0,,,,,
player,201211180was,phi,CeleBr00,pass_att,0,,,,,
player,201211180was,phi,CeleBr00,pass_yds,0,,,,,
player,201211180was,phi,CeleBr00,pass_td,0,,,,,
player,201211180was,phi,CeleBr00,pass_int,0,,,,,
player,201211180was,phi,CeleBr00,pass_sacked,0,,,,,
player,201211180was,phi,CeleBr00,pass_sacked_yds,0,,,,,
player,201211180was,phi,CeleBr00,pass_long,0,,,,,
player,201211180was,phi,CeleBr00,pass_rating,,,,,,
player,201211180was,phi,CeleBr00,rush_att,0,,,,,
player,201211180was,phi,CeleBr00,rush_yds,0,,,,,
player,201211180was,phi,CeleBr00,rush_td,0,,,,,
player,201211180was,phi,CeleBr00,rush_long,0,,,,,
player,201211180was,phi,CeleBr00,targets,8,,,,,
player,201211180was,phi,CeleBr00,rec,5,,,,,
player,201211180was,phi,CeleBr00,rec_yds,42,,,,,
player,201211180was,phi,CeleBr00,rec_td,0,,,,,
player,201211180was,phi,CeleBr00,rec_long,22,,,,,
player,201211180was,phi,CeleBr00,fumbles,0,,,,,
player,201211180was,phi,CeleBr00,fumbles_lost,0,,,,,
player,201211180was,phi,JohnDa04,pass_cmp,0,,,,,
player,201211180was,phi,JohnDa04,pass_att,0,,,,,
player,201211180was,phi,JohnDa04,pass_yds,0,,,,,
player,201211180was,phi,JohnDa04,pass_td,0,,,,,
player,201211180was,phi,JohnDa04,pass_int,0,,,,,
player,201211180was,phi,JohnDa04,pass_sacked,0,,,,,
player,201211180was,phi,JohnDa04,pass_sacked_yds,0,,,,,
player,201211180was,phi,JohnDa04,pass_long,0,,,,,
player,201211180was,phi,JohnDa04,pass_rating,,,,,,
player,201211180was,phi,JohnDa04,rush_att,0,,,,,
player,201211180was,phi,JohnDa04,rush_yds,0,,,,,
player,201211180was,phi,JohnDa04,rush_td,0,,,,,
player,201211180was,phi,JohnDa04,rush_long,0,,,,,
player,201211180was,phi,JohnDa04,targets,2,,,,,
player,201211180was,phi,JohnDa04,rec,1,,,,,
player,201211180was,phi,JohnDa04,rec_yds,21,,,,,
player,201211180was,phi,JohnDa04,rec_td,0,,,,,
