game,2012,1,20120910,201209100rai,sdg,"San Diego Chargers",22,rai,"Oakland Raiders",14
team,201209100rai,sdg,First Downs,15,,,,,,
team,201209100rai,rai,First Downs,21,,,,,,
team,201209100rai,sdg,Rush-Yds-TDs,20-32-0,,,,,,
team,201209100rai,rai,Rush-Yds-TDs,20-45-0,,,,,,
team,201209100rai,sdg,Cmp-Att-Yd-TD-INT,24-33-231-1-0,,,,,,
team,201209100rai,rai,Cmp-Att-Yd-TD-INT,32-46-297-1-0,,,,,,
team,201209100rai,sdg,Sacked-Yards,1-5,,,,,,
team,201209100rai,rai,Sacked-Yards,3-21,,,,,,
team,201209100rai,sdg,Net Pass Yards,226,,,,,,
team,201209100rai,rai,Net Pass Yards,276,,,,,,
team,201209100rai,sdg,Total Yards,258,,,,,,
team,201209100rai,rai,Total Yards,321,,,,,,
team,201209100rai,sdg,Fumbles-Lost,0-0,,,,,,
team,201209100rai,rai,Fumbles-Lost,4-1,,,,,,
team,201209100rai,sdg,Turnovers,0,,,,,,
team,201209100rai,rai,Turnovers,1,,,,,,
team,201209100rai,sdg,Penalties-Yards,9-78,,,,,,
team,201209100rai,rai,Penalties-Yards,6-35,,,,,,
team,201209100rai,sdg,Third Down Conv.,5-13,,,,,,
team,201209100rai,rai,Third Down Conv.,5-15,,,,,,
team,201209100rai,sdg,Fourth Down Conv.,0-0,,,,,,
team,201209100rai,rai,Fourth Down Conv.,0-2,,,,,,
team,201209100rai,sdg,Time of Possession,30:34,,,,,,
team,201209100rai,rai,Time of Possession,29:26,,,,,,
player,201209100rai,sdg,RivePh00,pass_cmp,24,,,,,
player,201209100rai,sdg,RivePh00,pass_att,33,,,,,
player,201209100rai,sdg,RivePh00,pass_yds,231,,,,,
player,201209100rai,sdg,RivePh00,pass_td,1,,,,,
player,201209100rai,sdg,RivePh00,pass_int,0,,,,,
player,201209100rai,sdg,RivePh00,pass_sacked,1,,,,,
player,201209100rai,sdg,RivePh00,pass_sacked_yds,5,,,,,
player,201209100rai,sdg,RivePh00,pass_long,46,,,,,
player,201209100rai,sdg,RivePh00,pass_rating,102.0,,,,,
player,201209100rai,sdg,RivePh00,rush_att,1,,,,,
player,201209100rai,sdg,RivePh00,rush_yds,-2,,,,,
player,201209100rai,sdg,RivePh00,rush_td,0,,,,,
player,201209100rai,sdg,RivePh00,rush_long,-2,,,,,
player,201209100rai,sdg,RivePh00,targets,0,,,,,
player,201209100rai,sdg,RivePh00,rec,0,,,,,
player,201209100rai,sdg,RivePh00,rec_yds,0,,,,,
player,201209100rai,sdg,RivePh00,rec_td,0,,,,,
player,201209100rai,sdg,RivePh00,rec_long,0,,,,,
player,201209100rai,sdg,RivePh00,fumbles,0,,,,,
player,201209100rai,sdg,RivePh00,fumbles_lost,0,,,,,
player,201209100rai,sdg,BrinCu00,pass_cmp,0,,,,,
player,201209100rai,sdg,BrinCu00,pass_att,0,,,,,
player,201209100rai,sdg,BrinCu00,pass_yds,0,,,,,
player,201209100rai,sdg,BrinCu00,pass_td,0,,,,,
player,201209100rai,sdg,BrinCu00,pass_int,0,,,,,
player,201209100rai,sdg,BrinCu00,pass_sacked,0,,,,,
player,201209100rai,sdg,BrinCu00,pass_sacked_yds,0,,,,,
player,201209100rai,sdg,BrinCu00,pass_long,0,,,,,
player,201209100rai,sdg,BrinCu00,pass_rating,,,,,,
player,201209100rai,sdg,BrinCu00,rush_att,10,,,,,
player,201209100rai,sdg,BrinCu00,rush_yds,12,,,,,
player,201209100rai,sdg,BrinCu00,rush_td,0,,,,,
player,201209100rai,sdg,BrinCu00,rush_long,6,,,,,
player,201209100rai,sdg,BrinCu00,targets,5,,,,,
player,201209100rai,sdg,BrinCu00,rec,3,,,,,
player,201209100rai,sdg,BrinCu00,rec_yds,28,,,,,
player,201209100rai,sdg,BrinCu00,rec_td,0,,,,,
player,201209100rai,sdg,BrinCu00,rec_long,12,,,,,
player,201209100rai,sdg,BrinCu00,fumbles,0,,,,,
player,201209100rai,sdg,BrinCu00,fumbles_lost,0,,,,,
player,201209100rai,sdg,RoyaEd00,pass_cmp,0,,,,,
player,201209100rai,sdg,RoyaEd00,pass_att,0,,,,,
player,201209100rai,sdg,RoyaEd00,pass_yds,0,,,,,
player,201209100rai,sdg,RoyaEd00,pass_td,0,,,,,
player,201209100rai,sdg,RoyaEd00,pass_int,0,,,,,
player,201209100rai,sdg,RoyaEd00,pass_sacked,0,,,,,
player,201209100rai,sdg,RoyaEd00,pass_sacked_yds,0,,,,,
player,201209100rai,sdg,RoyaEd00,pass_long,0,,,,,
player,201209100rai,sdg,RoyaEd00,pass_rating,,,,,,
player,201209100rai,sdg,RoyaEd00,rush_att,2,,,,,
player,201209100rai,sdg,RoyaEd00,rush_yds,12,,,,,
player,201209100rai,sdg,RoyaEd00,rush_td,0,,,,,
player,201209100rai,sdg,RoyaEd00,rush_long,11,,,,,
player,201209100rai,sdg,RoyaEd00,targets,2,,,,,
player,201209100rai,sdg,RoyaEd00,rec,2,,,,,
player,201209100rai,sdg,RoyaEd00,rec_yds,4,,,,,
player,201209100rai,sdg,RoyaEd00,rec_td,0,,,,,
player,201209100rai,sdg,RoyaEd00,rec_long,7,,,,,
player,201209100rai,sdg,RoyaEd00,fumbles,0,,,,,
player,201209100rai,sdg,RoyaEd00,fumbles_lost,0,,,,,
player,201209100rai,sdg,BrowRo05,pass_cmp,0,,,,,
player,201209100rai,sdg,BrowRo05,pass_att,0,,,,,
player,201209100rai,sdg,BrowRo05,pass_yds,0,,,,,
player,201209100rai,sdg,BrowRo05,pass_td,0,,,,,
player,201209100rai,sdg,BrowRo05,pass_int,0,,,,,
player,201209100rai,sdg,BrowRo05,pass_sacked,0,,,,,
player,201209100rai,sdg,BrowRo05,pass_sacked_yds,0,,,,,
player,201209100rai,sdg,BrowRo05,pass_long,0,,,,,
player,201209100rai,sdg,BrowRo05,pass_rating,,,,,,
player,201209100rai,sdg,BrowRo05,rush_att,5,,,,,
player,201209100rai,sdg,BrowRo05,rush_yds,5,,,,,
player,201209100rai,sdg,BrowRo05,rush_td,0,,,,,
player,201209100rai,sdg,BrowRo05,rush_long,4,,,,,
player,201209100rai,sdg,BrowRo05,targets,5,,,,,
player,201209100rai,sdg,BrowRo05,rec,5,,,,,
player,201209100rai,sdg,BrowRo05,rec_yds,26,,,,,
player,201209100rai,sdg,BrowRo05,rec_td,0,,,,,
player,201209100rai,sdg,BrowRo05,rec_long,7,,,,,
player,201209100rai,sdg,BrowRo05,fumbles,0,,,,,
player,201209100rai,sdg,BrowRo05,fumbles_lost,0,,,,,
player,201209100rai,sdg,McClLe00,pass_cmp,0,,,,,
player,201209100rai,sdg,McClLe00,pass_att,0,,,,,
player,201209100rai,sdg,McClLe00,pass_yds,0,,,,,
player,201209100rai,sdg,McClLe00,pass_td,0,,,,,
player,201209100rai,sdg,McClLe00,pass_int,0,,,,,
player,201209100rai,sdg,McClLe00,pass_sacked,0,,,,,
player,201209100rai,sdg,McClLe00,pass_sacked_yds,0,,,,,
player,201209100rai,sdg,McClLe00,pass_long,0,,,,,
player,201209100rai,sdg,McClLe00,pass_rating,,,,,,
player,201209100rai,sdg,McClLe00,rush_att,2,,,,,
player,201209100rai,sdg,McClLe00,rush_yds,5,,,,,
player,201209100rai,sdg,McClLe00,rush_td,0,,,,,
player,201209100rai,sdg,McClLe00,rush_long,4,,,,,
player,201209100rai,sdg,McClLe00,targets,4,,,,,
player,201209100rai,sdg,McClLe00,rec,4,,,,,
player,201209100rai,sdg,McClLe00,rec_yds,15,,,,,
player,201209100rai,sdg,McClLe00,rec_td,0,,,,,
player,201209100rai,sdg,McClLe00,rec_long,7,,,,,
player,201209100rai,sdg,McClLe00,fumbles,0,,,,,
player,201209100rai,sdg,McClLe00,fumbles_lost,0,,,,,
player,201209100rai,sdg,FloyMa00,pass_cmp,0,,,,,
player,201209100rai,sdg,FloyMa00,pass_att,0,,,,,
player,201209100rai,sdg,FloyMa00,pass_yds,0,,,,,
player,201209100rai,sdg,FloyMa00,pass_td,0,,,,,
player,201209100rai,sdg,FloyMa00,pass_int,0,,,,,
player,201209100rai,sdg,FloyMa00,pass_sacked,0,,,,,
player,201209100rai,sdg,FloyMa00,pass_sacked_yds,0,,,,,
player,201209100rai,sdg,FloyMa00,pass_long,0,,,,,
player,201209100rai,sdg,FloyMa00,pass_rating,,,,,,
player,201209100rai,sdg,FloyMa00,rush_att,0,,,,,
player,201209100rai,sdg,FloyMa00,rush_yds,0,,,,,
player,201209100rai,sdg,FloyMa00,rush_td,0,,,,,
player,201209100rai,sdg,FloyMa00,rush_long,0,,,,,
player,201209100rai,sdg,FloyMa00,targets,6,,,,,
player,201209100rai,sdg,FloyMa00,rec,4,,,,,
player,201209100rai,sdg,FloyMa00,rec_yds,66,,,,,
player,201209100rai,sdg,FloyMa00,rec_td,1,,,,,
player,201209100rai,sdg,FloyMa00,rec_long,25,,,,,
player,201209100rai,sdg,FloyMa00,fumbles,0,,,,,
player,201209100rai,sdg,FloyMa00,fumbles_lost,0,,,,,
player,201209100rai,sdg,MeacRo00,pass_cmp,0,,,,,
player,201209100rai,sdg,MeacRo00,pass_att,0,,,,,
player,201209100rai,sdg,MeacRo00,pass_yds,0,,,,,
player,201209100rai,sdg,MeacRo00,pass_td,0,,,,,
player,201209100rai,sdg,MeacRo00,pass_int,0,,,,,
player,201209100rai,sdg,MeacRo00,pass_sacked,0,,,,,
player,201209100rai,sdg,MeacRo00,pass_sacked_yds,0,,,,,
player,201209100rai,sdg,MeacRo00,pass_long,0,,,,,
player,201209100rai,sdg,MeacRo00,pass_rating,,,,,,
player,201209100rai,sdg,MeacRo00,rush_att,0,,,,,
player,201209100rai,sdg,MeacRo00,rush_yds,0,,,,,
player,201209100rai,sdg,MeacRo00,rush_td,0,,,,,
player,201209100rai,sdg,MeacRo00,rush_long,0,,,,,
player,201209100rai,sdg,MeacRo00,targets,2,,,,,
player,201209100rai,sdg,MeacRo00,rec,2,,,,,
player,201209100rai,sdg,MeacRo00,rec_yds,49,,,,,
player,201209100rai,sdg,MeacRo00,rec_td,0,,,,,
player,201209100rai,sdg,MeacRo00,rec_long,46,,,,,
player,201209100rai,sdg,MeacRo00,fumbles,0,,,,,
player,201209100rai,sdg,MeacRo00,fumbles_lost,0,,,,,
player,201209100rai,sdg,GateAn00,pass_cmp,0,,,,,
player,201209100rai,sdg,GateAn00,pass_att,0,,,,,
player,201209100rai,sdg,GateAn00,pass_yds,0,,,,,
player,201209100rai,sdg,GateAn00,pass_td,0,,,,,
player,201209100rai,sdg,GateAn00,pass_int,0,,,,,
player,201209100rai,sdg,GateAn00,pass_sacked,0,,,,,
player,201209100rai,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201209100rai,sdg,GateAn00,pass_long,0,,,,,
player,201209100rai,sdg,GateAn00,pass_rating,,,,,,
player,201209100rai,sdg,GateAn00,rush_att,0,,,,,
player,201209100rai,sdg,GateAn00,rush_yds,0,,,,,
player,201209100rai,sdg,GateAn00,rush_td,0,,,,,
player,201209100rai,sdg,GateAn00,rush_long,0,,,,,
player,201209100rai,sdg,GateAn00,targets,8,,,,,
player,201209100rai,sdg,GateAn00,rec,4,,,,,
player,201209100rai,sdg,GateAn00,rec_yds,43,,,,,
player,201209100rai,sdg,GateAn00,rec_td,0,,,,,
player,201209100rai,sdg,GateAn00,rec_long,17,,,,,
player,201209100rai,sdg,GateAn00,fumbles,0,,,,,
player,201209100rai,sdg,GateAn00,fumbles_lost,0,,,,,
player,201209100rai,sdg,RosaDa00,pass_cmp,0,,,,,
player,201209100rai,sdg,RosaDa00,pass_att,0,,,,,
player,201209100rai,sdg,RosaDa00,pass_yds,0,,,,,
player,201209100rai,sdg,RosaDa00,pass_td,0,,,,,
player,201209100rai,sdg,RosaDa00,pass_int,0,,,,,
player,201209100rai,sdg,RosaDa00,pass_sacked,0,,,,,
player,201209100rai,sdg,RosaDa00,pass_sacked_yds,0,,,,,
player,201209100rai,sdg,RosaDa00,pass_long,0,,,,,
player,201209100rai,sdg,RosaDa00,pass_rating,,,,,,
player,201209100rai,sdg,RosaDa00,rush_att,0,,,,,
player,201209100rai,sdg,RosaDa00,rush_yds,0,,,,,
player,201209100rai,sdg,RosaDa00,rush_td,0,,,,,
player,201209100rai,sdg,RosaDa00,rush_long,0,,,,,
player,201209100rai,sdg,RosaDa00,targets,1,,,,,
player,201209100rai,sdg,RosaDa00,rec,0,,,,,
player,201209100rai,sdg,RosaDa00,rec_yds,0,,,,,
player,201209100rai,sdg,RosaDa00,rec_td,0,,,,,
player,201209100rai,sdg,RosaDa00,rec_long,0,,,,,
player,201209100rai,sdg,RosaDa00,fumbles,0,,,,,
player,201209100rai,sdg,RosaDa00,fumbles_lost,0,,,,,
player,201209100rai,rai,PalmCa00,pass_cmp,32,,,,,
player,201209100rai,rai,PalmCa00,pass_att,46,,,,,
player,201209100rai,rai,PalmCa00,pass_yds,297,,,,,
player,201209100rai,rai,PalmCa00,pass_td,1,,,,,
player,201209100rai,rai,PalmCa00,pass_int,0,,,,,
player,201209100rai,rai,PalmCa00,pass_sacked,3,,,,,
player,201209100rai,rai,PalmCa00,pass_sacked_yds,21,,,,,
player,201209100rai,rai,PalmCa00,pass_long,26,,,,,
player,201209100rai,rai,PalmCa00,pass_rating,94.2,,,,,
player,201209100rai,rai,PalmCa00,rush_att,0,,,,,
player,201209100rai,rai,PalmCa00,rush_yds,0,,,,,
player,201209100rai,rai,PalmCa00,rush_td,0,,,,,
player,201209100rai,rai,PalmCa00,rush_long,0,,,,,
player,201209100rai,rai,PalmCa00,targets,0,,,,,
player,201209100rai,rai,PalmCa00,rec,0,,,,,
player,201209100rai,rai,PalmCa00,rec_yds,0,,,,,
player,201209100rai,rai,PalmCa00,rec_td,0,,,,,
player,201209100rai,rai,PalmCa00,rec_long,0,,,,,
player,201209100rai,rai,PalmCa00,fumbles,0,,,,,
player,201209100rai,rai,PalmCa00,fumbles_lost,0,,,,,
player,201209100rai,rai,McFaDa00,pass_cmp,0,,,,,
player,201209100rai,rai,McFaDa00,pass_att,0,,,,,
player,201209100rai,rai,McFaDa00,pass_yds,0,,,,,
player,201209100rai,rai,McFaDa00,pass_td,0,,,,,
player,201209100rai,rai,McFaDa00,pass_int,0,,,,,
player,201209100rai,rai,McFaDa00,pass_sacked,,,,,,
player,201209100rai,rai,McFaDa00,pass_sacked_yds,0,,,,,
player,201209100rai,rai,McFaDa00,pass_long,0,,,,,
player,201209100rai,rai,McFaDa00,pass_rating,,,,,,
player,201209100rai,rai,McFaDa00,rush_att,15,,,,,
player,201209100rai,rai,McFaDa00,rush_yds,32,,,,,
player,201209100rai,rai,McFaDa00,rush_td,0,,,,,
player,201209100rai,rai,McFaDa00,rush_long,8,,,,,
player,201209100rai,rai,McFaDa00,targets,18,,,,,
player,201209100rai,rai,McFaDa00,rec,13,,,,,
player,201209100rai,rai,McFaDa00,rec_yds,86,,,,,
player,201209100rai,rai,McFaDa00,rec_td,0,,,,,
player,201209100rai,rai,McFaDa00,rec_long,17,,,,,
player,201209100rai,rai,McFaDa00,fumbles,0,,,,,
player,201209100rai,rai,McFaDa00,fumbles_lost,0,,,,,
player,201209100rai,rai,GoodMi00,pass_cmp,0,,,,,
player,201209100rai,rai,GoodMi00,pass_att,0,,,,,
player,201209100rai,rai,GoodMi00,pass_yds,0,,,,,
player,201209100rai,rai,GoodMi00,pass_td,0,,,,,
player,201209100rai,rai,GoodMi00,pass_int,0,,,,,
player,201209100rai,rai,GoodMi00,pass_sacked,,,,,,
player,201209100rai,rai,GoodMi00,pass_sacked_yds,0,,,,,
player,201209100rai,rai,GoodMi00,pass_long,0,,,,,
player,201209100rai,rai,GoodMi00,pass_rating,,,,,,
