game,2012,4,20120930,201209300den,rai,"Oakland Raiders",6,den,"Denver Broncos",37
team,201209300den,rai,First Downs,12,,,,,,
team,201209300den,den,First Downs,26,,,,,,
team,201209300den,rai,Rush-Yds-TDs,16-56-0,,,,,,
team,201209300den,den,Rush-Yds-TDs,38-165-1,,,,,,
team,201209300den,rai,Cmp-Att-Yd-TD-INT,19-34-202-0-0,,,,,,
team,201209300den,den,Cmp-Att-Yd-TD-INT,30-39-338-3-0,,,,,,
team,201209300den,rai,Sacked-Yards,3-21,,,,,,
team,201209300den,den,Sacked-Yards,0-0,,,,,,
team,201209300den,rai,Net Pass Yards,181,,,,,,
team,201209300den,den,Net Pass Yards,338,,,,,,
team,201209300den,rai,Total Yards,237,,,,,,
team,201209300den,den,Total Yards,503,,,,,,
team,201209300den,rai,Fumbles-Lost,1-0,,,,,,
team,201209300den,den,Fumbles-Lost,1-1,,,,,,
team,201209300den,rai,Turnovers,0,,,,,,
team,201209300den,den,Turnovers,1,,,,,,
team,201209300den,rai,Penalties-Yards,5-41,,,,,,
team,201209300den,den,Penalties-Yards,4-30,,,,,,
team,201209300den,rai,Third Down Conv.,1-12,,,,,,
team,201209300den,den,Third Down Conv.,10-16,,,,,,
team,201209300den,rai,Fourth Down Conv.,1-2,,,,,,
team,201209300den,den,Fourth Down Conv.,1-2,,,,,,
team,201209300den,rai,Time of Possession,22:35,,,,,,
team,201209300den,den,Time of Possession,37:25,,,,,,
player,201209300den,rai,PalmCa00,pass_cmp,19,,,,,
player,201209300den,rai,PalmCa00,pass_att,34,,,,,
player,201209300den,rai,PalmCa00,pass_yds,202,,,,,
player,201209300den,rai,PalmCa00,pass_td,0,,,,,
player,201209300den,rai,PalmCa00,pass_int,0,,,,,
player,201209300den,rai,PalmCa00,pass_sacked,3,,,,,
player,201209300den,rai,PalmCa00,pass_sacked_yds,21,,,,,
player,201209300den,rai,PalmCa00,pass_long,37,,,,,
player,201209300den,rai,PalmCa00,pass_rating,73.4,,,,,
player,201209300den,rai,PalmCa00,rush_att,0,,,,,
player,201209300den,rai,PalmCa00,rush_yds,0,,,,,
player,201209300den,rai,PalmCa00,rush_td,0,,,,,
player,201209300den,rai,PalmCa00,rush_long,0,,,,,
player,201209300den,rai,PalmCa00,targets,0,,,,,
player,201209300den,rai,PalmCa00,rec,0,,,,,
player,201209300den,rai,PalmCa00,rec_yds,0,,,,,
player,201209300den,rai,PalmCa00,rec_td,0,,,,,
player,201209300den,rai,PalmCa00,rec_long,0,,,,,
player,201209300den,rai,PalmCa00,fumbles,1,,,,,
player,201209300den,rai,PalmCa00,fumbles_lost,0,,,,,
player,201209300den,rai,McFaDa00,pass_cmp,0,,,,,
player,201209300den,rai,McFaDa00,pass_att,0,,,,,
player,201209300den,rai,McFaDa00,pass_yds,0,,,,,
player,201209300den,rai,McFaDa00,pass_td,0,,,,,
player,201209300den,rai,McFaDa00,pass_int,0,,,,,
player,201209300den,rai,McFaDa00,pass_sacked,,,,,,
player,201209300den,rai,McFaDa00,pass_sacked_yds,0,,,,,
player,201209300den,rai,McFaDa00,pass_long,0,,,,,
player,201209300den,rai,McFaDa00,pass_rating,,,,,,
player,201209300den,rai,McFaDa00,rush_att,13,,,,,
player,201209300den,rai,McFaDa00,rush_yds,34,,,,,
player,201209300den,rai,McFaDa00,rush_td,0,,,,,
player,201209300den,rai,McFaDa00,rush_long,8,,,,,
player,201209300den,rai,McFaDa00,targets,1,,,,,
player,201209300den,rai,McFaDa00,rec,1,,,,,
player,201209300den,rai,McFaDa00,rec_yds,4,,,,,
player,201209300den,rai,McFaDa00,rec_td,0,,,,,
player,201209300den,rai,McFaDa00,rec_long,4,,,,,
player,201209300den,rai,McFaDa00,fumbles,0,,,,,
player,201209300den,rai,McFaDa00,fumbles_lost,0,,,,,
player,201209300den,rai,GoodMi00,pass_cmp,0,,,,,
player,201209300den,rai,GoodMi00,pass_att,0,,,,,
player,201209300den,rai,GoodMi00,pass_yds,0,,,,,
player,201209300den,rai,GoodMi00,pass_td,0,,,,,
player,201209300den,rai,GoodMi00,pass_int,0,,,,,
player,201209300den,rai,GoodMi00,pass_sacked,,,,,,
player,201209300den,rai,GoodMi00,pass_sacked_yds,0,,,,,
player,201209300den,rai,GoodMi00,pass_long,0,,,,,
player,201209300den,rai,GoodMi00,pass_rating,,,,,,
player,201209300den,rai,GoodMi00,rush_att,3,,,,,
player,201209300den,rai,GoodMi00,rush_yds,22,,,,,
player,201209300den,rai,GoodMi00,rush_td,0,,,,,
player,201209300den,rai,GoodMi00,rush_long,13,,,,,
player,201209300den,rai,GoodMi00,targets,3,,,,,
player,201209300den,rai,GoodMi00,rec,3,,,,,
player,201209300den,rai,GoodMi00,rec_yds,-5,,,,,
player,201209300den,rai,GoodMi00,rec_td,0,,,,,
player,201209300den,rai,GoodMi00,rec_long,0,,,,,
player,201209300den,rai,GoodMi00,fumbles,0,,,,,
player,201209300den,rai,GoodMi00,fumbles_lost,0,,,,,
player,201209300den,rai,MoorDe02,pass_cmp,0,,,,,
player,201209300den,rai,MoorDe02,pass_att,0,,,,,
player,201209300den,rai,MoorDe02,pass_yds,0,,,,,
player,201209300den,rai,MoorDe02,pass_td,0,,,,,
player,201209300den,rai,MoorDe02,pass_int,0,,,,,
player,201209300den,rai,MoorDe02,pass_sacked,,,,,,
player,201209300den,rai,MoorDe02,pass_sacked_yds,0,,,,,
player,201209300den,rai,MoorDe02,pass_long,0,,,,,
player,201209300den,rai,MoorDe02,pass_rating,,,,,,
player,201209300den,rai,MoorDe02,rush_att,0,,,,,
player,201209300den,rai,MoorDe02,rush_yds,0,,,,,
player,201209300den,rai,MoorDe02,rush_td,0,,,,,
player,201209300den,rai,MoorDe02,rush_long,0,,,,,
player,201209300den,rai,MoorDe02,targets,8,,,,,
player,201209300den,rai,MoorDe02,rec,4,,,,,
player,201209300den,rai,MoorDe02,rec_yds,71,,,,,
player,201209300den,rai,MoorDe02,rec_td,0,,,,,
player,201209300den,rai,MoorDe02,rec_long,37,,,,,
player,201209300den,rai,MoorDe02,fumbles,0,,,,,
player,201209300den,rai,MoorDe02,fumbles_lost,0,,,,,
player,201209300den,rai,ReecMa00,pass_cmp,0,,,,,
player,201209300den,rai,ReecMa00,pass_att,0,,,,,
player,201209300den,rai,ReecMa00,pass_yds,0,,,,,
player,201209300den,rai,ReecMa00,pass_td,0,,,,,
player,201209300den,rai,ReecMa00,pass_int,0,,,,,
player,201209300den,rai,ReecMa00,pass_sacked,,,,,,
player,201209300den,rai,ReecMa00,pass_sacked_yds,0,,,,,
player,201209300den,rai,ReecMa00,pass_long,0,,,,,
player,201209300den,rai,ReecMa00,pass_rating,,,,,,
player,201209300den,rai,ReecMa00,rush_att,0,,,,,
player,201209300den,rai,ReecMa00,rush_yds,0,,,,,
player,201209300den,rai,ReecMa00,rush_td,0,,,,,
player,201209300den,rai,ReecMa00,rush_long,0,,,,,
