game,2012,2,20120916,201209160car,nor,"New Orleans Saints",27,car,"Carolina Panthers",35
player,201209160car,car,LaFeBr00,pass_sacked,0,,,,,
player,201209160car,car,LaFeBr00,pass_sacked_yds,0,,,,,
player,201209160car,car,LaFeBr00,pass_long,0,,,,,
player,201209160car,car,LaFeBr00,pass_rating,,,,,,
player,201209160car,car,LaFeBr00,rush_att,1,,,,,
player,201209160car,car,LaFeBr00,rush_yds,25,,,,,
player,201209160car,car,LaFeBr00,rush_td,0,,,,,
player,201209160car,car,LaFeBr00,rush_long,25,,,,,
player,201209160car,car,LaFeBr00,targets,8,,,,,
player,201209160car,car,LaFeBr00,rec,6,,,,,
player,201209160car,car,LaFeBr00,rec_yds,90,,,,,
player,201209160car,car,LaFeBr00,rec_td,0,,,,,
player,201209160car,car,LaFeBr00,rec_long,27,,,,,
player,201209160car,car,LaFeBr00,fumbles,0,,,,,
player,201209160car,car,LaFeBr00,fumbles_lost,0,,,,,
player,201209160car,car,TolbMi00,pass_cmp,0,,,,,
player,201209160car,car,TolbMi00,pass_att,0,,,,,
player,201209160car,car,TolbMi00,pass_yds,0,,,,,
player,201209160car,car,TolbMi00,pass_td,0,,,,,
player,201209160car,car,TolbMi00,pass_int,0,,,,,
player,201209160car,car,TolbMi00,pass_sacked,0,,,,,
player,201209160car,car,TolbMi00,pass_sacked_yds,0,,,,,
player,201209160car,car,TolbMi00,pass_long,0,,,,,
player,201209160car,car,TolbMi00,pass_rating,,,,,,
player,201209160car,car,TolbMi00,rush_att,2,,,,,
player,201209160car,car,TolbMi00,rush_yds,3,,,,,
player,201209160car,car,TolbMi00,rush_td,1,,,,,
player,201209160car,car,TolbMi00,rush_long,2,,,,,
player,201209160car,car,TolbMi00,targets,2,,,,,
player,201209160car,car,TolbMi00,rec,2,,,,,
player,201209160car,car,TolbMi00,rec_yds,23,,,,,
player,201209160car,car,TolbMi00,rec_td,0,,,,,
player,201209160car,car,TolbMi00,rec_long,20,,,,,
player,201209160car,car,TolbMi00,fumbles,0,,,,,
player,201209160car,car,TolbMi00,fumbles_lost,0,,,,,
player,201209160car,car,SmitSt01,pass_cmp,0,,,,,
player,201209160car,car,SmitSt01,pass_att,0,,,,,
player,201209160car,car,SmitSt01,pass_yds,0,,,,,
player,201209160car,car,SmitSt01,pass_td,0,,,,,
player,201209160car,car,SmitSt01,pass_int,0,,,,,
player,201209160car,car,SmitSt01,pass_sacked,0,,,,,
player,201209160car,car,SmitSt01,pass_sacked_yds,0,,,,,
player,201209160car,car,SmitSt01,pass_long,0,,,,,
player,201209160car,car,SmitSt01,pass_rating,,,,,,
player,201209160car,car,SmitSt01,rush_att,0,,,,,
player,201209160car,car,SmitSt01,rush_yds,0,,,,,
player,201209160car,car,SmitSt01,rush_td,0,,,,,
player,201209160car,car,SmitSt01,rush_long,0,,,,,
player,201209160car,car,SmitSt01,targets,4,,,,,
player,201209160car,car,SmitSt01,rec,3,,,,,
player,201209160car,car,SmitSt01,rec_yds,104,,,,,
player,201209160car,car,SmitSt01,rec_td,0,,,,,
player,201209160car,car,SmitSt01,rec_long,66,,,,,
player,201209160car,car,SmitSt01,fumbles,0,,,,,
player,201209160car,car,SmitSt01,fumbles_lost,0,,,,,
player,201209160car,car,OlseGr00,pass_cmp,0,,,,,
player,201209160car,car,OlseGr00,pass_att,0,,,,,
player,201209160car,car,OlseGr00,pass_yds,0,,,,,
player,201209160car,car,OlseGr00,pass_td,0,,,,,
player,201209160car,car,OlseGr00,pass_int,0,,,,,
player,201209160car,car,OlseGr00,pass_sacked,0,,,,,
player,201209160car,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201209160car,car,OlseGr00,pass_long,0,,,,,
player,201209160car,car,OlseGr00,pass_rating,,,,,,
player,201209160car,car,OlseGr00,rush_att,0,,,,,
player,201209160car,car,OlseGr00,rush_yds,0,,,,,
player,201209160car,car,OlseGr00,rush_td,0,,,,,
player,201209160car,car,OlseGr00,rush_long,0,,,,,
player,201209160car,car,OlseGr00,targets,3,,,,,
player,201209160car,car,OlseGr00,rec,1,,,,,
player,201209160car,car,OlseGr00,rec_yds,13,,,,,
player,201209160car,car,OlseGr00,rec_td,0,,,,,
player,201209160car,car,OlseGr00,rec_long,13,,,,,
player,201209160car,car,OlseGr00,fumbles,0,,,,,
player,201209160car,car,OlseGr00,fumbles_lost,0,,,,,
player,201209160car,car,PilaKe00,pass_cmp,0,,,,,
player,201209160car,car,PilaKe00,pass_att,0,,,,,
player,201209160car,car,PilaKe00,pass_yds,0,,,,,
player,201209160car,car,PilaKe00,pass_td,0,,,,,
player,201209160car,car,PilaKe00,pass_int,0,,,,,
player,201209160car,car,PilaKe00,pass_sacked,0,,,,,
player,201209160car,car,PilaKe00,pass_sacked_yds,0,,,,,
player,201209160car,car,PilaKe00,pass_long,0,,,,,
player,201209160car,car,PilaKe00,pass_rating,,,,,,
player,201209160car,car,PilaKe00,rush_att,0,,,,,
player,201209160car,car,PilaKe00,rush_yds,0,,,,,
player,201209160car,car,PilaKe00,rush_td,0,,,,,
player,201209160car,car,PilaKe00,rush_long,0,,,,,
player,201209160car,car,PilaKe00,targets,1,,,,,
player,201209160car,car,PilaKe00,rec,1,,,,,
player,201209160car,car,PilaKe00,rec_yds,6,,,,,
player,201209160car,car,PilaKe00,rec_td,0,,,,,
player,201209160car,car,PilaKe00,rec_long,6,,,,,
player,201209160car,car,PilaKe00,fumbles,0,,,,,
player,201209160car,car,PilaKe00,fumbles_lost,0,,,,,
player,201209160car,nor,JordCa00,def_int,0,,,,,
player,201209160car,nor,JordCa00,def_int_yds,0,,,,,
player,201209160car,nor,JordCa00,def_int_td,0,,,,,
player,201209160car,nor,JordCa00,def_int_long,0,,,,,
player,201209160car,nor,JordCa00,pass_defended,0,,,,,
player,201209160car,nor,JordCa00,sacks,1.0,,,,,
player,201209160car,nor,JordCa00,tackles_combined,4,,,,,
player,201209160car,nor,JordCa00,tackles_solo,3,,,,,
player,201209160car,nor,JordCa00,tackles_assists,1,,,,,
player,201209160car,nor,JordCa00,tackles_loss,1,,,,,
player,201209160car,nor,JordCa00,qb_hits,1,,,,,
player,201209160car,nor,JordCa00,fumbles_rec,0,,,,,
player,201209160car,nor,JordCa00,fumbles_rec_yds,0,,,,,
player,201209160car,nor,JordCa00,fumbles_rec_td,0,,,,,
player,201209160car,nor,JordCa00,fumbles_forced,0,,,,,
player,201209160car,nor,JenkMa99,def_int,0,,,,,
player,201209160car,nor,JenkMa99,def_int_yds,0,,,,,
player,201209160car,nor,JenkMa99,def_int_td,0,,,,,
player,201209160car,nor,JenkMa99,def_int_long,0,,,,,
player,201209160car,nor,JenkMa99,pass_defended,0,,,,,
player,201209160car,nor,JenkMa99,sacks,0.0,,,,,
player,201209160car,nor,JenkMa99,tackles_combined,10,,,,,
player,201209160car,nor,JenkMa99,tackles_solo,8,,,,,
player,201209160car,nor,JenkMa99,tackles_assists,2,,,,,
player,201209160car,nor,JenkMa99,tackles_loss,0,,,,,
player,201209160car,nor,JenkMa99,qb_hits,0,,,,,
player,201209160car,nor,JenkMa99,fumbles_rec,0,,,,,
player,201209160car,nor,JenkMa99,fumbles_rec_yds,0,,,,,
player,201209160car,nor,JenkMa99,fumbles_rec_td,0,,,,,
player,201209160car,nor,JenkMa99,fumbles_forced,0,,,,,
player,201209160car,nor,LoftCu99,def_int,0,,,,,
player,201209160car,nor,LoftCu99,def_int_yds,0,,,,,
player,201209160car,nor,LoftCu99,def_int_td,0,,,,,
player,201209160car,nor,LoftCu99,def_int_long,0,,,,,
player,201209160car,nor,LoftCu99,pass_defended,0,,,,,
player,201209160car,nor,LoftCu99,sacks,0.0,,,,,
player,201209160car,nor,LoftCu99,tackles_combined,10,,,,,
player,201209160car,nor,LoftCu99,tackles_solo,5,,,,,
player,201209160car,nor,LoftCu99,tackles_assists,5,,,,,
player,201209160car,nor,LoftCu99,tackles_loss,1,,,,,
player,201209160car,nor,LoftCu99,qb_hits,0,,,,,
player,201209160car,nor,LoftCu99,fumbles_rec,0,,,,,
player,201209160car,nor,LoftCu99,fumbles_rec_yds,0,,,,,
player,201209160car,nor,LoftCu99,fumbles_rec_td,0,,,,,
player,201209160car,nor,LoftCu99,fumbles_forced,0,,,,,
player,201209160car,nor,SmitWi99,def_int,0,,,,,
player,201209160car,nor,SmitWi99,def_int_yds,0,,,,,
player,201209160car,nor,SmitWi99,def_int_td,0,,,,,
player,201209160car,nor,SmitWi99,def_int_long,0,,,,,
player,201209160car,nor,SmitWi99,pass_defended,0,,,,,
player,201209160car,nor,SmitWi99,sacks,0.0,,,,,
player,201209160car,nor,SmitWi99,tackles_combined,7,,,,,
player,201209160car,nor,SmitWi99,tackles_solo,3,,,,,
player,201209160car,nor,SmitWi99,tackles_assists,4,,,,,
player,201209160car,nor,SmitWi99,tackles_loss,0,,,,,
player,201209160car,nor,SmitWi99,qb_hits,0,,,,,
player,201209160car,nor,SmitWi99,fumbles_rec,0,,,,,
player,201209160car,nor,SmitWi99,fumbles_rec_yds,0,,,,,
player,201209160car,nor,SmitWi99,fumbles_rec_td,0,,,,,
player,201209160car,nor,SmitWi99,fumbles_forced,0,,,,,
player,201209160car,nor,WhitCo01,def_int,0,,,,,
player,201209160car,nor,WhitCo01,def_int_yds,0,,,,,
player,201209160car,nor,WhitCo01,def_int_td,0,,,,,
player,201209160car,nor,WhitCo01,def_int_long,0,,,,,
player,201209160car,nor,WhitCo01,pass_defended,0,,,,,
player,201209160car,nor,WhitCo01,sacks,0.0,,,,,
player,201209160car,nor,WhitCo01,tackles_combined,6,,,,,
player,201209160car,nor,WhitCo01,tackles_solo,4,,,,,
player,201209160car,nor,WhitCo01,tackles_assists,2,,,,,
player,201209160car,nor,WhitCo01,tackles_loss,0,,,,,
player,201209160car,nor,WhitCo01,qb_hits,0,,,,,
player,201209160car,nor,WhitCo01,fumbles_rec,0,,,,,
player,201209160car,nor,WhitCo01,fumbles_rec_yds,0,,,,,
player,201209160car,nor,WhitCo01,fumbles_rec_td,0,,,,,
player,201209160car,nor,WhitCo01,fumbles_forced,0,,,,,
player,201209160car,nor,CasiJo99,def_int,0,,,,,
player,201209160car,nor,CasiJo99,def_int_yds,0,,,,,
player,201209160car,nor,CasiJo99,def_int_td,0,,,,,
player,201209160car,nor,CasiJo99,def_int_long,0,,,,,
player,201209160car,nor,CasiJo99,pass_defended,0,,,,,
player,201209160car,nor,CasiJo99,sacks,0.0,,,,,
player,201209160car,nor,CasiJo99,tackles_combined,5,,,,,
player,201209160car,nor,CasiJo99,tackles_solo,4,,,,,
player,201209160car,nor,CasiJo99,tackles_assists,1,,,,,
player,201209160car,nor,CasiJo99,tackles_loss,1,,,,,
player,201209160car,nor,CasiJo99,qb_hits,0,,,,,
player,201209160car,nor,CasiJo99,fumbles_rec,1,,,,,
