game,2012,5,20121007,201210070nor,sdg,"San Diego Chargers",24,nor,"New Orleans Saints",31
player,201210070nor,sdg,LiugCo00,fumbles_rec,0,,,,,
player,201210070nor,sdg,LiugCo00,fumbles_rec_yds,0,,,,,
player,201210070nor,sdg,LiugCo00,fumbles_rec_td,0,,,,,
player,201210070nor,sdg,LiugCo00,fumbles_forced,0,,,,,
player,201210070nor,sdg,CasoAn99,def_int,0,,,,,
player,201210070nor,sdg,CasoAn99,def_int_yds,0,,,,,
player,201210070nor,sdg,CasoAn99,def_int_td,0,,,,,
player,201210070nor,sdg,CasoAn99,def_int_long,0,,,,,
player,201210070nor,sdg,CasoAn99,pass_defended,0,,,,,
player,201210070nor,sdg,CasoAn99,sacks,0.0,,,,,
player,201210070nor,sdg,CasoAn99,tackles_combined,8,,,,,
player,201210070nor,sdg,CasoAn99,tackles_solo,7,,,,,
player,201210070nor,sdg,CasoAn99,tackles_assists,1,,,,,
player,201210070nor,sdg,CasoAn99,tackles_loss,0,,,,,
player,201210070nor,sdg,CasoAn99,qb_hits,0,,,,,
player,201210070nor,sdg,CasoAn99,fumbles_rec,0,,,,,
player,201210070nor,sdg,CasoAn99,fumbles_rec_yds,0,,,,,
player,201210070nor,sdg,CasoAn99,fumbles_rec_td,0,,,,,
player,201210070nor,sdg,CasoAn99,fumbles_forced,1,,,,,
player,201210070nor,sdg,GilcMa00,def_int,0,,,,,
player,201210070nor,sdg,GilcMa00,def_int_yds,0,,,,,
player,201210070nor,sdg,GilcMa00,def_int_td,0,,,,,
player,201210070nor,sdg,GilcMa00,def_int_long,0,,,,,
player,201210070nor,sdg,GilcMa00,pass_defended,1,,,,,
player,201210070nor,sdg,GilcMa00,sacks,0.0,,,,,
player,201210070nor,sdg,GilcMa00,tackles_combined,4,,,,,
player,201210070nor,sdg,GilcMa00,tackles_solo,4,,,,,
player,201210070nor,sdg,GilcMa00,tackles_assists,0,,,,,
player,201210070nor,sdg,GilcMa00,tackles_loss,1,,,,,
player,201210070nor,sdg,GilcMa00,qb_hits,0,,,,,
player,201210070nor,sdg,GilcMa00,fumbles_rec,0,,,,,
player,201210070nor,sdg,GilcMa00,fumbles_rec_yds,0,,,,,
player,201210070nor,sdg,GilcMa00,fumbles_rec_td,0,,,,,
player,201210070nor,sdg,GilcMa00,fumbles_forced,0,,,,,
player,201210070nor,sdg,LyncCo99,def_int,0,,,,,
player,201210070nor,sdg,LyncCo99,def_int_yds,0,,,,,
player,201210070nor,sdg,LyncCo99,def_int_td,0,,,,,
player,201210070nor,sdg,LyncCo99,def_int_long,0,,,,,
player,201210070nor,sdg,LyncCo99,pass_defended,0,,,,,
player,201210070nor,sdg,LyncCo99,sacks,0.0,,,,,
player,201210070nor,sdg,LyncCo99,tackles_combined,4,,,,,
player,201210070nor,sdg,LyncCo99,tackles_solo,4,,,,,
player,201210070nor,sdg,LyncCo99,tackles_assists,0,,,,,
player,201210070nor,sdg,LyncCo99,tackles_loss,1,,,,,
player,201210070nor,sdg,LyncCo99,qb_hits,0,,,,,
player,201210070nor,sdg,LyncCo99,fumbles_rec,0,,,,,
player,201210070nor,sdg,LyncCo99,fumbles_rec_yds,0,,,,,
player,201210070nor,sdg,LyncCo99,fumbles_rec_td,0,,,,,
player,201210070nor,sdg,LyncCo99,fumbles_forced,0,,,,,
player,201210070nor,sdg,SpikTa00,def_int,0,,,,,
player,201210070nor,sdg,SpikTa00,def_int_yds,0,,,,,
player,201210070nor,sdg,SpikTa00,def_int_td,0,,,,,
player,201210070nor,sdg,SpikTa00,def_int_long,0,,,,,
player,201210070nor,sdg,SpikTa00,pass_defended,0,,,,,
player,201210070nor,sdg,SpikTa00,sacks,0.0,,,,,
player,201210070nor,sdg,SpikTa00,tackles_combined,4,,,,,
player,201210070nor,sdg,SpikTa00,tackles_solo,4,,,,,
player,201210070nor,sdg,SpikTa00,tackles_assists,0,,,,,
player,201210070nor,sdg,SpikTa00,tackles_loss,0,,,,,
player,201210070nor,sdg,SpikTa00,qb_hits,1,,,,,
player,201210070nor,sdg,SpikTa00,fumbles_rec,0,,,,,
player,201210070nor,sdg,SpikTa00,fumbles_rec_yds,0,,,,,
player,201210070nor,sdg,SpikTa00,fumbles_rec_td,0,,,,,
player,201210070nor,sdg,SpikTa00,fumbles_forced,0,,,,,
player,201210070nor,sdg,FranAu20,def_int,0,,,,,
player,201210070nor,sdg,FranAu20,def_int_yds,0,,,,,
player,201210070nor,sdg,FranAu20,def_int_td,0,,,,,
player,201210070nor,sdg,FranAu20,def_int_long,0,,,,,
player,201210070nor,sdg,FranAu20,pass_defended,0,,,,,
player,201210070nor,sdg,FranAu20,sacks,0.0,,,,,
player,201210070nor,sdg,FranAu20,tackles_combined,3,,,,,
player,201210070nor,sdg,FranAu20,tackles_solo,1,,,,,
player,201210070nor,sdg,FranAu20,tackles_assists,2,,,,,
player,201210070nor,sdg,FranAu20,tackles_loss,0,,,,,
player,201210070nor,sdg,FranAu20,qb_hits,0,,,,,
player,201210070nor,sdg,FranAu20,fumbles_rec,0,,,,,
player,201210070nor,sdg,FranAu20,fumbles_rec_yds,0,,,,,
player,201210070nor,sdg,FranAu20,fumbles_rec_td,0,,,,,
player,201210070nor,sdg,FranAu20,fumbles_forced,0,,,,,
player,201210070nor,sdg,JohnJa23,def_int,0,,,,,
player,201210070nor,sdg,JohnJa23,def_int_yds,0,,,,,
player,201210070nor,sdg,JohnJa23,def_int_td,0,,,,,
player,201210070nor,sdg,JohnJa23,def_int_long,0,,,,,
player,201210070nor,sdg,JohnJa23,pass_defended,0,,,,,
player,201210070nor,sdg,JohnJa23,sacks,0.0,,,,,
player,201210070nor,sdg,JohnJa23,tackles_combined,3,,,,,
player,201210070nor,sdg,JohnJa23,tackles_solo,3,,,,,
player,201210070nor,sdg,JohnJa23,tackles_assists,0,,,,,
player,201210070nor,sdg,JohnJa23,tackles_loss,1,,,,,
player,201210070nor,sdg,JohnJa23,qb_hits,0,,,,,
player,201210070nor,sdg,JohnJa23,fumbles_rec,0,,,,,
player,201210070nor,sdg,JohnJa23,fumbles_rec_yds,0,,,,,
player,201210070nor,sdg,JohnJa23,fumbles_rec_td,0,,,,,
player,201210070nor,sdg,JohnJa23,fumbles_forced,0,,,,,
player,201210070nor,sdg,MartVa99,def_int,0,,,,,
player,201210070nor,sdg,MartVa99,def_int_yds,0,,,,,
player,201210070nor,sdg,MartVa99,def_int_td,0,,,,,
player,201210070nor,sdg,MartVa99,def_int_long,0,,,,,
player,201210070nor,sdg,MartVa99,pass_defended,0,,,,,
player,201210070nor,sdg,MartVa99,sacks,0.0,,,,,
player,201210070nor,sdg,MartVa99,tackles_combined,3,,,,,
player,201210070nor,sdg,MartVa99,tackles_solo,0,,,,,
player,201210070nor,sdg,MartVa99,tackles_assists,3,,,,,
player,201210070nor,sdg,MartVa99,tackles_loss,0,,,,,
player,201210070nor,sdg,MartVa99,qb_hits,0,,,,,
player,201210070nor,sdg,MartVa99,fumbles_rec,0,,,,,
player,201210070nor,sdg,MartVa99,fumbles_rec_yds,0,,,,,
player,201210070nor,sdg,MartVa99,fumbles_rec_td,0,,,,,
player,201210070nor,sdg,MartVa99,fumbles_forced,0,,,,,
player,201210070nor,sdg,BigbAt20,def_int,0,,,,,
player,201210070nor,sdg,BigbAt20,def_int_yds,0,,,,,
player,201210070nor,sdg,BigbAt20,def_int_td,0,,,,,
player,201210070nor,sdg,BigbAt20,def_int_long,0,,,,,
player,201210070nor,sdg,BigbAt20,pass_defended,0,,,,,
player,201210070nor,sdg,BigbAt20,sacks,0.0,,,,,
player,201210070nor,sdg,BigbAt20,tackles_combined,2,,,,,
player,201210070nor,sdg,BigbAt20,tackles_solo,2,,,,,
player,201210070nor,sdg,BigbAt20,tackles_assists,0,,,,,
player,201210070nor,sdg,BigbAt20,tackles_loss,0,,,,,
player,201210070nor,sdg,BigbAt20,qb_hits,0,,,,,
player,201210070nor,sdg,BigbAt20,fumbles_rec,0,,,,,
player,201210070nor,sdg,BigbAt20,fumbles_rec_yds,0,,,,,
player,201210070nor,sdg,BigbAt20,fumbles_rec_td,0,,,,,
player,201210070nor,sdg,BigbAt20,fumbles_forced,0,,,,,
player,201210070nor,sdg,ButlDo99,def_int,0,,,,,
player,201210070nor,sdg,ButlDo99,def_int_yds,0,,,,,
player,201210070nor,sdg,ButlDo99,def_int_td,0,,,,,
player,201210070nor,sdg,ButlDo99,def_int_long,0,,,,,
player,201210070nor,sdg,ButlDo99,pass_defended,0,,,,,
player,201210070nor,sdg,ButlDo99,sacks,0.0,,,,,
player,201210070nor,sdg,ButlDo99,tackles_combined,2,,,,,
player,201210070nor,sdg,ButlDo99,tackles_solo,1,,,,,
player,201210070nor,sdg,ButlDo99,tackles_assists,1,,,,,
player,201210070nor,sdg,ButlDo99,tackles_loss,0,,,,,
player,201210070nor,sdg,ButlDo99,qb_hits,0,,,,,
player,201210070nor,sdg,ButlDo99,fumbles_rec,0,,,,,
player,201210070nor,sdg,ButlDo99,fumbles_rec_yds,0,,,,,
player,201210070nor,sdg,ButlDo99,fumbles_rec_td,0,,,,,
player,201210070nor,sdg,ButlDo99,fumbles_forced,0,,,,,
player,201210070nor,sdg,EnglLa99,def_int,0,,,,,
player,201210070nor,sdg,EnglLa99,def_int_yds,0,,,,,
player,201210070nor,sdg,EnglLa99,def_int_td,0,,,,,
player,201210070nor,sdg,EnglLa99,def_int_long,0,,,,,
player,201210070nor,sdg,EnglLa99,pass_defended,0,,,,,
player,201210070nor,sdg,EnglLa99,sacks,0.0,,,,,
player,201210070nor,sdg,EnglLa99,tackles_combined,2,,,,,
player,201210070nor,sdg,EnglLa99,tackles_solo,0,,,,,
player,201210070nor,sdg,EnglLa99,tackles_assists,2,,,,,
player,201210070nor,sdg,EnglLa99,tackles_loss,0,,,,,
player,201210070nor,sdg,EnglLa99,qb_hits,0,,,,,
player,201210070nor,sdg,EnglLa99,fumbles_rec,0,,,,,
player,201210070nor,sdg,EnglLa99,fumbles_rec_yds,0,,,,,
player,201210070nor,sdg,EnglLa99,fumbles_rec_td,0,,,,,
player,201210070nor,sdg,EnglLa99,fumbles_forced,0,,,,,
player,201210070nor,sdg,WillDe22,def_int,0,,,,,
player,201210070nor,sdg,WillDe22,def_int_yds,0,,,,,
player,201210070nor,sdg,WillDe22,def_int_td,0,,,,,
player,201210070nor,sdg,WillDe22,def_int_long,0,,,,,
player,201210070nor,sdg,WillDe22,pass_defended,0,,,,,
player,201210070nor,sdg,WillDe22,sacks,0.0,,,,,
player,201210070nor,sdg,WillDe22,tackles_combined,2,,,,,
player,201210070nor,sdg,WillDe22,tackles_solo,2,,,,,
player,201210070nor,sdg,WillDe22,tackles_assists,0,,,,,
player,201210070nor,sdg,WillDe22,tackles_loss,0,,,,,
player,201210070nor,sdg,WillDe22,qb_hits,0,,,,,
player,201210070nor,sdg,WillDe22,fumbles_rec,0,,,,,
player,201210070nor,sdg,WillDe22,fumbles_rec_yds,0,,,,,
player,201210070nor,sdg,WillDe22,fumbles_rec_td,0,,,,,
player,201210070nor,sdg,WillDe22,fumbles_forced,0,,,,,
player,201210070nor,sdg,RosaDa00,def_int,0,,,,,
player,201210070nor,sdg,RosaDa00,def_int_yds,0,,,,,
player,201210070nor,sdg,RosaDa00,def_int_td,0,,,,,
player,201210070nor,sdg,RosaDa00,def_int_long,0,,,,,
player,201210070nor,sdg,RosaDa00,pass_defended,0,,,,,
player,201210070nor,sdg,RosaDa00,sacks,0.0,,,,,
player,201210070nor,sdg,RosaDa00,tackles_combined,1,,,,,
player,201210070nor,sdg,RosaDa00,tackles_solo,1,,,,,
player,201210070nor,sdg,RosaDa00,tackles_assists,0,,,,,
player,201210070nor,sdg,RosaDa00,tackles_loss,0,,,,,
player,201210070nor,sdg,RosaDa00,qb_hits,0,,,,,
player,201210070nor,sdg,RosaDa00,fumbles_rec,0,,,,,
player,201210070nor,sdg,RosaDa00,fumbles_rec_yds,0,,,,,
player,201210070nor,sdg,RosaDa00,fumbles_rec_td,0,,,,,
player,201210070nor,sdg,RosaDa00,fumbles_forced,0,,,,,
player,201210070nor,sdg,StucDa20,def_int,0,,,,,
player,201210070nor,sdg,StucDa20,def_int_yds,0,,,,,
player,201210070nor,sdg,StucDa20,def_int_td,0,,,,,
player,201210070nor,sdg,StucDa20,def_int_long,0,,,,,
player,201210070nor,sdg,StucDa20,pass_defended,0,,,,,
player,201210070nor,sdg,StucDa20,sacks,0.0,,,,,
player,201210070nor,sdg,StucDa20,tackles_combined,1,,,,,
player,201210070nor,sdg,StucDa20,tackles_solo,1,,,,,
player,201210070nor,sdg,StucDa20,tackles_assists,0,,,,,
player,201210070nor,sdg,StucDa20,tackles_loss,0,,,,,
player,201210070nor,sdg,StucDa20,qb_hits,0,,,,,
player,201210070nor,sdg,StucDa20,fumbles_rec,0,,,,,
player,201210070nor,sdg,StucDa20,fumbles_rec_yds,0,,,,,
player,201210070nor,sdg,StucDa20,fumbles_rec_td,0,,,,,
player,201210070nor,sdg,StucDa20,fumbles_forced,0,,,,,
player,201210070nor,sdg,WindMi00,def_int,0,,,,,
player,201210070nor,sdg,WindMi00,def_int_yds,0,,,,,
player,201210070nor,sdg,WindMi00,def_int_td,0,,,,,
player,201210070nor,sdg,WindMi00,def_int_long,0,,,,,
player,201210070nor,sdg,WindMi00,pass_defended,0,,,,,
player,201210070nor,sdg,WindMi00,sacks,0.0,,,,,
player,201210070nor,sdg,WindMi00,tackles_combined,1,,,,,
player,201210070nor,sdg,WindMi00,tackles_solo,1,,,,,
player,201210070nor,sdg,WindMi00,tackles_assists,0,,,,,
player,201210070nor,sdg,WindMi00,tackles_loss,0,,,,,
player,201210070nor,sdg,WindMi00,qb_hits,0,,,,,
player,201210070nor,sdg,WindMi00,fumbles_rec,0,,,,,
player,201210070nor,sdg,WindMi00,fumbles_rec_yds,0,,,,,
player,201210070nor,sdg,WindMi00,fumbles_rec_td,0,,,,,
player,201210070nor,sdg,WindMi00,fumbles_forced,0,,,,,
player,201210070nor,sdg,BarnAn99,def_int,0,,,,,
player,201210070nor,sdg,BarnAn99,def_int_yds,0,,,,,
player,201210070nor,sdg,BarnAn99,def_int_td,0,,,,,
player,201210070nor,sdg,BarnAn99,def_int_long,0,,,,,
player,201210070nor,sdg,BarnAn99,pass_defended,0,,,,,
player,201210070nor,sdg,BarnAn99,sacks,0.0,,,,,
player,201210070nor,sdg,BarnAn99,tackles_combined,0,,,,,
player,201210070nor,sdg,BarnAn99,tackles_solo,0,,,,,
player,201210070nor,sdg,BarnAn99,tackles_assists,0,,,,,
player,201210070nor,sdg,BarnAn99,tackles_loss,0,,,,,
player,201210070nor,sdg,BarnAn99,qb_hits,2,,,,,
player,201210070nor,sdg,BarnAn99,fumbles_rec,0,,,,,
player,201210070nor,sdg,BarnAn99,fumbles_rec_yds,0,,,,,
player,201210070nor,sdg,BarnAn99,fumbles_rec_td,0,,,,,
player,201210070nor,sdg,BarnAn99,fumbles_forced,0,,,,,
player,201210070nor,sdg,ReyeKe00,def_int,0,,,,,
player,201210070nor,sdg,ReyeKe00,def_int_yds,0,,,,,
player,201210070nor,sdg,ReyeKe00,def_int_td,0,,,,,
player,201210070nor,sdg,ReyeKe00,def_int_long,0,,,,,
player,201210070nor,sdg,ReyeKe00,pass_defended,0,,,,,
player,201210070nor,sdg,ReyeKe00,sacks,0.0,,,,,
player,201210070nor,sdg,ReyeKe00,tackles_combined,0,,,,,
player,201210070nor,sdg,ReyeKe00,tackles_solo,0,,,,,
player,201210070nor,sdg,ReyeKe00,tackles_assists,0,,,,,
player,201210070nor,sdg,ReyeKe00,tackles_loss,0,,,,,
player,201210070nor,sdg,ReyeKe00,qb_hits,2,,,,,
player,201210070nor,sdg,ReyeKe00,fumbles_rec,0,,,,,
player,201210070nor,sdg,ReyeKe00,fumbles_rec_yds,0,,,,,
player,201210070nor,sdg,ReyeKe00,fumbles_rec_td,0,,,,,
player,201210070nor,sdg,ReyeKe00,fumbles_forced,0,,,,,
player,201210070nor,nor,HarpRo21,def_int,1,,,,,
player,201210070nor,nor,HarpRo21,def_int_yds,41,,,,,
player,201210070nor,nor,HarpRo21,def_int_td,0,,,,,
player,201210070nor,nor,HarpRo21,def_int_long,41,,,,,
player,201210070nor,nor,HarpRo21,pass_defended,3,,,,,
player,201210070nor,nor,HarpRo21,sacks,0.0,,,,,
player,201210070nor,nor,HarpRo21,tackles_combined,6,,,,,
player,201210070nor,nor,HarpRo21,tackles_solo,5,,,,,
player,201210070nor,nor,HarpRo21,tackles_assists,1,,,,,
player,201210070nor,nor,HarpRo21,tackles_loss,1,,,,,
player,201210070nor,nor,HarpRo21,qb_hits,0,,,,,
player,201210070nor,nor,HarpRo21,fumbles_rec,0,,,,,
player,201210070nor,nor,HarpRo21,fumbles_rec_yds,0,,,,,
player,201210070nor,nor,HarpRo21,fumbles_rec_td,0,,,,,
player,201210070nor,nor,HarpRo21,fumbles_forced,0,,,,,
player,201210070nor,nor,LoftCu99,def_int,0,,,,,
player,201210070nor,nor,LoftCu99,def_int_yds,0,,,,,
player,201210070nor,nor,LoftCu99,def_int_td,0,,,,,
player,201210070nor,nor,LoftCu99,def_int_long,0,,,,,
player,201210070nor,nor,LoftCu99,pass_defended,0,,,,,
player,201210070nor,nor,LoftCu99,sacks,1.0,,,,,
player,201210070nor,nor,LoftCu99,tackles_combined,10,,,,,
player,201210070nor,nor,LoftCu99,tackles_solo,9,,,,,
player,201210070nor,nor,LoftCu99,tackles_assists,1,,,,,
player,201210070nor,nor,LoftCu99,tackles_loss,1,,,,,
player,201210070nor,nor,LoftCu99,qb_hits,1,,,,,
player,201210070nor,nor,LoftCu99,fumbles_rec,0,,,,,
player,201210070nor,nor,LoftCu99,fumbles_rec_yds,0,,,,,
player,201210070nor,nor,LoftCu99,fumbles_rec_td,0,,,,,
player,201210070nor,nor,LoftCu99,fumbles_forced,0,,,,,
player,201210070nor,nor,JordCa00,def_int,0,,,,,
player,201210070nor,nor,JordCa00,def_int_yds,0,,,,,
player,201210070nor,nor,JordCa00,def_int_td,0,,,,,
player,201210070nor,nor,JordCa00,def_int_long,0,,,,,
player,201210070nor,nor,JordCa00,pass_defended,0,,,,,
player,201210070nor,nor,JordCa00,sacks,1.0,,,,,
player,201210070nor,nor,JordCa00,tackles_combined,3,,,,,
player,201210070nor,nor,JordCa00,tackles_solo,2,,,,,
player,201210070nor,nor,JordCa00,tackles_assists,1,,,,,
player,201210070nor,nor,JordCa00,tackles_loss,1,,,,,
player,201210070nor,nor,JordCa00,qb_hits,1,,,,,
player,201210070nor,nor,JordCa00,fumbles_rec,0,,,,,
player,201210070nor,nor,JordCa00,fumbles_rec_yds,0,,,,,
player,201210070nor,nor,JordCa00,fumbles_rec_td,0,,,,,
player,201210070nor,nor,JordCa00,fumbles_forced,0,,,,,
player,201210070nor,nor,GaleJu00,def_int,0,,,,,
player,201210070nor,nor,GaleJu00,def_int_yds,0,,,,,
player,201210070nor,nor,GaleJu00,def_int_td,0,,,,,
player,201210070nor,nor,GaleJu00,def_int_long,0,,,,,
player,201210070nor,nor,GaleJu00,pass_defended,0,,,,,
player,201210070nor,nor,GaleJu00,sacks,1.0,,,,,
player,201210070nor,nor,GaleJu00,tackles_combined,2,,,,,
player,201210070nor,nor,GaleJu00,tackles_solo,2,,,,,
player,201210070nor,nor,GaleJu00,tackles_assists,0,,,,,
player,201210070nor,nor,GaleJu00,tackles_loss,1,,,,,
player,201210070nor,nor,GaleJu00,qb_hits,1,,,,,
player,201210070nor,nor,GaleJu00,fumbles_rec,0,,,,,
player,201210070nor,nor,GaleJu00,fumbles_rec_yds,0,,,,,
player,201210070nor,nor,GaleJu00,fumbles_rec_td,0,,,,,
player,201210070nor,nor,GaleJu00,fumbles_forced,0,,,,,
player,201210070nor,nor,SmitWi99,def_int,0,,,,,
player,201210070nor,nor,SmitWi99,def_int_yds,0,,,,,
player,201210070nor,nor,SmitWi99,def_int_td,0,,,,,
player,201210070nor,nor,SmitWi99,def_int_long,0,,,,,
player,201210070nor,nor,SmitWi99,pass_defended,0,,,,,
player,201210070nor,nor,SmitWi99,sacks,1.0,,,,,
player,201210070nor,nor,SmitWi99,tackles_combined,2,,,,,
player,201210070nor,nor,SmitWi99,tackles_solo,1,,,,,
player,201210070nor,nor,SmitWi99,tackles_assists,1,,,,,
player,201210070nor,nor,SmitWi99,tackles_loss,1,,,,,
player,201210070nor,nor,SmitWi99,qb_hits,2,,,,,
player,201210070nor,nor,SmitWi99,fumbles_rec,0,,,,,
player,201210070nor,nor,SmitWi99,fumbles_rec_yds,0,,,,,
player,201210070nor,nor,SmitWi99,fumbles_rec_td,0,,,,,
player,201210070nor,nor,SmitWi99,fumbles_forced,0,,,,,
player,201210070nor,nor,WilsMa01,def_int,0,,,,,
player,201210070nor,nor,WilsMa01,def_int_yds,0,,,,,
player,201210070nor,nor,WilsMa01,def_int_td,0,,,,,
player,201210070nor,nor,WilsMa01,def_int_long,0,,,,,
player,201210070nor,nor,WilsMa01,pass_defended,0,,,,,
player,201210070nor,nor,WilsMa01,sacks,1.0,,,,,
player,201210070nor,nor,WilsMa01,tackles_combined,1,,,,,
player,201210070nor,nor,WilsMa01,tackles_solo,1,,,,,
player,201210070nor,nor,WilsMa01,tackles_assists,0,,,,,
player,201210070nor,nor,WilsMa01,tackles_loss,0,,,,,
player,201210070nor,nor,WilsMa01,qb_hits,1,,,,,
player,201210070nor,nor,WilsMa01,fumbles_rec,1,,,,,
player,201210070nor,nor,WilsMa01,fumbles_rec_yds,0,,,,,
player,201210070nor,nor,WilsMa01,fumbles_rec_td,0,,,,,
player,201210070nor,nor,WilsMa01,fumbles_forced,1,,,,,
player,201210070nor,nor,RobiPa99,def_int,0,,,,,
player,201210070nor,nor,RobiPa99,def_int_yds,0,,,,,
player,201210070nor,nor,RobiPa99,def_int_td,0,,,,,
player,201210070nor,nor,RobiPa99,def_int_long,0,,,,,
player,201210070nor,nor,RobiPa99,pass_defended,0,,,,,
player,201210070nor,nor,RobiPa99,sacks,0.0,,,,,
player,201210070nor,nor,RobiPa99,tackles_combined,7,,,,,
player,201210070nor,nor,RobiPa99,tackles_solo,6,,,,,
player,201210070nor,nor,RobiPa99,tackles_assists,1,,,,,
player,201210070nor,nor,RobiPa99,tackles_loss,0,,,,,
player,201210070nor,nor,RobiPa99,qb_hits,0,,,,,
player,201210070nor,nor,RobiPa99,fumbles_rec,0,,,,,
player,201210070nor,nor,RobiPa99,fumbles_rec_yds,0,,,,,
player,201210070nor,nor,RobiPa99,fumbles_rec_td,0,,,,,
player,201210070nor,nor,RobiPa99,fumbles_forced,0,,,,,
player,201210070nor,nor,ShanSc20,def_int,0,,,,,
player,201210070nor,nor,ShanSc20,def_int_yds,0,,,,,
player,201210070nor,nor,ShanSc20,def_int_td,0,,,,,
player,201210070nor,nor,ShanSc20,def_int_long,0,,,,,
player,201210070nor,nor,ShanSc20,pass_defended,0,,,,,
player,201210070nor,nor,ShanSc20,sacks,0.0,,,,,
player,201210070nor,nor,ShanSc20,tackles_combined,5,,,,,
player,201210070nor,nor,ShanSc20,tackles_solo,4,,,,,
player,201210070nor,nor,ShanSc20,tackles_assists,1,,,,,
player,201210070nor,nor,ShanSc20,tackles_loss,0,,,,,
player,201210070nor,nor,ShanSc20,qb_hits,0,,,,,
player,201210070nor,nor,ShanSc20,fumbles_rec,0,,,,,
player,201210070nor,nor,ShanSc20,fumbles_rec_yds,0,,,,,
player,201210070nor,nor,ShanSc20,fumbles_rec_td,0,,,,,
player,201210070nor,nor,ShanSc20,fumbles_forced,0,,,,,
player,201210070nor,nor,JenkMa99,def_int,0,,,,,
player,201210070nor,nor,JenkMa99,def_int_yds,0,,,,,
player,201210070nor,nor,JenkMa99,def_int_td,0,,,,,
player,201210070nor,nor,JenkMa99,def_int_long,0,,,,,
player,201210070nor,nor,JenkMa99,pass_defended,1,,,,,
player,201210070nor,nor,JenkMa99,sacks,0.0,,,,,
player,201210070nor,nor,JenkMa99,tackles_combined,4,,,,,
player,201210070nor,nor,JenkMa99,tackles_solo,1,,,,,
player,201210070nor,nor,JenkMa99,tackles_assists,3,,,,,
player,201210070nor,nor,JenkMa99,tackles_loss,0,,,,,
player,201210070nor,nor,JenkMa99,qb_hits,0,,,,,
player,201210070nor,nor,JenkMa99,fumbles_rec,0,,,,,
player,201210070nor,nor,JenkMa99,fumbles_rec_yds,0,,,,,
player,201210070nor,nor,JenkMa99,fumbles_rec_td,0,,,,,
player,201210070nor,nor,JenkMa99,fumbles_forced,0,,,,,
player,201210070nor,nor,HumbRa00,def_int,0,,,,,
player,201210070nor,nor,HumbRa00,def_int_yds,0,,,,,
player,201210070nor,nor,HumbRa00,def_int_td,0,,,,,
player,201210070nor,nor,HumbRa00,def_int_long,0,,,,,
player,201210070nor,nor,HumbRa00,pass_defended,0,,,,,
player,201210070nor,nor,HumbRa00,sacks,0.0,,,,,
player,201210070nor,nor,HumbRa00,tackles_combined,3,,,,,
player,201210070nor,nor,HumbRa00,tackles_solo,3,,,,,
player,201210070nor,nor,HumbRa00,tackles_assists,0,,,,,
player,201210070nor,nor,HumbRa00,tackles_loss,0,,,,,
player,201210070nor,nor,HumbRa00,qb_hits,0,,,,,
player,201210070nor,nor,HumbRa00,fumbles_rec,0,,,,,
player,201210070nor,nor,HumbRa00,fumbles_rec_yds,0,,,,,
player,201210070nor,nor,HumbRa00,fumbles_rec_td,0,,,,,
player,201210070nor,nor,HumbRa00,fumbles_forced,0,,,,,
player,201210070nor,nor,PatrJo00,def_int,0,,,,,
player,201210070nor,nor,PatrJo00,def_int_yds,0,,,,,
player,201210070nor,nor,PatrJo00,def_int_td,0,,,,,
player,201210070nor,nor,PatrJo00,def_int_long,0,,,,,
player,201210070nor,nor,PatrJo00,pass_defended,0,,,,,
player,201210070nor,nor,PatrJo00,sacks,0.0,,,,,
player,201210070nor,nor,PatrJo00,tackles_combined,3,,,,,
player,201210070nor,nor,PatrJo00,tackles_solo,2,,,,,
player,201210070nor,nor,PatrJo00,tackles_assists,1,,,,,
player,201210070nor,nor,PatrJo00,tackles_loss,0,,,,,
player,201210070nor,nor,PatrJo00,qb_hits,0,,,,,
player,201210070nor,nor,PatrJo00,fumbles_rec,0,,,,,
player,201210070nor,nor,PatrJo00,fumbles_rec_yds,0,,,,,
player,201210070nor,nor,PatrJo00,fumbles_rec_td,0,,,,,
player,201210070nor,nor,PatrJo00,fumbles_forced,0,,,,,
player,201210070nor,nor,WhitCo01,def_int,0,,,,,
player,201210070nor,nor,WhitCo01,def_int_yds,0,,,,,
player,201210070nor,nor,WhitCo01,def_int_td,0,,,,,
player,201210070nor,nor,WhitCo01,def_int_long,0,,,,,
player,201210070nor,nor,WhitCo01,pass_defended,1,,,,,
player,201210070nor,nor,WhitCo01,sacks,0.0,,,,,
player,201210070nor,nor,WhitCo01,tackles_combined,3,,,,,
player,201210070nor,nor,WhitCo01,tackles_solo,2,,,,,
player,201210070nor,nor,WhitCo01,tackles_assists,1,,,,,
player,201210070nor,nor,WhitCo01,tackles_loss,0,,,,,
player,201210070nor,nor,WhitCo01,qb_hits,1,,,,,
player,201210070nor,nor,WhitCo01,fumbles_rec,0,,,,,
player,201210070nor,nor,WhitCo01,fumbles_rec_yds,0,,,,,
player,201210070nor,nor,WhitCo01,fumbles_rec_td,0,,,,,
player,201210070nor,nor,WhitCo01,fumbles_forced,0,,,,,
player,201210070nor,nor,BunkBr20,def_int,0,,,,,
player,201210070nor,nor,BunkBr20,def_int_yds,0,,,,,
player,201210070nor,nor,BunkBr20,def_int_td,0,,,,,
player,201210070nor,nor,BunkBr20,def_int_long,0,,,,,
player,201210070nor,nor,BunkBr20,pass_defended,0,,,,,
