game,2012,7,20121021,201210210clt,cle,"Cleveland Browns",13,clt,"Indianapolis Colts",17
team,201210210clt,cle,First Downs,19,,,,,,
team,201210210clt,clt,First Downs,21,,,,,,
team,201210210clt,cle,Rush-Yds-TDs,17-55-0,,,,,,
team,201210210clt,clt,Rush-Yds-TDs,37-148-2,,,,,,
team,201210210clt,cle,Cmp-Att-Yd-TD-INT,25-41-264-2-0,,,,,,
team,201210210clt,clt,Cmp-Att-Yd-TD-INT,16-29-186-0-0,,,,,,
team,201210210clt,cle,Sacked-Yards,0-0,,,,,,
team,201210210clt,clt,Sacked-Yards,3-13,,,,,,
team,201210210clt,cle,Net Pass Yards,264,,,,,,
team,201210210clt,clt,Net Pass Yards,173,,,,,,
team,201210210clt,cle,Total Yards,319,,,,,,
team,201210210clt,clt,Total Yards,321,,,,,,
team,201210210clt,cle,Fumbles-Lost,1-0,,,,,,
team,201210210clt,clt,Fumbles-Lost,1-1,,,,,,
team,201210210clt,cle,Turnovers,0,,,,,,
team,201210210clt,clt,Turnovers,1,,,,,,
team,201210210clt,cle,Penalties-Yards,9-75,,,,,,
team,201210210clt,clt,Penalties-Yards,7-50,,,,,,
team,201210210clt,cle,Third Down Conv.,6-13,,,,,,
team,201210210clt,clt,Third Down Conv.,6-15,,,,,,
team,201210210clt,cle,Fourth Down Conv.,0-1,,,,,,
team,201210210clt,clt,Fourth Down Conv.,1-1,,,,,,
team,201210210clt,cle,Time of Possession,24:39,,,,,,
team,201210210clt,clt,Time of Possession,35:21,,,,,,
player,201210210clt,cle,WeedBr00,pass_cmp,25,,,,,
player,201210210clt,cle,WeedBr00,pass_att,41,,,,,
player,201210210clt,cle,WeedBr00,pass_yds,264,,,,,
player,201210210clt,cle,WeedBr00,pass_td,2,,,,,
player,201210210clt,cle,WeedBr00,pass_int,0,,,,,
player,201210210clt,cle,WeedBr00,pass_sacked,0,,,,,
player,201210210clt,cle,WeedBr00,pass_sacked_yds,0,,,,,
player,201210210clt,cle,WeedBr00,pass_long,33,,,,,
player,201210210clt,cle,WeedBr00,pass_rating,96.0,,,,,
player,201210210clt,cle,WeedBr00,rush_att,1,,,,,
player,201210210clt,cle,WeedBr00,rush_yds,13,,,,,
player,201210210clt,cle,WeedBr00,rush_td,0,,,,,
player,201210210clt,cle,WeedBr00,rush_long,13,,,,,
player,201210210clt,cle,WeedBr00,targets,1,,,,,
player,201210210clt,cle,WeedBr00,rec,0,,,,,
player,201210210clt,cle,WeedBr00,rec_yds,-9,,,,,
player,201210210clt,cle,WeedBr00,rec_td,0,,,,,
player,201210210clt,cle,WeedBr00,rec_long,-9,,,,,
player,201210210clt,cle,WeedBr00,fumbles,1,,,,,
player,201210210clt,cle,WeedBr00,fumbles_lost,0,,,,,
player,201210210clt,cle,HardMo00,pass_cmp,0,,,,,
player,201210210clt,cle,HardMo00,pass_att,0,,,,,
player,201210210clt,cle,HardMo00,pass_yds,0,,,,,
player,201210210clt,cle,HardMo00,pass_td,0,,,,,
player,201210210clt,cle,HardMo00,pass_int,0,,,,,
player,201210210clt,cle,HardMo00,pass_sacked,0,,,,,
player,201210210clt,cle,HardMo00,pass_sacked_yds,0,,,,,
player,201210210clt,cle,HardMo00,pass_long,0,,,,,
player,201210210clt,cle,HardMo00,pass_rating,,,,,,
player,201210210clt,cle,HardMo00,rush_att,7,,,,,
player,201210210clt,cle,HardMo00,rush_yds,28,,,,,
player,201210210clt,cle,HardMo00,rush_td,0,,,,,
player,201210210clt,cle,HardMo00,rush_long,9,,,,,
player,201210210clt,cle,HardMo00,targets,0,,,,,
player,201210210clt,cle,HardMo00,rec,0,,,,,
player,201210210clt,cle,HardMo00,rec_yds,0,,,,,
player,201210210clt,cle,HardMo00,rec_td,0,,,,,
player,201210210clt,cle,HardMo00,rec_long,0,,,,,
player,201210210clt,cle,HardMo00,fumbles,0,,,,,
player,201210210clt,cle,HardMo00,fumbles_lost,0,,,,,
player,201210210clt,cle,RichTr00,pass_cmp,0,,,,,
player,201210210clt,cle,RichTr00,pass_att,0,,,,,
player,201210210clt,cle,RichTr00,pass_yds,0,,,,,
player,201210210clt,cle,RichTr00,pass_td,0,,,,,
player,201210210clt,cle,RichTr00,pass_int,0,,,,,
player,201210210clt,cle,RichTr00,pass_sacked,0,,,,,
player,201210210clt,cle,RichTr00,pass_sacked_yds,0,,,,,
player,201210210clt,cle,RichTr00,pass_long,0,,,,,
player,201210210clt,cle,RichTr00,pass_rating,,,,,,
player,201210210clt,cle,RichTr00,rush_att,8,,,,,
player,201210210clt,cle,RichTr00,rush_yds,8,,,,,
player,201210210clt,cle,RichTr00,rush_td,0,,,,,
player,201210210clt,cle,RichTr00,rush_long,5,,,,,
player,201210210clt,cle,RichTr00,targets,2,,,,,
player,201210210clt,cle,RichTr00,rec,2,,,,,
player,201210210clt,cle,RichTr00,rec_yds,11,,,,,
player,201210210clt,cle,RichTr00,rec_td,0,,,,,
player,201210210clt,cle,RichTr00,rec_long,9,,,,,
player,201210210clt,cle,RichTr00,fumbles,0,,,,,
player,201210210clt,cle,RichTr00,fumbles_lost,0,,,,,
player,201210210clt,cle,OgboCh00,pass_cmp,0,,,,,
player,201210210clt,cle,OgboCh00,pass_att,0,,,,,
player,201210210clt,cle,OgboCh00,pass_yds,0,,,,,
player,201210210clt,cle,OgboCh00,pass_td,0,,,,,
player,201210210clt,cle,OgboCh00,pass_int,0,,,,,
player,201210210clt,cle,OgboCh00,pass_sacked,0,,,,,
player,201210210clt,cle,OgboCh00,pass_sacked_yds,0,,,,,
player,201210210clt,cle,OgboCh00,pass_long,0,,,,,
player,201210210clt,cle,OgboCh00,pass_rating,,,,,,
player,201210210clt,cle,OgboCh00,rush_att,1,,,,,
player,201210210clt,cle,OgboCh00,rush_yds,6,,,,,
player,201210210clt,cle,OgboCh00,rush_td,0,,,,,
player,201210210clt,cle,OgboCh00,rush_long,6,,,,,
player,201210210clt,cle,OgboCh00,targets,4,,,,,
player,201210210clt,cle,OgboCh00,rec,3,,,,,
player,201210210clt,cle,OgboCh00,rec_yds,17,,,,,
player,201210210clt,cle,OgboCh00,rec_td,0,,,,,
player,201210210clt,cle,OgboCh00,rec_long,7,,,,,
player,201210210clt,cle,OgboCh00,fumbles,0,,,,,
player,201210210clt,cle,OgboCh00,fumbles_lost,0,,,,,
player,201210210clt,cle,GordJo02,pass_cmp,0,,,,,
player,201210210clt,cle,GordJo02,pass_att,0,,,,,
player,201210210clt,cle,GordJo02,pass_yds,0,,,,,
player,201210210clt,cle,GordJo02,pass_td,0,,,,,
player,201210210clt,cle,GordJo02,pass_int,0,,,,,
player,201210210clt,cle,GordJo02,pass_sacked,0,,,,,
player,201210210clt,cle,GordJo02,pass_sacked_yds,0,,,,,
player,201210210clt,cle,GordJo02,pass_long,0,,,,,
player,201210210clt,cle,GordJo02,pass_rating,,,,,,
player,201210210clt,cle,GordJo02,rush_att,0,,,,,
player,201210210clt,cle,GordJo02,rush_yds,0,,,,,
player,201210210clt,cle,GordJo02,rush_td,0,,,,,
player,201210210clt,cle,GordJo02,rush_long,0,,,,,
player,201210210clt,cle,GordJo02,targets,11,,,,,
player,201210210clt,cle,GordJo02,rec,2,,,,,
player,201210210clt,cle,GordJo02,rec_yds,59,,,,,
player,201210210clt,cle,GordJo02,rec_td,1,,,,,
player,201210210clt,cle,GordJo02,rec_long,33,,,,,
player,201210210clt,cle,GordJo02,fumbles,0,,,,,
player,201210210clt,cle,GordJo02,fumbles_lost,0,,,,,
player,201210210clt,cle,CoopJo00,pass_cmp,0,,,,,
player,201210210clt,cle,CoopJo00,pass_att,0,,,,,
player,201210210clt,cle,CoopJo00,pass_yds,0,,,,,
player,201210210clt,cle,CoopJo00,pass_td,0,,,,,
player,201210210clt,cle,CoopJo00,pass_int,0,,,,,
player,201210210clt,cle,CoopJo00,pass_sacked,0,,,,,
player,201210210clt,cle,CoopJo00,pass_sacked_yds,0,,,,,
player,201210210clt,cle,CoopJo00,pass_long,0,,,,,
player,201210210clt,cle,CoopJo00,pass_rating,,,,,,
player,201210210clt,cle,CoopJo00,rush_att,0,,,,,
player,201210210clt,cle,CoopJo00,rush_yds,0,,,,,
player,201210210clt,cle,CoopJo00,rush_td,0,,,,,
player,201210210clt,cle,CoopJo00,rush_long,0,,,,,
player,201210210clt,cle,CoopJo00,targets,9,,,,,
player,201210210clt,cle,CoopJo00,rec,4,,,,,
player,201210210clt,cle,CoopJo00,rec_yds,53,,,,,
player,201210210clt,cle,CoopJo00,rec_td,0,,,,,
player,201210210clt,cle,CoopJo00,rec_long,14,,,,,
player,201210210clt,cle,CoopJo00,fumbles,0,,,,,
player,201210210clt,cle,CoopJo00,fumbles_lost,0,,,,,
player,201210210clt,cle,LittGr00,pass_cmp,0,,,,,
player,201210210clt,cle,LittGr00,pass_att,0,,,,,
player,201210210clt,cle,LittGr00,pass_yds,0,,,,,
player,201210210clt,cle,LittGr00,pass_td,0,,,,,
