game,2012,2,20120916,201209160phi,rav,"Baltimore Ravens",23,phi,"Philadelphia Eagles",24
player,201209160phi,rav,FlacJo00,rec_td,0,,,,,
player,201209160phi,rav,FlacJo00,rec_long,0,,,,,
player,201209160phi,rav,FlacJo00,fumbles,1,,,,,
player,201209160phi,rav,FlacJo00,fumbles_lost,1,,,,,
player,201209160phi,rav,RiceRa00,pass_cmp,0,,,,,
player,201209160phi,rav,RiceRa00,pass_att,0,,,,,
player,201209160phi,rav,RiceRa00,pass_yds,0,,,,,
player,201209160phi,rav,RiceRa00,pass_td,0,,,,,
player,201209160phi,rav,RiceRa00,pass_int,0,,,,,
player,201209160phi,rav,RiceRa00,pass_sacked,0,,,,,
player,201209160phi,rav,RiceRa00,pass_sacked_yds,0,,,,,
player,201209160phi,rav,RiceRa00,pass_long,0,,,,,
player,201209160phi,rav,RiceRa00,pass_rating,,,,,,
player,201209160phi,rav,RiceRa00,rush_att,16,,,,,
player,201209160phi,rav,RiceRa00,rush_yds,99,,,,,
player,201209160phi,rav,RiceRa00,rush_td,0,,,,,
player,201209160phi,rav,RiceRa00,rush_long,43,,,,,
player,201209160phi,rav,RiceRa00,targets,10,,,,,
player,201209160phi,rav,RiceRa00,rec,6,,,,,
player,201209160phi,rav,RiceRa00,rec_yds,53,,,,,
player,201209160phi,rav,RiceRa00,rec_td,0,,,,,
player,201209160phi,rav,RiceRa00,rec_long,37,,,,,
player,201209160phi,rav,RiceRa00,fumbles,0,,,,,
player,201209160phi,rav,RiceRa00,fumbles_lost,0,,,,,
player,201209160phi,rav,LeacVo00,pass_cmp,0,,,,,
player,201209160phi,rav,LeacVo00,pass_att,0,,,,,
player,201209160phi,rav,LeacVo00,pass_yds,0,,,,,
player,201209160phi,rav,LeacVo00,pass_td,0,,,,,
player,201209160phi,rav,LeacVo00,pass_int,0,,,,,
player,201209160phi,rav,LeacVo00,pass_sacked,0,,,,,
player,201209160phi,rav,LeacVo00,pass_sacked_yds,0,,,,,
player,201209160phi,rav,LeacVo00,pass_long,0,,,,,
player,201209160phi,rav,LeacVo00,pass_rating,,,,,,
player,201209160phi,rav,LeacVo00,rush_att,1,,,,,
player,201209160phi,rav,LeacVo00,rush_yds,5,,,,,
player,201209160phi,rav,LeacVo00,rush_td,1,,,,,
player,201209160phi,rav,LeacVo00,rush_long,5,,,,,
player,201209160phi,rav,LeacVo00,targets,1,,,,,
player,201209160phi,rav,LeacVo00,rec,1,,,,,
player,201209160phi,rav,LeacVo00,rec_yds,6,,,,,
player,201209160phi,rav,LeacVo00,rec_td,0,,,,,
player,201209160phi,rav,LeacVo00,rec_long,6,,,,,
player,201209160phi,rav,LeacVo00,fumbles,0,,,,,
player,201209160phi,rav,LeacVo00,fumbles_lost,0,,,,,
player,201209160phi,rav,PierBe00,pass_cmp,0,,,,,
player,201209160phi,rav,PierBe00,pass_att,0,,,,,
player,201209160phi,rav,PierBe00,pass_yds,0,,,,,
player,201209160phi,rav,PierBe00,pass_td,0,,,,,
player,201209160phi,rav,PierBe00,pass_int,0,,,,,
player,201209160phi,rav,PierBe00,pass_sacked,0,,,,,
player,201209160phi,rav,PierBe00,pass_sacked_yds,0,,,,,
player,201209160phi,rav,PierBe00,pass_long,0,,,,,
player,201209160phi,rav,PierBe00,pass_rating,,,,,,
player,201209160phi,rav,PierBe00,rush_att,3,,,,,
player,201209160phi,rav,PierBe00,rush_yds,4,,,,,
player,201209160phi,rav,PierBe00,rush_td,0,,,,,
player,201209160phi,rav,PierBe00,rush_long,6,,,,,
player,201209160phi,rav,PierBe00,targets,0,,,,,
player,201209160phi,rav,PierBe00,rec,0,,,,,
player,201209160phi,rav,PierBe00,rec_yds,0,,,,,
player,201209160phi,rav,PierBe00,rec_td,0,,,,,
player,201209160phi,rav,PierBe00,rec_long,0,,,,,
player,201209160phi,rav,PierBe00,fumbles,0,,,,,
player,201209160phi,rav,PierBe00,fumbles_lost,0,,,,,
player,201209160phi,rav,ConsSe20,pass_cmp,0,,,,,
player,201209160phi,rav,ConsSe20,pass_att,0,,,,,
player,201209160phi,rav,ConsSe20,pass_yds,0,,,,,
player,201209160phi,rav,ConsSe20,pass_td,0,,,,,
player,201209160phi,rav,ConsSe20,pass_int,0,,,,,
player,201209160phi,rav,ConsSe20,pass_sacked,0,,,,,
player,201209160phi,rav,ConsSe20,pass_sacked_yds,0,,,,,
player,201209160phi,rav,ConsSe20,pass_long,0,,,,,
player,201209160phi,rav,ConsSe20,pass_rating,,,,,,
player,201209160phi,rav,ConsSe20,rush_att,1,,,,,
player,201209160phi,rav,ConsSe20,rush_yds,3,,,,,
player,201209160phi,rav,ConsSe20,rush_td,0,,,,,
player,201209160phi,rav,ConsSe20,rush_long,3,,,,,
player,201209160phi,rav,ConsSe20,targets,0,,,,,
player,201209160phi,rav,ConsSe20,rec,0,,,,,
player,201209160phi,rav,ConsSe20,rec_yds,0,,,,,
player,201209160phi,rav,ConsSe20,rec_td,0,,,,,
player,201209160phi,rav,ConsSe20,rec_long,0,,,,,
player,201209160phi,rav,ConsSe20,fumbles,0,,,,,
player,201209160phi,rav,ConsSe20,fumbles_lost,0,,,,,
player,201209160phi,rav,PittDe00,pass_cmp,0,,,,,
player,201209160phi,rav,PittDe00,pass_att,0,,,,,
player,201209160phi,rav,PittDe00,pass_yds,0,,,,,
player,201209160phi,rav,PittDe00,pass_td,0,,,,,
player,201209160phi,rav,PittDe00,pass_int,0,,,,,
player,201209160phi,rav,PittDe00,pass_sacked,0,,,,,
player,201209160phi,rav,PittDe00,pass_sacked_yds,0,,,,,
player,201209160phi,rav,PittDe00,pass_long,0,,,,,
player,201209160phi,rav,PittDe00,pass_rating,,,,,,
player,201209160phi,rav,PittDe00,rush_att,0,,,,,
player,201209160phi,rav,PittDe00,rush_yds,0,,,,,
player,201209160phi,rav,PittDe00,rush_td,0,,,,,
player,201209160phi,rav,PittDe00,rush_long,0,,,,,
player,201209160phi,rav,PittDe00,targets,15,,,,,
player,201209160phi,rav,PittDe00,rec,8,,,,,
player,201209160phi,rav,PittDe00,rec_yds,65,,,,,
player,201209160phi,rav,PittDe00,rec_td,0,,,,,
player,201209160phi,rav,PittDe00,rec_long,16,,,,,
player,201209160phi,rav,PittDe00,fumbles,0,,,,,
player,201209160phi,rav,PittDe00,fumbles_lost,0,,,,,
player,201209160phi,rav,SmitTo02,pass_cmp,0,,,,,
player,201209160phi,rav,SmitTo02,pass_att,0,,,,,
player,201209160phi,rav,SmitTo02,pass_yds,0,,,,,
player,201209160phi,rav,SmitTo02,pass_td,0,,,,,
player,201209160phi,rav,SmitTo02,pass_int,0,,,,,
player,201209160phi,rav,SmitTo02,pass_sacked,0,,,,,
player,201209160phi,rav,SmitTo02,pass_sacked_yds,0,,,,,
player,201209160phi,rav,SmitTo02,pass_long,0,,,,,
player,201209160phi,rav,SmitTo02,pass_rating,,,,,,
player,201209160phi,rav,SmitTo02,rush_att,0,,,,,
player,201209160phi,rav,SmitTo02,rush_yds,0,,,,,
player,201209160phi,rav,SmitTo02,rush_td,0,,,,,
player,201209160phi,rav,SmitTo02,rush_long,0,,,,,
player,201209160phi,rav,SmitTo02,targets,5,,,,,
player,201209160phi,rav,SmitTo02,rec,2,,,,,
player,201209160phi,rav,SmitTo02,rec_yds,51,,,,,
player,201209160phi,rav,SmitTo02,rec_td,0,,,,,
player,201209160phi,rav,SmitTo02,rec_long,40,,,,,
player,201209160phi,rav,SmitTo02,fumbles,0,,,,,
player,201209160phi,rav,SmitTo02,fumbles_lost,0,,,,,
player,201209160phi,rav,DickEd00,pass_cmp,0,,,,,
player,201209160phi,rav,DickEd00,pass_att,0,,,,,
player,201209160phi,rav,DickEd00,pass_yds,0,,,,,
player,201209160phi,rav,DickEd00,pass_td,0,,,,,
player,201209160phi,rav,DickEd00,pass_int,0,,,,,
player,201209160phi,rav,DickEd00,pass_sacked,0,,,,,
player,201209160phi,rav,DickEd00,pass_sacked_yds,0,,,,,
player,201209160phi,rav,DickEd00,pass_long,0,,,,,
player,201209160phi,rav,DickEd00,pass_rating,,,,,,
player,201209160phi,rav,DickEd00,rush_att,0,,,,,
player,201209160phi,rav,DickEd00,rush_yds,0,,,,,
player,201209160phi,rav,DickEd00,rush_td,0,,,,,
player,201209160phi,rav,DickEd00,rush_long,0,,,,,
player,201209160phi,rav,DickEd00,targets,4,,,,,
player,201209160phi,rav,DickEd00,rec,1,,,,,
player,201209160phi,rav,DickEd00,rec_yds,23,,,,,
player,201209160phi,rav,DickEd00,rec_td,0,,,,,
player,201209160phi,rav,DickEd00,rec_long,23,,,,,
player,201209160phi,rav,DickEd00,fumbles,0,,,,,
player,201209160phi,rav,DickEd00,fumbles_lost,0,,,,,
player,201209160phi,rav,JoneJa03,pass_cmp,0,,,,,
player,201209160phi,rav,JoneJa03,pass_att,0,,,,,
player,201209160phi,rav,JoneJa03,pass_yds,0,,,,,
player,201209160phi,rav,JoneJa03,pass_td,0,,,,,
player,201209160phi,rav,JoneJa03,pass_int,0,,,,,
player,201209160phi,rav,JoneJa03,pass_sacked,0,,,,,
player,201209160phi,rav,JoneJa03,pass_sacked_yds,0,,,,,
player,201209160phi,rav,JoneJa03,pass_long,0,,,,,
player,201209160phi,rav,JoneJa03,pass_rating,,,,,,
player,201209160phi,rav,JoneJa03,rush_att,0,,,,,
player,201209160phi,rav,JoneJa03,rush_yds,0,,,,,
player,201209160phi,rav,JoneJa03,rush_td,0,,,,,
player,201209160phi,rav,JoneJa03,rush_long,0,,,,,
player,201209160phi,rav,JoneJa03,targets,2,,,,,
player,201209160phi,rav,JoneJa03,rec,1,,,,,
player,201209160phi,rav,JoneJa03,rec_yds,21,,,,,
player,201209160phi,rav,JoneJa03,rec_td,1,,,,,
player,201209160phi,rav,JoneJa03,rec_long,21,,,,,
player,201209160phi,rav,JoneJa03,fumbles,0,,,,,
player,201209160phi,rav,JoneJa03,fumbles_lost,0,,,,,
player,201209160phi,rav,BoldAn00,pass_cmp,0,,,,,
player,201209160phi,rav,BoldAn00,pass_att,0,,,,,
player,201209160phi,rav,BoldAn00,pass_yds,0,,,,,
player,201209160phi,rav,BoldAn00,pass_td,0,,,,,
player,201209160phi,rav,BoldAn00,pass_int,0,,,,,
player,201209160phi,rav,BoldAn00,pass_sacked,0,,,,,
player,201209160phi,rav,BoldAn00,pass_sacked_yds,0,,,,,
player,201209160phi,rav,BoldAn00,pass_long,0,,,,,
player,201209160phi,rav,BoldAn00,pass_rating,,,,,,
player,201209160phi,rav,BoldAn00,rush_att,0,,,,,
player,201209160phi,rav,BoldAn00,rush_yds,0,,,,,
player,201209160phi,rav,BoldAn00,rush_td,0,,,,,
player,201209160phi,rav,BoldAn00,rush_long,0,,,,,
player,201209160phi,rav,BoldAn00,targets,4,,,,,
player,201209160phi,rav,BoldAn00,rec,2,,,,,
player,201209160phi,rav,BoldAn00,rec_yds,7,,,,,
player,201209160phi,rav,BoldAn00,rec_td,0,,,,,
player,201209160phi,rav,BoldAn00,rec_long,7,,,,,
player,201209160phi,rav,BoldAn00,fumbles,0,,,,,
player,201209160phi,rav,BoldAn00,fumbles_lost,0,,,,,
player,201209160phi,rav,DossTa00,pass_cmp,0,,,,,
player,201209160phi,rav,DossTa00,pass_att,0,,,,,
player,201209160phi,rav,DossTa00,pass_yds,0,,,,,
player,201209160phi,rav,DossTa00,pass_td,0,,,,,
player,201209160phi,rav,DossTa00,pass_int,0,,,,,
player,201209160phi,rav,DossTa00,pass_sacked,0,,,,,
player,201209160phi,rav,DossTa00,pass_sacked_yds,0,,,,,
player,201209160phi,rav,DossTa00,pass_long,0,,,,,
player,201209160phi,rav,DossTa00,pass_rating,,,,,,
player,201209160phi,rav,DossTa00,rush_att,0,,,,,
player,201209160phi,rav,DossTa00,rush_yds,0,,,,,
player,201209160phi,rav,DossTa00,rush_td,0,,,,,
player,201209160phi,rav,DossTa00,rush_long,0,,,,,
player,201209160phi,rav,DossTa00,targets,1,,,,,
player,201209160phi,rav,DossTa00,rec,1,,,,,
player,201209160phi,rav,DossTa00,rec_yds,6,,,,,
player,201209160phi,rav,DossTa00,rec_td,0,,,,,
player,201209160phi,rav,DossTa00,rec_long,6,,,,,
player,201209160phi,rav,DossTa00,fumbles,0,,,,,
player,201209160phi,rav,DossTa00,fumbles_lost,0,,,,,
player,201209160phi,phi,VickMi00,pass_cmp,23,,,,,
player,201209160phi,phi,VickMi00,pass_att,32,,,,,
player,201209160phi,phi,VickMi00,pass_yds,371,,,,,
player,201209160phi,phi,VickMi00,pass_td,1,,,,,
player,201209160phi,phi,VickMi00,pass_int,2,,,,,
player,201209160phi,phi,VickMi00,pass_sacked,2,,,,,
player,201209160phi,phi,VickMi00,pass_sacked_yds,14,,,,,
player,201209160phi,phi,VickMi00,pass_long,49,,,,,
player,201209160phi,phi,VickMi00,pass_rating,94.7,,,,,
player,201209160phi,phi,VickMi00,rush_att,10,,,,,
player,201209160phi,phi,VickMi00,rush_yds,34,,,,,
player,201209160phi,phi,VickMi00,rush_td,1,,,,,
player,201209160phi,phi,VickMi00,rush_long,8,,,,,
player,201209160phi,phi,VickMi00,targets,0,,,,,
player,201209160phi,phi,VickMi00,rec,0,,,,,
player,201209160phi,phi,VickMi00,rec_yds,0,,,,,
player,201209160phi,phi,VickMi00,rec_td,0,,,,,
player,201209160phi,phi,VickMi00,rec_long,0,,,,,
player,201209160phi,phi,VickMi00,fumbles,1,,,,,
player,201209160phi,phi,VickMi00,fumbles_lost,1,,,,,
player,201209160phi,phi,McCoLe01,pass_cmp,0,,,,,
player,201209160phi,phi,McCoLe01,pass_att,0,,,,,
player,201209160phi,phi,McCoLe01,pass_yds,0,,,,,
player,201209160phi,phi,McCoLe01,pass_td,0,,,,,
player,201209160phi,phi,McCoLe01,pass_int,0,,,,,
player,201209160phi,phi,McCoLe01,pass_sacked,0,,,,,
player,201209160phi,phi,McCoLe01,pass_sacked_yds,0,,,,,
player,201209160phi,phi,McCoLe01,pass_long,0,,,,,
player,201209160phi,phi,McCoLe01,pass_rating,,,,,,
player,201209160phi,phi,McCoLe01,rush_att,25,,,,,
player,201209160phi,phi,McCoLe01,rush_yds,81,,,,,
player,201209160phi,phi,McCoLe01,rush_td,1,,,,,
player,201209160phi,phi,McCoLe01,rush_long,20,,,,,
player,201209160phi,phi,McCoLe01,targets,3,,,,,
player,201209160phi,phi,McCoLe01,rec,2,,,,,
player,201209160phi,phi,McCoLe01,rec_yds,8,,,,,
player,201209160phi,phi,McCoLe01,rec_td,0,,,,,
player,201209160phi,phi,McCoLe01,rec_long,5,,,,,
player,201209160phi,phi,McCoLe01,fumbles,1,,,,,
player,201209160phi,phi,McCoLe01,fumbles_lost,1,,,,,
player,201209160phi,phi,BrowBr02,pass_cmp,0,,,,,
player,201209160phi,phi,BrowBr02,pass_att,0,,,,,
player,201209160phi,phi,BrowBr02,pass_yds,0,,,,,
player,201209160phi,phi,BrowBr02,pass_td,0,,,,,
player,201209160phi,phi,BrowBr02,pass_int,0,,,,,
player,201209160phi,phi,BrowBr02,pass_sacked,0,,,,,
player,201209160phi,phi,BrowBr02,pass_sacked_yds,0,,,,,
player,201209160phi,phi,BrowBr02,pass_long,0,,,,,
player,201209160phi,phi,BrowBr02,pass_rating,,,,,,
player,201209160phi,phi,BrowBr02,rush_att,3,,,,,
player,201209160phi,phi,BrowBr02,rush_yds,7,,,,,
player,201209160phi,phi,BrowBr02,rush_td,0,,,,,
player,201209160phi,phi,BrowBr02,rush_long,3,,,,,
player,201209160phi,phi,BrowBr02,targets,0,,,,,
player,201209160phi,phi,BrowBr02,rec,0,,,,,
player,201209160phi,phi,BrowBr02,rec_yds,0,,,,,
player,201209160phi,phi,BrowBr02,rec_td,0,,,,,
player,201209160phi,phi,BrowBr02,rec_long,0,,,,,
player,201209160phi,phi,BrowBr02,fumbles,0,,,,,
player,201209160phi,phi,BrowBr02,fumbles_lost,0,,,,,
player,201209160phi,phi,JohnDa04,pass_cmp,0,,,,,
player,201209160phi,phi,JohnDa04,pass_att,0,,,,,
player,201209160phi,phi,JohnDa04,pass_yds,0,,,,,
player,201209160phi,phi,JohnDa04,pass_td,0,,,,,
player,201209160phi,phi,JohnDa04,pass_int,0,,,,,
player,201209160phi,phi,JohnDa04,pass_sacked,0,,,,,
player,201209160phi,phi,JohnDa04,pass_sacked_yds,0,,,,,
player,201209160phi,phi,JohnDa04,pass_long,0,,,,,
player,201209160phi,phi,JohnDa04,pass_rating,,,,,,
player,201209160phi,phi,JohnDa04,rush_att,1,,,,,
player,201209160phi,phi,JohnDa04,rush_yds,6,,,,,
player,201209160phi,phi,JohnDa04,rush_td,0,,,,,
player,201209160phi,phi,JohnDa04,rush_long,6,,,,,
player,201209160phi,phi,JohnDa04,targets,1,,,,,
player,201209160phi,phi,JohnDa04,rec,1,,,,,
player,201209160phi,phi,JohnDa04,rec_yds,13,,,,,
player,201209160phi,phi,JohnDa04,rec_td,0,,,,,
player,201209160phi,phi,JohnDa04,rec_long,13,,,,,
player,201209160phi,phi,JohnDa04,fumbles,0,,,,,
player,201209160phi,phi,JohnDa04,fumbles_lost,0,,,,,
player,201209160phi,phi,HaviSt00,pass_cmp,0,,,,,
player,201209160phi,phi,HaviSt00,pass_att,0,,,,,
player,201209160phi,phi,HaviSt00,pass_yds,0,,,,,
player,201209160phi,phi,HaviSt00,pass_td,0,,,,,
player,201209160phi,phi,HaviSt00,pass_int,0,,,,,
player,201209160phi,phi,HaviSt00,pass_sacked,0,,,,,
player,201209160phi,phi,HaviSt00,pass_sacked_yds,0,,,,,
player,201209160phi,phi,HaviSt00,pass_long,0,,,,,
player,201209160phi,phi,HaviSt00,pass_rating,,,,,,
player,201209160phi,phi,HaviSt00,rush_att,2,,,,,
player,201209160phi,phi,HaviSt00,rush_yds,1,,,,,
player,201209160phi,phi,HaviSt00,rush_td,0,,,,,
player,201209160phi,phi,HaviSt00,rush_long,1,,,,,
player,201209160phi,phi,HaviSt00,targets,1,,,,,
player,201209160phi,phi,HaviSt00,rec,1,,,,,
player,201209160phi,phi,HaviSt00,rec_yds,4,,,,,
player,201209160phi,phi,HaviSt00,rec_td,0,,,,,
player,201209160phi,phi,HaviSt00,rec_long,4,,,,,
player,201209160phi,phi,HaviSt00,fumbles,0,,,,,
player,201209160phi,phi,HaviSt00,fumbles_lost,0,,,,,
player,201209160phi,phi,CeleBr00,pass_cmp,0,,,,,
player,201209160phi,phi,CeleBr00,pass_att,0,,,,,
player,201209160phi,phi,CeleBr00,pass_yds,0,,,,,
player,201209160phi,phi,CeleBr00,pass_td,0,,,,,
player,201209160phi,phi,CeleBr00,pass_int,0,,,,,
player,201209160phi,phi,CeleBr00,pass_sacked,0,,,,,
player,201209160phi,phi,CeleBr00,pass_sacked_yds,0,,,,,
player,201209160phi,phi,CeleBr00,pass_long,0,,,,,
player,201209160phi,phi,CeleBr00,pass_rating,,,,,,
player,201209160phi,phi,CeleBr00,rush_att,0,,,,,
player,201209160phi,phi,CeleBr00,rush_yds,0,,,,,
player,201209160phi,phi,CeleBr00,rush_td,0,,,,,
player,201209160phi,phi,CeleBr00,rush_long,0,,,,,
player,201209160phi,phi,CeleBr00,targets,11,,,,,
player,201209160phi,phi,CeleBr00,rec,8,,,,,
player,201209160phi,phi,CeleBr00,rec_yds,157,,,,,
player,201209160phi,phi,CeleBr00,rec_td,0,,,,,
player,201209160phi,phi,CeleBr00,rec_long,28,,,,,
player,201209160phi,phi,CeleBr00,fumbles,0,,,,,
player,201209160phi,phi,CeleBr00,fumbles_lost,0,,,,,
player,201209160phi,phi,JackDe00,pass_cmp,0,,,,,
player,201209160phi,phi,JackDe00,pass_att,0,,,,,
player,201209160phi,phi,JackDe00,pass_yds,0,,,,,
player,201209160phi,phi,JackDe00,pass_td,0,,,,,
player,201209160phi,phi,JackDe00,pass_int,0,,,,,
player,201209160phi,phi,JackDe00,pass_sacked,0,,,,,
player,201209160phi,phi,JackDe00,pass_sacked_yds,0,,,,,
player,201209160phi,phi,JackDe00,pass_long,0,,,,,
player,201209160phi,phi,JackDe00,pass_rating,,,,,,
player,201209160phi,phi,JackDe00,rush_att,0,,,,,
player,201209160phi,phi,JackDe00,rush_yds,0,,,,,
player,201209160phi,phi,JackDe00,rush_td,0,,,,,
player,201209160phi,phi,JackDe00,rush_long,0,,,,,
player,201209160phi,phi,JackDe00,targets,8,,,,,
player,201209160phi,phi,JackDe00,rec,7,,,,,
player,201209160phi,phi,JackDe00,rec_yds,114,,,,,
player,201209160phi,phi,JackDe00,rec_td,0,,,,,
player,201209160phi,phi,JackDe00,rec_long,49,,,,,
player,201209160phi,phi,JackDe00,fumbles,0,,,,,
player,201209160phi,phi,JackDe00,fumbles_lost,0,,,,,
player,201209160phi,phi,AvanJa00,pass_cmp,0,,,,,
player,201209160phi,phi,AvanJa00,pass_att,0,,,,,
player,201209160phi,phi,AvanJa00,pass_yds,0,,,,,
player,201209160phi,phi,AvanJa00,pass_td,0,,,,,
player,201209160phi,phi,AvanJa00,pass_int,0,,,,,
player,201209160phi,phi,AvanJa00,pass_sacked,0,,,,,
player,201209160phi,phi,AvanJa00,pass_sacked_yds,0,,,,,
player,201209160phi,phi,AvanJa00,pass_long,0,,,,,
player,201209160phi,phi,AvanJa00,pass_rating,,,,,,
player,201209160phi,phi,AvanJa00,rush_att,0,,,,,
player,201209160phi,phi,AvanJa00,rush_yds,0,,,,,
player,201209160phi,phi,AvanJa00,rush_td,0,,,,,
player,201209160phi,phi,AvanJa00,rush_long,0,,,,,
player,201209160phi,phi,AvanJa00,targets,2,,,,,
player,201209160phi,phi,AvanJa00,rec,2,,,,,
player,201209160phi,phi,AvanJa00,rec_yds,33,,,,,
player,201209160phi,phi,AvanJa00,rec_td,0,,,,,
player,201209160phi,phi,AvanJa00,rec_long,17,,,,,
player,201209160phi,phi,AvanJa00,fumbles,0,,,,,
player,201209160phi,phi,AvanJa00,fumbles_lost,0,,,,,
player,201209160phi,phi,MaclJe00,pass_cmp,0,,,,,
player,201209160phi,phi,MaclJe00,pass_att,0,,,,,
player,201209160phi,phi,MaclJe00,pass_yds,0,,,,,
player,201209160phi,phi,MaclJe00,pass_td,0,,,,,
player,201209160phi,phi,MaclJe00,pass_int,0,,,,,
player,201209160phi,phi,MaclJe00,pass_sacked,0,,,,,
player,201209160phi,phi,MaclJe00,pass_sacked_yds,0,,,,,
player,201209160phi,phi,MaclJe00,pass_long,0,,,,,
player,201209160phi,phi,MaclJe00,pass_rating,,,,,,
player,201209160phi,phi,MaclJe00,rush_att,0,,,,,
player,201209160phi,phi,MaclJe00,rush_yds,0,,,,,
player,201209160phi,phi,MaclJe00,rush_td,0,,,,,
player,201209160phi,phi,MaclJe00,rush_long,0,,,,,
player,201209160phi,phi,MaclJe00,targets,1,,,,,
player,201209160phi,phi,MaclJe00,rec,1,,,,,
player,201209160phi,phi,MaclJe00,rec_yds,23,,,,,
player,201209160phi,phi,MaclJe00,rec_td,1,,,,,
player,201209160phi,phi,MaclJe00,rec_long,23,,,,,
player,201209160phi,phi,MaclJe00,fumbles,0,,,,,
player,201209160phi,phi,MaclJe00,fumbles_lost,0,,,,,
player,201209160phi,phi,HarbCl00,pass_cmp,0,,,,,
player,201209160phi,phi,HarbCl00,pass_att,0,,,,,
player,201209160phi,phi,HarbCl00,pass_yds,0,,,,,
player,201209160phi,phi,HarbCl00,pass_td,0,,,,,
player,201209160phi,phi,HarbCl00,pass_int,0,,,,,
player,201209160phi,phi,HarbCl00,pass_sacked,0,,,,,
player,201209160phi,phi,HarbCl00,pass_sacked_yds,0,,,,,
player,201209160phi,phi,HarbCl00,pass_long,0,,,,,
player,201209160phi,phi,HarbCl00,pass_rating,,,,,,
player,201209160phi,phi,HarbCl00,rush_att,0,,,,,
player,201209160phi,phi,HarbCl00,rush_yds,0,,,,,
player,201209160phi,phi,HarbCl00,rush_td,0,,,,,
player,201209160phi,phi,HarbCl00,rush_long,0,,,,,
player,201209160phi,phi,HarbCl00,targets,2,,,,,
player,201209160phi,phi,HarbCl00,rec,1,,,,,
player,201209160phi,phi,HarbCl00,rec_yds,19,,,,,
player,201209160phi,phi,HarbCl00,rec_td,0,,,,,
player,201209160phi,phi,HarbCl00,rec_long,19,,,,,
player,201209160phi,phi,HarbCl00,fumbles,0,,,,,
player,201209160phi,phi,HarbCl00,fumbles_lost,0,,,,,
player,201209160phi,rav,PollBe20,def_int,1,,,,,
player,201209160phi,rav,PollBe20,def_int_yds,0,,,,,
player,201209160phi,rav,PollBe20,def_int_td,0,,,,,
player,201209160phi,rav,PollBe20,def_int_long,0,,,,,
player,201209160phi,rav,PollBe20,pass_defended,1,,,,,
player,201209160phi,rav,PollBe20,sacks,1.0,,,,,
player,201209160phi,rav,PollBe20,tackles_combined,4,,,,,
player,201209160phi,rav,PollBe20,tackles_solo,4,,,,,
player,201209160phi,rav,PollBe20,tackles_assists,0,,,,,
player,201209160phi,rav,PollBe20,tackles_loss,1,,,,,
player,201209160phi,rav,PollBe20,qb_hits,1,,,,,
player,201209160phi,rav,PollBe20,fumbles_rec,0,,,,,
player,201209160phi,rav,PollBe20,fumbles_rec_yds,0,,,,,
player,201209160phi,rav,PollBe20,fumbles_rec_td,0,,,,,
