game,2012,11,20121118,201211180nwe,clt,"Indianapolis Colts",24,nwe,"New England Patriots",59
player,201211180nwe,clt,CartDe01,rec_yds,0,,,,,
player,201211180nwe,clt,CartDe01,rec_td,0,,,,,
player,201211180nwe,clt,CartDe01,rec_long,0,,,,,
player,201211180nwe,clt,CartDe01,fumbles,0,,,,,
player,201211180nwe,clt,CartDe01,fumbles_lost,0,,,,,
player,201211180nwe,clt,BrowDo00,pass_cmp,0,,,,,
player,201211180nwe,clt,BrowDo00,pass_att,0,,,,,
player,201211180nwe,clt,BrowDo00,pass_yds,0,,,,,
player,201211180nwe,clt,BrowDo00,pass_td,0,,,,,
player,201211180nwe,clt,BrowDo00,pass_int,0,,,,,
player,201211180nwe,clt,BrowDo00,pass_sacked,0,,,,,
player,201211180nwe,clt,BrowDo00,pass_sacked_yds,0,,,,,
player,201211180nwe,clt,BrowDo00,pass_long,0,,,,,
player,201211180nwe,clt,BrowDo00,pass_rating,,,,,,
player,201211180nwe,clt,BrowDo00,rush_att,4,,,,,
player,201211180nwe,clt,BrowDo00,rush_yds,17,,,,,
player,201211180nwe,clt,BrowDo00,rush_td,0,,,,,
player,201211180nwe,clt,BrowDo00,rush_long,9,,,,,
player,201211180nwe,clt,BrowDo00,targets,2,,,,,
player,201211180nwe,clt,BrowDo00,rec,2,,,,,
player,201211180nwe,clt,BrowDo00,rec_yds,6,,,,,
player,201211180nwe,clt,BrowDo00,rec_td,0,,,,,
player,201211180nwe,clt,BrowDo00,rec_long,7,,,,,
player,201211180nwe,clt,BrowDo00,fumbles,0,,,,,
player,201211180nwe,clt,BrowDo00,fumbles_lost,0,,,,,
player,201211180nwe,clt,HughRo00,pass_cmp,0,,,,,
player,201211180nwe,clt,HughRo00,pass_att,0,,,,,
player,201211180nwe,clt,HughRo00,pass_yds,0,,,,,
player,201211180nwe,clt,HughRo00,pass_td,0,,,,,
player,201211180nwe,clt,HughRo00,pass_int,0,,,,,
player,201211180nwe,clt,HughRo00,pass_sacked,0,,,,,
player,201211180nwe,clt,HughRo00,pass_sacked_yds,0,,,,,
player,201211180nwe,clt,HughRo00,pass_long,0,,,,,
player,201211180nwe,clt,HughRo00,pass_rating,,,,,,
player,201211180nwe,clt,HughRo00,rush_att,1,,,,,
player,201211180nwe,clt,HughRo00,rush_yds,5,,,,,
player,201211180nwe,clt,HughRo00,rush_td,0,,,,,
player,201211180nwe,clt,HughRo00,rush_long,5,,,,,
player,201211180nwe,clt,HughRo00,targets,0,,,,,
player,201211180nwe,clt,HughRo00,rec,0,,,,,
player,201211180nwe,clt,HughRo00,rec_yds,0,,,,,
player,201211180nwe,clt,HughRo00,rec_td,0,,,,,
player,201211180nwe,clt,HughRo00,rec_long,0,,,,,
player,201211180nwe,clt,HughRo00,fumbles,0,,,,,
player,201211180nwe,clt,HughRo00,fumbles_lost,0,,,,,
player,201211180nwe,clt,HiltT.00,pass_cmp,0,,,,,
player,201211180nwe,clt,HiltT.00,pass_att,0,,,,,
player,201211180nwe,clt,HiltT.00,pass_yds,0,,,,,
player,201211180nwe,clt,HiltT.00,pass_td,0,,,,,
player,201211180nwe,clt,HiltT.00,pass_int,0,,,,,
player,201211180nwe,clt,HiltT.00,pass_sacked,0,,,,,
player,201211180nwe,clt,HiltT.00,pass_sacked_yds,0,,,,,
player,201211180nwe,clt,HiltT.00,pass_long,0,,,,,
player,201211180nwe,clt,HiltT.00,pass_rating,,,,,,
player,201211180nwe,clt,HiltT.00,rush_att,0,,,,,
player,201211180nwe,clt,HiltT.00,rush_yds,0,,,,,
player,201211180nwe,clt,HiltT.00,rush_td,0,,,,,
player,201211180nwe,clt,HiltT.00,rush_long,0,,,,,
player,201211180nwe,clt,HiltT.00,targets,9,,,,,
player,201211180nwe,clt,HiltT.00,rec,6,,,,,
player,201211180nwe,clt,HiltT.00,rec_yds,100,,,,,
player,201211180nwe,clt,HiltT.00,rec_td,2,,,,,
player,201211180nwe,clt,HiltT.00,rec_long,43,,,,,
player,201211180nwe,clt,HiltT.00,fumbles,1,,,,,
player,201211180nwe,clt,HiltT.00,fumbles_lost,0,,,,,
player,201211180nwe,clt,WaynRe00,pass_cmp,0,,,,,
player,201211180nwe,clt,WaynRe00,pass_att,0,,,,,
player,201211180nwe,clt,WaynRe00,pass_yds,0,,,,,
player,201211180nwe,clt,WaynRe00,pass_td,0,,,,,
player,201211180nwe,clt,WaynRe00,pass_int,0,,,,,
player,201211180nwe,clt,WaynRe00,pass_sacked,0,,,,,
player,201211180nwe,clt,WaynRe00,pass_sacked_yds,0,,,,,
player,201211180nwe,clt,WaynRe00,pass_long,0,,,,,
player,201211180nwe,clt,WaynRe00,pass_rating,,,,,,
player,201211180nwe,clt,WaynRe00,rush_att,0,,,,,
player,201211180nwe,clt,WaynRe00,rush_yds,0,,,,,
player,201211180nwe,clt,WaynRe00,rush_td,0,,,,,
player,201211180nwe,clt,WaynRe00,rush_long,0,,,,,
player,201211180nwe,clt,WaynRe00,targets,18,,,,,
player,201211180nwe,clt,WaynRe00,rec,7,,,,,
player,201211180nwe,clt,WaynRe00,rec_yds,72,,,,,
player,201211180nwe,clt,WaynRe00,rec_td,0,,,,,
player,201211180nwe,clt,WaynRe00,rec_long,21,,,,,
player,201211180nwe,clt,WaynRe00,fumbles,0,,,,,
player,201211180nwe,clt,WaynRe00,fumbles_lost,0,,,,,
player,201211180nwe,clt,AlleDw00,pass_cmp,0,,,,,
player,201211180nwe,clt,AlleDw00,pass_att,0,,,,,
player,201211180nwe,clt,AlleDw00,pass_yds,0,,,,,
player,201211180nwe,clt,AlleDw00,pass_td,0,,,,,
player,201211180nwe,clt,AlleDw00,pass_int,0,,,,,
player,201211180nwe,clt,AlleDw00,pass_sacked,0,,,,,
player,201211180nwe,clt,AlleDw00,pass_sacked_yds,0,,,,,
player,201211180nwe,clt,AlleDw00,pass_long,0,,,,,
player,201211180nwe,clt,AlleDw00,pass_rating,,,,,,
player,201211180nwe,clt,AlleDw00,rush_att,0,,,,,
player,201211180nwe,clt,AlleDw00,rush_yds,0,,,,,
player,201211180nwe,clt,AlleDw00,rush_td,0,,,,,
player,201211180nwe,clt,AlleDw00,rush_long,0,,,,,
player,201211180nwe,clt,AlleDw00,targets,11,,,,,
player,201211180nwe,clt,AlleDw00,rec,6,,,,,
player,201211180nwe,clt,AlleDw00,rec_yds,69,,,,,
player,201211180nwe,clt,AlleDw00,rec_td,0,,,,,
player,201211180nwe,clt,AlleDw00,rec_long,19,,,,,
player,201211180nwe,clt,AlleDw00,fumbles,0,,,,,
player,201211180nwe,clt,AlleDw00,fumbles_lost,0,,,,,
player,201211180nwe,clt,BrazLa00,pass_cmp,0,,,,,
player,201211180nwe,clt,BrazLa00,pass_att,0,,,,,
player,201211180nwe,clt,BrazLa00,pass_yds,0,,,,,
player,201211180nwe,clt,BrazLa00,pass_td,0,,,,,
player,201211180nwe,clt,BrazLa00,pass_int,0,,,,,
player,201211180nwe,clt,BrazLa00,pass_sacked,0,,,,,
player,201211180nwe,clt,BrazLa00,pass_sacked_yds,0,,,,,
player,201211180nwe,clt,BrazLa00,pass_long,0,,,,,
player,201211180nwe,clt,BrazLa00,pass_rating,,,,,,
player,201211180nwe,clt,BrazLa00,rush_att,0,,,,,
player,201211180nwe,clt,BrazLa00,rush_yds,0,,,,,
player,201211180nwe,clt,BrazLa00,rush_td,0,,,,,
player,201211180nwe,clt,BrazLa00,rush_long,0,,,,,
player,201211180nwe,clt,BrazLa00,targets,4,,,,,
player,201211180nwe,clt,BrazLa00,rec,2,,,,,
player,201211180nwe,clt,BrazLa00,rec_yds,46,,,,,
player,201211180nwe,clt,BrazLa00,rec_td,0,,,,,
player,201211180nwe,clt,BrazLa00,rec_long,25,,,,,
player,201211180nwe,clt,BrazLa00,fumbles,0,,,,,
player,201211180nwe,clt,BrazLa00,fumbles_lost,0,,,,,
player,201211180nwe,clt,AverDo00,pass_cmp,0,,,,,
player,201211180nwe,clt,AverDo00,pass_att,0,,,,,
player,201211180nwe,clt,AverDo00,pass_yds,0,,,,,
player,201211180nwe,clt,AverDo00,pass_td,0,,,,,
player,201211180nwe,clt,AverDo00,pass_int,0,,,,,
player,201211180nwe,clt,AverDo00,pass_sacked,0,,,,,
player,201211180nwe,clt,AverDo00,pass_sacked_yds,0,,,,,
player,201211180nwe,clt,AverDo00,pass_long,0,,,,,
player,201211180nwe,clt,AverDo00,pass_rating,,,,,,
player,201211180nwe,clt,AverDo00,rush_att,0,,,,,
player,201211180nwe,clt,AverDo00,rush_yds,0,,,,,
player,201211180nwe,clt,AverDo00,rush_td,0,,,,,
player,201211180nwe,clt,AverDo00,rush_long,0,,,,,
player,201211180nwe,clt,AverDo00,targets,4,,,,,
player,201211180nwe,clt,AverDo00,rec,3,,,,,
player,201211180nwe,clt,AverDo00,rec_yds,34,,,,,
player,201211180nwe,clt,AverDo00,rec_td,0,,,,,
player,201211180nwe,clt,AverDo00,rec_long,19,,,,,
player,201211180nwe,clt,AverDo00,fumbles,0,,,,,
player,201211180nwe,clt,AverDo00,fumbles_lost,0,,,,,
player,201211180nwe,clt,PalmNa00,pass_cmp,0,,,,,
player,201211180nwe,clt,PalmNa00,pass_att,0,,,,,
player,201211180nwe,clt,PalmNa00,pass_yds,0,,,,,
player,201211180nwe,clt,PalmNa00,pass_td,0,,,,,
player,201211180nwe,clt,PalmNa00,pass_int,0,,,,,
player,201211180nwe,clt,PalmNa00,pass_sacked,0,,,,,
player,201211180nwe,clt,PalmNa00,pass_sacked_yds,0,,,,,
player,201211180nwe,clt,PalmNa00,pass_long,0,,,,,
player,201211180nwe,clt,PalmNa00,pass_rating,,,,,,
player,201211180nwe,clt,PalmNa00,rush_att,0,,,,,
player,201211180nwe,clt,PalmNa00,rush_yds,0,,,,,
player,201211180nwe,clt,PalmNa00,rush_td,0,,,,,
player,201211180nwe,clt,PalmNa00,rush_long,0,,,,,
player,201211180nwe,clt,PalmNa00,targets,1,,,,,
player,201211180nwe,clt,PalmNa00,rec,0,,,,,
player,201211180nwe,clt,PalmNa00,rec_yds,0,,,,,
player,201211180nwe,clt,PalmNa00,rec_td,0,,,,,
player,201211180nwe,clt,PalmNa00,rec_long,0,,,,,
player,201211180nwe,clt,PalmNa00,fumbles,0,,,,,
player,201211180nwe,clt,PalmNa00,fumbles_lost,0,,,,,
player,201211180nwe,nwe,BradTo00,pass_cmp,24,,,,,
player,201211180nwe,nwe,BradTo00,pass_att,35,,,,,
player,201211180nwe,nwe,BradTo00,pass_yds,331,,,,,
player,201211180nwe,nwe,BradTo00,pass_td,3,,,,,
player,201211180nwe,nwe,BradTo00,pass_int,0,,,,,
player,201211180nwe,nwe,BradTo00,pass_sacked,0,,,,,
player,201211180nwe,nwe,BradTo00,pass_sacked_yds,0,,,,,
player,201211180nwe,nwe,BradTo00,pass_long,36,,,,,
player,201211180nwe,nwe,BradTo00,pass_rating,127.2,,,,,
player,201211180nwe,nwe,BradTo00,rush_att,0,,,,,
player,201211180nwe,nwe,BradTo00,rush_yds,0,,,,,
player,201211180nwe,nwe,BradTo00,rush_td,0,,,,,
player,201211180nwe,nwe,BradTo00,rush_long,0,,,,,
player,201211180nwe,nwe,BradTo00,targets,0,,,,,
player,201211180nwe,nwe,BradTo00,rec,0,,,,,
player,201211180nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201211180nwe,nwe,BradTo00,rec_td,0,,,,,
player,201211180nwe,nwe,BradTo00,rec_long,0,,,,,
player,201211180nwe,nwe,BradTo00,fumbles,0,,,,,
player,201211180nwe,nwe,BradTo00,fumbles_lost,0,,,,,
player,201211180nwe,nwe,EdelJu00,pass_cmp,0,,,,,
player,201211180nwe,nwe,EdelJu00,pass_att,0,,,,,
player,201211180nwe,nwe,EdelJu00,pass_yds,0,,,,,
player,201211180nwe,nwe,EdelJu00,pass_td,0,,,,,
player,201211180nwe,nwe,EdelJu00,pass_int,0,,,,,
player,201211180nwe,nwe,EdelJu00,pass_sacked,0,,,,,
player,201211180nwe,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201211180nwe,nwe,EdelJu00,pass_long,0,,,,,
player,201211180nwe,nwe,EdelJu00,pass_rating,,,,,,
player,201211180nwe,nwe,EdelJu00,rush_att,1,,,,,
player,201211180nwe,nwe,EdelJu00,rush_yds,47,,,,,
player,201211180nwe,nwe,EdelJu00,rush_td,0,,,,,
player,201211180nwe,nwe,EdelJu00,rush_long,47,,,,,
player,201211180nwe,nwe,EdelJu00,targets,7,,,,,
player,201211180nwe,nwe,EdelJu00,rec,5,,,,,
player,201211180nwe,nwe,EdelJu00,rec_yds,58,,,,,
player,201211180nwe,nwe,EdelJu00,rec_td,1,,,,,
player,201211180nwe,nwe,EdelJu00,rec_long,18,,,,,
player,201211180nwe,nwe,EdelJu00,fumbles,0,,,,,
player,201211180nwe,nwe,EdelJu00,fumbles_lost,0,,,,,
player,201211180nwe,nwe,VereSh00,pass_cmp,0,,,,,
player,201211180nwe,nwe,VereSh00,pass_att,0,,,,,
player,201211180nwe,nwe,VereSh00,pass_yds,0,,,,,
player,201211180nwe,nwe,VereSh00,pass_td,0,,,,,
player,201211180nwe,nwe,VereSh00,pass_int,0,,,,,
player,201211180nwe,nwe,VereSh00,pass_sacked,0,,,,,
player,201211180nwe,nwe,VereSh00,pass_sacked_yds,0,,,,,
player,201211180nwe,nwe,VereSh00,pass_long,0,,,,,
player,201211180nwe,nwe,VereSh00,pass_rating,,,,,,
player,201211180nwe,nwe,VereSh00,rush_att,11,,,,,
player,201211180nwe,nwe,VereSh00,rush_yds,40,,,,,
player,201211180nwe,nwe,VereSh00,rush_td,1,,,,,
player,201211180nwe,nwe,VereSh00,rush_long,13,,,,,
player,201211180nwe,nwe,VereSh00,targets,3,,,,,
player,201211180nwe,nwe,VereSh00,rec,1,,,,,
player,201211180nwe,nwe,VereSh00,rec_yds,11,,,,,
player,201211180nwe,nwe,VereSh00,rec_td,0,,,,,
player,201211180nwe,nwe,VereSh00,rec_long,11,,,,,
player,201211180nwe,nwe,VereSh00,fumbles,0,,,,,
player,201211180nwe,nwe,VereSh00,fumbles_lost,0,,,,,
player,201211180nwe,nwe,RidlSt00,pass_cmp,0,,,,,
player,201211180nwe,nwe,RidlSt00,pass_att,0,,,,,
player,201211180nwe,nwe,RidlSt00,pass_yds,0,,,,,
player,201211180nwe,nwe,RidlSt00,pass_td,0,,,,,
player,201211180nwe,nwe,RidlSt00,pass_int,0,,,,,
player,201211180nwe,nwe,RidlSt00,pass_sacked,0,,,,,
player,201211180nwe,nwe,RidlSt00,pass_sacked_yds,0,,,,,
player,201211180nwe,nwe,RidlSt00,pass_long,0,,,,,
player,201211180nwe,nwe,RidlSt00,pass_rating,,,,,,
player,201211180nwe,nwe,RidlSt00,rush_att,13,,,,,
player,201211180nwe,nwe,RidlSt00,rush_yds,28,,,,,
player,201211180nwe,nwe,RidlSt00,rush_td,1,,,,,
player,201211180nwe,nwe,RidlSt00,rush_long,11,,,,,
player,201211180nwe,nwe,RidlSt00,targets,0,,,,,
player,201211180nwe,nwe,RidlSt00,rec,0,,,,,
player,201211180nwe,nwe,RidlSt00,rec_yds,0,,,,,
player,201211180nwe,nwe,RidlSt00,rec_td,0,,,,,
player,201211180nwe,nwe,RidlSt00,rec_long,0,,,,,
player,201211180nwe,nwe,RidlSt00,fumbles,0,,,,,
player,201211180nwe,nwe,RidlSt00,fumbles_lost,0,,,,,
player,201211180nwe,nwe,GronRo00,pass_cmp,0,,,,,
player,201211180nwe,nwe,GronRo00,pass_att,0,,,,,
player,201211180nwe,nwe,GronRo00,pass_yds,0,,,,,
player,201211180nwe,nwe,GronRo00,pass_td,0,,,,,
player,201211180nwe,nwe,GronRo00,pass_int,0,,,,,
player,201211180nwe,nwe,GronRo00,pass_sacked,0,,,,,
player,201211180nwe,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201211180nwe,nwe,GronRo00,pass_long,0,,,,,
player,201211180nwe,nwe,GronRo00,pass_rating,,,,,,
player,201211180nwe,nwe,GronRo00,rush_att,0,,,,,
player,201211180nwe,nwe,GronRo00,rush_yds,0,,,,,
player,201211180nwe,nwe,GronRo00,rush_td,0,,,,,
player,201211180nwe,nwe,GronRo00,rush_long,0,,,,,
player,201211180nwe,nwe,GronRo00,targets,7,,,,,
player,201211180nwe,nwe,GronRo00,rec,7,,,,,
player,201211180nwe,nwe,GronRo00,rec_yds,137,,,,,
player,201211180nwe,nwe,GronRo00,rec_td,2,,,,,
player,201211180nwe,nwe,GronRo00,rec_long,36,,,,,
player,201211180nwe,nwe,GronRo00,fumbles,0,,,,,
player,201211180nwe,nwe,GronRo00,fumbles_lost,0,,,,,
player,201211180nwe,nwe,WelkWe00,pass_cmp,0,,,,,
player,201211180nwe,nwe,WelkWe00,pass_att,0,,,,,
player,201211180nwe,nwe,WelkWe00,pass_yds,0,,,,,
player,201211180nwe,nwe,WelkWe00,pass_td,0,,,,,
player,201211180nwe,nwe,WelkWe00,pass_int,0,,,,,
player,201211180nwe,nwe,WelkWe00,pass_sacked,0,,,,,
player,201211180nwe,nwe,WelkWe00,pass_sacked_yds,0,,,,,
player,201211180nwe,nwe,WelkWe00,pass_long,0,,,,,
player,201211180nwe,nwe,WelkWe00,pass_rating,,,,,,
player,201211180nwe,nwe,WelkWe00,rush_att,0,,,,,
player,201211180nwe,nwe,WelkWe00,rush_yds,0,,,,,
player,201211180nwe,nwe,WelkWe00,rush_td,0,,,,,
player,201211180nwe,nwe,WelkWe00,rush_long,0,,,,,
player,201211180nwe,nwe,WelkWe00,targets,11,,,,,
player,201211180nwe,nwe,WelkWe00,rec,7,,,,,
player,201211180nwe,nwe,WelkWe00,rec_yds,80,,,,,
player,201211180nwe,nwe,WelkWe00,rec_td,0,,,,,
player,201211180nwe,nwe,WelkWe00,rec_long,18,,,,,
player,201211180nwe,nwe,WelkWe00,fumbles,1,,,,,
player,201211180nwe,nwe,WelkWe00,fumbles_lost,0,,,,,
player,201211180nwe,nwe,LloyBr00,pass_cmp,0,,,,,
player,201211180nwe,nwe,LloyBr00,pass_att,0,,,,,
player,201211180nwe,nwe,LloyBr00,pass_yds,0,,,,,
player,201211180nwe,nwe,LloyBr00,pass_td,0,,,,,
player,201211180nwe,nwe,LloyBr00,pass_int,0,,,,,
player,201211180nwe,nwe,LloyBr00,pass_sacked,0,,,,,
player,201211180nwe,nwe,LloyBr00,pass_sacked_yds,0,,,,,
player,201211180nwe,nwe,LloyBr00,pass_long,0,,,,,
player,201211180nwe,nwe,LloyBr00,pass_rating,,,,,,
player,201211180nwe,nwe,LloyBr00,rush_att,0,,,,,
player,201211180nwe,nwe,LloyBr00,rush_yds,0,,,,,
player,201211180nwe,nwe,LloyBr00,rush_td,0,,,,,
player,201211180nwe,nwe,LloyBr00,rush_long,0,,,,,
player,201211180nwe,nwe,LloyBr00,targets,7,,,,,
player,201211180nwe,nwe,LloyBr00,rec,4,,,,,
player,201211180nwe,nwe,LloyBr00,rec_yds,45,,,,,
player,201211180nwe,nwe,LloyBr00,rec_td,0,,,,,
player,201211180nwe,nwe,LloyBr00,rec_long,15,,,,,
player,201211180nwe,nwe,LloyBr00,fumbles,0,,,,,
player,201211180nwe,nwe,LloyBr00,fumbles_lost,0,,,,,
player,201211180nwe,clt,FreeJe00,def_int,0,,,,,
player,201211180nwe,clt,FreeJe00,def_int_yds,0,,,,,
player,201211180nwe,clt,FreeJe00,def_int_td,0,,,,,
player,201211180nwe,clt,FreeJe00,def_int_long,0,,,,,
player,201211180nwe,clt,FreeJe00,pass_defended,0,,,,,
player,201211180nwe,clt,FreeJe00,sacks,0.0,,,,,
player,201211180nwe,clt,FreeJe00,tackles_combined,12,,,,,
player,201211180nwe,clt,FreeJe00,tackles_solo,5,,,,,
player,201211180nwe,clt,FreeJe00,tackles_assists,7,,,,,
player,201211180nwe,clt,FreeJe00,tackles_loss,0,,,,,
player,201211180nwe,clt,FreeJe00,qb_hits,0,,,,,
player,201211180nwe,clt,FreeJe00,fumbles_rec,0,,,,,
player,201211180nwe,clt,FreeJe00,fumbles_rec_yds,0,,,,,
player,201211180nwe,clt,FreeJe00,fumbles_rec_td,0,,,,,
player,201211180nwe,clt,FreeJe00,fumbles_forced,0,,,,,
player,201211180nwe,clt,BethAn20,def_int,0,,,,,
player,201211180nwe,clt,BethAn20,def_int_yds,0,,,,,
player,201211180nwe,clt,BethAn20,def_int_td,0,,,,,
player,201211180nwe,clt,BethAn20,def_int_long,0,,,,,
player,201211180nwe,clt,BethAn20,pass_defended,0,,,,,
player,201211180nwe,clt,BethAn20,sacks,0.0,,,,,
player,201211180nwe,clt,BethAn20,tackles_combined,8,,,,,
player,201211180nwe,clt,BethAn20,tackles_solo,4,,,,,
player,201211180nwe,clt,BethAn20,tackles_assists,4,,,,,
player,201211180nwe,clt,BethAn20,tackles_loss,0,,,,,
player,201211180nwe,clt,BethAn20,qb_hits,0,,,,,
player,201211180nwe,clt,BethAn20,fumbles_rec,0,,,,,
player,201211180nwe,clt,BethAn20,fumbles_rec_yds,0,,,,,
player,201211180nwe,clt,BethAn20,fumbles_rec_td,0,,,,,
player,201211180nwe,clt,BethAn20,fumbles_forced,0,,,,,
player,201211180nwe,clt,ButlDa99,def_int,0,,,,,
player,201211180nwe,clt,ButlDa99,def_int_yds,0,,,,,
player,201211180nwe,clt,ButlDa99,def_int_td,0,,,,,
player,201211180nwe,clt,ButlDa99,def_int_long,0,,,,,
player,201211180nwe,clt,ButlDa99,pass_defended,0,,,,,
player,201211180nwe,clt,ButlDa99,sacks,0.0,,,,,
player,201211180nwe,clt,ButlDa99,tackles_combined,6,,,,,
player,201211180nwe,clt,ButlDa99,tackles_solo,4,,,,,
player,201211180nwe,clt,ButlDa99,tackles_assists,2,,,,,
player,201211180nwe,clt,ButlDa99,tackles_loss,0,,,,,
player,201211180nwe,clt,ButlDa99,qb_hits,0,,,,,
player,201211180nwe,clt,ButlDa99,fumbles_rec,0,,,,,
player,201211180nwe,clt,ButlDa99,fumbles_rec_yds,0,,,,,
player,201211180nwe,clt,ButlDa99,fumbles_rec_td,0,,,,,
player,201211180nwe,clt,ButlDa99,fumbles_forced,1,,,,,
player,201211180nwe,clt,GordJo01,def_int,0,,,,,
player,201211180nwe,clt,GordJo01,def_int_yds,0,,,,,
player,201211180nwe,clt,GordJo01,def_int_td,0,,,,,
player,201211180nwe,clt,GordJo01,def_int_long,0,,,,,
player,201211180nwe,clt,GordJo01,pass_defended,0,,,,,
player,201211180nwe,clt,GordJo01,sacks,0.0,,,,,
player,201211180nwe,clt,GordJo01,tackles_combined,5,,,,,
player,201211180nwe,clt,GordJo01,tackles_solo,4,,,,,
player,201211180nwe,clt,GordJo01,tackles_assists,1,,,,,
