game,2012,13,20121202,201212020gnb,min,"Minnesota Vikings",14,gnb,"Green Bay Packers",23
team,201212020gnb,min,First Downs,16,,,,,,
team,201212020gnb,gnb,First Downs,22,,,,,,
team,201212020gnb,min,Rush-Yds-TDs,28-240-1,,,,,,
team,201212020gnb,gnb,Rush-Yds-TDs,36-152-1,,,,,,
team,201212020gnb,min,Cmp-Att-Yd-TD-INT,12-25-119-1-2,,,,,,
team,201212020gnb,gnb,Cmp-Att-Yd-TD-INT,27-35-286-1-1,,,,,,
team,201212020gnb,min,Sacked-Yards,0-0,,,,,,
team,201212020gnb,gnb,Sacked-Yards,2-3,,,,,,
team,201212020gnb,min,Net Pass Yards,119,,,,,,
team,201212020gnb,gnb,Net Pass Yards,283,,,,,,
team,201212020gnb,min,Total Yards,359,,,,,,
team,201212020gnb,gnb,Total Yards,435,,,,,,
team,201212020gnb,min,Fumbles-Lost,1-0,,,,,,
team,201212020gnb,gnb,Fumbles-Lost,0-0,,,,,,
team,201212020gnb,min,Turnovers,2,,,,,,
team,201212020gnb,gnb,Turnovers,1,,,,,,
team,201212020gnb,min,Penalties-Yards,5-48,,,,,,
team,201212020gnb,gnb,Penalties-Yards,10-78,,,,,,
team,201212020gnb,min,Third Down Conv.,6-12,,,,,,
team,201212020gnb,gnb,Third Down Conv.,9-16,,,,,,
team,201212020gnb,min,Fourth Down Conv.,0-0,,,,,,
team,201212020gnb,gnb,Fourth Down Conv.,0-0,,,,,,
team,201212020gnb,min,Time of Possession,21:30,,,,,,
team,201212020gnb,gnb,Time of Possession,38:30,,,,,,
player,201212020gnb,min,PondCh00,pass_cmp,12,,,,,
player,201212020gnb,min,PondCh00,pass_att,25,,,,,
player,201212020gnb,min,PondCh00,pass_yds,119,,,,,
player,201212020gnb,min,PondCh00,pass_td,1,,,,,
player,201212020gnb,min,PondCh00,pass_int,2,,,,,
player,201212020gnb,min,PondCh00,pass_sacked,0,,,,,
player,201212020gnb,min,PondCh00,pass_sacked_yds,0,,,,,
player,201212020gnb,min,PondCh00,pass_long,21,,,,,
player,201212020gnb,min,PondCh00,pass_rating,41.9,,,,,
player,201212020gnb,min,PondCh00,rush_att,6,,,,,
player,201212020gnb,min,PondCh00,rush_yds,28,,,,,
player,201212020gnb,min,PondCh00,rush_td,0,,,,,
player,201212020gnb,min,PondCh00,rush_long,11,,,,,
player,201212020gnb,min,PondCh00,targets,0,,,,,
player,201212020gnb,min,PondCh00,rec,0,,,,,
player,201212020gnb,min,PondCh00,rec_yds,0,,,,,
player,201212020gnb,min,PondCh00,rec_td,0,,,,,
player,201212020gnb,min,PondCh00,rec_long,0,,,,,
player,201212020gnb,min,PondCh00,fumbles,1,,,,,
player,201212020gnb,min,PondCh00,fumbles_lost,0,,,,,
player,201212020gnb,min,PeteAd01,pass_cmp,0,,,,,
player,201212020gnb,min,PeteAd01,pass_att,0,,,,,
player,201212020gnb,min,PeteAd01,pass_yds,0,,,,,
player,201212020gnb,min,PeteAd01,pass_td,0,,,,,
player,201212020gnb,min,PeteAd01,pass_int,0,,,,,
player,201212020gnb,min,PeteAd01,pass_sacked,0,,,,,
player,201212020gnb,min,PeteAd01,pass_sacked_yds,0,,,,,
player,201212020gnb,min,PeteAd01,pass_long,0,,,,,
player,201212020gnb,min,PeteAd01,pass_rating,,,,,,
player,201212020gnb,min,PeteAd01,rush_att,21,,,,,
player,201212020gnb,min,PeteAd01,rush_yds,210,,,,,
player,201212020gnb,min,PeteAd01,rush_td,1,,,,,
player,201212020gnb,min,PeteAd01,rush_long,82,,,,,
player,201212020gnb,min,PeteAd01,targets,2,,,,,
player,201212020gnb,min,PeteAd01,rec,1,,,,,
player,201212020gnb,min,PeteAd01,rec_yds,10,,,,,
player,201212020gnb,min,PeteAd01,rec_td,0,,,,,
player,201212020gnb,min,PeteAd01,rec_long,10,,,,,
player,201212020gnb,min,PeteAd01,fumbles,0,,,,,
player,201212020gnb,min,PeteAd01,fumbles_lost,0,,,,,
player,201212020gnb,min,GerhTo00,pass_cmp,0,,,,,
player,201212020gnb,min,GerhTo00,pass_att,0,,,,,
player,201212020gnb,min,GerhTo00,pass_yds,0,,,,,
player,201212020gnb,min,GerhTo00,pass_td,0,,,,,
player,201212020gnb,min,GerhTo00,pass_int,0,,,,,
player,201212020gnb,min,GerhTo00,pass_sacked,0,,,,,
player,201212020gnb,min,GerhTo00,pass_sacked_yds,0,,,,,
player,201212020gnb,min,GerhTo00,pass_long,0,,,,,
player,201212020gnb,min,GerhTo00,pass_rating,,,,,,
player,201212020gnb,min,GerhTo00,rush_att,1,,,,,
player,201212020gnb,min,GerhTo00,rush_yds,2,,,,,
player,201212020gnb,min,GerhTo00,rush_td,0,,,,,
player,201212020gnb,min,GerhTo00,rush_long,2,,,,,
player,201212020gnb,min,GerhTo00,targets,1,,,,,
player,201212020gnb,min,GerhTo00,rec,1,,,,,
player,201212020gnb,min,GerhTo00,rec_yds,7,,,,,
player,201212020gnb,min,GerhTo00,rec_td,0,,,,,
player,201212020gnb,min,GerhTo00,rec_long,7,,,,,
player,201212020gnb,min,GerhTo00,fumbles,0,,,,,
player,201212020gnb,min,GerhTo00,fumbles_lost,0,,,,,
player,201212020gnb,min,RudoKy00,pass_cmp,0,,,,,
player,201212020gnb,min,RudoKy00,pass_att,0,,,,,
player,201212020gnb,min,RudoKy00,pass_yds,0,,,,,
player,201212020gnb,min,RudoKy00,pass_td,0,,,,,
player,201212020gnb,min,RudoKy00,pass_int,0,,,,,
player,201212020gnb,min,RudoKy00,pass_sacked,0,,,,,
player,201212020gnb,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201212020gnb,min,RudoKy00,pass_long,0,,,,,
player,201212020gnb,min,RudoKy00,pass_rating,,,,,,
player,201212020gnb,min,RudoKy00,rush_att,0,,,,,
player,201212020gnb,min,RudoKy00,rush_yds,0,,,,,
player,201212020gnb,min,RudoKy00,rush_td,0,,,,,
player,201212020gnb,min,RudoKy00,rush_long,0,,,,,
player,201212020gnb,min,RudoKy00,targets,8,,,,,
player,201212020gnb,min,RudoKy00,rec,6,,,,,
player,201212020gnb,min,RudoKy00,rec_yds,51,,,,,
player,201212020gnb,min,RudoKy00,rec_td,1,,,,,
player,201212020gnb,min,RudoKy00,rec_long,21,,,,,
player,201212020gnb,min,RudoKy00,fumbles,0,,,,,
player,201212020gnb,min,RudoKy00,fumbles_lost,0,,,,,
player,201212020gnb,min,SimpJe00,pass_cmp,0,,,,,
player,201212020gnb,min,SimpJe00,pass_att,0,,,,,
player,201212020gnb,min,SimpJe00,pass_yds,0,,,,,
player,201212020gnb,min,SimpJe00,pass_td,0,,,,,
player,201212020gnb,min,SimpJe00,pass_int,0,,,,,
player,201212020gnb,min,SimpJe00,pass_sacked,0,,,,,
player,201212020gnb,min,SimpJe00,pass_sacked_yds,0,,,,,
player,201212020gnb,min,SimpJe00,pass_long,0,,,,,
player,201212020gnb,min,SimpJe00,pass_rating,,,,,,
player,201212020gnb,min,SimpJe00,rush_att,0,,,,,
player,201212020gnb,min,SimpJe00,rush_yds,0,,,,,
player,201212020gnb,min,SimpJe00,rush_td,0,,,,,
player,201212020gnb,min,SimpJe00,rush_long,0,,,,,
player,201212020gnb,min,SimpJe00,targets,7,,,,,
player,201212020gnb,min,SimpJe00,rec,2,,,,,
player,201212020gnb,min,SimpJe00,rec_yds,25,,,,,
player,201212020gnb,min,SimpJe00,rec_td,0,,,,,
player,201212020gnb,min,SimpJe00,rec_long,18,,,,,
player,201212020gnb,min,SimpJe00,fumbles,0,,,,,
player,201212020gnb,min,SimpJe00,fumbles_lost,0,,,,,
player,201212020gnb,min,WrigJa02,pass_cmp,0,,,,,
player,201212020gnb,min,WrigJa02,pass_att,0,,,,,
player,201212020gnb,min,WrigJa02,pass_yds,0,,,,,
player,201212020gnb,min,WrigJa02,pass_td,0,,,,,
player,201212020gnb,min,WrigJa02,pass_int,0,,,,,
player,201212020gnb,min,WrigJa02,pass_sacked,0,,,,,
player,201212020gnb,min,WrigJa02,pass_sacked_yds,0,,,,,
player,201212020gnb,min,WrigJa02,pass_long,0,,,,,
player,201212020gnb,min,WrigJa02,pass_rating,,,,,,
player,201212020gnb,min,WrigJa02,rush_att,0,,,,,
player,201212020gnb,min,WrigJa02,rush_yds,0,,,,,
player,201212020gnb,min,WrigJa02,rush_td,0,,,,,
player,201212020gnb,min,WrigJa02,rush_long,0,,,,,
player,201212020gnb,min,WrigJa02,targets,1,,,,,
player,201212020gnb,min,WrigJa02,rec,1,,,,,
player,201212020gnb,min,WrigJa02,rec_yds,13,,,,,
player,201212020gnb,min,WrigJa02,rec_td,0,,,,,
player,201212020gnb,min,WrigJa02,rec_long,13,,,,,
player,201212020gnb,min,WrigJa02,fumbles,0,,,,,
player,201212020gnb,min,WrigJa02,fumbles_lost,0,,,,,
player,201212020gnb,min,FeltJe00,pass_cmp,0,,,,,
player,201212020gnb,min,FeltJe00,pass_att,0,,,,,
player,201212020gnb,min,FeltJe00,pass_yds,0,,,,,
player,201212020gnb,min,FeltJe00,pass_td,0,,,,,
