game,2012,2,20120916,201209160clt,min,"Minnesota Vikings",20,clt,"Indianapolis Colts",23
player,201209160clt,min,PeteAd01,rush_td,0,,,,,
player,201209160clt,min,PeteAd01,rush_long,6,,,,,
player,201209160clt,min,PeteAd01,targets,3,,,,,
player,201209160clt,min,PeteAd01,rec,3,,,,,
player,201209160clt,min,PeteAd01,rec_yds,20,,,,,
player,201209160clt,min,PeteAd01,rec_td,0,,,,,
player,201209160clt,min,PeteAd01,rec_long,20,,,,,
player,201209160clt,min,PeteAd01,fumbles,0,,,,,
player,201209160clt,min,PeteAd01,fumbles_lost,0,,,,,
player,201209160clt,min,GerhTo00,pass_cmp,0,,,,,
player,201209160clt,min,GerhTo00,pass_att,0,,,,,
player,201209160clt,min,GerhTo00,pass_yds,0,,,,,
player,201209160clt,min,GerhTo00,pass_td,0,,,,,
player,201209160clt,min,GerhTo00,pass_int,0,,,,,
player,201209160clt,min,GerhTo00,pass_sacked,0,,,,,
player,201209160clt,min,GerhTo00,pass_sacked_yds,0,,,,,
player,201209160clt,min,GerhTo00,pass_long,0,,,,,
player,201209160clt,min,GerhTo00,pass_rating,,,,,,
player,201209160clt,min,GerhTo00,rush_att,5,,,,,
player,201209160clt,min,GerhTo00,rush_yds,15,,,,,
player,201209160clt,min,GerhTo00,rush_td,0,,,,,
player,201209160clt,min,GerhTo00,rush_long,8,,,,,
player,201209160clt,min,GerhTo00,targets,3,,,,,
player,201209160clt,min,GerhTo00,rec,2,,,,,
player,201209160clt,min,GerhTo00,rec_yds,17,,,,,
player,201209160clt,min,GerhTo00,rec_td,0,,,,,
player,201209160clt,min,GerhTo00,rec_long,12,,,,,
player,201209160clt,min,GerhTo00,fumbles,0,,,,,
player,201209160clt,min,GerhTo00,fumbles_lost,0,,,,,
player,201209160clt,min,HarvPe00,pass_cmp,0,,,,,
player,201209160clt,min,HarvPe00,pass_att,0,,,,,
player,201209160clt,min,HarvPe00,pass_yds,0,,,,,
player,201209160clt,min,HarvPe00,pass_td,0,,,,,
player,201209160clt,min,HarvPe00,pass_int,0,,,,,
player,201209160clt,min,HarvPe00,pass_sacked,0,,,,,
player,201209160clt,min,HarvPe00,pass_sacked_yds,0,,,,,
player,201209160clt,min,HarvPe00,pass_long,0,,,,,
player,201209160clt,min,HarvPe00,pass_rating,,,,,,
player,201209160clt,min,HarvPe00,rush_att,2,,,,,
player,201209160clt,min,HarvPe00,rush_yds,13,,,,,
player,201209160clt,min,HarvPe00,rush_td,0,,,,,
player,201209160clt,min,HarvPe00,rush_long,20,,,,,
player,201209160clt,min,HarvPe00,targets,13,,,,,
player,201209160clt,min,HarvPe00,rec,12,,,,,
player,201209160clt,min,HarvPe00,rec_yds,104,,,,,
player,201209160clt,min,HarvPe00,rec_td,0,,,,,
player,201209160clt,min,HarvPe00,rec_long,20,,,,,
player,201209160clt,min,HarvPe00,fumbles,0,,,,,
player,201209160clt,min,HarvPe00,fumbles_lost,0,,,,,
player,201209160clt,min,JenkMi00,pass_cmp,0,,,,,
player,201209160clt,min,JenkMi00,pass_att,0,,,,,
player,201209160clt,min,JenkMi00,pass_yds,0,,,,,
player,201209160clt,min,JenkMi00,pass_td,0,,,,,
player,201209160clt,min,JenkMi00,pass_int,0,,,,,
player,201209160clt,min,JenkMi00,pass_sacked,0,,,,,
player,201209160clt,min,JenkMi00,pass_sacked_yds,0,,,,,
player,201209160clt,min,JenkMi00,pass_long,0,,,,,
player,201209160clt,min,JenkMi00,pass_rating,,,,,,
player,201209160clt,min,JenkMi00,rush_att,0,,,,,
player,201209160clt,min,JenkMi00,rush_yds,0,,,,,
player,201209160clt,min,JenkMi00,rush_td,0,,,,,
player,201209160clt,min,JenkMi00,rush_long,0,,,,,
player,201209160clt,min,JenkMi00,targets,6,,,,,
player,201209160clt,min,JenkMi00,rec,5,,,,,
player,201209160clt,min,JenkMi00,rec_yds,43,,,,,
player,201209160clt,min,JenkMi00,rec_td,0,,,,,
player,201209160clt,min,JenkMi00,rec_long,15,,,,,
player,201209160clt,min,JenkMi00,fumbles,0,,,,,
player,201209160clt,min,JenkMi00,fumbles_lost,0,,,,,
player,201209160clt,min,RudoKy00,pass_cmp,0,,,,,
player,201209160clt,min,RudoKy00,pass_att,0,,,,,
player,201209160clt,min,RudoKy00,pass_yds,0,,,,,
player,201209160clt,min,RudoKy00,pass_td,0,,,,,
player,201209160clt,min,RudoKy00,pass_int,0,,,,,
player,201209160clt,min,RudoKy00,pass_sacked,0,,,,,
player,201209160clt,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201209160clt,min,RudoKy00,pass_long,0,,,,,
player,201209160clt,min,RudoKy00,pass_rating,,,,,,
player,201209160clt,min,RudoKy00,rush_att,0,,,,,
player,201209160clt,min,RudoKy00,rush_yds,0,,,,,
player,201209160clt,min,RudoKy00,rush_td,0,,,,,
player,201209160clt,min,RudoKy00,rush_long,0,,,,,
player,201209160clt,min,RudoKy00,targets,5,,,,,
player,201209160clt,min,RudoKy00,rec,3,,,,,
player,201209160clt,min,RudoKy00,rec_yds,35,,,,,
player,201209160clt,min,RudoKy00,rec_td,1,,,,,
player,201209160clt,min,RudoKy00,rec_long,15,,,,,
player,201209160clt,min,RudoKy00,fumbles,0,,,,,
player,201209160clt,min,RudoKy00,fumbles_lost,0,,,,,
player,201209160clt,min,AromDe00,pass_cmp,0,,,,,
player,201209160clt,min,AromDe00,pass_att,0,,,,,
player,201209160clt,min,AromDe00,pass_yds,0,,,,,
player,201209160clt,min,AromDe00,pass_td,0,,,,,
player,201209160clt,min,AromDe00,pass_int,0,,,,,
player,201209160clt,min,AromDe00,pass_sacked,0,,,,,
player,201209160clt,min,AromDe00,pass_sacked_yds,0,,,,,
player,201209160clt,min,AromDe00,pass_long,0,,,,,
player,201209160clt,min,AromDe00,pass_rating,,,,,,
player,201209160clt,min,AromDe00,rush_att,0,,,,,
player,201209160clt,min,AromDe00,rush_yds,0,,,,,
player,201209160clt,min,AromDe00,rush_td,0,,,,,
player,201209160clt,min,AromDe00,rush_long,0,,,,,
player,201209160clt,min,AromDe00,targets,3,,,,,
player,201209160clt,min,AromDe00,rec,1,,,,,
player,201209160clt,min,AromDe00,rec_yds,19,,,,,
player,201209160clt,min,AromDe00,rec_td,0,,,,,
player,201209160clt,min,AromDe00,rec_long,19,,,,,
player,201209160clt,min,AromDe00,fumbles,0,,,,,
player,201209160clt,min,AromDe00,fumbles_lost,0,,,,,
player,201209160clt,min,BurtSt00,pass_cmp,0,,,,,
player,201209160clt,min,BurtSt00,pass_att,0,,,,,
player,201209160clt,min,BurtSt00,pass_yds,0,,,,,
player,201209160clt,min,BurtSt00,pass_td,0,,,,,
player,201209160clt,min,BurtSt00,pass_int,0,,,,,
player,201209160clt,min,BurtSt00,pass_sacked,0,,,,,
player,201209160clt,min,BurtSt00,pass_sacked_yds,0,,,,,
player,201209160clt,min,BurtSt00,pass_long,0,,,,,
player,201209160clt,min,BurtSt00,pass_rating,,,,,,
player,201209160clt,min,BurtSt00,rush_att,0,,,,,
player,201209160clt,min,BurtSt00,rush_yds,0,,,,,
player,201209160clt,min,BurtSt00,rush_td,0,,,,,
player,201209160clt,min,BurtSt00,rush_long,0,,,,,
player,201209160clt,min,BurtSt00,targets,2,,,,,
player,201209160clt,min,BurtSt00,rec,1,,,,,
player,201209160clt,min,BurtSt00,rec_yds,7,,,,,
player,201209160clt,min,BurtSt00,rec_td,1,,,,,
player,201209160clt,min,BurtSt00,rec_long,7,,,,,
player,201209160clt,min,BurtSt00,fumbles,0,,,,,
player,201209160clt,min,BurtSt00,fumbles_lost,0,,,,,
player,201209160clt,clt,LuckAn00,pass_cmp,20,,,,,
player,201209160clt,clt,LuckAn00,pass_att,31,,,,,
player,201209160clt,clt,LuckAn00,pass_yds,224,,,,,
player,201209160clt,clt,LuckAn00,pass_td,2,,,,,
player,201209160clt,clt,LuckAn00,pass_int,0,,,,,
player,201209160clt,clt,LuckAn00,pass_sacked,2,,,,,
player,201209160clt,clt,LuckAn00,pass_sacked_yds,30,,,,,
player,201209160clt,clt,LuckAn00,pass_long,41,,,,,
player,201209160clt,clt,LuckAn00,pass_rating,107.5,,,,,
player,201209160clt,clt,LuckAn00,rush_att,4,,,,,
player,201209160clt,clt,LuckAn00,rush_yds,21,,,,,
player,201209160clt,clt,LuckAn00,rush_td,0,,,,,
player,201209160clt,clt,LuckAn00,rush_long,7,,,,,
player,201209160clt,clt,LuckAn00,targets,0,,,,,
player,201209160clt,clt,LuckAn00,rec,0,,,,,
player,201209160clt,clt,LuckAn00,rec_yds,0,,,,,
player,201209160clt,clt,LuckAn00,rec_td,0,,,,,
player,201209160clt,clt,LuckAn00,rec_long,0,,,,,
player,201209160clt,clt,LuckAn00,fumbles,0,,,,,
player,201209160clt,clt,LuckAn00,fumbles_lost,0,,,,,
player,201209160clt,clt,BrowDo00,pass_cmp,0,,,,,
player,201209160clt,clt,BrowDo00,pass_att,0,,,,,
player,201209160clt,clt,BrowDo00,pass_yds,0,,,,,
player,201209160clt,clt,BrowDo00,pass_td,0,,,,,
player,201209160clt,clt,BrowDo00,pass_int,0,,,,,
player,201209160clt,clt,BrowDo00,pass_sacked,0,,,,,
player,201209160clt,clt,BrowDo00,pass_sacked_yds,0,,,,,
player,201209160clt,clt,BrowDo00,pass_long,0,,,,,
player,201209160clt,clt,BrowDo00,pass_rating,,,,,,
player,201209160clt,clt,BrowDo00,rush_att,16,,,,,
player,201209160clt,clt,BrowDo00,rush_yds,45,,,,,
player,201209160clt,clt,BrowDo00,rush_td,0,,,,,
player,201209160clt,clt,BrowDo00,rush_long,15,,,,,
player,201209160clt,clt,BrowDo00,targets,0,,,,,
player,201209160clt,clt,BrowDo00,rec,0,,,,,
player,201209160clt,clt,BrowDo00,rec_yds,0,,,,,
player,201209160clt,clt,BrowDo00,rec_td,0,,,,,
player,201209160clt,clt,BrowDo00,rec_long,0,,,,,
player,201209160clt,clt,BrowDo00,fumbles,0,,,,,
player,201209160clt,clt,BrowDo00,fumbles_lost,0,,,,,
player,201209160clt,clt,BallVi00,pass_cmp,0,,,,,
player,201209160clt,clt,BallVi00,pass_att,0,,,,,
player,201209160clt,clt,BallVi00,pass_yds,0,,,,,
player,201209160clt,clt,BallVi00,pass_td,0,,,,,
player,201209160clt,clt,BallVi00,pass_int,0,,,,,
player,201209160clt,clt,BallVi00,pass_sacked,0,,,,,
player,201209160clt,clt,BallVi00,pass_sacked_yds,0,,,,,
player,201209160clt,clt,BallVi00,pass_long,0,,,,,
player,201209160clt,clt,BallVi00,pass_rating,,,,,,
player,201209160clt,clt,BallVi00,rush_att,6,,,,,
player,201209160clt,clt,BallVi00,rush_yds,13,,,,,
player,201209160clt,clt,BallVi00,rush_td,0,,,,,
player,201209160clt,clt,BallVi00,rush_long,9,,,,,
player,201209160clt,clt,BallVi00,targets,1,,,,,
player,201209160clt,clt,BallVi00,rec,0,,,,,
player,201209160clt,clt,BallVi00,rec_yds,0,,,,,
player,201209160clt,clt,BallVi00,rec_td,0,,,,,
player,201209160clt,clt,BallVi00,rec_long,0,,,,,
player,201209160clt,clt,BallVi00,fumbles,0,,,,,
player,201209160clt,clt,BallVi00,fumbles_lost,0,,,,,
player,201209160clt,clt,AverDo00,pass_cmp,0,,,,,
player,201209160clt,clt,AverDo00,pass_att,0,,,,,
player,201209160clt,clt,AverDo00,pass_yds,0,,,,,
player,201209160clt,clt,AverDo00,pass_td,0,,,,,
player,201209160clt,clt,AverDo00,pass_int,0,,,,,
player,201209160clt,clt,AverDo00,pass_sacked,0,,,,,
player,201209160clt,clt,AverDo00,pass_sacked_yds,0,,,,,
player,201209160clt,clt,AverDo00,pass_long,0,,,,,
player,201209160clt,clt,AverDo00,pass_rating,,,,,,
player,201209160clt,clt,AverDo00,rush_att,2,,,,,
player,201209160clt,clt,AverDo00,rush_yds,7,,,,,
player,201209160clt,clt,AverDo00,rush_td,0,,,,,
player,201209160clt,clt,AverDo00,rush_long,7,,,,,
player,201209160clt,clt,AverDo00,targets,10,,,,,
player,201209160clt,clt,AverDo00,rec,9,,,,,
player,201209160clt,clt,AverDo00,rec_yds,111,,,,,
player,201209160clt,clt,AverDo00,rec_td,0,,,,,
player,201209160clt,clt,AverDo00,rec_long,41,,,,,
player,201209160clt,clt,AverDo00,fumbles,0,,,,,
player,201209160clt,clt,AverDo00,fumbles_lost,0,,,,,
player,201209160clt,clt,WaynRe00,pass_cmp,0,,,,,
player,201209160clt,clt,WaynRe00,pass_att,0,,,,,
player,201209160clt,clt,WaynRe00,pass_yds,0,,,,,
player,201209160clt,clt,WaynRe00,pass_td,0,,,,,
player,201209160clt,clt,WaynRe00,pass_int,0,,,,,
player,201209160clt,clt,WaynRe00,pass_sacked,0,,,,,
player,201209160clt,clt,WaynRe00,pass_sacked_yds,0,,,,,
player,201209160clt,clt,WaynRe00,pass_long,0,,,,,
player,201209160clt,clt,WaynRe00,pass_rating,,,,,,
player,201209160clt,clt,WaynRe00,rush_att,0,,,,,
player,201209160clt,clt,WaynRe00,rush_yds,0,,,,,
player,201209160clt,clt,WaynRe00,rush_td,0,,,,,
player,201209160clt,clt,WaynRe00,rush_long,0,,,,,
player,201209160clt,clt,WaynRe00,targets,7,,,,,
player,201209160clt,clt,WaynRe00,rec,6,,,,,
player,201209160clt,clt,WaynRe00,rec_yds,71,,,,,
player,201209160clt,clt,WaynRe00,rec_td,1,,,,,
player,201209160clt,clt,WaynRe00,rec_long,30,,,,,
player,201209160clt,clt,WaynRe00,fumbles,0,,,,,
player,201209160clt,clt,WaynRe00,fumbles_lost,0,,,,,
player,201209160clt,clt,FleeCo00,pass_cmp,0,,,,,
player,201209160clt,clt,FleeCo00,pass_att,0,,,,,
player,201209160clt,clt,FleeCo00,pass_yds,0,,,,,
player,201209160clt,clt,FleeCo00,pass_td,0,,,,,
player,201209160clt,clt,FleeCo00,pass_int,0,,,,,
player,201209160clt,clt,FleeCo00,pass_sacked,0,,,,,
player,201209160clt,clt,FleeCo00,pass_sacked_yds,0,,,,,
player,201209160clt,clt,FleeCo00,pass_long,0,,,,,
player,201209160clt,clt,FleeCo00,pass_rating,,,,,,
player,201209160clt,clt,FleeCo00,rush_att,0,,,,,
player,201209160clt,clt,FleeCo00,rush_yds,0,,,,,
player,201209160clt,clt,FleeCo00,rush_td,0,,,,,
player,201209160clt,clt,FleeCo00,rush_long,0,,,,,
player,201209160clt,clt,FleeCo00,targets,4,,,,,
player,201209160clt,clt,FleeCo00,rec,2,,,,,
player,201209160clt,clt,FleeCo00,rec_yds,16,,,,,
player,201209160clt,clt,FleeCo00,rec_td,0,,,,,
player,201209160clt,clt,FleeCo00,rec_long,9,,,,,
player,201209160clt,clt,FleeCo00,fumbles,0,,,,,
player,201209160clt,clt,FleeCo00,fumbles_lost,0,,,,,
player,201209160clt,clt,HiltT.00,pass_cmp,0,,,,,
player,201209160clt,clt,HiltT.00,pass_att,0,,,,,
player,201209160clt,clt,HiltT.00,pass_yds,0,,,,,
player,201209160clt,clt,HiltT.00,pass_td,0,,,,,
player,201209160clt,clt,HiltT.00,pass_int,0,,,,,
player,201209160clt,clt,HiltT.00,pass_sacked,0,,,,,
player,201209160clt,clt,HiltT.00,pass_sacked_yds,0,,,,,
player,201209160clt,clt,HiltT.00,pass_long,0,,,,,
player,201209160clt,clt,HiltT.00,pass_rating,,,,,,
player,201209160clt,clt,HiltT.00,rush_att,0,,,,,
player,201209160clt,clt,HiltT.00,rush_yds,0,,,,,
player,201209160clt,clt,HiltT.00,rush_td,0,,,,,
player,201209160clt,clt,HiltT.00,rush_long,0,,,,,
player,201209160clt,clt,HiltT.00,targets,1,,,,,
player,201209160clt,clt,HiltT.00,rec,1,,,,,
player,201209160clt,clt,HiltT.00,rec_yds,15,,,,,
player,201209160clt,clt,HiltT.00,rec_td,0,,,,,
player,201209160clt,clt,HiltT.00,rec_long,15,,,,,
player,201209160clt,clt,HiltT.00,fumbles,0,,,,,
player,201209160clt,clt,HiltT.00,fumbles_lost,0,,,,,
player,201209160clt,clt,AlleDw00,pass_cmp,0,,,,,
player,201209160clt,clt,AlleDw00,pass_att,0,,,,,
player,201209160clt,clt,AlleDw00,pass_yds,0,,,,,
player,201209160clt,clt,AlleDw00,pass_td,0,,,,,
player,201209160clt,clt,AlleDw00,pass_int,0,,,,,
player,201209160clt,clt,AlleDw00,pass_sacked,0,,,,,
player,201209160clt,clt,AlleDw00,pass_sacked_yds,0,,,,,
player,201209160clt,clt,AlleDw00,pass_long,0,,,,,
player,201209160clt,clt,AlleDw00,pass_rating,,,,,,
player,201209160clt,clt,AlleDw00,rush_att,1,,,,,
player,201209160clt,clt,AlleDw00,rush_yds,0,,,,,
player,201209160clt,clt,AlleDw00,rush_td,0,,,,,
player,201209160clt,clt,AlleDw00,rush_long,0,,,,,
player,201209160clt,clt,AlleDw00,targets,1,,,,,
player,201209160clt,clt,AlleDw00,rec,1,,,,,
player,201209160clt,clt,AlleDw00,rec_yds,3,,,,,
player,201209160clt,clt,AlleDw00,rec_td,1,,,,,
player,201209160clt,clt,AlleDw00,rec_long,3,,,,,
player,201209160clt,clt,AlleDw00,fumbles,0,,,,,
player,201209160clt,clt,AlleDw00,fumbles_lost,0,,,,,
player,201209160clt,clt,AdamKr00,pass_cmp,0,,,,,
player,201209160clt,clt,AdamKr00,pass_att,0,,,,,
player,201209160clt,clt,AdamKr00,pass_yds,0,,,,,
player,201209160clt,clt,AdamKr00,pass_td,0,,,,,
player,201209160clt,clt,AdamKr00,pass_int,0,,,,,
player,201209160clt,clt,AdamKr00,pass_sacked,0,,,,,
player,201209160clt,clt,AdamKr00,pass_sacked_yds,0,,,,,
player,201209160clt,clt,AdamKr00,pass_long,0,,,,,
player,201209160clt,clt,AdamKr00,pass_rating,,,,,,
player,201209160clt,clt,AdamKr00,rush_att,0,,,,,
player,201209160clt,clt,AdamKr00,rush_yds,0,,,,,
player,201209160clt,clt,AdamKr00,rush_td,0,,,,,
player,201209160clt,clt,AdamKr00,rush_long,0,,,,,
player,201209160clt,clt,AdamKr00,targets,3,,,,,
player,201209160clt,clt,AdamKr00,rec,0,,,,,
player,201209160clt,clt,AdamKr00,rec_yds,0,,,,,
player,201209160clt,clt,AdamKr00,rec_td,0,,,,,
player,201209160clt,clt,AdamKr00,rec_long,0,,,,,
player,201209160clt,clt,AdamKr00,fumbles,0,,,,,
player,201209160clt,clt,AdamKr00,fumbles_lost,0,,,,,
player,201209160clt,clt,MoorMe00,pass_cmp,0,,,,,
player,201209160clt,clt,MoorMe00,pass_att,0,,,,,
player,201209160clt,clt,MoorMe00,pass_yds,0,,,,,
player,201209160clt,clt,MoorMe00,pass_td,0,,,,,
player,201209160clt,clt,MoorMe00,pass_int,0,,,,,
player,201209160clt,clt,MoorMe00,pass_sacked,0,,,,,
player,201209160clt,clt,MoorMe00,pass_sacked_yds,0,,,,,
player,201209160clt,clt,MoorMe00,pass_long,0,,,,,
player,201209160clt,clt,MoorMe00,pass_rating,,,,,,
player,201209160clt,clt,MoorMe00,rush_att,1,,,,,
player,201209160clt,clt,MoorMe00,rush_yds,-2,,,,,
player,201209160clt,clt,MoorMe00,rush_td,0,,,,,
player,201209160clt,clt,MoorMe00,rush_long,-2,,,,,
player,201209160clt,clt,MoorMe00,targets,2,,,,,
player,201209160clt,clt,MoorMe00,rec,1,,,,,
player,201209160clt,clt,MoorMe00,rec_yds,8,,,,,
player,201209160clt,clt,MoorMe00,rec_td,0,,,,,
player,201209160clt,clt,MoorMe00,rec_long,8,,,,,
player,201209160clt,clt,MoorMe00,fumbles,0,,,,,
player,201209160clt,clt,MoorMe00,fumbles_lost,0,,,,,
player,201209160clt,min,HendEr99,def_int,0,,,,,
player,201209160clt,min,HendEr99,def_int_yds,0,,,,,
player,201209160clt,min,HendEr99,def_int_td,0,,,,,
player,201209160clt,min,HendEr99,def_int_long,0,,,,,
player,201209160clt,min,HendEr99,pass_defended,0,,,,,
player,201209160clt,min,HendEr99,sacks,1.0,,,,,
player,201209160clt,min,HendEr99,tackles_combined,12,,,,,
player,201209160clt,min,HendEr99,tackles_solo,7,,,,,
player,201209160clt,min,HendEr99,tackles_assists,5,,,,,
player,201209160clt,min,HendEr99,tackles_loss,3,,,,,
player,201209160clt,min,HendEr99,qb_hits,1,,,,,
player,201209160clt,min,HendEr99,fumbles_rec,0,,,,,
player,201209160clt,min,HendEr99,fumbles_rec_yds,0,,,,,
player,201209160clt,min,HendEr99,fumbles_rec_td,0,,,,,
player,201209160clt,min,HendEr99,fumbles_forced,0,,,,,
player,201209160clt,min,GrifEv99,def_int,0,,,,,
player,201209160clt,min,GrifEv99,def_int_yds,0,,,,,
player,201209160clt,min,GrifEv99,def_int_td,0,,,,,
player,201209160clt,min,GrifEv99,def_int_long,0,,,,,
player,201209160clt,min,GrifEv99,pass_defended,0,,,,,
player,201209160clt,min,GrifEv99,sacks,1.0,,,,,
player,201209160clt,min,GrifEv99,tackles_combined,1,,,,,
player,201209160clt,min,GrifEv99,tackles_solo,1,,,,,
player,201209160clt,min,GrifEv99,tackles_assists,0,,,,,
player,201209160clt,min,GrifEv99,tackles_loss,1,,,,,
player,201209160clt,min,GrifEv99,qb_hits,1,,,,,
player,201209160clt,min,GrifEv99,fumbles_rec,0,,,,,
player,201209160clt,min,GrifEv99,fumbles_rec_yds,0,,,,,
player,201209160clt,min,GrifEv99,fumbles_rec_td,0,,,,,
player,201209160clt,min,GrifEv99,fumbles_forced,0,,,,,
player,201209160clt,min,GreeCh99,def_int,0,,,,,
player,201209160clt,min,GreeCh99,def_int_yds,0,,,,,
player,201209160clt,min,GreeCh99,def_int_td,0,,,,,
player,201209160clt,min,GreeCh99,def_int_long,0,,,,,
player,201209160clt,min,GreeCh99,pass_defended,0,,,,,
player,201209160clt,min,GreeCh99,sacks,0.0,,,,,
player,201209160clt,min,GreeCh99,tackles_combined,8,,,,,
player,201209160clt,min,GreeCh99,tackles_solo,5,,,,,
player,201209160clt,min,GreeCh99,tackles_assists,3,,,,,
player,201209160clt,min,GreeCh99,tackles_loss,1,,,,,
player,201209160clt,min,GreeCh99,qb_hits,0,,,,,
player,201209160clt,min,GreeCh99,fumbles_rec,0,,,,,
player,201209160clt,min,GreeCh99,fumbles_rec_yds,0,,,,,
player,201209160clt,min,GreeCh99,fumbles_rec_td,0,,,,,
player,201209160clt,min,GreeCh99,fumbles_forced,0,,,,,
player,201209160clt,min,WinfAn20,def_int,0,,,,,
player,201209160clt,min,WinfAn20,def_int_yds,0,,,,,
player,201209160clt,min,WinfAn20,def_int_td,0,,,,,
player,201209160clt,min,WinfAn20,def_int_long,0,,,,,
player,201209160clt,min,WinfAn20,pass_defended,1,,,,,
player,201209160clt,min,WinfAn20,sacks,0.0,,,,,
player,201209160clt,min,WinfAn20,tackles_combined,8,,,,,
player,201209160clt,min,WinfAn20,tackles_solo,6,,,,,
player,201209160clt,min,WinfAn20,tackles_assists,2,,,,,
player,201209160clt,min,WinfAn20,tackles_loss,1,,,,,
player,201209160clt,min,WinfAn20,qb_hits,0,,,,,
player,201209160clt,min,WinfAn20,fumbles_rec,0,,,,,
player,201209160clt,min,WinfAn20,fumbles_rec_yds,0,,,,,
player,201209160clt,min,WinfAn20,fumbles_rec_td,0,,,,,
player,201209160clt,min,WinfAn20,fumbles_forced,0,,,,,
player,201209160clt,min,SmitHa00,def_int,0,,,,,
player,201209160clt,min,SmitHa00,def_int_yds,0,,,,,
player,201209160clt,min,SmitHa00,def_int_td,0,,,,,
player,201209160clt,min,SmitHa00,def_int_long,0,,,,,
player,201209160clt,min,SmitHa00,pass_defended,1,,,,,
player,201209160clt,min,SmitHa00,sacks,0.0,,,,,
player,201209160clt,min,SmitHa00,tackles_combined,7,,,,,
player,201209160clt,min,SmitHa00,tackles_solo,3,,,,,
player,201209160clt,min,SmitHa00,tackles_assists,4,,,,,
player,201209160clt,min,SmitHa00,tackles_loss,0,,,,,
player,201209160clt,min,SmitHa00,qb_hits,0,,,,,
player,201209160clt,min,SmitHa00,fumbles_rec,0,,,,,
player,201209160clt,min,SmitHa00,fumbles_rec_yds,0,,,,,
player,201209160clt,min,SmitHa00,fumbles_rec_td,0,,,,,
player,201209160clt,min,SmitHa00,fumbles_forced,0,,,,,
player,201209160clt,min,CookCh99,def_int,0,,,,,
player,201209160clt,min,CookCh99,def_int_yds,0,,,,,
player,201209160clt,min,CookCh99,def_int_td,0,,,,,
